,"(mm) Precipitation (CHIRPS) at Batticaloa, 2007-01-01 to 2025-12-31"
"2016-11-14",4.3065
"2016-11-15",0.0884
"2016-11-16",15.4484
"2016-11-17",28.3896
"2016-11-18",41.9494
"2016-11-19",26.2524
"2016-11-20",54.5043
"2016-11-21",32.132
"2016-11-22",0.2751
"2016-11-23",0.2356
"2016-11-24",0
"2016-11-25",2.6952
"2016-11-26",11.0741
"2016-11-27",7.4183
"2016-11-28",2.4163
"2016-11-29",10.4841
"2016-11-30",11.6911
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0
"2016-12-04",0
"2016-12-05",0
"2016-12-06",0
"2016-12-07",0
"2016-12-08",4.8899
"2016-12-09",1.8176
"2016-12-10",14.5461
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0
"2016-12-16",0
"2016-12-17",0
"2016-12-18",0.0962
"2016-12-19",8.8561
"2016-12-20",0.6606
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",12.9671
"2016-12-27",25.3441
"2016-12-28",1.9043
"2016-12-29",0
"2016-12-30",0
"2016-12-31",0.3558
"2017-01-01",1.9686
"2017-01-02",1.2702
"2017-01-03",0
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0.6082
"2017-01-21",10.3624
"2017-01-22",23.6492
"2017-01-23",41.5088
"2017-01-24",49.7868
"2017-01-25",0.4923
"2017-01-26",12.8877
"2017-01-27",51.1394
"2017-01-28",0
"2017-01-29",0
"2017-01-30",0
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",13.8702
"2017-02-15",1.5192
"2017-02-16",0
"2017-02-17",0
"2017-02-18",6.4456
"2017-02-19",20.7409
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0.0334
"2017-02-24",1.7284
"2017-02-25",11.0294
"2017-02-26",13.5738
"2017-02-27",7.0639
"2017-02-28",5.9719
"2017-03-01",34.9551
"2017-03-02",15.324
"2017-03-03",12.8855
"2017-03-04",11.9688
"2017-03-05",0
"2017-03-06",0.214
"2017-03-07",2.785
"2017-03-08",0
"2017-03-09",0
"2017-03-10",0.0924
"2017-03-11",7.2152
"2017-03-12",2.5215
"2017-03-13",7.5933
"2017-03-14",14.3086
"2017-03-15",4.8903
"2017-03-16",0
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",0.0871
"2017-03-29",0
"2017-03-30",0
"2017-03-31",0
"2017-04-01",0
"2017-04-02",2.2535
"2017-04-03",0.1501
"2017-04-04",0.0058
"2017-04-05",0
"2017-04-06",0
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0
"2017-04-10",0.0399
"2017-04-11",2.0847
"2017-04-12",7.1861
"2017-04-13",6.5021
"2017-04-14",0.3101
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0
"2017-04-25",0
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0.8584
"2017-04-30",0
"2017-05-01",0
"2017-05-02",0.0129
"2017-05-03",0.0057
"2017-05-04",0
"2017-05-05",0
"2017-05-06",0.047
"2017-05-07",2.641
"2017-05-08",0.5197
"2017-05-09",0.386
"2017-05-10",0.1412
"2017-05-11",1.9534
"2017-05-12",0
"2017-05-13",0
"2017-05-14",0.0412
"2017-05-15",0.0359
"2017-05-16",2.9119
"2017-05-17",0.0269
"2017-05-18",0.5583
"2017-05-19",1.3653
"2017-05-20",0.4642
"2017-05-21",8.9594
"2017-05-22",0.0894
"2017-05-23",8.0487
"2017-05-24",3.4532
"2017-05-25",1.1097
"2017-05-26",0.5892
"2017-05-27",0
"2017-05-28",0
"2017-05-29",0.438
"2017-05-30",0.2244
"2017-05-31",0.0502
"2017-06-01",0.9917
"2017-06-02",0.1454
"2017-06-03",0
"2017-06-04",0
"2017-06-05",0.3206
"2017-06-06",0.0251
"2017-06-07",0.9251
"2017-06-08",0
"2017-06-09",0
"2017-06-10",0.581
"2017-06-11",0.0705
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0.0199
"2017-06-15",0.3806
"2017-06-16",0.2745
"2017-06-17",0.0203
"2017-06-18",0
"2017-06-19",1.0781
"2017-06-20",0.8571
"2017-06-21",0.0895
"2017-06-22",0
"2017-06-23",0
"2017-06-24",0.0311
"2017-06-25",2.3991
"2017-06-26",1.2795
"2017-06-27",0.9776
"2017-06-28",0.8776
"2017-06-29",0
"2017-06-30",0
"2017-07-01",0
"2017-07-02",1.0288
"2017-07-03",0.482
"2017-07-04",0
"2017-07-05",0
"2017-07-06",0.9284
"2017-07-07",0.7466
"2017-07-08",15.9288
"2017-07-09",1.9087
"2017-07-10",0.356
"2017-07-11",0
"2017-07-12",6.1845
"2017-07-13",0.2368
"2017-07-14",0.0047
"2017-07-15",0.0696
"2017-07-16",0
"2017-07-17",1.4651
"2017-07-18",0.9074
"2017-07-19",0
"2017-07-20",0
"2017-07-21",0.0378
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0
"2017-07-25",0
"2017-07-26",0
"2017-07-27",7.7031
"2017-07-28",2.0778
"2017-07-29",0.8949
"2017-07-30",0.8714
"2017-07-31",0.4203
"2017-08-01",1.3207
"2017-08-02",0
"2017-08-03",0
"2017-08-04",0
"2017-08-05",0.4675
"2017-08-06",3.602
"2017-08-07",9.2878
"2017-08-08",3.8963
"2017-08-09",0.8809
"2017-08-10",10.681
"2017-08-11",2.1033
"2017-08-12",9.4621
"2017-08-13",6.3644
"2017-08-14",18.6808
"2017-08-15",0.8869
"2017-08-16",0.3123
"2017-08-17",0
"2017-08-18",1.7487
"2017-08-19",0.2394
"2017-08-20",0
"2017-08-21",0
"2017-08-22",2.8069
"2017-08-23",1.9295
"2017-08-24",9.0458
"2017-08-25",0
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0
"2017-08-29",0
"2017-08-30",6.13
"2017-08-31",3.674
"2017-09-01",0.1389
"2017-09-02",2.753
"2017-09-03",17.7136
"2017-09-04",0.6045
"2017-09-05",0.4709
"2017-09-06",6.8635
"2017-09-07",9.6436
"2017-09-08",19.2959
"2017-09-09",0.041
"2017-09-10",0
"2017-09-11",0.1688
"2017-09-12",0.032
"2017-09-13",2.2056
"2017-09-14",4.4321
"2017-09-15",0.4896
"2017-09-16",7.0475
"2017-09-17",0.2806
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0.098
"2017-09-23",0.2222
"2017-09-24",2.8736
"2017-09-25",2.2179
"2017-09-26",6.6007
"2017-09-27",0.0482
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0.3077
"2017-10-02",0.7238
"2017-10-03",1.7143
"2017-10-04",2.9262
"2017-10-05",1.6737
"2017-10-06",3.1844
"2017-10-07",0.171
"2017-10-08",0.1507
"2017-10-09",0.4133
"2017-10-10",11.8052
"2017-10-11",19.7967
"2017-10-12",12.7503
"2017-10-13",13.3501
"2017-10-14",22.4901
"2017-10-15",1.2222
"2017-10-16",14.4229
"2017-10-17",0
"2017-10-18",0
"2017-10-19",1.3
"2017-10-20",0.0418
"2017-10-21",0
"2017-10-22",0
"2017-10-23",5.2818
"2017-10-24",16.178
"2017-10-25",0.0497
"2017-10-26",4.8485
"2017-10-27",11.1294
"2017-10-28",10.8076
"2017-10-29",4.427
"2017-10-30",10.4584
"2017-10-31",21.8168
"2017-11-01",30.9649
"2017-11-02",18.1225
"2017-11-03",23.8784
"2017-11-04",27.3412
"2017-11-05",21.6501
"2017-11-06",9.7205
"2017-11-07",10.0561
"2017-11-08",3.0145
"2017-11-09",2.062
"2017-11-10",6.8865
"2017-11-11",9.4387
"2017-11-12",8.0618
"2017-11-13",0
"2017-11-14",0.1073
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",0
"2017-11-19",4.438
"2017-11-20",6.8296
"2017-11-21",0.3736
"2017-11-22",8.5199
"2017-11-23",10.3449
"2017-11-24",13.8078
"2017-11-25",27.1993
"2017-11-26",32.206
"2017-11-27",33.4442
"2017-11-28",28.5777
"2017-11-29",9.6513
"2017-11-30",11.0919
"2017-12-01",11.9504
"2017-12-02",10.9599
"2017-12-03",15.519
"2017-12-04",24.0137
"2017-12-05",5.5867
"2017-12-06",0.0414
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0
"2017-12-13",0
"2017-12-14",0.0159
"2017-12-15",0.6813
"2017-12-16",1.6848
"2017-12-17",0
"2017-12-18",0
"2017-12-19",12.2793
"2017-12-20",48.6022
"2017-12-21",0.8977
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",0
"2017-12-26",1.1079
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0.8196
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0
"2018-01-10",2.9995
"2018-01-11",6.6401
"2018-01-12",6.671
"2018-01-13",0
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0
"2018-01-20",0.0254
"2018-01-21",0.7057
"2018-01-22",2.6875
"2018-01-23",7.0111
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0.0065
"2018-01-27",5.6109
"2018-01-28",0
"2018-01-29",4.0751
"2018-01-30",19.4199
"2018-01-31",4.7046
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",0
"2018-02-07",4.9563
"2018-02-08",0
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0.0566
"2018-02-15",0.748
"2018-02-16",0
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",2.9893
"2018-02-23",0
"2018-02-24",12.4236
"2018-02-25",55.8162
"2018-02-26",15.9327
"2018-02-27",21.4066
"2018-02-28",1.4094
"2018-03-01",0
"2018-03-02",0
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0
"2018-03-07",0
"2018-03-08",2.0971
"2018-03-09",21.082
"2018-03-10",6.6848
"2018-03-11",17.7732
"2018-03-12",22.9797
"2018-03-13",0
"2018-03-14",0
"2018-03-15",0.0123
"2018-03-16",0
"2018-03-17",0
"2018-03-18",0
"2018-03-19",0.0118
"2018-03-20",0
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",9.6146
"2018-03-26",2.433
"2018-03-27",0
"2018-03-28",0.0059
"2018-03-29",0.0125
"2018-03-30",0
"2018-03-31",0.7316
"2018-04-01",0.9732
"2018-04-02",2.0143
"2018-04-03",0
"2018-04-04",0
"2018-04-05",1.1601
"2018-04-06",7.8686
"2018-04-07",11.651
"2018-04-08",6.8183
"2018-04-09",6.8606
"2018-04-10",0.6361
"2018-04-11",10.4593
"2018-04-12",7.5649
"2018-04-13",7.7543
"2018-04-14",1.0267
"2018-04-15",0
"2018-04-16",0.0011
"2018-04-17",0
"2018-04-18",2.5561
"2018-04-19",0.0489
"2018-04-20",0
"2018-04-21",0
"2018-04-22",4.8282
"2018-04-23",0.1108
"2018-04-24",0
"2018-04-25",0
"2018-04-26",0
"2018-04-27",0.0282
"2018-04-28",2.0902
"2018-04-29",0.0245
"2018-04-30",0
"2018-05-01",0.0385
"2018-05-02",0.286
"2018-05-03",0
"2018-05-04",0.0619
"2018-05-05",3.9418
"2018-05-06",2.0431
"2018-05-07",4.262
"2018-05-08",3.4019
"2018-05-09",3.2998
"2018-05-10",2.961
"2018-05-11",0.0771
"2018-05-12",0.9799
"2018-05-13",0.5873
"2018-05-14",5.0139
"2018-05-15",0.5135
"2018-05-16",2.8335
"2018-05-17",3.1678
"2018-05-18",6.6234
"2018-05-19",3.4686
"2018-05-20",3.9548
"2018-05-21",3.0218
"2018-05-22",6.894
"2018-05-23",5.298
"2018-05-24",2.5217
"2018-05-25",1.7393
"2018-05-26",3.5374
"2018-05-27",3.292
"2018-05-28",0.3719
"2018-05-29",0.1553
"2018-05-30",0.524
"2018-05-31",0
"2018-06-01",0.5676
"2018-06-02",0.3662
"2018-06-03",0.0043
"2018-06-04",0.8651
"2018-06-05",1.2902
"2018-06-06",1.1539
"2018-06-07",0.4042
"2018-06-08",0
"2018-06-09",0
"2018-06-10",0.0232
"2018-06-11",0
"2018-06-12",0.0813
"2018-06-13",0
"2018-06-14",0
"2018-06-15",0
"2018-06-16",0.5935
"2018-06-17",0.1334
"2018-06-18",0.4063
"2018-06-19",0
"2018-06-20",0
"2018-06-21",0
"2018-06-22",0
"2018-06-23",0
"2018-06-24",0.0027
"2018-06-25",0
"2018-06-26",0.6946
"2018-06-27",0.0682
"2018-06-28",1.4166
"2018-06-29",1.9558
"2018-06-30",1.0462
"2018-07-01",0.3082
"2018-07-02",2.2727
"2018-07-03",0
"2018-07-04",0.2388
"2018-07-05",0.0187
"2018-07-06",1.5283
"2018-07-07",0.7529
"2018-07-08",0.1069
"2018-07-09",0.0816
"2018-07-10",2.6237
"2018-07-11",1.7546
"2018-07-12",3.0495
"2018-07-13",0
"2018-07-14",0.0517
"2018-07-15",5.4642
"2018-07-16",5.7432
"2018-07-17",0
"2018-07-18",0
"2018-07-19",3.9391
"2018-07-20",0.014
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0
"2018-07-25",0
"2018-07-26",0
"2018-07-27",0.0506
"2018-07-28",0.4634
"2018-07-29",0
"2018-07-30",0.2847
"2018-07-31",0.3596
"2018-08-01",1.7062
"2018-08-02",0.001
"2018-08-03",0.0197
"2018-08-04",0.5677
"2018-08-05",0.0019
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0
"2018-08-10",0.7201
"2018-08-11",1.3649
"2018-08-12",2.1411
"2018-08-13",0
"2018-08-14",12.2685
"2018-08-15",15.086
"2018-08-16",25.1663
"2018-08-17",0.175
"2018-08-18",0.7611
"2018-08-19",0.0983
"2018-08-20",0.0033
"2018-08-21",0
"2018-08-22",0
"2018-08-23",7.2208
"2018-08-24",5.3252
"2018-08-25",2.4932
"2018-08-26",3.8554
"2018-08-27",0
"2018-08-28",10.188
"2018-08-29",1.8267
"2018-08-30",1.6529
"2018-08-31",9.0718
"2018-09-01",0.0251
"2018-09-02",0
"2018-09-03",0
"2018-09-04",0.0002
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0
"2018-09-10",0.3279
"2018-09-11",0
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",0.0422
"2018-09-16",1.1574
"2018-09-17",4.0349
"2018-09-18",5.123
"2018-09-19",4.2388
"2018-09-20",0
"2018-09-21",0.1906
"2018-09-22",0
"2018-09-23",0
"2018-09-24",7.6173
"2018-09-25",3.9094
"2018-09-26",11.272
"2018-09-27",8.6743
"2018-09-28",2.4176
"2018-09-29",0.2746
"2018-09-30",0.8374
"2018-10-01",0.7529
"2018-10-02",10.0893
"2018-10-03",14.4057
"2018-10-04",12.6057
"2018-10-05",1.1098
"2018-10-06",2.3011
"2018-10-07",7.9407
"2018-10-08",12.6286
"2018-10-09",29.8244
"2018-10-10",3.153
"2018-10-11",2.5094
"2018-10-12",0.1449
"2018-10-13",2.1554
"2018-10-14",2.9422
"2018-10-15",0
"2018-10-16",1.5216
"2018-10-17",3.3105
"2018-10-18",0.8323
"2018-10-19",8.1742
"2018-10-20",10.6112
"2018-10-21",1.9801
"2018-10-22",1.1767
"2018-10-23",3.4967
"2018-10-24",1.9982
"2018-10-25",1.8515
"2018-10-26",22.8475
"2018-10-27",10.4164
"2018-10-28",30.2903
"2018-10-29",9.5672
"2018-10-30",4.3156
"2018-10-31",20.7197
"2018-11-01",24.5652
"2018-11-02",19.2559
"2018-11-03",9.6729
"2018-11-04",7.8793
"2018-11-05",42.0396
"2018-11-06",41.8211
"2018-11-07",24.3528
"2018-11-08",17.6549
"2018-11-09",13.1405
"2018-11-10",2.0518
"2018-11-11",9.6261
"2018-11-12",4.3838
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",0.5127
"2018-11-17",0.7699
"2018-11-18",20.3747
"2018-11-19",2.7549
"2018-11-20",9.8815
"2018-11-21",19.222
"2018-11-22",9.2482
"2018-11-23",4.354
"2018-11-24",3.7021
"2018-11-25",0.1556
"2018-11-26",0
"2018-11-27",24.766
"2018-11-28",5.97
"2018-11-29",2.7877
"2018-11-30",1.7746
"2018-12-01",0
"2018-12-02",0.3547
"2018-12-03",17.5562
"2018-12-04",0
"2018-12-05",33.8432
"2018-12-06",21.0255
"2018-12-07",2.5979
"2018-12-08",5.1337
"2018-12-09",18.9639
"2018-12-10",25.4252
"2018-12-11",6.9022
"2018-12-12",4.5591
"2018-12-13",20.4837
"2018-12-14",12.2174
"2018-12-15",19.1644
"2018-12-16",5.6162
"2018-12-17",0
"2018-12-18",0
"2018-12-19",0
"2018-12-20",31.1898
"2018-12-21",5.4929
"2018-12-22",1.3055
"2018-12-23",4.8096
"2018-12-24",6.6401
"2018-12-25",2.2665
"2018-12-26",0.3793
"2018-12-27",0.0208
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0.0006
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0.0388
"2019-01-11",0.4837
"2019-01-12",0.0699
"2019-01-13",29.3149
"2019-01-14",12.849
"2019-01-15",0
"2019-01-16",0.9756
"2019-01-17",0
"2019-01-18",0
"2019-01-19",0.0628
"2019-01-20",4.5502
"2019-01-21",2.0903
"2019-01-22",0.3356
"2019-01-23",0.0785
"2019-01-24",0
"2019-01-25",0
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",0.0213
"2019-02-04",93.4009
"2019-02-05",18.7627
"2019-02-06",0
"2019-02-07",0
"2019-02-08",4.0902
"2019-02-09",16.8152
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",0.04
"2019-02-15",1.3687
"2019-02-16",5.9677
"2019-02-17",0.0283
"2019-02-18",0
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",2.0425
"2019-02-27",0.1964
"2019-02-28",3.2532
"2019-03-01",0.0826
"2019-03-02",1.8356
"2019-03-03",4.505
"2019-03-04",0
"2019-03-05",0.0807
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0.1666
"2019-03-14",0
"2019-03-15",0
"2019-03-16",0
"2019-03-17",1.154
"2019-03-18",0
"2019-03-19",0
"2019-03-20",0
"2019-03-21",1.2054
"2019-03-22",0
"2019-03-23",0.0073
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0.0111
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0.0225
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",1.9463
"2019-04-06",0
"2019-04-07",0.9067
"2019-04-08",0.4879
"2019-04-09",6.1608
"2019-04-10",0.5791
"2019-04-11",1.6916
"2019-04-12",0.8357
"2019-04-13",3.5888
"2019-04-14",0
"2019-04-15",0.8396
"2019-04-16",4.2411
"2019-04-17",5.6597
"2019-04-18",1.0956
"2019-04-19",6.9127
"2019-04-20",3.9759
"2019-04-21",3.2223
"2019-04-22",2.0643
"2019-04-23",0.0921
"2019-04-24",0.6569
"2019-04-25",4.6234
"2019-04-26",1.3273
"2019-04-27",5.182
"2019-04-28",0.2877
"2019-04-29",3.5459
"2019-04-30",2.5846
"2019-05-01",0.0287
"2019-05-02",0.31
"2019-05-03",0.7155
"2019-05-04",0.4123
"2019-05-05",0.085
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0
"2019-05-11",0.1093
"2019-05-12",0.005
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0.2426
"2019-05-16",1.559
"2019-05-17",0.5253
"2019-05-18",0.4025
"2019-05-19",0
"2019-05-20",0
"2019-05-21",1.8186
"2019-05-22",0.2394
"2019-05-23",2.9085
"2019-05-24",0
"2019-05-25",1.0689
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0
"2019-05-30",0.0968
"2019-05-31",0.0324
"2019-06-01",0.3248
"2019-06-02",0.8717
"2019-06-03",0.7688
"2019-06-04",1.7307
"2019-06-05",1.652
"2019-06-06",0.3478
"2019-06-07",0.6384
"2019-06-08",0.0057
"2019-06-09",0.3396
"2019-06-10",0.0326
"2019-06-11",0.0013
"2019-06-12",0.0098
"2019-06-13",0
"2019-06-14",0.0836
"2019-06-15",0.1157
"2019-06-16",0.3851
"2019-06-17",0.6014
"2019-06-18",0
"2019-06-19",0.1319
"2019-06-20",0.4402
"2019-06-21",1.2689
"2019-06-22",0.1798
"2019-06-23",0
"2019-06-24",0.06
"2019-06-25",2.0316
"2019-06-26",1.35
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",1.3057
"2019-07-01",2.9913
"2019-07-02",0.2081
"2019-07-03",0
"2019-07-04",0.0009
"2019-07-05",0
"2019-07-06",0.3112
"2019-07-07",0.2156
"2019-07-08",0
"2019-07-09",1.9844
"2019-07-10",3.2803
"2019-07-11",0
"2019-07-12",0.0618
"2019-07-13",0
"2019-07-14",1.1193
"2019-07-15",0.6569
"2019-07-16",1.205
"2019-07-17",6.8715
"2019-07-18",1.2876
"2019-07-19",0.4441
"2019-07-20",2.0205
"2019-07-21",5.8589
"2019-07-22",7.0878
"2019-07-23",0.9879
"2019-07-24",0
"2019-07-25",0
"2019-07-26",0
"2019-07-27",0
"2019-07-28",0
"2019-07-29",0
"2019-07-30",0
"2019-07-31",0.2861
"2019-08-01",7.063
"2019-08-02",7.1655
"2019-08-03",0
"2019-08-04",0.1537
"2019-08-05",4.3657
"2019-08-06",7.2143
"2019-08-07",3.9874
"2019-08-08",2.0431
"2019-08-09",2.799
"2019-08-10",0
"2019-08-11",0
"2019-08-12",1.6853
"2019-08-13",2.8983
"2019-08-14",0
"2019-08-15",8.5527
"2019-08-16",31.0879
"2019-08-17",37.6761
"2019-08-18",5.8626
"2019-08-19",2.0027
"2019-08-20",0
"2019-08-21",0.0785
"2019-08-22",11.3566
"2019-08-23",0.6659
"2019-08-24",0.6426
"2019-08-25",0.7169
"2019-08-26",0.0021
"2019-08-27",0.1098
"2019-08-28",2.2334
"2019-08-29",0.1937
"2019-08-30",0
"2019-08-31",0.0315
"2019-09-01",0.1697
"2019-09-02",3.1357
"2019-09-03",0.1077
"2019-09-04",3.3633
"2019-09-05",1.1153
"2019-09-06",0
"2019-09-07",0
"2019-09-08",0
"2019-09-09",0
"2019-09-10",0
"2019-09-11",1.3159
"2019-09-12",6.7915
"2019-09-13",8.9504
"2019-09-14",3.0365
"2019-09-15",18.415
"2019-09-16",3.4292
"2019-09-17",0
"2019-09-18",0.0612
"2019-09-19",8.3834
"2019-09-20",11.2425
"2019-09-21",0.5706
"2019-09-22",3.4235
"2019-09-23",8.3586
"2019-09-24",8.0772
"2019-09-25",4.4361
"2019-09-26",0.0349
"2019-09-27",3.2138
"2019-09-28",9.3333
"2019-09-29",9.2168
"2019-09-30",0
"2019-10-01",0
"2019-10-02",6.3942
"2019-10-03",0.5133
"2019-10-04",0
"2019-10-05",0.5741
"2019-10-06",4.3413
"2019-10-07",0.8846
"2019-10-08",0.7419
"2019-10-09",0.4678
"2019-10-10",6.3683
"2019-10-11",7.0168
"2019-10-12",0
"2019-10-13",0.0061
"2019-10-14",0.3836
"2019-10-15",7.6997
"2019-10-16",13.3561
"2019-10-17",0.0003
"2019-10-18",0
"2019-10-19",7.8416
"2019-10-20",26.8487
"2019-10-21",26.9171
"2019-10-22",1.3727
"2019-10-23",24.9748
"2019-10-24",8.5881
"2019-10-25",9.0559
"2019-10-26",50.4798
"2019-10-27",44.0228
"2019-10-28",17.6265
"2019-10-29",21.0043
"2019-10-30",1.637
"2019-10-31",14.5237
"2019-11-01",0.0276
"2019-11-02",9.7063
"2019-11-03",3.9434
"2019-11-04",0.0044
"2019-11-05",2.4814
"2019-11-06",0
"2019-11-07",0
"2019-11-08",7.4199
"2019-11-09",1.2248
"2019-11-10",0
"2019-11-11",0.0378
"2019-11-12",0.0691
"2019-11-13",0.7263
"2019-11-14",1.2001
"2019-11-15",2.7545
"2019-11-16",0.9704
"2019-11-17",0
"2019-11-18",4.3708
"2019-11-19",19.803
"2019-11-20",0.6152
"2019-11-21",12.135
"2019-11-22",32.7415
"2019-11-23",32.7513
"2019-11-24",17.0361
"2019-11-25",23.4932
"2019-11-26",0.6399
"2019-11-27",17.204
"2019-11-28",60.1444
"2019-11-29",53.3496
"2019-11-30",60.6771
"2019-12-01",9.689
"2019-12-02",75.1733
"2019-12-03",47.9757
"2019-12-04",76.0163
"2019-12-05",23.9761
"2019-12-06",0
"2019-12-07",1.1047
"2019-12-08",0.8353
"2019-12-09",48.0095
"2019-12-10",29.4193
"2019-12-11",13.8704
"2019-12-12",0
"2019-12-13",0
"2019-12-14",19.8768
"2019-12-15",0
"2019-12-16",0.3207
"2019-12-17",43.0482
"2019-12-18",7.2536
"2019-12-19",22.9703
"2019-12-20",15.3481
"2019-12-21",11.8521
"2019-12-22",31.1389
"2019-12-23",1.7695
"2019-12-24",0
"2019-12-25",0.7285
"2019-12-26",0
"2019-12-27",0
"2019-12-28",0.6683
"2019-12-29",0.5227
"2019-12-30",0.3153
"2019-12-31",0
"2020-01-01",1.7035
"2020-01-02",11.1851
"2020-01-03",0
"2020-01-04",0
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",4.1368
"2020-01-12",0
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0
"2020-01-19",0.0135
"2020-01-20",0
"2020-01-21",0.5893
"2020-01-22",3.3583
"2020-01-23",0.04
"2020-01-24",0
"2020-01-25",0
"2020-01-26",2.4798
"2020-01-27",0
"2020-01-28",0
"2020-01-29",0.0503
"2020-01-30",0.0106
"2020-01-31",0
"2020-02-01",0
"2020-02-02",0.2578
"2020-02-03",0
"2020-02-04",5.9934
"2020-02-05",0.1818
"2020-02-06",0.339
"2020-02-07",2.2856
"2020-02-08",0
"2020-02-09",0
