,"(mm) Precipitation (CHIRPS) at Galle, 2007-01-01 to 2025-12-31"
"2016-08-20",0
"2016-08-21",0
"2016-08-22",6.3398
"2016-08-23",0
"2016-08-24",0
"2016-08-25",0.6782
"2016-08-26",7.883
"2016-08-27",17.6745
"2016-08-28",0.6614
"2016-08-29",2.7799
"2016-08-30",0
"2016-08-31",6.2571
"2016-09-01",2.4311
"2016-09-02",2.1268
"2016-09-03",16.894
"2016-09-04",1.9587
"2016-09-05",0
"2016-09-06",0.971
"2016-09-07",0
"2016-09-08",0.9559
"2016-09-09",0
"2016-09-10",3.9528
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",7.1848
"2016-09-15",0
"2016-09-16",0
"2016-09-17",0.9249
"2016-09-18",0.2721
"2016-09-19",7.2378
"2016-09-20",0
"2016-09-21",0.7322
"2016-09-22",0
"2016-09-23",0.9418
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0
"2016-09-29",1.8147
"2016-09-30",3.0339
"2016-10-01",6.8915
"2016-10-02",0
"2016-10-03",0
"2016-10-04",0
"2016-10-05",0
"2016-10-06",0
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0
"2016-10-14",0
"2016-10-15",12.3038
"2016-10-16",3.6385
"2016-10-17",33.902
"2016-10-18",32.0045
"2016-10-19",50.3782
"2016-10-20",0.0407
"2016-10-21",6.1011
"2016-10-22",0
"2016-10-23",0
"2016-10-24",7.7019
"2016-10-25",14.1776
"2016-10-26",0.5915
"2016-10-27",0
"2016-10-28",0
"2016-10-29",7.223
"2016-10-30",18.762
"2016-10-31",30.6015
"2016-11-01",14.1948
"2016-11-02",10.1882
"2016-11-03",30.7027
"2016-11-04",24.4259
"2016-11-05",26.0324
"2016-11-06",44.5907
"2016-11-07",0
"2016-11-08",2.2622
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0.0225
"2016-11-12",8.8481
"2016-11-13",21.5141
"2016-11-14",13.5535
"2016-11-15",11.5057
"2016-11-16",6.9026
"2016-11-17",11.2676
"2016-11-18",19.8086
"2016-11-19",16.1175
"2016-11-20",15.8032
"2016-11-21",18.7484
"2016-11-22",9.747
"2016-11-23",13.2705
"2016-11-24",7.0057
"2016-11-25",17.7435
"2016-11-26",11.0591
"2016-11-27",3.5935
"2016-11-28",1.1106
"2016-11-29",1.3147
"2016-11-30",0.3618
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0
"2016-12-04",19.7766
"2016-12-05",21.507
"2016-12-06",0.6398
"2016-12-07",0
"2016-12-08",8.1676
"2016-12-09",5.0273
"2016-12-10",2.9657
"2016-12-11",0
"2016-12-12",0
"2016-12-13",18.8957
"2016-12-14",2.2077
"2016-12-15",0
"2016-12-16",11.0543
"2016-12-17",7.3103
"2016-12-18",0
"2016-12-19",0
"2016-12-20",4.3161
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",12.4861
"2016-12-28",7.4858
"2016-12-29",0
"2016-12-30",3.7728
"2016-12-31",10.598
"2017-01-01",4.3668
"2017-01-02",2.4871
"2017-01-03",0.0825
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0
"2017-01-21",1.3783
"2017-01-22",4.6939
"2017-01-23",24.1538
"2017-01-24",16.0295
"2017-01-25",10
"2017-01-26",21.3739
"2017-01-27",40.9998
"2017-01-28",6.4286
"2017-01-29",5.1664
"2017-01-30",20.8232
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",15.8357
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",10.1705
"2017-02-19",30.0637
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0.2253
"2017-02-24",1.0657
"2017-02-25",14.5623
"2017-02-26",14.1278
"2017-02-27",1.7133
"2017-02-28",26.0278
"2017-03-01",48.1439
"2017-03-02",0
"2017-03-03",0.4713
"2017-03-04",0.8993
"2017-03-05",0
"2017-03-06",0.8024
"2017-03-07",2.8683
"2017-03-08",0
"2017-03-09",5.2203
"2017-03-10",7.7241
"2017-03-11",5.639
"2017-03-12",3.0189
"2017-03-13",7.9652
"2017-03-14",19.2903
"2017-03-15",22.9055
"2017-03-16",7.2929
"2017-03-17",3.792
"2017-03-18",0
"2017-03-19",3.7135
"2017-03-20",13.2786
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",13.0656
"2017-03-28",2.3051
"2017-03-29",25.3795
"2017-03-30",4.1975
"2017-03-31",13.8132
"2017-04-01",0.5452
"2017-04-02",11.2192
"2017-04-03",13.2749
"2017-04-04",14.3804
"2017-04-05",13.4385
"2017-04-06",0.8861
"2017-04-07",0
"2017-04-08",2.6135
"2017-04-09",0.4513
"2017-04-10",0
"2017-04-11",31.2072
"2017-04-12",26.0583
"2017-04-13",34.8274
"2017-04-14",2.8977
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",16.7555
"2017-04-25",1.2344
"2017-04-26",0.1041
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0
"2017-04-30",0.3805
"2017-05-01",0
"2017-05-02",2.2871
"2017-05-03",5.9494
"2017-05-04",6.4326
"2017-05-05",0
"2017-05-06",27.5862
"2017-05-07",7.8449
"2017-05-08",17.8478
"2017-05-09",6.6987
"2017-05-10",24.9562
"2017-05-11",50.1892
"2017-05-12",19.9591
"2017-05-13",5.5026
"2017-05-14",25.973
"2017-05-15",11.5848
"2017-05-16",2.8919
"2017-05-17",4.9491
"2017-05-18",45.1459
"2017-05-19",4.1684
"2017-05-20",6.71
"2017-05-21",34.9639
"2017-05-22",4.9321
"2017-05-23",21.9983
"2017-05-24",53.5111
"2017-05-25",77.3251
"2017-05-26",136.38
"2017-05-27",0
"2017-05-28",0
"2017-05-29",22.5465
"2017-05-30",0
"2017-05-31",0.2252
"2017-06-01",32.6693
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0.1587
"2017-06-05",2.7614
"2017-06-06",0
"2017-06-07",10.6181
"2017-06-08",1.1064
"2017-06-09",0
"2017-06-10",0
"2017-06-11",0
"2017-06-12",0
"2017-06-13",0
"2017-06-14",17.0853
"2017-06-15",35.5507
"2017-06-16",1.9578
"2017-06-17",0.0707
"2017-06-18",5.1312
"2017-06-19",2.0939
"2017-06-20",0.4924
"2017-06-21",0
"2017-06-22",7.2756
"2017-06-23",3.2153
"2017-06-24",0.3981
"2017-06-25",5.9799
"2017-06-26",31.007
"2017-06-27",0
"2017-06-28",0
"2017-06-29",0
"2017-06-30",0
"2017-07-01",5.4208
"2017-07-02",0.2785
"2017-07-03",1.5029
"2017-07-04",0
"2017-07-05",0.589
"2017-07-06",0.4103
"2017-07-07",10.1502
"2017-07-08",18.2994
"2017-07-09",13.1365
"2017-07-10",3.5437
"2017-07-11",0
"2017-07-12",0
"2017-07-13",0.1059
"2017-07-14",0
"2017-07-15",0
"2017-07-16",0
"2017-07-17",5.0517
"2017-07-18",3.4283
"2017-07-19",5.0771
"2017-07-20",0
"2017-07-21",6.2967
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0
"2017-07-25",12.0835
"2017-07-26",0.0894
"2017-07-27",14.4027
"2017-07-28",1.9248
"2017-07-29",16.2237
"2017-07-30",0.6971
"2017-07-31",2.9655
"2017-08-01",0
"2017-08-02",8.7828
"2017-08-03",0
"2017-08-04",4.9266
"2017-08-05",2.711
"2017-08-06",12.8866
"2017-08-07",26.6719
"2017-08-08",0.1012
"2017-08-09",0
"2017-08-10",15.1217
"2017-08-11",0.6319
"2017-08-12",1.6549
"2017-08-13",4.9433
"2017-08-14",20.985
"2017-08-15",0
"2017-08-16",0
"2017-08-17",16.9796
"2017-08-18",74.3566
"2017-08-19",15.218
"2017-08-20",0.0466
"2017-08-21",0
"2017-08-22",3.8339
"2017-08-23",5.1374
"2017-08-24",9.8206
"2017-08-25",0
"2017-08-26",0
"2017-08-27",0
"2017-08-28",1.0981
"2017-08-29",0
"2017-08-30",0
"2017-08-31",8.1035
"2017-09-01",14.4499
"2017-09-02",9.0744
"2017-09-03",33.362
"2017-09-04",24.6994
"2017-09-05",27.009
"2017-09-06",33.1879
"2017-09-07",66.9165
"2017-09-08",20.6105
"2017-09-09",0.4973
"2017-09-10",0
"2017-09-11",0
"2017-09-12",9.8877
"2017-09-13",43.8421
"2017-09-14",1.5253
"2017-09-15",0
"2017-09-16",7.5243
"2017-09-17",18.345
"2017-09-18",0.4317
"2017-09-19",0
"2017-09-20",0.5539
"2017-09-21",5.0188
"2017-09-22",0
"2017-09-23",0
"2017-09-24",0.0901
"2017-09-25",9.5549
"2017-09-26",19.2195
"2017-09-27",17.6328
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0
"2017-10-03",0
"2017-10-04",18.0085
"2017-10-05",19.4089
"2017-10-06",3.0072
"2017-10-07",14.3195
"2017-10-08",9.1029
"2017-10-09",11.739
"2017-10-10",19.0579
"2017-10-11",30.5545
"2017-10-12",16.5141
"2017-10-13",28.7097
"2017-10-14",37.879
"2017-10-15",5.5454
"2017-10-16",2.2047
"2017-10-17",0
"2017-10-18",7.3179
"2017-10-19",0.1523
"2017-10-20",26.9897
"2017-10-21",0
"2017-10-22",0
"2017-10-23",6.4036
"2017-10-24",12.5704
"2017-10-25",11.7091
"2017-10-26",0
"2017-10-27",0
"2017-10-28",0.6456
"2017-10-29",8.2344
"2017-10-30",22.0585
"2017-10-31",27.9808
"2017-11-01",8.8458
"2017-11-02",16.7005
"2017-11-03",21.2111
"2017-11-04",14.5754
"2017-11-05",18.6709
"2017-11-06",24.7424
"2017-11-07",16.4949
"2017-11-08",12.3116
"2017-11-09",6.2496
"2017-11-10",1.6079
"2017-11-11",8.1043
"2017-11-12",0
"2017-11-13",0
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",8.2976
"2017-11-19",11.247
"2017-11-20",23.2104
"2017-11-21",8.0762
"2017-11-22",7.701
"2017-11-23",16.2869
"2017-11-24",10.162
"2017-11-25",14.2374
"2017-11-26",7.3103
"2017-11-27",37.3704
"2017-11-28",59.027
"2017-11-29",50.7144
"2017-11-30",42.6827
"2017-12-01",21.7499
"2017-12-02",0.2292
"2017-12-03",10.6843
"2017-12-04",15.5526
"2017-12-05",0
"2017-12-06",2.7179
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0.1646
"2017-12-12",1.1236
"2017-12-13",26.0792
"2017-12-14",20.6075
"2017-12-15",5.9116
"2017-12-16",0
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0
"2017-12-20",5.5499
"2017-12-21",22.0558
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0.0371
"2017-12-25",5.2239
"2017-12-26",9.3354
"2017-12-27",6.254
"2017-12-28",1.7275
"2017-12-29",1.4082
"2017-12-30",2.7184
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0.0078
"2018-01-10",3.2758
"2018-01-11",5.4505
"2018-01-12",5.8052
"2018-01-13",4.5222
"2018-01-14",0.1299
"2018-01-15",0.1501
"2018-01-16",4.9684
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0.6527
"2018-01-20",0.1761
"2018-01-21",0.0518
"2018-01-22",0.5107
"2018-01-23",0.3796
"2018-01-24",0.7575
"2018-01-25",0
"2018-01-26",0
"2018-01-27",2.2204
"2018-01-28",0
"2018-01-29",9.4787
"2018-01-30",12.8855
"2018-01-31",8.3636
"2018-02-01",10.6622
"2018-02-02",0.9821
"2018-02-03",0
"2018-02-04",10.4598
"2018-02-05",2.6173
"2018-02-06",5.5696
"2018-02-07",13.9831
"2018-02-08",6.9939
"2018-02-09",5.3538
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0.2957
"2018-02-13",0
"2018-02-14",0.3317
"2018-02-15",2.8233
"2018-02-16",0
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0
"2018-02-23",0
"2018-02-24",0.0004
"2018-02-25",9.3213
"2018-02-26",16.9968
"2018-02-27",13.5746
"2018-02-28",6.1621
"2018-03-01",3.2481
"2018-03-02",14.689
"2018-03-03",23.9503
"2018-03-04",13.2434
"2018-03-05",5.866
"2018-03-06",1.7951
"2018-03-07",0
"2018-03-08",1.6913
"2018-03-09",11.3239
"2018-03-10",22.3343
"2018-03-11",32.6282
"2018-03-12",18.1256
"2018-03-13",20.2047
"2018-03-14",3.6215
"2018-03-15",3.2561
"2018-03-16",7.8874
"2018-03-17",9.3649
"2018-03-18",1.3876
"2018-03-19",8.0028
"2018-03-20",0
"2018-03-21",0.0011
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",2.5766
"2018-03-26",13.1542
"2018-03-27",16.2476
"2018-03-28",7.8327
"2018-03-29",2.9805
"2018-03-30",0
"2018-03-31",0
"2018-04-01",6.6733
"2018-04-02",1.8329
"2018-04-03",4.2121
"2018-04-04",5.55
"2018-04-05",11.86
"2018-04-06",10.7863
"2018-04-07",16.2346
"2018-04-08",2.6365
"2018-04-09",12.9468
"2018-04-10",9.2641
"2018-04-11",14.2759
"2018-04-12",21.6169
"2018-04-13",20.2101
"2018-04-14",14.0296
"2018-04-15",8.6375
"2018-04-16",11.6155
"2018-04-17",2.3223
"2018-04-18",16.4546
"2018-04-19",5.1589
"2018-04-20",7.4425
"2018-04-21",9.6061
"2018-04-22",5.7724
"2018-04-23",9.9269
"2018-04-24",11.1519
"2018-04-25",0.1501
"2018-04-26",10.2621
"2018-04-27",10.6307
"2018-04-28",25.6656
"2018-04-29",17.1984
"2018-04-30",3.9807
"2018-05-01",1.6627
"2018-05-02",19.663
"2018-05-03",21.3499
"2018-05-04",15.4397
"2018-05-05",27.4836
"2018-05-06",12.712
"2018-05-07",28.8411
"2018-05-08",38.6751
"2018-05-09",35.14
"2018-05-10",18.5527
"2018-05-11",19.694
"2018-05-12",24.9696
"2018-05-13",30.0425
"2018-05-14",29.7778
"2018-05-15",25.37
"2018-05-16",43.3323
"2018-05-17",29.6615
"2018-05-18",33.9845
"2018-05-19",36.8839
"2018-05-20",59.282
"2018-05-21",24.2151
"2018-05-22",29.1756
"2018-05-23",45.5194
"2018-05-24",31.3867
"2018-05-25",10.981
"2018-05-26",12.9879
"2018-05-27",16.9578
"2018-05-28",17.9866
"2018-05-29",0.0294
"2018-05-30",0.827
"2018-05-31",0
"2018-06-01",1.3884
"2018-06-02",28.4895
"2018-06-03",5.9743
"2018-06-04",25.8161
"2018-06-05",8.4991
"2018-06-06",47.6754
"2018-06-07",19.1516
"2018-06-08",0
"2018-06-09",3.9741
"2018-06-10",0.367
"2018-06-11",0
"2018-06-12",0
"2018-06-13",0.433
"2018-06-14",14.9174
"2018-06-15",5.8556
"2018-06-16",40.8511
"2018-06-17",6.6645
"2018-06-18",18.2732
"2018-06-19",0.2494
"2018-06-20",0
"2018-06-21",19.7077
"2018-06-22",1.9519
"2018-06-23",0.1928
"2018-06-24",0
"2018-06-25",0
"2018-06-26",32.9024
"2018-06-27",17.4555
"2018-06-28",0.2816
"2018-06-29",12.7978
"2018-06-30",20.8963
"2018-07-01",0.5838
"2018-07-02",12.6646
"2018-07-03",3.8868
"2018-07-04",0
"2018-07-05",0.7592
"2018-07-06",1.4727
"2018-07-07",5.7288
"2018-07-08",0.0427
"2018-07-09",0
"2018-07-10",1.6899
"2018-07-11",22.024
"2018-07-12",0
"2018-07-13",0
"2018-07-14",4.8407
"2018-07-15",25.265
"2018-07-16",25.7461
"2018-07-17",0
"2018-07-18",0
"2018-07-19",0.4733
"2018-07-20",11.0626
"2018-07-21",0.0692
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0
"2018-07-25",0
"2018-07-26",1.3168
"2018-07-27",0
"2018-07-28",0
"2018-07-29",0
"2018-07-30",25.2287
"2018-07-31",0.2451
"2018-08-01",1.7316
"2018-08-02",0
"2018-08-03",5.0074
"2018-08-04",0.8508
"2018-08-05",0.1094
"2018-08-06",2.2611
"2018-08-07",0.4576
"2018-08-08",0.7078
"2018-08-09",18.3718
"2018-08-10",0
"2018-08-11",1.7508
"2018-08-12",2.1932
"2018-08-13",1.5218
"2018-08-14",27.6471
"2018-08-15",42.3063
"2018-08-16",5.417
"2018-08-17",5.8925
"2018-08-18",6.2837
"2018-08-19",7.1149
"2018-08-20",4.1721
"2018-08-21",0
"2018-08-22",0
"2018-08-23",5.5151
"2018-08-24",2.6834
"2018-08-25",14.2825
"2018-08-26",0
"2018-08-27",0.3522
"2018-08-28",3.0488
"2018-08-29",0.1058
"2018-08-30",4.0356
"2018-08-31",0.1913
"2018-09-01",5.5744
"2018-09-02",0
"2018-09-03",0
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0.4498
"2018-09-10",0.2208
"2018-09-11",0
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",0.1236
"2018-09-16",1.1811
"2018-09-17",12.2488
"2018-09-18",13.0069
"2018-09-19",23.5445
"2018-09-20",12.4427
"2018-09-21",42.0504
"2018-09-22",8.4412
"2018-09-23",27.5829
"2018-09-24",29.3369
"2018-09-25",48.7957
"2018-09-26",17.6278
"2018-09-27",15.7797
"2018-09-28",16.5832
"2018-09-29",19.357
"2018-09-30",21.2527
"2018-10-01",23.5568
"2018-10-02",39.6606
"2018-10-03",27.4688
"2018-10-04",26.5556
"2018-10-05",15.2611
"2018-10-06",28.7336
"2018-10-07",18.5496
"2018-10-08",21.8805
"2018-10-09",25.3854
"2018-10-10",27.1143
"2018-10-11",12.3319
"2018-10-12",8.9166
"2018-10-13",22.6303
"2018-10-14",0
"2018-10-15",5.5879
"2018-10-16",17.3174
"2018-10-17",3.2994
"2018-10-18",16.8728
"2018-10-19",35.5767
"2018-10-20",22.434
"2018-10-21",6.1217
"2018-10-22",4.5415
"2018-10-23",12.7196
"2018-10-24",19.4517
"2018-10-25",9.8803
"2018-10-26",18.2681
"2018-10-27",18.9094
"2018-10-28",30.9909
"2018-10-29",0.2028
"2018-10-30",7.4896
"2018-10-31",24.524
"2018-11-01",22.9077
"2018-11-02",7.8712
"2018-11-03",11.7094
"2018-11-04",14.2023
"2018-11-05",52.0244
"2018-11-06",27.2881
"2018-11-07",17.2033
"2018-11-08",19.721
"2018-11-09",11.2993
"2018-11-10",6.1521
"2018-11-11",0.1172
"2018-11-12",1.3517
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",0
"2018-11-17",2.9873
"2018-11-18",23.2088
"2018-11-19",35.9022
"2018-11-20",0
"2018-11-21",4.6011
"2018-11-22",11.1664
"2018-11-23",7.3222
"2018-11-24",12.6764
"2018-11-25",11.4196
"2018-11-26",9.1019
"2018-11-27",6.2767
"2018-11-28",19.6319
"2018-11-29",7.8488
"2018-11-30",10.6382
"2018-12-01",0.9035
"2018-12-02",0.0901
"2018-12-03",21.3996
"2018-12-04",2.7527
"2018-12-05",2.5136
"2018-12-06",4.9682
"2018-12-07",2.6421
"2018-12-08",0.5718
"2018-12-09",4.8436
"2018-12-10",0.8245
"2018-12-11",0.907
"2018-12-12",1.7067
"2018-12-13",0.7596
"2018-12-14",1.5573
"2018-12-15",1.697
"2018-12-16",0
"2018-12-17",0
"2018-12-18",6.9793
"2018-12-19",0
"2018-12-20",7.0575
"2018-12-21",1.909
"2018-12-22",0.6697
"2018-12-23",1.9781
"2018-12-24",6.1778
"2018-12-25",4.2901
"2018-12-26",9.2185
"2018-12-27",10.5852
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0.5375
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",3.5277
"2019-01-11",10.098
"2019-01-12",4.2325
"2019-01-13",2.0423
"2019-01-14",11.403
"2019-01-15",0.0358
"2019-01-16",2.3365
"2019-01-17",0.7212
"2019-01-18",0.4487
"2019-01-19",5.0455
"2019-01-20",2.1187
"2019-01-21",4.0678
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0
"2019-01-26",0.0131
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",16.1708
"2019-02-04",7.7663
"2019-02-05",15.358
"2019-02-06",9.8371
"2019-02-07",1.3533
"2019-02-08",14.248
"2019-02-09",28.5249
"2019-02-10",5.1282
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0.3671
"2019-02-14",12.0052
"2019-02-15",10.0307
"2019-02-16",30.2893
"2019-02-17",6.7264
"2019-02-18",0.1441
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",1.8163
"2019-02-27",7.4592
"2019-02-28",0.7979
"2019-03-01",0.2069
"2019-03-02",0.6747
"2019-03-03",5.5708
"2019-03-04",9.1863
"2019-03-05",5.2439
"2019-03-06",3.0272
"2019-03-07",2.6834
"2019-03-08",0
"2019-03-09",5.3797
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0.072
"2019-03-13",8.158
"2019-03-14",0
"2019-03-15",0
"2019-03-16",2.0169
"2019-03-17",5.4684
"2019-03-18",14.8453
"2019-03-19",0
"2019-03-20",0
"2019-03-21",2.3782
"2019-03-22",3.3722
"2019-03-23",5.6484
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0.5226
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0
"2019-04-08",0
"2019-04-09",0.1581
"2019-04-10",11.6487
"2019-04-11",10.5435
"2019-04-12",6.9879
"2019-04-13",6.1057
"2019-04-14",1.0108
"2019-04-15",8.3303
"2019-04-16",12.1233
"2019-04-17",19.9627
"2019-04-18",8.8522
"2019-04-19",10.2645
"2019-04-20",16.6682
"2019-04-21",20.5095
"2019-04-22",7.1135
"2019-04-23",5.6663
"2019-04-24",7.5395
"2019-04-25",5.8709
"2019-04-26",5.212
"2019-04-27",11.9652
"2019-04-28",15.5256
"2019-04-29",23.1338
"2019-04-30",20.6062
"2019-05-01",1.1523
"2019-05-02",22.6048
"2019-05-03",33.4656
"2019-05-04",4.9853
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0
"2019-05-11",0
"2019-05-12",0.5256
"2019-05-13",2.2132
"2019-05-14",9.6288
"2019-05-15",0
"2019-05-16",2.3627
"2019-05-17",10.2493
"2019-05-18",0.5254
"2019-05-19",0
"2019-05-20",2.1465
"2019-05-21",14.3338
"2019-05-22",42.6229
"2019-05-23",30.6524
"2019-05-24",23.2317
"2019-05-25",8.8892
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0.2825
"2019-05-29",7.8273
"2019-05-30",26.6064
"2019-05-31",6.3162
"2019-06-01",12.2143
"2019-06-02",5.1479
"2019-06-03",23.604
"2019-06-04",32.4301
"2019-06-05",9.8171
"2019-06-06",19.8975
"2019-06-07",73.9069
"2019-06-08",21.8528
"2019-06-09",37.7215
"2019-06-10",20.612
"2019-06-11",10.7022
"2019-06-12",9.7152
"2019-06-13",7.1379
"2019-06-14",17.6092
"2019-06-15",18.3992
"2019-06-16",0.564
"2019-06-17",8.3912
"2019-06-18",0.3244
"2019-06-19",30.0363
"2019-06-20",28.7665
"2019-06-21",36.9587
"2019-06-22",37.6801
"2019-06-23",2.414
"2019-06-24",7.1347
"2019-06-25",9.5939
"2019-06-26",3.0665
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",6.9533
"2019-07-01",7.9114
"2019-07-02",0.6047
"2019-07-03",2.2407
"2019-07-04",0
"2019-07-05",0
"2019-07-06",0.512
"2019-07-07",2.4792
"2019-07-08",2.5279
"2019-07-09",14.2906
"2019-07-10",9.6348
"2019-07-11",0
"2019-07-12",29.7757
"2019-07-13",7.3442
"2019-07-14",1.0386
"2019-07-15",0
"2019-07-16",3.6527
"2019-07-17",41.2767
"2019-07-18",13.3311
"2019-07-19",0
"2019-07-20",19.1838
"2019-07-21",8.6004
"2019-07-22",3.0095
"2019-07-23",0.4864
"2019-07-24",0
"2019-07-25",0
"2019-07-26",0
"2019-07-27",0
"2019-07-28",0
"2019-07-29",0.7118
"2019-07-30",0
"2019-07-31",2.1904
"2019-08-01",0
"2019-08-02",30.6397
"2019-08-03",0
"2019-08-04",5.693
"2019-08-05",30.4244
"2019-08-06",11.35
"2019-08-07",1.0933
"2019-08-08",73.7219
"2019-08-09",35.0251
"2019-08-10",14.5025
"2019-08-11",9.8465
"2019-08-12",12.9191
"2019-08-13",27.1346
"2019-08-14",6.1879
"2019-08-15",5.6116
"2019-08-16",4.9536
"2019-08-17",9.2069
"2019-08-18",1.4776
"2019-08-19",0
"2019-08-20",0
"2019-08-21",6.5342
"2019-08-22",26.723
"2019-08-23",76.7828
"2019-08-24",7.7969
"2019-08-25",4.1331
"2019-08-26",37.8502
"2019-08-27",7.6269
"2019-08-28",12.7384
"2019-08-29",26.4837
"2019-08-30",52.5208
"2019-08-31",6.6338
"2019-09-01",125.5441
"2019-09-02",3.1731
"2019-09-03",0
"2019-09-04",4.2674
"2019-09-05",1.3671
"2019-09-06",25.6558
"2019-09-07",0.5379
"2019-09-08",0
"2019-09-09",11.8571
"2019-09-10",3.0462
"2019-09-11",34.6628
"2019-09-12",31.6921
"2019-09-13",25.0141
"2019-09-14",64.716
"2019-09-15",138.4471
"2019-09-16",58.6399
"2019-09-17",12.4024
"2019-09-18",0.8519
"2019-09-19",120.7935
"2019-09-20",49.918
"2019-09-21",28.6152
"2019-09-22",89.0856
"2019-09-23",115.5941
"2019-09-24",43.9048
"2019-09-25",44.9433
"2019-09-26",0.5148
"2019-09-27",15.2232
"2019-09-28",72.3533
"2019-09-29",28.7927
"2019-09-30",1.6055
"2019-10-01",15.9855
"2019-10-02",5.1233
"2019-10-03",15.3468
"2019-10-04",9.9741
"2019-10-05",11.762
"2019-10-06",8.9859
"2019-10-07",31.1531
"2019-10-08",13.0811
"2019-10-09",10.9662
"2019-10-10",29.6368
"2019-10-11",13.7504
"2019-10-12",18.7575
"2019-10-13",19.0404
"2019-10-14",22.3406
"2019-10-15",34.0704
"2019-10-16",29.1161
"2019-10-17",9.8822
"2019-10-18",15.6944
"2019-10-19",13.7108
"2019-10-20",27.2093
"2019-10-21",23.6273
"2019-10-22",15.443
"2019-10-23",38.534
"2019-10-24",26.9606
