,"(mm) Precipitation (CHIRPS) at Gampaha, 2007-01-01 to 2025-12-31"
"2016-08-25",0
"2016-08-26",0.2221
"2016-08-27",6.0142
"2016-08-28",0
"2016-08-29",0
"2016-08-30",2.7688
"2016-08-31",0.0064
"2016-09-01",0
"2016-09-02",14.6002
"2016-09-03",0
"2016-09-04",0.4149
"2016-09-05",0
"2016-09-06",0
"2016-09-07",0.7742
"2016-09-08",1.5901
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0
"2016-09-15",6.0415
"2016-09-16",0
"2016-09-17",0
"2016-09-18",5.6766
"2016-09-19",2.7471
"2016-09-20",0.9591
"2016-09-21",0
"2016-09-22",0.0086
"2016-09-23",0.6913
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0
"2016-09-29",2.0481
"2016-09-30",1.7897
"2016-10-01",0.1545
"2016-10-02",0.4535
"2016-10-03",0
"2016-10-04",1.2098
"2016-10-05",0.6999
"2016-10-06",0
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",1.7295
"2016-10-14",3.9788
"2016-10-15",1.6997
"2016-10-16",0
"2016-10-17",1.314
"2016-10-18",12.3029
"2016-10-19",13.8718
"2016-10-20",0.7406
"2016-10-21",0.4176
"2016-10-22",4.5348
"2016-10-23",6.0014
"2016-10-24",15.6211
"2016-10-25",6.4701
"2016-10-26",0
"2016-10-27",0
"2016-10-28",0
"2016-10-29",0
"2016-10-30",9.2629
"2016-10-31",14.7803
"2016-11-01",36.6327
"2016-11-02",31.7282
"2016-11-03",20.0336
"2016-11-04",24.2977
"2016-11-05",13.9905
"2016-11-06",15.9761
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0.0786
"2016-11-12",15.7526
"2016-11-13",7.8487
"2016-11-14",8.6637
"2016-11-15",8.916
"2016-11-16",7.8839
"2016-11-17",15.3941
"2016-11-18",25.4624
"2016-11-19",25.3928
"2016-11-20",19.4627
"2016-11-21",13.3591
"2016-11-22",12.5644
"2016-11-23",6.2822
"2016-11-24",0
"2016-11-25",15.5572
"2016-11-26",8.104
"2016-11-27",2.3804
"2016-11-28",3.0881
"2016-11-29",0.3394
"2016-11-30",0
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0
"2016-12-04",0
"2016-12-05",0
"2016-12-06",0
"2016-12-07",5.5684
"2016-12-08",7.1649
"2016-12-09",2.9235
"2016-12-10",0
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0
"2016-12-16",0.0413
"2016-12-17",0.0413
"2016-12-18",0.3725
"2016-12-19",0.206
"2016-12-20",0
"2016-12-21",1.0398
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",26.1279
"2016-12-28",9.6832
"2016-12-29",0
"2016-12-30",0
"2016-12-31",14.2253
"2017-01-01",0.0714
"2017-01-02",0
"2017-01-03",0
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0
"2017-01-21",0.0783
"2017-01-22",0.4884
"2017-01-23",18.5764
"2017-01-24",9.414
"2017-01-25",6.7307
"2017-01-26",17.0745
"2017-01-27",19.7355
"2017-01-28",9.556
"2017-01-29",4.2591
"2017-01-30",2.4401
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",5.422
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",0
"2017-02-19",19.1411
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",0.6419
"2017-02-25",11.0349
"2017-02-26",14.7122
"2017-02-27",4.9308
"2017-02-28",15.2226
"2017-03-01",36.9581
"2017-03-02",6.7296
"2017-03-03",17.04
"2017-03-04",4.1081
"2017-03-05",0.0494
"2017-03-06",10.4546
"2017-03-07",16.5147
"2017-03-08",15.0294
"2017-03-09",10.3954
"2017-03-10",8.1018
"2017-03-11",17.5973
"2017-03-12",8.0334
"2017-03-13",10.2136
"2017-03-14",21.7291
"2017-03-15",19.639
"2017-03-16",11.3702
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0.0096
"2017-03-21",0.0814
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",1.7835
"2017-03-28",21.3291
"2017-03-29",24.7861
"2017-03-30",20.2975
"2017-03-31",1.0208
"2017-04-01",5.16
"2017-04-02",11.2454
"2017-04-03",10.493
"2017-04-04",6.4692
"2017-04-05",3.6435
"2017-04-06",2.5484
"2017-04-07",0
"2017-04-08",0
"2017-04-09",6.937
"2017-04-10",1.7989
"2017-04-11",26.72
"2017-04-12",18.6294
"2017-04-13",26.2673
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",2.6337
"2017-04-25",0
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0
"2017-04-30",0
"2017-05-01",0
"2017-05-02",3.9245
"2017-05-03",2.4718
"2017-05-04",9.1591
"2017-05-05",7.1997
"2017-05-06",18.3332
"2017-05-07",17.6442
"2017-05-08",12.2124
"2017-05-09",11.9019
"2017-05-10",27.3621
"2017-05-11",10.173
"2017-05-12",8.9767
"2017-05-13",12.0217
"2017-05-14",20.8268
"2017-05-15",2.8567
"2017-05-16",0.6782
"2017-05-17",0
"2017-05-18",22.6845
"2017-05-19",15.7266
"2017-05-20",1.2983
"2017-05-21",35.3886
"2017-05-22",9.5008
"2017-05-23",26.8095
"2017-05-24",40.6918
"2017-05-25",47.0871
"2017-05-26",38.3962
"2017-05-27",0
"2017-05-28",16.6113
"2017-05-29",52.0686
"2017-05-30",8.4873
"2017-05-31",0
"2017-06-01",23.1166
"2017-06-02",7.899
"2017-06-03",0
"2017-06-04",0
"2017-06-05",10.3308
"2017-06-06",6.2232
"2017-06-07",15.2657
"2017-06-08",0
"2017-06-09",0.222
"2017-06-10",1.227
"2017-06-11",9.2757
"2017-06-12",0
"2017-06-13",0
"2017-06-14",1.8824
"2017-06-15",11.5031
"2017-06-16",10.9949
"2017-06-17",0.1835
"2017-06-18",11.2527
"2017-06-19",11.3435
"2017-06-20",9.8356
"2017-06-21",1.6638
"2017-06-22",1.4208
"2017-06-23",18.6214
"2017-06-24",3.5075
"2017-06-25",35.5213
"2017-06-26",40.4104
"2017-06-27",5.97
"2017-06-28",9.8493
"2017-06-29",0
"2017-06-30",3.4272
"2017-07-01",5.7272
"2017-07-02",2.0081
"2017-07-03",0
"2017-07-04",0
"2017-07-05",0
"2017-07-06",0
"2017-07-07",0.6121
"2017-07-08",14.449
"2017-07-09",10.0378
"2017-07-10",1.7808
"2017-07-11",0
"2017-07-12",5.8602
"2017-07-13",0.3835
"2017-07-14",0
"2017-07-15",0.6848
"2017-07-16",0.1559
"2017-07-17",0.4655
"2017-07-18",13.051
"2017-07-19",2.2884
"2017-07-20",0.3038
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0
"2017-07-25",0.0893
"2017-07-26",0
"2017-07-27",11.9623
"2017-07-28",3.1673
"2017-07-29",14.6806
"2017-07-30",7.6171
"2017-07-31",15.3767
"2017-08-01",0.1867
"2017-08-02",0
"2017-08-03",0
"2017-08-04",0
"2017-08-05",0
"2017-08-06",3.3423
"2017-08-07",17.7354
"2017-08-08",10.6152
"2017-08-09",5.2111
"2017-08-10",18.9765
"2017-08-11",0.5166
"2017-08-12",13.9528
"2017-08-13",4.2111
"2017-08-14",11.5976
"2017-08-15",0
"2017-08-16",0
"2017-08-17",9.299
"2017-08-18",39.2265
"2017-08-19",14.6677
"2017-08-20",0
"2017-08-21",0
"2017-08-22",0.303
"2017-08-23",4.1911
"2017-08-24",10.8091
"2017-08-25",0
"2017-08-26",0
"2017-08-27",3.1314
"2017-08-28",0
"2017-08-29",0
"2017-08-30",6.0832
"2017-08-31",16.9361
"2017-09-01",10.0373
"2017-09-02",9.1144
"2017-09-03",21.5959
"2017-09-04",15.7274
"2017-09-05",7.764
"2017-09-06",27.4383
"2017-09-07",52.3438
"2017-09-08",36.5696
"2017-09-09",9.7912
"2017-09-10",0
"2017-09-11",17.4617
"2017-09-12",15.2299
"2017-09-13",16.5679
"2017-09-14",12.4599
"2017-09-15",0.5344
"2017-09-16",4.5352
"2017-09-17",15.5831
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0
"2017-09-23",4.3507
"2017-09-24",5.8098
"2017-09-25",15.8174
"2017-09-26",29.8359
"2017-09-27",11.356
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0.0127
"2017-10-03",1.0782
"2017-10-04",9.6569
"2017-10-05",16.1026
"2017-10-06",16.0455
"2017-10-07",13.0952
"2017-10-08",5.5667
"2017-10-09",6.6394
"2017-10-10",18.1256
"2017-10-11",30.9348
"2017-10-12",15.666
"2017-10-13",17.1876
"2017-10-14",34.4252
"2017-10-15",10.2207
"2017-10-16",6.7705
"2017-10-17",0.1368
"2017-10-18",0
"2017-10-19",17.6914
"2017-10-20",11.2713
"2017-10-21",0
"2017-10-22",0.5514
"2017-10-23",9.1172
"2017-10-24",13.2042
"2017-10-25",18.2415
"2017-10-26",15.7361
"2017-10-27",1.8025
"2017-10-28",16.6943
"2017-10-29",18.7359
"2017-10-30",23.9679
"2017-10-31",21.4789
"2017-11-01",16.7622
"2017-11-02",28.8028
"2017-11-03",18.8883
"2017-11-04",21.8501
"2017-11-05",10.5193
"2017-11-06",21.2723
"2017-11-07",9.5564
"2017-11-08",16.0652
"2017-11-09",0
"2017-11-10",12.8471
"2017-11-11",0.1358
"2017-11-12",0
"2017-11-13",0
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",13.0207
"2017-11-19",16.5417
"2017-11-20",19.1278
"2017-11-21",6.45
"2017-11-22",2.8023
"2017-11-23",1.0076
"2017-11-24",12.8438
"2017-11-25",19.7327
"2017-11-26",10.3561
"2017-11-27",24.768
"2017-11-28",28.1459
"2017-11-29",33.1169
"2017-11-30",28.7146
"2017-12-01",18.9336
"2017-12-02",6.0839
"2017-12-03",1.4423
"2017-12-04",6.3635
"2017-12-05",0
"2017-12-06",0.9222
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0.41
"2017-12-13",16.2684
"2017-12-14",12.8752
"2017-12-15",10.1084
"2017-12-16",0
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0
"2017-12-20",16.7426
"2017-12-21",5.0503
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",3.7868
"2017-12-26",0
"2017-12-27",4.2522
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0.8522
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0
"2018-01-10",0.4829
"2018-01-11",2.1768
"2018-01-12",5.4338
"2018-01-13",0
"2018-01-14",0
"2018-01-15",0
"2018-01-16",1.1356
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0.3871
"2018-01-20",0
"2018-01-21",0
"2018-01-22",1.7805
"2018-01-23",1.3496
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",5.8625
"2018-01-28",0
"2018-01-29",1.517
"2018-01-30",10.4709
"2018-01-31",0.7093
"2018-02-01",1.366
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",16.0016
"2018-02-07",0
"2018-02-08",0.7302
"2018-02-09",0.0211
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0
"2018-02-15",1.4716
"2018-02-16",0.0128
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0.2855
"2018-02-23",0
"2018-02-24",0
"2018-02-25",14.0995
"2018-02-26",15.0722
"2018-02-27",14.9733
"2018-02-28",10.0554
"2018-03-01",0.0101
"2018-03-02",15.8753
"2018-03-03",10.5516
"2018-03-04",2.4769
"2018-03-05",3.7229
"2018-03-06",0
"2018-03-07",0
"2018-03-08",2.644
"2018-03-09",11.4033
"2018-03-10",9.5488
"2018-03-11",11.0678
"2018-03-12",11.7729
"2018-03-13",5.3809
"2018-03-14",0
"2018-03-15",5.5635
"2018-03-16",7.2627
"2018-03-17",5.4458
"2018-03-18",0.4806
"2018-03-19",6.7769
"2018-03-20",0.0571
"2018-03-21",0.2359
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",0.0215
"2018-03-26",22.1755
"2018-03-27",24.7472
"2018-03-28",7.6104
"2018-03-29",4.2256
"2018-03-30",0
"2018-03-31",0
"2018-04-01",0.0104
"2018-04-02",10.0059
"2018-04-03",0
"2018-04-04",9.2343
"2018-04-05",0.65
"2018-04-06",2.0224
"2018-04-07",15.6573
"2018-04-08",7.2269
"2018-04-09",16.4811
"2018-04-10",6.8261
"2018-04-11",11.4806
"2018-04-12",19.0344
"2018-04-13",16.0844
"2018-04-14",18.6454
"2018-04-15",6.9838
"2018-04-16",5.5811
"2018-04-17",7.0155
"2018-04-18",11.3324
"2018-04-19",3.0406
"2018-04-20",5.2043
"2018-04-21",0
"2018-04-22",4.7558
"2018-04-23",9.3536
"2018-04-24",10.7857
"2018-04-25",10.6942
"2018-04-26",19.4234
"2018-04-27",25.3779
"2018-04-28",17.0681
"2018-04-29",16.1539
"2018-04-30",0
"2018-05-01",0
"2018-05-02",14.9985
"2018-05-03",9.8226
"2018-05-04",9.2295
"2018-05-05",14.6532
"2018-05-06",11.3877
"2018-05-07",11.5993
"2018-05-08",9.7391
"2018-05-09",20.1229
"2018-05-10",14.6583
"2018-05-11",16.9295
"2018-05-12",22.602
"2018-05-13",15.7145
"2018-05-14",13.6539
"2018-05-15",18.0294
"2018-05-16",21.4378
"2018-05-17",19.9022
"2018-05-18",28.5613
"2018-05-19",10.3349
"2018-05-20",51.9782
"2018-05-21",29.9691
"2018-05-22",20.0767
"2018-05-23",31.6748
"2018-05-24",32.0872
"2018-05-25",27.9767
"2018-05-26",14.794
"2018-05-27",18.0757
"2018-05-28",9.183
"2018-05-29",5.0852
"2018-05-30",0.0295
"2018-05-31",0
"2018-06-01",4.8914
"2018-06-02",20.2552
"2018-06-03",29.3214
"2018-06-04",19.1538
"2018-06-05",4.6552
"2018-06-06",37.2956
"2018-06-07",35.2644
"2018-06-08",1.9156
"2018-06-09",0
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0.1046
"2018-06-13",16.1567
"2018-06-14",13.5035
"2018-06-15",9.1873
"2018-06-16",31.453
"2018-06-17",8.8202
"2018-06-18",9.6251
"2018-06-19",0
"2018-06-20",0.5698
"2018-06-21",6.6214
"2018-06-22",0
"2018-06-23",0
"2018-06-24",17.9122
"2018-06-25",5.7457
"2018-06-26",2.235
"2018-06-27",0
"2018-06-28",3.6838
"2018-06-29",6.7036
"2018-06-30",18.4683
"2018-07-01",4.6833
"2018-07-02",8.1792
"2018-07-03",0
"2018-07-04",0
"2018-07-05",0.6937
"2018-07-06",2.1498
"2018-07-07",0.7847
"2018-07-08",0
"2018-07-09",9.8752
"2018-07-10",4.8184
"2018-07-11",17.9416
"2018-07-12",2.7016
"2018-07-13",0
"2018-07-14",0
"2018-07-15",7.2481
"2018-07-16",17.2811
"2018-07-17",0
"2018-07-18",0
"2018-07-19",1.2666
"2018-07-20",2.1273
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",6.4837
"2018-07-25",6.2451
"2018-07-26",1.5767
"2018-07-27",4.7027
"2018-07-28",1.0148
"2018-07-29",0
"2018-07-30",7.6688
"2018-07-31",13.8993
"2018-08-01",0
"2018-08-02",0
"2018-08-03",3.3362
"2018-08-04",0.7746
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0
"2018-08-08",17.897
"2018-08-09",0
"2018-08-10",6.0261
"2018-08-11",1.9788
"2018-08-12",0.231
"2018-08-13",2.0035
"2018-08-14",18.3184
"2018-08-15",8.5907
"2018-08-16",8.8765
"2018-08-17",6.2025
"2018-08-18",6.5285
"2018-08-19",5.414
"2018-08-20",2.9823
"2018-08-21",0
"2018-08-22",0
"2018-08-23",10.6969
"2018-08-24",17.4696
"2018-08-25",1.0854
"2018-08-26",0.3985
"2018-08-27",0
"2018-08-28",3.8148
"2018-08-29",4.7445
"2018-08-30",12.5814
"2018-08-31",0.8799
"2018-09-01",4.5311
"2018-09-02",0
"2018-09-03",1.4822
"2018-09-04",4.4045
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",3.2909
"2018-09-10",3.2737
"2018-09-11",0.4255
"2018-09-12",3.5375
"2018-09-13",9.2789
"2018-09-14",9.4254
"2018-09-15",3.5537
"2018-09-16",3.8751
"2018-09-17",10.4853
"2018-09-18",3.2181
"2018-09-19",0
"2018-09-20",9.5017
"2018-09-21",8.0522
"2018-09-22",6.347
"2018-09-23",6.547
"2018-09-24",19.4825
"2018-09-25",20.6996
"2018-09-26",9.9327
"2018-09-27",9.9958
"2018-09-28",11.0361
"2018-09-29",13.9913
"2018-09-30",15.6323
"2018-10-01",22.9265
"2018-10-02",28.3306
"2018-10-03",33.3595
"2018-10-04",34.7629
"2018-10-05",36.4176
"2018-10-06",29.611
"2018-10-07",32.2042
"2018-10-08",36.3014
"2018-10-09",33.2671
"2018-10-10",2.1944
"2018-10-11",4.5688
"2018-10-12",0.6994
"2018-10-13",5.3897
"2018-10-14",12.4638
"2018-10-15",4.6636
"2018-10-16",21.9076
"2018-10-17",6.8481
"2018-10-18",1.8015
"2018-10-19",43.1382
"2018-10-20",38.7717
"2018-10-21",11.3324
"2018-10-22",19.2782
"2018-10-23",13.9054
"2018-10-24",12.5171
"2018-10-25",9.3833
"2018-10-26",22.8018
"2018-10-27",17.5804
"2018-10-28",36.6244
"2018-10-29",21.4457
"2018-10-30",13.8825
"2018-10-31",17.0436
"2018-11-01",26.8678
"2018-11-02",22.3863
"2018-11-03",8.9738
"2018-11-04",5.9233
"2018-11-05",27.7867
"2018-11-06",21.1973
"2018-11-07",10.3082
"2018-11-08",8.2528
"2018-11-09",10.9296
"2018-11-10",0.6039
"2018-11-11",0
"2018-11-12",0.1411
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",1.4125
"2018-11-17",13.2793
"2018-11-18",10.581
"2018-11-19",30.4018
"2018-11-20",0
"2018-11-21",2.7655
"2018-11-22",20.1435
"2018-11-23",25.6263
"2018-11-24",12.4805
"2018-11-25",25.6263
"2018-11-26",4.3444
"2018-11-27",7.5966
"2018-11-28",21.8281
"2018-11-29",11.3354
"2018-11-30",5.3798
"2018-12-01",3.2909
"2018-12-02",0
"2018-12-03",8.8092
"2018-12-04",3.563
"2018-12-05",3.0067
"2018-12-06",4.1066
"2018-12-07",0.0287
"2018-12-08",0.0601
"2018-12-09",3.0007
"2018-12-10",0.4738
"2018-12-11",2.1226
"2018-12-12",0
"2018-12-13",0.5903
"2018-12-14",0.4458
"2018-12-15",3.6848
"2018-12-16",2.4875
"2018-12-17",0
"2018-12-18",2.5348
"2018-12-19",0
"2018-12-20",4.5443
"2018-12-21",3.4353
"2018-12-22",2.5144
"2018-12-23",2.8615
"2018-12-24",5.0064
"2018-12-25",4.33
"2018-12-26",11.0541
"2018-12-27",4.9725
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0.0295
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0.337
"2019-01-12",0.1164
"2019-01-13",0
"2019-01-14",7.1745
"2019-01-15",0
"2019-01-16",0.2158
"2019-01-17",1.5937
"2019-01-18",0.08
"2019-01-19",0.6224
"2019-01-20",1.3317
"2019-01-21",5.8851
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0.0559
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",15.101
"2019-02-04",2.7371
"2019-02-05",9.3636
"2019-02-06",10.1953
"2019-02-07",0
"2019-02-08",24.1931
"2019-02-09",30.6817
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",1.0923
"2019-02-14",0
"2019-02-15",14.5344
"2019-02-16",17.7425
"2019-02-17",0.6132
"2019-02-18",0
"2019-02-19",3.7423
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",0.6133
"2019-02-27",0.1944
"2019-02-28",0
"2019-03-01",0
"2019-03-02",0
"2019-03-03",7.3237
"2019-03-04",2.5879
"2019-03-05",0.4779
"2019-03-06",0
"2019-03-07",0.586
"2019-03-08",0
"2019-03-09",2.0047
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0.665
"2019-03-14",0
"2019-03-15",0
"2019-03-16",9.1193
"2019-03-17",10.3787
"2019-03-18",10.8489
"2019-03-19",0
"2019-03-20",0
"2019-03-21",5.5826
"2019-03-22",0.069
"2019-03-23",9.0877
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0
"2019-04-08",0
"2019-04-09",0
"2019-04-10",0.0373
"2019-04-11",0.8559
"2019-04-12",9.3985
"2019-04-13",11.0362
"2019-04-14",7.1298
"2019-04-15",9.008
"2019-04-16",11.7538
"2019-04-17",13.8513
"2019-04-18",10.3768
"2019-04-19",12.0153
"2019-04-20",13.4428
"2019-04-21",33.4359
"2019-04-22",8.1673
"2019-04-23",4.6518
"2019-04-24",3.8189
"2019-04-25",6.4212
"2019-04-26",6.9339
"2019-04-27",11.9494
"2019-04-28",10.2145
"2019-04-29",15.4945
"2019-04-30",18.8184
"2019-05-01",1.1751
"2019-05-02",16.509
"2019-05-03",13.487
"2019-05-04",3.497
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0
"2019-05-11",0
"2019-05-12",1.6255
"2019-05-13",0.0549
"2019-05-14",0.0174
"2019-05-15",0
"2019-05-16",0
"2019-05-17",0.3343
"2019-05-18",12.5313
"2019-05-19",2.147
"2019-05-20",0
"2019-05-21",11.6814
"2019-05-22",12.8241
"2019-05-23",15.2579
"2019-05-24",7.8263
"2019-05-25",6.3707
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0.2513
"2019-05-30",5.7706
"2019-05-31",2.59
"2019-06-01",1.5308
"2019-06-02",0.0461
"2019-06-03",20.4924
"2019-06-04",48.3311
"2019-06-05",20.7712
"2019-06-06",26.2163
"2019-06-07",18.2403
"2019-06-08",0.1812
"2019-06-09",29.5243
"2019-06-10",19.843
"2019-06-11",11.5265
"2019-06-12",14.1693
"2019-06-13",15.6014
"2019-06-14",19.6474
"2019-06-15",21.3303
"2019-06-16",3.559
"2019-06-17",11.3896
"2019-06-18",0
"2019-06-19",8.5198
"2019-06-20",40.3745
"2019-06-21",60.3501
"2019-06-22",12.3131
"2019-06-23",0
"2019-06-24",9.9658
"2019-06-25",13.7793
"2019-06-26",5.9142
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",17.3877
"2019-07-01",2.1574
"2019-07-02",0.6819
"2019-07-03",0
"2019-07-04",0
"2019-07-05",0
"2019-07-06",0
"2019-07-07",0
"2019-07-08",0
"2019-07-09",20.8503
"2019-07-10",13.9541
"2019-07-11",0
"2019-07-12",16.9962
"2019-07-13",4.8431
"2019-07-14",12.522
"2019-07-15",16.5515
"2019-07-16",16.3008
"2019-07-17",21.9829
"2019-07-18",11.9634
"2019-07-19",0
"2019-07-20",6.1052
"2019-07-21",5.0067
"2019-07-22",10.0113
"2019-07-23",0
"2019-07-24",0
"2019-07-25",0.1985
"2019-07-26",0
"2019-07-27",0
"2019-07-28",0
"2019-07-29",0.2941
"2019-07-30",0
"2019-07-31",3.831
"2019-08-01",0.702
"2019-08-02",6.8661
"2019-08-03",0
"2019-08-04",0.5863
"2019-08-05",26.6942
"2019-08-06",5.0242
"2019-08-07",28.974
"2019-08-08",43.4652
"2019-08-09",0.6176
"2019-08-10",10.4734
"2019-08-11",0
"2019-08-12",5.6098
"2019-08-13",19.6627
"2019-08-14",0
"2019-08-15",0
"2019-08-16",9.9335
"2019-08-17",6.142
"2019-08-18",6.4149
"2019-08-19",1.7179
"2019-08-20",0.0551
"2019-08-21",0.2585
"2019-08-22",29.7113
"2019-08-23",11.4585
"2019-08-24",1.1969
"2019-08-25",12.9321
"2019-08-26",21.5239
"2019-08-27",0.9825
"2019-08-28",32.407
"2019-08-29",37.0831
"2019-08-30",14.0683
"2019-08-31",0.3287
"2019-09-01",12.5081
"2019-09-02",0
"2019-09-03",5.9335
"2019-09-04",12.2498
"2019-09-05",14.4619
"2019-09-06",0.196
"2019-09-07",0
"2019-09-08",0
"2019-09-09",0
"2019-09-10",9.7796
"2019-09-11",21.9337
"2019-09-12",20.3012
"2019-09-13",23.2406
"2019-09-14",14.0369
"2019-09-15",52.3572
"2019-09-16",22.6789
"2019-09-17",2.2328
"2019-09-18",6.3377
"2019-09-19",29.4776
"2019-09-20",7.5415
"2019-09-21",10.2929
"2019-09-22",26.6671
"2019-09-23",40.3266
"2019-09-24",30.6937
"2019-09-25",16.8199
"2019-09-26",0
"2019-09-27",6.4237
"2019-09-28",20.5899
"2019-09-29",12.4155
"2019-09-30",13.8174
"2019-10-01",13.0353
"2019-10-02",0.0421
"2019-10-03",25.2355
"2019-10-04",16.4309
"2019-10-05",23.5407
"2019-10-06",25.0234
"2019-10-07",12.4453
"2019-10-08",12.7976
"2019-10-09",17.9838
"2019-10-10",11.5796
"2019-10-11",32.3908
"2019-10-12",21.6982
"2019-10-13",24.2746
"2019-10-14",20.758
"2019-10-15",30.821
"2019-10-16",27.0033
"2019-10-17",18.6737
"2019-10-18",12.6441
"2019-10-19",16.1259
"2019-10-20",26.4387
"2019-10-21",22.6326
"2019-10-22",8.7567
"2019-10-23",20.4813
"2019-10-24",21.5477
"2019-10-25",6.0003
"2019-10-26",10.3378
"2019-10-27",12.5434
"2019-10-28",20.035
"2019-10-29",5.3602
"2019-10-30",2.7095
"2019-10-31",1.142
"2019-11-01",0.4059
"2019-11-02",14.6922
"2019-11-03",12.3919
"2019-11-04",14.6922
"2019-11-05",12.9892
"2019-11-06",0.131
"2019-11-07",0.6132
