,"(mm) Precipitation (CHIRPS) at Badulla, 2007-01-01 to 2025-12-31"
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",2.4628
"2016-07-08",0.0114
"2016-07-09",0
"2016-07-10",0
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",2.0034
"2016-07-15",6.4617
"2016-07-16",5.3659
"2016-07-17",5.3762
"2016-07-18",0.0217
"2016-07-19",0
"2016-07-20",1.1669
"2016-07-21",1.4632
"2016-07-22",0.0119
"2016-07-23",0.7431
"2016-07-24",4.0582
"2016-07-25",5.8034
"2016-07-26",24.435
"2016-07-27",9.8644
"2016-07-28",8.2788
"2016-07-29",5.9644
"2016-07-30",2.0208
"2016-07-31",0.2962
"2016-08-01",0.1123
"2016-08-02",0
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0.0005
"2016-08-06",0
"2016-08-07",0.914
"2016-08-08",2.4065
"2016-08-09",3.8262
"2016-08-10",1.5937
"2016-08-11",0
"2016-08-12",1.5025
"2016-08-13",3.3156
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",1.1777
"2016-08-20",0
"2016-08-21",2.6842
"2016-08-22",6.285
"2016-08-23",4.1604
"2016-08-24",1.0393
"2016-08-25",0.6317
"2016-08-26",3.2056
"2016-08-27",8.5238
"2016-08-28",0.0708
"2016-08-29",0
"2016-08-30",2.5884
"2016-08-31",0.724
"2016-09-01",0
"2016-09-02",5.2565
"2016-09-03",1.4879
"2016-09-04",0.0633
"2016-09-05",0
"2016-09-06",0.121
"2016-09-07",0.2164
"2016-09-08",2.764
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0.433
"2016-09-15",6.1379
"2016-09-16",0
"2016-09-17",0.0097
"2016-09-18",6.7705
"2016-09-19",4.5493
"2016-09-20",2.9746
"2016-09-21",0
"2016-09-22",0.1389
"2016-09-23",0.7269
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",3.7331
"2016-09-29",0
"2016-09-30",0
"2016-10-01",2.7259
"2016-10-02",0.5643
"2016-10-03",2.9006
"2016-10-04",2.7995
"2016-10-05",1.0278
"2016-10-06",0.3748
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0.1971
"2016-10-14",4.9748
"2016-10-15",2.1151
"2016-10-16",0.0842
"2016-10-17",0.2523
"2016-10-18",3.0614
"2016-10-19",3.0368
"2016-10-20",8.0355
"2016-10-21",3.0259
"2016-10-22",1.0174
"2016-10-23",4.179
"2016-10-24",7.0173
"2016-10-25",7.3786
"2016-10-26",1.1229
"2016-10-27",0
"2016-10-28",0.3224
"2016-10-29",5.1603
"2016-10-30",7.6615
"2016-10-31",8.3419
"2016-11-01",30.8361
"2016-11-02",20.1924
"2016-11-03",30.84
"2016-11-04",21.4506
"2016-11-05",4.384
"2016-11-06",13.4398
"2016-11-07",0.3753
"2016-11-08",0.3378
"2016-11-09",0
"2016-11-10",1.8149
"2016-11-11",7.7716
"2016-11-12",11.3969
"2016-11-13",2.6514
"2016-11-14",5.186
"2016-11-15",0.5761
"2016-11-16",10.4444
"2016-11-17",7.966
"2016-11-18",27.1636
"2016-11-19",18.0595
"2016-11-20",28.6362
"2016-11-21",13.0537
"2016-11-22",9.8079
"2016-11-23",0.1595
"2016-11-24",0
"2016-11-25",8.3482
"2016-11-26",11.8078
"2016-11-27",17.0281
"2016-11-28",0.9258
"2016-11-29",2.387
"2016-11-30",2.6634
"2016-12-01",0
"2016-12-02",0
"2016-12-03",13.7157
"2016-12-04",5.2012
"2016-12-05",0
"2016-12-06",0
"2016-12-07",7.6177
"2016-12-08",19.8058
"2016-12-09",3.0926
"2016-12-10",5.8181
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0.403
"2016-12-14",1.9477
"2016-12-15",0.0274
"2016-12-16",0
"2016-12-17",1.9659
"2016-12-18",4.2968
"2016-12-19",3.5706
"2016-12-20",0
"2016-12-21",2.3814
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",15.7862
"2016-12-28",3.5654
"2016-12-29",0.1309
"2016-12-30",0.1006
"2016-12-31",0
"2017-01-01",5.4789
"2017-01-02",0.2895
"2017-01-03",0.0479
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0.1124
"2017-01-21",3.768
"2017-01-22",5.2299
"2017-01-23",48.4188
"2017-01-24",54.8673
"2017-01-25",24.8273
"2017-01-26",22.2153
"2017-01-27",48.1773
"2017-01-28",5.2905
"2017-01-29",0.2567
"2017-01-30",2.2775
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",12.2715
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",1.9375
"2017-02-19",27.1634
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",2.8613
"2017-02-25",13.2122
"2017-02-26",21.0364
"2017-02-27",1.3877
"2017-02-28",17.1378
"2017-03-01",47.4573
"2017-03-02",2.9593
"2017-03-03",10.5101
"2017-03-04",9.0911
"2017-03-05",3.9285
"2017-03-06",12.0055
"2017-03-07",15.6597
"2017-03-08",0
"2017-03-09",4.2009
"2017-03-10",9.5105
"2017-03-11",12.6475
"2017-03-12",9.6822
"2017-03-13",20.5586
"2017-03-14",26.5965
"2017-03-15",18.8218
"2017-03-16",3.8008
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0.0482
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",8.3657
"2017-03-29",9.0319
"2017-03-30",3.5063
"2017-03-31",0
"2017-04-01",0.0761
"2017-04-02",10.412
"2017-04-03",6.5904
"2017-04-04",5.0724
"2017-04-05",1.1115
"2017-04-06",0
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0.3715
"2017-04-10",2.2482
"2017-04-11",10.8072
"2017-04-12",16.0506
"2017-04-13",13.9667
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0.0054
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",2.2873
"2017-04-25",0
"2017-04-26",3.1769
"2017-04-27",0
"2017-04-28",0
"2017-04-29",3.8443
"2017-04-30",0
"2017-05-01",0
"2017-05-02",7.0312
"2017-05-03",8.3108
"2017-05-04",0.1128
"2017-05-05",0
"2017-05-06",3.4865
"2017-05-07",7.2879
"2017-05-08",10.3408
"2017-05-09",6.804
"2017-05-10",10.2381
"2017-05-11",9.0905
"2017-05-12",6.3897
"2017-05-13",5.6084
"2017-05-14",6.7792
"2017-05-15",3.3624
"2017-05-16",2.6174
"2017-05-17",0
"2017-05-18",3.0771
"2017-05-19",7.6519
"2017-05-20",3.565
"2017-05-21",23.7538
"2017-05-22",10.9646
"2017-05-23",18.7623
"2017-05-24",9.6509
"2017-05-25",12.3692
"2017-05-26",49.8096
"2017-05-27",0
"2017-05-28",0
"2017-05-29",0
"2017-05-30",3.0352
"2017-05-31",0.6058
"2017-06-01",16.5136
"2017-06-02",0.0845
"2017-06-03",1.0055
"2017-06-04",0
"2017-06-05",11.3983
"2017-06-06",0.9501
"2017-06-07",8.6922
"2017-06-08",0.3541
"2017-06-09",0
"2017-06-10",1.7606
"2017-06-11",0.402
"2017-06-12",0
"2017-06-13",0
"2017-06-14",4.2485
"2017-06-15",6.8379
"2017-06-16",5.4855
"2017-06-17",1.0195
"2017-06-18",10.2192
"2017-06-19",5.9788
"2017-06-20",8.6483
"2017-06-21",0.6445
"2017-06-22",8.4661
"2017-06-23",0
"2017-06-24",0.0082
"2017-06-25",6.6331
"2017-06-26",13.6103
"2017-06-27",2.9865
"2017-06-28",1.96
"2017-06-29",0
"2017-06-30",0.3258
"2017-07-01",2.5357
"2017-07-02",1.4997
"2017-07-03",0.2258
"2017-07-04",0.0149
"2017-07-05",0.0044
"2017-07-06",3.0719
"2017-07-07",0.9665
"2017-07-08",8.3637
"2017-07-09",5.6787
"2017-07-10",3.5967
"2017-07-11",0.3182
"2017-07-12",7.0697
"2017-07-13",0.5615
"2017-07-14",0
"2017-07-15",0.1752
"2017-07-16",0.0563
"2017-07-17",0.0742
"2017-07-18",0.757
"2017-07-19",0
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",1.2365
"2017-07-25",0.8832
"2017-07-26",1.8601
"2017-07-27",7.2598
"2017-07-28",5.2533
"2017-07-29",8.9071
"2017-07-30",6.1053
"2017-07-31",5.3879
"2017-08-01",3.234
"2017-08-02",2.6992
"2017-08-03",0
"2017-08-04",4.8668
"2017-08-05",0
"2017-08-06",8.1713
"2017-08-07",11.8954
"2017-08-08",7.7392
"2017-08-09",5.2404
"2017-08-10",12.8185
"2017-08-11",1.5312
"2017-08-12",7.1274
"2017-08-13",4.7664
"2017-08-14",16.2935
"2017-08-15",0.9566
"2017-08-16",0.0368
"2017-08-17",0
"2017-08-18",11.969
"2017-08-19",1.2022
"2017-08-20",0
"2017-08-21",0
"2017-08-22",1.2446
"2017-08-23",5.048
"2017-08-24",5.7679
"2017-08-25",0.117
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0
"2017-08-29",0
"2017-08-30",10.8887
"2017-08-31",2.868
"2017-09-01",5.5467
"2017-09-02",2.9863
"2017-09-03",25.0634
"2017-09-04",5.7788
"2017-09-05",4.1716
"2017-09-06",12.0511
"2017-09-07",17.9664
"2017-09-08",20.0854
"2017-09-09",3.9126
"2017-09-10",2.8755
"2017-09-11",3.4205
"2017-09-12",1.7182
"2017-09-13",9.038
"2017-09-14",0.2595
"2017-09-15",3.4561
"2017-09-16",8.344
"2017-09-17",0.9009
"2017-09-18",0.012
"2017-09-19",0.1217
"2017-09-20",0
"2017-09-21",0.4702
"2017-09-22",0
"2017-09-23",2.8964
"2017-09-24",6.7836
"2017-09-25",5.8508
"2017-09-26",6.3161
"2017-09-27",3.6569
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",3.0037
"2017-10-02",0.0285
"2017-10-03",1.4187
"2017-10-04",6.6091
"2017-10-05",4.2642
"2017-10-06",7.3153
"2017-10-07",5.3774
"2017-10-08",5.8828
"2017-10-09",5.3328
"2017-10-10",7.6276
"2017-10-11",29.0349
"2017-10-12",5.2921
"2017-10-13",7.416
"2017-10-14",14.7499
"2017-10-15",1.2541
"2017-10-16",5.6813
"2017-10-17",0
"2017-10-18",0
"2017-10-19",5.6159
"2017-10-20",1.7943
"2017-10-21",0
"2017-10-22",0
"2017-10-23",12.3111
"2017-10-24",20.7509
"2017-10-25",5.0348
"2017-10-26",11.4264
"2017-10-27",14.3913
"2017-10-28",18.8519
"2017-10-29",9.4136
"2017-10-30",10.2971
"2017-10-31",33.1292
"2017-11-01",26.584
"2017-11-02",16.9325
"2017-11-03",18.7528
"2017-11-04",28.3937
"2017-11-05",18.1181
"2017-11-06",23.877
"2017-11-07",12.4353
"2017-11-08",14.4867
"2017-11-09",4.0863
"2017-11-10",11.0028
"2017-11-11",0.8157
"2017-11-12",4.4227
"2017-11-13",2.2237
"2017-11-14",0
"2017-11-15",0
"2017-11-16",3.1669
"2017-11-17",7.7735
"2017-11-18",0.5847
"2017-11-19",6.7774
"2017-11-20",5.8466
"2017-11-21",0.8692
"2017-11-22",4.1769
"2017-11-23",16.0164
"2017-11-24",12.8003
"2017-11-25",23.5665
"2017-11-26",44.6065
"2017-11-27",37.6255
"2017-11-28",41.7371
"2017-11-29",34.8217
"2017-11-30",15.3824
"2017-12-01",16.7326
"2017-12-02",9.1767
"2017-12-03",17.4907
"2017-12-04",1.5955
"2017-12-05",1.1126
"2017-12-06",1.418
"2017-12-07",0.4552
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",1.2045
"2017-12-12",5.8592
"2017-12-13",22.4198
"2017-12-14",1.7132
"2017-12-15",16.3264
"2017-12-16",4.5666
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0.3128
"2017-12-20",59.0064
"2017-12-21",0
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0.019
"2017-12-25",8.7545
"2017-12-26",7.2823
"2017-12-27",6.3795
"2017-12-28",0
"2017-12-29",0.0018
"2017-12-30",0.1774
"2017-12-31",0
"2018-01-01",0.6686
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0.3532
"2018-01-10",0.4751
"2018-01-11",0.0092
"2018-01-12",0.5237
"2018-01-13",0
"2018-01-14",0.838
"2018-01-15",0
"2018-01-16",2.8656
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0.5981
"2018-01-20",0
"2018-01-21",0.4751
"2018-01-22",4.1628
"2018-01-23",3.2461
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",17.8216
"2018-01-28",0
"2018-01-29",2.1961
"2018-01-30",32.995
"2018-01-31",4.9152
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",5.1492
"2018-02-07",4.2153
"2018-02-08",8.4359
"2018-02-09",0.7912
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0.0213
"2018-02-13",0
"2018-02-14",0
"2018-02-15",2.0128
"2018-02-16",1.1699
"2018-02-17",0.0282
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0.4032
"2018-02-23",0
"2018-02-24",0.1342
"2018-02-25",25.64
"2018-02-26",17.7294
"2018-02-27",15.0125
"2018-02-28",0
"2018-03-01",2.3569
"2018-03-02",0.6928
"2018-03-03",3.4079
"2018-03-04",1.6214
"2018-03-05",0.0268
"2018-03-06",0.1059
"2018-03-07",0
"2018-03-08",0.6785
"2018-03-09",18.8676
"2018-03-10",18.7836
"2018-03-11",27.7488
"2018-03-12",28.0551
"2018-03-13",0
"2018-03-14",4.0696
"2018-03-15",5.4173
"2018-03-16",5.0819
"2018-03-17",0.2731
"2018-03-18",0
"2018-03-19",0
"2018-03-20",0
"2018-03-21",2.6535
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",7.1794
"2018-03-26",0.0132
"2018-03-27",2.7313
"2018-03-28",9.2483
"2018-03-29",17.5552
"2018-03-30",0
"2018-03-31",2.4105
"2018-04-01",3.2491
"2018-04-02",5.38
"2018-04-03",3.3569
"2018-04-04",0.5321
"2018-04-05",4.3624
"2018-04-06",12.5748
"2018-04-07",13.0492
"2018-04-08",9.6305
"2018-04-09",10.2028
"2018-04-10",10.6278
"2018-04-11",14.7645
"2018-04-12",12.3897
"2018-04-13",12.5052
"2018-04-14",5.4026
"2018-04-15",4.2214
"2018-04-16",2.0882
"2018-04-17",0
"2018-04-18",5.9559
"2018-04-19",0.0401
"2018-04-20",0.0584
"2018-04-21",0.0138
"2018-04-22",8.0148
"2018-04-23",6.3526
"2018-04-24",4.3063
"2018-04-25",3.0304
"2018-04-26",4.2831
"2018-04-27",4.068
"2018-04-28",9.59
"2018-04-29",6.6449
"2018-04-30",1.0207
"2018-05-01",1.2118
"2018-05-02",7.2071
"2018-05-03",8.1647
"2018-05-04",7.7012
"2018-05-05",13.7436
"2018-05-06",7.7485
"2018-05-07",10.7293
"2018-05-08",11.9447
"2018-05-09",11.8607
"2018-05-10",7.1899
"2018-05-11",5.9414
"2018-05-12",8.5107
"2018-05-13",14.3405
"2018-05-14",12.7504
"2018-05-15",12.3474
"2018-05-16",16.9912
"2018-05-17",17.6633
"2018-05-18",15.0993
"2018-05-19",13.5955
"2018-05-20",20.3213
"2018-05-21",14.7275
"2018-05-22",19.209
"2018-05-23",19.0069
"2018-05-24",14.7861
"2018-05-25",14.8478
"2018-05-26",1.8064
"2018-05-27",6.9128
"2018-05-28",1.2331
"2018-05-29",1.405
"2018-05-30",2.928
"2018-05-31",0
"2018-06-01",1.0822
"2018-06-02",10.0976
"2018-06-03",2.1837
"2018-06-04",6.2603
"2018-06-05",10.2704
"2018-06-06",12.9208
"2018-06-07",8.1508
"2018-06-08",0
"2018-06-09",0.5266
"2018-06-10",0
"2018-06-11",0
"2018-06-12",3.1237
"2018-06-13",0.1061
"2018-06-14",0
"2018-06-15",0
"2018-06-16",8.4963
"2018-06-17",6.5536
"2018-06-18",0.5549
"2018-06-19",0
"2018-06-20",0
"2018-06-21",0.0296
"2018-06-22",0
"2018-06-23",0
"2018-06-24",3.2198
"2018-06-25",0
"2018-06-26",0.2502
"2018-06-27",1.5006
"2018-06-28",4.2391
"2018-06-29",4.0454
"2018-06-30",11.7223
"2018-07-01",4.3404
"2018-07-02",4.5459
"2018-07-03",1.892
"2018-07-04",0.0003
"2018-07-05",0.7904
"2018-07-06",8.1805
"2018-07-07",1.5184
"2018-07-08",0.4758
"2018-07-09",0
"2018-07-10",1.5771
"2018-07-11",5.5162
"2018-07-12",5.3213
"2018-07-13",0
"2018-07-14",1.7149
"2018-07-15",9.0578
"2018-07-16",7.9719
"2018-07-17",0
"2018-07-18",0
"2018-07-19",3.0181
"2018-07-20",0.2344
"2018-07-21",0.0553
"2018-07-22",0
"2018-07-23",0.1368
"2018-07-24",3.2311
"2018-07-25",3.0722
"2018-07-26",2.6223
"2018-07-27",5.4151
"2018-07-28",3.1658
"2018-07-29",0
"2018-07-30",0.1977
"2018-07-31",1.1553
"2018-08-01",0.6274
"2018-08-02",0.6218
"2018-08-03",3.4159
"2018-08-04",2.7592
"2018-08-05",0.0427
"2018-08-06",0.0043
"2018-08-07",0
"2018-08-08",1.8097
"2018-08-09",0.8287
"2018-08-10",3.6321
"2018-08-11",1.2798
"2018-08-12",8.3133
"2018-08-13",1.0612
"2018-08-14",13.9294
"2018-08-15",19.51
"2018-08-16",14.5897
"2018-08-17",3.041
"2018-08-18",3.6916
"2018-08-19",2.865
"2018-08-20",1.489
"2018-08-21",0.2731
"2018-08-22",0
"2018-08-23",8.3209
"2018-08-24",9.2936
"2018-08-25",3.6248
"2018-08-26",1.0206
"2018-08-27",1.5521
"2018-08-28",7.6002
"2018-08-29",6.8116
"2018-08-30",10.9672
"2018-08-31",2.8048
"2018-09-01",2.0926
"2018-09-02",0.0051
"2018-09-03",1.0847
"2018-09-04",0.991
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0.7479
"2018-09-10",3.7606
"2018-09-11",3.2183
"2018-09-12",2.4713
"2018-09-13",5.881
"2018-09-14",0.1292
"2018-09-15",3.282
"2018-09-16",4.792
"2018-09-17",5.8066
"2018-09-18",7.9334
"2018-09-19",5.3766
"2018-09-20",1.2013
"2018-09-21",3.2912
"2018-09-22",5.8205
"2018-09-23",3.5842
"2018-09-24",15.4762
"2018-09-25",9.4686
"2018-09-26",9.5099
"2018-09-27",8.4146
"2018-09-28",11.5123
"2018-09-29",7.5352
"2018-09-30",2.6278
"2018-10-01",6.2822
"2018-10-02",25.8365
"2018-10-03",21.8026
"2018-10-04",26.8756
"2018-10-05",10.3055
"2018-10-06",7.4654
"2018-10-07",14.7475
"2018-10-08",13.266
"2018-10-09",18.8612
"2018-10-10",7.0242
"2018-10-11",2.8059
"2018-10-12",0.8621
"2018-10-13",4.4511
"2018-10-14",7.9401
"2018-10-15",3.8797
"2018-10-16",6.6596
"2018-10-17",10.8902
"2018-10-18",4.8289
"2018-10-19",15.9068
"2018-10-20",18.539
"2018-10-21",6.9719
"2018-10-22",8.3656
"2018-10-23",9.4432
"2018-10-24",11.7915
"2018-10-25",3.5677
"2018-10-26",21.8168
"2018-10-27",15.4555
"2018-10-28",28.2384
"2018-10-29",23.014
"2018-10-30",5.6802
"2018-10-31",21.0938
"2018-11-01",14.5362
"2018-11-02",13.6899
"2018-11-03",16.0336
"2018-11-04",7.4753
"2018-11-05",43.1414
"2018-11-06",33.8067
"2018-11-07",7.9442
"2018-11-08",11.1963
"2018-11-09",17.0557
"2018-11-10",0
"2018-11-11",0.1859
"2018-11-12",0.1204
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",4.9925
"2018-11-17",13.535
"2018-11-18",6.9379
"2018-11-19",9.3159
"2018-11-20",4.5446
"2018-11-21",22.5422
"2018-11-22",29.7011
"2018-11-23",0.5197
"2018-11-24",7.2116
"2018-11-25",11.4272
"2018-11-26",1.8948
"2018-11-27",7.725
"2018-11-28",2.4317
"2018-11-29",0.1419
"2018-11-30",0.0395
"2018-12-01",0.727
"2018-12-02",0.4422
"2018-12-03",14.2216
"2018-12-04",0
"2018-12-05",20.241
"2018-12-06",10.3671
"2018-12-07",2.045
"2018-12-08",6.0479
"2018-12-09",14.4117
"2018-12-10",6.0699
"2018-12-11",5.9868
"2018-12-12",1.2899
"2018-12-13",8.1004
"2018-12-14",5.0575
"2018-12-15",11.2328
"2018-12-16",4.9299
"2018-12-17",0
"2018-12-18",5.115
"2018-12-19",0.3243
"2018-12-20",26.0547
"2018-12-21",3.3047
"2018-12-22",1.5802
"2018-12-23",2.2579
"2018-12-24",4.1454
"2018-12-25",2.1971
"2018-12-26",28.8063
"2018-12-27",1.9524
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0.1991
"2019-01-11",4.5793
"2019-01-12",2.2295
"2019-01-13",9.8433
"2019-01-14",25.0387
"2019-01-15",5.4314
"2019-01-16",3.7996
"2019-01-17",0.0287
"2019-01-18",0.0722
"2019-01-19",1.33
"2019-01-20",7.5251
"2019-01-21",3.9552
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",1.0363
"2019-01-26",0.1429
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0.4083
"2019-02-03",0.6544
"2019-02-04",26.4571
"2019-02-05",5.1035
"2019-02-06",0.6127
"2019-02-07",0
"2019-02-08",33.2758
"2019-02-09",28.1524
"2019-02-10",0.368
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",0.0056
"2019-02-15",3.9823
"2019-02-16",30.2271
"2019-02-17",22.4331
"2019-02-18",6.1769
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",8.4289
"2019-02-27",8.6088
"2019-02-28",2.9306
"2019-03-01",0
"2019-03-02",0.0073
"2019-03-03",0.3073
"2019-03-04",3.1804
"2019-03-05",0.2004
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",1.3489
"2019-03-14",0
"2019-03-15",0
"2019-03-16",1.0946
"2019-03-17",4.3964
"2019-03-18",4.761
"2019-03-19",0
"2019-03-20",0
"2019-03-21",1.7593
"2019-03-22",1.1159
"2019-03-23",7.4288
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0.5987
"2019-03-31",0.8444
"2019-04-01",0.0277
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",1.7052
"2019-04-06",0.8953
"2019-04-07",0.0707
"2019-04-08",4.0641
"2019-04-09",7.1784
"2019-04-10",7.6372
"2019-04-11",4.0611
"2019-04-12",3.6229
"2019-04-13",7.7259
"2019-04-14",0.4905
"2019-04-15",3.5041
"2019-04-16",10.5217
"2019-04-17",16.6227
"2019-04-18",6.1264
"2019-04-19",5.5017
"2019-04-20",11.2485
"2019-04-21",15.5485
"2019-04-22",6.9911
"2019-04-23",2.0439
"2019-04-24",2.9004
"2019-04-25",8.4253
"2019-04-26",5.9468
"2019-04-27",10.128
"2019-04-28",3.4832
"2019-04-29",13.8291
"2019-04-30",5.3617
"2019-05-01",0
"2019-05-02",4.6618
"2019-05-03",5.9844
"2019-05-04",3.1743
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0.0391
"2019-05-11",1.6267
"2019-05-12",3.8376
"2019-05-13",1.0678
"2019-05-14",0.6473
"2019-05-15",1.8998
"2019-05-16",6.1009
"2019-05-17",5.5812
"2019-05-18",4.7811
"2019-05-19",8.4602
"2019-05-20",3.7262
"2019-05-21",10.1563
"2019-05-22",3.26
"2019-05-23",6.3457
"2019-05-24",2.6652
"2019-05-25",8.2066
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0.1028
"2019-05-30",7.5124
"2019-05-31",0.1898
"2019-06-01",0.7285
"2019-06-02",7.3624
"2019-06-03",6.0428
"2019-06-04",9.5538
"2019-06-05",7.6849
"2019-06-06",10.8355
"2019-06-07",3.4448
"2019-06-08",0.3197
"2019-06-09",2.9403
"2019-06-10",0.6929
"2019-06-11",0.5565
"2019-06-12",1.5552
"2019-06-13",1.1276
"2019-06-14",4.7007
"2019-06-15",3.9927
"2019-06-16",0.9313
"2019-06-17",8.1819
"2019-06-18",1.4905
"2019-06-19",0.8016
"2019-06-20",3.091
"2019-06-21",3.0999
"2019-06-22",11.4304
"2019-06-23",0
"2019-06-24",3.43
"2019-06-25",8.0742
"2019-06-26",2.5847
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",4.6059
"2019-07-01",5.4165
"2019-07-02",0.2235
"2019-07-03",0.0266
"2019-07-04",0.0168
"2019-07-05",0
"2019-07-06",0
"2019-07-07",0.087
"2019-07-08",2.2289
"2019-07-09",8.3697
"2019-07-10",8.1575
"2019-07-11",0
"2019-07-12",6.8874
"2019-07-13",2.491
"2019-07-14",4.3167
"2019-07-15",4.3888
"2019-07-16",8.1714
"2019-07-17",13.4696
"2019-07-18",7.412
"2019-07-19",1.6678
"2019-07-20",8.362
"2019-07-21",5.7941
"2019-07-22",9.787
"2019-07-23",0.0558
"2019-07-24",0
"2019-07-25",2.743
"2019-07-26",0
"2019-07-27",0.2902
"2019-07-28",0
"2019-07-29",0
"2019-07-30",0
"2019-07-31",1.9103
"2019-08-01",8.3297
"2019-08-02",8.9129
"2019-08-03",0
"2019-08-04",1.6234
"2019-08-05",14.3593
"2019-08-06",4.0576
"2019-08-07",8.042
"2019-08-08",19.6835
"2019-08-09",2.9622
"2019-08-10",1.0459
"2019-08-11",1.0334
"2019-08-12",2.8675
"2019-08-13",4.7053
"2019-08-14",1.726
"2019-08-15",1.7801
"2019-08-16",16.3963
"2019-08-17",16.0046
"2019-08-18",11.2584
"2019-08-19",5.427
"2019-08-20",1.2237
"2019-08-21",0.7595
"2019-08-22",19.4162
"2019-08-23",1.1485
"2019-08-24",3.719
"2019-08-25",0
"2019-08-26",0.2792
"2019-08-27",1.7372
"2019-08-28",5.6012
