,"(mm) Precipitation (CHIRPS) at Ampara, 2007-01-01 to 2025-12-31"
"2016-07-28",4.162
"2016-07-29",2.1516
"2016-07-30",2.5274
"2016-07-31",0
"2016-08-01",0
"2016-08-02",0
"2016-08-03",0.005
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0.0715
"2016-08-07",0
"2016-08-08",0.0063
"2016-08-09",0.8824
"2016-08-10",0.4428
"2016-08-11",0
"2016-08-12",0.0625
"2016-08-13",0.6115
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0.0017
"2016-08-20",0
"2016-08-21",0.2934
"2016-08-22",4.5058
"2016-08-23",3.6675
"2016-08-24",0.6656
"2016-08-25",0.0595
"2016-08-26",3.8223
"2016-08-27",12.3239
"2016-08-28",0.1289
"2016-08-29",0.0377
"2016-08-30",0.3386
"2016-08-31",0.3625
"2016-09-01",0
"2016-09-02",0.6796
"2016-09-03",0
"2016-09-04",0.009
"2016-09-05",0
"2016-09-06",0
"2016-09-07",0.28
"2016-09-08",0.2384
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0.0077
"2016-09-13",0
"2016-09-14",0.0627
"2016-09-15",2.4842
"2016-09-16",0
"2016-09-17",0.0324
"2016-09-18",1.8401
"2016-09-19",1.9534
"2016-09-20",1.6586
"2016-09-21",0.005
"2016-09-22",0.0352
"2016-09-23",0.3881
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0.66
"2016-09-29",0.5858
"2016-09-30",0.031
"2016-10-01",0.6791
"2016-10-02",0.1152
"2016-10-03",0
"2016-10-04",0.8673
"2016-10-05",0.985
"2016-10-06",0.0914
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0.569
"2016-10-14",2.0604
"2016-10-15",0.081
"2016-10-16",0
"2016-10-17",0
"2016-10-18",2.5149
"2016-10-19",2.6593
"2016-10-20",7.5825
"2016-10-21",3.2959
"2016-10-22",1.5263
"2016-10-23",2.9385
"2016-10-24",8.9765
"2016-10-25",7.6909
"2016-10-26",0.0559
"2016-10-27",0
"2016-10-28",0
"2016-10-29",1.4139
"2016-10-30",2.1763
"2016-10-31",11.9474
"2016-11-01",8.8581
"2016-11-02",13.255
"2016-11-03",10.5934
"2016-11-04",16.4208
"2016-11-05",3.264
"2016-11-06",18.0571
"2016-11-07",0.5256
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0
"2016-11-11",0.0133
"2016-11-12",2.9364
"2016-11-13",1.3093
"2016-11-14",2.4538
"2016-11-15",0.1196
"2016-11-16",10.0577
"2016-11-17",27.7279
"2016-11-18",35.9513
"2016-11-19",31.0389
"2016-11-20",40.8663
"2016-11-21",23.6303
"2016-11-22",8.0633
"2016-11-23",3.9582
"2016-11-24",0
"2016-11-25",7.6111
"2016-11-26",17.5117
"2016-11-27",14.9988
"2016-11-28",1.3798
"2016-11-29",8.371
"2016-11-30",6.813
"2016-12-01",0
"2016-12-02",0
"2016-12-03",1.1686
"2016-12-04",0
"2016-12-05",0.0014
"2016-12-06",0
"2016-12-07",0.0786
"2016-12-08",9.1722
"2016-12-09",0.9927
"2016-12-10",9.9376
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0.3678
"2016-12-14",1.4276
"2016-12-15",0
"2016-12-16",0
"2016-12-17",1.0004
"2016-12-18",8.2461
"2016-12-19",3.5608
"2016-12-20",0
"2016-12-21",0.005
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0.216
"2016-12-27",21.1964
"2016-12-28",1.3751
"2016-12-29",0
"2016-12-30",1.9206
"2016-12-31",0.4811
"2017-01-01",5.7158
"2017-01-02",2.8525
"2017-01-03",3.2908
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0.1655
"2017-01-21",7.8469
"2017-01-22",11.3968
"2017-01-23",52.3843
"2017-01-24",47.4822
"2017-01-25",1.5575
"2017-01-26",15.2922
"2017-01-27",48.3532
"2017-01-28",0
"2017-01-29",0
"2017-01-30",0
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",21.1893
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",15.8418
"2017-02-19",33.7356
"2017-02-20",0.034
"2017-02-21",0
"2017-02-22",0
"2017-02-23",1.5803
"2017-02-24",5.4381
"2017-02-25",9.7667
"2017-02-26",25.0094
"2017-02-27",3.6711
"2017-02-28",13.5414
"2017-03-01",54.203
"2017-03-02",15.4622
"2017-03-03",6.2312
"2017-03-04",5.8761
"2017-03-05",0.3056
"2017-03-06",4.282
"2017-03-07",1.213
"2017-03-08",0
"2017-03-09",0.1325
"2017-03-10",2.3222
"2017-03-11",9.565
"2017-03-12",2.6034
"2017-03-13",11.7701
"2017-03-14",13.0296
"2017-03-15",10.767
"2017-03-16",0
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",1.7672
"2017-03-29",0.003
"2017-03-30",0.0047
"2017-03-31",0
"2017-04-01",0
"2017-04-02",7.142
"2017-04-03",2.8426
"2017-04-04",0.8295
"2017-04-05",0
"2017-04-06",0
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0
"2017-04-10",0.0413
"2017-04-11",6.049
"2017-04-12",13.952
"2017-04-13",8.9577
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0.0563
"2017-04-25",0
"2017-04-26",1.6294
"2017-04-27",0.0703
"2017-04-28",0
"2017-04-29",1.195
"2017-04-30",0
"2017-05-01",0
"2017-05-02",0.6876
"2017-05-03",0.6976
"2017-05-04",0
"2017-05-05",0
"2017-05-06",2.8179
"2017-05-07",2.6799
"2017-05-08",4.9335
"2017-05-09",3.2102
"2017-05-10",2.9412
"2017-05-11",5.0767
"2017-05-12",0.0684
"2017-05-13",0.9838
"2017-05-14",3.9502
"2017-05-15",0.8738
"2017-05-16",2.0277
"2017-05-17",0
"2017-05-18",1.5458
"2017-05-19",5.5598
"2017-05-20",2.731
"2017-05-21",11.737
"2017-05-22",4.9516
"2017-05-23",16.9798
"2017-05-24",9.5114
"2017-05-25",6.3021
"2017-05-26",17.831
"2017-05-27",0
"2017-05-28",0
"2017-05-29",0.0485
"2017-05-30",1.31
"2017-05-31",1.964
"2017-06-01",4.8022
"2017-06-02",1.6357
"2017-06-03",0.0287
"2017-06-04",0
"2017-06-05",2.1976
"2017-06-06",0.101
"2017-06-07",3.4859
"2017-06-08",0
"2017-06-09",0
"2017-06-10",1.3205
"2017-06-11",0.5394
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0.985
"2017-06-15",1.0385
"2017-06-16",1.9165
"2017-06-17",0.5704
"2017-06-18",1.5834
"2017-06-19",3.3124
"2017-06-20",3.0898
"2017-06-21",0.0072
"2017-06-22",0.8142
"2017-06-23",0
"2017-06-24",0.2005
"2017-06-25",4.4715
"2017-06-26",3.3379
"2017-06-27",2.5422
"2017-06-28",0.6615
"2017-06-29",0
"2017-06-30",0.0312
"2017-07-01",0.4135
"2017-07-02",0.9307
"2017-07-03",0
"2017-07-04",0
"2017-07-05",0
"2017-07-06",1.1326
"2017-07-07",0.5951
"2017-07-08",9.7053
"2017-07-09",2.5733
"2017-07-10",2.3335
"2017-07-11",0.0499
"2017-07-12",6.9381
"2017-07-13",0.2174
"2017-07-14",0.0237
"2017-07-15",0
"2017-07-16",0
"2017-07-17",0.4744
"2017-07-18",0.5855
"2017-07-19",0
"2017-07-20",0
"2017-07-21",0.0146
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0.1448
"2017-07-25",0.0271
"2017-07-26",0
"2017-07-27",4.2926
"2017-07-28",1.2107
"2017-07-29",4.7773
"2017-07-30",2.7244
"2017-07-31",1.6396
"2017-08-01",2.1804
"2017-08-02",0.5986
"2017-08-03",0
"2017-08-04",0
"2017-08-05",0.0022
"2017-08-06",6.555
"2017-08-07",8.9307
"2017-08-08",6.5183
"2017-08-09",3.51
"2017-08-10",10.975
"2017-08-11",0.0317
"2017-08-12",6.5473
"2017-08-13",5.1849
"2017-08-14",21.8154
"2017-08-15",0.2041
"2017-08-16",0.5738
"2017-08-17",0
"2017-08-18",7.0956
"2017-08-19",0.677
"2017-08-20",0.5671
"2017-08-21",0
"2017-08-22",1.4009
"2017-08-23",2.6797
"2017-08-24",4.7403
"2017-08-25",0
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0
"2017-08-29",0
"2017-08-30",6.9915
"2017-08-31",0.1075
"2017-09-01",0.302
"2017-09-02",1.9789
"2017-09-03",20.9203
"2017-09-04",1.0186
"2017-09-05",1.2279
"2017-09-06",4.7632
"2017-09-07",9.5164
"2017-09-08",12.0308
"2017-09-09",1.4629
"2017-09-10",0.0051
"2017-09-11",0.3168
"2017-09-12",1.9262
"2017-09-13",2.6349
"2017-09-14",0.1389
"2017-09-15",1.7608
"2017-09-16",4.6514
"2017-09-17",0.1972
"2017-09-18",0.0182
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0
"2017-09-23",0.0583
"2017-09-24",3.4002
"2017-09-25",2.2467
"2017-09-26",5.7524
"2017-09-27",1.338
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0.1325
"2017-10-02",0.2352
"2017-10-03",0.8768
"2017-10-04",3.3406
"2017-10-05",0.793
"2017-10-06",3.328
"2017-10-07",1.2958
"2017-10-08",0.3247
"2017-10-09",4.3062
"2017-10-10",10.0905
"2017-10-11",27.3924
"2017-10-12",8.441
"2017-10-13",6.5929
"2017-10-14",21.3168
"2017-10-15",2.1892
"2017-10-16",8.4083
"2017-10-17",0.376
"2017-10-18",0.6669
"2017-10-19",2.355
"2017-10-20",4.6233
"2017-10-21",0
"2017-10-22",0
"2017-10-23",3.2753
"2017-10-24",12.0272
"2017-10-25",0.3486
"2017-10-26",4.2718
"2017-10-27",12.668
"2017-10-28",14.1572
"2017-10-29",4.3867
"2017-10-30",7.5047
"2017-10-31",33.379
"2017-11-01",22.3935
"2017-11-02",12.8579
"2017-11-03",18.1912
"2017-11-04",22.6909
"2017-11-05",18.174
"2017-11-06",13.7996
"2017-11-07",14.255
"2017-11-08",8.101
"2017-11-09",1.7995
"2017-11-10",10.6879
"2017-11-11",3.5331
"2017-11-12",2.3017
"2017-11-13",0.2579
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0.6135
"2017-11-18",0
"2017-11-19",6.051
"2017-11-20",3.8769
"2017-11-21",0.0361
"2017-11-22",5.9498
"2017-11-23",19.1667
"2017-11-24",14.2077
"2017-11-25",27.6216
"2017-11-26",50.5517
"2017-11-27",40.6255
"2017-11-28",35.152
"2017-11-29",16.5551
"2017-11-30",16.8685
"2017-12-01",25.1753
"2017-12-02",10.1343
"2017-12-03",10.8912
"2017-12-04",5.7472
"2017-12-05",1.5433
"2017-12-06",0.3215
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0.3299
"2017-12-13",5.5267
"2017-12-14",2.2636
"2017-12-15",18.7301
"2017-12-16",5.2484
"2017-12-17",0
"2017-12-18",0
"2017-12-19",15.3955
"2017-12-20",48.2355
"2017-12-21",5.7509
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",0
"2017-12-26",2.0339
"2017-12-27",2.5745
"2017-12-28",0
"2017-12-29",0
"2017-12-30",3.001
"2017-12-31",0
"2018-01-01",0.3561
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0.0342
"2018-01-10",1.37
"2018-01-11",1.227
"2018-01-12",0.7248
"2018-01-13",0.198
"2018-01-14",0.2036
"2018-01-15",0
"2018-01-16",0.9503
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0.4234
"2018-01-20",0.4507
"2018-01-21",0.2972
"2018-01-22",1.94
"2018-01-23",2.4401
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",13.3839
"2018-01-28",0
"2018-01-29",8.1878
"2018-01-30",29.0079
"2018-01-31",11.6624
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",0
"2018-02-07",3.7249
"2018-02-08",6.7638
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0.2971
"2018-02-14",0.0781
"2018-02-15",1.395
"2018-02-16",0
"2018-02-17",3.3029
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",3.8281
"2018-02-23",0
"2018-02-24",3.3152
"2018-02-25",59.1981
"2018-02-26",9.1124
"2018-02-27",18.7954
"2018-02-28",0.6358
"2018-03-01",0
"2018-03-02",1.4649
"2018-03-03",0.8595
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0
"2018-03-07",0
"2018-03-08",2.1803
"2018-03-09",22.4504
"2018-03-10",13.0406
"2018-03-11",27.6326
"2018-03-12",22.2419
"2018-03-13",0
"2018-03-14",0.1981
"2018-03-15",0.1814
"2018-03-16",0
"2018-03-17",0.0219
"2018-03-18",0
"2018-03-19",0.1588
"2018-03-20",0
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",9.8334
"2018-03-26",0.4476
"2018-03-27",0
"2018-03-28",0.5072
"2018-03-29",2.3978
"2018-03-30",0
"2018-03-31",9.3434
"2018-04-01",2.1312
"2018-04-02",5.3771
"2018-04-03",0.3942
"2018-04-04",0.2392
"2018-04-05",2.5932
"2018-04-06",7.8698
"2018-04-07",13.5388
"2018-04-08",5.4021
"2018-04-09",7.0564
"2018-04-10",3.0926
"2018-04-11",16.8669
"2018-04-12",8.6577
"2018-04-13",12.3178
"2018-04-14",0.4112
"2018-04-15",2.0508
"2018-04-16",1.734
"2018-04-17",0
"2018-04-18",3.5282
"2018-04-19",0
"2018-04-20",0
"2018-04-21",0
"2018-04-22",4.5488
"2018-04-23",0
"2018-04-24",0.1598
"2018-04-25",0.9253
"2018-04-26",1.2042
"2018-04-27",0.9494
"2018-04-28",5.8349
"2018-04-29",1.0389
"2018-04-30",0
"2018-05-01",0.2549
"2018-05-02",3.8269
"2018-05-03",1.3498
"2018-05-04",2.0647
"2018-05-05",9.7317
"2018-05-06",4.4791
"2018-05-07",6.7939
"2018-05-08",7.1297
"2018-05-09",5.9269
"2018-05-10",5.5068
"2018-05-11",2.0181
"2018-05-12",5.3385
"2018-05-13",4.7457
"2018-05-14",9.5996
"2018-05-15",5.4902
"2018-05-16",8.5226
"2018-05-17",13.6345
"2018-05-18",12.4686
"2018-05-19",7.1692
"2018-05-20",10.1129
"2018-05-21",7.7896
"2018-05-22",11.0815
"2018-05-23",17.6082
"2018-05-24",3.921
"2018-05-25",8.7211
"2018-05-26",5.0673
"2018-05-27",7.6604
"2018-05-28",1.9775
"2018-05-29",0.3124
"2018-05-30",1.2723
"2018-05-31",0
"2018-06-01",1.6756
"2018-06-02",2.8143
"2018-06-03",1.2441
"2018-06-04",2.7582
"2018-06-05",5.4506
"2018-06-06",4.9743
"2018-06-07",1.4769
"2018-06-08",0
"2018-06-09",0
"2018-06-10",0.3387
"2018-06-11",0
"2018-06-12",0.5828
"2018-06-13",0.0196
"2018-06-14",0
"2018-06-15",0
"2018-06-16",3.7641
"2018-06-17",2.0508
"2018-06-18",0.208
"2018-06-19",0.0974
"2018-06-20",0
"2018-06-21",0
"2018-06-22",0
"2018-06-23",0
"2018-06-24",0.2944
"2018-06-25",0
"2018-06-26",0.0501
"2018-06-27",0.8432
"2018-06-28",2.2809
"2018-06-29",2.6147
"2018-06-30",3.1864
"2018-07-01",0.6821
"2018-07-02",2.0494
"2018-07-03",0.2485
"2018-07-04",0.1637
"2018-07-05",0.1242
"2018-07-06",3.3127
"2018-07-07",0.4523
"2018-07-08",0
"2018-07-09",0.0208
"2018-07-10",1.3972
"2018-07-11",5.3397
"2018-07-12",2.4311
"2018-07-13",0
"2018-07-14",0.2137
"2018-07-15",5.1917
"2018-07-16",4.1969
"2018-07-17",0
"2018-07-18",0
"2018-07-19",3.5405
"2018-07-20",0.1845
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0.3637
"2018-07-25",0.8511
"2018-07-26",0.0177
"2018-07-27",1.778
"2018-07-28",0.9629
"2018-07-29",0
"2018-07-30",0.0462
"2018-07-31",0.762
"2018-08-01",1.9476
"2018-08-02",0.3654
"2018-08-03",1.6112
"2018-08-04",1.5536
"2018-08-05",0.3045
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0.6288
"2018-08-09",0.2624
"2018-08-10",0.255
"2018-08-11",0.7133
"2018-08-12",3.1723
"2018-08-13",0.2867
"2018-08-14",9.1482
"2018-08-15",21.6168
"2018-08-16",21.3784
"2018-08-17",0.8604
"2018-08-18",2.0094
"2018-08-19",0.5797
"2018-08-20",0.1577
"2018-08-21",0.0882
"2018-08-22",0.0031
"2018-08-23",4.1209
"2018-08-24",6.3335
"2018-08-25",5.3604
"2018-08-26",2.3899
"2018-08-27",0.1405
"2018-08-28",7.1029
"2018-08-29",5.5422
"2018-08-30",3.3778
"2018-08-31",3.4105
"2018-09-01",0.5902
"2018-09-02",0.0126
"2018-09-03",0.0087
"2018-09-04",0.1146
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0.0674
"2018-09-10",0.7753
"2018-09-11",0.0376
"2018-09-12",0.0025
"2018-09-13",0.6011
"2018-09-14",0.0989
"2018-09-15",0.2042
"2018-09-16",2.5688
"2018-09-17",4.1787
"2018-09-18",4.0274
"2018-09-19",1.4724
"2018-09-20",0.0114
"2018-09-21",1.6081
"2018-09-22",0.9226
"2018-09-23",0
"2018-09-24",7.9871
"2018-09-25",5.0504
"2018-09-26",7.3625
"2018-09-27",8.5784
"2018-09-28",4.4472
"2018-09-29",3.3061
"2018-09-30",4.7304
"2018-10-01",2.7795
"2018-10-02",15.7851
"2018-10-03",17.5241
"2018-10-04",9.9528
"2018-10-05",3.5135
"2018-10-06",4.7093
"2018-10-07",9.4724
"2018-10-08",11.0696
"2018-10-09",15.9912
"2018-10-10",4.1012
"2018-10-11",1.4167
"2018-10-12",0.5075
"2018-10-13",4.4711
"2018-10-14",3.8745
"2018-10-15",0.8213
"2018-10-16",2.8616
"2018-10-17",7.9086
"2018-10-18",1.0036
"2018-10-19",7.7199
"2018-10-20",18.204
"2018-10-21",2.5208
"2018-10-22",4.8244
"2018-10-23",6.0857
"2018-10-24",3.6502
"2018-10-25",3.5008
"2018-10-26",22.2757
"2018-10-27",9.3764
"2018-10-28",26.5912
"2018-10-29",15.7661
"2018-10-30",11.7241
"2018-10-31",26.5303
"2018-11-01",19.6769
"2018-11-02",21.8994
"2018-11-03",11.6835
"2018-11-04",9.8667
"2018-11-05",34.7439
"2018-11-06",36.2493
"2018-11-07",15.5024
"2018-11-08",12.4508
"2018-11-09",13.0153
"2018-11-10",1.8285
"2018-11-11",1.4492
"2018-11-12",0.3586
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",2.2715
"2018-11-17",8.7543
"2018-11-18",18.4474
"2018-11-19",3.9507
"2018-11-20",3.2137
"2018-11-21",33.6269
"2018-11-22",4.1048
"2018-11-23",3.4396
"2018-11-24",0
"2018-11-25",0.6658
"2018-11-26",0
"2018-11-27",21.0143
"2018-11-28",2.3352
"2018-11-29",0.9878
"2018-11-30",6.6208
"2018-12-01",0
"2018-12-02",0
"2018-12-03",14.0452
"2018-12-04",0
"2018-12-05",37.3292
"2018-12-06",16.1888
"2018-12-07",4.7153
"2018-12-08",11.1758
"2018-12-09",28.1618
"2018-12-10",24.6442
"2018-12-11",8.6098
"2018-12-12",4.7095
"2018-12-13",19.0223
"2018-12-14",11.3665
"2018-12-15",15.8661
"2018-12-16",5.2536
"2018-12-17",0
"2018-12-18",1.1695
"2018-12-19",0
"2018-12-20",32.7456
"2018-12-21",3.725
"2018-12-22",1.006
"2018-12-23",3.0289
"2018-12-24",4.6664
"2018-12-25",1.5569
"2018-12-26",5.6979
"2018-12-27",0.0694
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0.0171
"2019-01-08",0
"2019-01-09",0
"2019-01-10",1.8228
"2019-01-11",1.5332
"2019-01-12",4.6662
"2019-01-13",33.9778
"2019-01-14",15.4487
"2019-01-15",0.1036
"2019-01-16",2.586
"2019-01-17",0.222
"2019-01-18",0
"2019-01-19",0.0599
"2019-01-20",4.4784
"2019-01-21",2.0117
"2019-01-22",2.8758
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0.2078
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",4.9014
"2019-02-04",64.5611
"2019-02-05",21.1451
"2019-02-06",1.4288
"2019-02-07",0
"2019-02-08",17.018
"2019-02-09",33.8309
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0.2953
"2019-02-14",0.5238
"2019-02-15",0.3083
"2019-02-16",30.4004
"2019-02-17",20.0156
"2019-02-18",1.0235
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",3.78
"2019-02-27",7.2693
"2019-02-28",7.2434
"2019-03-01",0.0653
"2019-03-02",2.2029
"2019-03-03",1.8763
"2019-03-04",0.6132
"2019-03-05",0.1863
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0.0467
"2019-03-13",1.3995
"2019-03-14",0
"2019-03-15",0.9216
"2019-03-16",0.9276
"2019-03-17",7.304
"2019-03-18",0.2202
"2019-03-19",0
"2019-03-20",0
"2019-03-21",0.8828
"2019-03-22",0.2115
"2019-03-23",0.8955
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0.0101
"2019-03-31",0
"2019-04-01",0.0989
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",3.1852
"2019-04-06",0.1529
"2019-04-07",1.1038
"2019-04-08",2.013
"2019-04-09",8.1845
"2019-04-10",1.5209
"2019-04-11",5.6232
"2019-04-12",0.9145
"2019-04-13",3.1163
"2019-04-14",0
"2019-04-15",0.5243
"2019-04-16",3.8429
"2019-04-17",12.4935
"2019-04-18",2.3829
"2019-04-19",3.8262
"2019-04-20",5.0523
"2019-04-21",5.834
"2019-04-22",3.8817
"2019-04-23",0.601
"2019-04-24",1.7566
"2019-04-25",7.1096
"2019-04-26",3.6474
"2019-04-27",9.6212
"2019-04-28",0.747
"2019-04-29",8.3214
"2019-04-30",4.4504
"2019-05-01",0
"2019-05-02",0.5438
"2019-05-03",1.6835
"2019-05-04",1.2203
"2019-05-05",0.158
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0
"2019-05-11",0.551
"2019-05-12",1.5365
"2019-05-13",1.3343
"2019-05-14",0.0508
"2019-05-15",2.0272
"2019-05-16",3.2686
"2019-05-17",4.8867
"2019-05-18",3.4809
"2019-05-19",1.2949
"2019-05-20",0.1757
"2019-05-21",5.7272
"2019-05-22",2.3926
"2019-05-23",4.595
"2019-05-24",0.6249
"2019-05-25",2.905
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0
"2019-05-30",3.1107
"2019-05-31",0.5991
"2019-06-01",0.7889
"2019-06-02",3.1278
"2019-06-03",0.492
"2019-06-04",4.5424
"2019-06-05",4.0367
"2019-06-06",1.3369
"2019-06-07",2.1612
"2019-06-08",0.259
"2019-06-09",1.9
"2019-06-10",0.1998
"2019-06-11",0.0949
"2019-06-12",0.0698
"2019-06-13",0.0386
"2019-06-14",0.7151
"2019-06-15",1.336
"2019-06-16",0.8376
"2019-06-17",2.5473
"2019-06-18",0.2791
"2019-06-19",0.4252
"2019-06-20",1.2573
"2019-06-21",2.3456
"2019-06-22",1.7635
"2019-06-23",0.0002
"2019-06-24",0.2631
"2019-06-25",4.9265
"2019-06-26",1.5345
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",2.1155
"2019-07-01",3.4289
"2019-07-02",0.5059
"2019-07-03",0.139
"2019-07-04",0.1471
"2019-07-05",0
"2019-07-06",0
"2019-07-07",1.2467
"2019-07-08",0.0045
"2019-07-09",4.8574
"2019-07-10",3.7459
"2019-07-11",0.0336
"2019-07-12",0.7241
"2019-07-13",0.5805
"2019-07-14",1.6661
"2019-07-15",1.4023
"2019-07-16",4.61
"2019-07-17",8.0267
"2019-07-18",2.1203
"2019-07-19",0.3812
"2019-07-20",3.6254
"2019-07-21",5.5891
"2019-07-22",8.9979
"2019-07-23",0.3247
"2019-07-24",0
"2019-07-25",0.2882
"2019-07-26",0
"2019-07-27",0
"2019-07-28",0.0014
"2019-07-29",0
"2019-07-30",0
"2019-07-31",0.1277
"2019-08-01",3.3138
"2019-08-02",5.6121
"2019-08-03",0
"2019-08-04",0.6312
"2019-08-05",10.3307
"2019-08-06",7.1684
"2019-08-07",6.5022
"2019-08-08",11.9976
"2019-08-09",3.0105
"2019-08-10",0.4196
"2019-08-11",0.0367
"2019-08-12",1.7586
"2019-08-13",4.5429
"2019-08-14",0.8826
"2019-08-15",6.3505
"2019-08-16",19.9226
"2019-08-17",24.1994
"2019-08-18",11.1191
"2019-08-19",5.3015
"2019-08-20",0.1872
"2019-08-21",0.1131
"2019-08-22",14.5302
"2019-08-23",0.9378
"2019-08-24",3.4453
"2019-08-25",0
"2019-08-26",0.7257
"2019-08-27",0.155
"2019-08-28",1.6508
"2019-08-29",4.0181
"2019-08-30",0
"2019-08-31",0.5516
"2019-09-01",2.9544
"2019-09-02",2.6498
"2019-09-03",0.4682
"2019-09-04",2.4538
"2019-09-05",1.3412
"2019-09-06",0.0617
"2019-09-07",0
"2019-09-08",0.0279
"2019-09-09",0
"2019-09-10",0.0391
"2019-09-11",2.0331
"2019-09-12",6.3042
"2019-09-13",7.057
"2019-09-14",5.8126
"2019-09-15",14.4061
"2019-09-16",5.9429
"2019-09-17",0.5932
"2019-09-18",0.0009
"2019-09-19",5.2903
"2019-09-20",5.831
"2019-09-21",2.3535
"2019-09-22",5.4619
"2019-09-23",9.0928
"2019-09-24",10.4881
"2019-09-25",3.5067
"2019-09-26",0.0363
"2019-09-27",5.0438
"2019-09-28",10.565
"2019-09-29",3.8807
"2019-09-30",0.2637
"2019-10-01",0.2035
