,"(deg C) Mean Temperature (ERA5) at Kilinochchi, 2007-01-01 to 2025-12-31"
"2015-11-13",26.3271
"2015-11-14",25.789
"2015-11-15",25.8461
"2015-11-16",26.7813
"2015-11-17",27.3701
"2015-11-18",27.155
"2015-11-19",27.184
"2015-11-20",27.415
"2015-11-21",26.8072
"2015-11-22",26.835
"2015-11-23",26.8349
"2015-11-24",27.649
"2015-11-25",28.0883
"2015-11-26",27.4277
"2015-11-27",26.8424
"2015-11-28",26.5292
"2015-11-29",26.4213
"2015-11-30",26.2362
"2015-12-01",26.4662
"2015-12-02",26.6144
"2015-12-03",26.835
"2015-12-04",26.1083
"2015-12-05",26.3718
"2015-12-06",26.746
"2015-12-07",26.3093
"2015-12-08",25.8226
"2015-12-09",26.9713
"2015-12-10",26.6855
"2015-12-11",26.9258
"2015-12-12",27.6479
"2015-12-13",28.202
"2015-12-14",26.5477
"2015-12-15",27.2781
"2015-12-16",27.7331
"2015-12-17",27.4168
"2015-12-18",26.6131
"2015-12-19",26.5894
"2015-12-20",27.7118
"2015-12-21",27.5596
"2015-12-22",27.4415
"2015-12-23",27.5039
"2015-12-24",27.422
"2015-12-25",27.6721
"2015-12-26",27.1753
"2015-12-27",26.1243
"2015-12-28",26.4228
"2015-12-29",26.0728
"2015-12-30",26.9444
"2015-12-31",27.0894
"2016-01-01",26.8809
"2016-01-02",26.0371
"2016-01-03",26.9852
"2016-01-04",27.0323
"2016-01-05",26.0157
"2016-01-06",25.9114
"2016-01-07",26.6177
"2016-01-08",26.6862
"2016-01-09",26.9037
"2016-01-10",26.7949
"2016-01-11",26.6878
"2016-01-12",26.5509
"2016-01-13",26.5787
"2016-01-14",26.1511
"2016-01-15",26.4645
"2016-01-16",26.15
"2016-01-17",25.9622
"2016-01-18",26.6206
"2016-01-19",27.0951
"2016-01-20",27.5557
"2016-01-21",27.6392
"2016-01-22",27.1898
"2016-01-23",26.6782
"2016-01-24",26.639
"2016-01-25",27.2956
"2016-01-26",27.1647
"2016-01-27",26.4461
"2016-01-28",26.4311
"2016-01-29",26.4846
"2016-01-30",27.0483
"2016-01-31",26.8112
"2016-02-01",26.7389
"2016-02-02",26.4016
"2016-02-03",26.6461
"2016-02-04",26.6252
"2016-02-05",26.884
"2016-02-06",27.202
"2016-02-07",27.3049
"2016-02-08",27.508
"2016-02-09",27.8221
"2016-02-10",27.2474
"2016-02-11",27.0018
"2016-02-12",26.6533
"2016-02-13",26.9543
"2016-02-14",27.4037
"2016-02-15",27.3852
"2016-02-16",27.4726
"2016-02-17",27.4868
"2016-02-18",27.798
"2016-02-19",27.7522
"2016-02-20",27.8792
"2016-02-21",28.2984
"2016-02-22",27.7097
"2016-02-23",27.6797
"2016-02-24",28.4401
"2016-02-25",28.4478
"2016-02-26",28.3921
"2016-02-27",27.9381
"2016-02-28",27.8537
"2016-02-29",28.048
"2016-03-01",28.3531
"2016-03-02",27.8328
"2016-03-03",28.2454
"2016-03-04",27.97
"2016-03-05",28.1209
"2016-03-06",28.4718
"2016-03-07",28.4617
"2016-03-08",28.5285
"2016-03-09",28.8653
"2016-03-10",28.982
"2016-03-11",28.8795
"2016-03-12",28.9388
"2016-03-13",28.8842
"2016-03-14",28.6702
"2016-03-15",29.1124
"2016-03-16",29.3784
"2016-03-17",29.0567
"2016-03-18",28.4757
"2016-03-19",28.7965
"2016-03-20",29.1526
"2016-03-21",29.3521
"2016-03-22",30.1606
"2016-03-23",30.0579
"2016-03-24",29.2747
"2016-03-25",29.0648
"2016-03-26",28.9669
"2016-03-27",29.3608
"2016-03-28",28.5585
"2016-03-29",29.4125
"2016-03-30",29.6302
"2016-03-31",29.6025
"2016-04-01",29.7605
"2016-04-02",29.7074
"2016-04-03",30.1105
"2016-04-04",30.0894
"2016-04-05",29.8849
"2016-04-06",30.1618
"2016-04-07",30.4526
"2016-04-08",30.7642
"2016-04-09",30.4526
"2016-04-10",30.313
"2016-04-11",30.8598
"2016-04-12",31.0708
"2016-04-13",31.3425
"2016-04-14",30.9741
"2016-04-15",30.6753
"2016-04-16",30.5138
"2016-04-17",30.4336
"2016-04-18",30.4805
"2016-04-19",29.8696
"2016-04-20",30.0944
"2016-04-21",30.6763
"2016-04-22",31.0291
"2016-04-23",31.3744
"2016-04-24",31.0857
"2016-04-25",31.344
"2016-04-26",30.8133
"2016-04-27",31.2444
"2016-04-28",31.0201
"2016-04-29",31.0944
"2016-04-30",30.2724
"2016-05-01",30.49
"2016-05-02",30.8514
"2016-05-03",31.0194
"2016-05-04",30.2941
"2016-05-05",30.55
"2016-05-06",30.0956
"2016-05-07",29.8324
"2016-05-08",29.966
"2016-05-09",29.806
"2016-05-10",29.3916
"2016-05-11",28.6776
"2016-05-12",29.6897
"2016-05-13",30.303
"2016-05-14",29.0062
"2016-05-15",27.4652
"2016-05-16",26.6786
"2016-05-17",27.2721
"2016-05-18",29.2131
"2016-05-19",29.1537
"2016-05-20",29.6419
"2016-05-21",30.2744
"2016-05-22",30.6235
"2016-05-23",30.6256
"2016-05-24",30.2969
"2016-05-25",30.0915
"2016-05-26",30.2048
"2016-05-27",29.5546
"2016-05-28",29.7342
"2016-05-29",29.8651
"2016-05-30",29.6907
"2016-05-31",30.0018
"2016-06-01",30.0165
"2016-06-02",30.121
"2016-06-03",29.9304
"2016-06-04",30.2106
"2016-06-05",29.9365
"2016-06-06",29.4818
"2016-06-07",28.6422
"2016-06-08",28.7241
"2016-06-09",29.2156
"2016-06-10",29.2741
"2016-06-11",29.5371
"2016-06-12",29.88
"2016-06-13",29.9734
"2016-06-14",29.828
"2016-06-15",29.8842
"2016-06-16",29.4661
"2016-06-17",29.4151
"2016-06-18",29.2688
"2016-06-19",29.2484
"2016-06-20",29.5254
"2016-06-21",28.9913
"2016-06-22",29.058
"2016-06-23",28.5101
"2016-06-24",28.5835
"2016-06-25",29.095
"2016-06-26",29.2522
"2016-06-27",29.3341
"2016-06-28",29.1088
"2016-06-29",28.9261
"2016-06-30",29.2612
"2016-07-01",29.6469
"2016-07-02",29.4827
"2016-07-03",29.6766
"2016-07-04",29.9858
"2016-07-05",29.7379
"2016-07-06",29.4857
"2016-07-07",29.5081
"2016-07-08",29.6789
"2016-07-09",29.7557
"2016-07-10",29.7405
"2016-07-11",29.8232
"2016-07-12",29.7215
"2016-07-13",29.3733
"2016-07-14",29.8218
"2016-07-15",29.2003
"2016-07-16",28.7158
"2016-07-17",28.0742
"2016-07-18",28.258
"2016-07-19",29.055
"2016-07-20",28.9102
"2016-07-21",29.1761
"2016-07-22",29.0618
"2016-07-23",28.4681
"2016-07-24",28.6311
"2016-07-25",28.5503
"2016-07-26",27.8805
"2016-07-27",28.4636
"2016-07-28",28.5892
"2016-07-29",28.8099
"2016-07-30",28.5472
"2016-07-31",28.5771
"2016-08-01",28.8023
"2016-08-02",28.9755
"2016-08-03",28.834
"2016-08-04",28.8939
"2016-08-05",28.9948
"2016-08-06",29.5042
"2016-08-07",29.4217
"2016-08-08",29.7872
"2016-08-09",29.2422
"2016-08-10",29.4416
"2016-08-11",29.1571
"2016-08-12",29.3203
"2016-08-13",29.1374
"2016-08-14",28.9579
"2016-08-15",29.0561
"2016-08-16",29.0256
"2016-08-17",28.8734
"2016-08-18",28.9519
"2016-08-19",29.4371
"2016-08-20",29.0771
"2016-08-21",28.9894
"2016-08-22",29.3991
"2016-08-23",28.95
"2016-08-24",29.2759
"2016-08-25",28.7155
"2016-08-26",28.5612
"2016-08-27",27.9204
"2016-08-28",28.3575
"2016-08-29",28.3103
"2016-08-30",28.4579
"2016-08-31",27.469
"2016-09-01",28.1198
"2016-09-02",27.8663
"2016-09-03",28.5749
"2016-09-04",27.9302
"2016-09-05",28.1722
"2016-09-06",28.0846
"2016-09-07",28.4925
"2016-09-08",27.7429
"2016-09-09",27.896
"2016-09-10",27.9283
"2016-09-11",28.1295
"2016-09-12",28.2096
"2016-09-13",28.4852
"2016-09-14",29.0174
"2016-09-15",28.9762
"2016-09-16",28.3666
"2016-09-17",28.4116
"2016-09-18",28.5254
"2016-09-19",28.8044
"2016-09-20",29.2318
"2016-09-21",28.9954
"2016-09-22",29.1583
"2016-09-23",29.1216
"2016-09-24",29.0428
"2016-09-25",28.7195
"2016-09-26",28.7771
"2016-09-27",29.2284
"2016-09-28",28.5262
"2016-09-29",28.0987
"2016-09-30",27.7508
"2016-10-01",28.0325
"2016-10-02",27.7768
"2016-10-03",27.8988
"2016-10-04",27.8762
"2016-10-05",28.7073
"2016-10-06",28.6867
"2016-10-07",28.1535
"2016-10-08",27.904
"2016-10-09",28.515
"2016-10-10",28.6334
"2016-10-11",28.3094
"2016-10-12",28.5952
"2016-10-13",28.9352
"2016-10-14",28.5684
"2016-10-15",28.9875
"2016-10-16",28.6854
"2016-10-17",28.8861
"2016-10-18",29.202
"2016-10-19",28.9396
"2016-10-20",28.9172
"2016-10-21",27.2278
"2016-10-22",27.613
"2016-10-23",28.1287
"2016-10-24",27.8325
"2016-10-25",27.6747
"2016-10-26",28.6888
"2016-10-27",28.3502
"2016-10-28",28.6466
"2016-10-29",29.0859
"2016-10-30",28.0046
"2016-10-31",27.4111
"2016-11-01",27.1421
"2016-11-02",26.5539
"2016-11-03",26.8035
"2016-11-04",27.1714
"2016-11-05",28.0518
"2016-11-06",27.6338
"2016-11-07",27.9074
"2016-11-08",27.7465
"2016-11-09",27.4348
"2016-11-10",27.7991
"2016-11-11",27.9577
"2016-11-12",27.5751
"2016-11-13",27.7042
"2016-11-14",27.7683
"2016-11-15",28.0743
"2016-11-16",26.8017
"2016-11-17",25.9534
"2016-11-18",26.204
"2016-11-19",25.9337
"2016-11-20",25.8909
"2016-11-21",26.2562
"2016-11-22",26.4228
"2016-11-23",27.1721
"2016-11-24",26.9535
"2016-11-25",27.2315
"2016-11-26",27.1084
"2016-11-27",26.3921
"2016-11-28",26.1506
"2016-11-29",26.5402
"2016-11-30",25.9512
"2016-12-01",22.9725
"2016-12-02",24.4623
"2016-12-03",26.3752
"2016-12-04",26.6205
"2016-12-05",26.8804
"2016-12-06",26.8183
"2016-12-07",26.1618
"2016-12-08",26.6734
"2016-12-09",26.8226
"2016-12-10",26.5861
"2016-12-11",26.8314
"2016-12-12",27.303
"2016-12-13",27.3857
"2016-12-14",26.9315
"2016-12-15",26.8473
"2016-12-16",26.7798
"2016-12-17",26.1245
"2016-12-18",26.035
"2016-12-19",25.9565
"2016-12-20",26.0515
"2016-12-21",26.5613
"2016-12-22",26.1682
"2016-12-23",25.2203
"2016-12-24",24.8586
"2016-12-25",25.4639
"2016-12-26",26.1553
"2016-12-27",25.5749
"2016-12-28",25.3674
"2016-12-29",25.5607
"2016-12-30",25.6678
"2016-12-31",26.0472
"2017-01-01",25.9376
"2017-01-02",26.0154
"2017-01-03",25.9499
"2017-01-04",25.2393
"2017-01-05",25.3963
"2017-01-06",25.5773
"2017-01-07",24.9928
"2017-01-08",25.1164
"2017-01-09",24.8813
"2017-01-10",24.8386
"2017-01-11",24.8925
"2017-01-12",25.2013
"2017-01-13",25.4781
"2017-01-14",25.0879
"2017-01-15",25.5624
"2017-01-16",25.2349
"2017-01-17",25.1017
"2017-01-18",25.2685
"2017-01-19",25.6579
"2017-01-20",24.8642
"2017-01-21",25.111
"2017-01-22",25.9067
"2017-01-23",25.9503
"2017-01-24",25.0987
"2017-01-25",25.288
"2017-01-26",25.2922
"2017-01-27",25.1266
"2017-01-28",26.3757
"2017-01-29",26.4997
"2017-01-30",26.21
"2017-01-31",25.5695
"2017-02-01",26.0246
"2017-02-02",25.9488
"2017-02-03",25.7591
"2017-02-04",25.9245
"2017-02-05",25.7003
"2017-02-06",25.4358
"2017-02-07",25.1151
"2017-02-08",24.9426
"2017-02-09",25.6828
"2017-02-10",26.1335
"2017-02-11",26.0449
"2017-02-12",26.1128
"2017-02-13",25.7532
"2017-02-14",25.802
"2017-02-15",26.2985
"2017-02-16",26.1954
"2017-02-17",26.2476
"2017-02-18",26.2108
"2017-02-19",25.6125
"2017-02-20",25.8755
"2017-02-21",26.5856
"2017-02-22",26.5379
"2017-02-23",27.1324
"2017-02-24",27.0207
"2017-02-25",26.5713
"2017-02-26",26.331
"2017-02-27",26.8003
"2017-02-28",26.7267
"2017-03-01",26.6579
"2017-03-02",26.5281
"2017-03-03",25.9856
"2017-03-04",26.4141
"2017-03-05",27.6838
"2017-03-06",28.2264
"2017-03-07",27.631
"2017-03-08",28.3106
"2017-03-09",28.5852
"2017-03-10",27.681
"2017-03-11",27.7671
"2017-03-12",27.7684
"2017-03-13",28.0123
"2017-03-14",28.0705
"2017-03-15",27.738
"2017-03-16",27.6723
"2017-03-17",27.9994
"2017-03-18",28.3804
"2017-03-19",28.7035
"2017-03-20",28.995
"2017-03-21",28.7165
"2017-03-22",28.2766
"2017-03-23",28.2013
"2017-03-24",27.5856
"2017-03-25",27.1435
"2017-03-26",27.4045
"2017-03-27",28.4009
"2017-03-28",28.6167
"2017-03-29",28.787
"2017-03-30",29.1193
"2017-03-31",29.4287
"2017-04-01",29.7866
"2017-04-02",29.5933
"2017-04-03",29.7202
"2017-04-04",29.5812
"2017-04-05",29.9011
"2017-04-06",30.3111
"2017-04-07",30.1947
"2017-04-08",30.2
"2017-04-09",29.7421
"2017-04-10",30.033
"2017-04-11",29.7856
"2017-04-12",29.9952
"2017-04-13",29.6689
"2017-04-14",30.063
"2017-04-15",30.506
"2017-04-16",30.5031
"2017-04-17",30.2346
"2017-04-18",30.1177
"2017-04-19",29.7366
"2017-04-20",29.6414
"2017-04-21",29.6119
"2017-04-22",29.7021
"2017-04-23",30.0544
"2017-04-24",30.164
"2017-04-25",30.0832
"2017-04-26",29.9986
"2017-04-27",30.1899
"2017-04-28",30.5872
"2017-04-29",30.1904
"2017-04-30",30.0481
"2017-05-01",29.284
"2017-05-02",28.9623
"2017-05-03",29.2553
"2017-05-04",29.6773
"2017-05-05",29.5263
"2017-05-06",28.9915
"2017-05-07",28.5166
"2017-05-08",29.0163
"2017-05-09",29.6759
"2017-05-10",29.7749
"2017-05-11",29.7664
"2017-05-12",29.7746
"2017-05-13",30.1366
"2017-05-14",30.3449
"2017-05-15",30.4203
"2017-05-16",30.3245
"2017-05-17",30.1227
"2017-05-18",29.4467
"2017-05-19",29.8917
"2017-05-20",30.0886
"2017-05-21",29.927
"2017-05-22",29.6939
"2017-05-23",29.612
"2017-05-24",28.7472
"2017-05-25",29.9011
"2017-05-26",29.3872
"2017-05-27",29.5114
"2017-05-28",30.2064
"2017-05-29",29.8865
"2017-05-30",29.9095
"2017-05-31",29.6353
"2017-06-01",29.7796
"2017-06-02",29.8887
"2017-06-03",29.8899
"2017-06-04",30.21
"2017-06-05",29.7908
"2017-06-06",29.5819
"2017-06-07",28.8211
"2017-06-08",29.8152
"2017-06-09",29.7684
"2017-06-10",29.7736
"2017-06-11",29.3821
"2017-06-12",29.547
"2017-06-13",29.4739
"2017-06-14",29.0738
"2017-06-15",29.0045
"2017-06-16",29.0308
"2017-06-17",29.4314
"2017-06-18",29.4962
"2017-06-19",29.3975
"2017-06-20",29.1854
"2017-06-21",29.4303
"2017-06-22",29.5503
"2017-06-23",29.1463
"2017-06-24",28.9629
"2017-06-25",29.2721
"2017-06-26",28.7488
"2017-06-27",28.8842
"2017-06-28",29.3778
"2017-06-29",29.5243
"2017-06-30",29.6651
"2017-07-01",29.9357
"2017-07-02",30.0326
"2017-07-03",29.9341
"2017-07-04",30.1941
"2017-07-05",30.0574
"2017-07-06",30.2109
"2017-07-07",29.591
"2017-07-08",29.3002
"2017-07-09",28.7028
"2017-07-10",28.9905
"2017-07-11",29.7392
"2017-07-12",29.0655
"2017-07-13",29.3401
"2017-07-14",29.3687
"2017-07-15",29.5715
"2017-07-16",29.2792
"2017-07-17",29.0892
"2017-07-18",28.9414
"2017-07-19",28.8798
"2017-07-20",29.0883
"2017-07-21",29.4255
"2017-07-22",29.7879
"2017-07-23",29.9699
"2017-07-24",30.3798
"2017-07-25",30.4823
"2017-07-26",30.5608
"2017-07-27",30.3066
"2017-07-28",30.0346
"2017-07-29",29.8971
"2017-07-30",29.1846
"2017-07-31",29.1231
"2017-08-01",29.1664
"2017-08-02",29.2386
"2017-08-03",29.2895
"2017-08-04",29.7436
"2017-08-05",29.1593
"2017-08-06",29.4052
"2017-08-07",29.7332
"2017-08-08",29.5507
"2017-08-09",28.7918
"2017-08-10",28.8637
"2017-08-11",29.3095
"2017-08-12",29.2502
"2017-08-13",28.4355
"2017-08-14",27.91
"2017-08-15",27.9033
"2017-08-16",28.2517
"2017-08-17",28.3387
"2017-08-18",28.4805
"2017-08-19",28.6887
"2017-08-20",28.5789
"2017-08-21",28.8488
"2017-08-22",28.7357
"2017-08-23",28.8339
"2017-08-24",28.9056
"2017-08-25",29.0646
"2017-08-26",29.2264
"2017-08-27",29.043
"2017-08-28",28.9505
"2017-08-29",28.9159
"2017-08-30",29.4789
"2017-08-31",29.405
"2017-09-01",27.9659
"2017-09-02",28.1374
"2017-09-03",28.758
"2017-09-04",29.1987
"2017-09-05",28.418
"2017-09-06",28.7437
"2017-09-07",28.1661
"2017-09-08",28.3299
"2017-09-09",27.434
"2017-09-10",28.4012
"2017-09-11",28.698
"2017-09-12",28.3179
"2017-09-13",27.4873
"2017-09-14",28.1685
"2017-09-15",28.8162
"2017-09-16",28.7346
"2017-09-17",28.3074
"2017-09-18",28.7692
"2017-09-19",29.0086
"2017-09-20",28.9517
"2017-09-21",28.8053
"2017-09-22",29.0353
"2017-09-23",29.4058
"2017-09-24",28.6304
"2017-09-25",28.2294
"2017-09-26",28.2635
"2017-09-27",27.7911
"2017-09-28",28.0594
"2017-09-29",28.6625
"2017-09-30",28.7203
"2017-10-01",28.6742
"2017-10-02",29.0409
"2017-10-03",28.901
"2017-10-04",28.623
"2017-10-05",28.6919
"2017-10-06",28.5395
"2017-10-07",29.0237
"2017-10-08",29.2351
"2017-10-09",28.904
"2017-10-10",29.2121
"2017-10-11",28.3863
"2017-10-12",27.0552
"2017-10-13",27.287
"2017-10-14",27.4163
"2017-10-15",28.3922
"2017-10-16",28.4441
"2017-10-17",27.8503
"2017-10-18",29.1464
"2017-10-19",28.6819
"2017-10-20",28.3745
"2017-10-21",27.9519
"2017-10-22",28.5671
"2017-10-23",28.452
"2017-10-24",28.1116
"2017-10-25",28.0966
"2017-10-26",27.3909
"2017-10-27",27.7382
"2017-10-28",27.5825
"2017-10-29",27.0373
"2017-10-30",26.5175
"2017-10-31",26.2919
"2017-11-01",26.7488
"2017-11-02",26.2379
"2017-11-03",26.4113
"2017-11-04",26.2367
"2017-11-05",26.9715
"2017-11-06",26.5335
"2017-11-07",26.1977
"2017-11-08",26.5913
"2017-11-09",27.0027
"2017-11-10",25.9751
"2017-11-11",26.5037
"2017-11-12",26.1839
"2017-11-13",27.2434
"2017-11-14",27.6366
"2017-11-15",27.8158
"2017-11-16",28.2293
"2017-11-17",28.386
"2017-11-18",27.952
"2017-11-19",27.4739
"2017-11-20",27.4714
"2017-11-21",27.1958
"2017-11-22",27.4163
"2017-11-23",28.1243
"2017-11-24",27.7905
"2017-11-25",26.9353
"2017-11-26",26.0098
"2017-11-27",26.2883
"2017-11-28",26.4181
"2017-11-29",26.4253
"2017-11-30",26.5936
"2017-12-01",26.0458
"2017-12-02",25.8964
"2017-12-03",26.5014
"2017-12-04",27.5167
"2017-12-05",26.8156
"2017-12-06",27.0983
"2017-12-07",27.124
"2017-12-08",26.9076
"2017-12-09",27.3951
"2017-12-10",27.4985
"2017-12-11",27.4849
"2017-12-12",27.7093
"2017-12-13",27.5639
"2017-12-14",26.5614
"2017-12-15",26.6118
"2017-12-16",26.6825
"2017-12-17",26.8599
"2017-12-18",26.3248
"2017-12-19",25.4219
"2017-12-20",25.3066
"2017-12-21",25.481
"2017-12-22",25.7888
"2017-12-23",26.6904
"2017-12-24",26.2418
"2017-12-25",25.5586
"2017-12-26",25.8714
"2017-12-27",25.9452
"2017-12-28",25.4014
"2017-12-29",25.7514
"2017-12-30",25.6986
"2017-12-31",25.6864
"2018-01-01",26.113
"2018-01-02",26.0967
"2018-01-03",26.1893
"2018-01-04",25.8303
"2018-01-05",25.4763
"2018-01-06",24.9581
"2018-01-07",24.686
"2018-01-08",25.6639
"2018-01-09",24.5796
"2018-01-10",25.5037
"2018-01-11",25.6857
"2018-01-12",25.9633
"2018-01-13",26.2378
"2018-01-14",26.2439
"2018-01-15",25.9423
"2018-01-16",25.8474
"2018-01-17",24.9633
"2018-01-18",25.3734
"2018-01-19",25.0937
"2018-01-20",24.9213
"2018-01-21",25.0542
"2018-01-22",25.1768
"2018-01-23",24.9755
"2018-01-24",25.0742
"2018-01-25",25.0713
"2018-01-26",25.427
"2018-01-27",25.5108
"2018-01-28",25.9204
"2018-01-29",25.9566
"2018-01-30",25.6316
"2018-01-31",25.2051
"2018-02-01",25.0922
"2018-02-02",25.0648
"2018-02-03",25.0301
"2018-02-04",25.4051
"2018-02-05",25.8802
"2018-02-06",25.902
"2018-02-07",26.7083
"2018-02-08",26.3444
"2018-02-09",26.3615
"2018-02-10",26.3312
"2018-02-11",26.446
"2018-02-12",26.1991
"2018-02-13",26.3008
"2018-02-14",26.4065
"2018-02-15",26.8165
"2018-02-16",26.0977
"2018-02-17",25.8731
"2018-02-18",25.4116
"2018-02-19",25.1075
"2018-02-20",25.2258
"2018-02-21",25.212
"2018-02-22",25.7864
"2018-02-23",26.548
"2018-02-24",26.8854
"2018-02-25",26.9569
"2018-02-26",26.9951
"2018-02-27",26.747
"2018-02-28",26.3021
"2018-03-01",27.3691
"2018-03-02",27.2193
"2018-03-03",27.136
"2018-03-04",26.7961
"2018-03-05",26.8855
"2018-03-06",26.823
"2018-03-07",27.4994
"2018-03-08",27.5493
"2018-03-09",27.3489
"2018-03-10",27.6233
"2018-03-11",27.9129
"2018-03-12",26.2765
"2018-03-13",27.4618
"2018-03-14",28.361
"2018-03-15",28.2031
"2018-03-16",28.8123
"2018-03-17",27.9505
"2018-03-18",28.089
"2018-03-19",27.6791
"2018-03-20",27.6368
"2018-03-21",28.357
"2018-03-22",28.694
"2018-03-23",28.8576
"2018-03-24",28.5554
"2018-03-25",28.4809
"2018-03-26",28.1524
"2018-03-27",28.8033
"2018-03-28",29.1235
"2018-03-29",29.6428
"2018-03-30",29.9786
"2018-03-31",30.0788
"2018-04-01",29.2645
"2018-04-02",29.11
"2018-04-03",29.1973
"2018-04-04",29.066
"2018-04-05",28.8226
"2018-04-06",28.9232
"2018-04-07",28.3813
"2018-04-08",29.0646
"2018-04-09",28.3751
"2018-04-10",29.0058
"2018-04-11",28.6774
"2018-04-12",28.8486
"2018-04-13",27.7867
"2018-04-14",28.6515
"2018-04-15",28.9537
"2018-04-16",29.5278
"2018-04-17",29.8481
"2018-04-18",29.2095
"2018-04-19",29.6318
"2018-04-20",29.9599
"2018-04-21",30.3983
"2018-04-22",29.8063
"2018-04-23",29.8874
"2018-04-24",29.8113
"2018-04-25",29.9619
"2018-04-26",29.856
"2018-04-27",30.0421
"2018-04-28",29.4263
"2018-04-29",29.8126
"2018-04-30",30.3203
"2018-05-01",30.6354
"2018-05-02",30.3421
"2018-05-03",29.542
"2018-05-04",29.8424
"2018-05-05",28.863
"2018-05-06",28.884
"2018-05-07",28.7458
"2018-05-08",28.4509
"2018-05-09",27.9999
"2018-05-10",28.0545
"2018-05-11",28.7553
"2018-05-12",28.9425
"2018-05-13",28.5931
"2018-05-14",28.4204
"2018-05-15",28.7178
"2018-05-16",28.3525
"2018-05-17",28.1012
"2018-05-18",28.0884
"2018-05-19",28.692
"2018-05-20",28.4183
"2018-05-21",27.4246
"2018-05-22",28.5923
"2018-05-23",27.3284
"2018-05-24",27.8626
"2018-05-25",27.2852
"2018-05-26",28.3315
"2018-05-27",28.5271
"2018-05-28",29.3119
"2018-05-29",29.661
"2018-05-30",29.4781
"2018-05-31",29.4553
"2018-06-01",28.9983
"2018-06-02",29.0679
"2018-06-03",29.2782
"2018-06-04",29.4055
"2018-06-05",29.382
"2018-06-06",29.113
"2018-06-07",28.9694
"2018-06-08",29.549
"2018-06-09",29.1096
"2018-06-10",29.3718
"2018-06-11",29.4644
"2018-06-12",29.3422
"2018-06-13",29.0272
"2018-06-14",29.0097
"2018-06-15",29.1465
"2018-06-16",28.2944
"2018-06-17",28.9827
"2018-06-18",29.0275
"2018-06-19",28.8644
"2018-06-20",28.483
"2018-06-21",28.8396
"2018-06-22",28.7779
"2018-06-23",28.8401
"2018-06-24",28.8248
"2018-06-25",29.0671
"2018-06-26",29.1732
"2018-06-27",29.1582
"2018-06-28",29.2702
"2018-06-29",28.9365
"2018-06-30",28.6566
"2018-07-01",28.4063
"2018-07-02",28.0916
"2018-07-03",28.4696
"2018-07-04",28.9781
"2018-07-05",28.9282
"2018-07-06",29.4615
"2018-07-07",29.1685
"2018-07-08",29.2375
"2018-07-09",28.9425
"2018-07-10",28.5996
"2018-07-11",28.2945
"2018-07-12",28.6148
"2018-07-13",29.0804
"2018-07-14",28.8415
"2018-07-15",28.6007
"2018-07-16",28.6511
"2018-07-17",28.8897
"2018-07-18",29.5038
"2018-07-19",28.3914
"2018-07-20",28.554
"2018-07-21",28.6904
"2018-07-22",29.0853
"2018-07-23",29.5486
"2018-07-24",29.3613
"2018-07-25",29.0975
"2018-07-26",29.1742
"2018-07-27",29.1999
"2018-07-28",28.9398
"2018-07-29",28.708
"2018-07-30",28.5027
"2018-07-31",28.0102
"2018-08-01",28.1865
"2018-08-02",28.2186
"2018-08-03",28.2094
"2018-08-04",28.3124
"2018-08-05",28.6382
"2018-08-06",28.5344
"2018-08-07",28.2795
"2018-08-08",28.0348
"2018-08-09",28.1697
"2018-08-10",28.3099
"2018-08-11",27.8197
"2018-08-12",28.757
"2018-08-13",28.1929
"2018-08-14",28.3052
"2018-08-15",28.0065
"2018-08-16",28.5093
"2018-08-17",28.3562
"2018-08-18",28.8335
"2018-08-19",28.6011
"2018-08-20",28.643
"2018-08-21",28.4922
"2018-08-22",28.8509
"2018-08-23",29.286
"2018-08-24",28.4208
"2018-08-25",28.3636
"2018-08-26",28.4797
"2018-08-27",28.3462
"2018-08-28",28.4492
"2018-08-29",28.1871
"2018-08-30",28.4234
"2018-08-31",27.8246
"2018-09-01",27.5364
"2018-09-02",27.574
"2018-09-03",28.0044
"2018-09-04",27.9219
"2018-09-05",27.5329
"2018-09-06",27.5312
"2018-09-07",27.8459
"2018-09-08",28.2974
"2018-09-09",28.6207
"2018-09-10",28.5767
"2018-09-11",28.832
"2018-09-12",28.9279
"2018-09-13",28.3514
"2018-09-14",28.4042
"2018-09-15",28.2806
"2018-09-16",27.9554
"2018-09-17",28.0819
"2018-09-18",28.3628
"2018-09-19",28.2317
"2018-09-20",28.503
"2018-09-21",28.5379
"2018-09-22",28.831
"2018-09-23",29.0114
"2018-09-24",28.1638
"2018-09-25",28.3257
"2018-09-26",28.6968
"2018-09-27",27.7363
"2018-09-28",27.4607
"2018-09-29",28.004
"2018-09-30",28.415
"2018-10-01",27.8269
"2018-10-02",27.3379
"2018-10-03",26.7521
"2018-10-04",26.9219
"2018-10-05",27.2884
"2018-10-06",27.2432
"2018-10-07",27.6223
"2018-10-08",27.0206
"2018-10-09",27.1033
"2018-10-10",28.5543
"2018-10-11",28.7368
"2018-10-12",28.5433
"2018-10-13",27.9377
"2018-10-14",27.6454
"2018-10-15",27.7204
"2018-10-16",27.0729
"2018-10-17",27.4254
"2018-10-18",27.3541
"2018-10-19",27.6103
"2018-10-20",27.2014
"2018-10-21",27.1087
"2018-10-22",27.4129
"2018-10-23",27.0446
"2018-10-24",26.8232
"2018-10-25",27.2025
"2018-10-26",26.5104
"2018-10-27",27.0443
"2018-10-28",27.0335
"2018-10-29",27.8624
