,"(deg C) Mean Temperature (ERA5) at Mannar, 2007-01-01 to 2025-12-31"
"2015-11-16",26.8697
"2015-11-17",27.0842
"2015-11-18",26.9721
"2015-11-19",26.8358
"2015-11-20",27.1606
"2015-11-21",26.397
"2015-11-22",26.7304
"2015-11-23",26.6405
"2015-11-24",27.0274
"2015-11-25",27.4464
"2015-11-26",27.1351
"2015-11-27",26.7158
"2015-11-28",26.0368
"2015-11-29",26.0852
"2015-11-30",26.0266
"2015-12-01",26.2297
"2015-12-02",26.3603
"2015-12-03",26.4667
"2015-12-04",25.9739
"2015-12-05",26.168
"2015-12-06",26.6169
"2015-12-07",26.1636
"2015-12-08",25.6707
"2015-12-09",26.6342
"2015-12-10",26.4707
"2015-12-11",26.3476
"2015-12-12",27.14
"2015-12-13",27.3495
"2015-12-14",26.3305
"2015-12-15",27.0714
"2015-12-16",26.6919
"2015-12-17",26.9411
"2015-12-18",26.3017
"2015-12-19",25.8564
"2015-12-20",27.1794
"2015-12-21",26.7873
"2015-12-22",26.7313
"2015-12-23",26.7938
"2015-12-24",26.6792
"2015-12-25",27.0601
"2015-12-26",26.9922
"2015-12-27",26.013
"2015-12-28",26.2005
"2015-12-29",26.0399
"2015-12-30",26.6521
"2015-12-31",26.7655
"2016-01-01",26.3595
"2016-01-02",25.5462
"2016-01-03",26.5395
"2016-01-04",26.6225
"2016-01-05",26.153
"2016-01-06",25.8646
"2016-01-07",26.2501
"2016-01-08",26.2346
"2016-01-09",26.456
"2016-01-10",26.4365
"2016-01-11",26.2132
"2016-01-12",25.9278
"2016-01-13",26.1236
"2016-01-14",25.4389
"2016-01-15",25.9372
"2016-01-16",25.7499
"2016-01-17",25.663
"2016-01-18",26.1174
"2016-01-19",26.6318
"2016-01-20",26.9611
"2016-01-21",27.0583
"2016-01-22",26.8344
"2016-01-23",26.4555
"2016-01-24",26.5363
"2016-01-25",27.048
"2016-01-26",26.979
"2016-01-27",26.0735
"2016-01-28",25.8969
"2016-01-29",25.8151
"2016-01-30",26.3692
"2016-01-31",26.5137
"2016-02-01",26.3083
"2016-02-02",26.1188
"2016-02-03",26.1395
"2016-02-04",26.0895
"2016-02-05",26.56
"2016-02-06",27.269
"2016-02-07",27.2223
"2016-02-08",27.4431
"2016-02-09",27.4144
"2016-02-10",26.9779
"2016-02-11",26.7943
"2016-02-12",26.4093
"2016-02-13",26.5727
"2016-02-14",27.1068
"2016-02-15",26.8551
"2016-02-16",27.5366
"2016-02-17",27.0214
"2016-02-18",27.4545
"2016-02-19",27.5722
"2016-02-20",27.6159
"2016-02-21",28.0327
"2016-02-22",27.6674
"2016-02-23",27.1789
"2016-02-24",27.9899
"2016-02-25",28.0557
"2016-02-26",28.4465
"2016-02-27",28.1953
"2016-02-28",27.947
"2016-02-29",28.1001
"2016-03-01",28.2966
"2016-03-02",27.9293
"2016-03-03",28.3381
"2016-03-04",27.9491
"2016-03-05",28.0355
"2016-03-06",28.2639
"2016-03-07",28.4375
"2016-03-08",28.4974
"2016-03-09",28.6724
"2016-03-10",29.1655
"2016-03-11",28.9659
"2016-03-12",28.9877
"2016-03-13",28.9709
"2016-03-14",28.6819
"2016-03-15",28.5344
"2016-03-16",29.2169
"2016-03-17",28.9954
"2016-03-18",28.6898
"2016-03-19",28.8401
"2016-03-20",29.4033
"2016-03-21",29.4227
"2016-03-22",29.7492
"2016-03-23",29.8142
"2016-03-24",29.0993
"2016-03-25",28.9338
"2016-03-26",29.1945
"2016-03-27",29.559
"2016-03-28",28.6284
"2016-03-29",28.7142
"2016-03-30",29.2034
"2016-03-31",29.2697
"2016-04-01",29.4006
"2016-04-02",29.715
"2016-04-03",29.7897
"2016-04-04",29.7531
"2016-04-05",29.3489
"2016-04-06",29.6472
"2016-04-07",29.7579
"2016-04-08",30.2446
"2016-04-09",29.4984
"2016-04-10",29.7197
"2016-04-11",30.3556
"2016-04-12",30.6705
"2016-04-13",30.9128
"2016-04-14",30.7783
"2016-04-15",30.043
"2016-04-16",29.9032
"2016-04-17",29.865
"2016-04-18",30.0496
"2016-04-19",29.0924
"2016-04-20",29.491
"2016-04-21",30.0534
"2016-04-22",30.648
"2016-04-23",30.8867
"2016-04-24",30.8038
"2016-04-25",30.9041
"2016-04-26",29.9755
"2016-04-27",30.2664
"2016-04-28",30.4412
"2016-04-29",30.4284
"2016-04-30",29.0041
"2016-05-01",29.5512
"2016-05-02",30.1284
"2016-05-03",30.4047
"2016-05-04",29.7277
"2016-05-05",29.6887
"2016-05-06",29.3743
"2016-05-07",29.5926
"2016-05-08",29.1214
"2016-05-09",28.9766
"2016-05-10",28.3221
"2016-05-11",28.4497
"2016-05-12",28.999
"2016-05-13",29.5219
"2016-05-14",28.4342
"2016-05-15",26.9609
"2016-05-16",27.0303
"2016-05-17",28.0789
"2016-05-18",29.1798
"2016-05-19",28.9824
"2016-05-20",29.5003
"2016-05-21",29.7525
"2016-05-22",30.1309
"2016-05-23",30.1138
"2016-05-24",29.6421
"2016-05-25",29.5747
"2016-05-26",29.7825
"2016-05-27",29.1316
"2016-05-28",29.0365
"2016-05-29",29.383
"2016-05-30",29.2255
"2016-05-31",29.4833
"2016-06-01",29.4636
"2016-06-02",29.5934
"2016-06-03",29.2552
"2016-06-04",29.6118
"2016-06-05",29.3203
"2016-06-06",28.9074
"2016-06-07",28.0374
"2016-06-08",28.2202
"2016-06-09",28.5556
"2016-06-10",28.7879
"2016-06-11",29.0258
"2016-06-12",29.1272
"2016-06-13",29.3007
"2016-06-14",29.3276
"2016-06-15",29.4164
"2016-06-16",29.071
"2016-06-17",28.9086
"2016-06-18",28.7333
"2016-06-19",28.7656
"2016-06-20",28.7968
"2016-06-21",28.7456
"2016-06-22",28.9553
"2016-06-23",28.7715
"2016-06-24",29.0673
"2016-06-25",29.4961
"2016-06-26",29.2238
"2016-06-27",29.0009
"2016-06-28",28.7754
"2016-06-29",28.6733
"2016-06-30",28.9856
"2016-07-01",29.1909
"2016-07-02",29.134
"2016-07-03",29.2543
"2016-07-04",29.5376
"2016-07-05",29.218
"2016-07-06",28.94
"2016-07-07",29.0607
"2016-07-08",29.0426
"2016-07-09",28.9615
"2016-07-10",29.033
"2016-07-11",29.2056
"2016-07-12",29.1357
"2016-07-13",28.9339
"2016-07-14",28.9051
"2016-07-15",28.4546
"2016-07-16",28.1898
"2016-07-17",27.9302
"2016-07-18",28.2985
"2016-07-19",28.5666
"2016-07-20",28.5965
"2016-07-21",28.6474
"2016-07-22",28.4284
"2016-07-23",28.024
"2016-07-24",27.745
"2016-07-25",27.8342
"2016-07-26",27.5166
"2016-07-27",27.9641
"2016-07-28",28.092
"2016-07-29",28.2923
"2016-07-30",28.1482
"2016-07-31",28.2209
"2016-08-01",28.4701
"2016-08-02",28.6234
"2016-08-03",28.4237
"2016-08-04",28.5464
"2016-08-05",28.8444
"2016-08-06",29.2082
"2016-08-07",29.0734
"2016-08-08",29.139
"2016-08-09",28.8791
"2016-08-10",28.9382
"2016-08-11",28.8115
"2016-08-12",29.018
"2016-08-13",28.7517
"2016-08-14",28.5427
"2016-08-15",28.5841
"2016-08-16",28.6091
"2016-08-17",28.5201
"2016-08-18",28.5426
"2016-08-19",28.8629
"2016-08-20",28.6241
"2016-08-21",28.6075
"2016-08-22",28.7217
"2016-08-23",28.5354
"2016-08-24",28.7242
"2016-08-25",28.3785
"2016-08-26",28.1556
"2016-08-27",27.7134
"2016-08-28",28.0883
"2016-08-29",28.1593
"2016-08-30",27.9138
"2016-08-31",27.2312
"2016-09-01",27.6949
"2016-09-02",27.5715
"2016-09-03",27.8401
"2016-09-04",27.5923
"2016-09-05",27.8247
"2016-09-06",27.7839
"2016-09-07",27.9868
"2016-09-08",27.3846
"2016-09-09",27.6097
"2016-09-10",27.7506
"2016-09-11",27.8338
"2016-09-12",27.8332
"2016-09-13",28.13
"2016-09-14",28.5959
"2016-09-15",28.4881
"2016-09-16",28.0959
"2016-09-17",28.1898
"2016-09-18",27.9785
"2016-09-19",28.3112
"2016-09-20",28.6167
"2016-09-21",28.3517
"2016-09-22",28.4914
"2016-09-23",28.4932
"2016-09-24",28.4413
"2016-09-25",28.1225
"2016-09-26",28.1667
"2016-09-27",28.4633
"2016-09-28",27.9489
"2016-09-29",27.8106
"2016-09-30",27.5449
"2016-10-01",27.6672
"2016-10-02",27.5424
"2016-10-03",27.7827
"2016-10-04",27.7758
"2016-10-05",28.3012
"2016-10-06",28.2435
"2016-10-07",27.7392
"2016-10-08",27.7121
"2016-10-09",28.1266
"2016-10-10",28.1473
"2016-10-11",27.9629
"2016-10-12",28.1454
"2016-10-13",28.392
"2016-10-14",27.9275
"2016-10-15",27.9835
"2016-10-16",27.959
"2016-10-17",28.1314
"2016-10-18",28.6199
"2016-10-19",28.3577
"2016-10-20",28.231
"2016-10-21",27.0637
"2016-10-22",27.6105
"2016-10-23",28.2497
"2016-10-24",27.7111
"2016-10-25",27.6011
"2016-10-26",27.9829
"2016-10-27",28.1058
"2016-10-28",28.51
"2016-10-29",28.7849
"2016-10-30",27.8023
"2016-10-31",26.8047
"2016-11-01",26.7304
"2016-11-02",26.4248
"2016-11-03",26.2964
"2016-11-04",26.8616
"2016-11-05",27.7519
"2016-11-06",27.2837
"2016-11-07",27.615
"2016-11-08",27.1328
"2016-11-09",26.5484
"2016-11-10",27.2512
"2016-11-11",27.6457
"2016-11-12",27.3792
"2016-11-13",27.1983
"2016-11-14",27.4123
"2016-11-15",27.5876
"2016-11-16",26.6038
"2016-11-17",25.88
"2016-11-18",26.3074
"2016-11-19",25.7465
"2016-11-20",25.9817
"2016-11-21",26.1351
"2016-11-22",26.2931
"2016-11-23",26.65
"2016-11-24",26.6038
"2016-11-25",26.8025
"2016-11-26",26.5908
"2016-11-27",25.9678
"2016-11-28",25.5353
"2016-11-29",26.1725
"2016-11-30",25.8303
"2016-12-01",23.6141
"2016-12-02",25.4839
"2016-12-03",26.3737
"2016-12-04",26.338
"2016-12-05",26.6418
"2016-12-06",26.2653
"2016-12-07",26.2133
"2016-12-08",26.3877
"2016-12-09",26.3532
"2016-12-10",26.5142
"2016-12-11",26.6959
"2016-12-12",27.432
"2016-12-13",27.2582
"2016-12-14",26.5441
"2016-12-15",26.5787
"2016-12-16",26.7433
"2016-12-17",26.0912
"2016-12-18",26.2015
"2016-12-19",25.9495
"2016-12-20",26.6691
"2016-12-21",26.6062
"2016-12-22",26.016
"2016-12-23",24.8831
"2016-12-24",24.5099
"2016-12-25",25.2945
"2016-12-26",26.1435
"2016-12-27",25.6749
"2016-12-28",25.6887
"2016-12-29",25.6052
"2016-12-30",25.7122
"2016-12-31",26.1366
"2017-01-01",25.8806
"2017-01-02",26.0836
"2017-01-03",26.1103
"2017-01-04",25.1287
"2017-01-05",25.1605
"2017-01-06",25.4943
"2017-01-07",24.7292
"2017-01-08",24.8874
"2017-01-09",24.7691
"2017-01-10",24.858
"2017-01-11",24.9283
"2017-01-12",25.2643
"2017-01-13",25.6366
"2017-01-14",25.1711
"2017-01-15",25.559
"2017-01-16",25.3194
"2017-01-17",25.09
"2017-01-18",25.505
"2017-01-19",25.8704
"2017-01-20",25.1769
"2017-01-21",25.5948
"2017-01-22",25.7997
"2017-01-23",25.6314
"2017-01-24",24.7897
"2017-01-25",25.1697
"2017-01-26",25.3257
"2017-01-27",24.8925
"2017-01-28",26.0157
"2017-01-29",26.4531
"2017-01-30",25.8434
"2017-01-31",25.1415
"2017-02-01",25.2038
"2017-02-02",25.4012
"2017-02-03",25.2734
"2017-02-04",25.2479
"2017-02-05",25.2415
"2017-02-06",24.8024
"2017-02-07",24.54
"2017-02-08",24.4154
"2017-02-09",25.0297
"2017-02-10",25.8504
"2017-02-11",25.7071
"2017-02-12",26.029
"2017-02-13",26.0496
"2017-02-14",26.266
"2017-02-15",26.3598
"2017-02-16",26.3765
"2017-02-17",26.4005
"2017-02-18",26.2121
"2017-02-19",26.0597
"2017-02-20",25.9567
"2017-02-21",26.7477
"2017-02-22",26.6789
"2017-02-23",27.1698
"2017-02-24",27.2421
"2017-02-25",26.8723
"2017-02-26",26.5303
"2017-02-27",26.3023
"2017-02-28",26.6968
"2017-03-01",26.7258
"2017-03-02",26.5398
"2017-03-03",26.4174
"2017-03-04",26.115
"2017-03-05",27.5745
"2017-03-06",27.7874
"2017-03-07",27.3028
"2017-03-08",27.975
"2017-03-09",28.0516
"2017-03-10",27.2496
"2017-03-11",27.3191
"2017-03-12",27.3852
"2017-03-13",27.2674
"2017-03-14",27.6038
"2017-03-15",27.4618
"2017-03-16",27.5088
"2017-03-17",27.7573
"2017-03-18",28.16
"2017-03-19",28.5747
"2017-03-20",28.4275
"2017-03-21",28.2328
"2017-03-22",28.127
"2017-03-23",27.7448
"2017-03-24",27.5486
"2017-03-25",27.272
"2017-03-26",27.7302
"2017-03-27",28.6958
"2017-03-28",28.6811
"2017-03-29",28.5807
"2017-03-30",29.1322
"2017-03-31",29.7319
"2017-04-01",29.3341
"2017-04-02",29.145
"2017-04-03",29.3011
"2017-04-04",29.0506
"2017-04-05",29.5985
"2017-04-06",29.9379
"2017-04-07",29.755
"2017-04-08",30.0492
"2017-04-09",29.7197
"2017-04-10",29.6408
"2017-04-11",29.5514
"2017-04-12",29.9527
"2017-04-13",29.4042
"2017-04-14",29.7827
"2017-04-15",30.1962
"2017-04-16",30.1454
"2017-04-17",29.9629
"2017-04-18",29.685
"2017-04-19",29.6328
"2017-04-20",29.6809
"2017-04-21",29.5643
"2017-04-22",29.5844
"2017-04-23",29.8284
"2017-04-24",29.8505
"2017-04-25",29.7818
"2017-04-26",29.7189
"2017-04-27",29.837
"2017-04-28",29.9377
"2017-04-29",29.6592
"2017-04-30",29.9221
"2017-05-01",29.017
"2017-05-02",28.6648
"2017-05-03",28.971
"2017-05-04",29.3413
"2017-05-05",29.3136
"2017-05-06",28.7248
"2017-05-07",28.2148
"2017-05-08",28.7064
"2017-05-09",29.4662
"2017-05-10",29.2803
"2017-05-11",29.1959
"2017-05-12",29.2994
"2017-05-13",29.7913
"2017-05-14",29.9884
"2017-05-15",30.1528
"2017-05-16",30.1746
"2017-05-17",30.0356
"2017-05-18",29.394
"2017-05-19",29.7723
"2017-05-20",29.7798
"2017-05-21",29.5279
"2017-05-22",29.4194
"2017-05-23",29.4232
"2017-05-24",28.9996
"2017-05-25",29.2727
"2017-05-26",29.0951
"2017-05-27",29.3805
"2017-05-28",29.6952
"2017-05-29",29.3661
"2017-05-30",29.2729
"2017-05-31",29.2068
"2017-06-01",29.3833
"2017-06-02",29.2403
"2017-06-03",29.2916
"2017-06-04",29.5701
"2017-06-05",29.2214
"2017-06-06",29.0737
"2017-06-07",28.7523
"2017-06-08",29.2791
"2017-06-09",29.1446
"2017-06-10",29.2988
"2017-06-11",28.9608
"2017-06-12",29.0946
"2017-06-13",29.0349
"2017-06-14",28.5605
"2017-06-15",28.6273
"2017-06-16",28.7231
"2017-06-17",29.1654
"2017-06-18",29.1489
"2017-06-19",28.9658
"2017-06-20",28.9139
"2017-06-21",29.0448
"2017-06-22",29.1355
"2017-06-23",28.7793
"2017-06-24",28.6906
"2017-06-25",28.6369
"2017-06-26",28.2824
"2017-06-27",28.3392
"2017-06-28",28.9434
"2017-06-29",29.0803
"2017-06-30",29.2637
"2017-07-01",29.3603
"2017-07-02",29.4747
"2017-07-03",29.4998
"2017-07-04",29.7136
"2017-07-05",29.6248
"2017-07-06",29.4778
"2017-07-07",29.1541
"2017-07-08",28.9416
"2017-07-09",28.4796
"2017-07-10",28.673
"2017-07-11",29.2015
"2017-07-12",28.8555
"2017-07-13",29.1151
"2017-07-14",29.1316
"2017-07-15",29.153
"2017-07-16",29.0081
"2017-07-17",28.7598
"2017-07-18",28.6303
"2017-07-19",28.4463
"2017-07-20",28.6381
"2017-07-21",28.8877
"2017-07-22",29.1743
"2017-07-23",29.3005
"2017-07-24",29.5496
"2017-07-25",29.6904
"2017-07-26",29.736
"2017-07-27",29.4728
"2017-07-28",29.2432
"2017-07-29",29.1797
"2017-07-30",28.8282
"2017-07-31",28.7275
"2017-08-01",28.7751
"2017-08-02",28.8278
"2017-08-03",29.0326
"2017-08-04",29.4022
"2017-08-05",28.9546
"2017-08-06",28.8601
"2017-08-07",29.126
"2017-08-08",28.8628
"2017-08-09",28.3834
"2017-08-10",28.1194
"2017-08-11",28.4743
"2017-08-12",28.5615
"2017-08-13",28.1713
"2017-08-14",27.7482
"2017-08-15",27.7819
"2017-08-16",28.0722
"2017-08-17",28.1749
"2017-08-18",28.149
"2017-08-19",28.4414
"2017-08-20",28.4701
"2017-08-21",28.5482
"2017-08-22",28.5671
"2017-08-23",28.4211
"2017-08-24",28.5092
"2017-08-25",28.6533
"2017-08-26",28.6869
"2017-08-27",28.4966
"2017-08-28",28.3598
"2017-08-29",28.3606
"2017-08-30",28.7815
"2017-08-31",28.8276
"2017-09-01",27.8774
"2017-09-02",27.6443
"2017-09-03",27.8776
"2017-09-04",28.2324
"2017-09-05",27.5337
"2017-09-06",27.7837
"2017-09-07",27.5017
"2017-09-08",27.4677
"2017-09-09",26.8699
"2017-09-10",27.7843
"2017-09-11",28.0766
"2017-09-12",27.6615
"2017-09-13",26.9484
"2017-09-14",27.7273
"2017-09-15",28.3983
"2017-09-16",28.1362
"2017-09-17",27.7015
"2017-09-18",28.244
"2017-09-19",28.3993
"2017-09-20",28.3761
"2017-09-21",28.349
"2017-09-22",28.3803
"2017-09-23",28.6931
"2017-09-24",28.2245
"2017-09-25",28.0502
"2017-09-26",28.0019
"2017-09-27",27.6509
"2017-09-28",27.8281
"2017-09-29",28.2848
"2017-09-30",28.3664
"2017-10-01",28.2821
"2017-10-02",28.6589
"2017-10-03",28.5138
"2017-10-04",28.3968
"2017-10-05",28.1052
"2017-10-06",28.1272
"2017-10-07",28.5173
"2017-10-08",28.7743
"2017-10-09",28.6453
"2017-10-10",28.9211
"2017-10-11",28.1894
"2017-10-12",26.8997
"2017-10-13",27.0115
"2017-10-14",27.3268
"2017-10-15",28.0691
"2017-10-16",28.2891
"2017-10-17",27.5044
"2017-10-18",28.6164
"2017-10-19",28.0321
"2017-10-20",27.8014
"2017-10-21",27.7202
"2017-10-22",28.0744
"2017-10-23",28.2729
"2017-10-24",27.8054
"2017-10-25",27.6683
"2017-10-26",27.0817
"2017-10-27",27.2282
"2017-10-28",27.0278
"2017-10-29",26.7224
"2017-10-30",26.0897
"2017-10-31",25.9571
"2017-11-01",26.3332
"2017-11-02",25.7252
"2017-11-03",26.1855
"2017-11-04",26.0792
"2017-11-05",26.3039
"2017-11-06",26.4713
"2017-11-07",26.0363
"2017-11-08",26.1481
"2017-11-09",26.882
"2017-11-10",25.6702
"2017-11-11",26.4238
"2017-11-12",27.0085
"2017-11-13",27.0964
"2017-11-14",27.2798
"2017-11-15",27.5319
"2017-11-16",27.5371
"2017-11-17",27.5373
"2017-11-18",27.4464
"2017-11-19",26.8908
"2017-11-20",26.9609
"2017-11-21",26.9317
"2017-11-22",26.8744
"2017-11-23",27.6771
"2017-11-24",27.4724
"2017-11-25",26.6799
"2017-11-26",25.4064
"2017-11-27",26.0286
"2017-11-28",26.2493
"2017-11-29",26.3734
"2017-11-30",26.3073
"2017-12-01",25.8301
"2017-12-02",25.7726
"2017-12-03",25.9618
"2017-12-04",26.9326
"2017-12-05",26.498
"2017-12-06",26.3977
"2017-12-07",26.3148
"2017-12-08",26.0385
"2017-12-09",26.3342
"2017-12-10",26.8622
"2017-12-11",26.9244
"2017-12-12",27.1263
"2017-12-13",27.0561
"2017-12-14",26.3099
"2017-12-15",26.3362
"2017-12-16",26.4791
"2017-12-17",26.4632
"2017-12-18",26.156
"2017-12-19",25.5069
"2017-12-20",25.2347
"2017-12-21",25.4546
"2017-12-22",25.7014
"2017-12-23",26.1107
"2017-12-24",26.0069
"2017-12-25",25.6016
"2017-12-26",25.6598
"2017-12-27",25.6741
"2017-12-28",24.9945
"2017-12-29",25.2201
"2017-12-30",25.3974
"2017-12-31",25.4232
"2018-01-01",25.7046
"2018-01-02",25.6541
"2018-01-03",25.75
"2018-01-04",25.5456
"2018-01-05",25.0196
"2018-01-06",24.6692
"2018-01-07",24.1279
"2018-01-08",25.2664
"2018-01-09",24.54
"2018-01-10",25.4925
"2018-01-11",25.6226
"2018-01-12",25.4791
"2018-01-13",25.986
"2018-01-14",25.8884
"2018-01-15",25.5447
"2018-01-16",25.4817
"2018-01-17",24.5488
"2018-01-18",24.8698
"2018-01-19",24.8599
"2018-01-20",24.6078
"2018-01-21",24.7198
"2018-01-22",25.0737
"2018-01-23",24.9336
"2018-01-24",24.7773
"2018-01-25",24.803
"2018-01-26",25.1583
"2018-01-27",25.4953
"2018-01-28",25.6637
"2018-01-29",25.9041
"2018-01-30",25.8048
"2018-01-31",25.3218
"2018-02-01",25.1782
"2018-02-02",24.9156
"2018-02-03",24.9596
"2018-02-04",25.5246
"2018-02-05",26.1096
"2018-02-06",26.1667
"2018-02-07",26.5621
"2018-02-08",26.3866
"2018-02-09",26.517
"2018-02-10",26.2978
"2018-02-11",26.6757
"2018-02-12",26.1332
"2018-02-13",26.3109
"2018-02-14",26.3342
"2018-02-15",26.7798
"2018-02-16",26.3427
"2018-02-17",25.8355
"2018-02-18",25.4206
"2018-02-19",25.0503
"2018-02-20",25.4296
"2018-02-21",25.2579
"2018-02-22",25.7859
"2018-02-23",26.5615
"2018-02-24",26.9589
"2018-02-25",26.7582
"2018-02-26",26.7523
"2018-02-27",26.5029
"2018-02-28",26.2484
"2018-03-01",27.4374
"2018-03-02",27.2809
"2018-03-03",27.15
"2018-03-04",26.9807
"2018-03-05",27.0433
"2018-03-06",26.7688
"2018-03-07",27.4572
"2018-03-08",27.6292
"2018-03-09",27.5296
"2018-03-10",28.0084
"2018-03-11",28.2644
"2018-03-12",25.7656
"2018-03-13",27.4309
"2018-03-14",27.7343
"2018-03-15",27.93
"2018-03-16",28.279
"2018-03-17",27.7701
"2018-03-18",28.112
"2018-03-19",27.7093
"2018-03-20",27.9296
"2018-03-21",28.1047
"2018-03-22",28.6941
"2018-03-23",29.0033
"2018-03-24",28.7903
"2018-03-25",28.9276
"2018-03-26",28.4479
"2018-03-27",28.6169
"2018-03-28",28.5853
"2018-03-29",29.0453
"2018-03-30",29.4681
"2018-03-31",29.3963
"2018-04-01",28.7385
"2018-04-02",28.3924
"2018-04-03",28.9759
"2018-04-04",29.425
"2018-04-05",29.2216
"2018-04-06",28.4052
"2018-04-07",28.2697
"2018-04-08",28.7713
"2018-04-09",27.9242
"2018-04-10",28.8069
"2018-04-11",28.2484
"2018-04-12",28.3369
"2018-04-13",27.1917
"2018-04-14",28.086
"2018-04-15",28.1067
"2018-04-16",29.0298
"2018-04-17",29.3508
"2018-04-18",28.4286
"2018-04-19",29.2649
"2018-04-20",29.1724
"2018-04-21",29.8943
"2018-04-22",29.1872
"2018-04-23",29.3361
"2018-04-24",29.3435
"2018-04-25",29.409
"2018-04-26",29.3189
"2018-04-27",29.2119
"2018-04-28",28.6079
"2018-04-29",29.2581
"2018-04-30",29.8578
"2018-05-01",30.1917
"2018-05-02",29.8746
"2018-05-03",29.5377
"2018-05-04",28.7651
"2018-05-05",28.5447
"2018-05-06",28.9344
"2018-05-07",28.6096
"2018-05-08",28.0416
"2018-05-09",27.9229
"2018-05-10",28.0052
"2018-05-11",28.4604
"2018-05-12",28.4781
"2018-05-13",28.2407
"2018-05-14",28.2136
"2018-05-15",28.2965
"2018-05-16",28.0089
"2018-05-17",27.5846
"2018-05-18",27.9134
"2018-05-19",28.331
"2018-05-20",28.0683
"2018-05-21",27.4929
"2018-05-22",28.4306
"2018-05-23",27.2924
"2018-05-24",27.6213
"2018-05-25",27.2077
"2018-05-26",27.743
"2018-05-27",28.1034
"2018-05-28",28.9617
"2018-05-29",29.2548
"2018-05-30",29.1792
"2018-05-31",29.0945
"2018-06-01",28.5272
"2018-06-02",28.4681
"2018-06-03",28.7449
"2018-06-04",28.9257
"2018-06-05",29.0026
"2018-06-06",28.8221
"2018-06-07",28.5409
"2018-06-08",28.8821
"2018-06-09",28.5971
"2018-06-10",28.7837
"2018-06-11",28.9523
"2018-06-12",28.953
"2018-06-13",28.6745
"2018-06-14",28.4558
"2018-06-15",28.7038
"2018-06-16",27.9878
"2018-06-17",28.5316
"2018-06-18",28.4307
"2018-06-19",28.2864
"2018-06-20",27.9824
"2018-06-21",28.2322
"2018-06-22",28.364
"2018-06-23",28.3178
"2018-06-24",28.319
"2018-06-25",28.444
"2018-06-26",28.5989
"2018-06-27",28.4126
"2018-06-28",28.61
"2018-06-29",28.2801
"2018-06-30",28.2057
"2018-07-01",27.9091
"2018-07-02",27.917
"2018-07-03",28.1894
"2018-07-04",28.5544
"2018-07-05",28.5766
"2018-07-06",28.9067
"2018-07-07",28.7247
"2018-07-08",28.7353
"2018-07-09",28.4532
"2018-07-10",28.0645
"2018-07-11",27.7532
"2018-07-12",28.1351
"2018-07-13",28.2743
"2018-07-14",28.2965
"2018-07-15",28.0909
"2018-07-16",28.2222
"2018-07-17",28.5909
"2018-07-18",28.794
"2018-07-19",28.1924
"2018-07-20",28.1466
"2018-07-21",28.2935
"2018-07-22",28.6958
"2018-07-23",28.8398
"2018-07-24",28.7935
"2018-07-25",28.5409
"2018-07-26",28.6901
"2018-07-27",28.4408
"2018-07-28",28.2726
"2018-07-29",27.878
"2018-07-30",27.7499
"2018-07-31",27.4771
"2018-08-01",27.5457
"2018-08-02",27.5741
"2018-08-03",27.5418
"2018-08-04",27.6336
"2018-08-05",27.8522
"2018-08-06",27.8838
"2018-08-07",27.5393
"2018-08-08",27.2974
"2018-08-09",27.6352
"2018-08-10",27.8197
"2018-08-11",27.5636
"2018-08-12",27.9618
"2018-08-13",27.6388
"2018-08-14",27.599
"2018-08-15",27.2295
"2018-08-16",27.6647
"2018-08-17",27.5881
"2018-08-18",27.987
"2018-08-19",27.8354
"2018-08-20",27.8275
"2018-08-21",27.604
"2018-08-22",27.8426
"2018-08-23",28.2025
"2018-08-24",27.763
"2018-08-25",27.5982
"2018-08-26",27.7084
"2018-08-27",27.6976
"2018-08-28",27.8598
"2018-08-29",27.7223
"2018-08-30",27.8294
"2018-08-31",27.4976
"2018-09-01",27.3004
"2018-09-02",27.3435
"2018-09-03",27.4415
"2018-09-04",27.3673
"2018-09-05",27.168
"2018-09-06",27.2456
"2018-09-07",27.5006
"2018-09-08",27.6999
"2018-09-09",27.999
"2018-09-10",27.899
"2018-09-11",27.9459
"2018-09-12",28.1084
"2018-09-13",27.8373
"2018-09-14",27.968
"2018-09-15",27.9053
"2018-09-16",27.7267
"2018-09-17",27.9927
"2018-09-18",28.1437
"2018-09-19",28.1176
"2018-09-20",28.0893
"2018-09-21",27.9859
"2018-09-22",28.4102
"2018-09-23",28.3136
"2018-09-24",27.5075
"2018-09-25",27.8925
"2018-09-26",28.1178
"2018-09-27",27.2694
"2018-09-28",27.0573
"2018-09-29",27.0893
"2018-09-30",27.7468
"2018-10-01",27.3227
"2018-10-02",26.9661
"2018-10-03",26.5715
"2018-10-04",26.7199
"2018-10-05",27.0563
"2018-10-06",26.8031
"2018-10-07",27.0276
"2018-10-08",26.4197
"2018-10-09",27.0206
"2018-10-10",28.1936
"2018-10-11",28.1592
"2018-10-12",27.7747
"2018-10-13",27.3417
"2018-10-14",27.5493
"2018-10-15",27.4845
"2018-10-16",26.7512
"2018-10-17",26.9552
"2018-10-18",27.1059
"2018-10-19",27.0464
"2018-10-20",26.5949
"2018-10-21",26.5723
"2018-10-22",26.7873
"2018-10-23",26.5801
"2018-10-24",26.4495
"2018-10-25",26.5511
"2018-10-26",25.9328
"2018-10-27",26.4969
"2018-10-28",26.3439
"2018-10-29",27.4236
"2018-10-30",26.7972
"2018-10-31",26.4336
