,"(deg C) Mean Temperature (ERA5) at Mullaitivu, 2007-01-01 to 2025-12-31"
"2015-11-17",27.1859
"2015-11-18",27.0454
"2015-11-19",26.9075
"2015-11-20",27.1032
"2015-11-21",26.1905
"2015-11-22",26.5156
"2015-11-23",26.4703
"2015-11-24",27.1099
"2015-11-25",27.1854
"2015-11-26",26.8773
"2015-11-27",26.3929
"2015-11-28",25.7061
"2015-11-29",25.9951
"2015-11-30",25.8371
"2015-12-01",26.0769
"2015-12-02",26.3382
"2015-12-03",26.36
"2015-12-04",25.8642
"2015-12-05",26.0086
"2015-12-06",26.5055
"2015-12-07",26.0131
"2015-12-08",25.2335
"2015-12-09",26.6429
"2015-12-10",26.2847
"2015-12-11",26.4477
"2015-12-12",27.1454
"2015-12-13",27.5873
"2015-12-14",26.1022
"2015-12-15",26.7706
"2015-12-16",26.7471
"2015-12-17",26.9286
"2015-12-18",26.3609
"2015-12-19",26.0042
"2015-12-20",27.1883
"2015-12-21",26.6912
"2015-12-22",26.6372
"2015-12-23",26.7901
"2015-12-24",26.5731
"2015-12-25",26.9484
"2015-12-26",26.8808
"2015-12-27",25.7544
"2015-12-28",26.0295
"2015-12-29",25.7078
"2015-12-30",26.7236
"2015-12-31",26.711
"2016-01-01",26.2667
"2016-01-02",25.3471
"2016-01-03",26.5631
"2016-01-04",26.6331
"2016-01-05",25.8143
"2016-01-06",25.6033
"2016-01-07",26.1783
"2016-01-08",26.1281
"2016-01-09",26.2796
"2016-01-10",26.2606
"2016-01-11",25.9786
"2016-01-12",25.7393
"2016-01-13",25.8336
"2016-01-14",25.0725
"2016-01-15",25.6567
"2016-01-16",25.4528
"2016-01-17",25.0823
"2016-01-18",25.7619
"2016-01-19",26.3873
"2016-01-20",26.9246
"2016-01-21",27.1235
"2016-01-22",26.7451
"2016-01-23",26.2129
"2016-01-24",26.3715
"2016-01-25",26.9174
"2016-01-26",26.7038
"2016-01-27",25.5708
"2016-01-28",25.4342
"2016-01-29",25.5835
"2016-01-30",26.1794
"2016-01-31",26.2341
"2016-02-01",26.1213
"2016-02-02",25.8634
"2016-02-03",25.8964
"2016-02-04",25.7884
"2016-02-05",26.402
"2016-02-06",26.934
"2016-02-07",27.0619
"2016-02-08",27.24
"2016-02-09",27.3706
"2016-02-10",26.6469
"2016-02-11",26.3569
"2016-02-12",25.939
"2016-02-13",26.1805
"2016-02-14",26.905
"2016-02-15",26.8955
"2016-02-16",27.3297
"2016-02-17",27.1098
"2016-02-18",27.3201
"2016-02-19",27.4402
"2016-02-20",27.4594
"2016-02-21",27.8757
"2016-02-22",27.2458
"2016-02-23",26.9008
"2016-02-24",28.0147
"2016-02-25",28.0205
"2016-02-26",28.1164
"2016-02-27",27.7667
"2016-02-28",27.6128
"2016-02-29",27.7109
"2016-03-01",28.063
"2016-03-02",27.6027
"2016-03-03",27.9302
"2016-03-04",27.6486
"2016-03-05",27.7293
"2016-03-06",28.0897
"2016-03-07",28.1581
"2016-03-08",28.2744
"2016-03-09",28.6096
"2016-03-10",29.0246
"2016-03-11",28.5663
"2016-03-12",28.7923
"2016-03-13",28.7378
"2016-03-14",28.2995
"2016-03-15",28.726
"2016-03-16",29.0117
"2016-03-17",28.6214
"2016-03-18",27.9658
"2016-03-19",28.4651
"2016-03-20",28.617
"2016-03-21",28.8093
"2016-03-22",30.0468
"2016-03-23",29.8394
"2016-03-24",28.8355
"2016-03-25",28.5952
"2016-03-26",28.6629
"2016-03-27",29.3314
"2016-03-28",28.315
"2016-03-29",29.0136
"2016-03-30",29.1469
"2016-03-31",29.2832
"2016-04-01",29.3248
"2016-04-02",29.2934
"2016-04-03",29.8047
"2016-04-04",29.685
"2016-04-05",29.8675
"2016-04-06",29.6579
"2016-04-07",30.1078
"2016-04-08",30.4798
"2016-04-09",30.3523
"2016-04-10",30.091
"2016-04-11",30.8519
"2016-04-12",31.0511
"2016-04-13",31.5396
"2016-04-14",31.293
"2016-04-15",30.8919
"2016-04-16",30.4423
"2016-04-17",30.7765
"2016-04-18",30.8346
"2016-04-19",29.8172
"2016-04-20",29.9414
"2016-04-21",30.7594
"2016-04-22",31.2806
"2016-04-23",31.7095
"2016-04-24",31.3799
"2016-04-25",31.6784
"2016-04-26",30.4666
"2016-04-27",31.1595
"2016-04-28",31.3177
"2016-04-29",31.0325
"2016-04-30",29.9109
"2016-05-01",30.403
"2016-05-02",30.9154
"2016-05-03",31.6268
"2016-05-04",31.0642
"2016-05-05",30.737
"2016-05-06",30.1292
"2016-05-07",29.8939
"2016-05-08",29.5837
"2016-05-09",29.5469
"2016-05-10",28.9566
"2016-05-11",28.3148
"2016-05-12",28.9558
"2016-05-13",30.0222
"2016-05-14",28.2507
"2016-05-15",26.4465
"2016-05-16",26.2629
"2016-05-17",26.7391
"2016-05-18",29.0489
"2016-05-19",28.9741
"2016-05-20",29.3919
"2016-05-21",30.1289
"2016-05-22",30.6309
"2016-05-23",30.6734
"2016-05-24",30.3
"2016-05-25",30.1002
"2016-05-26",30.3568
"2016-05-27",29.4714
"2016-05-28",29.5874
"2016-05-29",29.8671
"2016-05-30",29.6325
"2016-05-31",30.0672
"2016-06-01",30.0359
"2016-06-02",30.3378
"2016-06-03",30.1272
"2016-06-04",30.3534
"2016-06-05",30.215
"2016-06-06",29.768
"2016-06-07",28.9369
"2016-06-08",28.7803
"2016-06-09",29.4471
"2016-06-10",29.534
"2016-06-11",29.8638
"2016-06-12",30.0902
"2016-06-13",30.3022
"2016-06-14",30.2491
"2016-06-15",30.3942
"2016-06-16",29.8801
"2016-06-17",29.7882
"2016-06-18",29.5049
"2016-06-19",29.6225
"2016-06-20",29.4285
"2016-06-21",29.2886
"2016-06-22",29.5343
"2016-06-23",28.8629
"2016-06-24",29.1243
"2016-06-25",29.6665
"2016-06-26",29.9031
"2016-06-27",29.9132
"2016-06-28",29.5581
"2016-06-29",29.3841
"2016-06-30",30.0872
"2016-07-01",30.4132
"2016-07-02",30.5
"2016-07-03",30.9393
"2016-07-04",30.8153
"2016-07-05",30.5536
"2016-07-06",30.0767
"2016-07-07",30.2906
"2016-07-08",30.3653
"2016-07-09",30.4404
"2016-07-10",30.3956
"2016-07-11",30.5293
"2016-07-12",30.4535
"2016-07-13",30.139
"2016-07-14",29.9421
"2016-07-15",29.3932
"2016-07-16",28.5501
"2016-07-17",28.3887
"2016-07-18",28.8163
"2016-07-19",29.3119
"2016-07-20",29.3472
"2016-07-21",29.3691
"2016-07-22",29.4681
"2016-07-23",28.6824
"2016-07-24",28.7767
"2016-07-25",28.2812
"2016-07-26",27.874
"2016-07-27",28.8079
"2016-07-28",29.042
"2016-07-29",29.1552
"2016-07-30",28.8263
"2016-07-31",29.1341
"2016-08-01",29.2403
"2016-08-02",29.6175
"2016-08-03",29.3647
"2016-08-04",29.4981
"2016-08-05",29.8226
"2016-08-06",30.458
"2016-08-07",30.0499
"2016-08-08",30.3402
"2016-08-09",29.6032
"2016-08-10",29.7458
"2016-08-11",29.6582
"2016-08-12",29.744
"2016-08-13",29.4829
"2016-08-14",29.3747
"2016-08-15",29.446
"2016-08-16",29.5075
"2016-08-17",29.3362
"2016-08-18",29.556
"2016-08-19",29.9814
"2016-08-20",29.8937
"2016-08-21",29.4356
"2016-08-22",29.4909
"2016-08-23",29.164
"2016-08-24",29.5466
"2016-08-25",29.1
"2016-08-26",28.7503
"2016-08-27",28.2016
"2016-08-28",28.8682
"2016-08-29",28.5719
"2016-08-30",28.6239
"2016-08-31",27.6929
"2016-09-01",28.3827
"2016-09-02",28.071
"2016-09-03",28.9394
"2016-09-04",28.3453
"2016-09-05",28.7567
"2016-09-06",28.5058
"2016-09-07",29.1512
"2016-09-08",28.1705
"2016-09-09",28.481
"2016-09-10",28.6354
"2016-09-11",28.7429
"2016-09-12",28.7893
"2016-09-13",29.1595
"2016-09-14",29.5206
"2016-09-15",29.2147
"2016-09-16",28.7045
"2016-09-17",28.989
"2016-09-18",28.8223
"2016-09-19",29.4846
"2016-09-20",29.6616
"2016-09-21",29.4376
"2016-09-22",29.6492
"2016-09-23",29.6348
"2016-09-24",29.6822
"2016-09-25",29.3208
"2016-09-26",29.5201
"2016-09-27",29.9774
"2016-09-28",29.1982
"2016-09-29",28.8494
"2016-09-30",28.2764
"2016-10-01",28.7891
"2016-10-02",28.5749
"2016-10-03",28.9235
"2016-10-04",28.727
"2016-10-05",29.4402
"2016-10-06",29.4884
"2016-10-07",28.8661
"2016-10-08",28.6017
"2016-10-09",29.3308
"2016-10-10",29.3469
"2016-10-11",29.0201
"2016-10-12",29.3354
"2016-10-13",29.2634
"2016-10-14",28.2577
"2016-10-15",28.8057
"2016-10-16",28.464
"2016-10-17",28.8724
"2016-10-18",29.228
"2016-10-19",28.9543
"2016-10-20",28.7139
"2016-10-21",27.1365
"2016-10-22",27.675
"2016-10-23",28.4748
"2016-10-24",27.9023
"2016-10-25",27.3651
"2016-10-26",28.3118
"2016-10-27",28.1413
"2016-10-28",28.663
"2016-10-29",29.2669
"2016-10-30",27.9599
"2016-10-31",27.022
"2016-11-01",26.7446
"2016-11-02",26.2081
"2016-11-03",26.1992
"2016-11-04",26.667
"2016-11-05",27.6672
"2016-11-06",27.0926
"2016-11-07",27.1827
"2016-11-08",27.0826
"2016-11-09",26.6431
"2016-11-10",26.9955
"2016-11-11",27.5838
"2016-11-12",27.3035
"2016-11-13",27.3698
"2016-11-14",27.3814
"2016-11-15",27.711
"2016-11-16",26.4722
"2016-11-17",25.5206
"2016-11-18",25.8696
"2016-11-19",25.5146
"2016-11-20",25.6401
"2016-11-21",25.9921
"2016-11-22",26.2303
"2016-11-23",26.598
"2016-11-24",26.4161
"2016-11-25",26.5584
"2016-11-26",26.4067
"2016-11-27",25.6388
"2016-11-28",25.3049
"2016-11-29",25.9093
"2016-11-30",25.2175
"2016-12-01",22.2435
"2016-12-02",24.5536
"2016-12-03",26.3193
"2016-12-04",26.3152
"2016-12-05",26.6381
"2016-12-06",25.8943
"2016-12-07",25.944
"2016-12-08",26.239
"2016-12-09",26.0997
"2016-12-10",25.6435
"2016-12-11",26.3016
"2016-12-12",27.2125
"2016-12-13",26.9164
"2016-12-14",26.499
"2016-12-15",26.3119
"2016-12-16",26.5345
"2016-12-17",25.7001
"2016-12-18",25.6775
"2016-12-19",25.3968
"2016-12-20",26.2366
"2016-12-21",26.3651
"2016-12-22",25.2435
"2016-12-23",23.9363
"2016-12-24",23.857
"2016-12-25",25.011
"2016-12-26",25.7876
"2016-12-27",25.4108
"2016-12-28",25.3599
"2016-12-29",25.1948
"2016-12-30",25.2806
"2016-12-31",25.7859
"2017-01-01",25.6388
"2017-01-02",25.5402
"2017-01-03",25.5928
"2017-01-04",24.5411
"2017-01-05",24.5567
"2017-01-06",24.8895
"2017-01-07",24.0504
"2017-01-08",24.1764
"2017-01-09",24.0495
"2017-01-10",24.0184
"2017-01-11",24.066
"2017-01-12",24.4589
"2017-01-13",24.8458
"2017-01-14",24.6425
"2017-01-15",25.227
"2017-01-16",24.7902
"2017-01-17",24.5918
"2017-01-18",25.0032
"2017-01-19",25.4968
"2017-01-20",24.4716
"2017-01-21",24.9971
"2017-01-22",25.5541
"2017-01-23",25.4097
"2017-01-24",24.4052
"2017-01-25",24.9645
"2017-01-26",24.9553
"2017-01-27",24.5703
"2017-01-28",26.1887
"2017-01-29",26.3648
"2017-01-30",25.7693
"2017-01-31",24.7507
"2017-02-01",25.0688
"2017-02-02",25.0841
"2017-02-03",24.9513
"2017-02-04",24.9586
"2017-02-05",24.6445
"2017-02-06",24.6214
"2017-02-07",23.8387
"2017-02-08",23.8079
"2017-02-09",24.7276
"2017-02-10",25.4368
"2017-02-11",25.3549
"2017-02-12",25.5832
"2017-02-13",25.5237
"2017-02-14",25.7129
"2017-02-15",26.0797
"2017-02-16",25.9435
"2017-02-17",25.9516
"2017-02-18",25.9414
"2017-02-19",25.3324
"2017-02-20",25.4473
"2017-02-21",26.14
"2017-02-22",25.9731
"2017-02-23",26.8916
"2017-02-24",26.6801
"2017-02-25",26.0951
"2017-02-26",25.8585
"2017-02-27",26.1284
"2017-02-28",26.456
"2017-03-01",26.3393
"2017-03-02",26.0647
"2017-03-03",25.8938
"2017-03-04",25.8048
"2017-03-05",27.3785
"2017-03-06",27.7536
"2017-03-07",27.223
"2017-03-08",28.1024
"2017-03-09",28.1007
"2017-03-10",27.1809
"2017-03-11",27.1498
"2017-03-12",27.1773
"2017-03-13",27.3582
"2017-03-14",27.659
"2017-03-15",27.3239
"2017-03-16",27.4205
"2017-03-17",27.1551
"2017-03-18",27.7089
"2017-03-19",28.3891
"2017-03-20",28.3589
"2017-03-21",28.1888
"2017-03-22",27.5424
"2017-03-23",27.2229
"2017-03-24",26.5518
"2017-03-25",26.2119
"2017-03-26",26.682
"2017-03-27",28.0252
"2017-03-28",28.217
"2017-03-29",28.1812
"2017-03-30",28.7429
"2017-03-31",29.099
"2017-04-01",29.5047
"2017-04-02",29.355
"2017-04-03",29.5918
"2017-04-04",29.3906
"2017-04-05",30.0252
"2017-04-06",30.1197
"2017-04-07",30.0754
"2017-04-08",29.8814
"2017-04-09",29.5111
"2017-04-10",29.9812
"2017-04-11",29.2384
"2017-04-12",29.8005
"2017-04-13",29.3697
"2017-04-14",29.8851
"2017-04-15",30.6447
"2017-04-16",30.8497
"2017-04-17",30.7474
"2017-04-18",30.4956
"2017-04-19",30.2453
"2017-04-20",30.2245
"2017-04-21",30.1116
"2017-04-22",30.1758
"2017-04-23",30.6275
"2017-04-24",30.7392
"2017-04-25",30.6158
"2017-04-26",30.5672
"2017-04-27",30.9002
"2017-04-28",31.237
"2017-04-29",30.4194
"2017-04-30",30.0336
"2017-05-01",29.6873
"2017-05-02",29.4158
"2017-05-03",29.4851
"2017-05-04",29.721
"2017-05-05",29.9623
"2017-05-06",28.7208
"2017-05-07",28.1648
"2017-05-08",28.6543
"2017-05-09",29.6375
"2017-05-10",29.6065
"2017-05-11",29.4101
"2017-05-12",29.4444
"2017-05-13",29.9096
"2017-05-14",30.3215
"2017-05-15",30.6592
"2017-05-16",30.6856
"2017-05-17",30.6108
"2017-05-18",29.7626
"2017-05-19",30.4619
"2017-05-20",30.5319
"2017-05-21",30.1967
"2017-05-22",29.8896
"2017-05-23",29.7282
"2017-05-24",28.8426
"2017-05-25",29.9976
"2017-05-26",29.3904
"2017-05-27",30.0768
"2017-05-28",30.6106
"2017-05-29",30.1997
"2017-05-30",30.0275
"2017-05-31",29.9303
"2017-06-01",30.2817
"2017-06-02",30.2183
"2017-06-03",30.2968
"2017-06-04",30.7754
"2017-06-05",30.2794
"2017-06-06",30.1561
"2017-06-07",29.1063
"2017-06-08",30.4748
"2017-06-09",30.2526
"2017-06-10",30.4118
"2017-06-11",30.1025
"2017-06-12",30.3617
"2017-06-13",30.2502
"2017-06-14",29.591
"2017-06-15",29.6175
"2017-06-16",29.6212
"2017-06-17",30.2523
"2017-06-18",30.2973
"2017-06-19",30.0322
"2017-06-20",29.9937
"2017-06-21",30.2958
"2017-06-22",30.4345
"2017-06-23",29.6947
"2017-06-24",29.5463
"2017-06-25",29.6816
"2017-06-26",29.324
"2017-06-27",29.3952
"2017-06-28",30.0322
"2017-06-29",30.312
"2017-06-30",30.705
"2017-07-01",30.5779
"2017-07-02",30.4345
"2017-07-03",30.5761
"2017-07-04",30.8056
"2017-07-05",30.7371
"2017-07-06",30.4971
"2017-07-07",30.0018
"2017-07-08",29.6677
"2017-07-09",29.1465
"2017-07-10",29.5654
"2017-07-11",30.3938
"2017-07-12",29.3943
"2017-07-13",29.9414
"2017-07-14",30.0542
"2017-07-15",30.1904
"2017-07-16",29.8859
"2017-07-17",29.601
"2017-07-18",29.633
"2017-07-19",29.5094
"2017-07-20",29.9148
"2017-07-21",30.2818
"2017-07-22",30.6493
"2017-07-23",30.8627
"2017-07-24",31.1661
"2017-07-25",31.5522
"2017-07-26",31.3177
"2017-07-27",30.7216
"2017-07-28",30.1187
"2017-07-29",29.899
"2017-07-30",29.0703
"2017-07-31",29.0299
"2017-08-01",29.2136
"2017-08-02",29.2904
"2017-08-03",29.4429
"2017-08-04",30.1804
"2017-08-05",29.4294
"2017-08-06",29.5333
"2017-08-07",29.728
"2017-08-08",28.9974
"2017-08-09",28.559
"2017-08-10",28.6278
"2017-08-11",29.248
"2017-08-12",28.8879
"2017-08-13",28.3392
"2017-08-14",27.6685
"2017-08-15",27.8033
"2017-08-16",28.546
"2017-08-17",28.6941
"2017-08-18",28.7374
"2017-08-19",28.9348
"2017-08-20",29.19
"2017-08-21",29.3326
"2017-08-22",29.189
"2017-08-23",28.8891
"2017-08-24",29.0102
"2017-08-25",29.4206
"2017-08-26",29.7043
"2017-08-27",29.5888
"2017-08-28",29.4285
"2017-08-29",29.3498
"2017-08-30",29.9427
"2017-08-31",29.3718
"2017-09-01",27.6389
"2017-09-02",28.0503
"2017-09-03",28.4667
"2017-09-04",28.939
"2017-09-05",28.1074
"2017-09-06",28.6231
"2017-09-07",28.0442
"2017-09-08",28.1124
"2017-09-09",27.217
"2017-09-10",28.5706
"2017-09-11",28.7929
"2017-09-12",28.3668
"2017-09-13",27.0968
"2017-09-14",28.0156
"2017-09-15",28.9945
"2017-09-16",28.8736
"2017-09-17",28.2488
"2017-09-18",28.9976
"2017-09-19",29.355
"2017-09-20",29.3565
"2017-09-21",29.2056
"2017-09-22",29.3516
"2017-09-23",29.6659
"2017-09-24",29.0352
"2017-09-25",28.6642
"2017-09-26",28.6937
"2017-09-27",28.1987
"2017-09-28",28.4762
"2017-09-29",29.3039
"2017-09-30",29.4883
"2017-10-01",29.2888
"2017-10-02",29.8515
"2017-10-03",29.618
"2017-10-04",29.3177
"2017-10-05",28.8058
"2017-10-06",28.9252
"2017-10-07",29.2293
"2017-10-08",29.8377
"2017-10-09",29.1687
"2017-10-10",29.2653
"2017-10-11",28.3453
"2017-10-12",26.5667
"2017-10-13",27.0366
"2017-10-14",27.1769
"2017-10-15",28.2646
"2017-10-16",28.5187
"2017-10-17",27.2982
"2017-10-18",29.0312
"2017-10-19",28.67
"2017-10-20",28.352
"2017-10-21",28.2621
"2017-10-22",28.7621
"2017-10-23",28.5296
"2017-10-24",27.5781
"2017-10-25",28.004
"2017-10-26",27.1699
"2017-10-27",27.4905
"2017-10-28",27.0921
"2017-10-29",26.5631
"2017-10-30",26.1551
"2017-10-31",25.7958
"2017-11-01",26.3439
"2017-11-02",25.7958
"2017-11-03",26.0794
"2017-11-04",25.8431
"2017-11-05",26.4568
"2017-11-06",26.0253
"2017-11-07",25.8665
"2017-11-08",26.0668
"2017-11-09",26.5624
"2017-11-10",25.5489
"2017-11-11",25.934
"2017-11-12",25.9727
"2017-11-13",26.9604
"2017-11-14",27.3472
"2017-11-15",27.3675
"2017-11-16",27.5491
"2017-11-17",27.6663
"2017-11-18",27.5452
"2017-11-19",27.1134
"2017-11-20",27.217
"2017-11-21",26.8672
"2017-11-22",26.9342
"2017-11-23",27.5506
"2017-11-24",27.3591
"2017-11-25",26.3925
"2017-11-26",25.3448
"2017-11-27",25.9596
"2017-11-28",26.1281
"2017-11-29",26.1464
"2017-11-30",26.3275
"2017-12-01",25.6177
"2017-12-02",25.5254
"2017-12-03",25.8708
"2017-12-04",26.7972
"2017-12-05",26.1779
"2017-12-06",26.5937
"2017-12-07",26.3322
"2017-12-08",26.0448
"2017-12-09",26.5224
"2017-12-10",26.8036
"2017-12-11",26.8523
"2017-12-12",27.1106
"2017-12-13",26.9694
"2017-12-14",26.1331
"2017-12-15",26.1771
"2017-12-16",26.2053
"2017-12-17",26.4109
"2017-12-18",25.9069
"2017-12-19",25.0522
"2017-12-20",24.882
"2017-12-21",25.1141
"2017-12-22",25.6361
"2017-12-23",25.9809
"2017-12-24",25.7832
"2017-12-25",25.3864
"2017-12-26",25.5623
"2017-12-27",25.5706
"2017-12-28",24.5469
"2017-12-29",24.6097
"2017-12-30",24.856
"2017-12-31",25.0179
"2018-01-01",25.5165
"2018-01-02",25.313
"2018-01-03",25.4361
"2018-01-04",24.9621
"2018-01-05",24.5981
"2018-01-06",23.9676
"2018-01-07",23.6669
"2018-01-08",25.0041
"2018-01-09",23.9896
"2018-01-10",25.2073
"2018-01-11",25.3061
"2018-01-12",25.3563
"2018-01-13",25.8705
"2018-01-14",25.7927
"2018-01-15",25.2603
"2018-01-16",25.0681
"2018-01-17",23.8589
"2018-01-18",24.552
"2018-01-19",24.4393
"2018-01-20",24.3029
"2018-01-21",24.4741
"2018-01-22",24.7103
"2018-01-23",24.5055
"2018-01-24",24.2838
"2018-01-25",24.3307
"2018-01-26",24.7668
"2018-01-27",25.1555
"2018-01-28",25.6813
"2018-01-29",25.7935
"2018-01-30",25.5919
"2018-01-31",24.9771
"2018-02-01",24.6859
"2018-02-02",24.221
"2018-02-03",24.3959
"2018-02-04",25.3131
"2018-02-05",25.8409
"2018-02-06",25.8948
"2018-02-07",26.4891
"2018-02-08",26.029
"2018-02-09",26.1149
"2018-02-10",25.8538
"2018-02-11",26.2052
"2018-02-12",25.7273
"2018-02-13",25.7712
"2018-02-14",25.9637
"2018-02-15",26.6074
"2018-02-16",25.7612
"2018-02-17",25.0031
"2018-02-18",24.6514
"2018-02-19",24.3372
"2018-02-20",24.5855
"2018-02-21",24.5381
"2018-02-22",25.1932
"2018-02-23",26.3121
"2018-02-24",26.7766
"2018-02-25",26.5778
"2018-02-26",26.5259
"2018-02-27",26.2313
"2018-02-28",25.8256
"2018-03-01",27.2
"2018-03-02",26.8131
"2018-03-03",26.5071
"2018-03-04",26.3149
"2018-03-05",26.3457
"2018-03-06",26.1952
"2018-03-07",27.0503
"2018-03-08",27.1337
"2018-03-09",27.049
"2018-03-10",27.6357
"2018-03-11",27.8699
"2018-03-12",25.5497
"2018-03-13",27.3893
"2018-03-14",28.2509
"2018-03-15",27.8826
"2018-03-16",28.4225
"2018-03-17",27.5783
"2018-03-18",27.861
"2018-03-19",27.0676
"2018-03-20",27.2632
"2018-03-21",28.0795
"2018-03-22",28.5281
"2018-03-23",28.6281
"2018-03-24",28.3024
"2018-03-25",28.5169
"2018-03-26",27.9389
"2018-03-27",28.539
"2018-03-28",28.6331
"2018-03-29",29.4987
"2018-03-30",30.1494
"2018-03-31",30.023
"2018-04-01",29.0816
"2018-04-02",28.8035
"2018-04-03",28.9154
"2018-04-04",28.9583
"2018-04-05",28.6644
"2018-04-06",28.7805
"2018-04-07",27.8077
"2018-04-08",28.7946
"2018-04-09",27.8054
"2018-04-10",28.6873
"2018-04-11",28.308
"2018-04-12",28.3981
"2018-04-13",27.3
"2018-04-14",28.273
"2018-04-15",28.5241
"2018-04-16",29.1325
"2018-04-17",29.4057
"2018-04-18",28.8672
"2018-04-19",29.4593
"2018-04-20",29.7741
"2018-04-21",30.2983
"2018-04-22",29.7561
"2018-04-23",29.778
"2018-04-24",29.8469
"2018-04-25",30.0561
"2018-04-26",29.758
"2018-04-27",29.945
"2018-04-28",29.1489
"2018-04-29",29.9292
"2018-04-30",30.5684
"2018-05-01",31.0367
"2018-05-02",30.6042
"2018-05-03",29.3852
"2018-05-04",29.5116
"2018-05-05",28.5247
"2018-05-06",28.5885
"2018-05-07",28.3394
"2018-05-08",28.1648
"2018-05-09",27.8336
"2018-05-10",27.7844
"2018-05-11",28.4579
"2018-05-12",28.6901
"2018-05-13",28.4671
"2018-05-14",28.0757
"2018-05-15",28.3586
"2018-05-16",27.8358
"2018-05-17",27.7533
"2018-05-18",27.4015
"2018-05-19",28.2181
"2018-05-20",27.985
"2018-05-21",26.5924
"2018-05-22",28.2091
"2018-05-23",26.5904
"2018-05-24",27.2329
"2018-05-25",26.6242
"2018-05-26",28.1497
"2018-05-27",28.1307
"2018-05-28",29.2292
"2018-05-29",29.6994
"2018-05-30",29.5446
"2018-05-31",29.5598
"2018-06-01",28.9887
"2018-06-02",28.7458
"2018-06-03",29.2048
"2018-06-04",29.5281
"2018-06-05",29.5609
"2018-06-06",29.2617
"2018-06-07",29.0043
"2018-06-08",29.7941
"2018-06-09",29.4127
"2018-06-10",29.7479
"2018-06-11",29.9094
"2018-06-12",29.82
"2018-06-13",29.4231
"2018-06-14",29.3017
"2018-06-15",29.6161
"2018-06-16",28.5207
"2018-06-17",29.4303
"2018-06-18",29.3836
"2018-06-19",29.3199
"2018-06-20",28.8194
"2018-06-21",29.3157
"2018-06-22",29.3658
"2018-06-23",29.4401
"2018-06-24",29.4005
"2018-06-25",29.5313
"2018-06-26",29.7558
"2018-06-27",29.6522
"2018-06-28",29.8574
"2018-06-29",29.3074
"2018-06-30",28.6583
"2018-07-01",28.1096
"2018-07-02",28.1562
"2018-07-03",28.622
"2018-07-04",29.3314
"2018-07-05",29.4218
"2018-07-06",29.8651
"2018-07-07",29.4813
"2018-07-08",29.6507
"2018-07-09",29.3614
"2018-07-10",28.8736
"2018-07-11",28.2677
"2018-07-12",29.0601
"2018-07-13",29.5516
"2018-07-14",29.4023
"2018-07-15",29.0993
"2018-07-16",29.2531
"2018-07-17",29.4947
"2018-07-18",30.2111
"2018-07-19",28.9049
"2018-07-20",29.1921
"2018-07-21",29.3883
"2018-07-22",29.9296
"2018-07-23",30.4102
"2018-07-24",29.8536
"2018-07-25",29.5486
"2018-07-26",29.5507
"2018-07-27",29.3445
"2018-07-28",29.3385
"2018-07-29",29.035
"2018-07-30",28.8154
"2018-07-31",28.4296
"2018-08-01",28.706
"2018-08-02",28.7804
"2018-08-03",28.7079
"2018-08-04",28.8024
"2018-08-05",29.0448
"2018-08-06",28.9007
"2018-08-07",28.6529
"2018-08-08",28.3562
"2018-08-09",28.6477
"2018-08-10",28.8281
"2018-08-11",28.186
"2018-08-12",29.1018
"2018-08-13",28.7205
"2018-08-14",28.8947
"2018-08-15",27.939
"2018-08-16",28.9174
"2018-08-17",28.9468
"2018-08-18",29.262
"2018-08-19",29.2654
"2018-08-20",29.2568
"2018-08-21",29.2168
"2018-08-22",29.7847
"2018-08-23",30.1233
"2018-08-24",28.7494
"2018-08-25",28.8006
"2018-08-26",28.9237
"2018-08-27",28.7923
"2018-08-28",28.5189
"2018-08-29",28.265
"2018-08-30",28.641
"2018-08-31",27.7723
"2018-09-01",27.6909
"2018-09-02",27.8143
"2018-09-03",28.2169
"2018-09-04",28.3113
"2018-09-05",27.9043
"2018-09-06",27.9618
"2018-09-07",28.2454
"2018-09-08",28.7633
"2018-09-09",29.0013
"2018-09-10",28.3401
"2018-09-11",28.8148
"2018-09-12",29.2709
"2018-09-13",28.859
"2018-09-14",29.0584
"2018-09-15",28.8346
"2018-09-16",28.4944
"2018-09-17",28.5569
"2018-09-18",28.9481
"2018-09-19",28.8224
"2018-09-20",29.1255
"2018-09-21",29.0581
"2018-09-22",29.6158
"2018-09-23",29.2954
"2018-09-24",27.8694
"2018-09-25",28.268
"2018-09-26",28.5176
"2018-09-27",27.397
"2018-09-28",27.0374
"2018-09-29",27.5257
"2018-09-30",28.1631
"2018-10-01",27.4381
"2018-10-02",26.9099
"2018-10-03",26.3365
"2018-10-04",26.5746
"2018-10-05",26.9787
"2018-10-06",26.8942
"2018-10-07",27.1638
"2018-10-08",26.4078
"2018-10-09",26.196
"2018-10-10",28.099
"2018-10-11",28.4669
"2018-10-12",28.1939
"2018-10-13",27.5212
"2018-10-14",27.2744
"2018-10-15",27.1685
"2018-10-16",26.6945
"2018-10-17",26.7761
"2018-10-18",26.6847
"2018-10-19",27.1411
"2018-10-20",26.7416
"2018-10-21",26.716
"2018-10-22",27.0372
"2018-10-23",26.6645
"2018-10-24",26.4212
"2018-10-25",26.4018
"2018-10-26",25.5622
"2018-10-27",26.346
"2018-10-28",25.9107
"2018-10-29",27.1304
"2018-10-30",26.1637
"2018-10-31",26.3028
"2018-11-01",25.0937
"2018-11-02",26.2799
