,"(deg C) Mean Temperature (ERA5) at Galle, 2007-01-01 to 2025-12-31"
"2015-11-15",24.8723
"2015-11-16",25.8126
"2015-11-17",26.759
"2015-11-18",27.055
"2015-11-19",26.5223
"2015-11-20",26.9121
"2015-11-21",26.3075
"2015-11-22",26.6655
"2015-11-23",26.4367
"2015-11-24",26.476
"2015-11-25",26.8101
"2015-11-26",26.7076
"2015-11-27",26.7996
"2015-11-28",26.2911
"2015-11-29",25.8712
"2015-11-30",25.6851
"2015-12-01",25.917
"2015-12-02",25.7496
"2015-12-03",26.3566
"2015-12-04",25.9842
"2015-12-05",26.3451
"2015-12-06",26.426
"2015-12-07",25.9243
"2015-12-08",25.5326
"2015-12-09",26.7519
"2015-12-10",25.7438
"2015-12-11",25.9876
"2015-12-12",26.3242
"2015-12-13",27.0092
"2015-12-14",26.151
"2015-12-15",26.8754
"2015-12-16",25.967
"2015-12-17",26.4493
"2015-12-18",25.8118
"2015-12-19",25.4644
"2015-12-20",26.6361
"2015-12-21",26.0863
"2015-12-22",26.3504
"2015-12-23",26.6822
"2015-12-24",26.4704
"2015-12-25",26.6023
"2015-12-26",26.6836
"2015-12-27",26.2322
"2015-12-28",26.6316
"2015-12-29",26.3178
"2015-12-30",26.2738
"2015-12-31",26.8417
"2016-01-01",26.3995
"2016-01-02",25.8947
"2016-01-03",27.0315
"2016-01-04",27.0593
"2016-01-05",26.6877
"2016-01-06",26.4058
"2016-01-07",26.3514
"2016-01-08",26.1616
"2016-01-09",27.0276
"2016-01-10",26.7657
"2016-01-11",26.3795
"2016-01-12",26.6261
"2016-01-13",26.1001
"2016-01-14",25.9899
"2016-01-15",25.9355
"2016-01-16",26.3339
"2016-01-17",26.1211
"2016-01-18",25.947
"2016-01-19",26.6249
"2016-01-20",27.2936
"2016-01-21",27.2392
"2016-01-22",27.039
"2016-01-23",26.7163
"2016-01-24",26.8442
"2016-01-25",26.7791
"2016-01-26",26.7294
"2016-01-27",26.7638
"2016-01-28",26.5324
"2016-01-29",26.1161
"2016-01-30",25.9683
"2016-01-31",26.2664
"2016-02-01",27.0048
"2016-02-02",26.5803
"2016-02-03",25.8839
"2016-02-04",26.502
"2016-02-05",26.5616
"2016-02-06",27.2008
"2016-02-07",27.1077
"2016-02-08",27.4339
"2016-02-09",27.1789
"2016-02-10",26.9833
"2016-02-11",27.2107
"2016-02-12",27.1025
"2016-02-13",27.2499
"2016-02-14",27.4321
"2016-02-15",26.3994
"2016-02-16",26.5691
"2016-02-17",27.0818
"2016-02-18",27.2523
"2016-02-19",27.1551
"2016-02-20",26.2114
"2016-02-21",27.3762
"2016-02-22",27.6647
"2016-02-23",26.6914
"2016-02-24",27.5627
"2016-02-25",26.5057
"2016-02-26",27.7037
"2016-02-27",27.2301
"2016-02-28",27.9531
"2016-02-29",27.5435
"2016-03-01",27.5322
"2016-03-02",27.9278
"2016-03-03",28.1296
"2016-03-04",28.2585
"2016-03-05",27.8664
"2016-03-06",28.1455
"2016-03-07",27.9525
"2016-03-08",28.0793
"2016-03-09",28.3855
"2016-03-10",28.8585
"2016-03-11",28.6021
"2016-03-12",28.2181
"2016-03-13",28.4921
"2016-03-14",28.7741
"2016-03-15",28.3565
"2016-03-16",28.2234
"2016-03-17",28.7635
"2016-03-18",28.7618
"2016-03-19",28.0755
"2016-03-20",28.2691
"2016-03-21",28.1554
"2016-03-22",28.4121
"2016-03-23",28.7739
"2016-03-24",28.7812
"2016-03-25",28.7621
"2016-03-26",28.923
"2016-03-27",29.2095
"2016-03-28",27.669
"2016-03-29",28.1069
"2016-03-30",27.1752
"2016-03-31",27.8941
"2016-04-01",27.3538
"2016-04-02",28.0126
"2016-04-03",28.2967
"2016-04-04",27.4881
"2016-04-05",27.8032
"2016-04-06",27.928
"2016-04-07",28.0709
"2016-04-08",28.799
"2016-04-09",28.5831
"2016-04-10",28.2984
"2016-04-11",28.6024
"2016-04-12",28.8186
"2016-04-13",29.3746
"2016-04-14",28.5699
"2016-04-15",28.6659
"2016-04-16",28.1445
"2016-04-17",27.6868
"2016-04-18",28.3079
"2016-04-19",27.3832
"2016-04-20",27.3532
"2016-04-21",27.8646
"2016-04-22",28.2236
"2016-04-23",28.311
"2016-04-24",28.8378
"2016-04-25",28.7028
"2016-04-26",27.7003
"2016-04-27",28.4534
"2016-04-28",28.4738
"2016-04-29",28.4954
"2016-04-30",27.2853
"2016-05-01",28.0851
"2016-05-02",27.7155
"2016-05-03",27.7408
"2016-05-04",27.8903
"2016-05-05",27.7356
"2016-05-06",27.5153
"2016-05-07",27.4539
"2016-05-08",27.1727
"2016-05-09",27.0402
"2016-05-10",26.891
"2016-05-11",26.3
"2016-05-12",26.2014
"2016-05-13",26.5741
"2016-05-14",26.5095
"2016-05-15",25.7365
"2016-05-16",26.8881
"2016-05-17",26.5977
"2016-05-18",27.7665
"2016-05-19",27.0881
"2016-05-20",27.5847
"2016-05-21",27.3808
"2016-05-22",27.9104
"2016-05-23",27.9665
"2016-05-24",27.2536
"2016-05-25",27.6112
"2016-05-26",27.8666
"2016-05-27",26.4401
"2016-05-28",26.4953
"2016-05-29",26.8389
"2016-05-30",26.9696
"2016-05-31",26.8332
"2016-06-01",27.2579
"2016-06-02",27.4168
"2016-06-03",27.4206
"2016-06-04",27.5457
"2016-06-05",27.2946
"2016-06-06",27.6228
"2016-06-07",26.8558
"2016-06-08",26.3451
"2016-06-09",26.874
"2016-06-10",27.0781
"2016-06-11",27.5088
"2016-06-12",26.4767
"2016-06-13",27.0342
"2016-06-14",27.5954
"2016-06-15",27.6305
"2016-06-16",27.455
"2016-06-17",26.8038
"2016-06-18",26.3339
"2016-06-19",26.4513
"2016-06-20",26.4398
"2016-06-21",26.1554
"2016-06-22",26.6325
"2016-06-23",26.8659
"2016-06-24",26.9867
"2016-06-25",27.0454
"2016-06-26",26.9174
"2016-06-27",26.7916
"2016-06-28",26.5604
"2016-06-29",26.8485
"2016-06-30",27.0352
"2016-07-01",26.8108
"2016-07-02",27.3508
"2016-07-03",27.6831
"2016-07-04",27.3159
"2016-07-05",27.2654
"2016-07-06",27.3741
"2016-07-07",27.5096
"2016-07-08",26.8503
"2016-07-09",26.8296
"2016-07-10",26.8917
"2016-07-11",27.2937
"2016-07-12",26.4978
"2016-07-13",26.4819
"2016-07-14",26.4195
"2016-07-15",25.9991
"2016-07-16",25.855
"2016-07-17",25.8034
"2016-07-18",26.3341
"2016-07-19",26.6818
"2016-07-20",26.6666
"2016-07-21",26.7207
"2016-07-22",26.7581
"2016-07-23",26.2071
"2016-07-24",25.4325
"2016-07-25",25.6045
"2016-07-26",25.4299
"2016-07-27",25.3408
"2016-07-28",26.3951
"2016-07-29",26.0076
"2016-07-30",26.043
"2016-07-31",26.4229
"2016-08-01",26.9241
"2016-08-02",27.144
"2016-08-03",27.1869
"2016-08-04",26.9921
"2016-08-05",27.1213
"2016-08-06",27.3346
"2016-08-07",27.0898
"2016-08-08",27.0442
"2016-08-09",26.7694
"2016-08-10",26.8961
"2016-08-11",26.7782
"2016-08-12",26.6086
"2016-08-13",26.4376
"2016-08-14",26.5422
"2016-08-15",26.7181
"2016-08-16",26.7103
"2016-08-17",26.971
"2016-08-18",26.439
"2016-08-19",26.8316
"2016-08-20",26.403
"2016-08-21",26.528
"2016-08-22",26.2845
"2016-08-23",26.0257
"2016-08-24",26.5441
"2016-08-25",26.0689
"2016-08-26",26.0867
"2016-08-27",26.042
"2016-08-28",26.1292
"2016-08-29",26.197
"2016-08-30",25.6527
"2016-08-31",25.745
"2016-09-01",26.0214
"2016-09-02",25.7004
"2016-09-03",25.9749
"2016-09-04",25.8779
"2016-09-05",26.3225
"2016-09-06",26.1526
"2016-09-07",26.2049
"2016-09-08",25.8838
"2016-09-09",26.1923
"2016-09-10",26.3073
"2016-09-11",26.463
"2016-09-12",26.064
"2016-09-13",26.4553
"2016-09-14",26.4611
"2016-09-15",26.1406
"2016-09-16",26.4158
"2016-09-17",26.3537
"2016-09-18",26.1228
"2016-09-19",26.6314
"2016-09-20",26.7707
"2016-09-21",26.6741
"2016-09-22",26.7165
"2016-09-23",26.6594
"2016-09-24",26.7379
"2016-09-25",26.5422
"2016-09-26",26.6136
"2016-09-27",26.8526
"2016-09-28",26.5783
"2016-09-29",26.2082
"2016-09-30",26.3383
"2016-10-01",26.6862
"2016-10-02",26.3589
"2016-10-03",26.4257
"2016-10-04",26.5337
"2016-10-05",26.7002
"2016-10-06",26.7903
"2016-10-07",26.4309
"2016-10-08",26.6882
"2016-10-09",26.6212
"2016-10-10",26.8622
"2016-10-11",26.906
"2016-10-12",26.7068
"2016-10-13",26.5649
"2016-10-14",26.1617
"2016-10-15",25.9252
"2016-10-16",25.7624
"2016-10-17",26.1663
"2016-10-18",26.6005
"2016-10-19",26.071
"2016-10-20",26.9154
"2016-10-21",26.3906
"2016-10-22",26.1788
"2016-10-23",25.7293
"2016-10-24",24.9142
"2016-10-25",25.6476
"2016-10-26",25.8057
"2016-10-27",25.9453
"2016-10-28",26.4349
"2016-10-29",26.2753
"2016-10-30",25.8509
"2016-10-31",25.5743
"2016-11-01",25.5123
"2016-11-02",25.6903
"2016-11-03",25.4213
"2016-11-04",24.4185
"2016-11-05",25.5105
"2016-11-06",24.8344
"2016-11-07",26.3166
"2016-11-08",25.9382
"2016-11-09",25.7446
"2016-11-10",26.2085
"2016-11-11",26.7108
"2016-11-12",26.2435
"2016-11-13",26.229
"2016-11-14",25.9922
"2016-11-15",25.8603
"2016-11-16",25.5844
"2016-11-17",25.2039
"2016-11-18",25.9914
"2016-11-19",25.5349
"2016-11-20",25.422
"2016-11-21",25.6419
"2016-11-22",25.8313
"2016-11-23",26.0598
"2016-11-24",26.6417
"2016-11-25",26.8119
"2016-11-26",26.2702
"2016-11-27",26.6719
"2016-11-28",26.1652
"2016-11-29",25.5339
"2016-11-30",25.1924
"2016-12-01",25.6589
"2016-12-02",26.092
"2016-12-03",26.3322
"2016-12-04",26.0476
"2016-12-05",26.3418
"2016-12-06",26.349
"2016-12-07",26.5373
"2016-12-08",26.5109
"2016-12-09",25.6832
"2016-12-10",26.2874
"2016-12-11",26.7487
"2016-12-12",26.4602
"2016-12-13",25.2122
"2016-12-14",25.4044
"2016-12-15",26.1765
"2016-12-16",26.0282
"2016-12-17",25.7932
"2016-12-18",25.9789
"2016-12-19",26.2258
"2016-12-20",26.324
"2016-12-21",26.2132
"2016-12-22",26.0308
"2016-12-23",25.2647
"2016-12-24",24.7915
"2016-12-25",24.6183
"2016-12-26",25.5799
"2016-12-27",25.9647
"2016-12-28",25.7135
"2016-12-29",25.8043
"2016-12-30",25.899
"2016-12-31",26.0404
"2017-01-01",25.5689
"2017-01-02",26.3623
"2017-01-03",26.146
"2017-01-04",25.0511
"2017-01-05",24.8063
"2017-01-06",24.5668
"2017-01-07",24.6972
"2017-01-08",24.8291
"2017-01-09",24.4285
"2017-01-10",24.6043
"2017-01-11",24.7794
"2017-01-12",24.8336
"2017-01-13",24.8631
"2017-01-14",25.1868
"2017-01-15",25.8262
"2017-01-16",26.1992
"2017-01-17",25.5702
"2017-01-18",25.1855
"2017-01-19",25.8767
"2017-01-20",26.3025
"2017-01-21",26.1099
"2017-01-22",25.7083
"2017-01-23",25.3993
"2017-01-24",25.2282
"2017-01-25",25.9331
"2017-01-26",26.0207
"2017-01-27",24.9671
"2017-01-28",25.4933
"2017-01-29",26.2303
"2017-01-30",25.443
"2017-01-31",25.6518
"2017-02-01",25.9384
"2017-02-02",25.8072
"2017-02-03",25.6059
"2017-02-04",24.824
"2017-02-05",25.4701
"2017-02-06",25.5509
"2017-02-07",25.3488
"2017-02-08",25.3733
"2017-02-09",25.8803
"2017-02-10",26.1085
"2017-02-11",26.1485
"2017-02-12",25.7599
"2017-02-13",26.2429
"2017-02-14",26.0218
"2017-02-15",26.2817
"2017-02-16",26.6169
"2017-02-17",26.8277
"2017-02-18",26.0758
"2017-02-19",25.3206
"2017-02-20",25.3967
"2017-02-21",26.0362
"2017-02-22",25.9844
"2017-02-23",26.1002
"2017-02-24",25.8795
"2017-02-25",25.4402
"2017-02-26",24.9387
"2017-02-27",26.485
"2017-02-28",25.9943
"2017-03-01",24.9118
"2017-03-02",26.0946
"2017-03-03",26.5012
"2017-03-04",26.4441
"2017-03-05",27.171
"2017-03-06",27.4315
"2017-03-07",26.9098
"2017-03-08",26.8617
"2017-03-09",26.4632
"2017-03-10",25.8334
"2017-03-11",25.9404
"2017-03-12",26.5415
"2017-03-13",26.134
"2017-03-14",26.478
"2017-03-15",25.7142
"2017-03-16",25.9964
"2017-03-17",26.7557
"2017-03-18",26.7587
"2017-03-19",26.7791
"2017-03-20",26.7527
"2017-03-21",27.022
"2017-03-22",26.8782
"2017-03-23",26.6505
"2017-03-24",26.8033
"2017-03-25",26.1266
"2017-03-26",26.4056
"2017-03-27",26.4734
"2017-03-28",26.4954
"2017-03-29",26.0377
"2017-03-30",27.0892
"2017-03-31",26.8847
"2017-04-01",27.2426
"2017-04-02",26.5491
"2017-04-03",26.701
"2017-04-04",26.4316
"2017-04-05",27.2108
"2017-04-06",27.0002
"2017-04-07",27.3617
"2017-04-08",27.2013
"2017-04-09",27.0461
"2017-04-10",27.4086
"2017-04-11",26.5604
"2017-04-12",26.0023
"2017-04-13",25.7341
"2017-04-14",26.9691
"2017-04-15",28.0514
"2017-04-16",27.8206
"2017-04-17",28.0097
"2017-04-18",27.9138
"2017-04-19",27.779
"2017-04-20",27.8619
"2017-04-21",27.7493
"2017-04-22",27.9493
"2017-04-23",27.9956
"2017-04-24",27.5076
"2017-04-25",27.3691
"2017-04-26",27.1032
"2017-04-27",27.4209
"2017-04-28",27.8305
"2017-04-29",27.3662
"2017-04-30",27.3107
"2017-05-01",27.053
"2017-05-02",26.6135
"2017-05-03",26.9147
"2017-05-04",27.2791
"2017-05-05",27.6084
"2017-05-06",26.5085
"2017-05-07",26.6448
"2017-05-08",26.981
"2017-05-09",27.2928
"2017-05-10",27.057
"2017-05-11",26.6589
"2017-05-12",27.3613
"2017-05-13",27.6881
"2017-05-14",27.1771
"2017-05-15",27.4832
"2017-05-16",27.6656
"2017-05-17",28.1851
"2017-05-18",26.702
"2017-05-19",27.2027
"2017-05-20",27.26
"2017-05-21",27.0679
"2017-05-22",27.1626
"2017-05-23",26.9006
"2017-05-24",26.0502
"2017-05-25",25.8047
"2017-05-26",26.1169
"2017-05-27",27.2971
"2017-05-28",27.3408
"2017-05-29",27.1879
"2017-05-30",26.163
"2017-05-31",26.2151
"2017-06-01",26.3702
"2017-06-02",26.2835
"2017-06-03",26.6033
"2017-06-04",26.8526
"2017-06-05",26.5651
"2017-06-06",26.5639
"2017-06-07",26.5063
"2017-06-08",27.0414
"2017-06-09",27.0114
"2017-06-10",26.6676
"2017-06-11",26.3481
"2017-06-12",26.6434
"2017-06-13",26.5946
"2017-06-14",26.1475
"2017-06-15",26.1081
"2017-06-16",26.3865
"2017-06-17",26.9314
"2017-06-18",26.7621
"2017-06-19",26.314
"2017-06-20",26.6807
"2017-06-21",26.9862
"2017-06-22",26.8291
"2017-06-23",26.1512
"2017-06-24",25.7398
"2017-06-25",25.9672
"2017-06-26",26.1149
"2017-06-27",25.6712
"2017-06-28",26.5063
"2017-06-29",26.9723
"2017-06-30",26.857
"2017-07-01",26.3108
"2017-07-02",26.7985
"2017-07-03",27.2238
"2017-07-04",27.4304
"2017-07-05",26.9658
"2017-07-06",27.0469
"2017-07-07",26.9304
"2017-07-08",26.2786
"2017-07-09",25.2428
"2017-07-10",26.2142
"2017-07-11",26.8104
"2017-07-12",27.0876
"2017-07-13",26.9586
"2017-07-14",27.0002
"2017-07-15",27.0808
"2017-07-16",26.8879
"2017-07-17",27.2763
"2017-07-18",27.0804
"2017-07-19",26.3087
"2017-07-20",26.842
"2017-07-21",26.5952
"2017-07-22",27.5789
"2017-07-23",27.086
"2017-07-24",27.472
"2017-07-25",27.4843
"2017-07-26",27.3514
"2017-07-27",27.091
"2017-07-28",26.6772
"2017-07-29",26.8176
"2017-07-30",26.3234
"2017-07-31",26.2429
"2017-08-01",26.2899
"2017-08-02",26.4379
"2017-08-03",26.8639
"2017-08-04",26.8037
"2017-08-05",26.7594
"2017-08-06",26.2945
"2017-08-07",25.9474
"2017-08-08",26.6489
"2017-08-09",26.0809
"2017-08-10",26.3368
"2017-08-11",26.7052
"2017-08-12",26.5521
"2017-08-13",26.8211
"2017-08-14",26.1474
"2017-08-15",26.4296
"2017-08-16",26.4814
"2017-08-17",26.2577
"2017-08-18",25.5537
"2017-08-19",26.0206
"2017-08-20",26.5853
"2017-08-21",26.5875
"2017-08-22",26.0604
"2017-08-23",26.5005
"2017-08-24",26.4442
"2017-08-25",26.9623
"2017-08-26",26.7921
"2017-08-27",26.7042
"2017-08-28",26.094
"2017-08-29",26.4303
"2017-08-30",26.8773
"2017-08-31",26.9444
"2017-09-01",26.1248
"2017-09-02",26.0675
"2017-09-03",26.1575
"2017-09-04",26.5515
"2017-09-05",25.6377
"2017-09-06",25.4906
"2017-09-07",25.4364
"2017-09-08",25.5314
"2017-09-09",25.8625
"2017-09-10",26.3119
"2017-09-11",26.5841
"2017-09-12",26.2152
"2017-09-13",24.7881
"2017-09-14",25.8411
"2017-09-15",27.0322
"2017-09-16",26.631
"2017-09-17",26.4304
"2017-09-18",27.212
"2017-09-19",27.1876
"2017-09-20",26.5489
"2017-09-21",26.2202
"2017-09-22",26.5954
"2017-09-23",26.8844
"2017-09-24",26.3045
"2017-09-25",25.3863
"2017-09-26",25.7882
"2017-09-27",25.8822
"2017-09-28",26.4702
"2017-09-29",27.0142
"2017-09-30",26.4159
"2017-10-01",26.2816
"2017-10-02",26.6347
"2017-10-03",26.305
"2017-10-04",26.4496
"2017-10-05",25.9037
"2017-10-06",25.6331
"2017-10-07",25.8126
"2017-10-08",26.359
"2017-10-09",25.9862
"2017-10-10",26.4561
"2017-10-11",25.5719
"2017-10-12",25.7293
"2017-10-13",25.8539
"2017-10-14",25.271
"2017-10-15",25.9537
"2017-10-16",26.7643
"2017-10-17",26.9373
"2017-10-18",26.3466
"2017-10-19",25.8378
"2017-10-20",26.0094
"2017-10-21",26.7444
"2017-10-22",26.2289
"2017-10-23",26.6893
"2017-10-24",26.4428
"2017-10-25",26.4988
"2017-10-26",26.2845
"2017-10-27",26.2646
"2017-10-28",26.6087
"2017-10-29",25.9695
"2017-10-30",26.0052
"2017-10-31",25.3877
"2017-11-01",25.9399
"2017-11-02",25.6754
"2017-11-03",26.0256
"2017-11-04",25.9273
"2017-11-05",25.3577
"2017-11-06",25.4692
"2017-11-07",25.248
"2017-11-08",25.2936
"2017-11-09",26.2823
"2017-11-10",26.2679
"2017-11-11",26.4107
"2017-11-12",26.5737
"2017-11-13",26.6124
"2017-11-14",26.4647
"2017-11-15",26.6815
"2017-11-16",26.6076
"2017-11-17",26.7212
"2017-11-18",26.9264
"2017-11-19",26.2856
"2017-11-20",25.517
"2017-11-21",25.9127
"2017-11-22",25.7314
"2017-11-23",25.6349
"2017-11-24",26.2853
"2017-11-25",24.438
"2017-11-26",24.7427
"2017-11-27",25.455
"2017-11-28",25.6395
"2017-11-29",25.0869
"2017-11-30",24.6444
"2017-12-01",24.4883
"2017-12-02",25.0837
"2017-12-03",26.1838
"2017-12-04",25.7254
"2017-12-05",26.5434
"2017-12-06",26.2046
"2017-12-07",26.2121
"2017-12-08",25.8041
"2017-12-09",25.5569
"2017-12-10",26.0493
"2017-12-11",26.5727
"2017-12-12",25.9357
"2017-12-13",25.6859
"2017-12-14",25.2188
"2017-12-15",25.8136
"2017-12-16",25.4998
"2017-12-17",26.2508
"2017-12-18",25.9725
"2017-12-19",26.683
"2017-12-20",25.0066
"2017-12-21",25.1108
"2017-12-22",25.8897
"2017-12-23",26.2516
"2017-12-24",26.0997
"2017-12-25",26.468
"2017-12-26",26.107
"2017-12-27",25.8817
"2017-12-28",26.0123
"2017-12-29",26.014
"2017-12-30",25.7201
"2017-12-31",26.2399
"2018-01-01",26.0829
"2018-01-02",25.9286
"2018-01-03",25.5667
"2018-01-04",25.1573
"2018-01-05",25.1581
"2018-01-06",24.5669
"2018-01-07",24.3529
"2018-01-08",24.3593
"2018-01-09",25.4962
"2018-01-10",25.5462
"2018-01-11",25.5256
"2018-01-12",25.7303
"2018-01-13",25.6833
"2018-01-14",25.9289
"2018-01-15",25.8719
"2018-01-16",25.2826
"2018-01-17",25.3211
"2018-01-18",25.4266
"2018-01-19",25.4269
"2018-01-20",25.3621
"2018-01-21",25.5015
"2018-01-22",25.498
"2018-01-23",25.4651
"2018-01-24",26.0178
"2018-01-25",25.9202
"2018-01-26",26.275
"2018-01-27",26.5625
"2018-01-28",26.6285
"2018-01-29",27.0478
"2018-01-30",25.9148
"2018-01-31",25.7591
"2018-02-01",26.0229
"2018-02-02",26.2569
"2018-02-03",26.1718
"2018-02-04",25.8107
"2018-02-05",25.9489
"2018-02-06",26.1422
"2018-02-07",25.9725
"2018-02-08",25.5496
"2018-02-09",26.1071
"2018-02-10",26.0771
"2018-02-11",26.5958
"2018-02-12",26.3326
"2018-02-13",26.0628
"2018-02-14",26.4548
"2018-02-15",26.5286
"2018-02-16",26.6965
"2018-02-17",26.1805
"2018-02-18",26.167
"2018-02-19",26.1528
"2018-02-20",25.3404
"2018-02-21",25.7231
"2018-02-22",25.9494
"2018-02-23",26.4999
"2018-02-24",27.2385
"2018-02-25",25.7604
"2018-02-26",25.5246
"2018-02-27",25.3296
"2018-02-28",26.3489
"2018-03-01",27.0007
"2018-03-02",26.2079
"2018-03-03",26.2248
"2018-03-04",26.0474
"2018-03-05",26.5334
"2018-03-06",26.5181
"2018-03-07",26.7433
"2018-03-08",26.6914
"2018-03-09",25.5029
"2018-03-10",25.6531
"2018-03-11",25.7425
"2018-03-12",25.1661
"2018-03-13",26.2532
"2018-03-14",26.9434
"2018-03-15",27.0019
"2018-03-16",27.3019
"2018-03-17",27.103
"2018-03-18",27.6443
"2018-03-19",27.143
"2018-03-20",27.7327
"2018-03-21",27.2573
"2018-03-22",27.5545
"2018-03-23",27.2469
"2018-03-24",27.2176
"2018-03-25",27.3836
"2018-03-26",26.6181
"2018-03-27",26.615
"2018-03-28",27.0262
"2018-03-29",27.4941
"2018-03-30",27.8544
"2018-03-31",27.5254
"2018-04-01",26.5536
"2018-04-02",26.4919
"2018-04-03",26.7078
"2018-04-04",27.1879
"2018-04-05",26.6973
"2018-04-06",25.9981
"2018-04-07",25.5811
"2018-04-08",27.0089
"2018-04-09",26.2443
"2018-04-10",26.5162
"2018-04-11",26.0242
"2018-04-12",26.2889
"2018-04-13",25.8148
"2018-04-14",26.625
"2018-04-15",26.9663
"2018-04-16",26.7476
"2018-04-17",27.3215
"2018-04-18",26.0127
"2018-04-19",27.1578
"2018-04-20",26.981
"2018-04-21",27.2718
"2018-04-22",27.1811
"2018-04-23",27.3218
"2018-04-24",27.234
"2018-04-25",26.8245
"2018-04-26",26.6253
"2018-04-27",27.0346
"2018-04-28",26.4844
"2018-04-29",26.4886
"2018-04-30",27.4481
"2018-05-01",27.764
"2018-05-02",27.1223
"2018-05-03",26.9884
"2018-05-04",26.5746
"2018-05-05",26.4112
"2018-05-06",27.4536
"2018-05-07",26.8576
"2018-05-08",26.6096
"2018-05-09",26.714
"2018-05-10",26.6386
"2018-05-11",27.0355
"2018-05-12",26.436
"2018-05-13",26.7868
"2018-05-14",26.7377
"2018-05-15",27.1266
"2018-05-16",26.1854
"2018-05-17",26.1933
"2018-05-18",26.0942
"2018-05-19",26.8854
"2018-05-20",25.6486
"2018-05-21",25.526
"2018-05-22",26.4418
"2018-05-23",25.3486
"2018-05-24",25.7437
"2018-05-25",25.5513
"2018-05-26",26.2148
"2018-05-27",26.4203
"2018-05-28",27.3828
"2018-05-29",27.9893
"2018-05-30",28.1517
"2018-05-31",27.3677
"2018-06-01",26.6248
"2018-06-02",26.5886
"2018-06-03",26.7837
"2018-06-04",26.7371
"2018-06-05",27.106
"2018-06-06",26.4956
"2018-06-07",26.1446
"2018-06-08",27.0288
"2018-06-09",27.3095
"2018-06-10",27.0648
"2018-06-11",27.2228
"2018-06-12",27.3059
"2018-06-13",26.4626
"2018-06-14",26.6587
"2018-06-15",26.8687
"2018-06-16",25.9078
"2018-06-17",26.8621
"2018-06-18",26.4125
"2018-06-19",26.5212
"2018-06-20",26.7534
"2018-06-21",26.0212
"2018-06-22",26.2778
"2018-06-23",26.2124
"2018-06-24",26.2771
"2018-06-25",26.3185
"2018-06-26",26.0908
"2018-06-27",26.0257
"2018-06-28",26.047
"2018-06-29",25.9712
"2018-06-30",25.9277
"2018-07-01",26.6019
"2018-07-02",26.1573
"2018-07-03",26.7241
"2018-07-04",27.0248
"2018-07-05",26.8682
"2018-07-06",26.5007
"2018-07-07",26.6691
"2018-07-08",26.2756
"2018-07-09",25.8182
"2018-07-10",25.7187
"2018-07-11",25.3235
"2018-07-12",26.0098
"2018-07-13",26.2825
"2018-07-14",26.501
"2018-07-15",25.6218
"2018-07-16",25.5659
"2018-07-17",26.15
"2018-07-18",26.3329
"2018-07-19",26.2691
"2018-07-20",26.3591
"2018-07-21",26.5876
"2018-07-22",26.5356
"2018-07-23",26.5318
"2018-07-24",26.3288
"2018-07-25",26.1783
"2018-07-26",26.2753
"2018-07-27",26.2191
"2018-07-28",26.1504
"2018-07-29",26.0792
"2018-07-30",25.6879
"2018-07-31",25.5032
"2018-08-01",25.7065
"2018-08-02",26.0406
"2018-08-03",26.3379
"2018-08-04",26.7507
"2018-08-05",26.815
"2018-08-06",26.573
"2018-08-07",25.962
"2018-08-08",24.9177
"2018-08-09",25.642
"2018-08-10",26.0236
"2018-08-11",26.3797
"2018-08-12",25.9999
"2018-08-13",26.0227
"2018-08-14",25.6225
"2018-08-15",25.287
"2018-08-16",25.4578
"2018-08-17",25.6972
"2018-08-18",25.5341
"2018-08-19",25.7899
"2018-08-20",25.8113
"2018-08-21",25.7391
"2018-08-22",25.78
"2018-08-23",25.9345
"2018-08-24",25.4561
"2018-08-25",25.6666
"2018-08-26",25.6174
"2018-08-27",26.1101
"2018-08-28",26.121
"2018-08-29",25.7998
"2018-08-30",25.9396
"2018-08-31",26.2915
"2018-09-01",25.8727
"2018-09-02",26.0804
"2018-09-03",26.0315
"2018-09-04",25.9073
"2018-09-05",26.0119
"2018-09-06",26.7243
"2018-09-07",26.3615
"2018-09-08",26.3588
"2018-09-09",26.5694
"2018-09-10",26.4354
"2018-09-11",26.6139
"2018-09-12",26.5575
"2018-09-13",26.5619
"2018-09-14",26.5568
"2018-09-15",26.5456
"2018-09-16",27.0872
"2018-09-17",26.4625
"2018-09-18",26.7464
"2018-09-19",26.1273
"2018-09-20",26.0869
"2018-09-21",25.165
"2018-09-22",26.0261
"2018-09-23",26.2472
"2018-09-24",25.1152
"2018-09-25",25.4011
"2018-09-26",25.8997
"2018-09-27",25.7704
"2018-09-28",25.6775
"2018-09-29",25.6424
"2018-09-30",25.9659
"2018-10-01",25.8937
"2018-10-02",25.7079
"2018-10-03",25.7342
"2018-10-04",26.5095
"2018-10-05",26.1545
"2018-10-06",25.3396
"2018-10-07",25.7379
"2018-10-08",25.2346
"2018-10-09",25.3593
"2018-10-10",25.6469
"2018-10-11",25.1606
"2018-10-12",25.1956
"2018-10-13",25.3832
"2018-10-14",26.3369
"2018-10-15",26.5128
"2018-10-16",25.5031
"2018-10-17",25.5788
"2018-10-18",26.496
"2018-10-19",26.2315
"2018-10-20",25.2318
"2018-10-21",25.8622
"2018-10-22",25.5634
"2018-10-23",25.6679
"2018-10-24",25.4398
"2018-10-25",25.6318
"2018-10-26",25.6159
"2018-10-27",26.2289
"2018-10-28",25.9253
"2018-10-29",26.7947
"2018-10-30",27.1225
