,"(mm) Precipitation (CHIRPS) at Monaragala, 2007-01-01 to 2025-12-31"
"2016-06-20",0.0053
"2016-06-21",1.5599
"2016-06-22",1.0905
"2016-06-23",1.3531
"2016-06-24",0.245
"2016-06-25",0.8195
"2016-06-26",0
"2016-06-27",0
"2016-06-28",0.313
"2016-06-29",8.2574
"2016-06-30",2.1741
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0.2322
"2016-07-08",0.0102
"2016-07-09",0.1125
"2016-07-10",0.0011
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0.0762
"2016-07-15",4.7802
"2016-07-16",2.7241
"2016-07-17",3.8991
"2016-07-18",0.2147
"2016-07-19",0
"2016-07-20",1.0949
"2016-07-21",1.4526
"2016-07-22",0.0355
"2016-07-23",0.6578
"2016-07-24",0.9042
"2016-07-25",2.5298
"2016-07-26",19.1795
"2016-07-27",4.7577
"2016-07-28",1.1888
"2016-07-29",2.9487
"2016-07-30",0.7386
"2016-07-31",0.1265
"2016-08-01",0.263
"2016-08-02",0
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0.2912
"2016-08-06",0.0214
"2016-08-07",0.6777
"2016-08-08",1.1282
"2016-08-09",0.9304
"2016-08-10",0.603
"2016-08-11",0.0353
"2016-08-12",0.6468
"2016-08-13",0.9753
"2016-08-14",0.0234
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0.2324
"2016-08-20",0.0532
"2016-08-21",0.6882
"2016-08-22",4.4641
"2016-08-23",2.48
"2016-08-24",0.5815
"2016-08-25",0.253
"2016-08-26",4.0732
"2016-08-27",6.2411
"2016-08-28",0.0752
"2016-08-29",0.5081
"2016-08-30",0.9312
"2016-08-31",0.1391
"2016-09-01",0.0247
"2016-09-02",0.604
"2016-09-03",0.0137
"2016-09-04",0.338
"2016-09-05",0
"2016-09-06",0.0086
"2016-09-07",0.522
"2016-09-08",1.812
"2016-09-09",0.02
"2016-09-10",0.0104
"2016-09-11",0
"2016-09-12",0.0184
"2016-09-13",0
"2016-09-14",0.117
"2016-09-15",1.1842
"2016-09-16",0
"2016-09-17",0
"2016-09-18",2.6068
"2016-09-19",3.7588
"2016-09-20",0.4649
"2016-09-21",0.1302
"2016-09-22",0.0359
"2016-09-23",0.362
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0.6717
"2016-09-29",0.0807
"2016-09-30",0
"2016-10-01",5.5546
"2016-10-02",0
"2016-10-03",1.1449
"2016-10-04",0.0576
"2016-10-05",0
"2016-10-06",0.0254
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0
"2016-10-14",1.3805
"2016-10-15",1.1872
"2016-10-16",0.9458
"2016-10-17",0.3956
"2016-10-18",6.6159
"2016-10-19",4.5706
"2016-10-20",8.6643
"2016-10-21",1.5926
"2016-10-22",0.7544
"2016-10-23",2.1917
"2016-10-24",5.5568
"2016-10-25",6.7361
"2016-10-26",3.4878
"2016-10-27",0
"2016-10-28",1.3581
"2016-10-29",4.0012
"2016-10-30",4.4323
"2016-10-31",9.4025
"2016-11-01",21.603
"2016-11-02",15.761
"2016-11-03",24.9896
"2016-11-04",25.3546
"2016-11-05",5.6168
"2016-11-06",25.6098
"2016-11-07",0.4233
"2016-11-08",1.1271
"2016-11-09",0
"2016-11-10",0.7487
"2016-11-11",2.7845
"2016-11-12",4.4521
"2016-11-13",1.1176
"2016-11-14",7.187
"2016-11-15",0.0783
"2016-11-16",8.2223
"2016-11-17",20.703
"2016-11-18",28.6852
"2016-11-19",23.7745
"2016-11-20",35.5195
"2016-11-21",16.604
"2016-11-22",14.7972
"2016-11-23",1.9898
"2016-11-24",0.0055
"2016-11-25",13.9051
"2016-11-26",17.8365
"2016-11-27",17.4808
"2016-11-28",2.0631
"2016-11-29",2.2784
"2016-11-30",3.2385
"2016-12-01",0
"2016-12-02",0
"2016-12-03",2.0164
"2016-12-04",9.9293
"2016-12-05",0
"2016-12-06",0
"2016-12-07",5.2212
"2016-12-08",31.4109
"2016-12-09",4.9027
"2016-12-10",3.2053
"2016-12-11",0
"2016-12-12",0
"2016-12-13",1.5314
"2016-12-14",2.6281
"2016-12-15",0.4056
"2016-12-16",0.025
"2016-12-17",2.7921
"2016-12-18",3.9392
"2016-12-19",1.0797
"2016-12-20",0
"2016-12-21",0.5404
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",5.6364
"2016-12-28",3.041
"2016-12-29",0.0514
"2016-12-30",2.8858
"2016-12-31",0
"2017-01-01",7.2601
"2017-01-02",3.8524
"2017-01-03",1.5513
"2017-01-04",0.0005
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0.0591
"2017-01-21",3.1189
"2017-01-22",3.9887
"2017-01-23",43.5475
"2017-01-24",40.2237
"2017-01-25",20.1945
"2017-01-26",5.3711
"2017-01-27",45.3777
"2017-01-28",0.3037
"2017-01-29",0
"2017-01-30",3.6907
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",19.7173
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",8.5852
"2017-02-19",23.171
"2017-02-20",1.2005
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0.0068
"2017-02-24",4.574
"2017-02-25",13.2239
"2017-02-26",17.3892
"2017-02-27",1.938
"2017-02-28",14.2356
"2017-03-01",51.8673
"2017-03-02",5.7017
"2017-03-03",0.8993
"2017-03-04",4.7687
"2017-03-05",1.6192
"2017-03-06",5.9134
"2017-03-07",5.5067
"2017-03-08",0
"2017-03-09",1.7886
"2017-03-10",4.0814
"2017-03-11",7.0787
"2017-03-12",3.8755
"2017-03-13",14.7413
"2017-03-14",19.7311
"2017-03-15",15.219
"2017-03-16",2.3609
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0.0237
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0.0147
"2017-03-28",6.6687
"2017-03-29",3.9897
"2017-03-30",0.698
"2017-03-31",0
"2017-04-01",0.0006
"2017-04-02",9.1054
"2017-04-03",6.7531
"2017-04-04",3.9383
"2017-04-05",1.6492
"2017-04-06",0.2382
"2017-04-07",0
"2017-04-08",0.0098
"2017-04-09",0.0063
"2017-04-10",1.0053
"2017-04-11",6.8375
"2017-04-12",19.4427
"2017-04-13",14.8818
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0.1224
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",3.001
"2017-04-25",0
"2017-04-26",3.4585
"2017-04-27",0.0144
"2017-04-28",0
"2017-04-29",2.3453
"2017-04-30",0
"2017-05-01",0
"2017-05-02",5.3608
"2017-05-03",3.1571
"2017-05-04",0.0006
"2017-05-05",0
"2017-05-06",6.5497
"2017-05-07",2.7131
"2017-05-08",8.8027
"2017-05-09",4.5036
"2017-05-10",7.9935
"2017-05-11",8.6403
"2017-05-12",7.7624
"2017-05-13",5.4984
"2017-05-14",6.9245
"2017-05-15",2.1241
"2017-05-16",1.604
"2017-05-17",0
"2017-05-18",2.8937
"2017-05-19",6.1404
"2017-05-20",3.957
"2017-05-21",18.4745
"2017-05-22",10.7107
"2017-05-23",16.9946
"2017-05-24",10.0857
"2017-05-25",9.3572
"2017-05-26",52.9137
"2017-05-27",0
"2017-05-28",0
"2017-05-29",1.0612
"2017-05-30",3.3879
"2017-05-31",5.943
"2017-06-01",11.2913
"2017-06-02",1.0442
"2017-06-03",0.2576
"2017-06-04",0
"2017-06-05",4.6855
"2017-06-06",0.4008
"2017-06-07",3.0934
"2017-06-08",0.2689
"2017-06-09",0
"2017-06-10",0.0439
"2017-06-11",0.0012
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0.7441
"2017-06-15",2.2271
"2017-06-16",0.7919
"2017-06-17",0.1749
"2017-06-18",3.5659
"2017-06-19",2.2706
"2017-06-20",2.4227
"2017-06-21",0.4516
"2017-06-22",2.2008
"2017-06-23",0
"2017-06-24",0
"2017-06-25",0.3529
"2017-06-26",2.616
"2017-06-27",0.2673
"2017-06-28",1.0512
"2017-06-29",0
"2017-06-30",0.5627
"2017-07-01",0.7016
"2017-07-02",0.403
"2017-07-03",0.0602
"2017-07-04",0.028
"2017-07-05",0.0082
"2017-07-06",1.4489
"2017-07-07",1.3007
"2017-07-08",5.0074
"2017-07-09",2.8029
"2017-07-10",1.4165
"2017-07-11",0.3982
"2017-07-12",4.3949
"2017-07-13",0.1941
"2017-07-14",0.0283
"2017-07-15",0.0005
"2017-07-16",0.0036
"2017-07-17",0.0682
"2017-07-18",0.5772
"2017-07-19",0.0833
"2017-07-20",0
"2017-07-21",0.1511
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0.0222
"2017-07-25",1.3855
"2017-07-26",0.545
"2017-07-27",3.9041
"2017-07-28",2.3425
"2017-07-29",7.0954
"2017-07-30",1.3165
"2017-07-31",1.5256
"2017-08-01",0.5924
"2017-08-02",0.1022
"2017-08-03",0
"2017-08-04",1.482
"2017-08-05",0
"2017-08-06",6.336
"2017-08-07",5.6535
"2017-08-08",4.0485
"2017-08-09",5.972
"2017-08-10",8.7466
"2017-08-11",0.7096
"2017-08-12",1.7842
"2017-08-13",2.455
"2017-08-14",14.5288
"2017-08-15",0.5623
"2017-08-16",0.3779
"2017-08-17",0
"2017-08-18",20.0539
"2017-08-19",3.0893
"2017-08-20",0.0469
"2017-08-21",0
"2017-08-22",1.6303
"2017-08-23",3.262
"2017-08-24",4.1186
"2017-08-25",0.0964
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0
"2017-08-29",0
"2017-08-30",3.9074
"2017-08-31",1.1491
"2017-09-01",1.9333
"2017-09-02",0.7294
"2017-09-03",12.7979
"2017-09-04",2.0521
"2017-09-05",1.2763
"2017-09-06",3.1788
"2017-09-07",10.0897
"2017-09-08",8.4038
"2017-09-09",1.4843
"2017-09-10",0.7893
"2017-09-11",0.3321
"2017-09-12",0.0013
"2017-09-13",4.681
"2017-09-14",0.1623
"2017-09-15",0.7216
"2017-09-16",4.6554
"2017-09-17",0.6304
"2017-09-18",0.2647
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0.1172
"2017-09-22",0.0281
"2017-09-23",0.8126
"2017-09-24",2.3323
"2017-09-25",1.8418
"2017-09-26",4.3018
"2017-09-27",1.907
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0.443
"2017-10-02",0
"2017-10-03",0.0171
"2017-10-04",5.5606
"2017-10-05",3.0427
"2017-10-06",4.3477
"2017-10-07",3.2721
"2017-10-08",5.4274
"2017-10-09",5.7237
"2017-10-10",7.7605
"2017-10-11",29.1691
"2017-10-12",4.3105
"2017-10-13",6.5755
"2017-10-14",14.2462
"2017-10-15",0.5205
"2017-10-16",2.3728
"2017-10-17",0.1508
"2017-10-18",1.1621
"2017-10-19",0.5458
"2017-10-20",9.7463
"2017-10-21",0
"2017-10-22",0
"2017-10-23",9.875
"2017-10-24",12.3549
"2017-10-25",3.0445
"2017-10-26",3.3235
"2017-10-27",12.8335
"2017-10-28",12.7004
"2017-10-29",7.6266
"2017-10-30",8.9149
"2017-10-31",31.5021
"2017-11-01",20.3889
"2017-11-02",17.169
"2017-11-03",17.5255
"2017-11-04",24.9959
"2017-11-05",18.4302
"2017-11-06",25.3968
"2017-11-07",15.8047
"2017-11-08",11.9684
"2017-11-09",5.6891
"2017-11-10",13.0132
"2017-11-11",3.2706
"2017-11-12",5.0909
"2017-11-13",2.662
"2017-11-14",0
"2017-11-15",0
"2017-11-16",1.6051
"2017-11-17",1.8363
"2017-11-18",0.6186
"2017-11-19",2.9797
"2017-11-20",5.0677
"2017-11-21",0.3227
"2017-11-22",4.7656
"2017-11-23",18.8284
"2017-11-24",13.7464
"2017-11-25",26.8713
"2017-11-26",53.2422
"2017-11-27",43.6077
"2017-11-28",40.7435
"2017-11-29",34.4951
"2017-11-30",20.7422
"2017-12-01",16.7812
"2017-12-02",8.1078
"2017-12-03",16.757
"2017-12-04",4.036
"2017-12-05",1.2689
"2017-12-06",3.3102
"2017-12-07",0.2389
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0.0109
"2017-12-12",6.6448
"2017-12-13",19.0708
"2017-12-14",0.4774
"2017-12-15",14.0005
"2017-12-16",8.7435
"2017-12-17",0
"2017-12-18",0
"2017-12-19",3.034
"2017-12-20",47.336
"2017-12-21",2.6844
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",2.4079
"2017-12-26",0.6417
"2017-12-27",2.6153
"2017-12-28",0
"2017-12-29",2.4941
"2017-12-30",3.295
"2017-12-31",0
"2018-01-01",1.1853
"2018-01-02",0
"2018-01-03",0.0159
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0.0204
"2018-01-10",1.825
"2018-01-11",0.1525
"2018-01-12",0.15
"2018-01-13",0.0517
"2018-01-14",1.0493
"2018-01-15",0
"2018-01-16",2.5685
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0.8488
"2018-01-20",0.4107
"2018-01-21",1.7232
"2018-01-22",3.5515
"2018-01-23",1.5722
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",10.0881
"2018-01-28",0
"2018-01-29",5.8228
"2018-01-30",26.6079
"2018-01-31",13.3141
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",0.9229
"2018-02-07",6.2631
"2018-02-08",9.4345
"2018-02-09",2.9132
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0.2433
"2018-02-13",1.2592
"2018-02-14",0
"2018-02-15",0
"2018-02-16",2.1323
"2018-02-17",6.4926
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",4.9415
"2018-02-23",0
"2018-02-24",0.0854
"2018-02-25",25.0217
"2018-02-26",12.5909
"2018-02-27",7.5916
"2018-02-28",0.0822
"2018-03-01",0.0005
"2018-03-02",0.0324
"2018-03-03",2.9059
"2018-03-04",1.7613
"2018-03-05",0.018
"2018-03-06",0.0836
"2018-03-07",0
"2018-03-08",1.1429
"2018-03-09",16.0876
"2018-03-10",18.0339
"2018-03-11",28.3945
"2018-03-12",28.1304
"2018-03-13",0
"2018-03-14",1.0961
"2018-03-15",1.1574
"2018-03-16",2.4572
"2018-03-17",0.397
"2018-03-18",0
"2018-03-19",0.1033
"2018-03-20",0
"2018-03-21",1.8089
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",6.5494
"2018-03-26",0
"2018-03-27",0.884
"2018-03-28",7.3028
"2018-03-29",11.4314
"2018-03-30",0
"2018-03-31",9.2614
"2018-04-01",4.3555
"2018-04-02",6.8964
"2018-04-03",3.4351
"2018-04-04",0.9216
"2018-04-05",4.8641
"2018-04-06",12.6423
"2018-04-07",14.6711
"2018-04-08",3.3371
"2018-04-09",9.0693
"2018-04-10",4.1997
"2018-04-11",14.5768
"2018-04-12",9.8112
"2018-04-13",10.8861
"2018-04-14",0.9837
"2018-04-15",4.7686
"2018-04-16",3.4777
"2018-04-17",0
"2018-04-18",5.194
"2018-04-19",0.0647
"2018-04-20",0.9262
"2018-04-21",0.1326
"2018-04-22",6.2471
"2018-04-23",3.0261
"2018-04-24",3.916
"2018-04-25",0.9793
"2018-04-26",4.3474
"2018-04-27",2.9621
"2018-04-28",9.2639
"2018-04-29",6.1643
"2018-04-30",0.8369
"2018-05-01",0.2558
"2018-05-02",12.5288
"2018-05-03",6.6103
"2018-05-04",5.4731
"2018-05-05",13.761
"2018-05-06",5.5718
"2018-05-07",8.3433
"2018-05-08",12.2883
"2018-05-09",9.9697
"2018-05-10",8.145
"2018-05-11",8.0936
"2018-05-12",8.3172
"2018-05-13",9.7075
"2018-05-14",11.5653
"2018-05-15",10.5868
"2018-05-16",13.3872
"2018-05-17",21.1791
"2018-05-18",14.4698
"2018-05-19",11.4818
"2018-05-20",18.8515
"2018-05-21",9.0263
"2018-05-22",14.2978
"2018-05-23",25.0705
"2018-05-24",6.1282
"2018-05-25",14.3641
"2018-05-26",13.2199
"2018-05-27",6.5375
"2018-05-28",1.5214
"2018-05-29",0.4006
"2018-05-30",0.6032
"2018-05-31",0
"2018-06-01",0.1153
"2018-06-02",2.9378
"2018-06-03",3.6896
"2018-06-04",2.0946
"2018-06-05",3.6913
"2018-06-06",3.7236
"2018-06-07",1.8288
"2018-06-08",0
"2018-06-09",1.104
"2018-06-10",0.0884
"2018-06-11",0
"2018-06-12",0.5896
"2018-06-13",0.0216
"2018-06-14",0
"2018-06-15",0
"2018-06-16",4.602
"2018-06-17",2.8303
"2018-06-18",0.5971
"2018-06-19",0.0558
"2018-06-20",0
"2018-06-21",0
"2018-06-22",0
"2018-06-23",0
"2018-06-24",1.5795
"2018-06-25",0
"2018-06-26",0.1036
"2018-06-27",0.8358
"2018-06-28",2.7251
"2018-06-29",1.4001
"2018-06-30",3.0061
"2018-07-01",1.3305
"2018-07-02",3.4802
"2018-07-03",1.4021
"2018-07-04",0.0893
"2018-07-05",0.1083
"2018-07-06",2.6058
"2018-07-07",0.105
"2018-07-08",0.0013
"2018-07-09",0.0142
"2018-07-10",0.6827
"2018-07-11",5.6511
"2018-07-12",1.3573
"2018-07-13",0
"2018-07-14",1.396
"2018-07-15",7.1968
"2018-07-16",2.8395
"2018-07-17",0
"2018-07-18",0
"2018-07-19",1.7719
"2018-07-20",0.4952
"2018-07-21",0.0365
"2018-07-22",0
"2018-07-23",0
"2018-07-24",1.0077
"2018-07-25",0.0783
"2018-07-26",1.0468
"2018-07-27",3.1055
"2018-07-28",0.7897
"2018-07-29",0
"2018-07-30",0.2331
"2018-07-31",0.0823
"2018-08-01",1.6388
"2018-08-02",0.3774
"2018-08-03",2.8492
"2018-08-04",2.0752
"2018-08-05",0.1567
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0.9774
"2018-08-09",1.8185
"2018-08-10",2.2475
"2018-08-11",0.6076
"2018-08-12",5.8867
"2018-08-13",2.1377
"2018-08-14",3.7166
"2018-08-15",14.5961
"2018-08-16",15.4019
"2018-08-17",0.6781
"2018-08-18",0.6093
"2018-08-19",0.9182
"2018-08-20",0.5055
"2018-08-21",0.488
"2018-08-22",0
"2018-08-23",2.5846
"2018-08-24",4.1817
"2018-08-25",4.646
"2018-08-26",0.4543
"2018-08-27",0.302
"2018-08-28",3.9919
"2018-08-29",1.9468
"2018-08-30",6.1014
"2018-08-31",1.383
"2018-09-01",0.8336
"2018-09-02",0.1097
"2018-09-03",0.4561
"2018-09-04",0.1018
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0.3273
"2018-09-10",0.6562
"2018-09-11",0.5038
"2018-09-12",0.3067
"2018-09-13",1.3081
"2018-09-14",0.0788
"2018-09-15",0.8515
"2018-09-16",2.3023
"2018-09-17",3.2994
"2018-09-18",2.8208
"2018-09-19",2.2
"2018-09-20",0.2761
"2018-09-21",1.4045
"2018-09-22",1.7753
"2018-09-23",1.3083
"2018-09-24",8.338
"2018-09-25",5.9991
"2018-09-26",5.8671
"2018-09-27",6.4615
"2018-09-28",5.1787
"2018-09-29",4.4366
"2018-09-30",3.7293
"2018-10-01",5.2757
"2018-10-02",16.3235
"2018-10-03",19.7426
"2018-10-04",9.6418
"2018-10-05",7.6064
"2018-10-06",8.4029
"2018-10-07",14.0607
"2018-10-08",9.3915
"2018-10-09",15.8652
"2018-10-10",5.1305
"2018-10-11",2.2222
"2018-10-12",1.2948
"2018-10-13",8.0071
"2018-10-14",2.9007
"2018-10-15",2.6405
"2018-10-16",3.977
"2018-10-17",9.063
"2018-10-18",4.8872
"2018-10-19",12.004
"2018-10-20",17.8409
"2018-10-21",3.9736
"2018-10-22",7.4785
"2018-10-23",7.7084
"2018-10-24",6.2864
"2018-10-25",6.1861
"2018-10-26",22.7886
"2018-10-27",13.5936
"2018-10-28",25.0014
"2018-10-29",19.0001
"2018-10-30",13.4617
"2018-10-31",29.1079
"2018-11-01",15.6958
"2018-11-02",18.8774
"2018-11-03",19.3195
"2018-11-04",8.9831
"2018-11-05",41.0137
"2018-11-06",33.1977
"2018-11-07",10.207
"2018-11-08",8.72
"2018-11-09",19.0638
"2018-11-10",0.7178
"2018-11-11",0.2624
"2018-11-12",0
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",0.1579
"2018-11-17",12.6518
"2018-11-18",11.0611
"2018-11-19",14.5627
"2018-11-20",1.4465
"2018-11-21",25.5723
"2018-11-22",7.1497
"2018-11-23",0.2568
"2018-11-24",10.0817
"2018-11-25",4.1588
"2018-11-26",0.6153
"2018-11-27",8.1527
"2018-11-28",0.0012
"2018-11-29",0.0207
"2018-11-30",1.1654
"2018-12-01",0.0029
"2018-12-02",0.0377
"2018-12-03",16.391
"2018-12-04",0.0728
"2018-12-05",24.3585
"2018-12-06",9.2817
"2018-12-07",2.4343
"2018-12-08",9.0549
"2018-12-09",18.8235
"2018-12-10",10.6781
"2018-12-11",7.3816
"2018-12-12",1.9536
"2018-12-13",9.5624
"2018-12-14",4.7661
"2018-12-15",6.9221
"2018-12-16",1.9787
"2018-12-17",0
"2018-12-18",4.4803
"2018-12-19",0.2799
"2018-12-20",23.2175
"2018-12-21",2.3101
"2018-12-22",0.7632
"2018-12-23",1.8982
"2018-12-24",3.0771
"2018-12-25",1.1944
"2018-12-26",9.9957
"2018-12-27",5.1132
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",1.2449
"2019-01-11",2.6991
"2019-01-12",3.5835
"2019-01-13",16.0195
"2019-01-14",16.6524
"2019-01-15",2.415
"2019-01-16",3.7726
"2019-01-17",0.6173
"2019-01-18",0.0052
"2019-01-19",2.0315
"2019-01-20",3.6449
"2019-01-21",2.381
"2019-01-22",1.4316
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0.4882
"2019-01-26",1.0845
"2019-01-27",0.0041
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0.9357
"2019-02-03",1.2039
"2019-02-04",27.5036
"2019-02-05",6.8726
"2019-02-06",3.9361
"2019-02-07",0
"2019-02-08",16.7417
"2019-02-09",21.9798
"2019-02-10",1.6181
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",0.2175
"2019-02-15",0.689
"2019-02-16",36.4121
"2019-02-17",25.7421
"2019-02-18",11.3467
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",4.2338
"2019-02-27",10.103
"2019-02-28",4.4261
"2019-03-01",0.0524
"2019-03-02",0.6933
"2019-03-03",0.1583
"2019-03-04",3.8755
"2019-03-05",0.2278
"2019-03-06",0.0089
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0.0678
"2019-03-13",3.9092
"2019-03-14",0
"2019-03-15",0.5541
"2019-03-16",0.8467
"2019-03-17",5.3436
"2019-03-18",1.6042
"2019-03-19",0
"2019-03-20",0
"2019-03-21",1.1461
"2019-03-22",0.1933
"2019-03-23",6.5231
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",1.2367
"2019-03-31",0.463
"2019-04-01",1.4502
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",2.7403
"2019-04-06",1.1931
"2019-04-07",0.2665
"2019-04-08",2.3631
"2019-04-09",7.4763
"2019-04-10",6.1888
"2019-04-11",4.7714
"2019-04-12",1.5773
"2019-04-13",4.4967
"2019-04-14",0.0074
"2019-04-15",3.0362
"2019-04-16",10.7026
"2019-04-17",19.0159
"2019-04-18",3.1686
"2019-04-19",5.2826
"2019-04-20",9.7382
"2019-04-21",7.8229
"2019-04-22",5.2216
"2019-04-23",1.4142
"2019-04-24",3.9438
"2019-04-25",7.7439
"2019-04-26",8.2142
"2019-04-27",12.0859
"2019-04-28",3.6838
"2019-04-29",14.1166
"2019-04-30",5.8718
"2019-05-01",0
"2019-05-02",2.8241
"2019-05-03",4.5469
"2019-05-04",2.4728
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0
"2019-05-11",0.7997
"2019-05-12",4.292
"2019-05-13",1.7602
"2019-05-14",0.9716
"2019-05-15",0.0289
"2019-05-16",5.249
"2019-05-17",3.9528
"2019-05-18",3.7164
"2019-05-19",11.9543
"2019-05-20",5.1524
"2019-05-21",8.9356
"2019-05-22",4.7397
"2019-05-23",7.1693
"2019-05-24",1.7958
"2019-05-25",3.0141
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0.0041
"2019-05-30",10.7545
"2019-05-31",0.2534
"2019-06-01",2.4129
"2019-06-02",3.8269
"2019-06-03",3.6768
"2019-06-04",3.0997
"2019-06-05",2.4082
"2019-06-06",2.9583
"2019-06-07",5.6844
"2019-06-08",1.1921
"2019-06-09",0.3804
"2019-06-10",0.1557
"2019-06-11",0.5395
"2019-06-12",0.3186
"2019-06-13",0.0852
"2019-06-14",1.633
"2019-06-15",1.8254
"2019-06-16",0.068
"2019-06-17",2.5314
"2019-06-18",0.7457
"2019-06-19",0.0958
"2019-06-20",0.7923
"2019-06-21",1.0329
"2019-06-22",4.6572
"2019-06-23",0
"2019-06-24",0.3315
"2019-06-25",3.1856
"2019-06-26",0.7994
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",1.9782
"2019-07-01",2.1732
"2019-07-02",0.4294
"2019-07-03",0.5235
"2019-07-04",0.1101
"2019-07-05",0
"2019-07-06",0
"2019-07-07",1.1825
"2019-07-08",1.302
"2019-07-09",2.5857
"2019-07-10",3.7662
"2019-07-11",0
"2019-07-12",4.8507
"2019-07-13",0.5424
"2019-07-14",0.4273
"2019-07-15",0.7302
"2019-07-16",7.32
"2019-07-17",8.8286
"2019-07-18",3.8748
"2019-07-19",0.5173
"2019-07-20",5.5753
"2019-07-21",4.8148
"2019-07-22",8.5393
"2019-07-23",0
"2019-07-24",0
"2019-07-25",0.5457
"2019-07-26",0
"2019-07-27",0.0589
"2019-07-28",0.0318
"2019-07-29",0
"2019-07-30",0
"2019-07-31",1.3488
"2019-08-01",1.4547
"2019-08-02",3.0813
"2019-08-03",0
"2019-08-04",2.098
"2019-08-05",16.2662
"2019-08-06",9.569
"2019-08-07",8.3843
"2019-08-08",16.6768
"2019-08-09",0.0021
"2019-08-10",1.9265
