,"(mm) Precipitation (CHIRPS) at Mullaitivu, 2007-01-01 to 2025-12-31"
"2016-11-24",0
"2016-11-25",0
"2016-11-26",0.3083
"2016-11-27",3.0697
"2016-11-28",2.977
"2016-11-29",8.5721
"2016-11-30",27.8907
"2016-12-01",1.9146
"2016-12-02",0
"2016-12-03",0
"2016-12-04",0
"2016-12-05",0
"2016-12-06",0
"2016-12-07",0
"2016-12-08",0.4685
"2016-12-09",7.4246
"2016-12-10",4.2459
"2016-12-11",0.0396
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0
"2016-12-16",0
"2016-12-17",0
"2016-12-18",0.238
"2016-12-19",21.4129
"2016-12-20",0
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",5.3644
"2016-12-27",47.7392
"2016-12-28",0
"2016-12-29",0
"2016-12-30",0
"2016-12-31",0.2484
"2017-01-01",0
"2017-01-02",0
"2017-01-03",0
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0.138
"2017-01-21",0.6354
"2017-01-22",0.1679
"2017-01-23",19.2156
"2017-01-24",63.004
"2017-01-25",7.9091
"2017-01-26",15.3701
"2017-01-27",61.9786
"2017-01-28",0
"2017-01-29",0
"2017-01-30",0
"2017-01-31",0
"2017-02-01",0.0421
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",3.1403
"2017-02-14",0
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",0.2813
"2017-02-19",0.0771
"2017-02-20",2.6072
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",0.2114
"2017-02-25",2.021
"2017-02-26",0.0025
"2017-02-27",10.3943
"2017-02-28",0.8335
"2017-03-01",6.1078
"2017-03-02",1.3851
"2017-03-03",16.8717
"2017-03-04",12.9025
"2017-03-05",0.9599
"2017-03-06",5.4666
"2017-03-07",9.5931
"2017-03-08",0.5929
"2017-03-09",4.5571
"2017-03-10",5.9979
"2017-03-11",11.8933
"2017-03-12",4.1766
"2017-03-13",11.7597
"2017-03-14",5.703
"2017-03-15",1.8623
"2017-03-16",0.1241
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0.1312
"2017-03-21",0.0046
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",0.0108
"2017-03-29",0.0024
"2017-03-30",0
"2017-03-31",0
"2017-04-01",0
"2017-04-02",5.5898
"2017-04-03",5.1024
"2017-04-04",0.1319
"2017-04-05",0
"2017-04-06",0
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0.8219
"2017-04-10",0.8958
"2017-04-11",13.1884
"2017-04-12",0.1734
"2017-04-13",2.5953
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0
"2017-04-25",0
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0.0942
"2017-04-30",0
"2017-05-01",0.0455
"2017-05-02",1.6645
"2017-05-03",1.2246
"2017-05-04",1.3212
"2017-05-05",1.7301
"2017-05-06",5.8313
"2017-05-07",5.5537
"2017-05-08",0.5992
"2017-05-09",2.3928
"2017-05-10",3.8569
"2017-05-11",5.2804
"2017-05-12",1.497
"2017-05-13",2.0984
"2017-05-14",4.2303
"2017-05-15",0.0471
"2017-05-16",2.1582
"2017-05-17",4.8757
"2017-05-18",1.0421
"2017-05-19",1.0394
"2017-05-20",0.7667
"2017-05-21",10.7776
"2017-05-22",0.0874
"2017-05-23",8.1721
"2017-05-24",6.5521
"2017-05-25",0
"2017-05-26",0.0981
"2017-05-27",0
"2017-05-28",0
"2017-05-29",0
"2017-05-30",1.5094
"2017-05-31",0.064
"2017-06-01",0.1642
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0
"2017-06-05",0
"2017-06-06",0
"2017-06-07",0.7085
"2017-06-08",0.1802
"2017-06-09",0.0385
"2017-06-10",0.0214
"2017-06-11",0
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0
"2017-06-15",0
"2017-06-16",0
"2017-06-17",0
"2017-06-18",0
"2017-06-19",0
"2017-06-20",0
"2017-06-21",0
"2017-06-22",0
"2017-06-23",0
"2017-06-24",0.0084
"2017-06-25",0.1166
"2017-06-26",0.0033
"2017-06-27",0
"2017-06-28",0
"2017-06-29",0
"2017-06-30",0.0156
"2017-07-01",0.7036
"2017-07-02",0.9115
"2017-07-03",1.7861
"2017-07-04",0
"2017-07-05",0.0483
"2017-07-06",1.6392
"2017-07-07",2.6903
"2017-07-08",7.3678
"2017-07-09",1.3742
"2017-07-10",0
"2017-07-11",0.0167
"2017-07-12",3.1951
"2017-07-13",0.0176
"2017-07-14",1.9983
"2017-07-15",0
"2017-07-16",0.2309
"2017-07-17",0.0819
"2017-07-18",0.1376
"2017-07-19",0
"2017-07-20",0
"2017-07-21",0.065
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0.0796
"2017-07-25",0
"2017-07-26",0
"2017-07-27",6.1549
"2017-07-28",1.0504
"2017-07-29",1.7867
"2017-07-30",2.2571
"2017-07-31",4.8846
"2017-08-01",1.1014
"2017-08-02",3.5304
"2017-08-03",0
"2017-08-04",0
"2017-08-05",1.5719
"2017-08-06",3.9344
"2017-08-07",3.0178
"2017-08-08",2.2249
"2017-08-09",9.8347
"2017-08-10",1.4442
"2017-08-11",8.2647
"2017-08-12",0.5136
"2017-08-13",4.6351
"2017-08-14",4.2619
"2017-08-15",7.1666
"2017-08-16",0.2723
"2017-08-17",0
"2017-08-18",4.9706
"2017-08-19",0.5709
"2017-08-20",0
"2017-08-21",0.1753
"2017-08-22",0
"2017-08-23",3.0425
"2017-08-24",2.5419
"2017-08-25",8.8543
"2017-08-26",0.4363
"2017-08-27",0.0596
"2017-08-28",0.0355
"2017-08-29",0
"2017-08-30",2.3106
"2017-08-31",1.4587
"2017-09-01",1.542
"2017-09-02",1.0034
"2017-09-03",11.0252
"2017-09-04",0.8679
"2017-09-05",5.7327
"2017-09-06",9.7167
"2017-09-07",6.5066
"2017-09-08",12.4384
"2017-09-09",4.7962
"2017-09-10",4.4445
"2017-09-11",38.2132
"2017-09-12",1.5719
"2017-09-13",11.5537
"2017-09-14",0
"2017-09-15",1.6653
"2017-09-16",1.1582
"2017-09-17",4.1869
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",1.4617
"2017-09-23",2.9381
"2017-09-24",0.2931
"2017-09-25",7.3792
"2017-09-26",3.6675
"2017-09-27",0.1895
"2017-09-28",1.1856
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0.1083
"2017-10-03",2.8542
"2017-10-04",4.8775
"2017-10-05",5.5394
"2017-10-06",0.7164
"2017-10-07",0.6165
"2017-10-08",0.025
"2017-10-09",4.703
"2017-10-10",4.8194
"2017-10-11",10.9269
"2017-10-12",9.7699
"2017-10-13",11.9131
"2017-10-14",4.9224
"2017-10-15",4.2966
"2017-10-16",2.5609
"2017-10-17",8.1315
"2017-10-18",0
"2017-10-19",0
"2017-10-20",0
"2017-10-21",0
"2017-10-22",0
"2017-10-23",7.1547
"2017-10-24",11.6982
"2017-10-25",0.0798
"2017-10-26",5.5843
"2017-10-27",4.2199
"2017-10-28",6.2372
"2017-10-29",6.0231
"2017-10-30",31.4717
"2017-10-31",22.7672
"2017-11-01",20.9609
"2017-11-02",56.3256
"2017-11-03",42.1523
"2017-11-04",45.9644
"2017-11-05",22.4535
"2017-11-06",3.5374
"2017-11-07",15.0217
"2017-11-08",12.6028
"2017-11-09",6.9038
"2017-11-10",15.2089
"2017-11-11",0.1231
"2017-11-12",39.1897
"2017-11-13",0.0097
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0.1545
"2017-11-17",0
"2017-11-18",1.2852
"2017-11-19",0
"2017-11-20",0.3339
"2017-11-21",0.3183
"2017-11-22",5.3456
"2017-11-23",0.0123
"2017-11-24",3.2366
"2017-11-25",29.1202
"2017-11-26",22.1059
"2017-11-27",34.6344
"2017-11-28",18.3255
"2017-11-29",10.4766
"2017-11-30",36.6341
"2017-12-01",18.2573
"2017-12-02",33.5972
"2017-12-03",5.1156
"2017-12-04",0.6882
"2017-12-05",1.29
"2017-12-06",0.2772
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0.628
"2017-12-13",0
"2017-12-14",1.4466
"2017-12-15",0.3775
"2017-12-16",0.0128
"2017-12-17",0
"2017-12-18",0
"2017-12-19",12.3777
"2017-12-20",12.2759
"2017-12-21",0
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",0.2082
"2017-12-26",2.1682
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",1.032
"2018-01-10",0
"2018-01-11",0.3481
"2018-01-12",21.4586
"2018-01-13",4.2149
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0.3236
"2018-01-20",0.3218
"2018-01-21",0
"2018-01-22",0.9545
"2018-01-23",0
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0.6281
"2018-01-27",0.1947
"2018-01-28",0
"2018-01-29",0.7673
"2018-01-30",1.2474
"2018-01-31",0
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0.2635
"2018-02-06",0.043
"2018-02-07",0.6747
"2018-02-08",0
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0
"2018-02-15",0
"2018-02-16",3.504
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0
"2018-02-23",0
"2018-02-24",0
"2018-02-25",2.9037
"2018-02-26",1.8801
"2018-02-27",0.9929
"2018-02-28",8.5415
"2018-03-01",0
"2018-03-02",0
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0.2584
"2018-03-07",0
"2018-03-08",0
"2018-03-09",5.0412
"2018-03-10",0.0599
"2018-03-11",0.2848
"2018-03-12",29.1378
"2018-03-13",5.3282
"2018-03-14",4.5885
"2018-03-15",7.4543
"2018-03-16",2.552
"2018-03-17",0.005
"2018-03-18",0
"2018-03-19",0
"2018-03-20",0
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",0.1955
"2018-03-26",8.106
"2018-03-27",0.009
"2018-03-28",2.9987
"2018-03-29",1.6783
"2018-03-30",0
"2018-03-31",0
"2018-04-01",1.0032
"2018-04-02",0
"2018-04-03",0
"2018-04-04",0
"2018-04-05",0.6861
"2018-04-06",1.4624
"2018-04-07",0.5654
"2018-04-08",3.6386
"2018-04-09",4.7884
"2018-04-10",0
"2018-04-11",2.8142
"2018-04-12",2.1445
"2018-04-13",10.6014
"2018-04-14",2.3776
"2018-04-15",3.8238
"2018-04-16",0
"2018-04-17",0
"2018-04-18",0.3011
"2018-04-19",2.5194
"2018-04-20",0.553
"2018-04-21",0
"2018-04-22",0.7503
"2018-04-23",0.2586
"2018-04-24",2.0321
"2018-04-25",2.3935
"2018-04-26",3.7189
"2018-04-27",5.1097
"2018-04-28",9.6636
"2018-04-29",0
"2018-04-30",0.3858
"2018-05-01",3.378
"2018-05-02",3.7217
"2018-05-03",1.4355
"2018-05-04",0.2549
"2018-05-05",4.138
"2018-05-06",4.0485
"2018-05-07",7.937
"2018-05-08",4.8582
"2018-05-09",4.7636
"2018-05-10",1.8424
"2018-05-11",3.7214
"2018-05-12",4.9583
"2018-05-13",2.5951
"2018-05-14",6.8216
"2018-05-15",3.3999
"2018-05-16",9.4942
"2018-05-17",9.2187
"2018-05-18",5.1204
"2018-05-19",6.9006
"2018-05-20",8.7059
"2018-05-21",6.5375
"2018-05-22",8.4485
"2018-05-23",7.7374
"2018-05-24",8.3149
"2018-05-25",6.9863
"2018-05-26",0.13
"2018-05-27",4.3375
"2018-05-28",0.0508
"2018-05-29",0
"2018-05-30",0.5432
"2018-05-31",0
"2018-06-01",0.3054
"2018-06-02",0.3327
"2018-06-03",0.0653
"2018-06-04",0
"2018-06-05",0
"2018-06-06",0.09
"2018-06-07",0.0181
"2018-06-08",0
"2018-06-09",0
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0
"2018-06-13",0
"2018-06-14",0
"2018-06-15",0
"2018-06-16",0
"2018-06-17",0
"2018-06-18",0
"2018-06-19",0
"2018-06-20",0
"2018-06-21",0.0002
"2018-06-22",0.0015
"2018-06-23",0.0056
"2018-06-24",0
"2018-06-25",0
"2018-06-26",0
"2018-06-27",0
"2018-06-28",0.0132
"2018-06-29",0.2759
"2018-06-30",0.9314
"2018-07-01",2.0019
"2018-07-02",2.4119
"2018-07-03",0.3751
"2018-07-04",0.606
"2018-07-05",0.275
"2018-07-06",1.385
"2018-07-07",0
"2018-07-08",0.5673
"2018-07-09",0.2437
"2018-07-10",0.0435
"2018-07-11",1.3681
"2018-07-12",0.2887
"2018-07-13",0.0451
"2018-07-14",0
"2018-07-15",4.9872
"2018-07-16",3.4221
"2018-07-17",0
"2018-07-18",0
"2018-07-19",2.1513
"2018-07-20",2.4554
"2018-07-21",0.0165
"2018-07-22",0
"2018-07-23",0.1056
"2018-07-24",0.2905
"2018-07-25",0
"2018-07-26",1.4917
"2018-07-27",3.1997
"2018-07-28",0.0387
"2018-07-29",0
"2018-07-30",0.0132
"2018-07-31",0.0652
"2018-08-01",0.3728
"2018-08-02",0.6564
"2018-08-03",0.3714
"2018-08-04",1.382
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0.0717
"2018-08-10",1.018
"2018-08-11",1.2345
"2018-08-12",0.8906
"2018-08-13",0.489
"2018-08-14",1.6993
"2018-08-15",1.1544
"2018-08-16",0.4765
"2018-08-17",0.0693
"2018-08-18",0.539
"2018-08-19",0.069
"2018-08-20",0.3326
"2018-08-21",0
"2018-08-22",0
"2018-08-23",0.0001
"2018-08-24",2.3368
"2018-08-25",3.486
"2018-08-26",7.5452
"2018-08-27",1.3468
"2018-08-28",4.523
"2018-08-29",1.0493
"2018-08-30",0.9934
"2018-08-31",5.1488
"2018-09-01",1.9222
"2018-09-02",0.1243
"2018-09-03",2.8499
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0.2825
"2018-09-10",1.5276
"2018-09-11",0.1801
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",0.2641
"2018-09-16",1.5318
"2018-09-17",5.5515
"2018-09-18",1.0948
"2018-09-19",6.731
"2018-09-20",0
"2018-09-21",0
"2018-09-22",0
"2018-09-23",0.3999
"2018-09-24",2.9458
"2018-09-25",1.3747
"2018-09-26",4.6904
"2018-09-27",10.2578
"2018-09-28",6.8238
"2018-09-29",1.8922
"2018-09-30",0.109
"2018-10-01",0.8494
"2018-10-02",8.5887
"2018-10-03",21.4436
"2018-10-04",24.8802
"2018-10-05",9.5013
"2018-10-06",5.451
"2018-10-07",5.8849
"2018-10-08",11.8467
"2018-10-09",27.5804
"2018-10-10",3.2407
"2018-10-11",1.3325
"2018-10-12",1.4929
"2018-10-13",7.9411
"2018-10-14",5.8977
"2018-10-15",2.1548
"2018-10-16",2.6796
"2018-10-17",7.6309
"2018-10-18",1.1734
"2018-10-19",1.1571
"2018-10-20",7.7487
"2018-10-21",4.0078
"2018-10-22",4.9457
"2018-10-23",2.326
"2018-10-24",5.6353
"2018-10-25",3.2607
"2018-10-26",23.4163
"2018-10-27",8.1426
"2018-10-28",25.1554
"2018-10-29",42.37
"2018-10-30",13.5264
"2018-10-31",7.318
"2018-11-01",40.7881
"2018-11-02",26.173
"2018-11-03",21.5661
"2018-11-04",0.9994
"2018-11-05",54.4714
"2018-11-06",53.8184
"2018-11-07",49.1382
"2018-11-08",20.5551
"2018-11-09",5.2776
"2018-11-10",0
"2018-11-11",7.8285
"2018-11-12",0.0968
"2018-11-13",0
"2018-11-14",1.5526
"2018-11-15",11.8436
"2018-11-16",19.9364
"2018-11-17",4.1733
"2018-11-18",9.9348
"2018-11-19",12.1852
"2018-11-20",10.6787
"2018-11-21",2.266
"2018-11-22",5.1606
"2018-11-23",16.4214
"2018-11-24",2.9483
"2018-11-25",0
"2018-11-26",0
"2018-11-27",0
"2018-11-28",0.3827
"2018-11-29",0.8687
"2018-11-30",0
"2018-12-01",0.5141
"2018-12-02",0
"2018-12-03",21.6721
"2018-12-04",3.1528
"2018-12-05",13.4518
"2018-12-06",4.2264
"2018-12-07",0.0229
"2018-12-08",0
"2018-12-09",9.7927
"2018-12-10",8.5634
"2018-12-11",2.9648
"2018-12-12",0.2098
"2018-12-13",3.3077
"2018-12-14",1.9984
"2018-12-15",10.3769
"2018-12-16",14.5222
"2018-12-17",0
"2018-12-18",0
"2018-12-19",0
"2018-12-20",14.6322
"2018-12-21",13.0174
"2018-12-22",6.8072
"2018-12-23",11.7027
"2018-12-24",15.1957
"2018-12-25",8.1846
"2018-12-26",9.4909
"2018-12-27",0
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0.069
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0
"2019-01-12",0.2699
"2019-01-13",0.0104
"2019-01-14",0
"2019-01-15",0
"2019-01-16",0.9162
"2019-01-17",0
"2019-01-18",0
"2019-01-19",2.4546
"2019-01-20",7.8926
"2019-01-21",0.537
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0.0809
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0.0205
"2019-02-01",0
"2019-02-02",0
"2019-02-03",0
"2019-02-04",35.0036
"2019-02-05",37.7289
"2019-02-06",0
"2019-02-07",0
"2019-02-08",0
"2019-02-09",4.0145
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",0.0016
"2019-02-15",0
"2019-02-16",0
"2019-02-17",0
"2019-02-18",0
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",0
"2019-02-27",0.0551
"2019-02-28",0
"2019-03-01",0
"2019-03-02",0
"2019-03-03",0
"2019-03-04",0
"2019-03-05",0.0757
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0.0465
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0
"2019-03-14",0
"2019-03-15",0.031
"2019-03-16",0
"2019-03-17",0
"2019-03-18",0
"2019-03-19",0
"2019-03-20",0
"2019-03-21",0.3614
"2019-03-22",0.0927
"2019-03-23",0.0935
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0
"2019-04-08",0.0857
"2019-04-09",0
"2019-04-10",0.9243
"2019-04-11",2.5334
"2019-04-12",0
"2019-04-13",2.4081
"2019-04-14",0
"2019-04-15",1.5723
"2019-04-16",3.2119
"2019-04-17",8.4184
"2019-04-18",1.9462
"2019-04-19",9.4425
"2019-04-20",9.5109
"2019-04-21",14.2898
"2019-04-22",0.1861
"2019-04-23",0.004
"2019-04-24",0.0135
"2019-04-25",1.5174
"2019-04-26",0.6909
"2019-04-27",3.3387
"2019-04-28",0.6484
"2019-04-29",1.0176
"2019-04-30",8.5151
"2019-05-01",3.5652
"2019-05-02",0.0026
"2019-05-03",0
"2019-05-04",0
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0.7234
"2019-05-10",1.5242
"2019-05-11",0.0029
"2019-05-12",0.176
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0
"2019-05-16",1.6117
"2019-05-17",0.6695
"2019-05-18",0
"2019-05-19",0
"2019-05-20",0.0226
"2019-05-21",5.9347
"2019-05-22",0.999
"2019-05-23",7.205
"2019-05-24",0.0058
"2019-05-25",0
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0.0026
"2019-05-30",2.1605
"2019-05-31",0.7584
"2019-06-01",0.3994
"2019-06-02",0.7091
"2019-06-03",1.3173
"2019-06-04",1.247
"2019-06-05",0.7596
"2019-06-06",0.1374
"2019-06-07",0.0844
"2019-06-08",0
"2019-06-09",0
"2019-06-10",0.0235
"2019-06-11",0
"2019-06-12",0
"2019-06-13",0
"2019-06-14",0
"2019-06-15",0
"2019-06-16",0
"2019-06-17",0
"2019-06-18",0
"2019-06-19",0
"2019-06-20",0
"2019-06-21",0.0024
"2019-06-22",0.0067
"2019-06-23",0
"2019-06-24",0
"2019-06-25",0.0353
"2019-06-26",0.7055
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",0.3572
"2019-07-01",0.034
"2019-07-02",0.0328
"2019-07-03",0
"2019-07-04",0.3263
"2019-07-05",0
"2019-07-06",2.1841
"2019-07-07",0
"2019-07-08",0.0635
"2019-07-09",0.3772
"2019-07-10",3.1327
"2019-07-11",0.5844
"2019-07-12",0.2639
"2019-07-13",1.9408
"2019-07-14",2.6224
"2019-07-15",0.5818
"2019-07-16",0
"2019-07-17",2.1335
"2019-07-18",1.6144
"2019-07-19",0
"2019-07-20",2.8692
"2019-07-21",1.4768
"2019-07-22",3.5046
"2019-07-23",0.55
"2019-07-24",0.6749
"2019-07-25",0.2489
"2019-07-26",0.0615
"2019-07-27",1.5421
"2019-07-28",0
"2019-07-29",0.8406
"2019-07-30",0
"2019-07-31",1.3429
"2019-08-01",1.6425
"2019-08-02",0
"2019-08-03",0
"2019-08-04",0.1545
"2019-08-05",4.2873
"2019-08-06",0.8585
"2019-08-07",0.0905
"2019-08-08",5.6667
"2019-08-09",0
"2019-08-10",0
"2019-08-11",0
"2019-08-12",0
"2019-08-13",7.4501
"2019-08-14",0
"2019-08-15",0
"2019-08-16",0.0021
"2019-08-17",8.5701
"2019-08-18",9.4855
"2019-08-19",0
"2019-08-20",0
"2019-08-21",0
"2019-08-22",0.0512
"2019-08-23",0.9539
"2019-08-24",0
"2019-08-25",3.48
"2019-08-26",0
"2019-08-27",0
"2019-08-28",0
"2019-08-29",6.4605
"2019-08-30",0
"2019-08-31",0.299
"2019-09-01",3.439
"2019-09-02",0.0417
"2019-09-03",0.9983
"2019-09-04",5.3169
"2019-09-05",0
"2019-09-06",0
"2019-09-07",0
"2019-09-08",0
"2019-09-09",0.0573
"2019-09-10",0.9876
"2019-09-11",16.5873
"2019-09-12",11.5866
"2019-09-13",8.5418
"2019-09-14",18.5221
"2019-09-15",13.5352
"2019-09-16",1.507
"2019-09-17",2.9922
"2019-09-18",0.294
"2019-09-19",1.6263
"2019-09-20",10.3087
"2019-09-21",9.2287
"2019-09-22",13.0931
"2019-09-23",7.3933
"2019-09-24",1.5955
"2019-09-25",3.455
"2019-09-26",0
"2019-09-27",6.0292
"2019-09-28",7.051
"2019-09-29",10.6171
"2019-09-30",1.8567
"2019-10-01",1.2298
"2019-10-02",0
"2019-10-03",0.3495
"2019-10-04",3.1639
"2019-10-05",4.3072
"2019-10-06",9.2642
"2019-10-07",1.5107
"2019-10-08",3.2915
"2019-10-09",2.6828
"2019-10-10",7.7754
"2019-10-11",3.3965
"2019-10-12",0
"2019-10-13",0.0175
"2019-10-14",0.0814
"2019-10-15",6.0997
"2019-10-16",4.8031
"2019-10-17",8.3204
"2019-10-18",0
"2019-10-19",14.8029
"2019-10-20",30.8629
"2019-10-21",31.8066
"2019-10-22",7.0384
"2019-10-23",26.8931
"2019-10-24",14.3114
"2019-10-25",12.6713
"2019-10-26",16.4019
"2019-10-27",36.1716
"2019-10-28",30.7357
"2019-10-29",7.9556
"2019-10-30",19.7839
"2019-10-31",0.9387
"2019-11-01",0.0051
"2019-11-02",1.0416
"2019-11-03",2.6373
"2019-11-04",7.1931
"2019-11-05",0
"2019-11-06",0
"2019-11-07",10.3376
"2019-11-08",14.5908
"2019-11-09",10.6334
"2019-11-10",3.5995
"2019-11-11",0.9764
"2019-11-12",0.3579
"2019-11-13",1.9288
"2019-11-14",1.4893
"2019-11-15",5.8679
"2019-11-16",1.5271
"2019-11-17",0
"2019-11-18",9.2581
"2019-11-19",6.8711
"2019-11-20",0.107
"2019-11-21",15.5122
"2019-11-22",14.1078
"2019-11-23",0.4109
"2019-11-24",15.5052
"2019-11-25",29.8954
"2019-11-26",0
"2019-11-27",26.8431
"2019-11-28",7.5457
"2019-11-29",65.3418
"2019-11-30",73.546
"2019-12-01",33.9529
"2019-12-02",83.0849
"2019-12-03",19.1054
"2019-12-04",38.5193
"2019-12-05",48.4001
"2019-12-06",25.5458
"2019-12-07",1.2969
"2019-12-08",2.7838
"2019-12-09",2.7103
"2019-12-10",16.9651
"2019-12-11",0
"2019-12-12",0
"2019-12-13",6.2398
"2019-12-14",18.4794
"2019-12-15",2.3495
"2019-12-16",0
"2019-12-17",2.0345
"2019-12-18",0.1529
"2019-12-19",0
"2019-12-20",0
"2019-12-21",4.2496
"2019-12-22",35.3458
"2019-12-23",23.0868
"2019-12-24",0
"2019-12-25",0.1056
"2019-12-26",0
"2019-12-27",0
"2019-12-28",0
"2019-12-29",1.0729
"2019-12-30",0
"2019-12-31",0
"2020-01-01",0
"2020-01-02",0.6317
"2020-01-03",0
"2020-01-04",0
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0.5074
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",6.3524
"2020-01-12",0
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0
"2020-01-19",0
"2020-01-20",0
"2020-01-21",0
"2020-01-22",5.2801
"2020-01-23",0
"2020-01-24",0
"2020-01-25",0
"2020-01-26",0
"2020-01-27",0
"2020-01-28",0
"2020-01-29",5.5343
"2020-01-30",0
"2020-01-31",0.1508
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0
"2020-02-04",0
"2020-02-05",0
"2020-02-06",0
"2020-02-07",0
"2020-02-08",0
"2020-02-09",0
"2020-02-10",1.9958
"2020-02-11",0
"2020-02-12",0
"2020-02-13",0
"2020-02-14",0
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0
"2020-02-18",0
"2020-02-19",0
"2020-02-20",5.4821
"2020-02-21",5.015
"2020-02-22",0
"2020-02-23",0.0306
"2020-02-24",0
"2020-02-25",0.132
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0.4096
