,"(mm) Precipitation (CHIRPS) at Kilinochchi, 2007-01-01 to 2025-12-31"
"2017-02-15",0
"2017-02-16",0.0212
"2017-02-17",0
"2017-02-18",1.6841
"2017-02-19",4.6598
"2017-02-20",4.0711
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",0
"2017-02-25",0.3354
"2017-02-26",0.0091
"2017-02-27",5.31
"2017-02-28",0.3983
"2017-03-01",3.6295
"2017-03-02",4.9817
"2017-03-03",11.6262
"2017-03-04",6.6678
"2017-03-05",0.0679
"2017-03-06",6.1664
"2017-03-07",8.1065
"2017-03-08",0
"2017-03-09",4.2964
"2017-03-10",5.1573
"2017-03-11",9.691
"2017-03-12",4.4423
"2017-03-13",7.7998
"2017-03-14",2.6406
"2017-03-15",2.2481
"2017-03-16",0.0263
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",0
"2017-03-29",0
"2017-03-30",0
"2017-03-31",0
"2017-04-01",0
"2017-04-02",1.1942
"2017-04-03",2.2626
"2017-04-04",0.2021
"2017-04-05",0
"2017-04-06",0
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0.7381
"2017-04-10",0.7403
"2017-04-11",13.3612
"2017-04-12",0
"2017-04-13",1.8184
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0.481
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0
"2017-04-25",0
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0
"2017-04-30",0
"2017-05-01",0
"2017-05-02",0.3694
"2017-05-03",2.2575
"2017-05-04",1.6271
"2017-05-05",2.3249
"2017-05-06",2.6812
"2017-05-07",1.8498
"2017-05-08",0.0017
"2017-05-09",0.0697
"2017-05-10",1.445
"2017-05-11",1.372
"2017-05-12",0.8976
"2017-05-13",0.898
"2017-05-14",0.8407
"2017-05-15",0.0003
"2017-05-16",0.8067
"2017-05-17",1.1458
"2017-05-18",0.0134
"2017-05-19",0.2511
"2017-05-20",0
"2017-05-21",2.3952
"2017-05-22",0
"2017-05-23",0.4148
"2017-05-24",1.2995
"2017-05-25",0
"2017-05-26",0.0092
"2017-05-27",0
"2017-05-28",0.0074
"2017-05-29",0
"2017-05-30",0.0072
"2017-05-31",0
"2017-06-01",0.0009
"2017-06-02",0
"2017-06-03",0.0411
"2017-06-04",0
"2017-06-05",0
"2017-06-06",0.0762
"2017-06-07",0.4345
"2017-06-08",0
"2017-06-09",0
"2017-06-10",0.0379
"2017-06-11",0
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0
"2017-06-15",0
"2017-06-16",0
"2017-06-17",0
"2017-06-18",0
"2017-06-19",0
"2017-06-20",0
"2017-06-21",0
"2017-06-22",0
"2017-06-23",0
"2017-06-24",0
"2017-06-25",0
"2017-06-26",0
"2017-06-27",0
"2017-06-28",0
"2017-06-29",0
"2017-06-30",0
"2017-07-01",0
"2017-07-02",0.0005
"2017-07-03",0
"2017-07-04",0
"2017-07-05",0
"2017-07-06",0.0005
"2017-07-07",0
"2017-07-08",0.0021
"2017-07-09",0.0005
"2017-07-10",0
"2017-07-11",0.0004
"2017-07-12",0.0008
"2017-07-13",0
"2017-07-14",0.0004
"2017-07-15",0
"2017-07-16",0.0009
"2017-07-17",0
"2017-07-18",0
"2017-07-19",0
"2017-07-20",0
"2017-07-21",0.0007
"2017-07-22",0.0002
"2017-07-23",0
"2017-07-24",0
"2017-07-25",0
"2017-07-26",0
"2017-07-27",0.0651
"2017-07-28",0
"2017-07-29",0.0601
"2017-07-30",0.0453
"2017-07-31",0.057
"2017-08-01",0.0675
"2017-08-02",0.0084
"2017-08-03",0
"2017-08-04",0
"2017-08-05",0.0088
"2017-08-06",0.051
"2017-08-07",0.1427
"2017-08-08",0.002
"2017-08-09",0.2602
"2017-08-10",0
"2017-08-11",0.069
"2017-08-12",0
"2017-08-13",0.0536
"2017-08-14",0.331
"2017-08-15",0.5007
"2017-08-16",0
"2017-08-17",0
"2017-08-18",0.4497
"2017-08-19",0.0773
"2017-08-20",0
"2017-08-21",0.0646
"2017-08-22",0.0079
"2017-08-23",0.3464
"2017-08-24",0.211
"2017-08-25",1.5178
"2017-08-26",0
"2017-08-27",0.0765
"2017-08-28",0
"2017-08-29",0
"2017-08-30",0.0305
"2017-08-31",0.3044
"2017-09-01",1.0544
"2017-09-02",1.1016
"2017-09-03",4.3594
"2017-09-04",0.2426
"2017-09-05",2.5024
"2017-09-06",5.3423
"2017-09-07",1.6849
"2017-09-08",6.6979
"2017-09-09",5.961
"2017-09-10",0
"2017-09-11",14.0205
"2017-09-12",3.4691
"2017-09-13",8.6937
"2017-09-14",0.0432
"2017-09-15",0.03
"2017-09-16",1.4963
"2017-09-17",0.6107
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0
"2017-09-23",0.5647
"2017-09-24",2.612
"2017-09-25",2.7994
"2017-09-26",5.1278
"2017-09-27",1.1118
"2017-09-28",0.044
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0
"2017-10-03",0
"2017-10-04",4.505
"2017-10-05",2.721
"2017-10-06",1.6073
"2017-10-07",2.3471
"2017-10-08",0.3094
"2017-10-09",2.0118
"2017-10-10",2.2916
"2017-10-11",10.0766
"2017-10-12",7.0542
"2017-10-13",12.6463
"2017-10-14",5.3574
"2017-10-15",4.5269
"2017-10-16",4.4465
"2017-10-17",7.0943
"2017-10-18",0
"2017-10-19",0
"2017-10-20",0
"2017-10-21",0
"2017-10-22",0
"2017-10-23",2.0119
"2017-10-24",10.3329
"2017-10-25",0
"2017-10-26",3.9736
"2017-10-27",0.5194
"2017-10-28",6.7154
"2017-10-29",7.6985
"2017-10-30",34.6074
"2017-10-31",22.2831
"2017-11-01",16.651
"2017-11-02",49.7598
"2017-11-03",35.781
"2017-11-04",56.4861
"2017-11-05",19.1144
"2017-11-06",5.0365
"2017-11-07",15.5208
"2017-11-08",10.6238
"2017-11-09",3.7985
"2017-11-10",22.03
"2017-11-11",5.2641
"2017-11-12",30.1554
"2017-11-13",7.8456
"2017-11-14",0.5885
"2017-11-15",0.3233
"2017-11-16",1.8006
"2017-11-17",0
"2017-11-18",3.4907
"2017-11-19",0
"2017-11-20",0.9131
"2017-11-21",0
"2017-11-22",2.4609
"2017-11-23",0
"2017-11-24",5.5459
"2017-11-25",24.4658
"2017-11-26",23.1581
"2017-11-27",27.5551
"2017-11-28",13.6054
"2017-11-29",10.4111
"2017-11-30",34.7715
"2017-12-01",19.8948
"2017-12-02",31.4151
"2017-12-03",0.1356
"2017-12-04",0.0384
"2017-12-05",1.5014
"2017-12-06",0.156
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0
"2017-12-13",0
"2017-12-14",0
"2017-12-15",0
"2017-12-16",0
"2017-12-17",0
"2017-12-18",0
"2017-12-19",4.1752
"2017-12-20",2.059
"2017-12-21",0
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",0
"2017-12-26",0
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",1.1521
"2018-01-10",0
"2018-01-11",0.0285
"2018-01-12",9.2532
"2018-01-13",4.1127
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0
"2018-01-20",0.2418
"2018-01-21",0
"2018-01-22",2.521
"2018-01-23",0
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0.0281
"2018-01-27",0
"2018-01-28",0
"2018-01-29",3.904
"2018-01-30",3.0042
"2018-01-31",0
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",3.8907
"2018-02-06",0.1899
"2018-02-07",0.0523
"2018-02-08",0
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0.3714
"2018-02-15",0
"2018-02-16",5.7445
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0
"2018-02-23",0
"2018-02-24",0
"2018-02-25",4.3297
"2018-02-26",0.0919
"2018-02-27",0
"2018-02-28",2.1664
"2018-03-01",0
"2018-03-02",0
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0
"2018-03-07",0
"2018-03-08",0
"2018-03-09",2.1157
"2018-03-10",0.0082
"2018-03-11",0
"2018-03-12",18.4273
"2018-03-13",6.7437
"2018-03-14",8.1998
"2018-03-15",3.5932
"2018-03-16",0.0246
"2018-03-17",0
"2018-03-18",0
"2018-03-19",0
"2018-03-20",0
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",0
"2018-03-26",4.618
"2018-03-27",0.2153
"2018-03-28",1.7465
"2018-03-29",0.9713
"2018-03-30",0
"2018-03-31",0
"2018-04-01",0
"2018-04-02",0.0098
"2018-04-03",0
"2018-04-04",0
"2018-04-05",0
"2018-04-06",0.0496
"2018-04-07",0
"2018-04-08",1.6849
"2018-04-09",2.3038
"2018-04-10",0
"2018-04-11",1.0496
"2018-04-12",8.2191
"2018-04-13",9.0764
"2018-04-14",0.5552
"2018-04-15",5.6137
"2018-04-16",0.0421
"2018-04-17",0
"2018-04-18",1.5411
"2018-04-19",1.9828
"2018-04-20",0
"2018-04-21",0
"2018-04-22",0
"2018-04-23",0.0211
"2018-04-24",2.5819
"2018-04-25",0.9653
"2018-04-26",4.8011
"2018-04-27",2.7359
"2018-04-28",4.8264
"2018-04-29",0
"2018-04-30",0
"2018-05-01",0.0844
"2018-05-02",1.7801
"2018-05-03",1.6281
"2018-05-04",0
"2018-05-05",1.6255
"2018-05-06",0.9372
"2018-05-07",2.6948
"2018-05-08",0.8268
"2018-05-09",2.1067
"2018-05-10",1.2919
"2018-05-11",1.2778
"2018-05-12",0.7301
"2018-05-13",0.9895
"2018-05-14",1.5943
"2018-05-15",0.6979
"2018-05-16",2.5776
"2018-05-17",2.8295
"2018-05-18",1.8268
"2018-05-19",0.8352
"2018-05-20",2.4937
"2018-05-21",1.7553
"2018-05-22",2.4023
"2018-05-23",2.2994
"2018-05-24",3.2294
"2018-05-25",1.5449
"2018-05-26",0.3427
"2018-05-27",0.1932
"2018-05-28",0
"2018-05-29",0
"2018-05-30",0.3035
"2018-05-31",0.0017
"2018-06-01",0.0778
"2018-06-02",0.0008
"2018-06-03",0
"2018-06-04",0
"2018-06-05",0
"2018-06-06",0.1607
"2018-06-07",0.0899
"2018-06-08",0
"2018-06-09",0.0018
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0
"2018-06-13",0
"2018-06-14",0
"2018-06-15",0
"2018-06-16",0
"2018-06-17",0
"2018-06-18",0
"2018-06-19",0
"2018-06-20",0
"2018-06-21",0
"2018-06-22",0
"2018-06-23",0
"2018-06-24",0
"2018-06-25",0
"2018-06-26",0
"2018-06-27",0
"2018-06-28",0
"2018-06-29",0
"2018-06-30",0
"2018-07-01",0.0004
"2018-07-02",0.0004
"2018-07-03",0.0004
"2018-07-04",0.0002
"2018-07-05",0
"2018-07-06",0.0003
"2018-07-07",0
"2018-07-08",0.0003
"2018-07-09",0.0003
"2018-07-10",0
"2018-07-11",0
"2018-07-12",0
"2018-07-13",0
"2018-07-14",0
"2018-07-15",0.0019
"2018-07-16",0.001
"2018-07-17",0
"2018-07-18",0
"2018-07-19",0.0007
"2018-07-20",0.0003
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0.0009
"2018-07-25",0
"2018-07-26",0
"2018-07-27",0.0561
"2018-07-28",0.0016
"2018-07-29",0
"2018-07-30",0
"2018-07-31",0
"2018-08-01",0.0005
"2018-08-02",0
"2018-08-03",0.0232
"2018-08-04",0
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0.0165
"2018-08-10",0.0913
"2018-08-11",0.0655
"2018-08-12",0.0349
"2018-08-13",0.0019
"2018-08-14",0.0727
"2018-08-15",0.0297
"2018-08-16",0.0306
"2018-08-17",0.0059
"2018-08-18",0.0291
"2018-08-19",0.0029
"2018-08-20",0.0369
"2018-08-21",0
"2018-08-22",0
"2018-08-23",0.0403
"2018-08-24",0.4463
"2018-08-25",0.3274
"2018-08-26",1.6251
"2018-08-27",0.3785
"2018-08-28",1.0041
"2018-08-29",0.045
"2018-08-30",0
"2018-08-31",1.3119
"2018-09-01",0.7215
"2018-09-02",0
"2018-09-03",1.3099
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0.0801
"2018-09-10",1.4633
"2018-09-11",0
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",0.0326
"2018-09-16",2.7298
"2018-09-17",0.0384
"2018-09-18",0.2766
"2018-09-19",4.3993
"2018-09-20",0
"2018-09-21",0
"2018-09-22",0.0243
"2018-09-23",0.0854
"2018-09-24",0.926
"2018-09-25",0.9609
"2018-09-26",3.5572
"2018-09-27",7.327
"2018-09-28",5.9446
"2018-09-29",1.4748
"2018-09-30",0
"2018-10-01",1.5983
"2018-10-02",7.9548
"2018-10-03",18.3196
"2018-10-04",24.602
"2018-10-05",9.6667
"2018-10-06",12.2167
"2018-10-07",3.5363
"2018-10-08",10.2083
"2018-10-09",12.8164
"2018-10-10",0.137
"2018-10-11",1.4595
"2018-10-12",2.0101
"2018-10-13",7.5163
"2018-10-14",6.3145
"2018-10-15",2.502
"2018-10-16",5.7398
"2018-10-17",3.7196
"2018-10-18",1.8976
"2018-10-19",0.1046
"2018-10-20",2.9858
"2018-10-21",4.5238
"2018-10-22",3.8436
"2018-10-23",1.8354
"2018-10-24",6.4613
"2018-10-25",5.2882
"2018-10-26",24.9041
"2018-10-27",12.4696
"2018-10-28",20.1076
"2018-10-29",36.9089
"2018-10-30",16.5182
"2018-10-31",9.8843
"2018-11-01",44.7025
"2018-11-02",29.0449
"2018-11-03",14.1926
"2018-11-04",0.5875
"2018-11-05",55.2592
"2018-11-06",47.8519
"2018-11-07",40.4745
"2018-11-08",19.0444
"2018-11-09",0.768
"2018-11-10",0
"2018-11-11",6.9776
"2018-11-12",0
"2018-11-13",0
"2018-11-14",1.0253
"2018-11-15",23.5159
"2018-11-16",19.3873
"2018-11-17",1.9554
"2018-11-18",6.1253
"2018-11-19",15.5469
"2018-11-20",15.9469
"2018-11-21",0
"2018-11-22",0
"2018-11-23",11.9374
"2018-11-24",0
"2018-11-25",0
"2018-11-26",0
"2018-11-27",0
"2018-11-28",0
"2018-11-29",0.6316
"2018-11-30",0
"2018-12-01",0.3606
"2018-12-02",0
"2018-12-03",16.4899
"2018-12-04",4.3462
"2018-12-05",8.0605
"2018-12-06",1.189
"2018-12-07",1.381
"2018-12-08",0
"2018-12-09",4.3932
"2018-12-10",4.4472
"2018-12-11",4.4981
"2018-12-12",0
"2018-12-13",2.5485
"2018-12-14",0.5888
"2018-12-15",7.6564
"2018-12-16",15.3418
"2018-12-17",0
"2018-12-18",0
"2018-12-19",0
"2018-12-20",7.1669
"2018-12-21",15.8291
"2018-12-22",9.2834
"2018-12-23",11.9516
"2018-12-24",14.4528
"2018-12-25",9.2773
"2018-12-26",14.289
"2018-12-27",0
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0
"2019-01-12",0
"2019-01-13",0.4896
"2019-01-14",0
"2019-01-15",0
"2019-01-16",1.2001
"2019-01-17",0
"2019-01-18",0
"2019-01-19",5.4745
"2019-01-20",4.1917
"2019-01-21",0
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0.2065
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0.071
"2019-02-01",0
"2019-02-02",0
"2019-02-03",0.4976
"2019-02-04",15.7531
"2019-02-05",10.5099
"2019-02-06",0
"2019-02-07",0
"2019-02-08",0.0529
"2019-02-09",5.5661
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",0.1671
"2019-02-15",0
"2019-02-16",0.678
"2019-02-17",0
"2019-02-18",0
"2019-02-19",0
"2019-02-20",0
"2019-02-21",1.6583
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",0
"2019-02-27",0
"2019-02-28",0
"2019-03-01",0
"2019-03-02",0
"2019-03-03",0
"2019-03-04",0
"2019-03-05",0
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0.0194
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0
"2019-03-14",0
"2019-03-15",0
"2019-03-16",0
"2019-03-17",0
"2019-03-18",0
"2019-03-19",0
"2019-03-20",0
"2019-03-21",0
"2019-03-22",0
"2019-03-23",0
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0
"2019-04-08",0
"2019-04-09",0
"2019-04-10",0
"2019-04-11",2.8807
"2019-04-12",0
"2019-04-13",0.3701
"2019-04-14",0
"2019-04-15",0.0692
"2019-04-16",0.8032
"2019-04-17",8.7124
"2019-04-18",3.913
"2019-04-19",8.5848
"2019-04-20",6.6045
"2019-04-21",11.2418
"2019-04-22",0
"2019-04-23",0
"2019-04-24",0
"2019-04-25",0.6175
"2019-04-26",0.5031
"2019-04-27",2.9014
"2019-04-28",0.484
"2019-04-29",1.2005
"2019-04-30",5.113
"2019-05-01",2.3797
"2019-05-02",0
"2019-05-03",0
"2019-05-04",0
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0.0024
"2019-05-10",1.1362
"2019-05-11",0
"2019-05-12",0
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0
"2019-05-16",0
"2019-05-17",0
"2019-05-18",0
"2019-05-19",0
"2019-05-20",0
"2019-05-21",2.0554
"2019-05-22",0.9822
"2019-05-23",1.0093
"2019-05-24",0
"2019-05-25",0
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0.0583
"2019-05-30",0.54
"2019-05-31",0
"2019-06-01",0.3019
"2019-06-02",0.1114
"2019-06-03",0.6131
"2019-06-04",0.2087
"2019-06-05",0.4262
"2019-06-06",0.1034
"2019-06-07",0.0982
"2019-06-08",0
"2019-06-09",0
"2019-06-10",0.0008
"2019-06-11",0
"2019-06-12",0
"2019-06-13",0
"2019-06-14",0
"2019-06-15",0
"2019-06-16",0
"2019-06-17",0
"2019-06-18",0
"2019-06-19",0
"2019-06-20",0
"2019-06-21",0
"2019-06-22",0
"2019-06-23",0
"2019-06-24",0
"2019-06-25",0
"2019-06-26",0.0001
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",0
"2019-07-01",0
"2019-07-02",0
"2019-07-03",0
"2019-07-04",0
"2019-07-05",0
"2019-07-06",0.0014
"2019-07-07",0
"2019-07-08",0
"2019-07-09",0
"2019-07-10",0
"2019-07-11",0.0006
"2019-07-12",0
"2019-07-13",0.0006
"2019-07-14",0.0006
"2019-07-15",0
"2019-07-16",0
"2019-07-17",0.0009
"2019-07-18",0
"2019-07-19",0
"2019-07-20",0.0009
"2019-07-21",0.0113
"2019-07-22",0.0368
"2019-07-23",0.0078
"2019-07-24",0.0071
"2019-07-25",0
"2019-07-26",0.0076
"2019-07-27",0.0139
"2019-07-28",0
"2019-07-29",0.0049
"2019-07-30",0
"2019-07-31",0.0114
"2019-08-01",0
"2019-08-02",0.0067
"2019-08-03",0
"2019-08-04",0
"2019-08-05",0.0295
"2019-08-06",0.1306
"2019-08-07",0.0195
"2019-08-08",0.2015
"2019-08-09",0
"2019-08-10",0
"2019-08-11",0
"2019-08-12",0
"2019-08-13",0.2149
"2019-08-14",0
"2019-08-15",0
"2019-08-16",0.052
"2019-08-17",0.3587
"2019-08-18",0.4694
"2019-08-19",0
"2019-08-20",0
"2019-08-21",0.3908
"2019-08-22",0.0412
"2019-08-23",0.0904
"2019-08-24",0
"2019-08-25",1.2794
"2019-08-26",0
"2019-08-27",0
"2019-08-28",0
"2019-08-29",0.5709
"2019-08-30",0
"2019-08-31",0.0849
"2019-09-01",0.4838
"2019-09-02",0.641
"2019-09-03",0.3563
"2019-09-04",1.653
"2019-09-05",0
"2019-09-06",0
"2019-09-07",0
"2019-09-08",0
"2019-09-09",0
"2019-09-10",1.5693
"2019-09-11",4.8186
"2019-09-12",6.3702
"2019-09-13",3.3304
"2019-09-14",4.7975
"2019-09-15",6.8921
"2019-09-16",0.3577
"2019-09-17",3.1077
"2019-09-18",2.1777
"2019-09-19",0
"2019-09-20",2.4804
"2019-09-21",4.9858
"2019-09-22",5.9055
"2019-09-23",6.0285
"2019-09-24",2.9464
"2019-09-25",0.0377
"2019-09-26",0
"2019-09-27",0.3809
"2019-09-28",0.9463
"2019-09-29",8.0425
"2019-09-30",1.6245
"2019-10-01",0
"2019-10-02",0
"2019-10-03",0.2977
"2019-10-04",5.8196
"2019-10-05",8.1746
"2019-10-06",8.3543
"2019-10-07",0.1069
"2019-10-08",3.276
"2019-10-09",1.913
"2019-10-10",12.6956
"2019-10-11",4.3807
"2019-10-12",0
"2019-10-13",0
"2019-10-14",0
"2019-10-15",8.9608
"2019-10-16",9.2563
"2019-10-17",3.7347
"2019-10-18",0
"2019-10-19",16.2989
"2019-10-20",29.6642
"2019-10-21",35.3114
"2019-10-22",13.4016
"2019-10-23",30.9412
"2019-10-24",12.432
"2019-10-25",14.5352
"2019-10-26",22.6733
"2019-10-27",35.5933
"2019-10-28",36.3891
"2019-10-29",4.123
"2019-10-30",32.4798
"2019-10-31",0
"2019-11-01",0
"2019-11-02",0.0727
"2019-11-03",0
"2019-11-04",7.2465
"2019-11-05",0.0988
"2019-11-06",0.1106
"2019-11-07",9.5607
"2019-11-08",5.4145
"2019-11-09",9.5213
"2019-11-10",8.8931
"2019-11-11",0.4252
"2019-11-12",0.1855
"2019-11-13",0.9219
"2019-11-14",0.8404
"2019-11-15",2.8264
"2019-11-16",2.1503
"2019-11-17",0
"2019-11-18",1.9194
"2019-11-19",9.3897
"2019-11-20",0
"2019-11-21",4.1943
"2019-11-22",2.8386
"2019-11-23",0
"2019-11-24",24.5316
"2019-11-25",36.4055
"2019-11-26",0
"2019-11-27",20.8805
"2019-11-28",6.9732
"2019-11-29",49.6945
"2019-11-30",63.6413
"2019-12-01",40.0947
"2019-12-02",82.4151
"2019-12-03",17.8985
"2019-12-04",15.9174
"2019-12-05",41.6342
"2019-12-06",25.3679
"2019-12-07",6.198
"2019-12-08",0.0422
"2019-12-09",0
"2019-12-10",2.4247
"2019-12-11",0
"2019-12-12",0
"2019-12-13",15.0913
"2019-12-14",0.8274
"2019-12-15",8.2504
"2019-12-16",0
"2019-12-17",0.0276
"2019-12-18",0.0184
"2019-12-19",0
"2019-12-20",0.1425
"2019-12-21",0.4354
"2019-12-22",3.8435
"2019-12-23",15.7761
"2019-12-24",0
"2019-12-25",0.832
"2019-12-26",0
"2019-12-27",0
"2019-12-28",0
"2019-12-29",0.3548
"2019-12-30",0
"2019-12-31",0
"2020-01-01",0
"2020-01-02",0
"2020-01-03",0
"2020-01-04",0
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0.8289
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",6.2485
"2020-01-12",0
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0
"2020-01-19",0
"2020-01-20",0
"2020-01-21",0
"2020-01-22",5.56
"2020-01-23",0
"2020-01-24",0
"2020-01-25",0
"2020-01-26",0
"2020-01-27",0
"2020-01-28",0
"2020-01-29",4.1743
"2020-01-30",0
"2020-01-31",1.4471
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0.0565
"2020-02-04",0
"2020-02-05",0
"2020-02-06",0
"2020-02-07",0
"2020-02-08",0
"2020-02-09",0
"2020-02-10",3.501
"2020-02-11",0
"2020-02-12",0.7044
"2020-02-13",0
"2020-02-14",0
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0
"2020-02-18",0
"2020-02-19",0
"2020-02-20",5.1263
"2020-02-21",6.5458
"2020-02-22",0
"2020-02-23",0
"2020-02-24",0
"2020-02-25",1.0265
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0.1844
"2020-03-02",0
"2020-03-03",0.0686
"2020-03-04",0
"2020-03-05",0.1408
"2020-03-06",0
"2020-03-07",2.1562
"2020-03-08",0
"2020-03-09",0
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0.0361
"2020-03-16",0
"2020-03-17",0
"2020-03-18",0.1247
"2020-03-19",0
"2020-03-20",0
"2020-03-21",0
"2020-03-22",0
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0
"2020-03-26",0
"2020-03-27",0
"2020-03-28",0
"2020-03-29",0
"2020-03-30",0
"2020-03-31",0
"2020-04-01",0
"2020-04-02",0
"2020-04-03",0
"2020-04-04",3.3295
"2020-04-05",0.5563
"2020-04-06",0
"2020-04-07",0.0828
"2020-04-08",0
"2020-04-09",0
"2020-04-10",0
"2020-04-11",0
"2020-04-12",0
"2020-04-13",0
"2020-04-14",0
"2020-04-15",0.0565
"2020-04-16",0
"2020-04-17",0
"2020-04-18",0
"2020-04-19",1.7113
"2020-04-20",0
"2020-04-21",0
"2020-04-22",7.2069
"2020-04-23",0
"2020-04-24",1.8566
"2020-04-25",0.8817
"2020-04-26",0.1071
"2020-04-27",0.4311
"2020-04-28",4.1648
"2020-04-29",4.459
"2020-04-30",6.4432
"2020-05-01",0.279
"2020-05-02",0
"2020-05-03",0
"2020-05-04",0
"2020-05-05",1.6788
"2020-05-06",2.2147
"2020-05-07",1.9658
"2020-05-08",0.255
"2020-05-09",2.5542
"2020-05-10",1.9049
"2020-05-11",1.7735
"2020-05-12",1.3395
"2020-05-13",2.3859
"2020-05-14",0
"2020-05-15",2.4755
"2020-05-16",2.612
"2020-05-17",1.378
"2020-05-18",1.3863
"2020-05-19",0.0908
"2020-05-20",0
"2020-05-21",0
"2020-05-22",0.0004
"2020-05-23",0.828
"2020-05-24",0.3424
"2020-05-25",1.2475
"2020-05-26",0.1129
"2020-05-27",0.0003
"2020-05-28",0
"2020-05-29",0
"2020-05-30",0
"2020-05-31",0
"2020-06-01",0.1838
"2020-06-02",0.0025
"2020-06-03",0.0803
"2020-06-04",0.0667
"2020-06-05",0.1343
"2020-06-06",0.0969
"2020-06-07",0.0483
"2020-06-08",0.0162
"2020-06-09",0.0026
"2020-06-10",0.2177
"2020-06-11",0
"2020-06-12",0
"2020-06-13",0
"2020-06-14",0
"2020-06-15",0
"2020-06-16",0
"2020-06-17",0
"2020-06-18",0
