,"(mm) Precipitation (CHIRPS) at Jaffna, 2007-01-01 to 2025-12-31"
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",0.0159
"2017-03-29",0
"2017-03-30",0
"2017-03-31",0
"2017-04-01",0
"2017-04-02",0.1393
"2017-04-03",0
"2017-04-04",0
"2017-04-05",0
"2017-04-06",0
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0
"2017-04-10",0
"2017-04-11",12.8719
"2017-04-12",0
"2017-04-13",0
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0.3577
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0
"2017-04-25",0
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0
"2017-04-30",0
"2017-05-01",0
"2017-05-02",0
"2017-05-03",1.7585
"2017-05-04",1.6674
"2017-05-05",1.8509
"2017-05-06",2.0994
"2017-05-07",2.8315
"2017-05-08",0.0273
"2017-05-09",0
"2017-05-10",5.5416
"2017-05-11",4.8071
"2017-05-12",0.2068
"2017-05-13",0
"2017-05-14",0
"2017-05-15",0.0914
"2017-05-16",1.2697
"2017-05-17",2.1392
"2017-05-18",0.2253
"2017-05-19",1.2189
"2017-05-20",0.1001
"2017-05-21",3.512
"2017-05-22",0
"2017-05-23",0
"2017-05-24",4.1799
"2017-05-25",0
"2017-05-26",0
"2017-05-27",0
"2017-05-28",0
"2017-05-29",0
"2017-05-30",0.032
"2017-05-31",0.0858
"2017-06-01",0.0329
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0
"2017-06-05",0
"2017-06-06",0.2516
"2017-06-07",0.8154
"2017-06-08",0
"2017-06-09",0
"2017-06-10",0
"2017-06-11",0
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0
"2017-06-15",0
"2017-06-16",0
"2017-06-17",0
"2017-06-18",0
"2017-06-19",0
"2017-06-20",0
"2017-06-21",0
"2017-06-22",0
"2017-06-23",0
"2017-06-24",0
"2017-06-25",0
"2017-06-26",0
"2017-06-27",0
"2017-06-28",0
"2017-06-29",0
"2017-06-30",0
"2017-07-01",0
"2017-07-02",0
"2017-07-03",0
"2017-07-04",0
"2017-07-05",0
"2017-07-06",0
"2017-07-07",0
"2017-07-08",0
"2017-07-09",0
"2017-07-10",0
"2017-07-11",0
"2017-07-12",0
"2017-07-13",0
"2017-07-14",0
"2017-07-15",0
"2017-07-16",0
"2017-07-17",0
"2017-07-18",0
"2017-07-19",0
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0.0001
"2017-07-23",0
"2017-07-24",0
"2017-07-25",0
"2017-07-26",0
"2017-07-27",0.0204
"2017-07-28",0
"2017-07-29",0.0107
"2017-07-30",0.0489
"2017-07-31",0.2856
"2017-08-01",0.0648
"2017-08-02",0
"2017-08-03",0
"2017-08-04",0
"2017-08-05",0.5961
"2017-08-06",0.7622
"2017-08-07",0.6063
"2017-08-08",0.1237
"2017-08-09",0.1276
"2017-08-10",0
"2017-08-11",0.3794
"2017-08-12",0.5301
"2017-08-13",0
"2017-08-14",1.0263
"2017-08-15",8.6246
"2017-08-16",0.8357
"2017-08-17",0
"2017-08-18",2.9868
"2017-08-19",0.9467
"2017-08-20",0.066
"2017-08-21",0.0124
"2017-08-22",0.5452
"2017-08-23",0
"2017-08-24",0.7196
"2017-08-25",1.4317
"2017-08-26",0
"2017-08-27",1.5954
"2017-08-28",0.1462
"2017-08-29",0
"2017-08-30",0.1501
"2017-08-31",0.0174
"2017-09-01",0.8809
"2017-09-02",0.8739
"2017-09-03",3.533
"2017-09-04",0.4116
"2017-09-05",0.1857
"2017-09-06",0.872
"2017-09-07",1.0547
"2017-09-08",5.2643
"2017-09-09",5.8457
"2017-09-10",0.1653
"2017-09-11",6.8856
"2017-09-12",3.8909
"2017-09-13",1.6359
"2017-09-14",0.2536
"2017-09-15",0.018
"2017-09-16",1.0984
"2017-09-17",0.5407
"2017-09-18",0
"2017-09-19",0.0307
"2017-09-20",0.0373
"2017-09-21",0
"2017-09-22",0
"2017-09-23",0
"2017-09-24",5.0627
"2017-09-25",0.9273
"2017-09-26",5.5556
"2017-09-27",3.1815
"2017-09-28",0.9443
"2017-09-29",0
"2017-09-30",0.6807
"2017-10-01",0
"2017-10-02",0
"2017-10-03",0
"2017-10-04",0.9422
"2017-10-05",2.213
"2017-10-06",2.6688
"2017-10-07",1.208
"2017-10-08",0.2405
"2017-10-09",0.0083
"2017-10-10",0.2841
"2017-10-11",6.326
"2017-10-12",11.7339
"2017-10-13",10.9196
"2017-10-14",8.9751
"2017-10-15",6.4979
"2017-10-16",4.6386
"2017-10-17",8.6879
"2017-10-18",0
"2017-10-19",0
"2017-10-20",0
"2017-10-21",0
"2017-10-22",0
"2017-10-23",0.0493
"2017-10-24",4.7833
"2017-10-25",0.3237
"2017-10-26",1.1867
"2017-10-27",1.1818
"2017-10-28",11.4695
"2017-10-29",8.7658
"2017-10-30",43.3992
"2017-10-31",24.984
"2017-11-01",22.6772
"2017-11-02",50.2252
"2017-11-03",38.4546
"2017-11-04",56.574
"2017-11-05",24.6497
"2017-11-06",9.9037
"2017-11-07",20.4713
"2017-11-08",15.4693
"2017-11-09",2.6179
"2017-11-10",29.9644
"2017-11-11",31.0053
"2017-11-12",18.4061
"2017-11-13",9.9173
"2017-11-14",11.5019
"2017-11-15",0.0704
"2017-11-16",0.2495
"2017-11-17",0
"2017-11-18",4.5364
"2017-11-19",0
"2017-11-20",1.419
"2017-11-21",0
"2017-11-22",0
"2017-11-23",0
"2017-11-24",7.9287
"2017-11-25",22.9402
"2017-11-26",16.417
"2017-11-27",21.6995
"2017-11-28",13.2759
"2017-11-29",4.5279
"2017-11-30",41.3956
"2017-12-01",7.3151
"2017-12-02",18.321
"2017-12-03",0.1151
"2017-12-04",0.2696
"2017-12-05",3.427
"2017-12-06",0.8312
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0
"2017-12-13",0
"2017-12-14",0
"2017-12-15",0
"2017-12-16",0
"2017-12-17",0
"2017-12-18",0
"2017-12-19",10.7452
"2017-12-20",0.9949
"2017-12-21",0
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",0.0467
"2017-12-26",1.1917
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0.0923
"2018-01-03",0.1152
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",8.4134
"2018-01-09",2.2213
"2018-01-10",0
"2018-01-11",0.0434
"2018-01-12",7.7672
"2018-01-13",1.6539
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0.4961
"2018-01-17",0
"2018-01-18",0.0854
"2018-01-19",0.6531
"2018-01-20",2.3056
"2018-01-21",0
"2018-01-22",3.5993
"2018-01-23",0
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0.0932
"2018-01-27",0
"2018-01-28",0
"2018-01-29",4.5649
"2018-01-30",0.4549
"2018-01-31",0
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",3.4837
"2018-02-06",0
"2018-02-07",0
"2018-02-08",0
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0
"2018-02-15",0
"2018-02-16",2.7137
"2018-02-17",0
"2018-02-18",2.5982
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0
"2018-02-23",0
"2018-02-24",0
"2018-02-25",1.6215
"2018-02-26",0
"2018-02-27",0
"2018-02-28",0.2949
"2018-03-01",0
"2018-03-02",0
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0
"2018-03-07",0
"2018-03-08",0
"2018-03-09",4.2052
"2018-03-10",1.3664
"2018-03-11",0
"2018-03-12",7.7641
"2018-03-13",7.5201
"2018-03-14",7.7465
"2018-03-15",1.5489
"2018-03-16",0.1712
"2018-03-17",0.2255
"2018-03-18",0
"2018-03-19",0
"2018-03-20",0
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",0
"2018-03-26",1.4179
"2018-03-27",0
"2018-03-28",0.046
"2018-03-29",0
"2018-03-30",0
"2018-03-31",0
"2018-04-01",0
"2018-04-02",0.423
"2018-04-03",0
"2018-04-04",0
"2018-04-05",0
"2018-04-06",0.0072
"2018-04-07",0
"2018-04-08",0.7398
"2018-04-09",0.2689
"2018-04-10",0.0573
"2018-04-11",0
"2018-04-12",2.1655
"2018-04-13",9.5753
"2018-04-14",0.4621
"2018-04-15",3.3957
"2018-04-16",0
"2018-04-17",0
"2018-04-18",2.0436
"2018-04-19",2.8577
"2018-04-20",0
"2018-04-21",0
"2018-04-22",0
"2018-04-23",0.0741
"2018-04-24",0
"2018-04-25",0
"2018-04-26",1.8843
"2018-04-27",0.3991
"2018-04-28",4.3487
"2018-04-29",0
"2018-04-30",0
"2018-05-01",0
"2018-05-02",0.3529
"2018-05-03",0.5042
"2018-05-04",0
"2018-05-05",1.0728
"2018-05-06",0.2138
"2018-05-07",4.7531
"2018-05-08",0.1109
"2018-05-09",1.5392
"2018-05-10",1.7459
"2018-05-11",0.3886
"2018-05-12",0.5589
"2018-05-13",0.4408
"2018-05-14",1.0374
"2018-05-15",0.4983
"2018-05-16",5.0829
"2018-05-17",2.1727
"2018-05-18",5.406
"2018-05-19",1.0446
"2018-05-20",5.0407
"2018-05-21",1.7048
"2018-05-22",6.1454
"2018-05-23",4.9723
"2018-05-24",6.9232
"2018-05-25",1.5537
"2018-05-26",0.176
"2018-05-27",0.0513
"2018-05-28",0.1428
"2018-05-29",0
"2018-05-30",0
"2018-05-31",0
"2018-06-01",0.0118
"2018-06-02",0.1014
"2018-06-03",0
"2018-06-04",0.1372
"2018-06-05",0
"2018-06-06",0.2639
"2018-06-07",0.4222
"2018-06-08",0
"2018-06-09",0
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0
"2018-06-13",0
"2018-06-14",0
"2018-06-15",0
"2018-06-16",0
"2018-06-17",0
"2018-06-18",0
"2018-06-19",0
"2018-06-20",0
"2018-06-21",0
"2018-06-22",0
"2018-06-23",0
"2018-06-24",0
"2018-06-25",0
"2018-06-26",0
"2018-06-27",0
"2018-06-28",0
"2018-06-29",0
"2018-06-30",0
"2018-07-01",0
"2018-07-02",0
"2018-07-03",0
"2018-07-04",0
"2018-07-05",0
"2018-07-06",0
"2018-07-07",0
"2018-07-08",0
"2018-07-09",0
"2018-07-10",0
"2018-07-11",0
"2018-07-12",0
"2018-07-13",0
"2018-07-14",0
"2018-07-15",0
"2018-07-16",0
"2018-07-17",0
"2018-07-18",0
"2018-07-19",0
"2018-07-20",0
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0
"2018-07-25",0
"2018-07-26",0
"2018-07-27",0.1679
"2018-07-28",0
"2018-07-29",0
"2018-07-30",0.0029
"2018-07-31",0
"2018-08-01",0.0067
"2018-08-02",0
"2018-08-03",0.0782
"2018-08-04",0.2697
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0.2803
"2018-08-10",1.1043
"2018-08-11",1.3604
"2018-08-12",0.1025
"2018-08-13",0
"2018-08-14",0.6975
"2018-08-15",0.6546
"2018-08-16",0.2884
"2018-08-17",0.2369
"2018-08-18",0.1333
"2018-08-19",0.045
"2018-08-20",0.176
"2018-08-21",0
"2018-08-22",0.0542
"2018-08-23",0.505
"2018-08-24",1.718
"2018-08-25",1.3137
"2018-08-26",2.5102
"2018-08-27",0.546
"2018-08-28",0.0326
"2018-08-29",0
"2018-08-30",0
"2018-08-31",1.6799
"2018-09-01",0.8403
"2018-09-02",0
"2018-09-03",0.0007
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0
"2018-09-10",0.6057
"2018-09-11",0
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",0
"2018-09-16",3.8757
"2018-09-17",0.4073
"2018-09-18",0.4817
"2018-09-19",3.6642
"2018-09-20",0
"2018-09-21",0
"2018-09-22",0
"2018-09-23",0.0037
"2018-09-24",0.4137
"2018-09-25",0.1213
"2018-09-26",3.0494
"2018-09-27",7.2262
"2018-09-28",6.1217
"2018-09-29",3.5233
"2018-09-30",0.4009
"2018-10-01",2.5621
"2018-10-02",6.1201
"2018-10-03",19.5928
"2018-10-04",21.7505
"2018-10-05",20.3787
"2018-10-06",11.446
"2018-10-07",0.3924
"2018-10-08",13.9193
"2018-10-09",14.3356
"2018-10-10",0
"2018-10-11",0.7617
"2018-10-12",1.6547
"2018-10-13",7.9694
"2018-10-14",3.8297
"2018-10-15",2.2935
"2018-10-16",1.2009
"2018-10-17",0.4737
"2018-10-18",3.1613
"2018-10-19",0.0725
"2018-10-20",6.3385
"2018-10-21",2.8334
"2018-10-22",3.4021
"2018-10-23",3.4021
"2018-10-24",8.7297
"2018-10-25",7.2246
"2018-10-26",24.1215
"2018-10-27",21.1818
"2018-10-28",25.1026
"2018-10-29",38.4007
"2018-10-30",24.8611
"2018-10-31",17.7771
"2018-11-01",55.0314
"2018-11-02",55.0942
"2018-11-03",15.569
"2018-11-04",0.0507
"2018-11-05",41.2914
"2018-11-06",44.2213
"2018-11-07",40.43
"2018-11-08",23.7518
"2018-11-09",0
"2018-11-10",0
"2018-11-11",6.4854
"2018-11-12",0
"2018-11-13",0
"2018-11-14",4.1275
"2018-11-15",31.8789
"2018-11-16",17.6645
"2018-11-17",0
"2018-11-18",3.1753
"2018-11-19",7.3887
"2018-11-20",31.7233
"2018-11-21",0
"2018-11-22",0
"2018-11-23",13.0956
"2018-11-24",0
"2018-11-25",0
"2018-11-26",0
"2018-11-27",0
"2018-11-28",0
"2018-11-29",1.4818
"2018-11-30",0
"2018-12-01",0.0363
"2018-12-02",0
"2018-12-03",14.8576
"2018-12-04",9.1725
"2018-12-05",4.6717
"2018-12-06",0.5539
"2018-12-07",0
"2018-12-08",0
"2018-12-09",2.6593
"2018-12-10",4.281
"2018-12-11",1.9123
"2018-12-12",0
"2018-12-13",1.893
"2018-12-14",0.2289
"2018-12-15",7.2235
"2018-12-16",14.3542
"2018-12-17",0
"2018-12-18",0
"2018-12-19",0
"2018-12-20",5.9006
"2018-12-21",20.4446
"2018-12-22",11.8016
"2018-12-23",11.7647
"2018-12-24",13.0196
"2018-12-25",8.8198
"2018-12-26",9.4197
"2018-12-27",0
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0
"2019-01-12",0
"2019-01-13",2.9392
"2019-01-14",0
"2019-01-15",0
"2019-01-16",0.7985
"2019-01-17",0
"2019-01-18",0
"2019-01-19",8.1105
"2019-01-20",5.6916
"2019-01-21",0.1104
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",0
"2019-02-04",0.4068
"2019-02-05",1.9334
"2019-02-06",0
"2019-02-07",0
"2019-02-08",0.4498
"2019-02-09",3.6175
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",1.022
"2019-02-15",0
"2019-02-16",1.1919
"2019-02-17",0
"2019-02-18",0.6284
"2019-02-19",0
"2019-02-20",0
"2019-02-21",3.7283
"2019-02-22",0
"2019-02-23",0
"2019-02-24",1.8442
"2019-02-25",0
"2019-02-26",0
"2019-02-27",0.0183
"2019-02-28",0
"2019-03-01",0
"2019-03-02",0
"2019-03-03",0
"2019-03-04",0
"2019-03-05",0
"2019-03-06",0
"2019-03-07",0.3064
"2019-03-08",0
"2019-03-09",0.377
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0
"2019-03-14",0
"2019-03-15",0
"2019-03-16",0
"2019-03-17",0
"2019-03-18",0
"2019-03-19",0
"2019-03-20",0
"2019-03-21",0
"2019-03-22",0
"2019-03-23",0
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0
"2019-04-08",0
"2019-04-09",0
"2019-04-10",0
"2019-04-11",0.8456
"2019-04-12",0
"2019-04-13",0.1098
"2019-04-14",0
"2019-04-15",0
"2019-04-16",2.5126
"2019-04-17",8.123
"2019-04-18",1.368
"2019-04-19",5.9042
"2019-04-20",3.0297
"2019-04-21",9.1014
"2019-04-22",0
"2019-04-23",0
"2019-04-24",0
"2019-04-25",0.3282
"2019-04-26",0.6976
"2019-04-27",1.139
"2019-04-28",0.2128
"2019-04-29",0.5598
"2019-04-30",6.0982
"2019-05-01",2.8908
"2019-05-02",0.504
"2019-05-03",0
"2019-05-04",0
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",1.4877
"2019-05-11",0
"2019-05-12",0
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0
"2019-05-16",0
"2019-05-17",0
"2019-05-18",0
"2019-05-19",0
"2019-05-20",0
"2019-05-21",3.5053
"2019-05-22",0.3977
"2019-05-23",1.711
"2019-05-24",0.0305
"2019-05-25",0
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0
"2019-05-30",1.647
"2019-05-31",0
"2019-06-01",0.2849
"2019-06-02",0.0496
"2019-06-03",1.1315
"2019-06-04",0
"2019-06-05",0.2315
"2019-06-06",0.0781
"2019-06-07",0.2294
"2019-06-08",0
"2019-06-09",0
"2019-06-10",0.0477
"2019-06-11",0
"2019-06-12",0
"2019-06-13",0
"2019-06-14",0
"2019-06-15",0
"2019-06-16",0
"2019-06-17",0
"2019-06-18",0
"2019-06-19",0
"2019-06-20",0
"2019-06-21",0
"2019-06-22",0
"2019-06-23",0
"2019-06-24",0
"2019-06-25",0
"2019-06-26",0
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",0
"2019-07-01",0
"2019-07-02",0
"2019-07-03",0
"2019-07-04",0
"2019-07-05",0
"2019-07-06",0
"2019-07-07",0
"2019-07-08",0
"2019-07-09",0
"2019-07-10",0
"2019-07-11",0
"2019-07-12",0
"2019-07-13",0
"2019-07-14",0
"2019-07-15",0
"2019-07-16",0
"2019-07-17",0
"2019-07-18",0
"2019-07-19",0
"2019-07-20",0
"2019-07-21",0.0451
"2019-07-22",0.0712
"2019-07-23",0.0052
"2019-07-24",0.0152
"2019-07-25",0
"2019-07-26",0.0072
"2019-07-27",0.6541
"2019-07-28",0.0093
"2019-07-29",0.0735
"2019-07-30",0
"2019-07-31",0
"2019-08-01",0
"2019-08-02",0.0003
"2019-08-03",0
"2019-08-04",0
"2019-08-05",0.2585
"2019-08-06",1.3769
"2019-08-07",0.9323
"2019-08-08",0.6435
"2019-08-09",0
"2019-08-10",0
"2019-08-11",0
"2019-08-12",0
"2019-08-13",0.2849
"2019-08-14",0
"2019-08-15",0
"2019-08-16",2.6962
"2019-08-17",1.703
"2019-08-18",3.7202
"2019-08-19",0.0351
"2019-08-20",0
"2019-08-21",4.7585
"2019-08-22",0.1779
"2019-08-23",0.7006
"2019-08-24",0
"2019-08-25",2.6193
"2019-08-26",0
"2019-08-27",0
"2019-08-28",0
"2019-08-29",1.7305
"2019-08-30",0
"2019-08-31",0.9125
"2019-09-01",0.6472
"2019-09-02",0.0517
"2019-09-03",1.2461
"2019-09-04",1.4336
"2019-09-05",0
"2019-09-06",0
"2019-09-07",0.0067
"2019-09-08",0
"2019-09-09",0
"2019-09-10",0.1279
"2019-09-11",2.9946
"2019-09-12",5.3434
"2019-09-13",2.5654
"2019-09-14",0.8043
"2019-09-15",3.7684
"2019-09-16",0.5048
"2019-09-17",2.3085
"2019-09-18",6.7289
"2019-09-19",0
"2019-09-20",1.7581
"2019-09-21",3.6851
"2019-09-22",7.2401
"2019-09-23",2.82
"2019-09-24",5.46
"2019-09-25",0.3052
"2019-09-26",1.3081
"2019-09-27",0.0696
"2019-09-28",0
"2019-09-29",4.7068
"2019-09-30",0.0179
"2019-10-01",0.5702
"2019-10-02",0
"2019-10-03",0
"2019-10-04",0.2262
"2019-10-05",8.3778
"2019-10-06",6.3115
"2019-10-07",0
"2019-10-08",0.8406
"2019-10-09",1.4185
"2019-10-10",10.6605
"2019-10-11",11.6002
"2019-10-12",0
"2019-10-13",0
"2019-10-14",0
"2019-10-15",3.456
"2019-10-16",8.5723
"2019-10-17",2.5023
"2019-10-18",0.6247
"2019-10-19",24.2361
"2019-10-20",22.605
"2019-10-21",39.6575
"2019-10-22",7.5882
"2019-10-23",44.9987
"2019-10-24",17.0816
"2019-10-25",20.3416
"2019-10-26",29.0068
"2019-10-27",40.4207
"2019-10-28",31.4157
"2019-10-29",22.2024
"2019-10-30",37.324
"2019-10-31",0.2114
"2019-11-01",0
"2019-11-02",0
"2019-11-03",0.0542
"2019-11-04",2.1653
"2019-11-05",0.0542
"2019-11-06",0.0056
"2019-11-07",5.5572
"2019-11-08",1.6713
"2019-11-09",4.8708
"2019-11-10",0.7058
"2019-11-11",0.2384
"2019-11-12",0.2391
"2019-11-13",1.0607
"2019-11-14",1.2967
"2019-11-15",2.5781
"2019-11-16",1.9184
"2019-11-17",0
"2019-11-18",0
"2019-11-19",1.6661
"2019-11-20",0
"2019-11-21",3.1882
"2019-11-22",14.4044
"2019-11-23",0
"2019-11-24",16.5793
"2019-11-25",43.7646
"2019-11-26",0.1898
"2019-11-27",11.3632
"2019-11-28",9.7232
"2019-11-29",57.8264
"2019-11-30",65.7028
"2019-12-01",24.6447
"2019-12-02",59.147
"2019-12-03",7.368
"2019-12-04",2.905
"2019-12-05",44.0578
"2019-12-06",18.4725
"2019-12-07",0.4229
"2019-12-08",0.0601
"2019-12-09",0
"2019-12-10",0.3709
"2019-12-11",0
"2019-12-12",0
"2019-12-13",20.7585
"2019-12-14",7.8978
"2019-12-15",12.3354
"2019-12-16",0
"2019-12-17",0.3564
"2019-12-18",0
"2019-12-19",0
"2019-12-20",1.6507
"2019-12-21",0.7726
"2019-12-22",0.2886
"2019-12-23",2.565
"2019-12-24",5.427
"2019-12-25",19.6996
"2019-12-26",0
"2019-12-27",0
"2019-12-28",0
"2019-12-29",0
"2019-12-30",0
"2019-12-31",0
"2020-01-01",0
"2020-01-02",0
"2020-01-03",0
"2020-01-04",0
"2020-01-05",0
"2020-01-06",0
"2020-01-07",1.4056
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",7.3992
"2020-01-12",0
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0.1082
"2020-01-19",0
"2020-01-20",0
"2020-01-21",0
"2020-01-22",6.6078
"2020-01-23",0
"2020-01-24",0
"2020-01-25",0
"2020-01-26",1.7151
"2020-01-27",0
"2020-01-28",0
"2020-01-29",0.0872
"2020-01-30",0
"2020-01-31",4.6179
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0.0358
"2020-02-04",0
"2020-02-05",0
"2020-02-06",0
"2020-02-07",0
"2020-02-08",0
"2020-02-09",0
"2020-02-10",3.4674
"2020-02-11",0
"2020-02-12",0.0005
"2020-02-13",0
"2020-02-14",0
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0
"2020-02-18",0
"2020-02-19",0
"2020-02-20",4.6452
"2020-02-21",4.1443
"2020-02-22",0
"2020-02-23",0
"2020-02-24",0
"2020-02-25",0.3756
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0
"2020-03-02",0
"2020-03-03",0
"2020-03-04",0
"2020-03-05",0.0643
"2020-03-06",0
"2020-03-07",0.0427
"2020-03-08",0
"2020-03-09",0
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0
"2020-03-16",0
"2020-03-17",0.0169
"2020-03-18",0.0052
"2020-03-19",0
"2020-03-20",0
"2020-03-21",0
"2020-03-22",0
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0
"2020-03-26",0
"2020-03-27",0
"2020-03-28",0
"2020-03-29",0
"2020-03-30",0
"2020-03-31",0.0652
"2020-04-01",0
"2020-04-02",0
"2020-04-03",0
"2020-04-04",0.8537
"2020-04-05",0.0251
"2020-04-06",0
"2020-04-07",0
"2020-04-08",0
"2020-04-09",0.2451
"2020-04-10",0
"2020-04-11",0
"2020-04-12",0
"2020-04-13",0
"2020-04-14",0
"2020-04-15",0
"2020-04-16",0
"2020-04-17",0
"2020-04-18",0
"2020-04-19",3.7593
"2020-04-20",0.1009
"2020-04-21",0
"2020-04-22",0.6141
"2020-04-23",0
"2020-04-24",0.15
"2020-04-25",0.9077
"2020-04-26",0.6458
"2020-04-27",0
"2020-04-28",3.9706
"2020-04-29",8.9115
"2020-04-30",3.4063
"2020-05-01",0
"2020-05-02",0
"2020-05-03",0
"2020-05-04",0
"2020-05-05",0.1023
"2020-05-06",3.7302
"2020-05-07",2.7542
"2020-05-08",0.1477
"2020-05-09",3.5833
"2020-05-10",0.2279
"2020-05-11",3.4843
"2020-05-12",5.6545
"2020-05-13",0.578
"2020-05-14",0
"2020-05-15",3.9299
"2020-05-16",7.1127
"2020-05-17",1.6267
"2020-05-18",1.425
"2020-05-19",0.5276
"2020-05-20",0
"2020-05-21",0
"2020-05-22",0
"2020-05-23",0.8395
"2020-05-24",0.0992
"2020-05-25",1.6842
"2020-05-26",0
"2020-05-27",0
"2020-05-28",0
"2020-05-29",0
"2020-05-30",0
"2020-05-31",0
"2020-06-01",0.1902
"2020-06-02",0.0019
"2020-06-03",0.1473
"2020-06-04",0.1094
"2020-06-05",0.2122
"2020-06-06",0.0566
"2020-06-07",0.2579
"2020-06-08",0
"2020-06-09",0.0137
"2020-06-10",0.4984
"2020-06-11",0
"2020-06-12",0
"2020-06-13",0
"2020-06-14",0
"2020-06-15",0
"2020-06-16",0
"2020-06-17",0
"2020-06-18",0
"2020-06-19",0
"2020-06-20",0
"2020-06-21",0
"2020-06-22",0
"2020-06-23",0
"2020-06-24",0
"2020-06-25",0
"2020-06-26",0
"2020-06-27",0
"2020-06-28",0
"2020-06-29",0
"2020-06-30",0
"2020-07-01",0
"2020-07-02",0
"2020-07-03",0
"2020-07-04",0
"2020-07-05",0
"2020-07-06",0
"2020-07-07",0
"2020-07-08",0
"2020-07-09",0
"2020-07-10",0
"2020-07-11",0
"2020-07-12",0
"2020-07-13",0
"2020-07-14",0
"2020-07-15",0
"2020-07-16",0
"2020-07-17",0
"2020-07-18",0
"2020-07-19",0
"2020-07-20",0
"2020-07-21",0.0002
"2020-07-22",0
"2020-07-23",0
"2020-07-24",0
"2020-07-25",0.0288
"2020-07-26",0.509
"2020-07-27",0
"2020-07-28",2.5887
"2020-07-29",0.4868
"2020-07-30",0
"2020-07-31",0
"2020-08-01",0.105
"2020-08-02",0.0125
"2020-08-03",0.0019
"2020-08-04",0.6604
