,"(mm) Precipitation (CHIRPS) at Mannar, 2007-01-01 to 2025-12-31"
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",37.8639
"2016-12-28",0
"2016-12-29",0
"2016-12-30",0
"2016-12-31",0
"2017-01-01",0
"2017-01-02",0
"2017-01-03",0
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0.1026
"2017-01-21",3.885
"2017-01-22",0
"2017-01-23",16.0933
"2017-01-24",40.338
"2017-01-25",10.5898
"2017-01-26",20.8953
"2017-01-27",44.3779
"2017-01-28",1.4022
"2017-01-29",0
"2017-01-30",0
"2017-01-31",0
"2017-02-01",0.0444
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",0.2029
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",0.5602
"2017-02-19",0.7113
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",6.0283
"2017-02-25",8.2225
"2017-02-26",0.1986
"2017-02-27",8.4673
"2017-02-28",2.5288
"2017-03-01",7.3705
"2017-03-02",0.0301
"2017-03-03",19.8632
"2017-03-04",14.4853
"2017-03-05",1.808
"2017-03-06",5.8631
"2017-03-07",16.3806
"2017-03-08",6.1501
"2017-03-09",4.9567
"2017-03-10",8.7797
"2017-03-11",13.926
"2017-03-12",11.0668
"2017-03-13",23.1472
"2017-03-14",5.1751
"2017-03-15",5.9254
"2017-03-16",0.2466
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",2.553
"2017-03-21",0.0789
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",0.0665
"2017-03-29",1.7564
"2017-03-30",5.5109
"2017-03-31",0
"2017-04-01",0
"2017-04-02",3.6226
"2017-04-03",4.0039
"2017-04-04",1.0538
"2017-04-05",0
"2017-04-06",0
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0.669
"2017-04-10",0.8752
"2017-04-11",13.8829
"2017-04-12",2.2497
"2017-04-13",12.5894
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0
"2017-04-25",0
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0
"2017-04-30",0
"2017-05-01",0.642
"2017-05-02",3.869
"2017-05-03",0.7382
"2017-05-04",4.321
"2017-05-05",2.2081
"2017-05-06",7.4155
"2017-05-07",8.4016
"2017-05-08",0.1928
"2017-05-09",2.2744
"2017-05-10",6.2703
"2017-05-11",4.9582
"2017-05-12",4.3763
"2017-05-13",4.4147
"2017-05-14",3.6739
"2017-05-15",0.1286
"2017-05-16",1.3856
"2017-05-17",0.5127
"2017-05-18",3.1272
"2017-05-19",0.5868
"2017-05-20",2.2371
"2017-05-21",11.288
"2017-05-22",0.0005
"2017-05-23",6.536
"2017-05-24",9.4707
"2017-05-25",0
"2017-05-26",0
"2017-05-27",0
"2017-05-28",0
"2017-05-29",0
"2017-05-30",1.6024
"2017-05-31",0.0558
"2017-06-01",0.0759
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0
"2017-06-05",0
"2017-06-06",0.0051
"2017-06-07",1.4006
"2017-06-08",0.237
"2017-06-09",0.0182
"2017-06-10",0.0326
"2017-06-11",0
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0
"2017-06-15",0
"2017-06-16",0
"2017-06-17",0
"2017-06-18",0
"2017-06-19",0
"2017-06-20",0
"2017-06-21",0
"2017-06-22",0
"2017-06-23",0
"2017-06-24",0
"2017-06-25",0.0042
"2017-06-26",0
"2017-06-27",0
"2017-06-28",0
"2017-06-29",0
"2017-06-30",0
"2017-07-01",0
"2017-07-02",1.1641
"2017-07-03",1.0191
"2017-07-04",0
"2017-07-05",0.1688
"2017-07-06",0.2679
"2017-07-07",1.0978
"2017-07-08",2.1117
"2017-07-09",0.1477
"2017-07-10",0
"2017-07-11",0
"2017-07-12",0.9317
"2017-07-13",0
"2017-07-14",0.5191
"2017-07-15",0
"2017-07-16",0.0483
"2017-07-17",0.0177
"2017-07-18",0.3876
"2017-07-19",0
"2017-07-20",0
"2017-07-21",0.0324
"2017-07-22",0
"2017-07-23",0.0038
"2017-07-24",0.3461
"2017-07-25",0.0219
"2017-07-26",0
"2017-07-27",2.8302
"2017-07-28",2.08
"2017-07-29",0.7944
"2017-07-30",1.7661
"2017-07-31",2.2363
"2017-08-01",0.2449
"2017-08-02",0.8219
"2017-08-03",0.0453
"2017-08-04",0
"2017-08-05",0.1329
"2017-08-06",1.1378
"2017-08-07",1.486
"2017-08-08",1.881
"2017-08-09",2.8369
"2017-08-10",0.8174
"2017-08-11",1.8142
"2017-08-12",1.4513
"2017-08-13",2.5373
"2017-08-14",1.9528
"2017-08-15",2.3395
"2017-08-16",0.1633
"2017-08-17",0
"2017-08-18",1.5188
"2017-08-19",0.0332
"2017-08-20",0
"2017-08-21",0.0163
"2017-08-22",0
"2017-08-23",2.2448
"2017-08-24",2.0098
"2017-08-25",3.2952
"2017-08-26",0
"2017-08-27",0.4008
"2017-08-28",0
"2017-08-29",0
"2017-08-30",0.9197
"2017-08-31",9.8023
"2017-09-01",7.1877
"2017-09-02",8.514
"2017-09-03",11.2226
"2017-09-04",6.2188
"2017-09-05",10.8852
"2017-09-06",8.0952
"2017-09-07",7.0063
"2017-09-08",18.7784
"2017-09-09",7.8301
"2017-09-10",0.9806
"2017-09-11",47.0025
"2017-09-12",5.7461
"2017-09-13",14.085
"2017-09-14",0
"2017-09-15",0.0939
"2017-09-16",0.7091
"2017-09-17",5.826
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",1.0755
"2017-09-23",10.6921
"2017-09-24",0.1797
"2017-09-25",6.6109
"2017-09-26",0.2358
"2017-09-27",0
"2017-09-28",1.188
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0
"2017-10-03",0.2234
"2017-10-04",2.5631
"2017-10-05",7.0188
"2017-10-06",0
"2017-10-07",0.2736
"2017-10-08",0
"2017-10-09",4.1305
"2017-10-10",7.8775
"2017-10-11",6.4578
"2017-10-12",6.5057
"2017-10-13",6.1052
"2017-10-14",1.6735
"2017-10-15",2.4841
"2017-10-16",1.1201
"2017-10-17",7.575
"2017-10-18",0
"2017-10-19",0
"2017-10-20",0
"2017-10-21",0
"2017-10-22",0
"2017-10-23",6.6419
"2017-10-24",14.6118
"2017-10-25",2.4695
"2017-10-26",9.9781
"2017-10-27",4.1448
"2017-10-28",1.3144
"2017-10-29",4.1519
"2017-10-30",26.1029
"2017-10-31",12.2329
"2017-11-01",11.8177
"2017-11-02",29.0238
"2017-11-03",21.9013
"2017-11-04",40.1468
"2017-11-05",23.8635
"2017-11-06",3.9965
"2017-11-07",8.6744
"2017-11-08",3.6411
"2017-11-09",2.675
"2017-11-10",13.4465
"2017-11-11",3.5403
"2017-11-12",9.7567
"2017-11-13",2.8469
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",1.128
"2017-11-19",0
"2017-11-20",6.8058
"2017-11-21",0.4744
"2017-11-22",1.081
"2017-11-23",0.4268
"2017-11-24",4.9311
"2017-11-25",21.5521
"2017-11-26",27.8059
"2017-11-27",25.191
"2017-11-28",23.7203
"2017-11-29",6.8653
"2017-11-30",14.9459
"2017-12-01",2.184
"2017-12-02",18.0408
"2017-12-03",3.9654
"2017-12-04",0
"2017-12-05",6.1021
"2017-12-06",0
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0.7797
"2017-12-13",0.9571
"2017-12-14",10.8745
"2017-12-15",0.0576
"2017-12-16",0
"2017-12-17",0
"2017-12-18",0
"2017-12-19",1.745
"2017-12-20",5.4689
"2017-12-21",0
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",0
"2017-12-26",11.1741
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",2.2003
"2018-01-10",0
"2018-01-11",0.1292
"2018-01-12",22.6932
"2018-01-13",1.6583
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0
"2018-01-20",0.133
"2018-01-21",0
"2018-01-22",0.8193
"2018-01-23",0
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",0
"2018-01-28",0
"2018-01-29",0.3784
"2018-01-30",0.0275
"2018-01-31",0
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0.4023
"2018-02-06",0
"2018-02-07",0
"2018-02-08",0
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0.7365
"2018-02-15",0
"2018-02-16",3.4656
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0
"2018-02-23",0
"2018-02-24",0
"2018-02-25",2.9377
"2018-02-26",0.9723
"2018-02-27",0.1529
"2018-02-28",11.1854
"2018-03-01",0
"2018-03-02",0
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0.0552
"2018-03-07",0
"2018-03-08",0
"2018-03-09",5.9749
"2018-03-10",0.1717
"2018-03-11",0.308
"2018-03-12",35.3352
"2018-03-13",0.1987
"2018-03-14",15.5639
"2018-03-15",9.7135
"2018-03-16",1.6733
"2018-03-17",1.1202
"2018-03-18",0
"2018-03-19",0
"2018-03-20",0
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",1.3578
"2018-03-26",8.1835
"2018-03-27",1.9184
"2018-03-28",0.3847
"2018-03-29",0
"2018-03-30",0
"2018-03-31",0
"2018-04-01",0.038
"2018-04-02",0.0143
"2018-04-03",0
"2018-04-04",0
"2018-04-05",0.0028
"2018-04-06",0.5982
"2018-04-07",1.0452
"2018-04-08",4.4718
"2018-04-09",1.3106
"2018-04-10",0
"2018-04-11",5.8971
"2018-04-12",2.9129
"2018-04-13",13.4822
"2018-04-14",8.2086
"2018-04-15",8.4858
"2018-04-16",0.0191
"2018-04-17",0.7609
"2018-04-18",7.5394
"2018-04-19",3.7353
"2018-04-20",2.1486
"2018-04-21",0
"2018-04-22",1.7278
"2018-04-23",0.0003
"2018-04-24",6.6642
"2018-04-25",2.5233
"2018-04-26",4.8153
"2018-04-27",7.3861
"2018-04-28",5.9869
"2018-04-29",0
"2018-04-30",1.1901
"2018-05-01",0.6706
"2018-05-02",5.0466
"2018-05-03",3.0723
"2018-05-04",4.3439
"2018-05-05",7.5276
"2018-05-06",3.5313
"2018-05-07",9.9385
"2018-05-08",1.2048
"2018-05-09",5.752
"2018-05-10",6.2415
"2018-05-11",5.9078
"2018-05-12",5.1912
"2018-05-13",4.286
"2018-05-14",7.072
"2018-05-15",6.7517
"2018-05-16",10.9529
"2018-05-17",7.7053
"2018-05-18",5.8366
"2018-05-19",4.9271
"2018-05-20",11.8061
"2018-05-21",9.8372
"2018-05-22",6.8569
"2018-05-23",6.7689
"2018-05-24",8.6249
"2018-05-25",6.0579
"2018-05-26",0.2732
"2018-05-27",1.3102
"2018-05-28",0.0199
"2018-05-29",0.0972
"2018-05-30",0.676
"2018-05-31",0.0949
"2018-06-01",0.3522
"2018-06-02",0.4067
"2018-06-03",0.0768
"2018-06-04",0.0125
"2018-06-05",0
"2018-06-06",0.3683
"2018-06-07",0.1013
"2018-06-08",0
"2018-06-09",0.0001
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0
"2018-06-13",0
"2018-06-14",0
"2018-06-15",0
"2018-06-16",0
"2018-06-17",0
"2018-06-18",0
"2018-06-19",0
"2018-06-20",0
"2018-06-21",0
"2018-06-22",0
"2018-06-23",0
"2018-06-24",0
"2018-06-25",0
"2018-06-26",0
"2018-06-27",0
"2018-06-28",0
"2018-06-29",0.072
"2018-06-30",0.2039
"2018-07-01",0.6981
"2018-07-02",0.6304
"2018-07-03",0.0121
"2018-07-04",0
"2018-07-05",0.6826
"2018-07-06",0.1653
"2018-07-07",0
"2018-07-08",0.2056
"2018-07-09",0.1479
"2018-07-10",0
"2018-07-11",0.0729
"2018-07-12",0
"2018-07-13",0.5845
"2018-07-14",0
"2018-07-15",0.9517
"2018-07-16",1.2785
"2018-07-17",0
"2018-07-18",0
"2018-07-19",0.4209
"2018-07-20",0.7756
"2018-07-21",0.0485
"2018-07-22",0
"2018-07-23",0.0254
"2018-07-24",0.159
"2018-07-25",0
"2018-07-26",0.5019
"2018-07-27",0.9999
"2018-07-28",0.0017
"2018-07-29",0
"2018-07-30",0
"2018-07-31",0.0769
"2018-08-01",0.3258
"2018-08-02",0.2168
"2018-08-03",0.0445
"2018-08-04",0.0637
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0.1465
"2018-08-10",0.399
"2018-08-11",0.3398
"2018-08-12",0.0805
"2018-08-13",0.0064
"2018-08-14",0.4414
"2018-08-15",0.3264
"2018-08-16",0.1842
"2018-08-17",0.0026
"2018-08-18",0.0915
"2018-08-19",0
"2018-08-20",0.0513
"2018-08-21",0
"2018-08-22",0
"2018-08-23",0.1108
"2018-08-24",1.9401
"2018-08-25",1.3233
"2018-08-26",4.3713
"2018-08-27",1.1748
"2018-08-28",3.0928
"2018-08-29",2.3655
"2018-08-30",3.4085
"2018-08-31",3.6486
"2018-09-01",0.315
"2018-09-02",0
"2018-09-03",6.9363
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",1.0573
"2018-09-10",4.026
"2018-09-11",2.5341
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0.5457
"2018-09-15",0.117
"2018-09-16",0.6647
"2018-09-17",2.4439
"2018-09-18",0.2057
"2018-09-19",12.1478
"2018-09-20",0
"2018-09-21",0
"2018-09-22",0
"2018-09-23",4.0359
"2018-09-24",6.4264
"2018-09-25",3.6346
"2018-09-26",10.879
"2018-09-27",11.4868
"2018-09-28",14.791
"2018-09-29",14.7692
"2018-09-30",6.0242
"2018-10-01",6.72
"2018-10-02",5.474
"2018-10-03",20.0431
"2018-10-04",30.6874
"2018-10-05",13.6847
"2018-10-06",14.3416
"2018-10-07",17.4846
"2018-10-08",5.5922
"2018-10-09",29.1247
"2018-10-10",0.1975
"2018-10-11",2.3175
"2018-10-12",3.6253
"2018-10-13",6.1185
"2018-10-14",7.809
"2018-10-15",2.5872
"2018-10-16",8.0787
"2018-10-17",5.437
"2018-10-18",3.9693
"2018-10-19",6.5459
"2018-10-20",8.3054
"2018-10-21",2.6975
"2018-10-22",5.8899
"2018-10-23",6.7115
"2018-10-24",5.057
"2018-10-25",2.2757
"2018-10-26",8.9885
"2018-10-27",3.1064
"2018-10-28",11.5411
"2018-10-29",24.0654
"2018-10-30",8.365
"2018-10-31",14.03
"2018-11-01",17.4989
"2018-11-02",14.091
"2018-11-03",10.9658
"2018-11-04",4.7022
"2018-11-05",46.2998
"2018-11-06",39.2502
"2018-11-07",40.1378
"2018-11-08",14.7704
"2018-11-09",4.3378
"2018-11-10",0
"2018-11-11",3.6468
"2018-11-12",0.3421
"2018-11-13",0
"2018-11-14",0
"2018-11-15",12.1544
"2018-11-16",20.12
"2018-11-17",11.8621
"2018-11-18",7.0633
"2018-11-19",18.5476
"2018-11-20",3.3381
"2018-11-21",0.675
"2018-11-22",10.9224
"2018-11-23",5.9626
"2018-11-24",3.1842
"2018-11-25",0
"2018-11-26",0.0659
"2018-11-27",0
"2018-11-28",6.1761
"2018-11-29",3.1374
"2018-11-30",0
"2018-12-01",1.1565
"2018-12-02",0
"2018-12-03",1.6858
"2018-12-04",4.1766
"2018-12-05",8.1981
"2018-12-06",0.3666
"2018-12-07",0.4401
"2018-12-08",0
"2018-12-09",6.5779
"2018-12-10",9.3338
"2018-12-11",2.8503
"2018-12-12",0.3023
"2018-12-13",1.8417
"2018-12-14",0.6761
"2018-12-15",7.6027
"2018-12-16",8.933
"2018-12-17",0
"2018-12-18",0
"2018-12-19",0
"2018-12-20",8.2734
"2018-12-21",11.1836
"2018-12-22",8.5056
"2018-12-23",6.3839
"2018-12-24",10.4087
"2018-12-25",7.114
"2018-12-26",1.0323
"2018-12-27",0
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0.019
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0.1368
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0
"2019-01-12",0
"2019-01-13",0.0048
"2019-01-14",0
"2019-01-15",0
"2019-01-16",1.2638
"2019-01-17",0
"2019-01-18",0
"2019-01-19",3.3522
"2019-01-20",4.4124
"2019-01-21",0.3743
"2019-01-22",0.028
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0.189
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",0.0068
"2019-02-04",30.9157
"2019-02-05",20.882
"2019-02-06",0
"2019-02-07",0
"2019-02-08",0
"2019-02-09",0.8814
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",0
"2019-02-15",0
"2019-02-16",0.1051
"2019-02-17",0
"2019-02-18",0
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",0
"2019-02-27",0
"2019-02-28",0
"2019-03-01",0
"2019-03-02",0
"2019-03-03",0
"2019-03-04",0
"2019-03-05",0.3627
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",3.3079
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0
"2019-03-14",0
"2019-03-15",0
"2019-03-16",0
"2019-03-17",0
"2019-03-18",0
"2019-03-19",0
"2019-03-20",0
"2019-03-21",2.3474
"2019-03-22",3.2959
"2019-03-23",1.3634
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0
"2019-04-08",0
"2019-04-09",0
"2019-04-10",0
"2019-04-11",4.6676
"2019-04-12",0
"2019-04-13",1.0755
"2019-04-14",0
"2019-04-15",2.4939
"2019-04-16",1.8489
"2019-04-17",9.8322
"2019-04-18",7.8503
"2019-04-19",11.1474
"2019-04-20",6.5988
"2019-04-21",19.318
"2019-04-22",2.2112
"2019-04-23",0.1004
"2019-04-24",0.0112
"2019-04-25",1.5362
"2019-04-26",1.9964
"2019-04-27",4.0114
"2019-04-28",1.6112
"2019-04-29",1.9008
"2019-04-30",8.2922
"2019-05-01",2.3643
"2019-05-02",0
"2019-05-03",0
"2019-05-04",0
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",1.9842
"2019-05-11",0
"2019-05-12",0
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0
"2019-05-16",0
"2019-05-17",0
"2019-05-18",0
"2019-05-19",0
"2019-05-20",0
"2019-05-21",7.5109
"2019-05-22",0.6928
"2019-05-23",7.2273
"2019-05-24",0.1263
"2019-05-25",0
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0
"2019-05-30",2.7629
"2019-05-31",0
"2019-06-01",0.4718
"2019-06-02",0.7496
"2019-06-03",1.3832
"2019-06-04",1.3612
"2019-06-05",1.5452
"2019-06-06",0.3086
"2019-06-07",0.0795
"2019-06-08",0
"2019-06-09",0.0005
"2019-06-10",0.1464
"2019-06-11",0
"2019-06-12",0
"2019-06-13",0
"2019-06-14",0
"2019-06-15",0
"2019-06-16",0
"2019-06-17",0
"2019-06-18",0
"2019-06-19",0
"2019-06-20",0
"2019-06-21",0.0004
"2019-06-22",0.0002
"2019-06-23",0
"2019-06-24",0
"2019-06-25",0.0001
"2019-06-26",0.1108
"2019-06-27",0
"2019-06-28",0.0023
"2019-06-29",0
"2019-06-30",0.0778
"2019-07-01",0.037
"2019-07-02",0.0301
"2019-07-03",0
"2019-07-04",0.0344
"2019-07-05",0
"2019-07-06",0.4908
"2019-07-07",0
"2019-07-08",0
"2019-07-09",0.2505
"2019-07-10",0.6385
"2019-07-11",0.9267
"2019-07-12",0.194
"2019-07-13",1.0571
"2019-07-14",0.4479
"2019-07-15",0.0827
"2019-07-16",0
"2019-07-17",0.4692
"2019-07-18",0.788
"2019-07-19",0.0037
"2019-07-20",0.7061
"2019-07-21",0.0547
"2019-07-22",1.5028
"2019-07-23",0.0128
"2019-07-24",0.1527
"2019-07-25",0
"2019-07-26",0
"2019-07-27",0.4611
"2019-07-28",0
"2019-07-29",0.2895
"2019-07-30",0.0011
"2019-07-31",1.5235
"2019-08-01",0.6295
"2019-08-02",0
"2019-08-03",0
"2019-08-04",0.0735
"2019-08-05",1.4283
"2019-08-06",0.2563
"2019-08-07",1.304
"2019-08-08",2.8764
"2019-08-09",0
"2019-08-10",0
"2019-08-11",0
"2019-08-12",0
"2019-08-13",1.5551
"2019-08-14",0
"2019-08-15",0
"2019-08-16",1.3911
"2019-08-17",0.6915
"2019-08-18",4.519
"2019-08-19",0
"2019-08-20",0
"2019-08-21",0.0076
"2019-08-22",0.0008
"2019-08-23",0
"2019-08-24",0
"2019-08-25",1.4012
"2019-08-26",0
"2019-08-27",0
"2019-08-28",0
"2019-08-29",1.8804
"2019-08-30",0
"2019-08-31",0.0354
"2019-09-01",9.0257
"2019-09-02",0.3335
"2019-09-03",1.3459
"2019-09-04",3.0321
"2019-09-05",0
"2019-09-06",0
"2019-09-07",0.0252
"2019-09-08",0
"2019-09-09",0.452
"2019-09-10",3.7652
"2019-09-11",14.8572
"2019-09-12",19.145
"2019-09-13",19.6104
"2019-09-14",24.8136
"2019-09-15",9.5938
"2019-09-16",11.0438
"2019-09-17",0.1109
"2019-09-18",1.5099
"2019-09-19",1.0755
"2019-09-20",11.1753
"2019-09-21",1.9898
"2019-09-22",13.7739
"2019-09-23",16.1506
"2019-09-24",1.1357
"2019-09-25",2.3525
"2019-09-26",0
"2019-09-27",5.2258
"2019-09-28",12.8882
"2019-09-29",10.3662
"2019-09-30",5.3698
"2019-10-01",4.0807
"2019-10-02",0.1133
"2019-10-03",6.0428
"2019-10-04",9.1076
"2019-10-05",6.8486
"2019-10-06",14.8444
"2019-10-07",5.9388
"2019-10-08",6.8309
"2019-10-09",10.4873
"2019-10-10",13.7172
"2019-10-11",7.0466
"2019-10-12",5.3518
"2019-10-13",3.1209
"2019-10-14",0
"2019-10-15",16.5434
"2019-10-16",22.2593
"2019-10-17",16.7963
"2019-10-18",1.1676
"2019-10-19",3.0297
"2019-10-20",44.4916
"2019-10-21",30.2832
"2019-10-22",8.3826
"2019-10-23",25.052
"2019-10-24",14.2949
"2019-10-25",9.4326
"2019-10-26",8.0377
"2019-10-27",29.4296
"2019-10-28",19.9263
"2019-10-29",11.8908
"2019-10-30",22.4955
"2019-10-31",0.1192
"2019-11-01",0.3707
"2019-11-02",3.8068
"2019-11-03",7.3571
"2019-11-04",0.7777
"2019-11-05",0
"2019-11-06",0
"2019-11-07",0.615
"2019-11-08",2.2903
"2019-11-09",2.5204
"2019-11-10",8.6099
"2019-11-11",4.0723
"2019-11-12",1.046
"2019-11-13",3.1459
"2019-11-14",3.3425
"2019-11-15",14.4294
"2019-11-16",10.0781
"2019-11-17",1.3695
"2019-11-18",6.4692
"2019-11-19",15.7778
"2019-11-20",2.0013
"2019-11-21",6.3732
"2019-11-22",15.4589
"2019-11-23",0
"2019-11-24",12.1082
"2019-11-25",30.4249
"2019-11-26",0
"2019-11-27",16.8214
"2019-11-28",1.1591
"2019-11-29",57.661
"2019-11-30",36.7018
"2019-12-01",35.7222
"2019-12-02",46.9308
"2019-12-03",8.0215
"2019-12-04",45.5705
"2019-12-05",59.4349
"2019-12-06",12.6716
"2019-12-07",4.0566
"2019-12-08",0.3663
"2019-12-09",1.7802
"2019-12-10",0.9017
"2019-12-11",0
"2019-12-12",0
"2019-12-13",9.8944
"2019-12-14",8.2167
"2019-12-15",0.7851
"2019-12-16",0
"2019-12-17",0.8189
"2019-12-18",4.6374
"2019-12-19",0
"2019-12-20",4.7577
"2019-12-21",0
"2019-12-22",15.3471
"2019-12-23",2.9887
"2019-12-24",0
"2019-12-25",0.027
"2019-12-26",0
"2019-12-27",0
"2019-12-28",0
"2019-12-29",0
"2019-12-30",0
"2019-12-31",0.0099
"2020-01-01",0
"2020-01-02",0.175
"2020-01-03",0
"2020-01-04",0
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0.1254
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",5.1776
"2020-01-12",0
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0
"2020-01-19",0
"2020-01-20",0
"2020-01-21",0
"2020-01-22",4.0542
"2020-01-23",0
"2020-01-24",0
"2020-01-25",0
"2020-01-26",0
"2020-01-27",0
"2020-01-28",1.0457
"2020-01-29",3.7602
"2020-01-30",0
"2020-01-31",2.5613
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0
"2020-02-04",0
"2020-02-05",0.1452
"2020-02-06",0
"2020-02-07",0
"2020-02-08",0
"2020-02-09",0
"2020-02-10",2.9206
"2020-02-11",0
"2020-02-12",0.3577
"2020-02-13",0
"2020-02-14",0
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0
"2020-02-18",0
"2020-02-19",0
"2020-02-20",5.7798
"2020-02-21",6.1914
"2020-02-22",0.0282
"2020-02-23",0
"2020-02-24",0
"2020-02-25",0.4133
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0
"2020-03-02",0
"2020-03-03",0
"2020-03-04",0
"2020-03-05",0.2275
"2020-03-06",1.6433
"2020-03-07",4.4169
"2020-03-08",0
"2020-03-09",0
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0
"2020-03-16",0.2532
"2020-03-17",2.5945
"2020-03-18",0.0934
"2020-03-19",0
"2020-03-20",0
"2020-03-21",0
"2020-03-22",0
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0
"2020-03-26",0
"2020-03-27",0
"2020-03-28",0
"2020-03-29",0.4673
"2020-03-30",0.019
"2020-03-31",0
"2020-04-01",0.3724
"2020-04-02",0
"2020-04-03",0
"2020-04-04",4.9478
"2020-04-05",0.008
"2020-04-06",1.0499
"2020-04-07",0
"2020-04-08",0
"2020-04-09",0.8568
