,"(mm) Precipitation (CHIRPS) at Nuwara Eliya, 2007-01-01 to 2025-12-31"
"2016-07-12",0
"2016-07-13",0
"2016-07-14",6.2676
"2016-07-15",14.0547
"2016-07-16",4.8732
"2016-07-17",9.516
"2016-07-18",0
"2016-07-19",0
"2016-07-20",2.0148
"2016-07-21",5.417
"2016-07-22",0.1119
"2016-07-23",2.7104
"2016-07-24",4.6561
"2016-07-25",12.5254
"2016-07-26",36.0104
"2016-07-27",20.0808
"2016-07-28",15.7932
"2016-07-29",16.5223
"2016-07-30",0.5655
"2016-07-31",0
"2016-08-01",0.0387
"2016-08-02",0
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0.5083
"2016-08-08",5.8305
"2016-08-09",6.5309
"2016-08-10",3.1785
"2016-08-11",0
"2016-08-12",1.5867
"2016-08-13",8.3431
"2016-08-14",0.5382
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",2.1089
"2016-08-20",0
"2016-08-21",1.4782
"2016-08-22",10.4486
"2016-08-23",9.987
"2016-08-24",0.0423
"2016-08-25",1.9081
"2016-08-26",6.1466
"2016-08-27",8.5538
"2016-08-28",0.081
"2016-08-29",0
"2016-08-30",4.0896
"2016-08-31",1.1254
"2016-09-01",0
"2016-09-02",13.6089
"2016-09-03",0.062
"2016-09-04",0.9552
"2016-09-05",0
"2016-09-06",0
"2016-09-07",0.1278
"2016-09-08",8.9716
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0.1617
"2016-09-15",10.1814
"2016-09-16",0
"2016-09-17",0
"2016-09-18",8.8708
"2016-09-19",6.4117
"2016-09-20",5.4337
"2016-09-21",0
"2016-09-22",0.013
"2016-09-23",0.1901
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",1.3005
"2016-09-29",0
"2016-09-30",0.2442
"2016-10-01",1.654
"2016-10-02",0.7361
"2016-10-03",3.0982
"2016-10-04",0.152
"2016-10-05",0.0285
"2016-10-06",0
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0.1502
"2016-10-14",2.1263
"2016-10-15",2.0813
"2016-10-16",0
"2016-10-17",1.7307
"2016-10-18",4.6556
"2016-10-19",3.2061
"2016-10-20",7.2444
"2016-10-21",4.0171
"2016-10-22",0
"2016-10-23",4.6101
"2016-10-24",7.4878
"2016-10-25",7.0854
"2016-10-26",0
"2016-10-27",0
"2016-10-28",0
"2016-10-29",3.016
"2016-10-30",11.3607
"2016-10-31",9.6287
"2016-11-01",35.8826
"2016-11-02",22.6051
"2016-11-03",34.4485
"2016-11-04",19.4128
"2016-11-05",4.9281
"2016-11-06",12.0805
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",1.9101
"2016-11-11",8.2799
"2016-11-12",10.2174
"2016-11-13",7.532
"2016-11-14",5.0051
"2016-11-15",3.4386
"2016-11-16",2.7553
"2016-11-17",8.8437
"2016-11-18",26.3232
"2016-11-19",4.4198
"2016-11-20",21.4779
"2016-11-21",13.3163
"2016-11-22",10.0105
"2016-11-23",4.1843
"2016-11-24",0.1941
"2016-11-25",7.2518
"2016-11-26",11.5233
"2016-11-27",14.1862
"2016-11-28",0.1461
"2016-11-29",0.1867
"2016-11-30",0.342
"2016-12-01",0
"2016-12-02",0
"2016-12-03",6.9985
"2016-12-04",11.0309
"2016-12-05",0
"2016-12-06",0
"2016-12-07",8.1841
"2016-12-08",15.157
"2016-12-09",2.2231
"2016-12-10",2.4367
"2016-12-11",0
"2016-12-12",0
"2016-12-13",1.8366
"2016-12-14",1.8318
"2016-12-15",0
"2016-12-16",0
"2016-12-17",0.5087
"2016-12-18",0
"2016-12-19",1.3099
"2016-12-20",0
"2016-12-21",2.4705
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",20.6893
"2016-12-28",9.1972
"2016-12-29",0.0391
"2016-12-30",0
"2016-12-31",5.8725
"2017-01-01",1.2597
"2017-01-02",0
"2017-01-03",0.0152
"2017-01-04",0.0905
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0.0213
"2017-01-21",0.8739
"2017-01-22",1.072
"2017-01-23",31.9653
"2017-01-24",40.3582
"2017-01-25",19.2498
"2017-01-26",16.316
"2017-01-27",40.4923
"2017-01-28",2.7078
"2017-01-29",0.0223
"2017-01-30",2.0803
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",11.6058
"2017-02-15",0.03
"2017-02-16",0
"2017-02-17",0
"2017-02-18",0.5583
"2017-02-19",21.5368
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",1.4548
"2017-02-25",13.4756
"2017-02-26",19.4238
"2017-02-27",1.1317
"2017-02-28",18.0469
"2017-03-01",40.0467
"2017-03-02",0.7489
"2017-03-03",7.2084
"2017-03-04",7.3003
"2017-03-05",3.1741
"2017-03-06",18.5237
"2017-03-07",20.3957
"2017-03-08",2.6677
"2017-03-09",9.0596
"2017-03-10",11.8079
"2017-03-11",15.3979
"2017-03-12",17.2317
"2017-03-13",20.7363
"2017-03-14",25.582
"2017-03-15",15.7841
"2017-03-16",11.7138
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0
"2017-03-21",0.0218
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",10.5416
"2017-03-29",17.557
"2017-03-30",10.7616
"2017-03-31",0
"2017-04-01",1.0605
"2017-04-02",12.1896
"2017-04-03",10.1664
"2017-04-04",7.0477
"2017-04-05",2.8472
"2017-04-06",1.9111
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0.2924
"2017-04-10",3.637
"2017-04-11",14.005
"2017-04-12",17.5251
"2017-04-13",19.1559
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0.0235
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",4.8336
"2017-04-25",0
"2017-04-26",1.1554
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0.7948
"2017-04-30",0
"2017-05-01",0
"2017-05-02",8.504
"2017-05-03",5.0458
"2017-05-04",5.2068
"2017-05-05",0.1369
"2017-05-06",11.0297
"2017-05-07",12.9782
"2017-05-08",12.1579
"2017-05-09",12.4001
"2017-05-10",15.2528
"2017-05-11",10.7456
"2017-05-12",11.4229
"2017-05-13",11.5653
"2017-05-14",8.1382
"2017-05-15",6.6015
"2017-05-16",1.138
"2017-05-17",0
"2017-05-18",13.4857
"2017-05-19",6.4626
"2017-05-20",4.2199
"2017-05-21",35.6112
"2017-05-22",10.6416
"2017-05-23",15.003
"2017-05-24",14.2051
"2017-05-25",25.2584
"2017-05-26",83.542
"2017-05-27",0.9222
"2017-05-28",0
"2017-05-29",1.9488
"2017-05-30",1.1666
"2017-05-31",2.9104
"2017-06-01",33.632
"2017-06-02",0.4058
"2017-06-03",0
"2017-06-04",0
"2017-06-05",19.875
"2017-06-06",0.7166
"2017-06-07",19.7777
"2017-06-08",3.1086
"2017-06-09",0
"2017-06-10",2.3106
"2017-06-11",5.5557
"2017-06-12",0
"2017-06-13",0
"2017-06-14",9.31
"2017-06-15",17.066
"2017-06-16",8.7435
"2017-06-17",0.5256
"2017-06-18",14.593
"2017-06-19",10.3868
"2017-06-20",12.4402
"2017-06-21",0.5469
"2017-06-22",10.659
"2017-06-23",1.1505
"2017-06-24",0
"2017-06-25",23.0445
"2017-06-26",34.19
"2017-06-27",1.461
"2017-06-28",8.1565
"2017-06-29",0
"2017-06-30",0
"2017-07-01",7.3129
"2017-07-02",3.2531
"2017-07-03",0.1891
"2017-07-04",0
"2017-07-05",0
"2017-07-06",5.5117
"2017-07-07",1.4799
"2017-07-08",8.8106
"2017-07-09",10.0177
"2017-07-10",0.8046
"2017-07-11",0.6341
"2017-07-12",8.5633
"2017-07-13",2.7705
"2017-07-14",0.2953
"2017-07-15",0
"2017-07-16",0
"2017-07-17",0
"2017-07-18",6.1327
"2017-07-19",0.4108
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",3.9764
"2017-07-25",3.1119
"2017-07-26",5.006
"2017-07-27",17.0973
"2017-07-28",5.929
"2017-07-29",14.371
"2017-07-30",12.1542
"2017-07-31",11.8031
"2017-08-01",2.0523
"2017-08-02",0
"2017-08-03",0
"2017-08-04",14.274
"2017-08-05",0.0143
"2017-08-06",17.1211
"2017-08-07",22.3671
"2017-08-08",13
"2017-08-09",0.9643
"2017-08-10",20.0074
"2017-08-11",3.774
"2017-08-12",10.3859
"2017-08-13",5.1012
"2017-08-14",23.0184
"2017-08-15",0
"2017-08-16",0
"2017-08-17",1.3165
"2017-08-18",56.2361
"2017-08-19",8.9464
"2017-08-20",0
"2017-08-21",0
"2017-08-22",0.9536
"2017-08-23",9.5876
"2017-08-24",9.7174
"2017-08-25",0.042
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0
"2017-08-29",0
"2017-08-30",12.6529
"2017-08-31",9.6755
"2017-09-01",10.183
"2017-09-02",1.8758
"2017-09-03",24.8357
"2017-09-04",12.6865
"2017-09-05",11.7739
"2017-09-06",22.4906
"2017-09-07",21.2713
"2017-09-08",28.168
"2017-09-09",9.6514
"2017-09-10",0.8897
"2017-09-11",6.8179
"2017-09-12",2.994
"2017-09-13",13.7683
"2017-09-14",0.0013
"2017-09-15",8.9616
"2017-09-16",18.603
"2017-09-17",0.1487
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0.5409
"2017-09-22",0
"2017-09-23",6.247
"2017-09-24",8.3455
"2017-09-25",11.6813
"2017-09-26",12.5495
"2017-09-27",1.4099
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0.1096
"2017-10-01",2.2061
"2017-10-02",0
"2017-10-03",3.9434
"2017-10-04",7.8318
"2017-10-05",5.8436
"2017-10-06",9.9857
"2017-10-07",9.0011
"2017-10-08",7.8468
"2017-10-09",7.6388
"2017-10-10",8.1528
"2017-10-11",35.0939
"2017-10-12",6.329
"2017-10-13",7.9763
"2017-10-14",16.211
"2017-10-15",3.6635
"2017-10-16",3.291
"2017-10-17",0
"2017-10-18",0
"2017-10-19",6.9508
"2017-10-20",0.9723
"2017-10-21",0
"2017-10-22",0
"2017-10-23",14.0299
"2017-10-24",20.9471
"2017-10-25",10.7524
"2017-10-26",19.264
"2017-10-27",16.4427
"2017-10-28",20.8427
"2017-10-29",11.9211
"2017-10-30",7.9184
"2017-10-31",34.0033
"2017-11-01",18.8123
"2017-11-02",13.4083
"2017-11-03",18.1512
"2017-11-04",23.0397
"2017-11-05",17.3953
"2017-11-06",21.4654
"2017-11-07",9.0347
"2017-11-08",12.6098
"2017-11-09",4.6208
"2017-11-10",18.0969
"2017-11-11",1.6683
"2017-11-12",3.6852
"2017-11-13",2.6519
"2017-11-14",0
"2017-11-15",0
"2017-11-16",2.5146
"2017-11-17",5.1091
"2017-11-18",3.6282
"2017-11-19",10.5643
"2017-11-20",7.4278
"2017-11-21",2.8113
"2017-11-22",4.7866
"2017-11-23",7.4684
"2017-11-24",14.2286
"2017-11-25",16.1937
"2017-11-26",34.3586
"2017-11-27",35.0294
"2017-11-28",40.7153
"2017-11-29",36.0853
"2017-11-30",14.4003
"2017-12-01",19.4098
"2017-12-02",1.9365
"2017-12-03",12.85
"2017-12-04",2.1096
"2017-12-05",0
"2017-12-06",2.6253
"2017-12-07",4.7442
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0.3404
"2017-12-12",3.9907
"2017-12-13",20.5408
"2017-12-14",7.7258
"2017-12-15",12.8644
"2017-12-16",1.1474
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0
"2017-12-20",46.8983
"2017-12-21",0
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",24.6384
"2017-12-26",9.9239
"2017-12-27",9.4062
"2017-12-28",0
"2017-12-29",0
"2017-12-30",3.0866
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0.509
"2018-01-10",0.1363
"2018-01-11",0
"2018-01-12",0.3802
"2018-01-13",0
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0.7785
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0.3786
"2018-01-20",0.0457
"2018-01-21",0.4113
"2018-01-22",5.7683
"2018-01-23",1.4946
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",7.0966
"2018-01-28",0
"2018-01-29",2.4991
"2018-01-30",32.109
"2018-01-31",0.8262
"2018-02-01",1.1463
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",11.9676
"2018-02-07",6.9941
"2018-02-08",7.4081
"2018-02-09",1.6214
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",1.005
"2018-02-15",3.7249
"2018-02-16",0
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0.2333
"2018-02-23",0
"2018-02-24",0.0207
"2018-02-25",11.0401
"2018-02-26",18.3693
"2018-02-27",15.6738
"2018-02-28",1.0433
"2018-03-01",7.8797
"2018-03-02",7.3125
"2018-03-03",7.9249
"2018-03-04",2.6043
"2018-03-05",0.8345
"2018-03-06",0.5899
"2018-03-07",0
"2018-03-08",0
"2018-03-09",13.8599
"2018-03-10",17.192
"2018-03-11",26.1298
"2018-03-12",20.5446
"2018-03-13",0.1839
"2018-03-14",2.5745
"2018-03-15",5.8323
"2018-03-16",5.8319
"2018-03-17",2.6977
"2018-03-18",0
"2018-03-19",1.0347
"2018-03-20",0
"2018-03-21",4.3586
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",3.7223
"2018-03-26",0.5575
"2018-03-27",13.495
"2018-03-28",11.0976
"2018-03-29",20.4213
"2018-03-30",0.4586
"2018-03-31",1.6569
"2018-04-01",2.3846
"2018-04-02",5.4755
"2018-04-03",5.0687
"2018-04-04",3.9265
"2018-04-05",4.2177
"2018-04-06",8.3645
"2018-04-07",14.0869
"2018-04-08",11.4737
"2018-04-09",10.8262
"2018-04-10",15.4815
"2018-04-11",11.1708
"2018-04-12",15.0321
"2018-04-13",14.463
"2018-04-14",12.0542
"2018-04-15",3.1536
"2018-04-16",3.0698
"2018-04-17",0
"2018-04-18",7.3335
"2018-04-19",1.3727
"2018-04-20",0.726
"2018-04-21",0.0033
"2018-04-22",7.3917
"2018-04-23",7.7704
"2018-04-24",8.2735
"2018-04-25",4.4075
"2018-04-26",12.7987
"2018-04-27",12.065
"2018-04-28",16.2498
"2018-04-29",10.4573
"2018-04-30",1.681
"2018-05-01",0.1524
"2018-05-02",12.368
"2018-05-03",10.7097
"2018-05-04",13.0303
"2018-05-05",16.9442
"2018-05-06",11.8923
"2018-05-07",12.7712
"2018-05-08",12.375
"2018-05-09",17.607
"2018-05-10",11.8251
"2018-05-11",9.4703
"2018-05-12",11.6586
"2018-05-13",18.3091
"2018-05-14",12.7244
"2018-05-15",18.008
"2018-05-16",23.8693
"2018-05-17",19.2511
"2018-05-18",16.2537
"2018-05-19",15.3893
"2018-05-20",33.1037
"2018-05-21",34.3489
"2018-05-22",20.303
"2018-05-23",23.2067
"2018-05-24",22.0719
"2018-05-25",18.908
"2018-05-26",2.3785
"2018-05-27",8.7713
"2018-05-28",4.837
"2018-05-29",3.7775
"2018-05-30",2.0593
"2018-05-31",0
"2018-06-01",0.3499
"2018-06-02",20.6139
"2018-06-03",4.9071
"2018-06-04",9.4706
"2018-06-05",17.1667
"2018-06-06",37.4691
"2018-06-07",29.8118
"2018-06-08",0.1718
"2018-06-09",4.0106
"2018-06-10",0
"2018-06-11",0
"2018-06-12",13.3411
"2018-06-13",0.4403
"2018-06-14",1.0826
"2018-06-15",0
"2018-06-16",19.5113
"2018-06-17",5.9925
"2018-06-18",6.0946
"2018-06-19",0
"2018-06-20",0
"2018-06-21",12.3597
"2018-06-22",0
"2018-06-23",0.0187
"2018-06-24",1.7555
"2018-06-25",1.3648
"2018-06-26",0
"2018-06-27",1.7173
"2018-06-28",1.1783
"2018-06-29",3.4123
"2018-06-30",36.2135
"2018-07-01",11.142
"2018-07-02",9.7499
"2018-07-03",4.5719
"2018-07-04",0
"2018-07-05",2.5328
"2018-07-06",16.544
"2018-07-07",4.7871
"2018-07-08",0
"2018-07-09",0.5537
"2018-07-10",0.6297
"2018-07-11",15.9589
"2018-07-12",2.5973
"2018-07-13",0
"2018-07-14",5.2538
"2018-07-15",17.8852
"2018-07-16",14.5235
"2018-07-17",0
"2018-07-18",0
"2018-07-19",8.4377
"2018-07-20",0.0779
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",8.0042
"2018-07-25",8.9795
"2018-07-26",4.0572
"2018-07-27",12.3353
"2018-07-28",7.2868
"2018-07-29",0
"2018-07-30",4.7891
"2018-07-31",2.7288
"2018-08-01",0.0746
"2018-08-02",0.1031
"2018-08-03",7.2927
"2018-08-04",5.2588
"2018-08-05",0.0896
"2018-08-06",0
"2018-08-07",0
"2018-08-08",2.7937
"2018-08-09",5.0738
"2018-08-10",8.0599
"2018-08-11",1.352
"2018-08-12",18.1125
"2018-08-13",6.0107
"2018-08-14",25.059
"2018-08-15",37.4698
"2018-08-16",19.6107
"2018-08-17",9.2703
"2018-08-18",9.7203
"2018-08-19",9.3726
"2018-08-20",5.2361
"2018-08-21",0
"2018-08-22",0
"2018-08-23",22.4046
"2018-08-24",12.5666
"2018-08-25",4.6877
"2018-08-26",0
"2018-08-27",0.4962
"2018-08-28",8.1207
"2018-08-29",11.1622
"2018-08-30",17.9272
"2018-08-31",4.9142
"2018-09-01",6.0872
"2018-09-02",0
"2018-09-03",1.5094
"2018-09-04",0.0862
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",2.7285
"2018-09-10",4.8676
"2018-09-11",6.2358
"2018-09-12",9.9758
"2018-09-13",8.3614
"2018-09-14",2.4308
"2018-09-15",8.0656
"2018-09-16",5.3943
"2018-09-17",10.9033
"2018-09-18",13.8032
"2018-09-19",1.0944
"2018-09-20",6.9314
"2018-09-21",3.0753
"2018-09-22",6.5572
"2018-09-23",9.1765
"2018-09-24",24.1403
"2018-09-25",17.7231
"2018-09-26",10.1567
"2018-09-27",7.3071
"2018-09-28",14.0907
"2018-09-29",11.5857
"2018-09-30",3.1632
"2018-10-01",4.7518
"2018-10-02",31.6154
"2018-10-03",25.4767
"2018-10-04",34.1872
"2018-10-05",16.9873
"2018-10-06",13.3168
"2018-10-07",15.7918
"2018-10-08",16.0776
"2018-10-09",23.5491
"2018-10-10",6.3376
"2018-10-11",4.3393
"2018-10-12",2.1639
"2018-10-13",2.8966
"2018-10-14",9.4446
"2018-10-15",4.2589
"2018-10-16",10.5263
"2018-10-17",13.5478
"2018-10-18",8.0667
"2018-10-19",22.8135
"2018-10-20",19.6538
"2018-10-21",9.6283
"2018-10-22",12.1234
"2018-10-23",11.3483
"2018-10-24",16.2079
"2018-10-25",7.8353
"2018-10-26",20.5172
"2018-10-27",19.9408
"2018-10-28",33.2834
"2018-10-29",29.2704
"2018-10-30",9.746
"2018-10-31",21.8578
"2018-11-01",13.9835
"2018-11-02",12.6955
"2018-11-03",4.9251
"2018-11-04",9.9962
"2018-11-05",36.0416
"2018-11-06",29.5812
"2018-11-07",6.1986
"2018-11-08",3.0817
"2018-11-09",14.3402
"2018-11-10",0
"2018-11-11",0
"2018-11-12",0.552
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0.3142
"2018-11-16",0.4469
"2018-11-17",10.9025
"2018-11-18",9.4388
"2018-11-19",12.512
"2018-11-20",0.0197
"2018-11-21",9.0984
"2018-11-22",29.3444
"2018-11-23",17.115
"2018-11-24",10.0425
"2018-11-25",18.3928
"2018-11-26",8.5169
"2018-11-27",14.0959
"2018-11-28",14.6062
"2018-11-29",1.01
"2018-11-30",1.3001
"2018-12-01",0.0536
"2018-12-02",0.4065
"2018-12-03",10.5678
"2018-12-04",0.5497
"2018-12-05",13.8012
"2018-12-06",7.745
"2018-12-07",1.3907
"2018-12-08",1.8388
"2018-12-09",8.8189
"2018-12-10",1.5875
"2018-12-11",4.329
"2018-12-12",0.0795
"2018-12-13",3.9523
"2018-12-14",2.7824
"2018-12-15",7.5702
"2018-12-16",4.4537
"2018-12-17",0
"2018-12-18",6.636
"2018-12-19",0.0423
"2018-12-20",16.5392
"2018-12-21",3.8047
"2018-12-22",2.2072
"2018-12-23",2.3668
"2018-12-24",5.0049
"2018-12-25",3.4765
"2018-12-26",33.1005
"2018-12-27",5.3321
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",2.4088
"2019-01-12",5.3893
"2019-01-13",3.072
"2019-01-14",18.278
"2019-01-15",3.3084
"2019-01-16",4.0007
"2019-01-17",0
"2019-01-18",0.0909
"2019-01-19",3.8534
"2019-01-20",1.2148
"2019-01-21",1.5429
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",1.4792
"2019-01-26",0.6828
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",2.3051
"2019-02-04",4.8679
"2019-02-05",5.0383
"2019-02-06",5.3286
"2019-02-07",0
"2019-02-08",31.1187
"2019-02-09",39.2954
"2019-02-10",3.9461
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",1.5339
"2019-02-15",12.8101
"2019-02-16",29.7656
"2019-02-17",20.6083
"2019-02-18",0.8465
"2019-02-19",0.0926
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",7.4893
"2019-02-27",5.5506
"2019-02-28",2.778
"2019-03-01",0
"2019-03-02",0.3651
"2019-03-03",1.4145
"2019-03-04",3.3175
"2019-03-05",0.7203
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",1.302
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0.0619
"2019-03-13",1.1893
"2019-03-14",0
"2019-03-15",0
"2019-03-16",4.6114
"2019-03-17",7.8719
"2019-03-18",6.4905
"2019-03-19",0
"2019-03-20",0
"2019-03-21",1.1546
"2019-03-22",2.1248
"2019-03-23",8.7888
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0.0677
"2019-03-31",0.056
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0.3043
"2019-04-06",0.0633
"2019-04-07",0.052
"2019-04-08",1.4069
"2019-04-09",7.3253
"2019-04-10",6.9758
"2019-04-11",5.7102
"2019-04-12",3.6073
"2019-04-13",8.3631
"2019-04-14",1.8565
"2019-04-15",5.2584
"2019-04-16",12.7577
"2019-04-17",15.0107
"2019-04-18",9.2756
"2019-04-19",9.8227
"2019-04-20",12.633
"2019-04-21",23.3609
"2019-04-22",7.3947
"2019-04-23",3.2041
"2019-04-24",3.1655
"2019-04-25",6.3242
"2019-04-26",6.4949
"2019-04-27",10.0422
"2019-04-28",7.1288
"2019-04-29",17.5612
"2019-04-30",2.8858
"2019-05-01",0.8131
"2019-05-02",9.5374
"2019-05-03",15.2396
"2019-05-04",6.4508
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0
"2019-05-11",0.4865
"2019-05-12",5.6508
"2019-05-13",0.2322
"2019-05-14",0
"2019-05-15",0
"2019-05-16",3.4906
"2019-05-17",5.9583
"2019-05-18",2.4249
"2019-05-19",15.3371
"2019-05-20",7.7467
"2019-05-21",12.4726
"2019-05-22",13.4952
"2019-05-23",8.466
"2019-05-24",0.1109
"2019-05-25",5.344
"2019-05-26",0
"2019-05-27",0.0414
"2019-05-28",0
"2019-05-29",0.093
"2019-05-30",11.1413
"2019-05-31",0.5598
"2019-06-01",0.3258
"2019-06-02",10.2857
"2019-06-03",22.4135
"2019-06-04",11.3175
"2019-06-05",10.6766
"2019-06-06",33.7303
"2019-06-07",4.916
"2019-06-08",0.0172
"2019-06-09",16.0137
"2019-06-10",4.676
"2019-06-11",2.7983
"2019-06-12",6.926
"2019-06-13",4.6923
"2019-06-14",12.2018
"2019-06-15",12.1436
"2019-06-16",4.1772
"2019-06-17",19.2508
"2019-06-18",0.1228
"2019-06-19",4.4559
"2019-06-20",10.7997
"2019-06-21",29.2256
"2019-06-22",16.3039
"2019-06-23",0
"2019-06-24",9.5642
"2019-06-25",21.3283
"2019-06-26",2.7002
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",15.8959
"2019-07-01",9.4377
"2019-07-02",0.0127
"2019-07-03",0.1467
"2019-07-04",0
"2019-07-05",0
"2019-07-06",0
"2019-07-07",0
"2019-07-08",4.8213
"2019-07-09",14.873
"2019-07-10",19.0898
"2019-07-11",0
"2019-07-12",20.7319
"2019-07-13",4.6842
"2019-07-14",15.0289
"2019-07-15",10.7839
"2019-07-16",11.6868
"2019-07-17",30.1333
"2019-07-18",23.3176
"2019-07-19",1.2174
"2019-07-20",19.8868
"2019-07-21",8.3169
"2019-07-22",14.0588
"2019-07-23",0
"2019-07-24",0
"2019-07-25",6.5151
"2019-07-26",0
"2019-07-27",3.5153
"2019-07-28",0
"2019-07-29",0
"2019-07-30",0.13
"2019-07-31",4.5078
"2019-08-01",14.6888
"2019-08-02",14.7342
"2019-08-03",0
"2019-08-04",4.2945
"2019-08-05",31.8798
"2019-08-06",5.0998
"2019-08-07",11.8263
"2019-08-08",50.7858
"2019-08-09",0.993
"2019-08-10",0.0997
"2019-08-11",0.0201
"2019-08-12",2.5297
"2019-08-13",19.8796
"2019-08-14",4.426
"2019-08-15",0.2911
"2019-08-16",18.9109
"2019-08-17",15.2814
"2019-08-18",12.4434
"2019-08-19",1.3646
"2019-08-20",0
"2019-08-21",5.2077
"2019-08-22",29.5363
"2019-08-23",0.0729
"2019-08-24",4.4081
"2019-08-25",0
"2019-08-26",1.6524
"2019-08-27",3.1592
"2019-08-28",10.0757
"2019-08-29",13.3532
"2019-08-30",18.2788
"2019-08-31",1.2791
"2019-09-01",19.7046
"2019-09-02",0
"2019-09-03",1.1122
"2019-09-04",6.6285
"2019-09-05",1.1556
"2019-09-06",10.2384
"2019-09-07",0.2153
"2019-09-08",0.0721
"2019-09-09",6.4
"2019-09-10",7.9884
"2019-09-11",26.4661
"2019-09-12",15.3247
