,"(mm) Precipitation (CHIRPS) at Colombo, 2007-01-01 to 2025-12-31"
7/19/2017,6.2173
7/20/2017,3.2568
7/21/2017,0
7/22/2017,0
7/23/2017,0
7/24/2017,4.6351
7/25/2017,0.5037
7/26/2017,0.3416
7/27/2017,30.1425
7/28/2017,1.3656
7/29/2017,11.4151
7/30/2017,9.5626
7/31/2017,12.1163
8/1/2017,0
8/2/2017,0
8/3/2017,0
8/4/2017,1.1788
8/5/2017,6.1224
8/6/2017,8.6622
8/7/2017,19.3849
8/8/2017,13.0443
8/9/2017,1.1141
8/10/2017,18.9084
8/11/2017,0
8/12/2017,17.5141
8/13/2017,3.2155
8/14/2017,13.06
8/15/2017,0
8/16/2017,0
8/17/2017,4.2277
8/18/2017,54.1412
8/19/2017,16.3351
8/20/2017,0
8/21/2017,0
8/22/2017,0.5086
8/23/2017,6.4392
8/24/2017,8.9161
8/25/2017,0
8/26/2017,0
8/27/2017,0
8/28/2017,0
8/29/2017,4.9106
8/30/2017,11.6394
8/31/2017,21.4348
9/1/2017,16.7411
9/2/2017,8.9438
9/3/2017,25.0997
9/4/2017,12.0268
9/5/2017,10.4743
9/6/2017,25.1713
9/7/2017,59.8576
9/8/2017,42.9322
9/9/2017,13.0287
9/10/2017,0
9/11/2017,5.8103
9/12/2017,19.0409
9/13/2017,19.3231
9/14/2017,12.2285
9/15/2017,3.1935
9/16/2017,6.7146
9/17/2017,14.9355
9/18/2017,0.0031
9/19/2017,0
9/20/2017,0
9/21/2017,0
9/22/2017,0
9/23/2017,0.817
9/24/2017,6.2189
9/25/2017,21.8867
9/26/2017,39.9011
9/27/2017,26.2038
9/28/2017,0
9/29/2017,0
9/30/2017,4.3946
10/1/2017,1.5375
10/2/2017,0
10/3/2017,8.0454
10/4/2017,11.2616
10/5/2017,19.3078
10/6/2017,19.9828
10/7/2017,15.082
10/8/2017,12.373
10/9/2017,10.0689
10/10/2017,21.4583
10/11/2017,29.5676
10/12/2017,25.1491
10/13/2017,21.1745
10/14/2017,36.7482
10/15/2017,23.4579
10/16/2017,6.3784
10/17/2017,0.1044
10/18/2017,0
10/19/2017,25.788
10/20/2017,13.3728
10/21/2017,0
10/22/2017,0
10/23/2017,11.1357
10/24/2017,19.0308
10/25/2017,10.1328
10/26/2017,13.0308
10/27/2017,2.3824
10/28/2017,12.9269
10/29/2017,19.1197
10/30/2017,29.197
10/31/2017,24.6739
11/1/2017,17.9451
11/2/2017,26.1756
11/3/2017,20.4245
11/4/2017,19.493
11/5/2017,12.2218
11/6/2017,21.9646
11/7/2017,12.8882
11/8/2017,17.5841
11/9/2017,1.5824
11/10/2017,17.2928
11/11/2017,1.5519
11/12/2017,0.3892
11/13/2017,0
11/14/2017,0
11/15/2017,0
11/16/2017,0
11/17/2017,0
11/18/2017,10.3813
11/19/2017,23.6501
11/20/2017,24.2227
11/21/2017,7.0308
11/22/2017,8.3332
11/23/2017,5.8393
11/24/2017,9.811
11/25/2017,20.7305
11/26/2017,9.7071
11/27/2017,31.1061
11/28/2017,31.7396
11/29/2017,46.0216
11/30/2017,44.3469
12/1/2017,23.6577
12/2/2017,3.0292
12/3/2017,4.5027
12/4/2017,7.7683
12/5/2017,0
12/6/2017,7.8468
12/7/2017,0
12/8/2017,0
12/9/2017,0
12/10/2017,0
12/11/2017,0
12/12/2017,0
12/13/2017,19.0178
12/14/2017,14.6636
12/15/2017,10.841
12/16/2017,0
12/17/2017,0
12/18/2017,0
12/19/2017,0
12/20/2017,15.465
12/21/2017,4.5317
12/22/2017,0
12/23/2017,0
12/24/2017,0
12/25/2017,4.5634
12/26/2017,0.5618
12/27/2017,11.1495
12/28/2017,0
12/29/2017,0
12/30/2017,2.1185
12/31/2017,0
1/1/2018,0
1/2/2018,0
1/3/2018,0
1/4/2018,0
1/5/2018,0
1/6/2018,0
1/7/2018,0
1/8/2018,0
1/9/2018,0
1/10/2018,0.5142
1/11/2018,0.9606
1/12/2018,8.1683
1/13/2018,0
1/14/2018,0.2784
1/15/2018,0
1/16/2018,3.6678
1/17/2018,0
1/18/2018,0
1/19/2018,0.3499
1/20/2018,0
1/21/2018,0
1/22/2018,2.9681
1/23/2018,0.1835
1/24/2018,0.9839
1/25/2018,0
1/26/2018,0
1/27/2018,3.5386
1/28/2018,0
1/29/2018,1.0148
1/30/2018,3.8915
1/31/2018,10.2408
2/1/2018,9.9327
2/2/2018,0
2/3/2018,0
2/4/2018,4.9812
2/5/2018,0
2/6/2018,12.4077
2/7/2018,0
2/8/2018,1.5997
2/9/2018,6.3335
2/10/2018,0
2/11/2018,0
2/12/2018,0
2/13/2018,0
2/14/2018,0
2/15/2018,7.018
2/16/2018,0.6725
2/17/2018,0
2/18/2018,0
2/19/2018,0
2/20/2018,0
2/21/2018,0
2/22/2018,0.1179
2/23/2018,0
2/24/2018,0
2/25/2018,10.7727
2/26/2018,10.7991
2/27/2018,12.0465
2/28/2018,9.6621
3/1/2018,0.857
3/2/2018,15.3394
3/3/2018,15.8585
3/4/2018,6.5549
3/5/2018,6.5549
3/6/2018,0.4645
3/7/2018,0
3/8/2018,3.5467
3/9/2018,13.3231
3/10/2018,12.3719
3/11/2018,15.1619
3/12/2018,11.1706
3/13/2018,9.9539
3/14/2018,0
3/15/2018,5.0872
3/16/2018,5.8198
3/17/2018,5.9384
3/18/2018,6.2693
3/19/2018,7.3722
3/20/2018,0
3/21/2018,1.3117
3/22/2018,0
3/23/2018,0
3/24/2018,0
3/25/2018,0.0258
3/26/2018,22.11
3/27/2018,29.151
3/28/2018,9.5888
3/29/2018,2.6412
3/30/2018,0
3/31/2018,0
4/1/2018,6.0904
4/2/2018,10.1968
4/3/2018,0.4658
4/4/2018,3.2933
4/5/2018,1.9568
4/6/2018,5.7391
4/7/2018,17.4856
4/8/2018,10.8788
4/9/2018,17.1041
4/10/2018,7.6421
4/11/2018,13.7033
4/12/2018,18.5598
4/13/2018,20.2187
4/14/2018,19.4764
4/15/2018,7.7632
4/16/2018,6.6684
4/17/2018,2.4494
4/18/2018,11.4814
4/19/2018,3.3079
4/20/2018,6.7437
4/21/2018,2.3036
4/22/2018,7.4622
4/23/2018,11.5828
4/24/2018,12.7881
4/25/2018,10.8246
4/26/2018,22.0463
4/27/2018,24.6282
4/28/2018,16.9606
4/29/2018,16.8005
4/30/2018,0.1274
5/1/2018,0
5/2/2018,12.8297
5/3/2018,14.27
5/4/2018,10.0691
5/5/2018,17.679
5/6/2018,8.3687
5/7/2018,16.1216
5/8/2018,12.2152
5/9/2018,16.2501
5/10/2018,17.6862
5/11/2018,18.6023
5/12/2018,25.8768
5/13/2018,24.2573
5/14/2018,16.8844
5/15/2018,22.9507
5/16/2018,31.5109
5/17/2018,26.6551
5/18/2018,32.3838
5/19/2018,16.2301
5/20/2018,58.8117
5/21/2018,36.1272
5/22/2018,29.5155
5/23/2018,43.0652
5/24/2018,41.3297
5/25/2018,27.5507
5/26/2018,24.3132
5/27/2018,18.8972
5/28/2018,8.0816
5/29/2018,1.9554
5/30/2018,0.3296
5/31/2018,0
6/1/2018,4.5983
6/2/2018,30.3321
6/3/2018,27.9097
6/4/2018,20.3036
6/5/2018,6.3186
6/6/2018,52.9517
6/7/2018,41.6347
6/8/2018,0
6/9/2018,0
6/10/2018,0
6/11/2018,0
6/12/2018,0
6/13/2018,0
6/14/2018,43.179
6/15/2018,0.8152
6/16/2018,32.3336
6/17/2018,10.7228
6/18/2018,7.9344
6/19/2018,4.8929
6/20/2018,0.0878
6/21/2018,4.0934
6/22/2018,0
6/23/2018,1.8448
6/24/2018,15.3254
6/25/2018,14.2437
6/26/2018,11.8972
6/27/2018,0
6/28/2018,0.8722
6/29/2018,8.3523
6/30/2018,18.5419
7/1/2018,8.5828
7/2/2018,7.8058
7/3/2018,1.721
7/4/2018,0
7/5/2018,2.7798
7/6/2018,0
7/7/2018,0
7/8/2018,0
7/9/2018,29.2729
7/10/2018,1.8892
7/11/2018,22.9811
7/12/2018,5.26
7/13/2018,0.1748
7/14/2018,0
7/15/2018,12.3794
7/16/2018,14.9501
7/17/2018,0
7/18/2018,0
7/19/2018,4.0483
7/20/2018,2.0608
7/21/2018,0
7/22/2018,0
7/23/2018,0
7/24/2018,8.6884
7/25/2018,8.7832
7/26/2018,0
7/27/2018,6.8992
7/28/2018,1.0901
7/29/2018,0
7/30/2018,14.6285
7/31/2018,10.2659
8/1/2018,1.6721
8/2/2018,0
8/3/2018,5.0565
8/4/2018,5.5663
8/5/2018,0
8/6/2018,0
8/7/2018,0
8/8/2018,34.0646
8/9/2018,1.9256
8/10/2018,4.6523
8/11/2018,8.6476
8/12/2018,0.197
8/13/2018,2.5238
8/14/2018,17.2941
8/15/2018,26.5803
8/16/2018,12.4046
8/17/2018,10.2941
8/18/2018,9.9067
8/19/2018,9.3866
8/20/2018,5.3239
8/21/2018,0
8/22/2018,0
8/23/2018,16.0662
8/24/2018,16.7549
8/25/2018,0
8/26/2018,0
8/27/2018,0
8/28/2018,3.3328
8/29/2018,3.5012
8/30/2018,14.9094
8/31/2018,0.2373
9/1/2018,8.476
9/2/2018,0
9/3/2018,3.0847
9/4/2018,0.8793
9/5/2018,0
9/6/2018,0
9/7/2018,0
9/8/2018,0
9/9/2018,0.5706
9/10/2018,5.1073
9/11/2018,3.7789
9/12/2018,6.1878
9/13/2018,0.4884
9/14/2018,0.0994
9/15/2018,7.3319
9/16/2018,1.2292
9/17/2018,8.1424
9/18/2018,14.5411
9/19/2018,1.5519
9/20/2018,24.7686
9/21/2018,20.4171
9/22/2018,6.6769
9/23/2018,14.1449
9/24/2018,32.0749
9/25/2018,36.2613
9/26/2018,7.4505
9/27/2018,5.6506
9/28/2018,9.0957
9/29/2018,12.2756
9/30/2018,21.9446
10/1/2018,29.7025
10/2/2018,23.5056
10/3/2018,45.1221
10/4/2018,38.1018
10/5/2018,36.469
10/6/2018,38.9713
10/7/2018,29.1312
10/8/2018,36.5549
10/9/2018,33.1985
10/10/2018,8.1517
10/11/2018,6.8826
10/12/2018,3.0759
10/13/2018,7.5415
10/14/2018,8.9874
10/15/2018,5.4039
10/16/2018,20.4627
10/17/2018,9.9083
10/18/2018,14.6538
10/19/2018,45.4564
10/20/2018,39.3919
10/21/2018,12.5555
10/22/2018,19.5559
10/23/2018,18.6851
10/24/2018,13.5062
10/25/2018,15.9357
10/26/2018,18.3415
10/27/2018,18.3415
10/28/2018,39.6601
10/29/2018,9.2942
10/30/2018,18.962
10/31/2018,31.0815
11/1/2018,31.4675
11/2/2018,22.8024
11/3/2018,4.1896
11/4/2018,5.192
11/5/2018,39.0111
11/6/2018,27.6731
11/7/2018,8.643
11/8/2018,14.5885
11/9/2018,8.31
11/10/2018,2.3471
11/11/2018,0
11/12/2018,0.0248
11/13/2018,0
11/14/2018,0
11/15/2018,0.1378
11/16/2018,0
11/17/2018,10.5318
11/18/2018,12.2786
11/19/2018,30.1576
11/20/2018,0.2248
11/21/2018,0
11/22/2018,20.2177
11/23/2018,25.2757
11/24/2018,13.3996
11/25/2018,25.666
11/26/2018,12.7618
11/27/2018,8.6135
11/28/2018,29.5026
11/29/2018,10.3581
11/30/2018,9.9626
12/1/2018,2.9112
12/2/2018,0
12/3/2018,18.1695
12/4/2018,0.2318
12/5/2018,5.745
12/6/2018,5.1834
12/7/2018,1.3743
12/8/2018,0
12/9/2018,2.9214
12/10/2018,0
12/11/2018,3.9004
12/12/2018,0.0359
12/13/2018,0
12/14/2018,0.105
12/15/2018,3.9426
12/16/2018,3.0497
12/17/2018,0.5857
12/18/2018,3.8102
12/19/2018,0
12/20/2018,3.5026
12/21/2018,3.1566
12/22/2018,2.1071
12/23/2018,2.8241
12/24/2018,5.5827
12/25/2018,4.7137
12/26/2018,13.1204
12/27/2018,7.9199
12/28/2018,0
12/29/2018,0
12/30/2018,0
12/31/2018,0
1/1/2019,0
1/2/2019,0
1/3/2019,0
1/4/2019,0
1/5/2019,0
1/6/2019,0
1/7/2019,0
1/8/2019,0
1/9/2019,0
1/10/2019,0
1/11/2019,4.3728
1/12/2019,0.7888
1/13/2019,0
1/14/2019,10.4334
1/15/2019,0
1/16/2019,0.3915
1/17/2019,2.0152
1/18/2019,0.2988
1/19/2019,1.0158
1/20/2019,1.5614
1/21/2019,6.54
1/22/2019,0
1/23/2019,0
1/24/2019,0
1/25/2019,0
1/26/2019,0
1/27/2019,0
1/28/2019,0
1/29/2019,0
1/30/2019,0
1/31/2019,0
2/1/2019,0
2/2/2019,0
2/3/2019,14.1613
2/4/2019,11.5577
2/5/2019,7.5855
2/6/2019,10.7853
2/7/2019,0
2/8/2019,26.5869
2/9/2019,32.4064
2/10/2019,0
2/11/2019,0
2/12/2019,0
2/13/2019,0
2/14/2019,2.8624
2/15/2019,15.0747
2/16/2019,17.6656
2/17/2019,0.3529
2/18/2019,0
2/19/2019,8.8328
2/20/2019,0
2/21/2019,0
2/22/2019,0
2/23/2019,0
2/24/2019,0
2/25/2019,0
2/26/2019,1.3729
2/27/2019,0.4884
2/28/2019,0.1402
3/1/2019,0
3/2/2019,0
3/3/2019,8.0728
3/4/2019,3.8062
3/5/2019,0.3607
3/6/2019,0
3/7/2019,2.5674
3/8/2019,0
3/9/2019,9.5607
3/10/2019,0
3/11/2019,0
3/12/2019,0
3/13/2019,0.1435
3/14/2019,0
3/15/2019,0
3/16/2019,10.3425
3/17/2019,9.587
3/18/2019,9.274
3/19/2019,0
3/20/2019,0
3/21/2019,0.159
3/22/2019,2.7775
3/23/2019,8.157
3/24/2019,0
3/25/2019,0
3/26/2019,0
3/27/2019,0
3/28/2019,0
3/29/2019,0
3/30/2019,0
3/31/2019,0
4/1/2019,0
4/2/2019,0
4/3/2019,0
4/4/2019,0
4/5/2019,0
4/6/2019,0
4/7/2019,0
4/8/2019,0
4/9/2019,0
4/10/2019,0.1806
4/11/2019,4.6617
4/12/2019,6.9925
4/13/2019,11.9658
4/14/2019,12.7828
4/15/2019,9.356
4/16/2019,11.2285
4/17/2019,14.397
4/18/2019,7.8707
4/19/2019,12.93
4/20/2019,17.473
4/21/2019,30.8667
4/22/2019,8.456
4/23/2019,4.7551
4/24/2019,5.6429
4/25/2019,6.8459
4/26/2019,6.8299
4/27/2019,12.0992
4/28/2019,13.1184
4/29/2019,18.791
4/30/2019,19.3343
5/1/2019,1.5238
5/2/2019,14.1665
5/3/2019,22.2119
5/4/2019,0.5321
5/5/2019,0
5/6/2019,0
5/7/2019,0
5/8/2019,0
5/9/2019,0
5/10/2019,0
5/11/2019,0
5/12/2019,6.4778
5/13/2019,0.3789
5/14/2019,2.5028
5/15/2019,0
5/16/2019,0
5/17/2019,10.9607
5/18/2019,10.1063
5/19/2019,2.1595
5/20/2019,0.1355
5/21/2019,15.8115
5/22/2019,15.8037
5/23/2019,18.2597
5/24/2019,15.2211
5/25/2019,9.7335
5/26/2019,0
5/27/2019,0
5/28/2019,0
5/29/2019,0.3707
5/30/2019,15.8123
5/31/2019,1.2164
6/1/2019,1.6535
6/2/2019,0.4363
6/3/2019,13.6544
6/4/2019,41.3171
6/5/2019,13
6/6/2019,37.5806
6/7/2019,26.4454
6/8/2019,0
6/9/2019,24.3798
6/10/2019,31.9795
6/11/2019,11.6902
6/12/2019,14.1601
6/13/2019,14.3318
6/14/2019,22.1631
6/15/2019,22.0974
6/16/2019,7.2925
6/17/2019,20.4525
6/18/2019,0
6/19/2019,15.9529
6/20/2019,34.3013
6/21/2019,74.3443
6/22/2019,17.7252
6/23/2019,1.358
6/24/2019,12.3806
6/25/2019,17.7533
6/26/2019,0
6/27/2019,0
6/28/2019,0
6/29/2019,0
6/30/2019,21.3072
7/1/2019,4.8244
7/2/2019,3.5695
7/3/2019,0
7/4/2019,0
7/5/2019,0
7/6/2019,0
7/7/2019,0.8397
7/8/2019,5.3368
7/9/2019,20.6189
7/10/2019,17.1229
7/11/2019,0
7/12/2019,17.9146
7/13/2019,11.2298
7/14/2019,8.5716
7/15/2019,21.0252
7/16/2019,6.9162
7/17/2019,29.9906
7/18/2019,27.954
7/19/2019,0.4081
7/20/2019,20.8037
7/21/2019,11.1384
7/22/2019,11.7144
7/23/2019,0
7/24/2019,0
7/25/2019,1.8367
7/26/2019,0
7/27/2019,0
7/28/2019,0
7/29/2019,0
7/30/2019,0
7/31/2019,6.5447
8/1/2019,4.9035
8/2/2019,8.6223
8/3/2019,0
8/4/2019,0.4175
8/5/2019,29.639
8/6/2019,2.0986
8/7/2019,10.6509
8/8/2019,63.9481
8/9/2019,0.8882
8/10/2019,13.878
8/11/2019,0
8/12/2019,5.6528
8/13/2019,23.6877
8/14/2019,0
8/15/2019,0
8/16/2019,14.4623
8/17/2019,4.9696
8/18/2019,7.0347
8/19/2019,0.1199
8/20/2019,0.072
8/21/2019,0
8/22/2019,33.2188
8/23/2019,31.3754
8/24/2019,12.9445
8/25/2019,17.5427
8/26/2019,15.7977
8/27/2019,13.7548
8/28/2019,13.9871
8/29/2019,43.8968
8/30/2019,32.4916
8/31/2019,15.1975
9/1/2019,48.8315
9/2/2019,0
9/3/2019,4.3385
9/4/2019,1.7155
9/5/2019,10.9355
9/6/2019,11.0134
9/7/2019,0.0239
9/8/2019,0
9/9/2019,0
9/10/2019,17.9391
9/11/2019,45.4227
9/12/2019,25.8252
9/13/2019,23.8855
9/14/2019,29.1866
9/15/2019,76.9898
9/16/2019,52.4539
9/17/2019,24.9577
9/18/2019,23.0211
9/19/2019,13.5418
9/20/2019,8.235
9/21/2019,14.2921
9/22/2019,22.62
9/23/2019,75.0787
9/24/2019,70.9177
9/25/2019,32.5255
9/26/2019,0
9/27/2019,10.7383
9/28/2019,23.2086
9/29/2019,26.6061
9/30/2019,20.661
10/1/2019,22.1996
10/2/2019,6.2627
10/3/2019,22.3272
10/4/2019,12.5805
10/5/2019,27.9209
10/6/2019,26.5398
10/7/2019,22.8522
10/8/2019,19.4231
10/9/2019,18.4278
10/10/2019,15.3206
10/11/2019,31.8648
10/12/2019,16.9892
10/13/2019,26.3068
10/14/2019,22.8432
10/15/2019,49.3423
10/16/2019,32.7938
10/17/2019,20.8686
10/18/2019,9.8401
10/19/2019,13.3249
10/20/2019,26.6058
10/21/2019,27.598
10/22/2019,3.5383
10/23/2019,20.568
10/24/2019,28.8791
10/25/2019,4.7249
10/26/2019,13.6028
10/27/2019,10.025
10/28/2019,22.492
10/29/2019,13.8142
10/30/2019,3.1884
10/31/2019,3.76
11/1/2019,8.2054
11/2/2019,13.1861
11/3/2019,10.9335
11/4/2019,9.2144
11/5/2019,11.9802
11/6/2019,0
11/7/2019,0
11/8/2019,4.1887
11/9/2019,19.6634
11/10/2019,15.8966
11/11/2019,11.5629
11/12/2019,3.4858
11/13/2019,2.1469
11/14/2019,5.0555
11/15/2019,35.6577
11/16/2019,24.4
11/17/2019,13.7636
11/18/2019,19.1125
11/19/2019,15.3175
11/20/2019,18.6622
11/21/2019,6.9094
11/22/2019,5.112
11/23/2019,6.7756
11/24/2019,6.5727
11/25/2019,12.9485
11/26/2019,14.9624
11/27/2019,6.9051
11/28/2019,29.7499
11/29/2019,28.5506
11/30/2019,34.07
12/1/2019,11.9607
12/2/2019,21.1103
12/3/2019,6.6579
12/4/2019,17.2417
12/5/2019,5.36
12/6/2019,0
12/7/2019,4.614
12/8/2019,0.0193
12/9/2019,0.3603
12/10/2019,7.4682
12/11/2019,0
12/12/2019,0
12/13/2019,11.7012
12/14/2019,9.1468
12/15/2019,0.2077
12/16/2019,2.7874
12/17/2019,9.4118
12/18/2019,16.2865
12/19/2019,2.2776
12/20/2019,4.1613
12/21/2019,0
12/22/2019,5.3799
12/23/2019,8.4724
12/24/2019,17.7227
12/25/2019,19.6635
12/26/2019,0
12/27/2019,0
12/28/2019,0.4316
12/29/2019,0.5215
12/30/2019,0
12/31/2019,0
1/1/2020,0.5003
1/2/2020,16.7119
1/3/2020,0
1/4/2020,17.9263
1/5/2020,0
1/6/2020,0
1/7/2020,0
1/8/2020,0
1/9/2020,0
1/10/2020,0
1/11/2020,0
1/12/2020,0
1/13/2020,0
1/14/2020,0
1/15/2020,0
1/16/2020,0
1/17/2020,0
1/18/2020,0
1/19/2020,0
1/20/2020,1.0544
1/21/2020,0
1/22/2020,0
1/23/2020,0
1/24/2020,0
1/25/2020,0
1/26/2020,0
1/27/2020,1.6454
1/28/2020,0
1/29/2020,0
1/30/2020,0
1/31/2020,0
2/1/2020,0
2/2/2020,0
2/3/2020,0
2/4/2020,4.4391
2/5/2020,2.675
2/6/2020,0
2/7/2020,5.5116
2/8/2020,0.8149
2/9/2020,0
2/10/2020,0
2/11/2020,0
2/12/2020,0
2/13/2020,2.901
2/14/2020,3.8177
2/15/2020,0.7076
2/16/2020,0
2/17/2020,0
2/18/2020,0
2/19/2020,0
2/20/2020,0
2/21/2020,4.2133
2/22/2020,0.0938
2/23/2020,0
2/24/2020,0
2/25/2020,0
2/26/2020,0
2/27/2020,0
2/28/2020,0
2/29/2020,0
3/1/2020,0
3/2/2020,0
3/3/2020,0
3/4/2020,0
3/5/2020,0.7171
3/6/2020,10.4246
3/7/2020,0
3/8/2020,0
3/9/2020,9.5832
3/10/2020,0
3/11/2020,0
3/12/2020,0
3/13/2020,0
3/14/2020,0
3/15/2020,0
3/16/2020,9.0643
3/17/2020,7.424
3/18/2020,3.2269
3/19/2020,0.001
3/20/2020,0.001
3/21/2020,0
3/22/2020,0
3/23/2020,0
3/24/2020,0
3/25/2020,0.3669
3/26/2020,0
3/27/2020,0
3/28/2020,0
3/29/2020,0
3/30/2020,23.7042
3/31/2020,0.8977
4/1/2020,0.4267
4/2/2020,0
4/3/2020,2.3583
4/4/2020,23.7143
4/5/2020,0
4/6/2020,0
4/7/2020,0
4/8/2020,5.72
4/9/2020,1.0878
4/10/2020,1.0244
4/11/2020,1.9143
4/12/2020,18.2378
4/13/2020,0
4/14/2020,1.4175
4/15/2020,1.3385
4/16/2020,0
4/17/2020,0.2113
4/18/2020,8.3898
4/19/2020,0.5157
4/20/2020,0
4/21/2020,7.6144
4/22/2020,12.5089
4/23/2020,10.3682
4/24/2020,6.1036
4/25/2020,6.3322
4/26/2020,8.6356
4/27/2020,16.7842
4/28/2020,0
4/29/2020,11.7148
4/30/2020,11.9481
5/1/2020,7.422
5/2/2020,0
5/3/2020,14.856
5/4/2020,13.8061
5/5/2020,15.0615
5/6/2020,24.6491
5/7/2020,5.2485
5/8/2020,2.0799
5/9/2020,12.362
5/10/2020,17.3426
5/11/2020,19.7886
5/12/2020,19.9711
5/13/2020,19.826
5/14/2020,6.8838
5/15/2020,57.2729
5/16/2020,40.9598
5/17/2020,18.5123
5/18/2020,27.36
5/19/2020,30.0916
5/20/2020,2.0623
5/21/2020,12.1215
5/22/2020,6.3645
5/23/2020,6.1952
5/24/2020,6.9527
5/25/2020,7.0438
5/26/2020,14.8111
5/27/2020,24.2252
5/28/2020,5.6743
5/29/2020,0.374
5/30/2020,0
5/31/2020,0
6/1/2020,0.8789
6/2/2020,0.2829
6/3/2020,0.0185
6/4/2020,0.2989
6/5/2020,2.0603
6/6/2020,24.913
6/7/2020,30.8356
6/8/2020,0.2163
6/9/2020,0.0267
6/10/2020,15.1139
6/11/2020,8.0567
6/12/2020,10.9209
6/13/2020,7.371
6/14/2020,9.174
6/15/2020,5.5262
6/16/2020,18.9216
6/17/2020,0.7723
6/18/2020,0
6/19/2020,0.0027
6/20/2020,0
6/21/2020,8.8042
6/22/2020,0
6/23/2020,2.8972
6/24/2020,29.8382
6/25/2020,20.3102
6/26/2020,15.6243
6/27/2020,0
6/28/2020,0
6/29/2020,22.5391
6/30/2020,1.0824
7/1/2020,0
7/2/2020,5.5423
7/3/2020,14.3059
7/4/2020,1.5037
7/5/2020,0
7/6/2020,2.6897
7/7/2020,0.852
7/8/2020,15.0495
7/9/2020,14.1331
7/10/2020,11.2365
7/11/2020,18.9284
7/12/2020,11.5545
7/13/2020,1.0279
7/14/2020,0
7/15/2020,6.9691
7/16/2020,18.5975
7/17/2020,8.1197
7/18/2020,8.8333
7/19/2020,15.5713
7/20/2020,19.7277
7/21/2020,0
7/22/2020,8.2521
7/23/2020,16.5042
7/24/2020,0
7/25/2020,0
7/26/2020,4.5982
7/27/2020,13.183
7/28/2020,25.3656
7/29/2020,0
7/30/2020,8.9798
7/31/2020,2.9532
8/1/2020,29.9964
8/2/2020,19.721
8/3/2020,10.7179
8/4/2020,2.7978
8/5/2020,12.6366
8/6/2020,15.1718
8/7/2020,5.281
8/8/2020,0
8/9/2020,19.6959
8/10/2020,0
8/11/2020,0
8/12/2020,0
8/13/2020,0
8/14/2020,2.5007
8/15/2020,0
8/16/2020,1.6239
8/17/2020,0
8/18/2020,0
8/19/2020,0
8/20/2020,0
8/21/2020,0
8/22/2020,6.0507
8/23/2020,0.0695
8/24/2020,0
8/25/2020,0
8/26/2020,5.1058
8/27/2020,0
8/28/2020,2.961
8/29/2020,0
8/30/2020,14.0541
8/31/2020,16.311
9/1/2020,38.4669
9/2/2020,19.0265
9/3/2020,0.3039
9/4/2020,0
9/5/2020,13.2175
9/6/2020,73.4033
9/7/2020,0.5565
9/8/2020,6.7015
9/9/2020,35.5247
9/10/2020,2.8334
9/11/2020,13.5492
9/12/2020,18.4877
9/13/2020,2.3359
9/14/2020,8.2364
9/15/2020,0
9/16/2020,6.6702
9/17/2020,22.2889
9/18/2020,29.5899
9/19/2020,23.2056
9/20/2020,22.7539
9/21/2020,1.4016
9/22/2020,8.29
9/23/2020,0
9/24/2020,49.1462
9/25/2020,28.1738
9/26/2020,0.7268
9/27/2020,17.6362
9/28/2020,33.435
9/29/2020,35.7706
9/30/2020,1.2256
10/1/2020,0.4877
10/2/2020,0
10/3/2020,0.8404
10/4/2020,0
10/5/2020,0
10/6/2020,4.6797
10/7/2020,0.6991
10/8/2020,0
10/9/2020,10.2672
10/10/2020,17.4993
10/11/2020,21.0412
10/12/2020,5.3946
10/13/2020,4.0607
10/14/2020,38.36
10/15/2020,35.7346
10/16/2020,0.3792
10/17/2020,2.4261
10/18/2020,1.6797
10/19/2020,0
10/20/2020,0
10/21/2020,0
10/22/2020,0
10/23/2020,0
10/24/2020,3.0243
10/25/2020,4.4157
10/26/2020,5.7785
10/27/2020,8.3968
10/28/2020,5.371
10/29/2020,3.7715
10/30/2020,4.4383
10/31/2020,1.9632
11/1/2020,0.4191
11/2/2020,7.6142
11/3/2020,14.6154
11/4/2020,11.9113
11/5/2020,14.2667
11/6/2020,8.8999
11/7/2020,9.9608
11/8/2020,8.7558
11/9/2020,21.634
11/10/2020,15.0634
11/11/2020,9.1691
11/12/2020,14.6015
11/13/2020,16.3448
11/14/2020,19.344
11/15/2020,13.277
11/16/2020,21.2509
11/17/2020,13.6123
11/18/2020,9.7396
11/19/2020,9.8045
11/20/2020,11.7342
11/21/2020,2.739
11/22/2020,0.1431
11/23/2020,5.5834
11/24/2020,5.6612
11/25/2020,12.8393
11/26/2020,0
11/27/2020,0
11/28/2020,6.8263
11/29/2020,0.0175
11/30/2020,1.3787
12/1/2020,0
12/2/2020,18.5964
12/3/2020,0
12/4/2020,6.9524
12/5/2020,18.1125
12/6/2020,9.5778
12/7/2020,3.6603
12/8/2020,6.0128
12/9/2020,0
12/10/2020,9.4497
12/11/2020,0
12/12/2020,0
12/13/2020,1.531
12/14/2020,0
12/15/2020,0.5596
12/16/2020,0.0598
12/17/2020,6.3994
12/18/2020,10.7689
12/19/2020,4.9412
12/20/2020,7.2795
12/21/2020,8.3664
12/22/2020,5.7826
12/23/2020,18.2298
12/24/2020,11.4067
12/25/2020,0
12/26/2020,0
12/27/2020,0.0015
12/28/2020,11.8167
12/29/2020,9.0133
12/30/2020,5.5951
12/31/2020,9.4881
1/1/2021,3.3646
1/2/2021,0
1/3/2021,6.0611
