,"(mm) Precipitation (CHIRPS) at Kandy, 2007-01-01 to 2025-12-31"
"2016-08-08",1.4615
"2016-08-09",7.4205
"2016-08-10",0.154
"2016-08-11",0
"2016-08-12",0
"2016-08-13",7.8103
"2016-08-14",0.002
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",2.6509
"2016-08-20",0
"2016-08-21",4.8173
"2016-08-22",7.7157
"2016-08-23",4.1516
"2016-08-24",1.6079
"2016-08-25",0
"2016-08-26",0.8654
"2016-08-27",9.307
"2016-08-28",0
"2016-08-29",0
"2016-08-30",1.1969
"2016-08-31",2.7711
"2016-09-01",0
"2016-09-02",7.8452
"2016-09-03",0
"2016-09-04",0
"2016-09-05",0
"2016-09-06",0
"2016-09-07",0.183
"2016-09-08",3.4624
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",0.5689
"2016-09-15",8.0526
"2016-09-16",0
"2016-09-17",0
"2016-09-18",5.6894
"2016-09-19",3.0538
"2016-09-20",4.7513
"2016-09-21",0
"2016-09-22",0.6268
"2016-09-23",0.5914
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",6.5115
"2016-09-29",0
"2016-09-30",0
"2016-10-01",0.0057
"2016-10-02",3.2655
"2016-10-03",0.4646
"2016-10-04",5.7597
"2016-10-05",5.9167
"2016-10-06",0
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",3.0648
"2016-10-14",9.4649
"2016-10-15",0.0006
"2016-10-16",0
"2016-10-17",0
"2016-10-18",6.0256
"2016-10-19",4.423
"2016-10-20",2.6341
"2016-10-21",1.2352
"2016-10-22",1.3646
"2016-10-23",6.0386
"2016-10-24",8.2795
"2016-10-25",10.5966
"2016-10-26",0
"2016-10-27",0
"2016-10-28",0
"2016-10-29",6.5213
"2016-10-30",9.1994
"2016-10-31",9.2431
"2016-11-01",39.4903
"2016-11-02",32.2428
"2016-11-03",36.5915
"2016-11-04",19.1561
"2016-11-05",0.3012
"2016-11-06",10.0696
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0
"2016-11-10",0.0364
"2016-11-11",1.9008
"2016-11-12",15.4621
"2016-11-13",8.8149
"2016-11-14",7.2087
"2016-11-15",3.6418
"2016-11-16",6.5847
"2016-11-17",8.8244
"2016-11-18",35.0492
"2016-11-19",9.7982
"2016-11-20",32.2699
"2016-11-21",18.934
"2016-11-22",9.0821
"2016-11-23",0.9132
"2016-11-24",0
"2016-11-25",1.6505
"2016-11-26",9.4194
"2016-11-27",13.4047
"2016-11-28",1.5208
"2016-11-29",2.3382
"2016-11-30",2.7894
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0.5802
"2016-12-04",1.7912
"2016-12-05",0
"2016-12-06",0
"2016-12-07",3.127
"2016-12-08",8.0185
"2016-12-09",1.3694
"2016-12-10",12.299
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0.2924
"2016-12-14",0.4414
"2016-12-15",0
"2016-12-16",0
"2016-12-17",0.0975
"2016-12-18",3.6086
"2016-12-19",7.2811
"2016-12-20",0
"2016-12-21",0.5985
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",22.4897
"2016-12-28",4.2019
"2016-12-29",0
"2016-12-30",0
"2016-12-31",15.373
"2017-01-01",0.6723
"2017-01-02",0
"2017-01-03",0
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0
"2017-01-21",0.6257
"2017-01-22",4.1151
"2017-01-23",51.6535
"2017-01-24",42.3146
"2017-01-25",23.0773
"2017-01-26",27.9096
"2017-01-27",45.4028
"2017-01-28",6.9169
"2017-01-29",0
"2017-01-30",1.5175
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",0.5516
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",0
"2017-02-19",24.635
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",2.186
"2017-02-25",16.683
"2017-02-26",21.4704
"2017-02-27",1.2181
"2017-02-28",20.7076
"2017-03-01",42.9967
"2017-03-02",0.075
"2017-03-03",21.0644
"2017-03-04",15.002
"2017-03-05",0.0562
"2017-03-06",15.0779
"2017-03-07",20.3006
"2017-03-08",4.2364
"2017-03-09",12.4419
"2017-03-10",10.8808
"2017-03-11",17.6218
"2017-03-12",16.3192
"2017-03-13",18.535
"2017-03-14",25.9922
"2017-03-15",17.3314
"2017-03-16",9.9415
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",4.2215
"2017-03-29",18.1951
"2017-03-30",9.7196
"2017-03-31",0
"2017-04-01",0.4682
"2017-04-02",12.1946
"2017-04-03",10.0094
"2017-04-04",3.1892
"2017-04-05",1.0774
"2017-04-06",0.524
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0.5207
"2017-04-10",2.0018
"2017-04-11",12.2441
"2017-04-12",15.8353
"2017-04-13",15.6223
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",2.3134
"2017-04-25",0
"2017-04-26",0.0688
"2017-04-27",0
"2017-04-28",0
"2017-04-29",1.1231
"2017-04-30",0
"2017-05-01",0
"2017-05-02",5.0942
"2017-05-03",5.343
"2017-05-04",1.38
"2017-05-05",1.2039
"2017-05-06",6.1043
"2017-05-07",13.1045
"2017-05-08",9.5564
"2017-05-09",14.8887
"2017-05-10",12.9547
"2017-05-11",10.221
"2017-05-12",5.7433
"2017-05-13",6.1872
"2017-05-14",1.6383
"2017-05-15",2.649
"2017-05-16",5.7418
"2017-05-17",0.8132
"2017-05-18",11.9993
"2017-05-19",6.9701
"2017-05-20",10.6648
"2017-05-21",45.728
"2017-05-22",12.5204
"2017-05-23",16.9496
"2017-05-24",10.3762
"2017-05-25",16.5575
"2017-05-26",39.3666
"2017-05-27",3.225
"2017-05-28",0
"2017-05-29",7.9788
"2017-05-30",1.7858
"2017-05-31",0
"2017-06-01",25.3347
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0
"2017-06-05",12.4964
"2017-06-06",0.2417
"2017-06-07",20.9071
"2017-06-08",0
"2017-06-09",0
"2017-06-10",8.3612
"2017-06-11",10.035
"2017-06-12",0
"2017-06-13",0
"2017-06-14",9.5917
"2017-06-15",8.2521
"2017-06-16",9.8354
"2017-06-17",5.5744
"2017-06-18",13.8798
"2017-06-19",14.4882
"2017-06-20",18.2421
"2017-06-21",0
"2017-06-22",11.3523
"2017-06-23",0.7225
"2017-06-24",0
"2017-06-25",27.9447
"2017-06-26",51.3364
"2017-06-27",1.1853
"2017-06-28",1.2228
"2017-06-29",0
"2017-06-30",0
"2017-07-01",4.8541
"2017-07-02",2.6787
"2017-07-03",0
"2017-07-04",0
"2017-07-05",0
"2017-07-06",5.8475
"2017-07-07",0.8535
"2017-07-08",16.9663
"2017-07-09",8.2445
"2017-07-10",2.9192
"2017-07-11",0
"2017-07-12",10.7531
"2017-07-13",0.3833
"2017-07-14",0.1034
"2017-07-15",0.1898
"2017-07-16",0
"2017-07-17",0
"2017-07-18",5.4345
"2017-07-19",0
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",3.4836
"2017-07-25",1.3298
"2017-07-26",3.1553
"2017-07-27",11.3748
"2017-07-28",6.9109
"2017-07-29",14.0411
"2017-07-30",12.3721
"2017-07-31",11.9204
"2017-08-01",8.8987
"2017-08-02",4.9752
"2017-08-03",0
"2017-08-04",1.9854
"2017-08-05",0
"2017-08-06",4.0255
"2017-08-07",17.3866
"2017-08-08",16.9471
"2017-08-09",7.2178
"2017-08-10",22.8347
"2017-08-11",0.0015
"2017-08-12",16.2891
"2017-08-13",5.3167
"2017-08-14",20.7854
"2017-08-15",0.1841
"2017-08-16",0
"2017-08-17",2.1428
"2017-08-18",29.5078
"2017-08-19",2.1875
"2017-08-20",0
"2017-08-21",0
"2017-08-22",0.6801
"2017-08-23",6.236
"2017-08-24",9.5707
"2017-08-25",0
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0
"2017-08-29",0
"2017-08-30",18.4743
"2017-08-31",0.7957
"2017-09-01",5.9326
"2017-09-02",5.6346
"2017-09-03",29.5907
"2017-09-04",10.214
"2017-09-05",7.9688
"2017-09-06",15.6939
"2017-09-07",19.7237
"2017-09-08",24.305
"2017-09-09",7.5812
"2017-09-10",0
"2017-09-11",5.1615
"2017-09-12",6.944
"2017-09-13",11.8313
"2017-09-14",2.4906
"2017-09-15",7.2731
"2017-09-16",5.0852
"2017-09-17",0.7303
"2017-09-18",0
"2017-09-19",2.8957
"2017-09-20",0
"2017-09-21",0.6086
"2017-09-22",0
"2017-09-23",7.3267
"2017-09-24",8.9601
"2017-09-25",6.8085
"2017-09-26",8.8504
"2017-09-27",9.88
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0.4261
"2017-10-01",3.166
"2017-10-02",0
"2017-10-03",3.8366
"2017-10-04",8.475
"2017-10-05",8.1825
"2017-10-06",8.8266
"2017-10-07",9.1921
"2017-10-08",7.7095
"2017-10-09",3.8852
"2017-10-10",7.6742
"2017-10-11",33.8665
"2017-10-12",10.0255
"2017-10-13",10.8583
"2017-10-14",18.0476
"2017-10-15",0.8797
"2017-10-16",9.9277
"2017-10-17",0
"2017-10-18",0
"2017-10-19",14.4774
"2017-10-20",0.0659
"2017-10-21",0
"2017-10-22",0
"2017-10-23",11.3312
"2017-10-24",20.8037
"2017-10-25",8.022
"2017-10-26",16.8183
"2017-10-27",12.7313
"2017-10-28",21.186
"2017-10-29",18.5807
"2017-10-30",8.6492
"2017-10-31",28.1964
"2017-11-01",28.9073
"2017-11-02",15.6218
"2017-11-03",15.8036
"2017-11-04",35.1232
"2017-11-05",20.6684
"2017-11-06",19.0011
"2017-11-07",9.8779
"2017-11-08",12.457
"2017-11-09",0.0051
"2017-11-10",13.7358
"2017-11-11",3.4652
"2017-11-12",0.0008
"2017-11-13",1.7876
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",3.8032
"2017-11-18",1.2535
"2017-11-19",9.1534
"2017-11-20",9.6063
"2017-11-21",0.979
"2017-11-22",1.5137
"2017-11-23",10.4271
"2017-11-24",15.8096
"2017-11-25",22.5493
"2017-11-26",38.6024
"2017-11-27",39.8269
"2017-11-28",45.0643
"2017-11-29",28.6653
"2017-11-30",11.1733
"2017-12-01",21.9158
"2017-12-02",10.2958
"2017-12-03",9.7633
"2017-12-04",0.8094
"2017-12-05",0.55
"2017-12-06",0
"2017-12-07",0.8046
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",13.6613
"2017-12-13",18.398
"2017-12-14",3.7329
"2017-12-15",25.3851
"2017-12-16",0.0631
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0.1762
"2017-12-20",52.1788
"2017-12-21",0
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",16.5572
"2017-12-26",1.9098
"2017-12-27",5.1789
"2017-12-28",0
"2017-12-29",0
"2017-12-30",1.3879
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0
"2018-01-10",0.0626
"2018-01-11",0
"2018-01-12",0
"2018-01-13",0
"2018-01-14",0.0761
"2018-01-15",0
"2018-01-16",2.4348
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0.031
"2018-01-20",0.1993
"2018-01-21",0
"2018-01-22",1.6697
"2018-01-23",2.9051
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",11.9929
"2018-01-28",0
"2018-01-29",10.8521
"2018-01-30",38.1053
"2018-01-31",1.0136
"2018-02-01",0.0638
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",11.1039
"2018-02-07",4.6487
"2018-02-08",12.3343
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0
"2018-02-15",9.1486
"2018-02-16",0
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",2.7629
"2018-02-23",0
"2018-02-24",0
"2018-02-25",18.4212
"2018-02-26",18.7389
"2018-02-27",17.686
"2018-02-28",3.6357
"2018-03-01",4.164
"2018-03-02",4.0956
"2018-03-03",4.7403
"2018-03-04",0
"2018-03-05",0.4193
"2018-03-06",0
"2018-03-07",0
"2018-03-08",0.9565
"2018-03-09",17.9197
"2018-03-10",12.5609
"2018-03-11",23.1385
"2018-03-12",26.3223
"2018-03-13",0.033
"2018-03-14",0.5316
"2018-03-15",7.4174
"2018-03-16",3.4858
"2018-03-17",1.2742
"2018-03-18",0
"2018-03-19",0.069
"2018-03-20",0
"2018-03-21",1.659
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",7.1849
"2018-03-26",0.4329
"2018-03-27",10.7985
"2018-03-28",9.5165
"2018-03-29",20.1704
"2018-03-30",0.0843
"2018-03-31",0
"2018-04-01",0.5991
"2018-04-02",7.8553
"2018-04-03",3.2694
"2018-04-04",4.7265
"2018-04-05",1.5267
"2018-04-06",7.228
"2018-04-07",14.7222
"2018-04-08",13.8088
"2018-04-09",14.4489
"2018-04-10",8.2673
"2018-04-11",13.1231
"2018-04-12",14.7357
"2018-04-13",16.8889
"2018-04-14",10.792
"2018-04-15",3.8308
"2018-04-16",0.1482
"2018-04-17",0.0166
"2018-04-18",8.6827
"2018-04-19",0.2264
"2018-04-20",0.615
"2018-04-21",0
"2018-04-22",10.0876
"2018-04-23",8.0586
"2018-04-24",7.7185
"2018-04-25",4.7347
"2018-04-26",11.8423
"2018-04-27",7.536
"2018-04-28",15.3948
"2018-04-29",9.3131
"2018-04-30",0
"2018-05-01",2.251
"2018-05-02",6.3371
"2018-05-03",8.6883
"2018-05-04",9.1311
"2018-05-05",14.9381
"2018-05-06",10.7557
"2018-05-07",12.3504
"2018-05-08",13.4082
"2018-05-09",15.8259
"2018-05-10",11.9845
"2018-05-11",6.3252
"2018-05-12",10.5731
"2018-05-13",14.1172
"2018-05-14",12.8702
"2018-05-15",18.3144
"2018-05-16",16.8545
"2018-05-17",11.7705
"2018-05-18",17.4113
"2018-05-19",11.0795
"2018-05-20",26.1451
"2018-05-21",24.4069
"2018-05-22",18.7993
"2018-05-23",16.4907
"2018-05-24",16.0304
"2018-05-25",15.7755
"2018-05-26",1.9012
"2018-05-27",11.8472
"2018-05-28",1.7478
"2018-05-29",0.7147
"2018-05-30",1.7445
"2018-05-31",0
"2018-06-01",5.8991
"2018-06-02",10.7851
"2018-06-03",7.1623
"2018-06-04",11.8861
"2018-06-05",12.2445
"2018-06-06",27.7928
"2018-06-07",29.123
"2018-06-08",0.1852
"2018-06-09",0
"2018-06-10",0
"2018-06-11",0
"2018-06-12",1.4434
"2018-06-13",0.3655
"2018-06-14",0.0854
"2018-06-15",0
"2018-06-16",14.9704
"2018-06-17",9.2753
"2018-06-18",1.9564
"2018-06-19",0
"2018-06-20",0
"2018-06-21",4.0432
"2018-06-22",0
"2018-06-23",0.1096
"2018-06-24",12.7114
"2018-06-25",0.8902
"2018-06-26",0
"2018-06-27",1.4598
"2018-06-28",5.46
"2018-06-29",9.4446
"2018-06-30",24.3549
"2018-07-01",7.9187
"2018-07-02",8.7675
"2018-07-03",0.5023
"2018-07-04",0
"2018-07-05",0.9826
"2018-07-06",13.3069
"2018-07-07",1.9913
"2018-07-08",0.7958
"2018-07-09",1.1998
"2018-07-10",3.9649
"2018-07-11",7.5013
"2018-07-12",7.228
"2018-07-13",0
"2018-07-14",0.9085
"2018-07-15",13.7432
"2018-07-16",12.616
"2018-07-17",0
"2018-07-18",0
"2018-07-19",6.8171
"2018-07-20",1.9126
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",6.7503
"2018-07-25",7.2425
"2018-07-26",0
"2018-07-27",6.3297
"2018-07-28",2.8729
"2018-07-29",0
"2018-07-30",2.337
"2018-07-31",6.3801
"2018-08-01",1.0018
"2018-08-02",0.0588
"2018-08-03",1.7478
"2018-08-04",1.6499
"2018-08-05",2.1569
"2018-08-06",0.6063
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0.1413
"2018-08-10",0.893
"2018-08-11",4.7372
"2018-08-12",17.0416
"2018-08-13",4.0494
"2018-08-14",20.516
"2018-08-15",15.3873
"2018-08-16",17.4898
"2018-08-17",7.1283
"2018-08-18",8.7629
"2018-08-19",6.3985
"2018-08-20",3.584
"2018-08-21",0.1313
"2018-08-22",0
"2018-08-23",14.7364
"2018-08-24",18.3877
"2018-08-25",1.9386
"2018-08-26",1.4096
"2018-08-27",2.5176
"2018-08-28",14.3152
"2018-08-29",11.1188
"2018-08-30",8.1918
"2018-08-31",0.6859
"2018-09-01",4.3143
"2018-09-02",0
"2018-09-03",0.4342
"2018-09-04",3.3223
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",3.5712
"2018-09-10",4.2247
"2018-09-11",6.1726
"2018-09-12",5.5358
"2018-09-13",10.6923
"2018-09-14",4.6303
"2018-09-15",2.1867
"2018-09-16",4.7973
"2018-09-17",3.7817
"2018-09-18",12.6488
"2018-09-19",2.1472
"2018-09-20",0.2978
"2018-09-21",5.2864
"2018-09-22",5.051
"2018-09-23",2.9235
"2018-09-24",18.5214
"2018-09-25",12.6246
"2018-09-26",13.0406
"2018-09-27",10.6855
"2018-09-28",16.1143
"2018-09-29",8.9021
"2018-09-30",2.1844
"2018-10-01",6.6478
"2018-10-02",35.1364
"2018-10-03",29.3857
"2018-10-04",39.2501
"2018-10-05",11.7632
"2018-10-06",14.1058
"2018-10-07",20.5678
"2018-10-08",20.6352
"2018-10-09",28.2876
"2018-10-10",5.9213
"2018-10-11",1.9753
"2018-10-12",0.9261
"2018-10-13",5.0003
"2018-10-14",8.8308
"2018-10-15",3.3373
"2018-10-16",10.3215
"2018-10-17",11.7911
"2018-10-18",3.8973
"2018-10-19",20.7524
"2018-10-20",21.0594
"2018-10-21",8.7193
"2018-10-22",12.0307
"2018-10-23",13.0136
"2018-10-24",12.1492
"2018-10-25",4.509
"2018-10-26",21.4099
"2018-10-27",20.2227
"2018-10-28",32.9868
"2018-10-29",24.4978
"2018-10-30",5.6208
"2018-10-31",19.4016
"2018-11-01",11.8069
"2018-11-02",16.083
"2018-11-03",9.21
"2018-11-04",8.2681
"2018-11-05",37.6897
"2018-11-06",34.0578
"2018-11-07",10.7217
"2018-11-08",9.4002
"2018-11-09",12.7434
"2018-11-10",0.0223
"2018-11-11",0.0004
"2018-11-12",0
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",8.9108
"2018-11-17",12.472
"2018-11-18",7.4323
"2018-11-19",7.1939
"2018-11-20",4.6604
"2018-11-21",18.2103
"2018-11-22",40.8124
"2018-11-23",13.7953
"2018-11-24",3.1219
"2018-11-25",3.8151
"2018-11-26",2.5662
"2018-11-27",9.2248
"2018-11-28",12.2888
"2018-11-29",2.0849
"2018-11-30",2.0911
"2018-12-01",0.1707
"2018-12-02",0.5351
"2018-12-03",11.0911
"2018-12-04",0.6686
"2018-12-05",12.6187
"2018-12-06",8.4821
"2018-12-07",2.0312
"2018-12-08",3.3274
"2018-12-09",6.8745
"2018-12-10",3.0854
"2018-12-11",6.3302
"2018-12-12",0.7201
"2018-12-13",2.7085
"2018-12-14",2.9625
"2018-12-15",10.0194
"2018-12-16",5.9367
"2018-12-17",0
"2018-12-18",4.2432
"2018-12-19",0
"2018-12-20",23.2237
"2018-12-21",4.048
"2018-12-22",2.3838
"2018-12-23",2.3921
"2018-12-24",4.7206
"2018-12-25",3.0762
"2018-12-26",34.5516
"2018-12-27",1.9881
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0
"2019-01-12",1.8349
"2019-01-13",0.9838
"2019-01-14",29.0195
"2019-01-15",0.0461
"2019-01-16",2.6036
"2019-01-17",0
"2019-01-18",0.0284
"2019-01-19",5.3718
"2019-01-20",4.8695
"2019-01-21",1.3574
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0.0288
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",0.0017
"2019-02-04",12.4582
"2019-02-05",0.728
"2019-02-06",0.2972
"2019-02-07",0
"2019-02-08",39.9718
"2019-02-09",61.3842
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",0.3382
"2019-02-15",15.5329
"2019-02-16",35.0218
"2019-02-17",6.9517
"2019-02-18",0
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",8.499
"2019-02-27",2.6268
"2019-02-28",0.4016
"2019-03-01",0
"2019-03-02",0
"2019-03-03",0.5156
"2019-03-04",1.0284
"2019-03-05",1.0182
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0.2434
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0.0646
"2019-03-14",0
"2019-03-15",0
"2019-03-16",1.2773
"2019-03-17",7.7703
"2019-03-18",7.2927
"2019-03-19",0
"2019-03-20",0
"2019-03-21",1.4275
"2019-03-22",0.5681
"2019-03-23",7.026
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0.1047
"2019-04-06",0
"2019-04-07",1.0104
"2019-04-08",3.0114
"2019-04-09",5.8136
"2019-04-10",5.6366
"2019-04-11",6.4589
"2019-04-12",5.3676
"2019-04-13",8.2791
"2019-04-14",3.4369
"2019-04-15",5.9604
"2019-04-16",13.1146
"2019-04-17",14.2822
"2019-04-18",11.4657
"2019-04-19",12.0785
"2019-04-20",11.7266
"2019-04-21",28.0058
"2019-04-22",7.8798
"2019-04-23",3.1465
"2019-04-24",1.3905
"2019-04-25",6.5557
"2019-04-26",4.904
"2019-04-27",9.3292
"2019-04-28",3.8638
"2019-04-29",15.9113
"2019-04-30",6.675
"2019-05-01",1.0546
"2019-05-02",3.9433
"2019-05-03",9.8724
"2019-05-04",3.1582
"2019-05-05",0.5636
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0.7944
"2019-05-11",1.0243
"2019-05-12",3.0604
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0.7864
"2019-05-16",0.8896
"2019-05-17",5.0657
"2019-05-18",3.876
"2019-05-19",7.5046
"2019-05-20",1.3154
"2019-05-21",10.7916
"2019-05-22",9.4889
"2019-05-23",12.6842
"2019-05-24",0.0962
"2019-05-25",8.6497
"2019-05-26",0
"2019-05-27",1.5661
"2019-05-28",0
"2019-05-29",0
"2019-05-30",6.4019
"2019-05-31",0
"2019-06-01",2.0005
"2019-06-02",10.0753
"2019-06-03",20.8011
"2019-06-04",17.4218
"2019-06-05",13.8085
"2019-06-06",13.5592
"2019-06-07",9.1432
"2019-06-08",0
"2019-06-09",12.2985
"2019-06-10",6.6524
"2019-06-11",1.1543
"2019-06-12",5.6383
"2019-06-13",4.5037
"2019-06-14",9.0454
"2019-06-15",9.6957
"2019-06-16",0.0638
"2019-06-17",20.8661
"2019-06-18",0
"2019-06-19",2.8668
"2019-06-20",12.5687
"2019-06-21",13.9721
"2019-06-22",9.2922
"2019-06-23",0
"2019-06-24",4.8029
"2019-06-25",18.1691
"2019-06-26",5.6278
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",13.344
"2019-07-01",8.9311
"2019-07-02",1.5331
"2019-07-03",0.2795
"2019-07-04",0
"2019-07-05",0
"2019-07-06",0
"2019-07-07",0
"2019-07-08",0
"2019-07-09",19.7372
"2019-07-10",12.0538
"2019-07-11",0
"2019-07-12",10.15
"2019-07-13",9.3782
"2019-07-14",11.5516
"2019-07-15",10.2659
"2019-07-16",11.4225
"2019-07-17",21.2371
"2019-07-18",18.5249
"2019-07-19",4.1209
"2019-07-20",9.5946
"2019-07-21",8.0195
"2019-07-22",10.1333
"2019-07-23",0
"2019-07-24",0
"2019-07-25",5.1206
"2019-07-26",0
"2019-07-27",0.6207
"2019-07-28",0
"2019-07-29",0.241
"2019-07-30",0.0185
"2019-07-31",1.9215
"2019-08-01",8.6303
"2019-08-02",14.9731
"2019-08-03",0
"2019-08-04",4.5676
"2019-08-05",27.0413
"2019-08-06",6.776
"2019-08-07",16.8168
"2019-08-08",18.9395
"2019-08-09",15.2708
"2019-08-10",0.0072
"2019-08-11",0
"2019-08-12",0.6495
"2019-08-13",14.751
"2019-08-14",1.4145
"2019-08-15",0.1663
"2019-08-16",21.9349
"2019-08-17",17.1389
"2019-08-18",14.322
"2019-08-19",8.8207
"2019-08-20",1.4993
"2019-08-21",0
"2019-08-22",31.2999
"2019-08-23",0.007
"2019-08-24",0.0342
"2019-08-25",0.1879
"2019-08-26",0.8044
"2019-08-27",0.4164
"2019-08-28",3.4109
"2019-08-29",21.4163
"2019-08-30",6.1
"2019-08-31",0.8149
"2019-09-01",7.2297
"2019-09-02",3.5206
"2019-09-03",1.4625
"2019-09-04",6.7815
"2019-09-05",4.18
"2019-09-06",0.0042
"2019-09-07",0
"2019-09-08",0
"2019-09-09",1.1904
"2019-09-10",12.6288
"2019-09-11",13.5716
"2019-09-12",10.2544
"2019-09-13",18.3265
"2019-09-14",14.896
"2019-09-15",23.1331
"2019-09-16",14.2975
"2019-09-17",4.4823
"2019-09-18",0
"2019-09-19",13.0401
"2019-09-20",15.6546
"2019-09-21",14.2948
"2019-09-22",23.7067
"2019-09-23",15.4475
"2019-09-24",21.7816
"2019-09-25",17.6467
"2019-09-26",0
"2019-09-27",1.308
"2019-09-28",29.5936
"2019-09-29",4.2803
"2019-09-30",4.8505
"2019-10-01",5.5085
"2019-10-02",0
"2019-10-03",7.4139
"2019-10-04",11.3618
"2019-10-05",12.8164
"2019-10-06",18.2776
"2019-10-07",10.9673
"2019-10-08",7.0509
"2019-10-09",16.2196
"2019-10-10",10.905
"2019-10-11",30.3572
"2019-10-12",16.5281
"2019-10-13",13.3583
"2019-10-14",0
"2019-10-15",21.4316
"2019-10-16",26.0726
"2019-10-17",17.5055
