,"(mm) Precipitation (CHIRPS) at Trincomalee, 2007-01-01 to 2025-12-31"
"2016-11-21",40.0779
"2016-11-22",1.0274
"2016-11-23",0
"2016-11-24",0
"2016-11-25",0
"2016-11-26",2.8349
"2016-11-27",2.5765
"2016-11-28",2.8712
"2016-11-29",8.5056
"2016-11-30",27.2491
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0
"2016-12-04",0
"2016-12-05",0
"2016-12-06",0
"2016-12-07",0
"2016-12-08",8.271
"2016-12-09",0.4798
"2016-12-10",19.4359
"2016-12-11",0.0586
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0
"2016-12-16",0
"2016-12-17",0.0801
"2016-12-18",0.7769
"2016-12-19",47.8086
"2016-12-20",0
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",14.3757
"2016-12-27",22.6042
"2016-12-28",0
"2016-12-29",0
"2016-12-30",0
"2016-12-31",11.1836
"2017-01-01",0.0007
"2017-01-02",0
"2017-01-03",0
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",2.0863
"2017-01-21",11.0957
"2017-01-22",7.886
"2017-01-23",29.4768
"2017-01-24",56.4306
"2017-01-25",2.675
"2017-01-26",17.4981
"2017-01-27",77.4114
"2017-01-28",0.1881
"2017-01-29",0
"2017-01-30",0
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",6.3005
"2017-02-15",3.3334
"2017-02-16",0
"2017-02-17",0
"2017-02-18",0
"2017-02-19",0.0344
"2017-02-20",0.1002
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",1.6556
"2017-02-25",12.5937
"2017-02-26",2.9121
"2017-02-27",11.9196
"2017-02-28",0.8087
"2017-03-01",11.9901
"2017-03-02",6.412
"2017-03-03",14.7203
"2017-03-04",14.985
"2017-03-05",0
"2017-03-06",0.1006
"2017-03-07",3.304
"2017-03-08",0
"2017-03-09",0.0681
"2017-03-10",1.1264
"2017-03-11",7.446
"2017-03-12",1.2269
"2017-03-13",9.2056
"2017-03-14",4.5998
"2017-03-15",0
"2017-03-16",0
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",0.836
"2017-03-29",0
"2017-03-30",0
"2017-03-31",0
"2017-04-01",0
"2017-04-02",2.8198
"2017-04-03",0.1006
"2017-04-04",0
"2017-04-05",0
"2017-04-06",0
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0
"2017-04-10",0.0919
"2017-04-11",6.1944
"2017-04-12",2.7913
"2017-04-13",1.4593
"2017-04-14",0.6841
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0
"2017-04-25",0
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0
"2017-04-30",0
"2017-05-01",0.001
"2017-05-02",0
"2017-05-03",0
"2017-05-04",0
"2017-05-05",0
"2017-05-06",2.3589
"2017-05-07",5.6857
"2017-05-08",3.0276
"2017-05-09",3.14
"2017-05-10",1.8515
"2017-05-11",7.5418
"2017-05-12",0
"2017-05-13",0.349
"2017-05-14",0.8647
"2017-05-15",0.0739
"2017-05-16",4.6799
"2017-05-17",1.498
"2017-05-18",2.2997
"2017-05-19",0.0705
"2017-05-20",3.9389
"2017-05-21",22.7562
"2017-05-22",0.3047
"2017-05-23",29.3896
"2017-05-24",11.9473
"2017-05-25",0.644
"2017-05-26",1.464
"2017-05-27",0
"2017-05-28",0
"2017-05-29",0
"2017-05-30",0.2388
"2017-05-31",0
"2017-06-01",2.0728
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0
"2017-06-05",0
"2017-06-06",0.0015
"2017-06-07",1.287
"2017-06-08",0.0096
"2017-06-09",0
"2017-06-10",0.0925
"2017-06-11",0.1269
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0
"2017-06-15",0.3557
"2017-06-16",0
"2017-06-17",0
"2017-06-18",0
"2017-06-19",0
"2017-06-20",0.983
"2017-06-21",0.168
"2017-06-22",0
"2017-06-23",0
"2017-06-24",0.0099
"2017-06-25",1.4335
"2017-06-26",0.5058
"2017-06-27",0.2125
"2017-06-28",0.0687
"2017-06-29",0
"2017-06-30",0
"2017-07-01",1.8965
"2017-07-02",3.0768
"2017-07-03",11.779
"2017-07-04",0
"2017-07-05",0.0313
"2017-07-06",1.087
"2017-07-07",8.1239
"2017-07-08",16.7638
"2017-07-09",1.0287
"2017-07-10",0
"2017-07-11",0
"2017-07-12",4.3673
"2017-07-13",0.0444
"2017-07-14",3.132
"2017-07-15",1.3669
"2017-07-16",0.3162
"2017-07-17",0.302
"2017-07-18",0.9113
"2017-07-19",0
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0
"2017-07-25",0
"2017-07-26",0
"2017-07-27",16.4735
"2017-07-28",7.3275
"2017-07-29",1.5125
"2017-07-30",2.476
"2017-07-31",7.0544
"2017-08-01",0.1497
"2017-08-02",1.8105
"2017-08-03",0
"2017-08-04",0
"2017-08-05",2.8729
"2017-08-06",10.9832
"2017-08-07",5.8335
"2017-08-08",9.408
"2017-08-09",8.3887
"2017-08-10",2.1369
"2017-08-11",1.781
"2017-08-12",4.3207
"2017-08-13",9.4141
"2017-08-14",11.651
"2017-08-15",11.1759
"2017-08-16",0.2777
"2017-08-17",0
"2017-08-18",1.8055
"2017-08-19",1.5314
"2017-08-20",0
"2017-08-21",0.3535
"2017-08-22",4.3405
"2017-08-23",1.6409
"2017-08-24",12.9197
"2017-08-25",2.6285
"2017-08-26",0.0533
"2017-08-27",1.4591
"2017-08-28",0.6157
"2017-08-29",0
"2017-08-30",6.5583
"2017-08-31",11.1997
"2017-09-01",2.2206
"2017-09-02",1.0015
"2017-09-03",12.9286
"2017-09-04",0
"2017-09-05",2.0758
"2017-09-06",3.1908
"2017-09-07",9.0916
"2017-09-08",24.1911
"2017-09-09",3.5565
"2017-09-10",7.6751
"2017-09-11",10.4249
"2017-09-12",0.6641
"2017-09-13",3.2048
"2017-09-14",5.7255
"2017-09-15",4.722
"2017-09-16",3.7999
"2017-09-17",0.5057
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",2.1926
"2017-09-23",3.8466
"2017-09-24",0.0008
"2017-09-25",6.6722
"2017-09-26",0.455
"2017-09-27",0.0292
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0.479
"2017-10-02",0.001
"2017-10-03",0
"2017-10-04",3.358
"2017-10-05",1.4024
"2017-10-06",0.3406
"2017-10-07",0.0444
"2017-10-08",4.8545
"2017-10-09",3.5693
"2017-10-10",13.9928
"2017-10-11",11.7049
"2017-10-12",11.4865
"2017-10-13",9.3212
"2017-10-14",11.4537
"2017-10-15",6.4256
"2017-10-16",8.9433
"2017-10-17",7.2433
"2017-10-18",0
"2017-10-19",0
"2017-10-20",0
"2017-10-21",0.2214
"2017-10-22",0
"2017-10-23",13.0354
"2017-10-24",12.6014
"2017-10-25",0
"2017-10-26",7.2238
"2017-10-27",9.4507
"2017-10-28",5.8792
"2017-10-29",4.8062
"2017-10-30",20.7938
"2017-10-31",23.6917
"2017-11-01",25.597
"2017-11-02",28.425
"2017-11-03",38.9686
"2017-11-04",23.1895
"2017-11-05",26.1606
"2017-11-06",5.1008
"2017-11-07",12.7906
"2017-11-08",3.1704
"2017-11-09",2.9738
"2017-11-10",9.7973
"2017-11-11",10.0625
"2017-11-12",4.2338
"2017-11-13",0
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",0
"2017-11-19",1.393
"2017-11-20",2.2878
"2017-11-21",0.6895
"2017-11-22",9.1289
"2017-11-23",4.1716
"2017-11-24",7.0558
"2017-11-25",25.9058
"2017-11-26",36.9938
"2017-11-27",16.1732
"2017-11-28",28.5106
"2017-11-29",9.8028
"2017-11-30",24.2378
"2017-12-01",18.8871
"2017-12-02",7.6677
"2017-12-03",3.0945
"2017-12-04",5.7289
"2017-12-05",0
"2017-12-06",0.0151
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0
"2017-12-13",0.0057
"2017-12-14",0
"2017-12-15",0
"2017-12-16",0
"2017-12-17",0
"2017-12-18",0
"2017-12-19",5.846
"2017-12-20",55.9291
"2017-12-21",0
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",0
"2017-12-26",0
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0
"2018-01-10",0
"2018-01-11",0
"2018-01-12",34.8404
"2018-01-13",2.9852
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0.1294
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0
"2018-01-20",0
"2018-01-21",0
"2018-01-22",1.0137
"2018-01-23",0
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0.3134
"2018-01-27",0
"2018-01-28",0
"2018-01-29",1.4095
"2018-01-30",0
"2018-01-31",0
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0.0013
"2018-02-06",0
"2018-02-07",0.1636
"2018-02-08",0
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0.0146
"2018-02-15",0
"2018-02-16",1.842
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0
"2018-02-23",0
"2018-02-24",0.2239
"2018-02-25",7.6858
"2018-02-26",1.1815
"2018-02-27",11.1269
"2018-02-28",10.0424
"2018-03-01",0
"2018-03-02",0
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0.0977
"2018-03-07",0
"2018-03-08",0
"2018-03-09",11.4773
"2018-03-10",3.2406
"2018-03-11",1.6003
"2018-03-12",33.3688
"2018-03-13",0.001
"2018-03-14",0
"2018-03-15",0.0305
"2018-03-16",0.049
"2018-03-17",0.1273
"2018-03-18",0
"2018-03-19",0
"2018-03-20",0
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",3.7849
"2018-03-26",6.5309
"2018-03-27",0
"2018-03-28",1.1611
"2018-03-29",1.6011
"2018-03-30",0
"2018-03-31",0.0999
"2018-04-01",2.44
"2018-04-02",2.8571
"2018-04-03",0
"2018-04-04",0
"2018-04-05",0.7487
"2018-04-06",4.934
"2018-04-07",2.5729
"2018-04-08",0.5078
"2018-04-09",5.9027
"2018-04-10",0.3117
"2018-04-11",1.4269
"2018-04-12",4.1122
"2018-04-13",4.3508
"2018-04-14",3.7529
"2018-04-15",0.8887
"2018-04-16",0
"2018-04-17",0
"2018-04-18",0
"2018-04-19",1.9161
"2018-04-20",0
"2018-04-21",0
"2018-04-22",0.4842
"2018-04-23",0.0013
"2018-04-24",0
"2018-04-25",0
"2018-04-26",0
"2018-04-27",1.2815
"2018-04-28",5.0491
"2018-04-29",0
"2018-04-30",0
"2018-05-01",3.3667
"2018-05-02",3.5368
"2018-05-03",0
"2018-05-04",0.1064
"2018-05-05",9.6067
"2018-05-06",9.5584
"2018-05-07",12.0199
"2018-05-08",8.7351
"2018-05-09",5.4833
"2018-05-10",3.7845
"2018-05-11",5.0063
"2018-05-12",6.1973
"2018-05-13",1.8194
"2018-05-14",19.1384
"2018-05-15",4.7023
"2018-05-16",11.766
"2018-05-17",17.9711
"2018-05-18",19.1668
"2018-05-19",10.6553
"2018-05-20",14.7001
"2018-05-21",9.4553
"2018-05-22",19.8712
"2018-05-23",10.8777
"2018-05-24",19.2975
"2018-05-25",5.9738
"2018-05-26",6.2828
"2018-05-27",10.9506
"2018-05-28",2.0408
"2018-05-29",3.695
"2018-05-30",0.4816
"2018-05-31",0
"2018-06-01",0.0073
"2018-06-02",0.9071
"2018-06-03",0
"2018-06-04",0.0009
"2018-06-05",0.2445
"2018-06-06",0.4511
"2018-06-07",0.428
"2018-06-08",0.0395
"2018-06-09",0
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0
"2018-06-13",0.3151
"2018-06-14",0
"2018-06-15",0
"2018-06-16",0
"2018-06-17",0
"2018-06-18",0
"2018-06-19",0
"2018-06-20",0.0268
"2018-06-21",0
"2018-06-22",0.0522
"2018-06-23",0.0144
"2018-06-24",0
"2018-06-25",0
"2018-06-26",0.0955
"2018-06-27",0.0249
"2018-06-28",0.122
"2018-06-29",1.1699
"2018-06-30",2.5408
"2018-07-01",2.1253
"2018-07-02",4.1072
"2018-07-03",0
"2018-07-04",0.2122
"2018-07-05",2.9489
"2018-07-06",2.492
"2018-07-07",0.0054
"2018-07-08",0.8219
"2018-07-09",1.6801
"2018-07-10",0.0054
"2018-07-11",1.9868
"2018-07-12",0.8467
"2018-07-13",0.5189
"2018-07-14",0.238
"2018-07-15",11.5157
"2018-07-16",11.4557
"2018-07-17",0
"2018-07-18",0
"2018-07-19",7.0784
"2018-07-20",0.8983
"2018-07-21",0.0237
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0
"2018-07-25",0
"2018-07-26",5.0685
"2018-07-27",3.4604
"2018-07-28",0
"2018-07-29",0
"2018-07-30",0.0174
"2018-07-31",0.0616
"2018-08-01",3.4735
"2018-08-02",0.1667
"2018-08-03",0
"2018-08-04",0
"2018-08-05",0
"2018-08-06",0.0114
"2018-08-07",0
"2018-08-08",0
"2018-08-09",2.1052
"2018-08-10",1.3596
"2018-08-11",4.3643
"2018-08-12",0.1044
"2018-08-13",0
"2018-08-14",5.3143
"2018-08-15",4.2519
"2018-08-16",2.0665
"2018-08-17",0.3769
"2018-08-18",1.6647
"2018-08-19",0.1937
"2018-08-20",0.0609
"2018-08-21",0
"2018-08-22",1.3514
"2018-08-23",0.4148
"2018-08-24",3.7997
"2018-08-25",2.9765
"2018-08-26",3.2411
"2018-08-27",0.2787
"2018-08-28",3.6174
"2018-08-29",1.1131
"2018-08-30",11.239
"2018-08-31",7.1955
"2018-09-01",0.6103
"2018-09-02",0
"2018-09-03",1.1591
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0
"2018-09-10",0.2582
"2018-09-11",0
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",2.1493
"2018-09-16",0.4168
"2018-09-17",1.6448
"2018-09-18",5.6645
"2018-09-19",7.0931
"2018-09-20",0
"2018-09-21",0
"2018-09-22",0.1278
"2018-09-23",0.1234
"2018-09-24",5.7197
"2018-09-25",1.9481
"2018-09-26",10.7402
"2018-09-27",10.0013
"2018-09-28",3.634
"2018-09-29",0
"2018-09-30",0
"2018-10-01",1.7017
"2018-10-02",8.3358
"2018-10-03",15.7899
"2018-10-04",14.3189
"2018-10-05",0.2084
"2018-10-06",0.6187
"2018-10-07",8.868
"2018-10-08",17.1636
"2018-10-09",28.4198
"2018-10-10",2.2636
"2018-10-11",0.5365
"2018-10-12",0.0571
"2018-10-13",1.7215
"2018-10-14",8.3745
"2018-10-15",0
"2018-10-16",0.0064
"2018-10-17",5.9477
"2018-10-18",1.3915
"2018-10-19",4.0165
"2018-10-20",8.1267
"2018-10-21",1.6431
"2018-10-22",2.2625
"2018-10-23",3.5761
"2018-10-24",1.0986
"2018-10-25",2.0289
"2018-10-26",13.0185
"2018-10-27",18.5587
"2018-10-28",36.3609
"2018-10-29",25.0429
"2018-10-30",9.3503
"2018-10-31",7.2941
"2018-11-01",19.6171
"2018-11-02",8.2281
"2018-11-03",20.3114
"2018-11-04",4.8829
"2018-11-05",49.8871
"2018-11-06",45.1335
"2018-11-07",34.4599
"2018-11-08",18.7814
"2018-11-09",2.982
"2018-11-10",0.1397
"2018-11-11",7.8072
"2018-11-12",0.2874
"2018-11-13",0
"2018-11-14",0
"2018-11-15",1.0176
"2018-11-16",0.1075
"2018-11-17",0.98
"2018-11-18",17.701
"2018-11-19",10.0885
"2018-11-20",1.6999
"2018-11-21",24.9551
"2018-11-22",2.5202
"2018-11-23",24.1741
"2018-11-24",8.3472
"2018-11-25",0
"2018-11-26",0
"2018-11-27",3.5091
"2018-11-28",1.4691
"2018-11-29",0.0569
"2018-11-30",0
"2018-12-01",0
"2018-12-02",0
"2018-12-03",23.6501
"2018-12-04",3.5184
"2018-12-05",22.3906
"2018-12-06",11.9842
"2018-12-07",0
"2018-12-08",0
"2018-12-09",16.3148
"2018-12-10",16.7421
"2018-12-11",5.6454
"2018-12-12",1.458
"2018-12-13",10.943
"2018-12-14",6.231
"2018-12-15",16.8746
"2018-12-16",14.0375
"2018-12-17",0
"2018-12-18",0.1351
"2018-12-19",0
"2018-12-20",23.641
"2018-12-21",5.8907
"2018-12-22",1.8164
"2018-12-23",5.9146
"2018-12-24",7.7114
"2018-12-25",2.6984
"2018-12-26",0.8521
"2018-12-27",0
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0.0762
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0
"2019-01-12",0.277
"2019-01-13",17.0024
"2019-01-14",2.2325
"2019-01-15",0
"2019-01-16",0.5247
"2019-01-17",0
"2019-01-18",0
"2019-01-19",0.0657
"2019-01-20",3.5737
"2019-01-21",0.3812
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",0
"2019-02-04",79.4552
"2019-02-05",22.6591
"2019-02-06",0
"2019-02-07",0
"2019-02-08",0
"2019-02-09",13.5472
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",0.3188
"2019-02-15",0
"2019-02-16",0.1606
"2019-02-17",0
"2019-02-18",0
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",0
"2019-02-27",0
"2019-02-28",0.6097
"2019-03-01",0
"2019-03-02",0.148
"2019-03-03",0.0466
"2019-03-04",0
"2019-03-05",0
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0
"2019-03-14",0
"2019-03-15",0.0041
"2019-03-16",0
"2019-03-17",0.013
"2019-03-18",0
"2019-03-19",0
"2019-03-20",0
"2019-03-21",0.0241
"2019-03-22",0
"2019-03-23",0.2798
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0.1082
"2019-04-08",1.0732
"2019-04-09",1.8605
"2019-04-10",0.8826
"2019-04-11",1.7803
"2019-04-12",0.0008
"2019-04-13",4.5796
"2019-04-14",0
"2019-04-15",1.8963
"2019-04-16",0.3068
"2019-04-17",6.9611
"2019-04-18",0.6733
"2019-04-19",4.3557
"2019-04-20",4.3074
"2019-04-21",5.3913
"2019-04-22",0.3959
"2019-04-23",0.0023
"2019-04-24",0.3795
"2019-04-25",3.9706
"2019-04-26",0.0349
"2019-04-27",2.5019
"2019-04-28",0.3351
"2019-04-29",2.8706
"2019-04-30",6.5851
"2019-05-01",1.0845
"2019-05-02",0
"2019-05-03",0
"2019-05-04",0
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0.041
"2019-05-10",0
"2019-05-11",0
"2019-05-12",3.1245
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0.5081
"2019-05-16",0.0972
"2019-05-17",0.7487
"2019-05-18",0.0141
"2019-05-19",0
"2019-05-20",0
"2019-05-21",8.6769
"2019-05-22",0.3577
"2019-05-23",11.7617
"2019-05-24",0
"2019-05-25",0
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0
"2019-05-30",0.6418
"2019-05-31",0.0456
"2019-06-01",0.3428
"2019-06-02",1.9004
"2019-06-03",3.2972
"2019-06-04",1.6722
"2019-06-05",3.4544
"2019-06-06",0.2642
"2019-06-07",0.2708
"2019-06-08",0.001
"2019-06-09",0.2074
"2019-06-10",0.1376
"2019-06-11",0
"2019-06-12",0.0339
"2019-06-13",0.013
"2019-06-14",0.0393
"2019-06-15",0.0488
"2019-06-16",0
"2019-06-17",0
"2019-06-18",0
"2019-06-19",0.0146
"2019-06-20",0
"2019-06-21",0.0067
"2019-06-22",0.0233
"2019-06-23",0
"2019-06-24",0
"2019-06-25",1.2751
"2019-06-26",1.9509
"2019-06-27",0
"2019-06-28",0.1297
"2019-06-29",0
"2019-06-30",0.963
"2019-07-01",0.9379
"2019-07-02",1.3222
"2019-07-03",0
"2019-07-04",0.0132
"2019-07-05",0
"2019-07-06",0.0032
"2019-07-07",0
"2019-07-08",0
"2019-07-09",1.1482
"2019-07-10",1.006
"2019-07-11",2.9861
"2019-07-12",1.2541
"2019-07-13",2.5628
"2019-07-14",0.0289
"2019-07-15",0.7961
"2019-07-16",0
"2019-07-17",1.0136
"2019-07-18",5.8841
"2019-07-19",1.4671
"2019-07-20",7.8178
"2019-07-21",4.2756
"2019-07-22",6.764
"2019-07-23",0.8033
"2019-07-24",0
"2019-07-25",0
"2019-07-26",0.0019
"2019-07-27",0
"2019-07-28",0
"2019-07-29",2.138
"2019-07-30",0
"2019-07-31",5.0811
"2019-08-01",10.9105
"2019-08-02",0.9923
"2019-08-03",0
"2019-08-04",0.6767
"2019-08-05",9.3038
"2019-08-06",4.2771
"2019-08-07",0.0994
"2019-08-08",4.1089
"2019-08-09",0
"2019-08-10",0
"2019-08-11",0
"2019-08-12",0.3535
"2019-08-13",5.2848
"2019-08-14",0
"2019-08-15",0
"2019-08-16",19.7349
"2019-08-17",20.6574
"2019-08-18",14.2637
"2019-08-19",0
"2019-08-20",0
"2019-08-21",0
"2019-08-22",3.813
"2019-08-23",0.2839
"2019-08-24",0.0016
"2019-08-25",1.1132
"2019-08-26",0
"2019-08-27",0
"2019-08-28",0
"2019-08-29",0
"2019-08-30",0.0662
"2019-08-31",0.8531
"2019-09-01",1.8217
"2019-09-02",0
"2019-09-03",0.6636
"2019-09-04",3.8751
"2019-09-05",1.8949
"2019-09-06",0
"2019-09-07",0
"2019-09-08",0
"2019-09-09",0
"2019-09-10",0.0974
"2019-09-11",8.5882
"2019-09-12",22.6652
"2019-09-13",3.1856
"2019-09-14",20.592
"2019-09-15",14.5827
"2019-09-16",0.1534
"2019-09-17",0.4335
"2019-09-18",3.8145
"2019-09-19",8.3659
"2019-09-20",15.1542
"2019-09-21",2.0303
"2019-09-22",6.6696
"2019-09-23",9.5579
"2019-09-24",3.6872
"2019-09-25",2.0531
"2019-09-26",0
"2019-09-27",7.9573
"2019-09-28",10.906
"2019-09-29",10.574
"2019-09-30",0.0034
"2019-10-01",0
"2019-10-02",0
"2019-10-03",0
"2019-10-04",0
"2019-10-05",0.8312
"2019-10-06",4.5762
"2019-10-07",0
"2019-10-08",0
"2019-10-09",0.0774
"2019-10-10",5.1507
"2019-10-11",7.8041
"2019-10-12",0
"2019-10-13",0
"2019-10-14",1.4532
"2019-10-15",10.3262
"2019-10-16",5.7835
"2019-10-17",0.0922
"2019-10-18",0.3675
"2019-10-19",12.7319
"2019-10-20",23.846
"2019-10-21",22.4582
"2019-10-22",8.5545
"2019-10-23",16.7429
"2019-10-24",10.7883
"2019-10-25",5.3347
"2019-10-26",29.3044
"2019-10-27",35.1397
"2019-10-28",16.8815
"2019-10-29",22.2947
"2019-10-30",0.4526
"2019-10-31",9.2739
"2019-11-01",0.7625
"2019-11-02",0.6606
"2019-11-03",4.0197
"2019-11-04",1.3329
"2019-11-05",0.039
"2019-11-06",0
"2019-11-07",5.4528
"2019-11-08",16.3632
"2019-11-09",0.8465
"2019-11-10",0.0912
"2019-11-11",0.3081
"2019-11-12",0.0803
"2019-11-13",1.3695
"2019-11-14",1.0287
"2019-11-15",2.5495
"2019-11-16",0
"2019-11-17",0
"2019-11-18",3.8962
"2019-11-19",9.0861
"2019-11-20",0
"2019-11-21",20.8182
"2019-11-22",23.1275
"2019-11-23",18.7718
"2019-11-24",4.7631
"2019-11-25",19.4135
"2019-11-26",0
"2019-11-27",34.7183
"2019-11-28",24.1058
"2019-11-29",89.3068
"2019-11-30",75.5338
"2019-12-01",12.3101
"2019-12-02",98.1849
"2019-12-03",50.0586
"2019-12-04",64.5561
"2019-12-05",47.9914
"2019-12-06",9.0771
"2019-12-07",0.5118
"2019-12-08",0.2115
"2019-12-09",13.084
"2019-12-10",45.3848
"2019-12-11",0
"2019-12-12",0.5596
"2019-12-13",1.7066
"2019-12-14",23.2755
"2019-12-15",0.3084
"2019-12-16",0
"2019-12-17",4.981
"2019-12-18",0.2215
"2019-12-19",1.1103
"2019-12-20",4.8811
"2019-12-21",11.7286
"2019-12-22",44.8501
"2019-12-23",15.7239
"2019-12-24",0
"2019-12-25",0.5221
"2019-12-26",0
"2019-12-27",0
"2019-12-28",0
"2019-12-29",0.4759
"2019-12-30",0.0206
"2019-12-31",2.5547
"2020-01-01",0
"2020-01-02",1.5332
"2020-01-03",0
"2020-01-04",0
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",6.3823
"2020-01-12",0
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0
"2020-01-19",0.0641
"2020-01-20",0
"2020-01-21",0
"2020-01-22",3.3756
"2020-01-23",0
"2020-01-24",0
"2020-01-25",0
"2020-01-26",0.1191
"2020-01-27",0
"2020-01-28",0
"2020-01-29",1.43
"2020-01-30",3.6487
"2020-01-31",1.4527
"2020-02-01",0
"2020-02-02",0.0024
"2020-02-03",0
"2020-02-04",0.4531
"2020-02-05",0
"2020-02-06",0
"2020-02-07",0.1844
"2020-02-08",0
"2020-02-09",0
"2020-02-10",0.3121
"2020-02-11",0
"2020-02-12",0
"2020-02-13",0
"2020-02-14",0
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0
"2020-02-18",0
"2020-02-19",0
"2020-02-20",0.4022
"2020-02-21",20.396
"2020-02-22",0.1629
"2020-02-23",0.0087
"2020-02-24",0
"2020-02-25",0.6597
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",1.3018
"2020-03-02",0
"2020-03-03",0
"2020-03-04",0
