,"(mm) Precipitation (CHIRPS) at Vavuniya, 2007-01-01 to 2025-12-31"
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0
"2016-12-16",0
"2016-12-17",0
"2016-12-18",0
"2016-12-19",22.5301
"2016-12-20",0
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",3.5454
"2016-12-27",42.4788
"2016-12-28",0
"2016-12-29",0
"2016-12-30",0
"2016-12-31",0.6364
"2017-01-01",0
"2017-01-02",0
"2017-01-03",0
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",2.1043
"2017-01-21",1.4449
"2017-01-22",0.1414
"2017-01-23",30.2759
"2017-01-24",51.23
"2017-01-25",0.9864
"2017-01-26",14.086
"2017-01-27",64.9367
"2017-01-28",0
"2017-01-29",0
"2017-01-30",0
"2017-01-31",0
"2017-02-01",0.2297
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0.043
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",0.0618
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",0.0112
"2017-02-19",0
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",0
"2017-02-25",12.0488
"2017-02-26",0
"2017-02-27",11.7537
"2017-02-28",0.6306
"2017-03-01",8.0243
"2017-03-02",0
"2017-03-03",19.6223
"2017-03-04",15.6065
"2017-03-05",0.1232
"2017-03-06",5.948
"2017-03-07",9.98
"2017-03-08",0.6876
"2017-03-09",5.1214
"2017-03-10",6.8465
"2017-03-11",13.6041
"2017-03-12",7.0948
"2017-03-13",19.7437
"2017-03-14",7.3752
"2017-03-15",2.7415
"2017-03-16",1.4572
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",1.0316
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",0
"2017-03-29",0
"2017-03-30",1.0853
"2017-03-31",0
"2017-04-01",0
"2017-04-02",7.1936
"2017-04-03",6.9815
"2017-04-04",0
"2017-04-05",0
"2017-04-06",0
"2017-04-07",0
"2017-04-08",0
"2017-04-09",0.5063
"2017-04-10",1.382
"2017-04-11",13.3992
"2017-04-12",3.832
"2017-04-13",5.8829
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0
"2017-04-25",0
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0.1331
"2017-04-30",0
"2017-05-01",5.5552
"2017-05-02",3.3771
"2017-05-03",0.6727
"2017-05-04",1.7099
"2017-05-05",1.2581
"2017-05-06",8.9767
"2017-05-07",10.2138
"2017-05-08",2.7145
"2017-05-09",5.7876
"2017-05-10",4.9741
"2017-05-11",7.3602
"2017-05-12",4.4056
"2017-05-13",6.4898
"2017-05-14",5.9002
"2017-05-15",0
"2017-05-16",3.016
"2017-05-17",2.2774
"2017-05-18",6.4341
"2017-05-19",0.1131
"2017-05-20",2.3656
"2017-05-21",19.1767
"2017-05-22",0
"2017-05-23",19.4092
"2017-05-24",14.7133
"2017-05-25",0
"2017-05-26",0
"2017-05-27",0
"2017-05-28",0
"2017-05-29",0
"2017-05-30",3.2811
"2017-05-31",0
"2017-06-01",0.6922
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0
"2017-06-05",0
"2017-06-06",0
"2017-06-07",0.8137
"2017-06-08",0.2497
"2017-06-09",0.002
"2017-06-10",0.0614
"2017-06-11",0
"2017-06-12",0
"2017-06-13",0
"2017-06-14",0
"2017-06-15",0
"2017-06-16",0
"2017-06-17",0
"2017-06-18",0
"2017-06-19",0
"2017-06-20",0
"2017-06-21",0
"2017-06-22",0
"2017-06-23",0
"2017-06-24",0
"2017-06-25",0.0628
"2017-06-26",0
"2017-06-27",0
"2017-06-28",0
"2017-06-29",0
"2017-06-30",0.027
"2017-07-01",0.7026
"2017-07-02",4.5905
"2017-07-03",5.9747
"2017-07-04",0
"2017-07-05",1.5338
"2017-07-06",1.321
"2017-07-07",5.2008
"2017-07-08",9.7884
"2017-07-09",2.1571
"2017-07-10",0
"2017-07-11",0
"2017-07-12",4.3663
"2017-07-13",0
"2017-07-14",4.11
"2017-07-15",0
"2017-07-16",0.2657
"2017-07-17",0.047
"2017-07-18",0.5757
"2017-07-19",0.0992
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0.7557
"2017-07-25",0.295
"2017-07-26",0
"2017-07-27",10.8141
"2017-07-28",5.6533
"2017-07-29",3.6723
"2017-07-30",4.592
"2017-07-31",7.24
"2017-08-01",0.8088
"2017-08-02",4.1964
"2017-08-03",0
"2017-08-04",0
"2017-08-05",1.0334
"2017-08-06",5.5462
"2017-08-07",4.1001
"2017-08-08",8.7698
"2017-08-09",11.1188
"2017-08-10",3.9045
"2017-08-11",6.3442
"2017-08-12",5.4786
"2017-08-13",9.4652
"2017-08-14",5.4299
"2017-08-15",11.1196
"2017-08-16",0.7775
"2017-08-17",0
"2017-08-18",3.0703
"2017-08-19",0
"2017-08-20",0
"2017-08-21",0
"2017-08-22",0
"2017-08-23",5.3933
"2017-08-24",6.6438
"2017-08-25",8.0677
"2017-08-26",0
"2017-08-27",0.9172
"2017-08-28",0.1846
"2017-08-29",0
"2017-08-30",5.3397
"2017-08-31",8.9655
"2017-09-01",3.8134
"2017-09-02",1.8345
"2017-09-03",11.3084
"2017-09-04",2.8609
"2017-09-05",8.1126
"2017-09-06",6.5827
"2017-09-07",10.9721
"2017-09-08",17.6411
"2017-09-09",3.8403
"2017-09-10",4.7707
"2017-09-11",49.1737
"2017-09-12",1.365
"2017-09-13",6.6288
"2017-09-14",0
"2017-09-15",0.5107
"2017-09-16",0.6116
"2017-09-17",5.1108
"2017-09-18",0
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",1.7676
"2017-09-23",6.9098
"2017-09-24",0
"2017-09-25",8.311
"2017-09-26",0.9795
"2017-09-27",0.0074
"2017-09-28",0.4027
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0
"2017-10-02",0.2179
"2017-10-03",0.7417
"2017-10-04",2.7803
"2017-10-05",5.4779
"2017-10-06",0.9013
"2017-10-07",0.9615
"2017-10-08",0.853
"2017-10-09",4.0968
"2017-10-10",8.7746
"2017-10-11",11.0657
"2017-10-12",10.2591
"2017-10-13",6.7614
"2017-10-14",2.2198
"2017-10-15",5.2039
"2017-10-16",1.7454
"2017-10-17",10.8096
"2017-10-18",0
"2017-10-19",0
"2017-10-20",0
"2017-10-21",0
"2017-10-22",0
"2017-10-23",9.7205
"2017-10-24",17.2921
"2017-10-25",0
"2017-10-26",10.9791
"2017-10-27",1.8898
"2017-10-28",5.7285
"2017-10-29",5.2936
"2017-10-30",28.6114
"2017-10-31",22.0788
"2017-11-01",23.3703
"2017-11-02",42.5365
"2017-11-03",36.697
"2017-11-04",38.5609
"2017-11-05",14.7117
"2017-11-06",2.7391
"2017-11-07",8.3555
"2017-11-08",7.8704
"2017-11-09",3.6693
"2017-11-10",10.7648
"2017-11-11",0.8601
"2017-11-12",16.4303
"2017-11-13",0.522
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",0.0046
"2017-11-19",0
"2017-11-20",0.9796
"2017-11-21",0.4766
"2017-11-22",6.5948
"2017-11-23",0
"2017-11-24",2.9795
"2017-11-25",24.4543
"2017-11-26",32.2129
"2017-11-27",25.7387
"2017-11-28",28.8969
"2017-11-29",3.2124
"2017-11-30",24.343
"2017-12-01",6.7437
"2017-12-02",13.7227
"2017-12-03",2.1697
"2017-12-04",0.0291
"2017-12-05",1.2664
"2017-12-06",0.961
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",0.954
"2017-12-13",0.733
"2017-12-14",0.5687
"2017-12-15",0.0034
"2017-12-16",0.1482
"2017-12-17",0
"2017-12-18",0
"2017-12-19",20.5069
"2017-12-20",27.2068
"2017-12-21",0
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",0.4809
"2017-12-26",3.4316
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0.1325
"2018-01-10",0
"2018-01-11",0.6157
"2018-01-12",25.6714
"2018-01-13",3.2203
"2018-01-14",0
"2018-01-15",0
"2018-01-16",0.1449
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0.2551
"2018-01-20",0
"2018-01-21",0
"2018-01-22",1.1206
"2018-01-23",0
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",0
"2018-01-28",0
"2018-01-29",0
"2018-01-30",0.0157
"2018-01-31",0
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0.3752
"2018-02-06",0
"2018-02-07",1.2764
"2018-02-08",0
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0.455
"2018-02-15",0
"2018-02-16",5.8778
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0
"2018-02-23",0
"2018-02-24",0
"2018-02-25",4.9763
"2018-02-26",0.6151
"2018-02-27",0.1189
"2018-02-28",0.9477
"2018-03-01",0
"2018-03-02",0
"2018-03-03",0
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0.882
"2018-03-07",0
"2018-03-08",0
"2018-03-09",6.5242
"2018-03-10",0.0039
"2018-03-11",0.4934
"2018-03-12",28.7453
"2018-03-13",0.7632
"2018-03-14",4.5019
"2018-03-15",13.9104
"2018-03-16",4.2903
"2018-03-17",0
"2018-03-18",0
"2018-03-19",0
"2018-03-20",0
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",3.1743
"2018-03-26",7.4149
"2018-03-27",0.5781
"2018-03-28",2.7398
"2018-03-29",1.2291
"2018-03-30",0
"2018-03-31",0.1334
"2018-04-01",0.8192
"2018-04-02",0.0339
"2018-04-03",0
"2018-04-04",0
"2018-04-05",3.9865
"2018-04-06",5.1805
"2018-04-07",3.4885
"2018-04-08",0.3804
"2018-04-09",6.4661
"2018-04-10",0
"2018-04-11",6.9567
"2018-04-12",4.2231
"2018-04-13",14.3482
"2018-04-14",3.0834
"2018-04-15",6.2723
"2018-04-16",0
"2018-04-17",0
"2018-04-18",1.5424
"2018-04-19",5.4584
"2018-04-20",2.085
"2018-04-21",0
"2018-04-22",2.3506
"2018-04-23",0
"2018-04-24",4.6835
"2018-04-25",1.2793
"2018-04-26",5.4907
"2018-04-27",8.9601
"2018-04-28",10.446
"2018-04-29",0
"2018-04-30",1.4576
"2018-05-01",2.568
"2018-05-02",7.1495
"2018-05-03",2.16
"2018-05-04",1.0092
"2018-05-05",12.1429
"2018-05-06",8.0216
"2018-05-07",11.6565
"2018-05-08",6.2662
"2018-05-09",11.0246
"2018-05-10",5.2463
"2018-05-11",8.3536
"2018-05-12",6.7399
"2018-05-13",5.9179
"2018-05-14",13.9423
"2018-05-15",10.007
"2018-05-16",16.652
"2018-05-17",13.0755
"2018-05-18",10.6132
"2018-05-19",10.2485
"2018-05-20",17.0738
"2018-05-21",11.5276
"2018-05-22",12.1709
"2018-05-23",11.6022
"2018-05-24",13.1582
"2018-05-25",12.3329
"2018-05-26",0
"2018-05-27",6.4411
"2018-05-28",0.2051
"2018-05-29",0
"2018-05-30",0.078
"2018-05-31",0
"2018-06-01",0.3706
"2018-06-02",0.6166
"2018-06-03",0.2457
"2018-06-04",0.071
"2018-06-05",0
"2018-06-06",0.244
"2018-06-07",0.033
"2018-06-08",0
"2018-06-09",0
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0
"2018-06-13",0
"2018-06-14",0
"2018-06-15",0
"2018-06-16",0
"2018-06-17",0
"2018-06-18",0
"2018-06-19",0
"2018-06-20",0
"2018-06-21",0
"2018-06-22",0
"2018-06-23",0.0001
"2018-06-24",0
"2018-06-25",0
"2018-06-26",0
"2018-06-27",0
"2018-06-28",0
"2018-06-29",0.835
"2018-06-30",1.4995
"2018-07-01",3.1676
"2018-07-02",3.3189
"2018-07-03",0.01
"2018-07-04",0.0219
"2018-07-05",2.5049
"2018-07-06",0.5765
"2018-07-07",0
"2018-07-08",0.3434
"2018-07-09",2.1328
"2018-07-10",0
"2018-07-11",2.6449
"2018-07-12",0.3504
"2018-07-13",1.2398
"2018-07-14",0
"2018-07-15",5.3096
"2018-07-16",5.7032
"2018-07-17",0
"2018-07-18",0
"2018-07-19",3.0709
"2018-07-20",3.8423
"2018-07-21",0.0571
"2018-07-22",0
"2018-07-23",0.2283
"2018-07-24",0.0398
"2018-07-25",0
"2018-07-26",3.0803
"2018-07-27",4.7311
"2018-07-28",0
"2018-07-29",0
"2018-07-30",0
"2018-07-31",0.1722
"2018-08-01",1.9512
"2018-08-02",1.0372
"2018-08-03",0.0008
"2018-08-04",0.2349
"2018-08-05",0
"2018-08-06",0
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0.3472
"2018-08-10",1.9945
"2018-08-11",1.4983
"2018-08-12",0.2189
"2018-08-13",0
"2018-08-14",2.3209
"2018-08-15",0.9819
"2018-08-16",0.4919
"2018-08-17",0.0267
"2018-08-18",0.3083
"2018-08-19",0.0113
"2018-08-20",0.0667
"2018-08-21",0
"2018-08-22",0
"2018-08-23",0.4396
"2018-08-24",2.6867
"2018-08-25",6.2334
"2018-08-26",7.5385
"2018-08-27",1.7589
"2018-08-28",5.3666
"2018-08-29",3.1097
"2018-08-30",7.0476
"2018-08-31",5.6344
"2018-09-01",1.2211
"2018-09-02",0.1258
"2018-09-03",3.8973
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0.8156
"2018-09-10",0.9635
"2018-09-11",1.1078
"2018-09-12",0
"2018-09-13",0
"2018-09-14",0
"2018-09-15",0.4847
"2018-09-16",0.439
"2018-09-17",5.0438
"2018-09-18",1.6844
"2018-09-19",9.3962
"2018-09-20",0
"2018-09-21",0
"2018-09-22",0
"2018-09-23",1.9699
"2018-09-24",5.5636
"2018-09-25",3.3262
"2018-09-26",9.404
"2018-09-27",10.8346
"2018-09-28",10.4559
"2018-09-29",5.6222
"2018-09-30",1.2191
"2018-10-01",2.2708
"2018-10-02",7.8113
"2018-10-03",18.2246
"2018-10-04",24.7641
"2018-10-05",8.1334
"2018-10-06",2.3296
"2018-10-07",13.069
"2018-10-08",10.2681
"2018-10-09",34.4461
"2018-10-10",0.058
"2018-10-11",1.2764
"2018-10-12",1.5098
"2018-10-13",7.0318
"2018-10-14",7.0911
"2018-10-15",2.0387
"2018-10-16",5.1648
"2018-10-17",4.727
"2018-10-18",3.745
"2018-10-19",4.2785
"2018-10-20",9.4002
"2018-10-21",3.7256
"2018-10-22",4.799
"2018-10-23",5.5273
"2018-10-24",5.5492
"2018-10-25",2.456
"2018-10-26",17.301
"2018-10-27",4.5751
"2018-10-28",19.3476
"2018-10-29",35.6357
"2018-10-30",10.8234
"2018-10-31",10.2088
"2018-11-01",19.3792
"2018-11-02",15.9818
"2018-11-03",23.9001
"2018-11-04",1.3825
"2018-11-05",50.1218
"2018-11-06",47.8514
"2018-11-07",46.0146
"2018-11-08",13.9536
"2018-11-09",6.9078
"2018-11-10",0
"2018-11-11",6.7651
"2018-11-12",0.2455
"2018-11-13",0
"2018-11-14",0
"2018-11-15",4.1097
"2018-11-16",16.7694
"2018-11-17",2.0884
"2018-11-18",5.684
"2018-11-19",18.9496
"2018-11-20",8.9862
"2018-11-21",8.1041
"2018-11-22",10.4293
"2018-11-23",6.5013
"2018-11-24",9.3079
"2018-11-25",0
"2018-11-26",0
"2018-11-27",0
"2018-11-28",4.0216
"2018-11-29",0.009
"2018-11-30",0
"2018-12-01",0.0645
"2018-12-02",0
"2018-12-03",15.3023
"2018-12-04",0.103
"2018-12-05",11.6415
"2018-12-06",3.098
"2018-12-07",0
"2018-12-08",0
"2018-12-09",7.9308
"2018-12-10",12.6968
"2018-12-11",2.4142
"2018-12-12",0.6205
"2018-12-13",3.483
"2018-12-14",3.7561
"2018-12-15",10.152
"2018-12-16",11.9472
"2018-12-17",0
"2018-12-18",0
"2018-12-19",0
"2018-12-20",16.5223
"2018-12-21",10.8519
"2018-12-22",6.6761
"2018-12-23",9.0137
"2018-12-24",12.8423
"2018-12-25",6.9654
"2018-12-26",3.9458
"2018-12-27",0
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0
"2019-01-12",0.1216
"2019-01-13",0
"2019-01-14",0
"2019-01-15",0
"2019-01-16",0.1204
"2019-01-17",0
"2019-01-18",0
"2019-01-19",2.2354
"2019-01-20",7.4835
"2019-01-21",1.1067
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",0
"2019-02-04",30.6136
"2019-02-05",39.5221
"2019-02-06",0
"2019-02-07",0
"2019-02-08",0
"2019-02-09",12.4604
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",0.0014
"2019-02-15",0
"2019-02-16",1.1714
"2019-02-17",0
"2019-02-18",0
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",0
"2019-02-27",0.2573
"2019-02-28",0
"2019-03-01",0
"2019-03-02",0
"2019-03-03",0
"2019-03-04",0
"2019-03-05",0
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0.182
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0
"2019-03-14",0
"2019-03-15",0
"2019-03-16",0
"2019-03-17",0
"2019-03-18",0
"2019-03-19",0
"2019-03-20",0
"2019-03-21",0.2126
"2019-03-22",2.2222
"2019-03-23",1.0493
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0.069
"2019-04-08",0.0112
"2019-04-09",0.0516
"2019-04-10",1.6903
"2019-04-11",1.8034
"2019-04-12",0.7526
"2019-04-13",4.6793
"2019-04-14",0.0252
"2019-04-15",3.6848
"2019-04-16",1.5608
"2019-04-17",8.6304
"2019-04-18",5.3764
"2019-04-19",10.1058
"2019-04-20",9.0972
"2019-04-21",18.9111
"2019-04-22",1.5848
"2019-04-23",0.0975
"2019-04-24",0.0328
"2019-04-25",2.5407
"2019-04-26",1.1954
"2019-04-27",2.6178
"2019-04-28",1.3444
"2019-04-29",2.2202
"2019-04-30",9.5188
"2019-05-01",2.6276
"2019-05-02",0.0179
"2019-05-03",0
"2019-05-04",0
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0.0989
"2019-05-10",2.7291
"2019-05-11",0.0402
"2019-05-12",1.7574
"2019-05-13",0
"2019-05-14",0
"2019-05-15",0
"2019-05-16",1.2028
"2019-05-17",0.0081
"2019-05-18",0.0079
"2019-05-19",0
"2019-05-20",1.2406
"2019-05-21",9.6606
"2019-05-22",0.3044
"2019-05-23",12.9671
"2019-05-24",0
"2019-05-25",0
"2019-05-26",0
"2019-05-27",0
"2019-05-28",0
"2019-05-29",0
"2019-05-30",2.8061
"2019-05-31",0.4445
"2019-06-01",0.4278
"2019-06-02",1.0327
"2019-06-03",1.6569
"2019-06-04",2.0748
"2019-06-05",2.0601
"2019-06-06",0.1698
"2019-06-07",0.0284
"2019-06-08",0
"2019-06-09",0
"2019-06-10",0.1256
"2019-06-11",0
"2019-06-12",0
"2019-06-13",0
"2019-06-14",0
"2019-06-15",0
"2019-06-16",0
"2019-06-17",0
"2019-06-18",0
"2019-06-19",0
"2019-06-20",0
"2019-06-21",0.0011
"2019-06-22",0.0127
"2019-06-23",0
"2019-06-24",0
"2019-06-25",0.004
"2019-06-26",0.9804
"2019-06-27",0
"2019-06-28",0.0023
"2019-06-29",0
"2019-06-30",0.7642
"2019-07-01",0.3306
"2019-07-02",0.3238
"2019-07-03",0
"2019-07-04",0.3176
"2019-07-05",0
"2019-07-06",0.7768
"2019-07-07",0.0148
"2019-07-08",0.0082
"2019-07-09",1.0559
"2019-07-10",4.6078
"2019-07-11",3.987
"2019-07-12",0.8068
"2019-07-13",2.7828
"2019-07-14",2.5162
"2019-07-15",0.5157
"2019-07-16",0
"2019-07-17",2.1979
"2019-07-18",3.7536
"2019-07-19",0.2087
"2019-07-20",4.7257
"2019-07-21",1.6399
"2019-07-22",5.3695
"2019-07-23",0.1324
"2019-07-24",0.064
"2019-07-25",0.0797
"2019-07-26",0.0009
"2019-07-27",1.0305
"2019-07-28",0
"2019-07-29",1.6248
"2019-07-30",0.0699
"2019-07-31",3.7326
"2019-08-01",3.7397
"2019-08-02",0
"2019-08-03",0
"2019-08-04",0.2222
"2019-08-05",5.4133
"2019-08-06",0.5854
"2019-08-07",2.0664
"2019-08-08",10.4971
"2019-08-09",0
"2019-08-10",0
"2019-08-11",0
"2019-08-12",0
"2019-08-13",4.4286
"2019-08-14",0
"2019-08-15",0
"2019-08-16",7.9699
"2019-08-17",1.3574
"2019-08-18",10.7597
"2019-08-19",0
"2019-08-20",0
"2019-08-21",0
"2019-08-22",0.0378
"2019-08-23",0.0014
"2019-08-24",0
"2019-08-25",1.9062
"2019-08-26",0
"2019-08-27",0
"2019-08-28",0
"2019-08-29",1.6144
"2019-08-30",0
"2019-08-31",0.9348
"2019-09-01",8.0399
"2019-09-02",0
"2019-09-03",0.6732
"2019-09-04",5.1163
"2019-09-05",0
"2019-09-06",0
"2019-09-07",0
"2019-09-08",0
"2019-09-09",0.0475
"2019-09-10",1.7147
"2019-09-11",20.1008
"2019-09-12",13.7316
"2019-09-13",11.4883
"2019-09-14",21.7073
"2019-09-15",13.7091
"2019-09-16",6.0279
"2019-09-17",0.5989
"2019-09-18",1.0567
"2019-09-19",6.5936
"2019-09-20",12.2727
"2019-09-21",5.3331
"2019-09-22",14.7296
"2019-09-23",9.2795
"2019-09-24",0.0469
"2019-09-25",5.1159
"2019-09-26",0
"2019-09-27",4.6901
"2019-09-28",8.7801
"2019-09-29",13.3238
"2019-09-30",3.3142
"2019-10-01",0.7915
"2019-10-02",0
"2019-10-03",2.1532
"2019-10-04",4.3423
"2019-10-05",4.2638
"2019-10-06",13.1294
"2019-10-07",3.2486
"2019-10-08",6.2591
"2019-10-09",6.6701
"2019-10-10",11.188
"2019-10-11",10.3081
"2019-10-12",1.6083
"2019-10-13",0.3248
"2019-10-14",0
"2019-10-15",1.4523
"2019-10-16",11.7332
"2019-10-17",11.4798
"2019-10-18",3.1367
"2019-10-19",9.5034
"2019-10-20",29.8184
"2019-10-21",20.6271
"2019-10-22",6.1067
"2019-10-23",26.0111
"2019-10-24",10.733
"2019-10-25",12.0639
"2019-10-26",7.0553
"2019-10-27",36.7938
"2019-10-28",22.0369
"2019-10-29",13.2181
"2019-10-30",16.4478
"2019-10-31",0.7122
"2019-11-01",0.4299
"2019-11-02",0.3137
"2019-11-03",3.3994
"2019-11-04",0.8673
"2019-11-05",0
"2019-11-06",0
"2019-11-07",8.0031
"2019-11-08",10.7413
"2019-11-09",8.202
"2019-11-10",1.0598
"2019-11-11",1.4306
"2019-11-12",0.3349
"2019-11-13",1.2884
"2019-11-14",0.9187
"2019-11-15",5.6824
"2019-11-16",6.827
"2019-11-17",0
"2019-11-18",5.56
"2019-11-19",5.4134
"2019-11-20",5.0546
"2019-11-21",13.728
"2019-11-22",19.3727
"2019-11-23",0.1785
"2019-11-24",14.8496
"2019-11-25",33.4595
"2019-11-26",0
"2019-11-27",20.7542
"2019-11-28",18.185
"2019-11-29",67.6592
"2019-11-30",63.635
"2019-12-01",23.2665
"2019-12-02",77.8034
"2019-12-03",27.3706
"2019-12-04",62.1159
"2019-12-05",45.5931
"2019-12-06",16.0872
"2019-12-07",0
"2019-12-08",6.7952
"2019-12-09",2.0032
"2019-12-10",23.1221
"2019-12-11",0
"2019-12-12",0
"2019-12-13",1.6155
"2019-12-14",23.6391
"2019-12-15",4.1761
"2019-12-16",0
"2019-12-17",0.3
"2019-12-18",0.3558
"2019-12-19",0
"2019-12-20",1.5159
"2019-12-21",5.8446
"2019-12-22",33.0675
"2019-12-23",16.1181
"2019-12-24",0
"2019-12-25",0.6585
"2019-12-26",0
"2019-12-27",0
"2019-12-28",0
"2019-12-29",0.1717
"2019-12-30",0
"2019-12-31",0.2296
"2020-01-01",0
"2020-01-02",0.053
"2020-01-03",0
"2020-01-04",0
"2020-01-05",0
"2020-01-06",0
"2020-01-07",0.0413
"2020-01-08",0
"2020-01-09",0
"2020-01-10",0
"2020-01-11",5.4312
"2020-01-12",0
"2020-01-13",0
"2020-01-14",0
"2020-01-15",0
"2020-01-16",0
"2020-01-17",0
"2020-01-18",0
"2020-01-19",0
"2020-01-20",0
"2020-01-21",0
"2020-01-22",3.7378
"2020-01-23",0
"2020-01-24",0
"2020-01-25",0
"2020-01-26",0
"2020-01-27",0
"2020-01-28",0.5142
"2020-01-29",2.4056
"2020-01-30",0
"2020-01-31",1.4718
"2020-02-01",0
"2020-02-02",0
"2020-02-03",0
"2020-02-04",0
"2020-02-05",0
"2020-02-06",0
"2020-02-07",0
"2020-02-08",0
"2020-02-09",0
"2020-02-10",1.138
"2020-02-11",0
"2020-02-12",0
"2020-02-13",0
"2020-02-14",0
"2020-02-15",0
"2020-02-16",0
"2020-02-17",0
"2020-02-18",0
"2020-02-19",0
"2020-02-20",3.4503
"2020-02-21",10.2088
"2020-02-22",0.6044
"2020-02-23",0.1964
"2020-02-24",0
"2020-02-25",0
"2020-02-26",0
"2020-02-27",0
"2020-02-28",0
"2020-02-29",0
"2020-03-01",0
"2020-03-02",0
"2020-03-03",0
"2020-03-04",0
"2020-03-05",0.453
"2020-03-06",1.3049
"2020-03-07",3.7997
"2020-03-08",0
"2020-03-09",0
"2020-03-10",0
"2020-03-11",0
"2020-03-12",0
"2020-03-13",0
"2020-03-14",0
"2020-03-15",0.0209
"2020-03-16",0.1821
"2020-03-17",0.3521
"2020-03-18",0.5431
"2020-03-19",0
"2020-03-20",0.9489
"2020-03-21",0
"2020-03-22",0.0002
"2020-03-23",0
"2020-03-24",0
"2020-03-25",0
"2020-03-26",0
"2020-03-27",0.0797
"2020-03-28",0
"2020-03-29",0
