,"(deg C) Mean Dew Point Temperature (ERA5) at Monaragala, 2007-01-01 to 2025-12-31"
"2015-11-15",22.3143
"2015-11-16",22.3161
"2015-11-17",22.8767
"2015-11-18",22.8343
"2015-11-19",22.2791
"2015-11-20",22.2186
"2015-11-21",22.1991
"2015-11-22",22.3785
"2015-11-23",22.3181
"2015-11-24",22.1665
"2015-11-25",21.699
"2015-11-26",21.1924
"2015-11-27",21.6307
"2015-11-28",22.0309
"2015-11-29",22.1697
"2015-11-30",22.4781
"2015-12-01",22.5839
"2015-12-02",22.5389
"2015-12-03",22.9069
"2015-12-04",22.6299
"2015-12-05",22.9185
"2015-12-06",22.7505
"2015-12-07",23.0404
"2015-12-08",22.6665
"2015-12-09",22.7515
"2015-12-10",22.3447
"2015-12-11",22.723
"2015-12-12",22.6697
"2015-12-13",23.0032
"2015-12-14",22.2816
"2015-12-15",22.4495
"2015-12-16",21.226
"2015-12-17",21.5785
"2015-12-18",22.0316
"2015-12-19",21.3898
"2015-12-20",21.4116
"2015-12-21",21.2051
"2015-12-22",19.6904
"2015-12-23",19.4956
"2015-12-24",18.5943
"2015-12-25",20.2556
"2015-12-26",21.5845
"2015-12-27",22.2865
"2015-12-28",22.2143
"2015-12-29",22.1906
"2015-12-30",21.7826
"2015-12-31",22.0916
"2016-01-01",21.6803
"2016-01-02",21.1816
"2016-01-03",21.462
"2016-01-04",21.9411
"2016-01-05",22.1204
"2016-01-06",21.9617
"2016-01-07",21.5918
"2016-01-08",20.9242
"2016-01-09",20.7175
"2016-01-10",21.3109
"2016-01-11",21.0903
"2016-01-12",20.0758
"2016-01-13",19.5964
"2016-01-14",19.0214
"2016-01-15",19.4394
"2016-01-16",20.599
"2016-01-17",20.0668
"2016-01-18",19.7311
"2016-01-19",20.3099
"2016-01-20",20.9098
"2016-01-21",21.23
"2016-01-22",21.119
"2016-01-23",22.0719
"2016-01-24",22.1102
"2016-01-25",22.1839
"2016-01-26",20.9772
"2016-01-27",18.7834
"2016-01-28",19.0488
"2016-01-29",18.2238
"2016-01-30",18.7878
"2016-01-31",19.3673
"2016-02-01",19.5287
"2016-02-02",17.9906
"2016-02-03",17.1322
"2016-02-04",18.6975
"2016-02-05",20.287
"2016-02-06",21.3137
"2016-02-07",21.7886
"2016-02-08",21.6223
"2016-02-09",22.372
"2016-02-10",21.9254
"2016-02-11",20.446
"2016-02-12",18.9226
"2016-02-13",18.9746
"2016-02-14",19.9079
"2016-02-15",21.6546
"2016-02-16",20.3993
"2016-02-17",22.3771
"2016-02-18",22.4335
"2016-02-19",22.4605
"2016-02-20",21.8166
"2016-02-21",21.5211
"2016-02-22",20.2583
"2016-02-23",18.7121
"2016-02-24",21.9291
"2016-02-25",22.6966
"2016-02-26",21.0795
"2016-02-27",21.4899
"2016-02-28",21.9319
"2016-02-29",21.667
"2016-03-01",21.9098
"2016-03-02",21.4648
"2016-03-03",21.7732
"2016-03-04",21.9101
"2016-03-05",21.5586
"2016-03-06",21.8382
"2016-03-07",22.1984
"2016-03-08",21.8411
"2016-03-09",22.1182
"2016-03-10",22.4081
"2016-03-11",21.2464
"2016-03-12",21.1878
"2016-03-13",21.5648
"2016-03-14",20.957
"2016-03-15",20.744
"2016-03-16",22.3023
"2016-03-17",22.0548
"2016-03-18",19.3784
"2016-03-19",18.9879
"2016-03-20",19.5579
"2016-03-21",20.2043
"2016-03-22",20.4287
"2016-03-23",20.966
"2016-03-24",19.792
"2016-03-25",19.9154
"2016-03-26",20.6632
"2016-03-27",21.5917
"2016-03-28",22.3943
"2016-03-29",22.5473
"2016-03-30",22.1249
"2016-03-31",22.8237
"2016-04-01",22.3702
"2016-04-02",21.9109
"2016-04-03",22.1128
"2016-04-04",21.7966
"2016-04-05",21.384
"2016-04-06",21.7681
"2016-04-07",22.6968
"2016-04-08",22.5907
"2016-04-09",22.5104
"2016-04-10",22.5648
"2016-04-11",22.679
"2016-04-12",23.0592
"2016-04-13",23.3981
"2016-04-14",23.3001
"2016-04-15",22.8966
"2016-04-16",22.5483
"2016-04-17",22.4311
"2016-04-18",23.0804
"2016-04-19",23.1629
"2016-04-20",23.3016
"2016-04-21",23.171
"2016-04-22",23.1369
"2016-04-23",22.8095
"2016-04-24",22.4896
"2016-04-25",22.6375
"2016-04-26",22.7841
"2016-04-27",23.1646
"2016-04-28",22.5076
"2016-04-29",22.4542
"2016-04-30",22.6786
"2016-05-01",22.4644
"2016-05-02",22.8755
"2016-05-03",23.1219
"2016-05-04",22.7882
"2016-05-05",22.9441
"2016-05-06",23.0674
"2016-05-07",22.9158
"2016-05-08",22.844
"2016-05-09",22.8845
"2016-05-10",23.045
"2016-05-11",23.0733
"2016-05-12",22.8842
"2016-05-13",23.2114
"2016-05-14",23.1929
"2016-05-15",22.037
"2016-05-16",22.9922
"2016-05-17",23.1105
"2016-05-18",23.2073
"2016-05-19",23.4771
"2016-05-20",23.4151
"2016-05-21",23.853
"2016-05-22",24.2128
"2016-05-23",24.0805
"2016-05-24",23.6805
"2016-05-25",23.4439
"2016-05-26",23.2904
"2016-05-27",22.9284
"2016-05-28",22.6871
"2016-05-29",22.7202
"2016-05-30",22.9022
"2016-05-31",23.0768
"2016-06-01",22.8774
"2016-06-02",22.8975
"2016-06-03",22.8164
"2016-06-04",22.8669
"2016-06-05",22.8702
"2016-06-06",22.6739
"2016-06-07",22.5246
"2016-06-08",22.1308
"2016-06-09",22.3109
"2016-06-10",22.2175
"2016-06-11",21.9961
"2016-06-12",22.4029
"2016-06-13",21.5091
"2016-06-14",21.0283
"2016-06-15",19.9216
"2016-06-16",20.4022
"2016-06-17",20.6909
"2016-06-18",20.8902
"2016-06-19",20.4561
"2016-06-20",20.3459
"2016-06-21",20.4325
"2016-06-22",19.9099
"2016-06-23",19.4016
"2016-06-24",19.9784
"2016-06-25",19.2322
"2016-06-26",20.0134
"2016-06-27",20.1495
"2016-06-28",20.2468
"2016-06-29",20.0507
"2016-06-30",19.4809
"2016-07-01",19.594
"2016-07-02",18.8739
"2016-07-03",19.5306
"2016-07-04",20.2755
"2016-07-05",18.9457
"2016-07-06",19.2363
"2016-07-07",19.2619
"2016-07-08",20.0341
"2016-07-09",20.0907
"2016-07-10",19.4831
"2016-07-11",18.977
"2016-07-12",18.5548
"2016-07-13",18.771
"2016-07-14",19.7892
"2016-07-15",21.4469
"2016-07-16",21.2501
"2016-07-17",21.5702
"2016-07-18",20.4202
"2016-07-19",20.2339
"2016-07-20",20.7206
"2016-07-21",20.2806
"2016-07-22",18.862
"2016-07-23",19.3661
"2016-07-24",20.6205
"2016-07-25",21.8466
"2016-07-26",22.2563
"2016-07-27",22.3907
"2016-07-28",21.9681
"2016-07-29",22.0855
"2016-07-30",21.7253
"2016-07-31",21.2099
"2016-08-01",20.0848
"2016-08-02",19.1538
"2016-08-03",19.4397
"2016-08-04",19.7398
"2016-08-05",19.6295
"2016-08-06",19.156
"2016-08-07",19.5724
"2016-08-08",20.3863
"2016-08-09",20.3494
"2016-08-10",19.73
"2016-08-11",19.6214
"2016-08-12",19.9583
"2016-08-13",20.0151
"2016-08-14",19.8863
"2016-08-15",19.7415
"2016-08-16",19.6188
"2016-08-17",18.7009
"2016-08-18",19.3946
"2016-08-19",19.7579
"2016-08-20",19.8294
"2016-08-21",20.6329
"2016-08-22",21.9943
"2016-08-23",20.8919
"2016-08-24",20.5134
"2016-08-25",20.5005
"2016-08-26",20.4077
"2016-08-27",20.5148
"2016-08-28",19.745
"2016-08-29",19.2561
"2016-08-30",20.0729
"2016-08-31",20.8649
"2016-09-01",20.6023
"2016-09-02",20.0809
"2016-09-03",20.4433
"2016-09-04",20.4811
"2016-09-05",19.0458
"2016-09-06",18.6224
"2016-09-07",16.13
"2016-09-08",15.1849
"2016-09-09",18.0034
"2016-09-10",19.0414
"2016-09-11",17.7248
"2016-09-12",18.4317
"2016-09-13",19.1076
"2016-09-14",19.9631
"2016-09-15",20.398
"2016-09-16",18.9143
"2016-09-17",18.9997
"2016-09-18",20.4162
"2016-09-19",19.9795
"2016-09-20",19.2174
"2016-09-21",18.6637
"2016-09-22",18.4417
"2016-09-23",18.7279
"2016-09-24",18.2445
"2016-09-25",18.4545
"2016-09-26",18.7055
"2016-09-27",19.5377
"2016-09-28",20.015
"2016-09-29",20.064
"2016-09-30",19.536
"2016-10-01",18.3612
"2016-10-02",18.6598
"2016-10-03",18.6571
"2016-10-04",18.4949
"2016-10-05",18.9598
"2016-10-06",18.4931
"2016-10-07",15.9858
"2016-10-08",16.3063
"2016-10-09",19.1612
"2016-10-10",18.0868
"2016-10-11",15.8058
"2016-10-12",16.7348
"2016-10-13",19.3586
"2016-10-14",21.0265
"2016-10-15",20.2334
"2016-10-16",21.0834
"2016-10-17",20.6936
"2016-10-18",20.5085
"2016-10-19",21.0542
"2016-10-20",20.6374
"2016-10-21",20.3632
"2016-10-22",21.0765
"2016-10-23",21.0439
"2016-10-24",20.9271
"2016-10-25",21.1354
"2016-10-26",19.4727
"2016-10-27",20.2731
"2016-10-28",20.5757
"2016-10-29",20.9928
"2016-10-30",22.1526
"2016-10-31",21.9722
"2016-11-01",22.1022
"2016-11-02",22.257
"2016-11-03",22.2353
"2016-11-04",21.6179
"2016-11-05",22.0721
"2016-11-06",21.4871
"2016-11-07",20.7311
"2016-11-08",20.7908
"2016-11-09",21.0379
"2016-11-10",21.2874
"2016-11-11",21.8564
"2016-11-12",22.3523
"2016-11-13",22.1127
"2016-11-14",22.0996
"2016-11-15",21.6488
"2016-11-16",21.4005
"2016-11-17",21.6258
"2016-11-18",22.004
"2016-11-19",22.3271
"2016-11-20",22.1129
"2016-11-21",22.4949
"2016-11-22",22.4606
"2016-11-23",22.0221
"2016-11-24",21.3023
"2016-11-25",21.6923
"2016-11-26",21.8615
"2016-11-27",20.7994
"2016-11-28",20.5444
"2016-11-29",20.0335
"2016-11-30",18.5682
"2016-12-01",19.2634
"2016-12-02",20.1742
"2016-12-03",20.9836
"2016-12-04",21.1685
"2016-12-05",19.8287
"2016-12-06",19.8434
"2016-12-07",21.3923
"2016-12-08",21.7692
"2016-12-09",21.1059
"2016-12-10",21.2968
"2016-12-11",19.7237
"2016-12-12",19.0488
"2016-12-13",19.6554
"2016-12-14",19.968
"2016-12-15",20.4524
"2016-12-16",20.881
"2016-12-17",21.0735
"2016-12-18",20.1056
"2016-12-19",21.3762
"2016-12-20",22.0955
"2016-12-21",21.5148
"2016-12-22",20.802
"2016-12-23",17.0855
"2016-12-24",16.6953
"2016-12-25",17.5539
"2016-12-26",19.44
"2016-12-27",21.7901
"2016-12-28",21.95
"2016-12-29",20.8901
"2016-12-30",20.3505
"2016-12-31",20.2898
"2017-01-01",20.5286
"2017-01-02",20.8992
"2017-01-03",20.1866
"2017-01-04",18.2826
"2017-01-05",16.6715
"2017-01-06",17.619
"2017-01-07",16.5214
"2017-01-08",15.9994
"2017-01-09",16.6805
"2017-01-10",17.659
"2017-01-11",16.0478
"2017-01-12",16.4059
"2017-01-13",15.7324
"2017-01-14",16.8452
"2017-01-15",18.4813
"2017-01-16",18.2438
"2017-01-17",16.9136
"2017-01-18",16.905
"2017-01-19",18.9992
"2017-01-20",20.9136
"2017-01-21",21.2337
"2017-01-22",21.4946
"2017-01-23",21.1699
"2017-01-24",21.2378
"2017-01-25",21.8596
"2017-01-26",22.1966
"2017-01-27",21.6356
"2017-01-28",21.2699
"2017-01-29",21.7512
"2017-01-30",21.2936
"2017-01-31",19.6467
"2017-02-01",18.7084
"2017-02-02",17.8602
"2017-02-03",16.3859
"2017-02-04",16.0996
"2017-02-05",17.4008
"2017-02-06",18.7533
"2017-02-07",18.8135
"2017-02-08",18.9091
"2017-02-09",18.2243
"2017-02-10",18.4055
"2017-02-11",17.98
"2017-02-12",17.5729
"2017-02-13",19.3947
"2017-02-14",21.46
"2017-02-15",20.5634
"2017-02-16",19.8318
"2017-02-17",19.7029
"2017-02-18",20.9708
"2017-02-19",21.2355
"2017-02-20",21.5902
"2017-02-21",20.5834
"2017-02-22",20.4867
"2017-02-23",21.9222
"2017-02-24",21.2211
"2017-02-25",21.2856
"2017-02-26",21.2283
"2017-02-27",21.3516
"2017-02-28",21.8029
"2017-03-01",20.996
"2017-03-02",21.273
"2017-03-03",21.6947
"2017-03-04",21.6782
"2017-03-05",21.7098
"2017-03-06",22.2376
"2017-03-07",22.3154
"2017-03-08",21.6352
"2017-03-09",22.0936
"2017-03-10",21.5934
"2017-03-11",21.688
"2017-03-12",21.8116
"2017-03-13",21.8073
"2017-03-14",22.0339
"2017-03-15",21.6172
"2017-03-16",20.5492
"2017-03-17",20.4543
"2017-03-18",20.0481
"2017-03-19",21.4444
"2017-03-20",21.4804
"2017-03-21",21.0502
"2017-03-22",19.3238
"2017-03-23",18.4864
"2017-03-24",18.8044
"2017-03-25",19.2626
"2017-03-26",19.8795
"2017-03-27",21.0364
"2017-03-28",21.4683
"2017-03-29",22.0554
"2017-03-30",22.3874
"2017-03-31",22.3234
"2017-04-01",22.1136
"2017-04-02",21.9233
"2017-04-03",21.8029
"2017-04-04",21.8756
"2017-04-05",22.1021
"2017-04-06",22.2252
"2017-04-07",21.5349
"2017-04-08",21.364
"2017-04-09",20.9885
"2017-04-10",21.8703
"2017-04-11",21.9586
"2017-04-12",22.3016
"2017-04-13",22.4289
"2017-04-14",21.8232
"2017-04-15",20.8964
"2017-04-16",20.316
"2017-04-17",20.0827
"2017-04-18",20.8195
"2017-04-19",20.7602
"2017-04-20",20.0267
"2017-04-21",20.3167
"2017-04-22",20.7697
"2017-04-23",21.5731
"2017-04-24",21.7769
"2017-04-25",21.6717
"2017-04-26",21.6684
"2017-04-27",21.6787
"2017-04-28",21.3039
"2017-04-29",21.1777
"2017-04-30",21.3839
"2017-05-01",21.2912
"2017-05-02",20.8811
"2017-05-03",20.7355
"2017-05-04",21.7266
"2017-05-05",22.3922
"2017-05-06",22.2628
"2017-05-07",21.6741
"2017-05-08",22.2553
"2017-05-09",22.7155
"2017-05-10",22.6831
"2017-05-11",22.9411
"2017-05-12",22.6386
"2017-05-13",22.6941
"2017-05-14",22.9751
"2017-05-15",22.3896
"2017-05-16",21.9428
"2017-05-17",22.401
"2017-05-18",22.4225
"2017-05-19",22.7469
"2017-05-20",22.4462
"2017-05-21",22.8082
"2017-05-22",23.7136
"2017-05-23",23.1885
"2017-05-24",21.4804
"2017-05-25",21.8958
"2017-05-26",21.7868
"2017-05-27",22.2878
"2017-05-28",21.6615
"2017-05-29",21.295
"2017-05-30",21.5205
"2017-05-31",21.6273
"2017-06-01",22.0185
"2017-06-02",22.2262
"2017-06-03",21.6466
"2017-06-04",21.7943
"2017-06-05",22.2238
"2017-06-06",21.5948
"2017-06-07",21.0937
"2017-06-08",20.372
"2017-06-09",19.7595
"2017-06-10",19.8064
"2017-06-11",20.4867
"2017-06-12",20.2634
"2017-06-13",21.4431
"2017-06-14",22.3193
"2017-06-15",22.3447
"2017-06-16",22.1157
"2017-06-17",22.653
"2017-06-18",22.4713
"2017-06-19",22.1468
"2017-06-20",22.2265
"2017-06-21",21.329
"2017-06-22",21.3719
"2017-06-23",21.3569
"2017-06-24",20.7486
"2017-06-25",20.9275
"2017-06-26",20.6699
"2017-06-27",20.1129
"2017-06-28",19.537
"2017-06-29",19.6052
"2017-06-30",20.3246
"2017-07-01",20.8693
"2017-07-02",21.3281
"2017-07-03",21.1175
"2017-07-04",21.0963
"2017-07-05",19.1518
"2017-07-06",20.3851
"2017-07-07",20.7917
"2017-07-08",20.6684
"2017-07-09",21.128
"2017-07-10",20.4191
"2017-07-11",19.9227
"2017-07-12",21.0112
"2017-07-13",19.4558
"2017-07-14",19.628
"2017-07-15",19.4088
"2017-07-16",19.2952
"2017-07-17",19.1601
"2017-07-18",19.3827
"2017-07-19",20.2165
"2017-07-20",20.577
"2017-07-21",20.1434
"2017-07-22",20.6977
"2017-07-23",20.8515
"2017-07-24",21.0104
"2017-07-25",21.3969
"2017-07-26",20.6691
"2017-07-27",20.5837
"2017-07-28",20.5821
"2017-07-29",21.153
"2017-07-30",21.8982
"2017-07-31",22.1641
"2017-08-01",21.5159
"2017-08-02",21.3899
"2017-08-03",20.5889
"2017-08-04",20.5282
"2017-08-05",20.8504
"2017-08-06",21.2879
"2017-08-07",21.7402
"2017-08-08",21.9011
"2017-08-09",21.683
"2017-08-10",22.3654
"2017-08-11",21.7219
"2017-08-12",21.4064
"2017-08-13",22.198
"2017-08-14",21.8365
"2017-08-15",20.2226
"2017-08-16",19.0958
"2017-08-17",19.8351
"2017-08-18",21.6222
"2017-08-19",21.3288
"2017-08-20",20.1217
"2017-08-21",20.2897
"2017-08-22",20.3008
"2017-08-23",21.2846
"2017-08-24",22.193
"2017-08-25",21.4758
"2017-08-26",20.1475
"2017-08-27",19.9397
"2017-08-28",20.5004
"2017-08-29",20.8759
"2017-08-30",21.6156
"2017-08-31",22.4922
"2017-09-01",22.3071
"2017-09-02",22.4604
"2017-09-03",23.2671
"2017-09-04",22.762
"2017-09-05",22.1363
"2017-09-06",22.3203
"2017-09-07",22.4255
"2017-09-08",22.2911
"2017-09-09",22.5713
"2017-09-10",22.2291
"2017-09-11",22.6193
"2017-09-12",22.6543
"2017-09-13",21.8564
"2017-09-14",21.5801
"2017-09-15",21.9451
"2017-09-16",21.3248
"2017-09-17",20.7708
"2017-09-18",20.4502
"2017-09-19",20.0218
"2017-09-20",20.7139
"2017-09-21",20.2258
"2017-09-22",20.2975
"2017-09-23",20.4813
"2017-09-24",21.1804
"2017-09-25",21.0817
"2017-09-26",21.4853
"2017-09-27",20.6185
"2017-09-28",20.1327
"2017-09-29",19.662
"2017-09-30",21.1104
"2017-10-01",21.3209
"2017-10-02",20.8413
"2017-10-03",21.8671
"2017-10-04",21.739
"2017-10-05",22.5931
"2017-10-06",22.216
"2017-10-07",22.6636
"2017-10-08",22.6335
"2017-10-09",22.0299
"2017-10-10",22.3707
"2017-10-11",22.1783
"2017-10-12",22.2486
"2017-10-13",22.2165
"2017-10-14",21.8395
"2017-10-15",21.4136
"2017-10-16",20.1528
"2017-10-17",20.3117
"2017-10-18",21.0676
"2017-10-19",21.8292
"2017-10-20",21.6413
"2017-10-21",20.7819
"2017-10-22",21.7509
"2017-10-23",22.064
"2017-10-24",21.9265
"2017-10-25",22.331
"2017-10-26",22.1457
"2017-10-27",21.8837
"2017-10-28",22.4525
"2017-10-29",22.2084
"2017-10-30",22.7481
"2017-10-31",22.4074
"2017-11-01",22.3262
"2017-11-02",22.3714
"2017-11-03",22.3401
"2017-11-04",22.5167
"2017-11-05",22.1656
"2017-11-06",21.8039
"2017-11-07",21.8303
"2017-11-08",21.3835
"2017-11-09",21.6233
"2017-11-10",22.1448
"2017-11-11",22.3103
"2017-11-12",21.1776
"2017-11-13",21.5373
"2017-11-14",20.5184
"2017-11-15",20.0265
"2017-11-16",20.5974
"2017-11-17",21.0882
"2017-11-18",22.1834
"2017-11-19",22.0357
"2017-11-20",21.9338
"2017-11-21",22.2468
"2017-11-22",21.6224
"2017-11-23",21.5321
"2017-11-24",20.6167
"2017-11-25",20.5712
"2017-11-26",21.7729
"2017-11-27",21.8414
"2017-11-28",22.223
"2017-11-29",21.9478
"2017-11-30",21.9357
"2017-12-01",21.6142
"2017-12-02",21.4908
"2017-12-03",21.9323
"2017-12-04",21.5694
"2017-12-05",21.4089
"2017-12-06",21.6168
"2017-12-07",21.2108
"2017-12-08",20.7085
"2017-12-09",20.4541
"2017-12-10",21.268
"2017-12-11",21.6838
"2017-12-12",21.9551
"2017-12-13",22.1078
"2017-12-14",21.7424
"2017-12-15",22.0283
"2017-12-16",21.1357
"2017-12-17",20.9383
"2017-12-18",18.9248
"2017-12-19",21.0413
"2017-12-20",20.8762
"2017-12-21",20.5261
"2017-12-22",19.8676
"2017-12-23",19.1582
"2017-12-24",20.6386
"2017-12-25",21.2792
"2017-12-26",21.7494
"2017-12-27",21.0905
"2017-12-28",19.0137
"2017-12-29",19.6562
"2017-12-30",20.3031
"2017-12-31",20.7949
"2018-01-01",21.0506
"2018-01-02",21.1457
"2018-01-03",19.9316
"2018-01-04",18.1498
"2018-01-05",17.2107
"2018-01-06",16.8556
"2018-01-07",15.9753
"2018-01-08",17.6578
"2018-01-09",20.1961
"2018-01-10",21.2938
"2018-01-11",21.3067
"2018-01-12",21.0662
"2018-01-13",21.5178
"2018-01-14",20.8273
"2018-01-15",18.0932
"2018-01-16",17.9898
"2018-01-17",17.0579
"2018-01-18",17.277
"2018-01-19",17.9933
"2018-01-20",18.4715
"2018-01-21",19.1287
"2018-01-22",20.0771
"2018-01-23",20.1606
"2018-01-24",18.9602
"2018-01-25",17.9167
"2018-01-26",19.2791
"2018-01-27",19.917
"2018-01-28",18.4972
"2018-01-29",21.1551
"2018-01-30",21.7066
"2018-01-31",21.0547
"2018-02-01",20.3
"2018-02-02",19.8505
"2018-02-03",19.6951
"2018-02-04",21.2596
"2018-02-05",21.2631
"2018-02-06",21.8005
"2018-02-07",21.6271
"2018-02-08",21.4396
"2018-02-09",21.4356
"2018-02-10",19.9614
"2018-02-11",20.7707
"2018-02-12",21.0989
"2018-02-13",19.9423
"2018-02-14",20.903
"2018-02-15",21.4393
"2018-02-16",20.6032
"2018-02-17",17.9194
"2018-02-18",18.575
"2018-02-19",18.1623
"2018-02-20",17.2593
"2018-02-21",18.5207
"2018-02-22",19.6291
"2018-02-23",20.1762
"2018-02-24",21.8362
"2018-02-25",21.6339
"2018-02-26",21.5005
"2018-02-27",21.2869
"2018-02-28",21.0705
"2018-03-01",21.6577
"2018-03-02",21.4663
"2018-03-03",21.7511
"2018-03-04",21.8653
"2018-03-05",21.8423
"2018-03-06",20.1404
"2018-03-07",19.6536
"2018-03-08",20.9882
"2018-03-09",21.1098
"2018-03-10",21.4452
"2018-03-11",21.3507
"2018-03-12",21.5428
"2018-03-13",22.1012
"2018-03-14",21.8495
"2018-03-15",21.5026
"2018-03-16",22.3912
"2018-03-17",22.3167
"2018-03-18",22.2432
"2018-03-19",21.307
"2018-03-20",21.6643
"2018-03-21",21.586
"2018-03-22",20.9252
"2018-03-23",20.9367
"2018-03-24",20.1108
"2018-03-25",20.7686
"2018-03-26",22.2498
"2018-03-27",21.8339
"2018-03-28",21.1592
"2018-03-29",21.397
"2018-03-30",22.3768
"2018-03-31",22.0376
"2018-04-01",21.3394
"2018-04-02",21.4723
"2018-04-03",21.739
"2018-04-04",21.7204
"2018-04-05",21.888
"2018-04-06",21.8534
"2018-04-07",21.0137
"2018-04-08",21.4282
"2018-04-09",21.9732
"2018-04-10",22.186
"2018-04-11",22.2104
"2018-04-12",22.5502
"2018-04-13",22.3934
"2018-04-14",22.1946
"2018-04-15",22.7027
"2018-04-16",22.5292
"2018-04-17",22.4277
"2018-04-18",22.2215
"2018-04-19",22.6253
"2018-04-20",22.5072
"2018-04-21",22.0511
"2018-04-22",21.6955
"2018-04-23",22.2775
"2018-04-24",22.1634
"2018-04-25",22.0214
"2018-04-26",21.6282
"2018-04-27",22.5654
"2018-04-28",22.5435
"2018-04-29",22.445
"2018-04-30",22.9628
"2018-05-01",23.4893
"2018-05-02",22.8338
"2018-05-03",22.1071
"2018-05-04",22.0474
"2018-05-05",22.7035
"2018-05-06",22.9702
"2018-05-07",22.8367
"2018-05-08",23.0263
"2018-05-09",22.9494
"2018-05-10",22.7067
"2018-05-11",23.0258
"2018-05-12",22.8139
"2018-05-13",23.0778
"2018-05-14",22.6288
"2018-05-15",23.045
"2018-05-16",22.7282
"2018-05-17",22.547
"2018-05-18",22.2518
"2018-05-19",22.7689
"2018-05-20",22.6107
"2018-05-21",22.0985
"2018-05-22",23.0793
"2018-05-23",22.422
"2018-05-24",22.8098
"2018-05-25",22.6723
"2018-05-26",22.6056
"2018-05-27",22.7444
"2018-05-28",22.3713
"2018-05-29",21.5373
"2018-05-30",21.8057
"2018-05-31",22.3175
"2018-06-01",22.9918
"2018-06-02",23.175
"2018-06-03",23.0475
"2018-06-04",23.0175
"2018-06-05",23.3082
"2018-06-06",23.3426
"2018-06-07",22.675
"2018-06-08",22.3738
"2018-06-09",21.927
"2018-06-10",21.8948
"2018-06-11",21.4222
"2018-06-12",20.7989
"2018-06-13",21.4906
"2018-06-14",21.7992
"2018-06-15",22.2387
"2018-06-16",22.198
"2018-06-17",22.0747
"2018-06-18",21.864
"2018-06-19",20.8578
"2018-06-20",20.3495
"2018-06-21",20.9094
"2018-06-22",21.3699
"2018-06-23",21.4645
"2018-06-24",21.5718
"2018-06-25",20.8667
"2018-06-26",20.3964
"2018-06-27",20.3501
"2018-06-28",20.2315
"2018-06-29",20.7546
"2018-06-30",21.8383
"2018-07-01",22.2325
"2018-07-02",22.2896
"2018-07-03",21.7846
"2018-07-04",21.2871
"2018-07-05",20.8953
"2018-07-06",20.8433
"2018-07-07",19.6179
"2018-07-08",20.6404
"2018-07-09",20.5915
"2018-07-10",20.3964
"2018-07-11",19.9317
"2018-07-12",19.8029
"2018-07-13",19.5653
"2018-07-14",20.2271
"2018-07-15",20.6285
"2018-07-16",19.7987
"2018-07-17",18.9197
"2018-07-18",18.5752
"2018-07-19",18.9355
"2018-07-20",17.8041
"2018-07-21",19.3241
"2018-07-22",19.3973
"2018-07-23",20.8588
"2018-07-24",20.9349
"2018-07-25",21.1084
"2018-07-26",21.0295
"2018-07-27",20.9834
"2018-07-28",19.934
"2018-07-29",19.8944
"2018-07-30",21.0153
"2018-07-31",21.3526
"2018-08-01",20.5747
"2018-08-02",21.1909
"2018-08-03",20.9206
"2018-08-04",19.889
"2018-08-05",19.6959
"2018-08-06",19.4224
"2018-08-07",19.1884
"2018-08-08",19.3091
"2018-08-09",19.2552
"2018-08-10",19.7406
"2018-08-11",19.2406
"2018-08-12",19.7824
"2018-08-13",19.9405
"2018-08-14",20.2026
"2018-08-15",20.0155
"2018-08-16",19.8755
"2018-08-17",19.7115
"2018-08-18",19.5651
"2018-08-19",20.2884
"2018-08-20",19.3202
"2018-08-21",18.6621
"2018-08-22",19.2477
"2018-08-23",20.1007
"2018-08-24",21.4183
"2018-08-25",20.895
"2018-08-26",20.5724
"2018-08-27",20.4235
"2018-08-28",21.0674
"2018-08-29",20.1667
"2018-08-30",20.5351
"2018-08-31",20.431
"2018-09-01",19.9053
"2018-09-02",19.5861
"2018-09-03",19.4763
"2018-09-04",19.3291
"2018-09-05",17.2731
"2018-09-06",17.1384
"2018-09-07",17.3982
"2018-09-08",17.655
"2018-09-09",19.7352
"2018-09-10",20.5838
"2018-09-11",20.8791
"2018-09-12",20.5512
"2018-09-13",20.3892
"2018-09-14",20.3424
"2018-09-15",19.3517
"2018-09-16",18.9501
"2018-09-17",19.5891
"2018-09-18",19.7113
"2018-09-19",20.1701
"2018-09-20",20.3486
"2018-09-21",20.6054
"2018-09-22",21.6229
"2018-09-23",21.721
"2018-09-24",21.6706
"2018-09-25",21.9751
"2018-09-26",21.7991
"2018-09-27",21.912
"2018-09-28",21.9916
"2018-09-29",22.4158
"2018-09-30",22.5713
"2018-10-01",22.4947
"2018-10-02",22.6929
"2018-10-03",22.6945
"2018-10-04",22.7756
"2018-10-05",22.7188
"2018-10-06",22.4504
"2018-10-07",22.229
"2018-10-08",22.3925
"2018-10-09",22.0767
"2018-10-10",21.3843
"2018-10-11",22.1031
"2018-10-12",21.8574
"2018-10-13",21.4202
"2018-10-14",21.7352
"2018-10-15",21.8813
"2018-10-16",21.6981
"2018-10-17",21.3062
"2018-10-18",21.4872
"2018-10-19",22.2553
"2018-10-20",22.0271
"2018-10-21",22.1116
"2018-10-22",22.1456
"2018-10-23",22.1706
"2018-10-24",22.0973
"2018-10-25",21.8742
"2018-10-26",21.8516
"2018-10-27",22.0968
"2018-10-28",22.0159
"2018-10-29",22.2848
