,"(deg C) Mean Dew Point Temperature (ERA5) at Kilinochchi, 2007-01-01 to 2025-12-31"
"2015-11-15",24.6178
"2015-11-16",23.9454
"2015-11-17",25.0699
"2015-11-18",24.8431
"2015-11-19",24.5242
"2015-11-20",24.6302
"2015-11-21",24.8082
"2015-11-22",24.957
"2015-11-23",24.8217
"2015-11-24",24.9786
"2015-11-25",24.0703
"2015-11-26",24.3308
"2015-11-27",24.5574
"2015-11-28",23.6948
"2015-11-29",24.2744
"2015-11-30",24.4777
"2015-12-01",24.6031
"2015-12-02",24.4319
"2015-12-03",24.7026
"2015-12-04",24.5939
"2015-12-05",24.6703
"2015-12-06",24.9067
"2015-12-07",24.7411
"2015-12-08",24.5588
"2015-12-09",25.0505
"2015-12-10",24.9147
"2015-12-11",24.6937
"2015-12-12",23.0978
"2015-12-13",24.1526
"2015-12-14",24.5812
"2015-12-15",24.5421
"2015-12-16",22.3597
"2015-12-17",24.1192
"2015-12-18",24.4395
"2015-12-19",24.0912
"2015-12-20",23.9781
"2015-12-21",22.772
"2015-12-22",22.8281
"2015-12-23",23.5341
"2015-12-24",22.4396
"2015-12-25",21.9823
"2015-12-26",23.3401
"2015-12-27",24.5567
"2015-12-28",24.397
"2015-12-29",24.479
"2015-12-30",23.9599
"2015-12-31",22.8364
"2016-01-01",22.9638
"2016-01-02",23.2907
"2016-01-03",22.8209
"2016-01-04",22.671
"2016-01-05",23.7749
"2016-01-06",23.7467
"2016-01-07",22.8451
"2016-01-08",22.5298
"2016-01-09",22.5439
"2016-01-10",22.3373
"2016-01-11",21.7147
"2016-01-12",20.7594
"2016-01-13",21.323
"2016-01-14",19.836
"2016-01-15",20.5352
"2016-01-16",21.8489
"2016-01-17",21.4683
"2016-01-18",21.625
"2016-01-19",22.431
"2016-01-20",22.7144
"2016-01-21",22.7763
"2016-01-22",23.0059
"2016-01-23",24.0925
"2016-01-24",24.3623
"2016-01-25",23.6066
"2016-01-26",22.7597
"2016-01-27",21.9515
"2016-01-28",21.8028
"2016-01-29",21.7052
"2016-01-30",21.1195
"2016-01-31",21.7555
"2016-02-01",21.4958
"2016-02-02",21.8959
"2016-02-03",21.3278
"2016-02-04",21.3076
"2016-02-05",21.5332
"2016-02-06",22.3404
"2016-02-07",23.179
"2016-02-08",23.4521
"2016-02-09",23.7257
"2016-02-10",23.8293
"2016-02-11",22.7722
"2016-02-12",21.8356
"2016-02-13",21.8904
"2016-02-14",22.2131
"2016-02-15",23.6501
"2016-02-16",23.0854
"2016-02-17",24.2443
"2016-02-18",24.1443
"2016-02-19",24.2064
"2016-02-20",24.6841
"2016-02-21",24.7143
"2016-02-22",23.398
"2016-02-23",22.2471
"2016-02-24",24.0101
"2016-02-25",25.2817
"2016-02-26",24.0762
"2016-02-27",25.0605
"2016-02-28",25.2126
"2016-02-29",24.6732
"2016-03-01",24.4911
"2016-03-02",24.1343
"2016-03-03",23.2607
"2016-03-04",24.2732
"2016-03-05",23.8214
"2016-03-06",23.3059
"2016-03-07",23.5263
"2016-03-08",23.8913
"2016-03-09",25.1768
"2016-03-10",25.388
"2016-03-11",24.6279
"2016-03-12",24.5429
"2016-03-13",24.8569
"2016-03-14",23.9505
"2016-03-15",23.7409
"2016-03-16",24.7652
"2016-03-17",24.4838
"2016-03-18",23.6914
"2016-03-19",23.6183
"2016-03-20",23.9762
"2016-03-21",24.8974
"2016-03-22",25.8875
"2016-03-23",25.7766
"2016-03-24",24.0717
"2016-03-25",23.8052
"2016-03-26",23.9089
"2016-03-27",24.2747
"2016-03-28",25.363
"2016-03-29",25.4805
"2016-03-30",25.429
"2016-03-31",25.4615
"2016-04-01",24.9979
"2016-04-02",24.7207
"2016-04-03",25.1638
"2016-04-04",24.6137
"2016-04-05",24.9972
"2016-04-06",25.226
"2016-04-07",25.502
"2016-04-08",25.2958
"2016-04-09",25.3267
"2016-04-10",25.4573
"2016-04-11",25.8086
"2016-04-12",26.4441
"2016-04-13",26.0815
"2016-04-14",26.3931
"2016-04-15",26.5044
"2016-04-16",26.1652
"2016-04-17",26.0525
"2016-04-18",25.9354
"2016-04-19",25.8856
"2016-04-20",26.1609
"2016-04-21",26.7565
"2016-04-22",26.9202
"2016-04-23",26.3237
"2016-04-24",26.3592
"2016-04-25",26.8198
"2016-04-26",25.2143
"2016-04-27",25.4544
"2016-04-28",26.0864
"2016-04-29",25.9828
"2016-04-30",25.5854
"2016-05-01",25.9914
"2016-05-02",26.0985
"2016-05-03",26.4531
"2016-05-04",26.0782
"2016-05-05",26.1124
"2016-05-06",25.831
"2016-05-07",25.585
"2016-05-08",26.1194
"2016-05-09",25.9945
"2016-05-10",25.8169
"2016-05-11",25.5279
"2016-05-12",25.5074
"2016-05-13",25.4618
"2016-05-14",25.8155
"2016-05-15",25.1943
"2016-05-16",25.5581
"2016-05-17",24.6919
"2016-05-18",26.2072
"2016-05-19",26.0271
"2016-05-20",26.4307
"2016-05-21",26.9637
"2016-05-22",27.0597
"2016-05-23",27.1041
"2016-05-24",26.9021
"2016-05-25",26.8766
"2016-05-26",26.7355
"2016-05-27",26.3294
"2016-05-28",26.1144
"2016-05-29",26.1825
"2016-05-30",26.2048
"2016-05-31",26.352
"2016-06-01",26.03
"2016-06-02",25.9
"2016-06-03",25.8627
"2016-06-04",26.0911
"2016-06-05",26.1591
"2016-06-06",25.7228
"2016-06-07",25.4944
"2016-06-08",24.9149
"2016-06-09",25.6802
"2016-06-10",25.7976
"2016-06-11",25.9011
"2016-06-12",25.953
"2016-06-13",25.7183
"2016-06-14",25.6193
"2016-06-15",25.1204
"2016-06-16",25.2276
"2016-06-17",25.455
"2016-06-18",25.1139
"2016-06-19",25.0625
"2016-06-20",24.9173
"2016-06-21",24.6301
"2016-06-22",25.0805
"2016-06-23",24.5341
"2016-06-24",24.7346
"2016-06-25",24.8824
"2016-06-26",25.4562
"2016-06-27",25.3424
"2016-06-28",25.1379
"2016-06-29",25.3784
"2016-06-30",25.459
"2016-07-01",25.6122
"2016-07-02",25.0818
"2016-07-03",25.0397
"2016-07-04",25.4864
"2016-07-05",25.0892
"2016-07-06",25.3566
"2016-07-07",25.2863
"2016-07-08",25.2948
"2016-07-09",25.0118
"2016-07-10",24.8407
"2016-07-11",24.6959
"2016-07-12",24.6756
"2016-07-13",24.7447
"2016-07-14",24.7698
"2016-07-15",24.5218
"2016-07-16",24.768
"2016-07-17",24.6221
"2016-07-18",24.8513
"2016-07-19",24.7777
"2016-07-20",25.0441
"2016-07-21",24.8994
"2016-07-22",24.803
"2016-07-23",24.6504
"2016-07-24",24.9021
"2016-07-25",25.0548
"2016-07-26",24.8882
"2016-07-27",24.9327
"2016-07-28",25.1899
"2016-07-29",25.2896
"2016-07-30",24.9588
"2016-07-31",24.6657
"2016-08-01",24.7667
"2016-08-02",24.2268
"2016-08-03",24.6617
"2016-08-04",24.8148
"2016-08-05",24.7191
"2016-08-06",24.7589
"2016-08-07",24.9359
"2016-08-08",24.986
"2016-08-09",25.3354
"2016-08-10",25.1006
"2016-08-11",25.1608
"2016-08-12",25.1494
"2016-08-13",25.1564
"2016-08-14",25.1756
"2016-08-15",24.8691
"2016-08-16",24.583
"2016-08-17",24.5017
"2016-08-18",24.8207
"2016-08-19",24.7057
"2016-08-20",25.0041
"2016-08-21",25.1116
"2016-08-22",25.2844
"2016-08-23",25.219
"2016-08-24",25.1865
"2016-08-25",25.088
"2016-08-26",24.9958
"2016-08-27",24.9307
"2016-08-28",24.9209
"2016-08-29",25.0944
"2016-08-30",24.787
"2016-08-31",24.568
"2016-09-01",24.4737
"2016-09-02",24.4665
"2016-09-03",24.5098
"2016-09-04",24.4979
"2016-09-05",24.5014
"2016-09-06",24.3859
"2016-09-07",23.8063
"2016-09-08",23.8274
"2016-09-09",23.9187
"2016-09-10",24.1
"2016-09-11",24.2336
"2016-09-12",24.1541
"2016-09-13",24.3729
"2016-09-14",24.8639
"2016-09-15",25.0338
"2016-09-16",24.6233
"2016-09-17",24.4055
"2016-09-18",24.5318
"2016-09-19",24.3944
"2016-09-20",24.5464
"2016-09-21",24.5406
"2016-09-22",24.4697
"2016-09-23",24.5678
"2016-09-24",24.357
"2016-09-25",24.4845
"2016-09-26",24.4823
"2016-09-27",24.6111
"2016-09-28",24.4732
"2016-09-29",24.5942
"2016-09-30",24.6372
"2016-10-01",23.8725
"2016-10-02",23.2824
"2016-10-03",23.242
"2016-10-04",23.6814
"2016-10-05",24.4419
"2016-10-06",24.6298
"2016-10-07",23.6954
"2016-10-08",23.6251
"2016-10-09",24.1235
"2016-10-10",24.0856
"2016-10-11",23.8116
"2016-10-12",24.244
"2016-10-13",25.1181
"2016-10-14",24.9588
"2016-10-15",24.2696
"2016-10-16",24.3489
"2016-10-17",24.2607
"2016-10-18",24.7846
"2016-10-19",24.9954
"2016-10-20",24.7746
"2016-10-21",24.5302
"2016-10-22",24.8312
"2016-10-23",24.4268
"2016-10-24",24.3554
"2016-10-25",24.6415
"2016-10-26",24.5251
"2016-10-27",24.5319
"2016-10-28",24.7591
"2016-10-29",24.6306
"2016-10-30",24.59
"2016-10-31",24.5529
"2016-11-01",24.3881
"2016-11-02",24.5689
"2016-11-03",24.5105
"2016-11-04",24.6174
"2016-11-05",25.1148
"2016-11-06",25.116
"2016-11-07",24.5304
"2016-11-08",24.0114
"2016-11-09",23.0547
"2016-11-10",22.5041
"2016-11-11",23.5409
"2016-11-12",24.669
"2016-11-13",24.8571
"2016-11-14",24.9514
"2016-11-15",25.0474
"2016-11-16",24.7627
"2016-11-17",24.5058
"2016-11-18",24.6309
"2016-11-19",24.3717
"2016-11-20",24.354
"2016-11-21",24.3205
"2016-11-22",24.5976
"2016-11-23",24.2659
"2016-11-24",22.2272
"2016-11-25",22.321
"2016-11-26",22.7823
"2016-11-27",21.9974
"2016-11-28",21.3428
"2016-11-29",21.4944
"2016-11-30",22.4013
"2016-12-01",20.2942
"2016-12-02",21.8029
"2016-12-03",23.3431
"2016-12-04",24.3323
"2016-12-05",24.1168
"2016-12-06",21.529
"2016-12-07",23.7429
"2016-12-08",24.1137
"2016-12-09",23.0308
"2016-12-10",22.2901
"2016-12-11",23.1301
"2016-12-12",23.0424
"2016-12-13",22.7112
"2016-12-14",22.9779
"2016-12-15",23.5489
"2016-12-16",23.8474
"2016-12-17",23.1128
"2016-12-18",21.5472
"2016-12-19",23.3226
"2016-12-20",24.4741
"2016-12-21",24.3211
"2016-12-22",22.135
"2016-12-23",19.9746
"2016-12-24",19.6308
"2016-12-25",20.2835
"2016-12-26",23.0158
"2016-12-27",24.1329
"2016-12-28",24.0371
"2016-12-29",23.9731
"2016-12-30",22.1492
"2016-12-31",22.2704
"2017-01-01",23.3423
"2017-01-02",23.3731
"2017-01-03",22.9668
"2017-01-04",21.0429
"2017-01-05",20.8164
"2017-01-06",20.4545
"2017-01-07",19.2416
"2017-01-08",19.0371
"2017-01-09",19.1169
"2017-01-10",20.3802
"2017-01-11",20.9962
"2017-01-12",21.553
"2017-01-13",20.563
"2017-01-14",21.6362
"2017-01-15",21.8448
"2017-01-16",20.0894
"2017-01-17",18.9007
"2017-01-18",19.1143
"2017-01-19",20.8509
"2017-01-20",23.2207
"2017-01-21",23.7333
"2017-01-22",23.1653
"2017-01-23",23.0755
"2017-01-24",23.3965
"2017-01-25",23.6119
"2017-01-26",23.7789
"2017-01-27",23.736
"2017-01-28",23.9221
"2017-01-29",24.1136
"2017-01-30",23.6902
"2017-01-31",21.5368
"2017-02-01",20.8334
"2017-02-02",20.5144
"2017-02-03",20.0286
"2017-02-04",19.1175
"2017-02-05",19.2722
"2017-02-06",19.4821
"2017-02-07",19.6589
"2017-02-08",19.774
"2017-02-09",19.5076
"2017-02-10",19.6985
"2017-02-11",19.3353
"2017-02-12",20.2084
"2017-02-13",22.5962
"2017-02-14",23.9155
"2017-02-15",22.6965
"2017-02-16",21.604
"2017-02-17",20.3391
"2017-02-18",21.6878
"2017-02-19",22.1815
"2017-02-20",22.1694
"2017-02-21",23.4615
"2017-02-22",23.2957
"2017-02-23",23.8011
"2017-02-24",23.4711
"2017-02-25",22.8277
"2017-02-26",22.1932
"2017-02-27",23.4507
"2017-02-28",24.0896
"2017-03-01",23.1872
"2017-03-02",23.4525
"2017-03-03",23.8042
"2017-03-04",24.0168
"2017-03-05",24.5711
"2017-03-06",24.9582
"2017-03-07",24.6075
"2017-03-08",24.8766
"2017-03-09",24.7498
"2017-03-10",24.3049
"2017-03-11",24.6853
"2017-03-12",24.4961
"2017-03-13",24.5011
"2017-03-14",24.7648
"2017-03-15",24.3362
"2017-03-16",24.5863
"2017-03-17",23.8305
"2017-03-18",23.576
"2017-03-19",25.3182
"2017-03-20",25.0535
"2017-03-21",25.2519
"2017-03-22",24.501
"2017-03-23",23.2139
"2017-03-24",21.0234
"2017-03-25",21.2247
"2017-03-26",21.1461
"2017-03-27",23.9062
"2017-03-28",24.6554
"2017-03-29",24.6109
"2017-03-30",25.0847
"2017-03-31",24.835
"2017-04-01",24.6027
"2017-04-02",25.1053
"2017-04-03",25.3894
"2017-04-04",25.1886
"2017-04-05",25.9955
"2017-04-06",25.7214
"2017-04-07",25.8792
"2017-04-08",25.0788
"2017-04-09",25.5476
"2017-04-10",25.299
"2017-04-11",25.5367
"2017-04-12",26.0783
"2017-04-13",25.6081
"2017-04-14",25.8356
"2017-04-15",25.8649
"2017-04-16",26.103
"2017-04-17",25.8069
"2017-04-18",25.314
"2017-04-19",25.1943
"2017-04-20",24.6713
"2017-04-21",24.7236
"2017-04-22",25.5574
"2017-04-23",25.9552
"2017-04-24",25.7787
"2017-04-25",25.6876
"2017-04-26",25.6317
"2017-04-27",25.957
"2017-04-28",25.8857
"2017-04-29",26.1293
"2017-04-30",25.2731
"2017-05-01",25.2533
"2017-05-02",25.2001
"2017-05-03",25.118
"2017-05-04",25.4729
"2017-05-05",25.8351
"2017-05-06",25.4899
"2017-05-07",25.3411
"2017-05-08",25.53
"2017-05-09",25.8513
"2017-05-10",25.9059
"2017-05-11",26.0476
"2017-05-12",25.3073
"2017-05-13",25.8957
"2017-05-14",26.5743
"2017-05-15",26.4221
"2017-05-16",26.4056
"2017-05-17",26.2801
"2017-05-18",26.1755
"2017-05-19",26.0667
"2017-05-20",26.3533
"2017-05-21",26.058
"2017-05-22",26.5293
"2017-05-23",25.9846
"2017-05-24",25.8215
"2017-05-25",26.2452
"2017-05-26",26.1143
"2017-05-27",26.1271
"2017-05-28",26.0203
"2017-05-29",26.1144
"2017-05-30",25.9928
"2017-05-31",25.7438
"2017-06-01",25.8951
"2017-06-02",25.5901
"2017-06-03",25.7252
"2017-06-04",26.0071
"2017-06-05",25.9576
"2017-06-06",25.7098
"2017-06-07",25.549
"2017-06-08",25.6356
"2017-06-09",25.8373
"2017-06-10",25.3579
"2017-06-11",25.1389
"2017-06-12",25.2979
"2017-06-13",25.5676
"2017-06-14",25.242
"2017-06-15",25.2744
"2017-06-16",25.1145
"2017-06-17",25.4584
"2017-06-18",25.5201
"2017-06-19",25.4631
"2017-06-20",25.4345
"2017-06-21",25.3054
"2017-06-22",25.4585
"2017-06-23",25.6721
"2017-06-24",25.3097
"2017-06-25",25.292
"2017-06-26",25.0169
"2017-06-27",24.811
"2017-06-28",25.0477
"2017-06-29",25.1569
"2017-06-30",25.5339
"2017-07-01",25.8477
"2017-07-02",25.6719
"2017-07-03",25.5749
"2017-07-04",25.8268
"2017-07-05",25.6757
"2017-07-06",25.2905
"2017-07-07",25.3641
"2017-07-08",25.3243
"2017-07-09",25.007
"2017-07-10",24.775
"2017-07-11",25.3747
"2017-07-12",24.85
"2017-07-13",25.3588
"2017-07-14",25.1322
"2017-07-15",25.2029
"2017-07-16",25.2633
"2017-07-17",25.2053
"2017-07-18",24.8975
"2017-07-19",25.2123
"2017-07-20",25.1353
"2017-07-21",25.1886
"2017-07-22",25.3937
"2017-07-23",25.4568
"2017-07-24",25.2516
"2017-07-25",24.9933
"2017-07-26",25.1916
"2017-07-27",25.1473
"2017-07-28",25.3094
"2017-07-29",25.1329
"2017-07-30",24.8577
"2017-07-31",25.1894
"2017-08-01",25.4488
"2017-08-02",25.6933
"2017-08-03",25.2747
"2017-08-04",25.4552
"2017-08-05",25.73
"2017-08-06",25.5844
"2017-08-07",25.7133
"2017-08-08",25.4044
"2017-08-09",25.4174
"2017-08-10",25.05
"2017-08-11",25.4115
"2017-08-12",24.9817
"2017-08-13",25.3245
"2017-08-14",24.9136
"2017-08-15",24.7297
"2017-08-16",24.305
"2017-08-17",24.7112
"2017-08-18",25.0662
"2017-08-19",25.0499
"2017-08-20",25.003
"2017-08-21",25.1523
"2017-08-22",25.2533
"2017-08-23",25.2839
"2017-08-24",25.6417
"2017-08-25",25.564
"2017-08-26",25.2557
"2017-08-27",24.8324
"2017-08-28",25.2423
"2017-08-29",25.1336
"2017-08-30",25.2483
"2017-08-31",25.8644
"2017-09-01",25.0736
"2017-09-02",25.0411
"2017-09-03",25.5717
"2017-09-04",25.3018
"2017-09-05",25.0537
"2017-09-06",25.1441
"2017-09-07",24.5543
"2017-09-08",24.7149
"2017-09-09",24.3676
"2017-09-10",25.038
"2017-09-11",24.8458
"2017-09-12",24.6664
"2017-09-13",24.7959
"2017-09-14",24.8844
"2017-09-15",25.3458
"2017-09-16",25.2024
"2017-09-17",24.8894
"2017-09-18",25.2106
"2017-09-19",25.1862
"2017-09-20",25.0499
"2017-09-21",24.763
"2017-09-22",25.104
"2017-09-23",25.0017
"2017-09-24",24.6164
"2017-09-25",24.8674
"2017-09-26",24.8141
"2017-09-27",24.7882
"2017-09-28",24.4489
"2017-09-29",24.4873
"2017-09-30",24.9789
"2017-10-01",24.7635
"2017-10-02",24.8743
"2017-10-03",24.7967
"2017-10-04",24.7396
"2017-10-05",25.1546
"2017-10-06",25.1202
"2017-10-07",25.2304
"2017-10-08",25.038
"2017-10-09",25.2258
"2017-10-10",25.4471
"2017-10-11",24.9437
"2017-10-12",24.9694
"2017-10-13",24.8764
"2017-10-14",24.983
"2017-10-15",25.1933
"2017-10-16",24.706
"2017-10-17",24.8423
"2017-10-18",25.2849
"2017-10-19",25.3978
"2017-10-20",25.1117
"2017-10-21",24.607
"2017-10-22",25.0216
"2017-10-23",25.4788
"2017-10-24",25.2022
"2017-10-25",24.5732
"2017-10-26",24.558
"2017-10-27",24.4807
"2017-10-28",24.621
"2017-10-29",24.6586
"2017-10-30",24.2248
"2017-10-31",24.239
"2017-11-01",24.2321
"2017-11-02",24.2931
"2017-11-03",24.494
"2017-11-04",24.398
"2017-11-05",24.4635
"2017-11-06",24.4348
"2017-11-07",24.2961
"2017-11-08",24.6289
"2017-11-09",24.4105
"2017-11-10",24.1765
"2017-11-11",23.9536
"2017-11-12",22.8672
"2017-11-13",23.4048
"2017-11-14",24.0228
"2017-11-15",24.6511
"2017-11-16",24.9104
"2017-11-17",24.1191
"2017-11-18",24.8742
"2017-11-19",24.7173
"2017-11-20",25.0183
"2017-11-21",25.0123
"2017-11-22",24.6673
"2017-11-23",23.724
"2017-11-24",23.9279
"2017-11-25",23.8422
"2017-11-26",24.5418
"2017-11-27",24.6856
"2017-11-28",24.7498
"2017-11-29",24.6194
"2017-11-30",24.7054
"2017-12-01",24.0619
"2017-12-02",23.9481
"2017-12-03",24.0128
"2017-12-04",23.4076
"2017-12-05",24.3957
"2017-12-06",23.7557
"2017-12-07",23.5615
"2017-12-08",22.6448
"2017-12-09",23.051
"2017-12-10",24.0027
"2017-12-11",24.0649
"2017-12-12",24.0308
"2017-12-13",24.2384
"2017-12-14",24.6633
"2017-12-15",24.5938
"2017-12-16",24.0275
"2017-12-17",22.7101
"2017-12-18",21.5645
"2017-12-19",23.2756
"2017-12-20",23.6279
"2017-12-21",22.6427
"2017-12-22",22.6027
"2017-12-23",21.0779
"2017-12-24",22.8187
"2017-12-25",23.6178
"2017-12-26",23.4249
"2017-12-27",21.4784
"2017-12-28",19.9377
"2017-12-29",19.6859
"2017-12-30",21.1322
"2017-12-31",22.295
"2018-01-01",23.1439
"2018-01-02",23.2599
"2018-01-03",22.8744
"2018-01-04",21.6948
"2018-01-05",19.2054
"2018-01-06",18.8528
"2018-01-07",19.3323
"2018-01-08",20.3001
"2018-01-09",23.1252
"2018-01-10",23.4947
"2018-01-11",23.8989
"2018-01-12",24.0642
"2018-01-13",23.6572
"2018-01-14",22.7207
"2018-01-15",22.2452
"2018-01-16",22.0552
"2018-01-17",19.769
"2018-01-18",19.5149
"2018-01-19",19.8536
"2018-01-20",19.684
"2018-01-21",20.154
"2018-01-22",20.7736
"2018-01-23",21.0932
"2018-01-24",21.2227
"2018-01-25",21.7482
"2018-01-26",21.4571
"2018-01-27",21.0518
"2018-01-28",21.0524
"2018-01-29",23.1059
"2018-01-30",22.8862
"2018-01-31",20.8326
"2018-02-01",20.6742
"2018-02-02",19.7507
"2018-02-03",19.3934
"2018-02-04",20.2076
"2018-02-05",21.8831
"2018-02-06",24.0179
"2018-02-07",24.3305
"2018-02-08",23.9235
"2018-02-09",23.4334
"2018-02-10",22.9241
"2018-02-11",23.2449
"2018-02-12",22.821
"2018-02-13",22.2361
"2018-02-14",23.482
"2018-02-15",23.7885
"2018-02-16",22.6274
"2018-02-17",21.6968
"2018-02-18",20.5656
"2018-02-19",19.6484
"2018-02-20",20.0019
"2018-02-21",20.4585
"2018-02-22",20.7294
"2018-02-23",21.9676
"2018-02-24",23.3105
"2018-02-25",23.4663
"2018-02-26",23.6201
"2018-02-27",24.119
"2018-02-28",23.8561
"2018-03-01",24.1232
"2018-03-02",23.4908
"2018-03-03",23.3451
"2018-03-04",22.846
"2018-03-05",22.6125
"2018-03-06",21.8711
"2018-03-07",21.9179
"2018-03-08",22.8361
"2018-03-09",22.9849
"2018-03-10",23.1931
"2018-03-11",23.688
"2018-03-12",23.9683
"2018-03-13",24.334
"2018-03-14",24.9236
"2018-03-15",24.7734
"2018-03-16",25.0225
"2018-03-17",24.9642
"2018-03-18",24.3232
"2018-03-19",23.2727
"2018-03-20",22.9453
"2018-03-21",24.152
"2018-03-22",24.9137
"2018-03-23",24.9558
"2018-03-24",23.5972
"2018-03-25",24.0722
"2018-03-26",24.8124
"2018-03-27",25.2901
"2018-03-28",25.1672
"2018-03-29",25.3939
"2018-03-30",25.4748
"2018-03-31",25.41
"2018-04-01",24.8717
"2018-04-02",24.9098
"2018-04-03",24.9407
"2018-04-04",24.879
"2018-04-05",24.1267
"2018-04-06",24.277
"2018-04-07",24.4037
"2018-04-08",25.0543
"2018-04-09",24.9808
"2018-04-10",25.4786
"2018-04-11",25.4564
"2018-04-12",25.4603
"2018-04-13",24.9233
"2018-04-14",25.248
"2018-04-15",25.2441
"2018-04-16",25.8361
"2018-04-17",25.4604
"2018-04-18",25.5365
"2018-04-19",25.565
"2018-04-20",25.9224
"2018-04-21",25.3289
"2018-04-22",25.8524
"2018-04-23",25.3327
"2018-04-24",25.5176
"2018-04-25",25.4524
"2018-04-26",24.9697
"2018-04-27",25.142
"2018-04-28",25.5089
"2018-04-29",25.4835
"2018-04-30",25.8424
"2018-05-01",26.1009
"2018-05-02",25.7713
"2018-05-03",25.2797
"2018-05-04",25.1613
"2018-05-05",25.0517
"2018-05-06",25.778
"2018-05-07",25.5734
"2018-05-08",25.3819
"2018-05-09",25.0268
"2018-05-10",25.2373
"2018-05-11",25.5392
"2018-05-12",25.6661
"2018-05-13",25.384
"2018-05-14",25.3713
"2018-05-15",25.2501
"2018-05-16",25.3532
"2018-05-17",25.2876
"2018-05-18",25.0016
"2018-05-19",25.5697
"2018-05-20",25.6406
"2018-05-21",25.2664
"2018-05-22",25.534
"2018-05-23",25.1701
"2018-05-24",25.0754
"2018-05-25",24.8932
"2018-05-26",25.4105
"2018-05-27",25.5448
"2018-05-28",25.482
"2018-05-29",25.6537
"2018-05-30",25.8735
"2018-05-31",26.1135
"2018-06-01",25.847
"2018-06-02",25.8985
"2018-06-03",26.0514
"2018-06-04",25.8776
"2018-06-05",25.9281
"2018-06-06",25.7487
"2018-06-07",25.5375
"2018-06-08",25.4907
"2018-06-09",25.3815
"2018-06-10",25.6283
"2018-06-11",25.262
"2018-06-12",24.9406
"2018-06-13",25.1956
"2018-06-14",25.5709
"2018-06-15",25.5262
"2018-06-16",25.1334
"2018-06-17",25.2813
"2018-06-18",25.2856
"2018-06-19",24.5267
"2018-06-20",24.3988
"2018-06-21",24.8142
"2018-06-22",24.8751
"2018-06-23",24.8858
"2018-06-24",24.948
"2018-06-25",24.8718
"2018-06-26",24.6299
"2018-06-27",24.891
"2018-06-28",24.7987
"2018-06-29",24.6052
"2018-06-30",24.9642
"2018-07-01",24.8325
"2018-07-02",24.9392
"2018-07-03",25.0289
"2018-07-04",25.2859
"2018-07-05",25.1297
"2018-07-06",25.1663
"2018-07-07",24.5277
"2018-07-08",25.0553
"2018-07-09",25.1236
"2018-07-10",24.6605
"2018-07-11",24.7517
"2018-07-12",24.7357
"2018-07-13",24.6286
"2018-07-14",24.834
"2018-07-15",24.8679
"2018-07-16",24.5779
"2018-07-17",24.1753
"2018-07-18",24.7115
"2018-07-19",24.4853
"2018-07-20",24.0933
"2018-07-21",24.5252
"2018-07-22",24.3652
"2018-07-23",24.7073
"2018-07-24",25.096
"2018-07-25",25.0628
"2018-07-26",25.2183
"2018-07-27",24.8696
"2018-07-28",24.8329
"2018-07-29",24.8498
"2018-07-30",24.8369
"2018-07-31",24.5516
"2018-08-01",24.4291
"2018-08-02",24.2519
"2018-08-03",24.559
"2018-08-04",24.5375
"2018-08-05",24.3608
"2018-08-06",24.1817
"2018-08-07",24.199
"2018-08-08",24.1669
"2018-08-09",24.4078
"2018-08-10",24.4957
"2018-08-11",24.3864
"2018-08-12",24.5768
"2018-08-13",24.6404
"2018-08-14",24.3424
"2018-08-15",24.1716
"2018-08-16",24.2914
"2018-08-17",24.5156
"2018-08-18",24.3335
"2018-08-19",24.2648
"2018-08-20",24.2941
"2018-08-21",24.0865
"2018-08-22",24.0048
"2018-08-23",24.0561
"2018-08-24",24.2282
"2018-08-25",24.2253
"2018-08-26",24.5378
"2018-08-27",24.1716
"2018-08-28",24.3978
"2018-08-29",24.5683
"2018-08-30",24.4142
"2018-08-31",24.464
"2018-09-01",24.4081
"2018-09-02",24.1782
"2018-09-03",24.205
"2018-09-04",23.566
"2018-09-05",23.2378
"2018-09-06",23.5056
"2018-09-07",23.2511
"2018-09-08",23.524
"2018-09-09",24.0714
"2018-09-10",24.053
"2018-09-11",23.9193
"2018-09-12",23.7945
"2018-09-13",22.7443
"2018-09-14",23.4206
"2018-09-15",23.5416
"2018-09-16",24.1563
"2018-09-17",24.4631
"2018-09-18",24.391
"2018-09-19",24.4142
"2018-09-20",24.4025
"2018-09-21",24.0652
"2018-09-22",23.7634
"2018-09-23",24.2725
"2018-09-24",24.4676
"2018-09-25",24.6872
"2018-09-26",24.5388
"2018-09-27",24.1459
"2018-09-28",24.332
"2018-09-29",24.6939
"2018-09-30",24.9798
"2018-10-01",24.999
"2018-10-02",24.8604
"2018-10-03",24.6274
"2018-10-04",24.5248
"2018-10-05",24.7591
"2018-10-06",24.9044
"2018-10-07",24.3766
"2018-10-08",24.4624
"2018-10-09",24.6006
"2018-10-10",25.1631
"2018-10-11",25.6742
"2018-10-12",25.4417
"2018-10-13",24.9988
"2018-10-14",24.8172
"2018-10-15",24.5734
"2018-10-16",24.2682
"2018-10-17",24.5199
"2018-10-18",24.4434
"2018-10-19",24.5043
"2018-10-20",24.2909
"2018-10-21",24.2938
"2018-10-22",24.7491
"2018-10-23",24.3125
"2018-10-24",24.7219
"2018-10-25",24.635
"2018-10-26",24.5487
"2018-10-27",24.5391
"2018-10-28",24.6172
"2018-10-29",24.641
"2018-10-30",25.0625
"2018-10-31",24.6853
