,"(deg C) Mean Dew Point Temperature (ERA5) at Gampaha, 2007-01-01 to 2025-12-31"
"2015-11-13",24.0739
"2015-11-14",24.052
"2015-11-15",23.9867
"2015-11-16",24.7404
"2015-11-17",25.0657
"2015-11-18",25.0002
"2015-11-19",24.5787
"2015-11-20",24.2425
"2015-11-21",24.5039
"2015-11-22",24.6064
"2015-11-23",24.5988
"2015-11-24",24.3285
"2015-11-25",23.972
"2015-11-26",23.8512
"2015-11-27",23.7449
"2015-11-28",24.0008
"2015-11-29",24.0961
"2015-11-30",24.1438
"2015-12-01",24.1929
"2015-12-02",24.5977
"2015-12-03",24.9095
"2015-12-04",24.6988
"2015-12-05",24.7375
"2015-12-06",24.7999
"2015-12-07",24.6825
"2015-12-08",24.6008
"2015-12-09",25.0053
"2015-12-10",24.6258
"2015-12-11",24.5886
"2015-12-12",24.3512
"2015-12-13",24.6399
"2015-12-14",24.2848
"2015-12-15",24.3006
"2015-12-16",23.0639
"2015-12-17",23.6944
"2015-12-18",24.1639
"2015-12-19",23.3938
"2015-12-20",23.5419
"2015-12-21",23.2524
"2015-12-22",21.9462
"2015-12-23",21.768
"2015-12-24",20.9632
"2015-12-25",21.7563
"2015-12-26",23.1627
"2015-12-27",23.7736
"2015-12-28",23.7595
"2015-12-29",24.199
"2015-12-30",23.4792
"2015-12-31",23.627
"2016-01-01",23.3493
"2016-01-02",23.2884
"2016-01-03",23.262
"2016-01-04",23.5919
"2016-01-05",23.9055
"2016-01-06",23.4763
"2016-01-07",23.0692
"2016-01-08",22.3439
"2016-01-09",22.2381
"2016-01-10",22.6818
"2016-01-11",22.1059
"2016-01-12",21.2694
"2016-01-13",20.9311
"2016-01-14",20.1556
"2016-01-15",20.2906
"2016-01-16",21.8549
"2016-01-17",21.0996
"2016-01-18",21.1768
"2016-01-19",22.0087
"2016-01-20",22.6101
"2016-01-21",22.1164
"2016-01-22",22.031
"2016-01-23",23.8283
"2016-01-24",24.029
"2016-01-25",23.5827
"2016-01-26",22.2171
"2016-01-27",20.274
"2016-01-28",20.2509
"2016-01-29",20.0921
"2016-01-30",20.141
"2016-01-31",20.841
"2016-02-01",20.8128
"2016-02-02",19.972
"2016-02-03",19.3095
"2016-02-04",19.9892
"2016-02-05",21.1005
"2016-02-06",22.5093
"2016-02-07",22.9493
"2016-02-08",22.9571
"2016-02-09",23.743
"2016-02-10",23.3877
"2016-02-11",22.453
"2016-02-12",20.8874
"2016-02-13",21.8348
"2016-02-14",22.1156
"2016-02-15",23.4697
"2016-02-16",22.1269
"2016-02-17",23.5825
"2016-02-18",23.7302
"2016-02-19",23.9038
"2016-02-20",23.5245
"2016-02-21",23.2024
"2016-02-22",22.6798
"2016-02-23",23.7337
"2016-02-24",23.1212
"2016-02-25",24.2071
"2016-02-26",21.877
"2016-02-27",22.55
"2016-02-28",22.6333
"2016-02-29",23.0832
"2016-03-01",22.8336
"2016-03-02",22.0501
"2016-03-03",22.0359
"2016-03-04",22.7939
"2016-03-05",22.9793
"2016-03-06",23.8424
"2016-03-07",23.7832
"2016-03-08",24.6892
"2016-03-09",25.0134
"2016-03-10",25.5107
"2016-03-11",25.0436
"2016-03-12",25.2765
"2016-03-13",25.1418
"2016-03-14",24.967
"2016-03-15",24.4068
"2016-03-16",24.9436
"2016-03-17",25.11
"2016-03-18",24.766
"2016-03-19",24.76
"2016-03-20",24.2029
"2016-03-21",24.4428
"2016-03-22",24.4543
"2016-03-23",24.6102
"2016-03-24",24.4697
"2016-03-25",23.9978
"2016-03-26",24.0496
"2016-03-27",24.8058
"2016-03-28",24.6441
"2016-03-29",24.3477
"2016-03-30",24.6895
"2016-03-31",24.8155
"2016-04-01",24.5866
"2016-04-02",24.7188
"2016-04-03",24.9617
"2016-04-04",24.8908
"2016-04-05",24.9347
"2016-04-06",24.9749
"2016-04-07",25.1562
"2016-04-08",25.4311
"2016-04-09",25.3135
"2016-04-10",25.3147
"2016-04-11",25.2081
"2016-04-12",25.7583
"2016-04-13",26.2487
"2016-04-14",26.1713
"2016-04-15",26.1075
"2016-04-16",25.7742
"2016-04-17",25.7526
"2016-04-18",25.681
"2016-04-19",25.3067
"2016-04-20",25.0112
"2016-04-21",25.5967
"2016-04-22",26.0335
"2016-04-23",26.6005
"2016-04-24",25.8899
"2016-04-25",25.7181
"2016-04-26",25.1049
"2016-04-27",25.2809
"2016-04-28",25.5457
"2016-04-29",25.3406
"2016-04-30",24.9174
"2016-05-01",25.472
"2016-05-02",25.9729
"2016-05-03",26.1229
"2016-05-04",25.7798
"2016-05-05",25.7528
"2016-05-06",25.4369
"2016-05-07",25.616
"2016-05-08",25.5077
"2016-05-09",25.3057
"2016-05-10",24.9176
"2016-05-11",24.9814
"2016-05-12",24.8704
"2016-05-13",25.0196
"2016-05-14",25.6687
"2016-05-15",24.3092
"2016-05-16",25.171
"2016-05-17",25.1692
"2016-05-18",25.7723
"2016-05-19",25.6737
"2016-05-20",25.5118
"2016-05-21",25.9509
"2016-05-22",26.2004
"2016-05-23",26.1764
"2016-05-24",25.9528
"2016-05-25",25.718
"2016-05-26",26.0912
"2016-05-27",25.1967
"2016-05-28",25.053
"2016-05-29",25.447
"2016-05-30",25.4056
"2016-05-31",25.4472
"2016-06-01",25.5448
"2016-06-02",25.7454
"2016-06-03",25.5753
"2016-06-04",25.9262
"2016-06-05",25.8028
"2016-06-06",25.2118
"2016-06-07",25.1483
"2016-06-08",24.9108
"2016-06-09",25.2044
"2016-06-10",25.3776
"2016-06-11",25.2646
"2016-06-12",25.0778
"2016-06-13",25.2689
"2016-06-14",25.6912
"2016-06-15",25.0296
"2016-06-16",25.2084
"2016-06-17",25.1229
"2016-06-18",24.6038
"2016-06-19",24.6444
"2016-06-20",24.4321
"2016-06-21",24.6372
"2016-06-22",24.7702
"2016-06-23",24.2665
"2016-06-24",24.4077
"2016-06-25",24.2779
"2016-06-26",25.1421
"2016-06-27",25.0312
"2016-06-28",24.7722
"2016-06-29",25.1676
"2016-06-30",25.3554
"2016-07-01",25.3248
"2016-07-02",25.1767
"2016-07-03",25.1041
"2016-07-04",25.1401
"2016-07-05",24.9395
"2016-07-06",24.8304
"2016-07-07",25.0827
"2016-07-08",25.3327
"2016-07-09",25.3829
"2016-07-10",25.0277
"2016-07-11",24.9982
"2016-07-12",24.4674
"2016-07-13",24.4825
"2016-07-14",24.6866
"2016-07-15",24.608
"2016-07-16",24.2959
"2016-07-17",24.3828
"2016-07-18",24.6064
"2016-07-19",24.2517
"2016-07-20",24.698
"2016-07-21",24.6551
"2016-07-22",23.9922
"2016-07-23",24.1451
"2016-07-24",24.2435
"2016-07-25",24.2536
"2016-07-26",24.2607
"2016-07-27",24.3643
"2016-07-28",24.4526
"2016-07-29",24.7251
"2016-07-30",24.5904
"2016-07-31",24.5728
"2016-08-01",24.5718
"2016-08-02",24.2363
"2016-08-03",24.1439
"2016-08-04",24.8105
"2016-08-05",24.7228
"2016-08-06",24.5842
"2016-08-07",24.6941
"2016-08-08",24.7678
"2016-08-09",24.655
"2016-08-10",24.555
"2016-08-11",24.5066
"2016-08-12",24.9082
"2016-08-13",24.9887
"2016-08-14",24.7877
"2016-08-15",24.7297
"2016-08-16",24.6806
"2016-08-17",24.4973
"2016-08-18",24.5897
"2016-08-19",24.4224
"2016-08-20",24.4539
"2016-08-21",24.7824
"2016-08-22",24.5821
"2016-08-23",24.6612
"2016-08-24",24.6654
"2016-08-25",24.2852
"2016-08-26",24.3486
"2016-08-27",24.1877
"2016-08-28",24.253
"2016-08-29",24.3464
"2016-08-30",24.4304
"2016-08-31",24.4323
"2016-09-01",24.076
"2016-09-02",24.0876
"2016-09-03",24.265
"2016-09-04",24.5995
"2016-09-05",24.2548
"2016-09-06",24.4864
"2016-09-07",23.6687
"2016-09-08",23.1818
"2016-09-09",23.863
"2016-09-10",24.2888
"2016-09-11",23.9655
"2016-09-12",24.0462
"2016-09-13",24.1344
"2016-09-14",24.3896
"2016-09-15",24.7776
"2016-09-16",24.5123
"2016-09-17",24.5154
"2016-09-18",24.4896
"2016-09-19",24.3035
"2016-09-20",24.3275
"2016-09-21",24.2123
"2016-09-22",24.2442
"2016-09-23",24.3328
"2016-09-24",24.3095
"2016-09-25",24.292
"2016-09-26",24.4714
"2016-09-27",24.6437
"2016-09-28",24.6238
"2016-09-29",24.7065
"2016-09-30",24.6721
"2016-10-01",24.0503
"2016-10-02",24.4158
"2016-10-03",24.2719
"2016-10-04",24.2038
"2016-10-05",24.4197
"2016-10-06",23.8101
"2016-10-07",23.1132
"2016-10-08",23.4552
"2016-10-09",24.5391
"2016-10-10",23.6211
"2016-10-11",23.4466
"2016-10-12",23.936
"2016-10-13",24.4662
"2016-10-14",24.7447
"2016-10-15",24.4267
"2016-10-16",24.3812
"2016-10-17",24.387
"2016-10-18",24.7078
"2016-10-19",24.443
"2016-10-20",24.2688
"2016-10-21",24.133
"2016-10-22",24.1124
"2016-10-23",24.4947
"2016-10-24",23.9964
"2016-10-25",23.9373
"2016-10-26",23.7636
"2016-10-27",23.9541
"2016-10-28",24.1188
"2016-10-29",24.7396
"2016-10-30",24.5759
"2016-10-31",24.4589
"2016-11-01",23.9963
"2016-11-02",23.9885
"2016-11-03",23.9742
"2016-11-04",23.6031
"2016-11-05",24.5032
"2016-11-06",24.2063
"2016-11-07",24.3072
"2016-11-08",23.6357
"2016-11-09",23.4407
"2016-11-10",23.3455
"2016-11-11",24.1733
"2016-11-12",24.4077
"2016-11-13",24.3369
"2016-11-14",24.2028
"2016-11-15",24.1491
"2016-11-16",23.7931
"2016-11-17",23.931
"2016-11-18",24.047
"2016-11-19",24.4184
"2016-11-20",24.2446
"2016-11-21",24.2097
"2016-11-22",24.5409
"2016-11-23",24.4846
"2016-11-24",23.409
"2016-11-25",23.3047
"2016-11-26",23.288
"2016-11-27",22.3674
"2016-11-28",21.839
"2016-11-29",21.538
"2016-11-30",20.9753
"2016-12-01",20.8845
"2016-12-02",22.7288
"2016-12-03",22.8777
"2016-12-04",23.6339
"2016-12-05",22.6157
"2016-12-06",21.0987
"2016-12-07",23.2388
"2016-12-08",24.1656
"2016-12-09",24.079
"2016-12-10",24.335
"2016-12-11",23.7834
"2016-12-12",22.8792
"2016-12-13",22.7042
"2016-12-14",22.2421
"2016-12-15",22.2734
"2016-12-16",23.1099
"2016-12-17",23.0873
"2016-12-18",21.8453
"2016-12-19",23.0636
"2016-12-20",24.3752
"2016-12-21",23.8505
"2016-12-22",22.5032
"2016-12-23",19.3145
"2016-12-24",18.6787
"2016-12-25",19.1769
"2016-12-26",22.0414
"2016-12-27",23.8222
"2016-12-28",23.9356
"2016-12-29",22.6735
"2016-12-30",21.9477
"2016-12-31",21.7867
"2017-01-01",22.3123
"2017-01-02",22.3268
"2017-01-03",22.0255
"2017-01-04",19.9993
"2017-01-05",18.7517
"2017-01-06",19.2133
"2017-01-07",18.0232
"2017-01-08",17.4661
"2017-01-09",18.2849
"2017-01-10",19.6439
"2017-01-11",18.5627
"2017-01-12",19.5335
"2017-01-13",16.9591
"2017-01-14",18.7501
"2017-01-15",19.9618
"2017-01-16",19.3214
"2017-01-17",18.0843
"2017-01-18",18.2542
"2017-01-19",20.28
"2017-01-20",22.3804
"2017-01-21",22.9559
"2017-01-22",23.4463
"2017-01-23",22.8979
"2017-01-24",23.0509
"2017-01-25",23.6056
"2017-01-26",24.1015
"2017-01-27",23.7316
"2017-01-28",23.438
"2017-01-29",23.825
"2017-01-30",23.6366
"2017-01-31",21.704
"2017-02-01",20.2394
"2017-02-02",19.4004
"2017-02-03",18.6246
"2017-02-04",18.2394
"2017-02-05",19.4231
"2017-02-06",19.3861
"2017-02-07",19.1692
"2017-02-08",20.0716
"2017-02-09",18.7654
"2017-02-10",19.8825
"2017-02-11",19.7689
"2017-02-12",18.5489
"2017-02-13",20.4104
"2017-02-14",22.5816
"2017-02-15",21.6451
"2017-02-16",20.5796
"2017-02-17",20.4569
"2017-02-18",21.5754
"2017-02-19",23.1816
"2017-02-20",22.5656
"2017-02-21",22.6309
"2017-02-22",22.8428
"2017-02-23",23.0647
"2017-02-24",22.9054
"2017-02-25",22.9788
"2017-02-26",23.4851
"2017-02-27",22.3235
"2017-02-28",23.3629
"2017-03-01",22.7807
"2017-03-02",22.5796
"2017-03-03",23.4763
"2017-03-04",23.8082
"2017-03-05",23.6841
"2017-03-06",24.1418
"2017-03-07",23.9121
"2017-03-08",23.5958
"2017-03-09",23.954
"2017-03-10",23.5015
"2017-03-11",23.9239
"2017-03-12",24.0936
"2017-03-13",23.8254
"2017-03-14",23.8965
"2017-03-15",23.6614
"2017-03-16",23.751
"2017-03-17",23.5581
"2017-03-18",23.9173
"2017-03-19",24.476
"2017-03-20",24.1384
"2017-03-21",24.1619
"2017-03-22",22.0354
"2017-03-23",23.136
"2017-03-24",22.456
"2017-03-25",22.6183
"2017-03-26",22.7004
"2017-03-27",23.4833
"2017-03-28",23.7096
"2017-03-29",23.9699
"2017-03-30",24.2161
"2017-03-31",24.1906
"2017-04-01",24.86
"2017-04-02",24.7715
"2017-04-03",24.6696
"2017-04-04",24.6707
"2017-04-05",24.7089
"2017-04-06",25.0858
"2017-04-07",25.4008
"2017-04-08",25.2744
"2017-04-09",24.837
"2017-04-10",25.0358
"2017-04-11",24.955
"2017-04-12",24.9661
"2017-04-13",24.7774
"2017-04-14",25.7846
"2017-04-15",25.5593
"2017-04-16",25.437
"2017-04-17",26.0692
"2017-04-18",25.3113
"2017-04-19",24.9957
"2017-04-20",25.2645
"2017-04-21",24.9379
"2017-04-22",25.5707
"2017-04-23",26.0678
"2017-04-24",25.9015
"2017-04-25",25.9563
"2017-04-26",25.1745
"2017-04-27",25.154
"2017-04-28",25.6669
"2017-04-29",25.3352
"2017-04-30",25.129
"2017-05-01",24.268
"2017-05-02",24.3148
"2017-05-03",24.7273
"2017-05-04",24.9013
"2017-05-05",24.9139
"2017-05-06",24.6534
"2017-05-07",24.3769
"2017-05-08",24.5811
"2017-05-09",25.2237
"2017-05-10",25.3679
"2017-05-11",25.3742
"2017-05-12",25.1308
"2017-05-13",25.6069
"2017-05-14",26.0685
"2017-05-15",25.8086
"2017-05-16",26.247
"2017-05-17",26.1429
"2017-05-18",25.3996
"2017-05-19",25.5515
"2017-05-20",25.7155
"2017-05-21",25.5085
"2017-05-22",25.787
"2017-05-23",25.6177
"2017-05-24",25.175
"2017-05-25",25.2993
"2017-05-26",25.3742
"2017-05-27",25.8959
"2017-05-28",25.6674
"2017-05-29",25.2494
"2017-05-30",25.0096
"2017-05-31",25.1354
"2017-06-01",25.3285
"2017-06-02",24.8955
"2017-06-03",25.2767
"2017-06-04",25.4679
"2017-06-05",25.3925
"2017-06-06",25.0424
"2017-06-07",25.011
"2017-06-08",25.3232
"2017-06-09",25.0458
"2017-06-10",25.1351
"2017-06-11",25.1293
"2017-06-12",25.2458
"2017-06-13",25.336
"2017-06-14",24.7788
"2017-06-15",24.7573
"2017-06-16",24.7408
"2017-06-17",25.4471
"2017-06-18",25.612
"2017-06-19",25.0648
"2017-06-20",25.1487
"2017-06-21",25.2815
"2017-06-22",25.2306
"2017-06-23",24.9018
"2017-06-24",24.4716
"2017-06-25",24.6294
"2017-06-26",24.7066
"2017-06-27",24.4333
"2017-06-28",24.9374
"2017-06-29",25.3162
"2017-06-30",25.2635
"2017-07-01",25.2067
"2017-07-02",24.8832
"2017-07-03",25.0565
"2017-07-04",24.9264
"2017-07-05",24.9228
"2017-07-06",25.1674
"2017-07-07",24.9214
"2017-07-08",25.106
"2017-07-09",24.2689
"2017-07-10",24.3838
"2017-07-11",24.8198
"2017-07-12",25.0951
"2017-07-13",24.7089
"2017-07-14",24.9274
"2017-07-15",25.1044
"2017-07-16",25.0696
"2017-07-17",25.0595
"2017-07-18",24.5935
"2017-07-19",24.9178
"2017-07-20",24.752
"2017-07-21",24.7662
"2017-07-22",25.3749
"2017-07-23",25.359
"2017-07-24",25.4687
"2017-07-25",25.4438
"2017-07-26",25.4522
"2017-07-27",25.0855
"2017-07-28",25.1428
"2017-07-29",25.0553
"2017-07-30",24.9665
"2017-07-31",25.0038
"2017-08-01",24.7887
"2017-08-02",25.0499
"2017-08-03",24.7893
"2017-08-04",24.9888
"2017-08-05",24.8731
"2017-08-06",24.9407
"2017-08-07",24.9133
"2017-08-08",24.8886
"2017-08-09",24.9034
"2017-08-10",24.7253
"2017-08-11",24.6193
"2017-08-12",24.3429
"2017-08-13",24.9081
"2017-08-14",24.7687
"2017-08-15",24.5991
"2017-08-16",24.2448
"2017-08-17",24.6407
"2017-08-18",24.7438
"2017-08-19",24.8549
"2017-08-20",24.7928
"2017-08-21",24.8516
"2017-08-22",24.3839
"2017-08-23",24.9525
"2017-08-24",24.8684
"2017-08-25",25.0346
"2017-08-26",24.8355
"2017-08-27",24.8223
"2017-08-28",24.7111
"2017-08-29",24.6185
"2017-08-30",24.7784
"2017-08-31",25.2918
"2017-09-01",24.682
"2017-09-02",24.3895
"2017-09-03",24.9543
"2017-09-04",24.8568
"2017-09-05",24.4755
"2017-09-06",24.4189
"2017-09-07",24.1626
"2017-09-08",24.4929
"2017-09-09",24.6857
"2017-09-10",24.7233
"2017-09-11",24.8824
"2017-09-12",24.5995
"2017-09-13",23.9196
"2017-09-14",24.243
"2017-09-15",24.4392
"2017-09-16",24.83
"2017-09-17",24.6494
"2017-09-18",24.8249
"2017-09-19",24.4612
"2017-09-20",24.6873
"2017-09-21",24.3603
"2017-09-22",24.9164
"2017-09-23",24.4447
"2017-09-24",25.0958
"2017-09-25",24.5392
"2017-09-26",24.8244
"2017-09-27",24.5906
"2017-09-28",24.4103
"2017-09-29",24.2169
"2017-09-30",25.0226
"2017-10-01",24.9819
"2017-10-02",24.8935
"2017-10-03",25.1701
"2017-10-04",25.0347
"2017-10-05",24.9765
"2017-10-06",24.6547
"2017-10-07",24.9404
"2017-10-08",24.9102
"2017-10-09",24.8481
"2017-10-10",25.0142
"2017-10-11",24.462
"2017-10-12",24.6609
"2017-10-13",24.8133
"2017-10-14",24.3825
"2017-10-15",24.7401
"2017-10-16",24.8729
"2017-10-17",24.7159
"2017-10-18",24.5823
"2017-10-19",24.5608
"2017-10-20",24.7056
"2017-10-21",24.5543
"2017-10-22",24.9388
"2017-10-23",24.9236
"2017-10-24",24.363
"2017-10-25",23.9364
"2017-10-26",24.1876
"2017-10-27",24.0583
"2017-10-28",24.6683
"2017-10-29",24.174
"2017-10-30",24.5297
"2017-10-31",24.4257
"2017-11-01",24.4369
"2017-11-02",24.2596
"2017-11-03",24.3646
"2017-11-04",24.2664
"2017-11-05",24.15
"2017-11-06",24.2651
"2017-11-07",23.914
"2017-11-08",23.5895
"2017-11-09",23.8912
"2017-11-10",24.1534
"2017-11-11",24.1848
"2017-11-12",23.7312
"2017-11-13",24.8668
"2017-11-14",24.0219
"2017-11-15",23.3827
"2017-11-16",23.1659
"2017-11-17",23.5214
"2017-11-18",24.2025
"2017-11-19",24.0955
"2017-11-20",24.0281
"2017-11-21",24.1661
"2017-11-22",23.9417
"2017-11-23",23.9052
"2017-11-24",22.8835
"2017-11-25",21.6468
"2017-11-26",23.7458
"2017-11-27",23.9787
"2017-11-28",24.1346
"2017-11-29",24.2075
"2017-11-30",23.503
"2017-12-01",23.4058
"2017-12-02",23.6973
"2017-12-03",23.9528
"2017-12-04",23.6346
"2017-12-05",23.5461
"2017-12-06",23.7553
"2017-12-07",24.0432
"2017-12-08",22.3423
"2017-12-09",21.9049
"2017-12-10",23.2724
"2017-12-11",24.2922
"2017-12-12",24.2019
"2017-12-13",24.3628
"2017-12-14",23.9175
"2017-12-15",23.8241
"2017-12-16",23.2109
"2017-12-17",22.5978
"2017-12-18",21.0423
"2017-12-19",23.0279
"2017-12-20",22.9495
"2017-12-21",22.593
"2017-12-22",21.3211
"2017-12-23",20.5113
"2017-12-24",22.3119
"2017-12-25",22.8445
"2017-12-26",23.427
"2017-12-27",22.499
"2017-12-28",20.4727
"2017-12-29",20.7991
"2017-12-30",21.6492
"2017-12-31",21.7661
"2018-01-01",22.1389
"2018-01-02",22.4326
"2018-01-03",21.5329
"2018-01-04",19.9641
"2018-01-05",18.1835
"2018-01-06",17.7408
"2018-01-07",17.9116
"2018-01-08",19.8418
"2018-01-09",21.8271
"2018-01-10",22.9644
"2018-01-11",23.2139
"2018-01-12",22.6795
"2018-01-13",23.489
"2018-01-14",22.2949
"2018-01-15",20.2912
"2018-01-16",20.1986
"2018-01-17",18.5853
"2018-01-18",18.4716
"2018-01-19",19.1023
"2018-01-20",19.4575
"2018-01-21",19.9559
"2018-01-22",21.127
"2018-01-23",21.1794
"2018-01-24",19.9491
"2018-01-25",19.4307
"2018-01-26",20.0817
"2018-01-27",20.282
"2018-01-28",20.2139
"2018-01-29",22.718
"2018-01-30",23.1346
"2018-01-31",22.0823
"2018-02-01",21.6128
"2018-02-02",20.4253
"2018-02-03",20.1124
"2018-02-04",21.9534
"2018-02-05",22.5626
"2018-02-06",23.0781
"2018-02-07",23.416
"2018-02-08",23.3866
"2018-02-09",23.4531
"2018-02-10",22.7065
"2018-02-11",22.5506
"2018-02-12",22.0015
"2018-02-13",20.5463
"2018-02-14",21.9829
"2018-02-15",22.0377
"2018-02-16",21.1078
"2018-02-17",18.0129
"2018-02-18",19.1324
"2018-02-19",18.3542
"2018-02-20",17.5385
"2018-02-21",19.7537
"2018-02-22",20.4534
"2018-02-23",20.6273
"2018-02-24",22.1739
"2018-02-25",22.558
"2018-02-26",22.791
"2018-02-27",22.6013
"2018-02-28",22.7017
"2018-03-01",22.7775
"2018-03-02",23.1901
"2018-03-03",23.6332
"2018-03-04",23.4861
"2018-03-05",23.8937
"2018-03-06",23.1922
"2018-03-07",22.0646
"2018-03-08",22.8374
"2018-03-09",22.3054
"2018-03-10",22.9267
"2018-03-11",22.2331
"2018-03-12",23.6158
"2018-03-13",24.1638
"2018-03-14",23.9246
"2018-03-15",24.0002
"2018-03-16",24.4329
"2018-03-17",24.3331
"2018-03-18",24.2199
"2018-03-19",23.7836
"2018-03-20",24.0212
"2018-03-21",23.907
"2018-03-22",24.1594
"2018-03-23",24.7513
"2018-03-24",23.8473
"2018-03-25",23.0101
"2018-03-26",23.9739
"2018-03-27",23.9083
"2018-03-28",23.713
"2018-03-29",24.4869
"2018-03-30",24.6047
"2018-03-31",25.1197
"2018-04-01",24.6381
"2018-04-02",24.3214
"2018-04-03",24.2391
"2018-04-04",24.2893
"2018-04-05",24.6452
"2018-04-06",24.0572
"2018-04-07",23.8691
"2018-04-08",24.5837
"2018-04-09",24.2936
"2018-04-10",24.2365
"2018-04-11",24.3562
"2018-04-12",24.2804
"2018-04-13",24.2519
"2018-04-14",24.3468
"2018-04-15",24.7363
"2018-04-16",24.7013
"2018-04-17",24.7491
"2018-04-18",24.7335
"2018-04-19",24.7805
"2018-04-20",25.3232
"2018-04-21",25.1348
"2018-04-22",25.1762
"2018-04-23",25.1055
"2018-04-24",25.0265
"2018-04-25",25.1496
"2018-04-26",24.621
"2018-04-27",25.0936
"2018-04-28",24.6855
"2018-04-29",24.8439
"2018-04-30",25.7219
"2018-05-01",25.8942
"2018-05-02",25.6274
"2018-05-03",25.2304
"2018-05-04",24.7371
"2018-05-05",24.7134
"2018-05-06",25.2135
"2018-05-07",25.007
"2018-05-08",24.8921
"2018-05-09",24.7879
"2018-05-10",24.6933
"2018-05-11",25.0896
"2018-05-12",24.8829
"2018-05-13",24.9288
"2018-05-14",24.6628
"2018-05-15",24.9898
"2018-05-16",24.7004
"2018-05-17",24.5688
"2018-05-18",24.4385
"2018-05-19",24.8551
"2018-05-20",24.9068
"2018-05-21",24.2804
"2018-05-22",25.2216
"2018-05-23",24.3391
"2018-05-24",24.475
"2018-05-25",24.5065
"2018-05-26",24.6767
"2018-05-27",25.2159
"2018-05-28",25.3803
"2018-05-29",24.8292
"2018-05-30",25.1182
"2018-05-31",25.4653
"2018-06-01",24.9692
"2018-06-02",25.1044
"2018-06-03",25.1739
"2018-06-04",25.2218
"2018-06-05",25.1611
"2018-06-06",25.2324
"2018-06-07",25.0633
"2018-06-08",25.1044
"2018-06-09",25.1162
"2018-06-10",25.1915
"2018-06-11",25.1332
"2018-06-12",24.9559
"2018-06-13",24.7956
"2018-06-14",24.9283
"2018-06-15",24.8501
"2018-06-16",24.4477
"2018-06-17",24.9964
"2018-06-18",24.9033
"2018-06-19",24.6439
"2018-06-20",24.3587
"2018-06-21",24.557
"2018-06-22",24.7476
"2018-06-23",24.7956
"2018-06-24",24.8964
"2018-06-25",24.7769
"2018-06-26",24.7454
"2018-06-27",24.4343
"2018-06-28",24.8398
"2018-06-29",24.3316
"2018-06-30",24.5704
"2018-07-01",24.2187
"2018-07-02",24.6692
"2018-07-03",24.7187
"2018-07-04",24.8496
"2018-07-05",24.6967
"2018-07-06",24.8499
"2018-07-07",24.2771
"2018-07-08",24.7871
"2018-07-09",24.3561
"2018-07-10",23.8255
"2018-07-11",23.8972
"2018-07-12",24.3651
"2018-07-13",24.5342
"2018-07-14",24.3621
"2018-07-15",24.302
"2018-07-16",23.7004
"2018-07-17",23.9703
"2018-07-18",24.1731
"2018-07-19",24.2852
"2018-07-20",23.7479
"2018-07-21",24.068
"2018-07-22",24.4762
"2018-07-23",24.4458
"2018-07-24",24.2844
"2018-07-25",24.3374
"2018-07-26",24.48
"2018-07-27",24.2361
"2018-07-28",24.0745
"2018-07-29",24.2995
"2018-07-30",24.4425
"2018-07-31",24.4965
"2018-08-01",24.4701
"2018-08-02",24.8021
"2018-08-03",25.078
"2018-08-04",24.6055
"2018-08-05",24.0839
"2018-08-06",24.4564
"2018-08-07",24.1614
"2018-08-08",23.8111
"2018-08-09",24.3794
"2018-08-10",24.4768
"2018-08-11",24.1548
"2018-08-12",24.4427
"2018-08-13",24.9412
"2018-08-14",24.4423
"2018-08-15",23.8424
"2018-08-16",23.5144
"2018-08-17",24.1057
"2018-08-18",23.6054
"2018-08-19",23.6835
"2018-08-20",23.7809
"2018-08-21",23.8892
"2018-08-22",23.9294
"2018-08-23",23.838
"2018-08-24",23.7379
"2018-08-25",23.8903
"2018-08-26",23.8471
"2018-08-27",24.0306
"2018-08-28",23.9977
"2018-08-29",23.7342
"2018-08-30",23.783
"2018-08-31",24.1075
"2018-09-01",23.6846
"2018-09-02",23.8062
"2018-09-03",23.7364
"2018-09-04",23.5805
"2018-09-05",23.1206
"2018-09-06",23.0949
"2018-09-07",23.369
"2018-09-08",23.4289
"2018-09-09",24.0813
"2018-09-10",23.8072
"2018-09-11",23.6529
"2018-09-12",23.4224
"2018-09-13",23.2635
"2018-09-14",23.3547
"2018-09-15",23.3446
"2018-09-16",23.8149
"2018-09-17",24.3616
"2018-09-18",24.1306
"2018-09-19",24.731
"2018-09-20",24.7394
"2018-09-21",24.2006
"2018-09-22",24.5628
"2018-09-23",24.4607
"2018-09-24",23.8231
"2018-09-25",24.1316
"2018-09-26",24.4374
"2018-09-27",24.3212
"2018-09-28",24.1875
"2018-09-29",24.3137
"2018-09-30",24.2524
"2018-10-01",24.2379
"2018-10-02",24.384
"2018-10-03",24.1638
"2018-10-04",24.5594
"2018-10-05",24.3836
"2018-10-06",24.229
"2018-10-07",24.1364
"2018-10-08",24.0178
"2018-10-09",24.1016
"2018-10-10",24.5946
"2018-10-11",24.6511
"2018-10-12",24.0375
"2018-10-13",23.801
"2018-10-14",24.0894
"2018-10-15",24.0963
"2018-10-16",23.6934
"2018-10-17",23.4951
"2018-10-18",24.1053
"2018-10-19",24.4935
"2018-10-20",23.7792
"2018-10-21",23.9956
"2018-10-22",24.2909
"2018-10-23",23.9027
"2018-10-24",23.8569
"2018-10-25",24.056
"2018-10-26",24.0305
"2018-10-27",24.3632
"2018-10-28",24.1169
