,"(deg C) Mean Dew Point Temperature (ERA5) at Ampara, 2007-01-01 to 2025-12-31"
"2015-11-14",23.309
"2015-11-15",23.539
"2015-11-16",23.965
"2015-11-17",24.5496
"2015-11-18",24.5153
"2015-11-19",23.93
"2015-11-20",23.8646
"2015-11-21",23.7009
"2015-11-22",24.2161
"2015-11-23",24.0865
"2015-11-24",24.0486
"2015-11-25",23.2046
"2015-11-26",23.0177
"2015-11-27",23.4717
"2015-11-28",23.5503
"2015-11-29",23.529
"2015-11-30",23.8988
"2015-12-01",23.9322
"2015-12-02",23.9631
"2015-12-03",24.2823
"2015-12-04",24.1106
"2015-12-05",24.3097
"2015-12-06",24.0353
"2015-12-07",24.2559
"2015-12-08",23.954
"2015-12-09",24.1878
"2015-12-10",23.7278
"2015-12-11",23.9511
"2015-12-12",23.9656
"2015-12-13",24.3675
"2015-12-14",23.6575
"2015-12-15",23.562
"2015-12-16",22.0186
"2015-12-17",23.4631
"2015-12-18",23.5852
"2015-12-19",22.8631
"2015-12-20",23.5118
"2015-12-21",23.0766
"2015-12-22",21.8617
"2015-12-23",21.8037
"2015-12-24",20.7841
"2015-12-25",21.952
"2015-12-26",23.3902
"2015-12-27",23.7471
"2015-12-28",23.8509
"2015-12-29",23.7922
"2015-12-30",23.8431
"2015-12-31",23.7795
"2016-01-01",23.4897
"2016-01-02",23.1557
"2016-01-03",23.6182
"2016-01-04",23.5012
"2016-01-05",23.6769
"2016-01-06",23.2487
"2016-01-07",23.1775
"2016-01-08",22.1107
"2016-01-09",21.8154
"2016-01-10",22.6138
"2016-01-11",22.2037
"2016-01-12",20.9767
"2016-01-13",20.7802
"2016-01-14",20.1518
"2016-01-15",21.2029
"2016-01-16",22.4236
"2016-01-17",21.3573
"2016-01-18",21.0463
"2016-01-19",21.3808
"2016-01-20",21.8386
"2016-01-21",22.3
"2016-01-22",22.9127
"2016-01-23",23.7227
"2016-01-24",23.5825
"2016-01-25",23.3838
"2016-01-26",22.3473
"2016-01-27",20.826
"2016-01-28",21.543
"2016-01-29",20.5751
"2016-01-30",20.8294
"2016-01-31",21.0507
"2016-02-01",21.0986
"2016-02-02",20.4676
"2016-02-03",19.4805
"2016-02-04",20.4645
"2016-02-05",21.8567
"2016-02-06",22.3705
"2016-02-07",23.0934
"2016-02-08",23.2511
"2016-02-09",23.6923
"2016-02-10",23.283
"2016-02-11",21.5153
"2016-02-12",20.5067
"2016-02-13",20.7855
"2016-02-14",21.3551
"2016-02-15",23.1907
"2016-02-16",21.9602
"2016-02-17",23.8984
"2016-02-18",24.1815
"2016-02-19",24.2025
"2016-02-20",23.8206
"2016-02-21",23.4691
"2016-02-22",21.9625
"2016-02-23",20.7528
"2016-02-24",23.5989
"2016-02-25",24.0056
"2016-02-26",22.8852
"2016-02-27",23.3652
"2016-02-28",24.0712
"2016-02-29",23.5426
"2016-03-01",24.014
"2016-03-02",23.5673
"2016-03-03",23.7831
"2016-03-04",23.6755
"2016-03-05",23.1392
"2016-03-06",23.719
"2016-03-07",23.7183
"2016-03-08",23.7112
"2016-03-09",23.8445
"2016-03-10",23.6732
"2016-03-11",23.0699
"2016-03-12",22.9669
"2016-03-13",22.7365
"2016-03-14",22.1697
"2016-03-15",22.3784
"2016-03-16",23.7148
"2016-03-17",23.0263
"2016-03-18",21.2834
"2016-03-19",20.6814
"2016-03-20",21.3371
"2016-03-21",22.1613
"2016-03-22",23.0458
"2016-03-23",23.1718
"2016-03-24",21.502
"2016-03-25",22.0261
"2016-03-26",22.5119
"2016-03-27",23.481
"2016-03-28",23.8888
"2016-03-29",24.0053
"2016-03-30",23.9194
"2016-03-31",24.6188
"2016-04-01",23.6644
"2016-04-02",23.4964
"2016-04-03",23.9855
"2016-04-04",23.145
"2016-04-05",22.5598
"2016-04-06",23.4425
"2016-04-07",24.0637
"2016-04-08",23.9807
"2016-04-09",24.3909
"2016-04-10",24.559
"2016-04-11",24.2517
"2016-04-12",24.5086
"2016-04-13",24.9112
"2016-04-14",24.9894
"2016-04-15",24.5483
"2016-04-16",24.1
"2016-04-17",23.9689
"2016-04-18",24.0746
"2016-04-19",24.5045
"2016-04-20",24.7415
"2016-04-21",24.5411
"2016-04-22",24.604
"2016-04-23",24.2728
"2016-04-24",24.2781
"2016-04-25",24.4068
"2016-04-26",24.2075
"2016-04-27",24.5441
"2016-04-28",23.976
"2016-04-29",24.157
"2016-04-30",24.2876
"2016-05-01",23.8871
"2016-05-02",24.13
"2016-05-03",24.4349
"2016-05-04",24.227
"2016-05-05",24.4622
"2016-05-06",24.4042
"2016-05-07",24.5333
"2016-05-08",24.306
"2016-05-09",24.5963
"2016-05-10",24.5045
"2016-05-11",24.6153
"2016-05-12",24.5515
"2016-05-13",24.5603
"2016-05-14",24.7255
"2016-05-15",23.8423
"2016-05-16",24.2883
"2016-05-17",24.3819
"2016-05-18",24.2887
"2016-05-19",24.5435
"2016-05-20",24.6118
"2016-05-21",24.9645
"2016-05-22",25.4192
"2016-05-23",25.3228
"2016-05-24",25.0171
"2016-05-25",24.8398
"2016-05-26",24.7709
"2016-05-27",24.3765
"2016-05-28",24.0189
"2016-05-29",24.071
"2016-05-30",24.3459
"2016-05-31",24.3881
"2016-06-01",24.1978
"2016-06-02",24.0742
"2016-06-03",24.0986
"2016-06-04",24.153
"2016-06-05",24.0836
"2016-06-06",23.8899
"2016-06-07",23.611
"2016-06-08",23.2094
"2016-06-09",23.3838
"2016-06-10",23.4383
"2016-06-11",23.0901
"2016-06-12",23.5137
"2016-06-13",22.7431
"2016-06-14",22.1635
"2016-06-15",20.674
"2016-06-16",21.282
"2016-06-17",21.527
"2016-06-18",21.9296
"2016-06-19",21.43
"2016-06-20",20.8476
"2016-06-21",21.3238
"2016-06-22",20.8534
"2016-06-23",20.5312
"2016-06-24",21.1373
"2016-06-25",20.0236
"2016-06-26",20.9965
"2016-06-27",21.0499
"2016-06-28",20.9775
"2016-06-29",20.757
"2016-06-30",20.2913
"2016-07-01",20.5523
"2016-07-02",19.6247
"2016-07-03",21.6524
"2016-07-04",22.0481
"2016-07-05",20.2419
"2016-07-06",20.634
"2016-07-07",20.4409
"2016-07-08",20.9369
"2016-07-09",21.2147
"2016-07-10",20.6395
"2016-07-11",19.9542
"2016-07-12",19.6265
"2016-07-13",20.3144
"2016-07-14",21.3856
"2016-07-15",22.2932
"2016-07-16",22.0952
"2016-07-17",22.5539
"2016-07-18",21.5799
"2016-07-19",21.7072
"2016-07-20",22.523
"2016-07-21",22.1692
"2016-07-22",20.5699
"2016-07-23",20.4748
"2016-07-24",21.9177
"2016-07-25",23.1173
"2016-07-26",23.4712
"2016-07-27",23.6248
"2016-07-28",23.1048
"2016-07-29",23.1417
"2016-07-30",22.6215
"2016-07-31",21.9711
"2016-08-01",21.0703
"2016-08-02",19.5925
"2016-08-03",20.1576
"2016-08-04",20.3899
"2016-08-05",20.374
"2016-08-06",20.2872
"2016-08-07",20.9212
"2016-08-08",22.1925
"2016-08-09",21.9916
"2016-08-10",21.3432
"2016-08-11",20.8831
"2016-08-12",21.0732
"2016-08-13",20.8709
"2016-08-14",20.7445
"2016-08-15",20.4854
"2016-08-16",20.2049
"2016-08-17",19.3941
"2016-08-18",20.2408
"2016-08-19",21.1464
"2016-08-20",21.5138
"2016-08-21",22.549
"2016-08-22",23.748
"2016-08-23",22.6401
"2016-08-24",22.4409
"2016-08-25",22.1562
"2016-08-26",22.1094
"2016-08-27",21.7904
"2016-08-28",21.6059
"2016-08-29",21.1873
"2016-08-30",21.2633
"2016-08-31",22.0469
"2016-09-01",22.2205
"2016-09-02",21.6712
"2016-09-03",21.8432
"2016-09-04",21.9048
"2016-09-05",20.3645
"2016-09-06",19.4005
"2016-09-07",18.5344
"2016-09-08",17.7006
"2016-09-09",19.4741
"2016-09-10",19.8851
"2016-09-11",19.0529
"2016-09-12",19.4979
"2016-09-13",20.5642
"2016-09-14",21.7667
"2016-09-15",22.1743
"2016-09-16",20.4542
"2016-09-17",20.3843
"2016-09-18",21.8473
"2016-09-19",22.0411
"2016-09-20",21.5197
"2016-09-21",20.3589
"2016-09-22",20.0665
"2016-09-23",20.0326
"2016-09-24",19.5893
"2016-09-25",19.3867
"2016-09-26",20.2574
"2016-09-27",20.7209
"2016-09-28",21.0804
"2016-09-29",20.8469
"2016-09-30",20.6367
"2016-10-01",19.7751
"2016-10-02",20.3426
"2016-10-03",20.6205
"2016-10-04",20.5796
"2016-10-05",21.0872
"2016-10-06",20.7129
"2016-10-07",18.4119
"2016-10-08",18.4325
"2016-10-09",20.0959
"2016-10-10",19.3263
"2016-10-11",18.0704
"2016-10-12",19.3997
"2016-10-13",21.7509
"2016-10-14",22.7066
"2016-10-15",22.0344
"2016-10-16",22.163
"2016-10-17",21.5137
"2016-10-18",21.6744
"2016-10-19",22.2888
"2016-10-20",22.6257
"2016-10-21",22.0115
"2016-10-22",22.4133
"2016-10-23",22.3079
"2016-10-24",22.3993
"2016-10-25",22.7972
"2016-10-26",21.0525
"2016-10-27",22.073
"2016-10-28",22.2946
"2016-10-29",22.5277
"2016-10-30",23.766
"2016-10-31",23.4864
"2016-11-01",23.5248
"2016-11-02",23.3269
"2016-11-03",23.4187
"2016-11-04",23.1476
"2016-11-05",23.6264
"2016-11-06",23.2062
"2016-11-07",22.6764
"2016-11-08",22.6467
"2016-11-09",22.7842
"2016-11-10",22.9691
"2016-11-11",23.3797
"2016-11-12",23.7398
"2016-11-13",23.8878
"2016-11-14",23.699
"2016-11-15",23.23
"2016-11-16",23.185
"2016-11-17",23.4798
"2016-11-18",23.5117
"2016-11-19",23.567
"2016-11-20",23.4094
"2016-11-21",23.6784
"2016-11-22",23.7636
"2016-11-23",23.3256
"2016-11-24",22.6058
"2016-11-25",23.0786
"2016-11-26",23.0619
"2016-11-27",21.6818
"2016-11-28",20.7909
"2016-11-29",20.456
"2016-11-30",18.8577
"2016-12-01",19.749
"2016-12-02",22.0239
"2016-12-03",22.9096
"2016-12-04",22.7528
"2016-12-05",22.115
"2016-12-06",21.2983
"2016-12-07",22.9356
"2016-12-08",23.1858
"2016-12-09",21.9643
"2016-12-10",22.5066
"2016-12-11",21.5737
"2016-12-12",20.34
"2016-12-13",21.1557
"2016-12-14",21.6512
"2016-12-15",22.2888
"2016-12-16",22.6579
"2016-12-17",22.7616
"2016-12-18",21.314
"2016-12-19",22.8908
"2016-12-20",23.6388
"2016-12-21",23.0895
"2016-12-22",21.9316
"2016-12-23",18.5739
"2016-12-24",17.5804
"2016-12-25",18.6177
"2016-12-26",21.6604
"2016-12-27",23.361
"2016-12-28",23.4555
"2016-12-29",22.9803
"2016-12-30",22.1343
"2016-12-31",22.1915
"2017-01-01",22.4809
"2017-01-02",22.4622
"2017-01-03",21.8597
"2017-01-04",19.9392
"2017-01-05",18.7866
"2017-01-06",19.4372
"2017-01-07",18.1209
"2017-01-08",17.8852
"2017-01-09",18.6206
"2017-01-10",19.4951
"2017-01-11",18.0834
"2017-01-12",18.6402
"2017-01-13",17.7201
"2017-01-14",18.7765
"2017-01-15",19.8122
"2017-01-16",19.2051
"2017-01-17",18.2278
"2017-01-18",18.5398
"2017-01-19",20.9248
"2017-01-20",22.4921
"2017-01-21",22.9505
"2017-01-22",22.9536
"2017-01-23",22.5666
"2017-01-24",22.6494
"2017-01-25",23.1279
"2017-01-26",23.4434
"2017-01-27",22.8823
"2017-01-28",22.815
"2017-01-29",23.1941
"2017-01-30",23.0402
"2017-01-31",20.5426
"2017-02-01",19.5325
"2017-02-02",19.1198
"2017-02-03",18.1419
"2017-02-04",17.8025
"2017-02-05",18.5814
"2017-02-06",19.6743
"2017-02-07",19.8908
"2017-02-08",19.482
"2017-02-09",18.3936
"2017-02-10",18.8455
"2017-02-11",18.6442
"2017-02-12",19.0057
"2017-02-13",21.692
"2017-02-14",23.342
"2017-02-15",22.3718
"2017-02-16",21.7083
"2017-02-17",21.4049
"2017-02-18",22.7034
"2017-02-19",22.7789
"2017-02-20",22.8513
"2017-02-21",22.2106
"2017-02-22",22.0392
"2017-02-23",23.3158
"2017-02-24",22.5839
"2017-02-25",22.8888
"2017-02-26",22.5846
"2017-02-27",23.2028
"2017-02-28",23.4854
"2017-03-01",22.5609
"2017-03-02",22.9027
"2017-03-03",23.3536
"2017-03-04",23.1412
"2017-03-05",23.2352
"2017-03-06",23.6412
"2017-03-07",23.6819
"2017-03-08",23.034
"2017-03-09",23.8035
"2017-03-10",23.1671
"2017-03-11",23.3861
"2017-03-12",23.3744
"2017-03-13",23.3672
"2017-03-14",23.6392
"2017-03-15",23.3392
"2017-03-16",22.2491
"2017-03-17",21.8603
"2017-03-18",21.1777
"2017-03-19",22.5666
"2017-03-20",23.3267
"2017-03-21",23.2047
"2017-03-22",21.7032
"2017-03-23",20.5372
"2017-03-24",19.7935
"2017-03-25",19.843
"2017-03-26",20.8096
"2017-03-27",22.4273
"2017-03-28",23.3175
"2017-03-29",23.605
"2017-03-30",23.6841
"2017-03-31",23.7002
"2017-04-01",23.4904
"2017-04-02",23.4645
"2017-04-03",23.2139
"2017-04-04",23.4745
"2017-04-05",23.6302
"2017-04-06",23.7834
"2017-04-07",23.4524
"2017-04-08",22.7658
"2017-04-09",22.7564
"2017-04-10",23.2455
"2017-04-11",23.6478
"2017-04-12",23.7998
"2017-04-13",23.9077
"2017-04-14",23.6267
"2017-04-15",23.3401
"2017-04-16",22.8261
"2017-04-17",22.7518
"2017-04-18",23.4653
"2017-04-19",23.0271
"2017-04-20",21.9692
"2017-04-21",22.1445
"2017-04-22",22.972
"2017-04-23",23.4465
"2017-04-24",23.3585
"2017-04-25",23.4342
"2017-04-26",23.3971
"2017-04-27",23.4352
"2017-04-28",23.3952
"2017-04-29",23.6444
"2017-04-30",23.4257
"2017-05-01",22.5186
"2017-05-02",22.5471
"2017-05-03",22.344
"2017-05-04",23.3667
"2017-05-05",23.7555
"2017-05-06",23.693
"2017-05-07",23.2744
"2017-05-08",23.7323
"2017-05-09",24.2227
"2017-05-10",24.1164
"2017-05-11",24.1575
"2017-05-12",23.9699
"2017-05-13",24.0354
"2017-05-14",24.5719
"2017-05-15",23.8474
"2017-05-16",23.6067
"2017-05-17",23.9766
"2017-05-18",24.0256
"2017-05-19",24.2395
"2017-05-20",24.0342
"2017-05-21",24.3112
"2017-05-22",25.1684
"2017-05-23",24.648
"2017-05-24",23.1579
"2017-05-25",23.4908
"2017-05-26",23.1901
"2017-05-27",23.5507
"2017-05-28",23.0507
"2017-05-29",22.6952
"2017-05-30",22.3537
"2017-05-31",22.654
"2017-06-01",23.0206
"2017-06-02",22.9355
"2017-06-03",22.6367
"2017-06-04",22.8534
"2017-06-05",23.2706
"2017-06-06",22.7793
"2017-06-07",22.4123
"2017-06-08",21.7678
"2017-06-09",21.1109
"2017-06-10",20.835
"2017-06-11",21.7459
"2017-06-12",21.9503
"2017-06-13",22.7091
"2017-06-14",23.4369
"2017-06-15",23.4746
"2017-06-16",23.1726
"2017-06-17",23.6659
"2017-06-18",23.6335
"2017-06-19",23.2196
"2017-06-20",23.4813
"2017-06-21",22.7294
"2017-06-22",22.6363
"2017-06-23",22.5652
"2017-06-24",21.5797
"2017-06-25",21.826
"2017-06-26",21.5674
"2017-06-27",21.3314
"2017-06-28",21.0064
"2017-06-29",21.4287
"2017-06-30",21.9889
"2017-07-01",22.4317
"2017-07-02",22.8575
"2017-07-03",22.6938
"2017-07-04",22.7962
"2017-07-05",21.1809
"2017-07-06",22.0065
"2017-07-07",22.4897
"2017-07-08",22.3289
"2017-07-09",22.4156
"2017-07-10",21.7735
"2017-07-11",21.6724
"2017-07-12",22.9715
"2017-07-13",21.5136
"2017-07-14",20.8523
"2017-07-15",20.6935
"2017-07-16",20.4338
"2017-07-17",20.1023
"2017-07-18",20.1802
"2017-07-19",21.1126
"2017-07-20",21.762
"2017-07-21",21.6352
"2017-07-22",22.3603
"2017-07-23",22.2564
"2017-07-24",22.6422
"2017-07-25",23.1875
"2017-07-26",22.6014
"2017-07-27",22.3478
"2017-07-28",22.0397
"2017-07-29",23.2637
"2017-07-30",23.2201
"2017-07-31",23.5387
"2017-08-01",22.8784
"2017-08-02",22.8038
"2017-08-03",21.6332
"2017-08-04",21.6447
"2017-08-05",21.8612
"2017-08-06",22.586
"2017-08-07",22.9946
"2017-08-08",23.2092
"2017-08-09",23.2864
"2017-08-10",23.5313
"2017-08-11",23.1454
"2017-08-12",23.0677
"2017-08-13",23.4889
"2017-08-14",23.4576
"2017-08-15",21.7642
"2017-08-16",20.8595
"2017-08-17",21.1237
"2017-08-18",22.6657
"2017-08-19",22.365
"2017-08-20",21.1563
"2017-08-21",21.3847
"2017-08-22",21.313
"2017-08-23",22.6717
"2017-08-24",23.6325
"2017-08-25",23.3616
"2017-08-26",21.8724
"2017-08-27",20.9568
"2017-08-28",21.6867
"2017-08-29",22.0848
"2017-08-30",23.0089
"2017-08-31",23.8943
"2017-09-01",23.6389
"2017-09-02",23.7296
"2017-09-03",24.2886
"2017-09-04",24.0789
"2017-09-05",23.5111
"2017-09-06",23.6724
"2017-09-07",24.1003
"2017-09-08",24.035
"2017-09-09",24.0722
"2017-09-10",23.7537
"2017-09-11",24.055
"2017-09-12",24.0188
"2017-09-13",23.4105
"2017-09-14",23.1912
"2017-09-15",23.5575
"2017-09-16",22.7017
"2017-09-17",22.0637
"2017-09-18",21.726
"2017-09-19",21.2122
"2017-09-20",21.7198
"2017-09-21",21.6197
"2017-09-22",21.9012
"2017-09-23",22.2603
"2017-09-24",22.4108
"2017-09-25",22.4183
"2017-09-26",22.8496
"2017-09-27",22.1548
"2017-09-28",21.5694
"2017-09-29",21.4367
"2017-09-30",22.811
"2017-10-01",23.0092
"2017-10-02",22.7711
"2017-10-03",23.533
"2017-10-04",23.3348
"2017-10-05",24.0857
"2017-10-06",23.7387
"2017-10-07",24.1141
"2017-10-08",23.9975
"2017-10-09",23.5814
"2017-10-10",23.9179
"2017-10-11",23.7328
"2017-10-12",23.7835
"2017-10-13",23.6669
"2017-10-14",23.2796
"2017-10-15",22.759
"2017-10-16",21.3071
"2017-10-17",22.129
"2017-10-18",22.5485
"2017-10-19",23.3438
"2017-10-20",23.0867
"2017-10-21",22.2619
"2017-10-22",23.3621
"2017-10-23",23.5581
"2017-10-24",23.6319
"2017-10-25",23.9266
"2017-10-26",23.4463
"2017-10-27",23.1863
"2017-10-28",23.8299
"2017-10-29",23.5962
"2017-10-30",23.9766
"2017-10-31",23.8453
"2017-11-01",23.5422
"2017-11-02",23.5995
"2017-11-03",23.6715
"2017-11-04",23.8102
"2017-11-05",23.503
"2017-11-06",23.2271
"2017-11-07",23.3661
"2017-11-08",22.8766
"2017-11-09",22.9
"2017-11-10",23.3627
"2017-11-11",23.4066
"2017-11-12",21.8822
"2017-11-13",23.2481
"2017-11-14",22.1135
"2017-11-15",21.8595
"2017-11-16",22.4551
"2017-11-17",23.1363
"2017-11-18",23.828
"2017-11-19",23.6305
"2017-11-20",23.5836
"2017-11-21",23.9212
"2017-11-22",23.3371
"2017-11-23",23.0374
"2017-11-24",22.4308
"2017-11-25",21.7169
"2017-11-26",23.3943
"2017-11-27",23.4186
"2017-11-28",23.6591
"2017-11-29",23.3541
"2017-11-30",23.4542
"2017-12-01",23.2486
"2017-12-02",23.2106
"2017-12-03",23.1938
"2017-12-04",22.5462
"2017-12-05",23.2026
"2017-12-06",22.9759
"2017-12-07",22.2404
"2017-12-08",21.6916
"2017-12-09",21.9315
"2017-12-10",22.537
"2017-12-11",22.8079
"2017-12-12",23.2808
"2017-12-13",23.5871
"2017-12-14",23.1105
"2017-12-15",23.5819
"2017-12-16",22.9332
"2017-12-17",22.5545
"2017-12-18",20.5297
"2017-12-19",22.7752
"2017-12-20",22.5259
"2017-12-21",21.9807
"2017-12-22",20.9751
"2017-12-23",20.7445
"2017-12-24",22.5837
"2017-12-25",22.9632
"2017-12-26",23.1827
"2017-12-27",22.6158
"2017-12-28",20.5499
"2017-12-29",20.6777
"2017-12-30",21.3518
"2017-12-31",21.8631
"2018-01-01",22.1939
"2018-01-02",22.1959
"2018-01-03",21.3915
"2018-01-04",20.5138
"2018-01-05",18.0924
"2018-01-06",17.9197
"2018-01-07",18.031
"2018-01-08",19.4326
"2018-01-09",21.8717
"2018-01-10",22.7383
"2018-01-11",22.9012
"2018-01-12",22.8025
"2018-01-13",23.0543
"2018-01-14",22.8017
"2018-01-15",20.4364
"2018-01-16",20.1295
"2018-01-17",18.5789
"2018-01-18",18.7584
"2018-01-19",18.9119
"2018-01-20",19.4562
"2018-01-21",20.2338
"2018-01-22",21.4502
"2018-01-23",21.3316
"2018-01-24",19.9778
"2018-01-25",19.4769
"2018-01-26",21.0416
"2018-01-27",20.8472
"2018-01-28",20.4252
"2018-01-29",22.8102
"2018-01-30",22.9774
"2018-01-31",22.122
"2018-02-01",21.0589
"2018-02-02",20.3805
"2018-02-03",20.4668
"2018-02-04",22.3821
"2018-02-05",22.6774
"2018-02-06",23.2871
"2018-02-07",23.2547
"2018-02-08",23.1544
"2018-02-09",22.9373
"2018-02-10",21.5768
"2018-02-11",22.4499
"2018-02-12",22.5431
"2018-02-13",21.9087
"2018-02-14",23.0154
"2018-02-15",23.3918
"2018-02-16",22.4077
"2018-02-17",19.8259
"2018-02-18",19.5314
"2018-02-19",18.7287
"2018-02-20",18.6429
"2018-02-21",20.0598
"2018-02-22",21.0703
"2018-02-23",21.9354
"2018-02-24",23.3308
"2018-02-25",23.0984
"2018-02-26",23.0059
"2018-02-27",22.9402
"2018-02-28",23.0645
"2018-03-01",23.2385
"2018-03-02",23.1489
"2018-03-03",23.3583
"2018-03-04",23.1489
"2018-03-05",23.1148
"2018-03-06",20.9261
"2018-03-07",21.2099
"2018-03-08",22.3438
"2018-03-09",22.6675
"2018-03-10",23.2007
"2018-03-11",23.1164
"2018-03-12",23.0776
"2018-03-13",23.8481
"2018-03-14",23.6059
"2018-03-15",23.4411
"2018-03-16",24.0481
"2018-03-17",24.0698
"2018-03-18",23.9255
"2018-03-19",22.5221
"2018-03-20",22.4108
"2018-03-21",22.8051
"2018-03-22",22.9647
"2018-03-23",22.6769
"2018-03-24",21.6774
"2018-03-25",22.522
"2018-03-26",23.7652
"2018-03-27",23.4217
"2018-03-28",22.795
"2018-03-29",23.1709
"2018-03-30",24.0605
"2018-03-31",23.8809
"2018-04-01",23.1371
"2018-04-02",23.1531
"2018-04-03",23.4919
"2018-04-04",23.6031
"2018-04-05",23.7651
"2018-04-06",23.3635
"2018-04-07",22.6721
"2018-04-08",23.4482
"2018-04-09",23.5978
"2018-04-10",23.9705
"2018-04-11",23.7922
"2018-04-12",24.1945
"2018-04-13",23.8869
"2018-04-14",23.9183
"2018-04-15",24.4575
"2018-04-16",24.2422
"2018-04-17",24.0694
"2018-04-18",24.0002
"2018-04-19",24.243
"2018-04-20",24.2303
"2018-04-21",23.9088
"2018-04-22",23.4213
"2018-04-23",23.8314
"2018-04-24",23.8722
"2018-04-25",23.8355
"2018-04-26",23.4091
"2018-04-27",24.2449
"2018-04-28",24.1309
"2018-04-29",23.9279
"2018-04-30",24.4613
"2018-05-01",25.1179
"2018-05-02",24.452
"2018-05-03",23.7115
"2018-05-04",23.598
"2018-05-05",24.0568
"2018-05-06",24.3259
"2018-05-07",24.2947
"2018-05-08",24.4759
"2018-05-09",24.3525
"2018-05-10",24.3233
"2018-05-11",24.5785
"2018-05-12",24.2757
"2018-05-13",24.5568
"2018-05-14",24.1585
"2018-05-15",24.3368
"2018-05-16",24.2083
"2018-05-17",23.9295
"2018-05-18",23.8593
"2018-05-19",24.0388
"2018-05-20",23.9376
"2018-05-21",23.6507
"2018-05-22",24.524
"2018-05-23",24.089
"2018-05-24",24.1607
"2018-05-25",24.2063
"2018-05-26",24.2164
"2018-05-27",24.0477
"2018-05-28",23.465
"2018-05-29",22.7725
"2018-05-30",22.9982
"2018-05-31",23.6633
"2018-06-01",24.3249
"2018-06-02",24.5361
"2018-06-03",24.4473
"2018-06-04",24.4336
"2018-06-05",24.6544
"2018-06-06",24.4921
"2018-06-07",23.8738
"2018-06-08",23.3222
"2018-06-09",22.9064
"2018-06-10",22.8409
"2018-06-11",22.364
"2018-06-12",21.741
"2018-06-13",22.4392
"2018-06-14",22.8759
"2018-06-15",23.2753
"2018-06-16",23.4794
"2018-06-17",23.3572
"2018-06-18",23.0918
"2018-06-19",21.9772
"2018-06-20",21.4169
"2018-06-21",21.8654
"2018-06-22",22.3161
"2018-06-23",22.409
"2018-06-24",22.6935
"2018-06-25",22.03
"2018-06-26",21.3633
"2018-06-27",21.2218
"2018-06-28",21.3576
"2018-06-29",21.8415
"2018-06-30",22.9859
"2018-07-01",23.7479
"2018-07-02",23.6202
"2018-07-03",23.5192
"2018-07-04",22.979
"2018-07-05",22.5471
"2018-07-06",22.0541
"2018-07-07",20.4276
"2018-07-08",21.2085
"2018-07-09",21.5219
"2018-07-10",21.3577
"2018-07-11",20.9015
"2018-07-12",20.695
"2018-07-13",20.2683
"2018-07-14",21.0164
"2018-07-15",21.46
"2018-07-16",20.854
"2018-07-17",19.7748
"2018-07-18",19.6393
"2018-07-19",19.803
"2018-07-20",18.6148
"2018-07-21",20.2817
"2018-07-22",20.8975
"2018-07-23",22.042
"2018-07-24",22.1974
"2018-07-25",22.5378
"2018-07-26",22.6621
"2018-07-27",22.6905
"2018-07-28",21.7347
"2018-07-29",21.3101
"2018-07-30",22.1217
"2018-07-31",22.339
"2018-08-01",21.8258
"2018-08-02",22.5061
"2018-08-03",22.4014
"2018-08-04",21.3745
"2018-08-05",20.9454
"2018-08-06",20.2549
"2018-08-07",20.0942
"2018-08-08",20.4959
"2018-08-09",20.3566
"2018-08-10",21.141
"2018-08-11",20.203
"2018-08-12",20.5099
"2018-08-13",20.6689
"2018-08-14",21.1338
"2018-08-15",21.012
"2018-08-16",20.6163
"2018-08-17",20.4644
"2018-08-18",20.6119
"2018-08-19",20.9991
"2018-08-20",20.049
"2018-08-21",20.1014
"2018-08-22",21.2719
"2018-08-23",21.9181
"2018-08-24",22.944
"2018-08-25",22.5915
"2018-08-26",22.37
"2018-08-27",22.3288
"2018-08-28",22.8045
"2018-08-29",22.2159
"2018-08-30",22.4264
"2018-08-31",22.3397
"2018-09-01",21.8542
"2018-09-02",21.5981
"2018-09-03",21.8321
"2018-09-04",21.2021
"2018-09-05",19.5577
"2018-09-06",18.6149
"2018-09-07",18.9855
"2018-09-08",20.1975
"2018-09-09",22.0216
"2018-09-10",22.2982
"2018-09-11",22.5363
"2018-09-12",22.137
"2018-09-13",22.0668
"2018-09-14",22.0918
"2018-09-15",21.2431
"2018-09-16",20.7914
"2018-09-17",20.6253
"2018-09-18",20.5682
"2018-09-19",21.4439
"2018-09-20",21.705
"2018-09-21",21.718
"2018-09-22",22.9169
"2018-09-23",23.2393
"2018-09-24",23.1797
"2018-09-25",23.3224
"2018-09-26",23.2422
"2018-09-27",23.2773
"2018-09-28",23.4519
"2018-09-29",23.8131
"2018-09-30",23.976
"2018-10-01",23.8268
"2018-10-02",24.1533
"2018-10-03",23.9583
"2018-10-04",24.04
"2018-10-05",24.1908
"2018-10-06",23.8182
"2018-10-07",23.6229
"2018-10-08",23.7448
"2018-10-09",23.5677
"2018-10-10",22.8768
"2018-10-11",23.3371
"2018-10-12",23.3674
"2018-10-13",23.1838
"2018-10-14",23.5488
"2018-10-15",23.4487
"2018-10-16",23.2247
"2018-10-17",22.9485
"2018-10-18",23.001
"2018-10-19",23.5405
"2018-10-20",23.2889
"2018-10-21",23.3226
"2018-10-22",23.5229
"2018-10-23",23.4153
"2018-10-24",23.5
"2018-10-25",23.3328
"2018-10-26",23.2678
"2018-10-27",23.4253
"2018-10-28",23.4189
"2018-10-29",23.6313
