,"(deg C) Mean Dew Point Temperature (ERA5) at Jaffna, 2007-01-01 to 2025-12-31"
"2015-11-14",23.8881
"2015-11-15",23.6344
"2015-11-16",22.9652
"2015-11-17",23.9635
"2015-11-18",23.9258
"2015-11-19",24.0428
"2015-11-20",24.162
"2015-11-21",24.0949
"2015-11-22",24.3569
"2015-11-23",24.3195
"2015-11-24",24.2451
"2015-11-25",23.1972
"2015-11-26",23.7996
"2015-11-27",23.8005
"2015-11-28",22.5998
"2015-11-29",23.5535
"2015-11-30",23.9731
"2015-12-01",24.156
"2015-12-02",23.7938
"2015-12-03",24.189
"2015-12-04",23.9779
"2015-12-05",24.1368
"2015-12-06",24.394
"2015-12-07",24.1006
"2015-12-08",24.2641
"2015-12-09",24.33
"2015-12-10",24.378
"2015-12-11",24.0349
"2015-12-12",21.975
"2015-12-13",22.6274
"2015-12-14",23.934
"2015-12-15",23.5268
"2015-12-16",20.9844
"2015-12-17",22.6751
"2015-12-18",23.6291
"2015-12-19",23.6434
"2015-12-20",23.226
"2015-12-21",21.9566
"2015-12-22",22.1857
"2015-12-23",22.644
"2015-12-24",22.0689
"2015-12-25",21.4748
"2015-12-26",22.6469
"2015-12-27",23.9351
"2015-12-28",23.8077
"2015-12-29",23.847
"2015-12-30",22.9101
"2015-12-31",21.7812
"2016-01-01",21.4687
"2016-01-02",21.8297
"2016-01-03",21.5096
"2016-01-04",21.658
"2016-01-05",22.771
"2016-01-06",23.024
"2016-01-07",21.7173
"2016-01-08",21.3634
"2016-01-09",21.3232
"2016-01-10",20.8633
"2016-01-11",20.3767
"2016-01-12",19.2155
"2016-01-13",19.9512
"2016-01-14",18.5821
"2016-01-15",18.9806
"2016-01-16",20.1439
"2016-01-17",20.216
"2016-01-18",20.2476
"2016-01-19",21.0371
"2016-01-20",21.246
"2016-01-21",21.6736
"2016-01-22",21.7302
"2016-01-23",23.0679
"2016-01-24",23.7931
"2016-01-25",22.9016
"2016-01-26",21.9417
"2016-01-27",20.9932
"2016-01-28",20.6261
"2016-01-29",21.1687
"2016-01-30",20.1802
"2016-01-31",20.6065
"2016-02-01",20.5097
"2016-02-02",21.0237
"2016-02-03",20.5692
"2016-02-04",20.6498
"2016-02-05",20.9263
"2016-02-06",21.0376
"2016-02-07",22.3033
"2016-02-08",22.4949
"2016-02-09",22.6582
"2016-02-10",22.7517
"2016-02-11",21.6394
"2016-02-12",21.2554
"2016-02-13",21.286
"2016-02-14",20.7316
"2016-02-15",22.7275
"2016-02-16",22.5945
"2016-02-17",23.3237
"2016-02-18",23.2664
"2016-02-19",23.2855
"2016-02-20",23.9619
"2016-02-21",23.7797
"2016-02-22",22.7869
"2016-02-23",20.7995
"2016-02-24",22.3466
"2016-02-25",24.4822
"2016-02-26",23.1966
"2016-02-27",24.4524
"2016-02-28",24.5518
"2016-02-29",24.2714
"2016-03-01",23.8894
"2016-03-02",23.3381
"2016-03-03",22.3886
"2016-03-04",22.7097
"2016-03-05",22.7037
"2016-03-06",22.0806
"2016-03-07",22.3051
"2016-03-08",22.3202
"2016-03-09",23.6986
"2016-03-10",24.5688
"2016-03-11",24.0375
"2016-03-12",23.7542
"2016-03-13",24.2602
"2016-03-14",23.4303
"2016-03-15",23.1811
"2016-03-16",23.9339
"2016-03-17",23.6916
"2016-03-18",23.1061
"2016-03-19",23.215
"2016-03-20",23.6168
"2016-03-21",24.6179
"2016-03-22",25.4148
"2016-03-23",25.2498
"2016-03-24",23.4471
"2016-03-25",23.0928
"2016-03-26",22.9378
"2016-03-27",23.2747
"2016-03-28",25.0181
"2016-03-29",24.9649
"2016-03-30",25.0011
"2016-03-31",24.6485
"2016-04-01",24.4416
"2016-04-02",24.1133
"2016-04-03",24.7073
"2016-04-04",24.6574
"2016-04-05",24.9889
"2016-04-06",25.3052
"2016-04-07",25.2312
"2016-04-08",25.0728
"2016-04-09",25.0514
"2016-04-10",25.3744
"2016-04-11",25.4476
"2016-04-12",26.0897
"2016-04-13",26.1364
"2016-04-14",25.8387
"2016-04-15",25.8942
"2016-04-16",26.1174
"2016-04-17",25.8739
"2016-04-18",25.5267
"2016-04-19",25.6587
"2016-04-20",25.7928
"2016-04-21",26.5271
"2016-04-22",26.6417
"2016-04-23",26.5669
"2016-04-24",26.5828
"2016-04-25",26.4391
"2016-04-26",25.6845
"2016-04-27",25.6676
"2016-04-28",25.9098
"2016-04-29",25.7226
"2016-04-30",25.5513
"2016-05-01",25.8032
"2016-05-02",26.0916
"2016-05-03",26.0212
"2016-05-04",25.957
"2016-05-05",25.5907
"2016-05-06",25.5045
"2016-05-07",25.515
"2016-05-08",25.8899
"2016-05-09",25.7618
"2016-05-10",25.7028
"2016-05-11",25.4133
"2016-05-12",24.7234
"2016-05-13",24.9893
"2016-05-14",25.5966
"2016-05-15",25.2434
"2016-05-16",25.637
"2016-05-17",24.9033
"2016-05-18",26.3318
"2016-05-19",26.5518
"2016-05-20",26.4426
"2016-05-21",26.8413
"2016-05-22",26.9228
"2016-05-23",26.9961
"2016-05-24",26.8242
"2016-05-25",26.5804
"2016-05-26",26.6014
"2016-05-27",26.5629
"2016-05-28",26.0414
"2016-05-29",26.0204
"2016-05-30",25.8557
"2016-05-31",25.902
"2016-06-01",25.6923
"2016-06-02",25.6844
"2016-06-03",25.4499
"2016-06-04",25.8593
"2016-06-05",25.7412
"2016-06-06",25.5714
"2016-06-07",25.5662
"2016-06-08",24.9602
"2016-06-09",25.589
"2016-06-10",25.7884
"2016-06-11",25.7603
"2016-06-12",25.7289
"2016-06-13",25.5903
"2016-06-14",25.2417
"2016-06-15",24.6679
"2016-06-16",24.7841
"2016-06-17",24.972
"2016-06-18",24.7638
"2016-06-19",24.7079
"2016-06-20",24.4325
"2016-06-21",23.8307
"2016-06-22",23.8902
"2016-06-23",23.3689
"2016-06-24",23.6909
"2016-06-25",23.597
"2016-06-26",24.6233
"2016-06-27",24.9616
"2016-06-28",24.8102
"2016-06-29",25.0952
"2016-06-30",25.3951
"2016-07-01",25.2823
"2016-07-02",25.2619
"2016-07-03",25.2093
"2016-07-04",25.6675
"2016-07-05",25.1007
"2016-07-06",25.2317
"2016-07-07",25.179
"2016-07-08",25.1381
"2016-07-09",25.0096
"2016-07-10",24.8596
"2016-07-11",24.7328
"2016-07-12",24.6331
"2016-07-13",24.353
"2016-07-14",24.2095
"2016-07-15",24.5018
"2016-07-16",24.6805
"2016-07-17",24.4196
"2016-07-18",24.4614
"2016-07-19",23.6658
"2016-07-20",24.5148
"2016-07-21",24.4907
"2016-07-22",24.3837
"2016-07-23",24.2862
"2016-07-24",24.6062
"2016-07-25",24.5419
"2016-07-26",24.3876
"2016-07-27",24.3782
"2016-07-28",24.6081
"2016-07-29",24.8363
"2016-07-30",24.6953
"2016-07-31",24.3281
"2016-08-01",24.4795
"2016-08-02",23.9479
"2016-08-03",24.3443
"2016-08-04",24.2758
"2016-08-05",24.3724
"2016-08-06",24.4885
"2016-08-07",24.4818
"2016-08-08",24.4497
"2016-08-09",25.0771
"2016-08-10",24.5518
"2016-08-11",24.9409
"2016-08-12",25.2926
"2016-08-13",25.146
"2016-08-14",24.9315
"2016-08-15",24.65
"2016-08-16",24.2819
"2016-08-17",24.15
"2016-08-18",24.3862
"2016-08-19",24.1612
"2016-08-20",25.1068
"2016-08-21",25.3708
"2016-08-22",25.4065
"2016-08-23",25.1967
"2016-08-24",24.576
"2016-08-25",24.9187
"2016-08-26",24.9443
"2016-08-27",24.677
"2016-08-28",24.5604
"2016-08-29",24.7948
"2016-08-30",24.5457
"2016-08-31",24.5243
"2016-09-01",24.3153
"2016-09-02",24.4705
"2016-09-03",24.4199
"2016-09-04",24.8006
"2016-09-05",24.7402
"2016-09-06",24.5138
"2016-09-07",23.459
"2016-09-08",23.9684
"2016-09-09",24.2802
"2016-09-10",24.6736
"2016-09-11",24.361
"2016-09-12",24.4353
"2016-09-13",24.7784
"2016-09-14",25.0943
"2016-09-15",25.1488
"2016-09-16",24.6476
"2016-09-17",24.7006
"2016-09-18",24.6934
"2016-09-19",24.1419
"2016-09-20",24.411
"2016-09-21",24.392
"2016-09-22",24.5106
"2016-09-23",24.5119
"2016-09-24",24.4347
"2016-09-25",24.5706
"2016-09-26",24.7713
"2016-09-27",25.1665
"2016-09-28",24.9797
"2016-09-29",24.8956
"2016-09-30",24.71
"2016-10-01",24.2749
"2016-10-02",23.834
"2016-10-03",23.7655
"2016-10-04",24.2802
"2016-10-05",24.6961
"2016-10-06",24.8301
"2016-10-07",24.2898
"2016-10-08",23.9065
"2016-10-09",24.3336
"2016-10-10",24.3392
"2016-10-11",24.262
"2016-10-12",24.6098
"2016-10-13",24.6621
"2016-10-14",24.3717
"2016-10-15",23.7128
"2016-10-16",23.516
"2016-10-17",23.1949
"2016-10-18",23.9761
"2016-10-19",24.6276
"2016-10-20",24.5358
"2016-10-21",24.1754
"2016-10-22",24.3196
"2016-10-23",23.9851
"2016-10-24",24.0372
"2016-10-25",23.8823
"2016-10-26",23.8748
"2016-10-27",23.8175
"2016-10-28",24.3341
"2016-10-29",24.3878
"2016-10-30",24.109
"2016-10-31",23.93
"2016-11-01",23.9007
"2016-11-02",24.1799
"2016-11-03",24.212
"2016-11-04",24.3834
"2016-11-05",24.8025
"2016-11-06",24.7582
"2016-11-07",23.9974
"2016-11-08",23.0241
"2016-11-09",21.465
"2016-11-10",21.0567
"2016-11-11",22.2983
"2016-11-12",23.8535
"2016-11-13",24.1833
"2016-11-14",24.1952
"2016-11-15",24.3078
"2016-11-16",24.3627
"2016-11-17",24.2057
"2016-11-18",24.241
"2016-11-19",23.8583
"2016-11-20",23.9858
"2016-11-21",24.0673
"2016-11-22",23.9158
"2016-11-23",23.3296
"2016-11-24",20.8184
"2016-11-25",21.3617
"2016-11-26",21.2604
"2016-11-27",20.756
"2016-11-28",20.4981
"2016-11-29",20.534
"2016-11-30",21.1036
"2016-12-01",20.1814
"2016-12-02",21.8378
"2016-12-03",23.124
"2016-12-04",23.7913
"2016-12-05",23.3075
"2016-12-06",20.2884
"2016-12-07",22.9311
"2016-12-08",23.3491
"2016-12-09",21.9824
"2016-12-10",20.8722
"2016-12-11",22.3123
"2016-12-12",23.3948
"2016-12-13",22.6106
"2016-12-14",22.4624
"2016-12-15",22.8656
"2016-12-16",23.403
"2016-12-17",22.049
"2016-12-18",20.785
"2016-12-19",22.5779
"2016-12-20",23.9698
"2016-12-21",23.6916
"2016-12-22",21.019
"2016-12-23",18.9052
"2016-12-24",18.6225
"2016-12-25",18.8277
"2016-12-26",21.9735
"2016-12-27",23.8077
"2016-12-28",23.6738
"2016-12-29",22.9069
"2016-12-30",21.0886
"2016-12-31",21.038
"2017-01-01",22.6907
"2017-01-02",22.9354
"2017-01-03",22.1708
"2017-01-04",20.3976
"2017-01-05",20.2657
"2017-01-06",19.4109
"2017-01-07",18.2339
"2017-01-08",17.6135
"2017-01-09",17.9474
"2017-01-10",19.5514
"2017-01-11",20.8032
"2017-01-12",21.0008
"2017-01-13",20.474
"2017-01-14",21.1716
"2017-01-15",21.3156
"2017-01-16",19.1242
"2017-01-17",17.8159
"2017-01-18",17.9666
"2017-01-19",19.866
"2017-01-20",22.6666
"2017-01-21",23.1918
"2017-01-22",22.4858
"2017-01-23",22.1224
"2017-01-24",22.4123
"2017-01-25",22.8797
"2017-01-26",23.1292
"2017-01-27",23.2028
"2017-01-28",23.3612
"2017-01-29",23.6122
"2017-01-30",22.5832
"2017-01-31",20.778
"2017-02-01",19.731
"2017-02-02",19.5219
"2017-02-03",19.4008
"2017-02-04",17.6893
"2017-02-05",17.275
"2017-02-06",17.6472
"2017-02-07",18.6247
"2017-02-08",18.6918
"2017-02-09",18.1695
"2017-02-10",18.3193
"2017-02-11",18.1011
"2017-02-12",19.0757
"2017-02-13",21.7143
"2017-02-14",23.5147
"2017-02-15",21.9616
"2017-02-16",20.4625
"2017-02-17",19.0165
"2017-02-18",20.65
"2017-02-19",20.6329
"2017-02-20",21.184
"2017-02-21",22.71
"2017-02-22",22.3213
"2017-02-23",22.3796
"2017-02-24",22.0369
"2017-02-25",21.1839
"2017-02-26",21.0703
"2017-02-27",22.2735
"2017-02-28",23.2377
"2017-03-01",22.3503
"2017-03-02",22.9504
"2017-03-03",23.4896
"2017-03-04",23.7218
"2017-03-05",24.0108
"2017-03-06",24.5994
"2017-03-07",24.3892
"2017-03-08",24.3614
"2017-03-09",24.3861
"2017-03-10",24.4667
"2017-03-11",24.6529
"2017-03-12",24.5583
"2017-03-13",24.4343
"2017-03-14",24.3465
"2017-03-15",24.2883
"2017-03-16",24.0217
"2017-03-17",23.145
"2017-03-18",23.0932
"2017-03-19",24.6685
"2017-03-20",24.9518
"2017-03-21",24.6262
"2017-03-22",23.9322
"2017-03-23",21.7327
"2017-03-24",19.8643
"2017-03-25",20.8047
"2017-03-26",20.4739
"2017-03-27",22.8359
"2017-03-28",24.1235
"2017-03-29",24.0914
"2017-03-30",24.6134
"2017-03-31",24.4094
"2017-04-01",24.2613
"2017-04-02",24.6233
"2017-04-03",25.1232
"2017-04-04",25.1974
"2017-04-05",25.4708
"2017-04-06",25.628
"2017-04-07",25.5671
"2017-04-08",24.7158
"2017-04-09",24.9017
"2017-04-10",25.0637
"2017-04-11",25.487
"2017-04-12",25.7043
"2017-04-13",25.5495
"2017-04-14",25.2939
"2017-04-15",25.3368
"2017-04-16",26.3456
"2017-04-17",26.2644
"2017-04-18",25.8871
"2017-04-19",25.5642
"2017-04-20",24.9516
"2017-04-21",25.2516
"2017-04-22",25.9777
"2017-04-23",26.2223
"2017-04-24",26.1551
"2017-04-25",26.0344
"2017-04-26",26.0461
"2017-04-27",26.0338
"2017-04-28",25.8143
"2017-04-29",25.7237
"2017-04-30",24.8473
"2017-05-01",25.0206
"2017-05-02",24.6878
"2017-05-03",24.8735
"2017-05-04",25.0893
"2017-05-05",25.4091
"2017-05-06",25.4355
"2017-05-07",25.2855
"2017-05-08",25.4396
"2017-05-09",25.9104
"2017-05-10",25.9082
"2017-05-11",25.6937
"2017-05-12",24.9892
"2017-05-13",25.5528
"2017-05-14",26.3134
"2017-05-15",26.4401
"2017-05-16",26.688
"2017-05-17",26.6717
"2017-05-18",26.6522
"2017-05-19",26.405
"2017-05-20",26.6291
"2017-05-21",26.3947
"2017-05-22",26.5046
"2017-05-23",26.292
"2017-05-24",26.4846
"2017-05-25",26.3759
"2017-05-26",26.4522
"2017-05-27",26.2181
"2017-05-28",25.9649
"2017-05-29",25.881
"2017-05-30",25.8345
"2017-05-31",25.7457
"2017-06-01",25.5763
"2017-06-02",25.3732
"2017-06-03",25.6808
"2017-06-04",25.7744
"2017-06-05",25.8333
"2017-06-06",25.604
"2017-06-07",25.1746
"2017-06-08",25.5581
"2017-06-09",25.5059
"2017-06-10",25.0505
"2017-06-11",25.0332
"2017-06-12",25.3572
"2017-06-13",25.6549
"2017-06-14",25.5004
"2017-06-15",25.3436
"2017-06-16",25.4419
"2017-06-17",25.5072
"2017-06-18",25.5886
"2017-06-19",25.5142
"2017-06-20",25.4857
"2017-06-21",25.2846
"2017-06-22",25.3875
"2017-06-23",25.2575
"2017-06-24",24.9462
"2017-06-25",25.1017
"2017-06-26",24.9622
"2017-06-27",24.8378
"2017-06-28",24.7614
"2017-06-29",25.0067
"2017-06-30",25.1731
"2017-07-01",25.3083
"2017-07-02",24.6018
"2017-07-03",25.2308
"2017-07-04",25.1859
"2017-07-05",24.9618
"2017-07-06",24.8733
"2017-07-07",24.9431
"2017-07-08",24.9241
"2017-07-09",24.8929
"2017-07-10",24.7379
"2017-07-11",24.9134
"2017-07-12",24.1146
"2017-07-13",25.1847
"2017-07-14",24.4219
"2017-07-15",24.6177
"2017-07-16",24.6052
"2017-07-17",24.7674
"2017-07-18",24.733
"2017-07-19",25.2173
"2017-07-20",25.1253
"2017-07-21",25.2195
"2017-07-22",25.3577
"2017-07-23",25.4615
"2017-07-24",25.2493
"2017-07-25",25.1431
"2017-07-26",25.6338
"2017-07-27",24.7718
"2017-07-28",24.7729
"2017-07-29",24.7866
"2017-07-30",25.3764
"2017-07-31",25.0634
"2017-08-01",25.2563
"2017-08-02",25.6246
"2017-08-03",24.9575
"2017-08-04",24.9042
"2017-08-05",25.2153
"2017-08-06",25.2049
"2017-08-07",25.2795
"2017-08-08",24.9089
"2017-08-09",24.5917
"2017-08-10",24.2931
"2017-08-11",24.7762
"2017-08-12",24.3706
"2017-08-13",24.3375
"2017-08-14",24.5458
"2017-08-15",24.5021
"2017-08-16",24.5887
"2017-08-17",24.5873
"2017-08-18",24.7297
"2017-08-19",24.7182
"2017-08-20",24.6973
"2017-08-21",24.7053
"2017-08-22",24.777
"2017-08-23",24.5742
"2017-08-24",25.3145
"2017-08-25",25.2021
"2017-08-26",25.0661
"2017-08-27",24.7337
"2017-08-28",24.9728
"2017-08-29",24.789
"2017-08-30",24.791
"2017-08-31",25.1023
"2017-09-01",24.921
"2017-09-02",24.586
"2017-09-03",24.6941
"2017-09-04",24.8367
"2017-09-05",24.6893
"2017-09-06",24.8412
"2017-09-07",24.6204
"2017-09-08",24.4481
"2017-09-09",24.1546
"2017-09-10",24.6738
"2017-09-11",24.6517
"2017-09-12",24.2776
"2017-09-13",24.4965
"2017-09-14",24.9342
"2017-09-15",24.9727
"2017-09-16",25.006
"2017-09-17",24.735
"2017-09-18",24.9018
"2017-09-19",24.9467
"2017-09-20",24.6071
"2017-09-21",24.3007
"2017-09-22",24.4459
"2017-09-23",24.917
"2017-09-24",24.7003
"2017-09-25",24.632
"2017-09-26",24.7747
"2017-09-27",24.5672
"2017-09-28",24.5659
"2017-09-29",24.618
"2017-09-30",24.8231
"2017-10-01",24.8282
"2017-10-02",24.7931
"2017-10-03",24.751
"2017-10-04",24.9358
"2017-10-05",24.8052
"2017-10-06",24.6768
"2017-10-07",25.0009
"2017-10-08",24.7273
"2017-10-09",24.8674
"2017-10-10",24.8819
"2017-10-11",24.7412
"2017-10-12",24.4762
"2017-10-13",24.6534
"2017-10-14",24.5357
"2017-10-15",24.1787
"2017-10-16",23.178
"2017-10-17",23.6483
"2017-10-18",24.9297
"2017-10-19",25.1249
"2017-10-20",24.7916
"2017-10-21",24.674
"2017-10-22",24.8604
"2017-10-23",25.1332
"2017-10-24",24.5808
"2017-10-25",24.2692
"2017-10-26",23.9383
"2017-10-27",23.8388
"2017-10-28",23.9487
"2017-10-29",24.3078
"2017-10-30",23.7859
"2017-10-31",23.8461
"2017-11-01",23.7532
"2017-11-02",23.9131
"2017-11-03",24.0095
"2017-11-04",24.1682
"2017-11-05",23.9998
"2017-11-06",23.9172
"2017-11-07",24.04
"2017-11-08",24.0045
"2017-11-09",23.6862
"2017-11-10",23.8209
"2017-11-11",23.2878
"2017-11-12",22.3075
"2017-11-13",22.1317
"2017-11-14",23.3118
"2017-11-15",23.8736
"2017-11-16",24.3664
"2017-11-17",23.3005
"2017-11-18",23.9359
"2017-11-19",24.0798
"2017-11-20",24.3012
"2017-11-21",24.5103
"2017-11-22",24.1299
"2017-11-23",23.1748
"2017-11-24",23.2875
"2017-11-25",23.0529
"2017-11-26",23.9936
"2017-11-27",24.2022
"2017-11-28",24.2993
"2017-11-29",24.5197
"2017-11-30",24.1389
"2017-12-01",23.6124
"2017-12-02",23.5326
"2017-12-03",22.9981
"2017-12-04",22.185
"2017-12-05",23.3359
"2017-12-06",22.6914
"2017-12-07",22.2796
"2017-12-08",21.5021
"2017-12-09",21.9608
"2017-12-10",23.0943
"2017-12-11",23.1692
"2017-12-12",22.7122
"2017-12-13",22.9013
"2017-12-14",23.7611
"2017-12-15",23.912
"2017-12-16",23.2702
"2017-12-17",21.9772
"2017-12-18",20.4734
"2017-12-19",22.6827
"2017-12-20",23.2716
"2017-12-21",22.3118
"2017-12-22",22.293
"2017-12-23",19.968
"2017-12-24",22.1247
"2017-12-25",23.1771
"2017-12-26",22.4449
"2017-12-27",20.546
"2017-12-28",18.0167
"2017-12-29",18.2098
"2017-12-30",20.0464
"2017-12-31",21.6735
"2018-01-01",22.4639
"2018-01-02",22.3123
"2018-01-03",22.0952
"2018-01-04",20.6414
"2018-01-05",17.8671
"2018-01-06",17.4206
"2018-01-07",18.3308
"2018-01-08",19.2766
"2018-01-09",22.5693
"2018-01-10",23.2121
"2018-01-11",23.2418
"2018-01-12",23.2593
"2018-01-13",22.5721
"2018-01-14",21.6271
"2018-01-15",21.2956
"2018-01-16",21.2108
"2018-01-17",18.8281
"2018-01-18",18.0458
"2018-01-19",18.2259
"2018-01-20",18.0725
"2018-01-21",18.4943
"2018-01-22",19.2962
"2018-01-23",20.0217
"2018-01-24",20.5239
"2018-01-25",21.1323
"2018-01-26",20.4663
"2018-01-27",20.0719
"2018-01-28",20.0258
"2018-01-29",21.7812
"2018-01-30",21.4675
"2018-01-31",19.69
"2018-02-01",19.3823
"2018-02-02",18.5677
"2018-02-03",17.944
"2018-02-04",18.7072
"2018-02-05",20.9719
"2018-02-06",23.3321
"2018-02-07",23.6951
"2018-02-08",23.2122
"2018-02-09",22.4268
"2018-02-10",21.9518
"2018-02-11",22.3889
"2018-02-12",21.9206
"2018-02-13",21.1383
"2018-02-14",22.5152
"2018-02-15",22.99
"2018-02-16",21.942
"2018-02-17",20.8985
"2018-02-18",19.559
"2018-02-19",18.7232
"2018-02-20",19.4905
"2018-02-21",19.6735
"2018-02-22",19.6739
"2018-02-23",20.9275
"2018-02-24",22.4183
"2018-02-25",22.4876
"2018-02-26",22.7095
"2018-02-27",23.4427
"2018-02-28",23.3704
"2018-03-01",23.4268
"2018-03-02",22.9679
"2018-03-03",22.4065
"2018-03-04",21.8059
"2018-03-05",21.2062
"2018-03-06",20.8523
"2018-03-07",20.8962
"2018-03-08",21.6923
"2018-03-09",22.2229
"2018-03-10",22.8415
"2018-03-11",23.2314
"2018-03-12",23.8716
"2018-03-13",24.0067
"2018-03-14",24.592
"2018-03-15",24.4493
"2018-03-16",24.4692
"2018-03-17",24.442
"2018-03-18",23.3701
"2018-03-19",22.2464
"2018-03-20",22.0775
"2018-03-21",23.0332
"2018-03-22",24.3189
"2018-03-23",24.7192
"2018-03-24",23.4545
"2018-03-25",23.3838
"2018-03-26",23.9028
"2018-03-27",24.5984
"2018-03-28",24.9223
"2018-03-29",25.0622
"2018-03-30",25.0497
"2018-03-31",25.2568
"2018-04-01",24.837
"2018-04-02",24.6692
"2018-04-03",24.693
"2018-04-04",24.3724
"2018-04-05",23.4794
"2018-04-06",23.8166
"2018-04-07",24.2109
"2018-04-08",24.4376
"2018-04-09",24.498
"2018-04-10",24.9869
"2018-04-11",24.9268
"2018-04-12",24.8197
"2018-04-13",24.5761
"2018-04-14",24.6439
"2018-04-15",24.7183
"2018-04-16",25.3375
"2018-04-17",24.843
"2018-04-18",25.1388
"2018-04-19",25.3796
"2018-04-20",25.6639
"2018-04-21",25.0757
"2018-04-22",25.4547
"2018-04-23",25.0723
"2018-04-24",25.2806
"2018-04-25",25.3563
"2018-04-26",25.3093
"2018-04-27",25.1213
"2018-04-28",25.2566
"2018-04-29",25.35
"2018-04-30",25.7051
"2018-05-01",26.2115
"2018-05-02",26.2393
"2018-05-03",25.5286
"2018-05-04",25.164
"2018-05-05",25.1165
"2018-05-06",25.4441
"2018-05-07",25.4072
"2018-05-08",25.2903
"2018-05-09",25.1108
"2018-05-10",25.1347
"2018-05-11",25.2943
"2018-05-12",25.4451
"2018-05-13",25.3051
"2018-05-14",25.2027
"2018-05-15",25.0454
"2018-05-16",24.972
"2018-05-17",25.0963
"2018-05-18",25.1176
"2018-05-19",25.5733
"2018-05-20",25.7282
"2018-05-21",25.6444
"2018-05-22",25.4986
"2018-05-23",25.2238
"2018-05-24",24.7588
"2018-05-25",24.3054
"2018-05-26",24.9365
"2018-05-27",25.3267
"2018-05-28",25.5717
"2018-05-29",25.4703
"2018-05-30",25.6193
"2018-05-31",25.9961
"2018-06-01",25.8736
"2018-06-02",25.7887
"2018-06-03",25.8846
"2018-06-04",25.6796
"2018-06-05",25.8077
"2018-06-06",25.8339
"2018-06-07",25.5017
"2018-06-08",25.609
"2018-06-09",25.4501
"2018-06-10",25.6554
"2018-06-11",25.3749
"2018-06-12",25.1464
"2018-06-13",25.2013
"2018-06-14",25.393
"2018-06-15",25.3207
"2018-06-16",25.3048
"2018-06-17",25.3314
"2018-06-18",25.0789
"2018-06-19",24.609
"2018-06-20",24.6952
"2018-06-21",25.0511
"2018-06-22",24.8514
"2018-06-23",24.796
"2018-06-24",24.8097
"2018-06-25",24.8505
"2018-06-26",24.7045
"2018-06-27",24.6737
"2018-06-28",24.6681
"2018-06-29",24.621
"2018-06-30",24.4392
"2018-07-01",24.4998
"2018-07-02",24.7666
"2018-07-03",24.5827
"2018-07-04",25.347
"2018-07-05",25.2613
"2018-07-06",25.188
"2018-07-07",24.2438
"2018-07-08",24.7118
"2018-07-09",24.8346
"2018-07-10",24.6738
"2018-07-11",24.6634
"2018-07-12",24.6471
"2018-07-13",24.6698
"2018-07-14",24.6502
"2018-07-15",24.8549
"2018-07-16",24.7136
"2018-07-17",24.4294
"2018-07-18",24.4902
"2018-07-19",23.9682
"2018-07-20",24.1222
"2018-07-21",24.5293
"2018-07-22",24.0803
"2018-07-23",23.9253
"2018-07-24",24.4857
"2018-07-25",24.6473
"2018-07-26",24.7995
"2018-07-27",24.5854
"2018-07-28",24.921
"2018-07-29",24.7995
"2018-07-30",24.8603
"2018-07-31",24.5458
"2018-08-01",24.3731
"2018-08-02",24.6282
"2018-08-03",24.7107
"2018-08-04",24.7493
"2018-08-05",24.2872
"2018-08-06",24.1149
"2018-08-07",23.9631
"2018-08-08",24.1632
"2018-08-09",24.2595
"2018-08-10",24.0833
"2018-08-11",24.3276
"2018-08-12",24.4707
"2018-08-13",24.6549
"2018-08-14",24.5039
"2018-08-15",23.9653
"2018-08-16",24.1256
"2018-08-17",24.5963
"2018-08-18",24.3014
"2018-08-19",24.2967
"2018-08-20",24.0605
"2018-08-21",23.9871
"2018-08-22",23.7484
"2018-08-23",24.4665
"2018-08-24",24.6339
"2018-08-25",24.1834
"2018-08-26",24.7032
"2018-08-27",24.5965
"2018-08-28",24.2334
"2018-08-29",24.4804
"2018-08-30",24.631
"2018-08-31",24.7145
"2018-09-01",24.275
"2018-09-02",24.5337
"2018-09-03",24.5857
"2018-09-04",23.9552
"2018-09-05",23.7096
"2018-09-06",23.8304
"2018-09-07",23.4216
"2018-09-08",23.3915
"2018-09-09",24.1953
"2018-09-10",24.1362
"2018-09-11",23.8431
"2018-09-12",23.874
"2018-09-13",23.7103
"2018-09-14",23.845
"2018-09-15",24.0425
"2018-09-16",24.3749
"2018-09-17",24.0766
"2018-09-18",24.4941
"2018-09-19",24.1873
"2018-09-20",24.5731
"2018-09-21",24.1743
"2018-09-22",24.0667
"2018-09-23",24.3617
"2018-09-24",24.2927
"2018-09-25",24.4695
"2018-09-26",24.2016
"2018-09-27",23.9
"2018-09-28",23.7911
"2018-09-29",24.123
"2018-09-30",24.3785
"2018-10-01",24.5257
"2018-10-02",24.2825
"2018-10-03",24.2036
"2018-10-04",24.0973
"2018-10-05",24.4414
"2018-10-06",24.474
"2018-10-07",23.9695
"2018-10-08",24.0582
"2018-10-09",24.2748
"2018-10-10",24.4842
"2018-10-11",25.3939
"2018-10-12",25.1983
"2018-10-13",24.6689
"2018-10-14",24.1932
"2018-10-15",24.1153
"2018-10-16",23.9401
"2018-10-17",23.7872
"2018-10-18",23.7119
"2018-10-19",23.5445
"2018-10-20",23.8184
"2018-10-21",23.7609
"2018-10-22",24.0918
"2018-10-23",23.779
"2018-10-24",24.2638
"2018-10-25",23.714
"2018-10-26",23.5926
"2018-10-27",23.7941
"2018-10-28",23.4736
"2018-10-29",24.0132
"2018-10-30",24.3219
