,"(deg C) Mean Dew Point Temperature (ERA5) at Badulla, 2007-01-01 to 2025-12-31"
"2015-11-14",21.1397
"2015-11-15",21.0677
"2015-11-16",21.057
"2015-11-17",21.6442
"2015-11-18",21.451
"2015-11-19",21.1697
"2015-11-20",21.0845
"2015-11-21",20.9835
"2015-11-22",20.9953
"2015-11-23",21.1466
"2015-11-24",20.8932
"2015-11-25",20.5668
"2015-11-26",19.7964
"2015-11-27",20.0775
"2015-11-28",20.8597
"2015-11-29",20.9765
"2015-11-30",21.2299
"2015-12-01",21.2197
"2015-12-02",21.3346
"2015-12-03",21.6403
"2015-12-04",21.4683
"2015-12-05",21.6488
"2015-12-06",21.4572
"2015-12-07",21.7878
"2015-12-08",21.5653
"2015-12-09",21.7393
"2015-12-10",21.1156
"2015-12-11",21.4572
"2015-12-12",21.5986
"2015-12-13",21.8772
"2015-12-14",21.1582
"2015-12-15",21.2616
"2015-12-16",20.1221
"2015-12-17",20.0775
"2015-12-18",20.8129
"2015-12-19",20.3116
"2015-12-20",20.1704
"2015-12-21",19.9803
"2015-12-22",18.3037
"2015-12-23",18.1796
"2015-12-24",17.2471
"2015-12-25",19.0942
"2015-12-26",20.5077
"2015-12-27",21.0381
"2015-12-28",20.7747
"2015-12-29",21.0814
"2015-12-30",20.4971
"2015-12-31",20.8497
"2016-01-01",20.6667
"2016-01-02",20.193
"2016-01-03",20.3217
"2016-01-04",20.9329
"2016-01-05",21.1179
"2016-01-06",20.8985
"2016-01-07",20.4784
"2016-01-08",19.9233
"2016-01-09",19.7864
"2016-01-10",20.2974
"2016-01-11",20.0212
"2016-01-12",19.0269
"2016-01-13",18.3556
"2016-01-14",17.8779
"2016-01-15",18.4989
"2016-01-16",19.5124
"2016-01-17",18.8841
"2016-01-18",18.6975
"2016-01-19",19.4468
"2016-01-20",20.1851
"2016-01-21",20.2885
"2016-01-22",19.8321
"2016-01-23",20.9737
"2016-01-24",21.0872
"2016-01-25",21.1156
"2016-01-26",19.7951
"2016-01-27",17.4063
"2016-01-28",17.2803
"2016-01-29",16.6307
"2016-01-30",17.5467
"2016-01-31",18.2411
"2016-02-01",18.4349
"2016-02-02",16.6588
"2016-02-03",15.9422
"2016-02-04",17.5953
"2016-02-05",19.2956
"2016-02-06",20.4183
"2016-02-07",20.6397
"2016-02-08",20.2151
"2016-02-09",21.1597
"2016-02-10",20.7198
"2016-02-11",19.106
"2016-02-12",16.9245
"2016-02-13",16.837
"2016-02-14",18.8327
"2016-02-15",20.5472
"2016-02-16",19.2732
"2016-02-17",21.2568
"2016-02-18",21.2744
"2016-02-19",21.039
"2016-02-20",20.6444
"2016-02-21",19.8538
"2016-02-22",18.7455
"2016-02-23",16.5441
"2016-02-24",20.2754
"2016-02-25",21.3184
"2016-02-26",19.7984
"2016-02-27",20.1487
"2016-02-28",20.4801
"2016-02-29",20.5252
"2016-03-01",20.479
"2016-03-02",20.0722
"2016-03-03",20.1893
"2016-03-04",20.6641
"2016-03-05",20.343
"2016-03-06",20.3081
"2016-03-07",21.0388
"2016-03-08",20.7691
"2016-03-09",20.8032
"2016-03-10",21.2347
"2016-03-11",19.6299
"2016-03-12",18.5394
"2016-03-13",20.1455
"2016-03-14",18.8776
"2016-03-15",19.1969
"2016-03-16",20.6387
"2016-03-17",20.1045
"2016-03-18",16.9257
"2016-03-19",16.9233
"2016-03-20",15.831
"2016-03-21",16.7813
"2016-03-22",17.5826
"2016-03-23",18.3774
"2016-03-24",16.8024
"2016-03-25",17.4337
"2016-03-26",18.808
"2016-03-27",19.2868
"2016-03-28",21.0951
"2016-03-29",21.4298
"2016-03-30",21.0601
"2016-03-31",21.443
"2016-04-01",21.1062
"2016-04-02",20.0818
"2016-04-03",19.7105
"2016-04-04",19.8408
"2016-04-05",19.6014
"2016-04-06",20.3077
"2016-04-07",21.3888
"2016-04-08",21.2476
"2016-04-09",20.6666
"2016-04-10",20.7884
"2016-04-11",21.1483
"2016-04-12",21.8025
"2016-04-13",21.9176
"2016-04-14",21.7375
"2016-04-15",21.4314
"2016-04-16",21.172
"2016-04-17",20.9594
"2016-04-18",21.5881
"2016-04-19",21.9144
"2016-04-20",21.9642
"2016-04-21",21.7481
"2016-04-22",21.622
"2016-04-23",21.52
"2016-04-24",20.3555
"2016-04-25",20.2445
"2016-04-26",21.3626
"2016-04-27",21.7903
"2016-04-28",20.9086
"2016-04-29",20.8013
"2016-04-30",21.2345
"2016-05-01",21.434
"2016-05-02",21.4229
"2016-05-03",21.4726
"2016-05-04",20.9322
"2016-05-05",21.2158
"2016-05-06",21.6895
"2016-05-07",21.4272
"2016-05-08",21.4234
"2016-05-09",21.4691
"2016-05-10",21.7151
"2016-05-11",21.3574
"2016-05-12",21.6078
"2016-05-13",22.0315
"2016-05-14",21.972
"2016-05-15",20.7189
"2016-05-16",21.5344
"2016-05-17",21.6796
"2016-05-18",21.7929
"2016-05-19",22.307
"2016-05-20",21.9325
"2016-05-21",22.5113
"2016-05-22",22.7219
"2016-05-23",22.6587
"2016-05-24",22.3554
"2016-05-25",22.0045
"2016-05-26",22.0582
"2016-05-27",21.6368
"2016-05-28",21.4073
"2016-05-29",21.1519
"2016-05-30",21.3449
"2016-05-31",21.4644
"2016-06-01",21.1325
"2016-06-02",21.2502
"2016-06-03",21.4343
"2016-06-04",21.3428
"2016-06-05",21.5076
"2016-06-06",21.2902
"2016-06-07",21.1356
"2016-06-08",20.7028
"2016-06-09",20.7318
"2016-06-10",20.4265
"2016-06-11",20.6274
"2016-06-12",20.7499
"2016-06-13",20.4348
"2016-06-14",19.8564
"2016-06-15",18.7496
"2016-06-16",19.2967
"2016-06-17",19.8647
"2016-06-18",19.8333
"2016-06-19",19.3283
"2016-06-20",19.2372
"2016-06-21",19.2836
"2016-06-22",19.2642
"2016-06-23",19.0363
"2016-06-24",19.6504
"2016-06-25",18.8879
"2016-06-26",19.3538
"2016-06-27",19.4996
"2016-06-28",19.5257
"2016-06-29",19.165
"2016-06-30",18.934
"2016-07-01",19.2969
"2016-07-02",18.6829
"2016-07-03",19.0349
"2016-07-04",19.8682
"2016-07-05",18.6597
"2016-07-06",19.1407
"2016-07-07",18.9238
"2016-07-08",19.78
"2016-07-09",19.7599
"2016-07-10",19.5373
"2016-07-11",19.3581
"2016-07-12",18.9545
"2016-07-13",18.6372
"2016-07-14",19.4454
"2016-07-15",20.4133
"2016-07-16",19.8851
"2016-07-17",20.0586
"2016-07-18",19.0158
"2016-07-19",18.9585
"2016-07-20",19.5901
"2016-07-21",19.2345
"2016-07-22",18.3317
"2016-07-23",19.1011
"2016-07-24",19.5781
"2016-07-25",20.3991
"2016-07-26",21.0038
"2016-07-27",21.1975
"2016-07-28",20.6386
"2016-07-29",20.4046
"2016-07-30",19.9742
"2016-07-31",19.4362
"2016-08-01",18.9949
"2016-08-02",18.2798
"2016-08-03",18.594
"2016-08-04",19.0957
"2016-08-05",19.0047
"2016-08-06",18.675
"2016-08-07",19.0257
"2016-08-08",19.6071
"2016-08-09",19.6222
"2016-08-10",18.9861
"2016-08-11",19.1409
"2016-08-12",19.5544
"2016-08-13",19.2457
"2016-08-14",19.3231
"2016-08-15",19.2738
"2016-08-16",19.243
"2016-08-17",18.5893
"2016-08-18",18.9343
"2016-08-19",19.4304
"2016-08-20",19.5587
"2016-08-21",19.6015
"2016-08-22",20.2306
"2016-08-23",19.5232
"2016-08-24",19.2954
"2016-08-25",19.4486
"2016-08-26",19.1223
"2016-08-27",19.3559
"2016-08-28",19.0648
"2016-08-29",18.7856
"2016-08-30",18.9937
"2016-08-31",19.4177
"2016-09-01",19.2234
"2016-09-02",18.6744
"2016-09-03",18.9973
"2016-09-04",19.0226
"2016-09-05",18.3479
"2016-09-06",17.9936
"2016-09-07",16.3183
"2016-09-08",14.9807
"2016-09-09",18.0839
"2016-09-10",18.5574
"2016-09-11",17.7837
"2016-09-12",18.2387
"2016-09-13",18.9902
"2016-09-14",19.4488
"2016-09-15",18.9542
"2016-09-16",18.3282
"2016-09-17",18.6098
"2016-09-18",19.1576
"2016-09-19",19.0116
"2016-09-20",18.78
"2016-09-21",18.3648
"2016-09-22",18.3761
"2016-09-23",18.3645
"2016-09-24",17.9849
"2016-09-25",18.2133
"2016-09-26",18.5975
"2016-09-27",19.1356
"2016-09-28",19.4094
"2016-09-29",19.4356
"2016-09-30",18.7642
"2016-10-01",18.0365
"2016-10-02",18.4297
"2016-10-03",18.3572
"2016-10-04",18.111
"2016-10-05",18.6329
"2016-10-06",17.8559
"2016-10-07",15.2617
"2016-10-08",16.6858
"2016-10-09",18.9363
"2016-10-10",17.7792
"2016-10-11",15.9742
"2016-10-12",16.6525
"2016-10-13",18.1092
"2016-10-14",19.6715
"2016-10-15",18.936
"2016-10-16",19.4738
"2016-10-17",18.8661
"2016-10-18",19.3755
"2016-10-19",19.6917
"2016-10-20",19.2595
"2016-10-21",18.2438
"2016-10-22",19.0357
"2016-10-23",19.4108
"2016-10-24",19.5023
"2016-10-25",19.2626
"2016-10-26",18.2677
"2016-10-27",19.0708
"2016-10-28",18.7601
"2016-10-29",19.1721
"2016-10-30",20.3244
"2016-10-31",20.7435
"2016-11-01",20.9074
"2016-11-02",20.9821
"2016-11-03",21.108
"2016-11-04",20.3073
"2016-11-05",20.8701
"2016-11-06",20.1339
"2016-11-07",19.4738
"2016-11-08",19.1434
"2016-11-09",19.1259
"2016-11-10",19.8979
"2016-11-11",20.4502
"2016-11-12",20.8533
"2016-11-13",20.6758
"2016-11-14",20.663
"2016-11-15",20.1089
"2016-11-16",20.0046
"2016-11-17",20.3166
"2016-11-18",20.7717
"2016-11-19",21.207
"2016-11-20",20.923
"2016-11-21",21.4206
"2016-11-22",21.2724
"2016-11-23",20.9614
"2016-11-24",20.1826
"2016-11-25",20.4323
"2016-11-26",20.6832
"2016-11-27",19.4804
"2016-11-28",19.2479
"2016-11-29",18.797
"2016-11-30",16.1937
"2016-12-01",17.8435
"2016-12-02",18.7732
"2016-12-03",19.4789
"2016-12-04",19.7936
"2016-12-05",18.3186
"2016-12-06",18.3503
"2016-12-07",19.916
"2016-12-08",20.5105
"2016-12-09",19.9278
"2016-12-10",19.964
"2016-12-11",18.3198
"2016-12-12",17.6291
"2016-12-13",17.8777
"2016-12-14",17.9078
"2016-12-15",18.5726
"2016-12-16",19.5538
"2016-12-17",19.8425
"2016-12-18",18.6666
"2016-12-19",20.3469
"2016-12-20",21.0116
"2016-12-21",20.2548
"2016-12-22",19.3658
"2016-12-23",14.5419
"2016-12-24",14.4165
"2016-12-25",16.0697
"2016-12-26",17.6886
"2016-12-27",20.6908
"2016-12-28",20.8081
"2016-12-29",19.552
"2016-12-30",18.9597
"2016-12-31",19.1021
"2017-01-01",19.3321
"2017-01-02",19.7311
"2017-01-03",19.0649
"2017-01-04",16.6991
"2017-01-05",14.8964
"2017-01-06",15.9906
"2017-01-07",14.6042
"2017-01-08",14.1667
"2017-01-09",15.1649
"2017-01-10",15.3271
"2017-01-11",13.7182
"2017-01-12",14.3929
"2017-01-13",13.9216
"2017-01-14",15.4693
"2017-01-15",17.1908
"2017-01-16",16.9516
"2017-01-17",15.2769
"2017-01-18",15.4143
"2017-01-19",17.6267
"2017-01-20",19.8198
"2017-01-21",20.0572
"2017-01-22",20.3772
"2017-01-23",20.0569
"2017-01-24",20.1057
"2017-01-25",20.6421
"2017-01-26",21.1098
"2017-01-27",20.6348
"2017-01-28",20.1727
"2017-01-29",20.6819
"2017-01-30",20.1749
"2017-01-31",18.6395
"2017-02-01",17.6608
"2017-02-02",16.557
"2017-02-03",15.2058
"2017-02-04",14.9413
"2017-02-05",16.8108
"2017-02-06",17.3359
"2017-02-07",16.2032
"2017-02-08",17.578
"2017-02-09",17.5861
"2017-02-10",17.8214
"2017-02-11",17.2363
"2017-02-12",16.5531
"2017-02-13",18.3532
"2017-02-14",20.3127
"2017-02-15",19.5879
"2017-02-16",18.5914
"2017-02-17",18.7539
"2017-02-18",19.9713
"2017-02-19",20.012
"2017-02-20",19.9168
"2017-02-21",17.9882
"2017-02-22",18.4248
"2017-02-23",20.1232
"2017-02-24",19.8145
"2017-02-25",20.0934
"2017-02-26",19.6404
"2017-02-27",20.0116
"2017-02-28",20.582
"2017-03-01",19.7466
"2017-03-02",20.0869
"2017-03-03",20.625
"2017-03-04",20.584
"2017-03-05",20.4377
"2017-03-06",21.1767
"2017-03-07",20.9943
"2017-03-08",20.7476
"2017-03-09",20.6988
"2017-03-10",20.2452
"2017-03-11",20.4269
"2017-03-12",20.7324
"2017-03-13",20.4353
"2017-03-14",20.868
"2017-03-15",20.2372
"2017-03-16",19.4643
"2017-03-17",19.062
"2017-03-18",17.4929
"2017-03-19",19.6336
"2017-03-20",19.948
"2017-03-21",19.4401
"2017-03-22",17.0892
"2017-03-23",16.4278
"2017-03-24",17.5377
"2017-03-25",17.8854
"2017-03-26",17.7058
"2017-03-27",19.5188
"2017-03-28",20.0454
"2017-03-29",20.5529
"2017-03-30",21.1274
"2017-03-31",20.8729
"2017-04-01",20.2393
"2017-04-02",20.2803
"2017-04-03",20.5585
"2017-04-04",20.7888
"2017-04-05",20.3637
"2017-04-06",20.3962
"2017-04-07",19.219
"2017-04-08",18.3156
"2017-04-09",18.713
"2017-04-10",19.8352
"2017-04-11",20.1523
"2017-04-12",20.9354
"2017-04-13",21.0788
"2017-04-14",20.4614
"2017-04-15",19.5558
"2017-04-16",18.8569
"2017-04-17",18.3835
"2017-04-18",18.9876
"2017-04-19",19.1091
"2017-04-20",18.49
"2017-04-21",18.8094
"2017-04-22",19.2631
"2017-04-23",19.8268
"2017-04-24",20.0818
"2017-04-25",20.1094
"2017-04-26",19.7754
"2017-04-27",19.6559
"2017-04-28",19.0074
"2017-04-29",18.7815
"2017-04-30",18.7001
"2017-05-01",19.0436
"2017-05-02",18.9156
"2017-05-03",18.9511
"2017-05-04",20.4531
"2017-05-05",20.82
"2017-05-06",20.8598
"2017-05-07",20.6949
"2017-05-08",21.2101
"2017-05-09",21.5738
"2017-05-10",21.0247
"2017-05-11",21.598
"2017-05-12",21.1792
"2017-05-13",21.1903
"2017-05-14",21.0431
"2017-05-15",21.1713
"2017-05-16",20.6172
"2017-05-17",21.2246
"2017-05-18",21.2161
"2017-05-19",20.7716
"2017-05-20",21.1794
"2017-05-21",20.8158
"2017-05-22",21.6386
"2017-05-23",20.9195
"2017-05-24",19.3342
"2017-05-25",20.5189
"2017-05-26",20.6163
"2017-05-27",21.076
"2017-05-28",20.5494
"2017-05-29",20.3057
"2017-05-30",20.3527
"2017-05-31",20.4197
"2017-06-01",20.6383
"2017-06-02",20.2994
"2017-06-03",20.3839
"2017-06-04",20.5972
"2017-06-05",20.7148
"2017-06-06",20.1514
"2017-06-07",19.8362
"2017-06-08",19.3599
"2017-06-09",19.2348
"2017-06-10",19.0994
"2017-06-11",19.4667
"2017-06-12",19.4335
"2017-06-13",20.3195
"2017-06-14",20.8707
"2017-06-15",20.9921
"2017-06-16",20.7339
"2017-06-17",20.9678
"2017-06-18",20.5361
"2017-06-19",20.2016
"2017-06-20",20.4139
"2017-06-21",19.17
"2017-06-22",19.5683
"2017-06-23",19.5772
"2017-06-24",19.3088
"2017-06-25",19.5308
"2017-06-26",19.3104
"2017-06-27",19.1018
"2017-06-28",18.8327
"2017-06-29",19.101
"2017-06-30",19.7105
"2017-07-01",19.8038
"2017-07-02",19.9015
"2017-07-03",19.8353
"2017-07-04",19.6535
"2017-07-05",18.6401
"2017-07-06",19.538
"2017-07-07",19.9192
"2017-07-08",19.4228
"2017-07-09",19.2629
"2017-07-10",18.914
"2017-07-11",18.9603
"2017-07-12",19.396
"2017-07-13",18.6315
"2017-07-14",18.6474
"2017-07-15",18.4749
"2017-07-16",18.3141
"2017-07-17",18.0486
"2017-07-18",18.0683
"2017-07-19",18.562
"2017-07-20",18.8513
"2017-07-21",18.9553
"2017-07-22",19.4833
"2017-07-23",19.8432
"2017-07-24",19.7259
"2017-07-25",19.994
"2017-07-26",19.6378
"2017-07-27",19.4534
"2017-07-28",19.3059
"2017-07-29",19.813
"2017-07-30",20.1204
"2017-07-31",20.425
"2017-08-01",19.5224
"2017-08-02",19.4685
"2017-08-03",19.5041
"2017-08-04",19.7429
"2017-08-05",19.8958
"2017-08-06",20.1099
"2017-08-07",19.7779
"2017-08-08",19.8517
"2017-08-09",19.648
"2017-08-10",20.5475
"2017-08-11",19.8399
"2017-08-12",19.3863
"2017-08-13",20.3166
"2017-08-14",20.0534
"2017-08-15",18.287
"2017-08-16",17.7472
"2017-08-17",18.5749
"2017-08-18",19.9969
"2017-08-19",19.7299
"2017-08-20",19.0869
"2017-08-21",19.0783
"2017-08-22",19.3799
"2017-08-23",20.081
"2017-08-24",20.615
"2017-08-25",19.8293
"2017-08-26",19.1445
"2017-08-27",18.9677
"2017-08-28",19.3051
"2017-08-29",19.7398
"2017-08-30",19.7072
"2017-08-31",20.8819
"2017-09-01",20.9149
"2017-09-02",21.2614
"2017-09-03",21.7082
"2017-09-04",21.507
"2017-09-05",20.7794
"2017-09-06",20.8208
"2017-09-07",21.0262
"2017-09-08",21.0015
"2017-09-09",21.1687
"2017-09-10",20.7968
"2017-09-11",21.4004
"2017-09-12",21.7285
"2017-09-13",20.8361
"2017-09-14",19.8827
"2017-09-15",20.2765
"2017-09-16",19.6407
"2017-09-17",19.6109
"2017-09-18",19.3716
"2017-09-19",19.0392
"2017-09-20",19.7931
"2017-09-21",18.9318
"2017-09-22",19.2785
"2017-09-23",18.9694
"2017-09-24",19.7142
"2017-09-25",19.5249
"2017-09-26",19.9241
"2017-09-27",19.1056
"2017-09-28",18.7769
"2017-09-29",18.7073
"2017-09-30",19.9163
"2017-10-01",19.4022
"2017-10-02",18.917
"2017-10-03",19.9226
"2017-10-04",19.615
"2017-10-05",21.0337
"2017-10-06",20.3659
"2017-10-07",21.1905
"2017-10-08",20.9692
"2017-10-09",20.0939
"2017-10-10",20.7524
"2017-10-11",20.4836
"2017-10-12",20.553
"2017-10-13",20.5564
"2017-10-14",20.2761
"2017-10-15",20.3389
"2017-10-16",19.2264
"2017-10-17",19.6189
"2017-10-18",19.8526
"2017-10-19",20.4792
"2017-10-20",20.339
"2017-10-21",19.2569
"2017-10-22",20.2636
"2017-10-23",20.6547
"2017-10-24",20.399
"2017-10-25",20.9042
"2017-10-26",20.8654
"2017-10-27",20.7087
"2017-10-28",21.1088
"2017-10-29",20.9116
"2017-10-30",21.3409
"2017-10-31",21.1734
"2017-11-01",21.1785
"2017-11-02",21.169
"2017-11-03",21.1951
"2017-11-04",21.3525
"2017-11-05",20.8591
"2017-11-06",20.6439
"2017-11-07",20.4722
"2017-11-08",20.1128
"2017-11-09",20.404
"2017-11-10",20.9569
"2017-11-11",21.3336
"2017-11-12",19.7728
"2017-11-13",20.2414
"2017-11-14",18.7338
"2017-11-15",17.9543
"2017-11-16",18.4952
"2017-11-17",18.8706
"2017-11-18",20.9088
"2017-11-19",20.5091
"2017-11-20",20.7399
"2017-11-21",20.917
"2017-11-22",20.3545
"2017-11-23",20.2821
"2017-11-24",19.1103
"2017-11-25",19.3946
"2017-11-26",20.8215
"2017-11-27",20.7912
"2017-11-28",21.0126
"2017-11-29",21.0671
"2017-11-30",20.8009
"2017-12-01",20.5282
"2017-12-02",20.1629
"2017-12-03",20.6484
"2017-12-04",20.5333
"2017-12-05",20.0707
"2017-12-06",20.508
"2017-12-07",20.0842
"2017-12-08",18.7923
"2017-12-09",18.4787
"2017-12-10",19.9014
"2017-12-11",20.5519
"2017-12-12",20.6276
"2017-12-13",20.8555
"2017-12-14",20.5513
"2017-12-15",20.5948
"2017-12-16",19.9888
"2017-12-17",19.644
"2017-12-18",17.8854
"2017-12-19",19.9826
"2017-12-20",19.6879
"2017-12-21",19.2288
"2017-12-22",18.7478
"2017-12-23",17.7863
"2017-12-24",19.4712
"2017-12-25",20.1947
"2017-12-26",20.5557
"2017-12-27",20.0675
"2017-12-28",17.8057
"2017-12-29",18.7189
"2017-12-30",19.4128
"2017-12-31",19.757
"2018-01-01",19.5889
"2018-01-02",19.6364
"2018-01-03",18.6776
"2018-01-04",16.713
"2018-01-05",15.9037
"2018-01-06",15.5283
"2018-01-07",14.2277
"2018-01-08",16.47
"2018-01-09",19.1302
"2018-01-10",19.9592
"2018-01-11",20.0674
"2018-01-12",19.895
"2018-01-13",20.3767
"2018-01-14",19.6358
"2018-01-15",16.5546
"2018-01-16",16.7582
"2018-01-17",15.8092
"2018-01-18",15.9153
"2018-01-19",17.1493
"2018-01-20",17.6064
"2018-01-21",18.0379
"2018-01-22",19.0516
"2018-01-23",18.9763
"2018-01-24",17.5396
"2018-01-25",16.4135
"2018-01-26",17.6529
"2018-01-27",18.6781
"2018-01-28",17.0718
"2018-01-29",20.1447
"2018-01-30",20.7446
"2018-01-31",19.9728
"2018-02-01",19.4691
"2018-02-02",19.0015
"2018-02-03",18.8094
"2018-02-04",20.133
"2018-02-05",20.1359
"2018-02-06",20.7497
"2018-02-07",20.3474
"2018-02-08",20.1106
"2018-02-09",20.1002
"2018-02-10",18.3854
"2018-02-11",19.1724
"2018-02-12",19.8909
"2018-02-13",18.4029
"2018-02-14",19.6626
"2018-02-15",20.0972
"2018-02-16",19.4086
"2018-02-17",16.4026
"2018-02-18",17.4105
"2018-02-19",17.3052
"2018-02-20",16.0404
"2018-02-21",17.1278
"2018-02-22",18.24
"2018-02-23",18.7043
"2018-02-24",20.6481
"2018-02-25",20.6969
"2018-02-26",20.3972
"2018-02-27",20.0418
"2018-02-28",19.881
"2018-03-01",20.5083
"2018-03-02",20.5192
"2018-03-03",20.5773
"2018-03-04",20.6339
"2018-03-05",20.7686
"2018-03-06",19.2568
"2018-03-07",18.5521
"2018-03-08",19.6578
"2018-03-09",19.8309
"2018-03-10",20.2599
"2018-03-11",19.9962
"2018-03-12",20.379
"2018-03-13",20.6349
"2018-03-14",20.4783
"2018-03-15",20.2896
"2018-03-16",21.2277
"2018-03-17",20.9199
"2018-03-18",20.8564
"2018-03-19",19.8962
"2018-03-20",20.4961
"2018-03-21",20.3468
"2018-03-22",18.8896
"2018-03-23",18.3785
"2018-03-24",17.1094
"2018-03-25",18.8915
"2018-03-26",20.9999
"2018-03-27",20.8607
"2018-03-28",19.999
"2018-03-29",20.1829
"2018-03-30",21.5171
"2018-03-31",20.796
"2018-04-01",19.6228
"2018-04-02",19.9325
"2018-04-03",20.0533
"2018-04-04",19.8877
"2018-04-05",19.5337
"2018-04-06",20.2598
"2018-04-07",19.9627
"2018-04-08",20.1865
"2018-04-09",20.6656
"2018-04-10",20.8834
"2018-04-11",20.899
"2018-04-12",21.2368
"2018-04-13",21.1479
"2018-04-14",21.2214
"2018-04-15",21.6202
"2018-04-16",21.05
"2018-04-17",21.2181
"2018-04-18",21.0934
"2018-04-19",21.512
"2018-04-20",21.1773
"2018-04-21",20.4607
"2018-04-22",20.0615
"2018-04-23",20.4441
"2018-04-24",20.7367
"2018-04-25",20.4717
"2018-04-26",20.5455
"2018-04-27",21.1486
"2018-04-28",21.0206
"2018-04-29",20.9304
"2018-04-30",21.2973
"2018-05-01",21.7238
"2018-05-02",20.8771
"2018-05-03",20.1623
"2018-05-04",20.1035
"2018-05-05",21.5137
"2018-05-06",22.1359
"2018-05-07",21.7102
"2018-05-08",22.0272
"2018-05-09",21.9239
"2018-05-10",21.6856
"2018-05-11",21.9833
"2018-05-12",21.5772
"2018-05-13",21.8023
"2018-05-14",21.4716
"2018-05-15",21.875
"2018-05-16",21.7269
"2018-05-17",21.2574
"2018-05-18",20.8646
"2018-05-19",21.6696
"2018-05-20",21.262
"2018-05-21",20.4139
"2018-05-22",21.7434
"2018-05-23",20.8231
"2018-05-24",21.5939
"2018-05-25",21.3164
"2018-05-26",21.6019
"2018-05-27",21.7
"2018-05-28",21.0731
"2018-05-29",20.3427
"2018-05-30",20.5766
"2018-05-31",20.8319
"2018-06-01",21.5541
"2018-06-02",21.6443
"2018-06-03",21.5334
"2018-06-04",21.4708
"2018-06-05",21.9503
"2018-06-06",21.8347
"2018-06-07",20.8949
"2018-06-08",20.8619
"2018-06-09",20.4533
"2018-06-10",20.4239
"2018-06-11",19.8859
"2018-06-12",18.9005
"2018-06-13",20.1574
"2018-06-14",20.5414
"2018-06-15",20.8328
"2018-06-16",20.4916
"2018-06-17",20.1566
"2018-06-18",20.1484
"2018-06-19",18.9931
"2018-06-20",18.9199
"2018-06-21",19.5305
"2018-06-22",19.8708
"2018-06-23",19.9192
"2018-06-24",20.0413
"2018-06-25",19.7912
"2018-06-26",19.4488
"2018-06-27",19.0811
"2018-06-28",19.0433
"2018-06-29",19.0542
"2018-06-30",20.2047
"2018-07-01",20.5492
"2018-07-02",20.4245
"2018-07-03",19.7553
"2018-07-04",19.6019
"2018-07-05",19.4068
"2018-07-06",19.0604
"2018-07-07",18.7082
"2018-07-08",19.7
"2018-07-09",19.3371
"2018-07-10",19.0437
"2018-07-11",18.8156
"2018-07-12",19.0163
"2018-07-13",18.6601
"2018-07-14",19.5275
"2018-07-15",19.6746
"2018-07-16",18.9422
"2018-07-17",18.5831
"2018-07-18",18.2569
"2018-07-19",18.2211
"2018-07-20",17.2953
"2018-07-21",18.6481
"2018-07-22",18.9535
"2018-07-23",19.6995
"2018-07-24",19.8093
"2018-07-25",19.6624
"2018-07-26",19.7499
"2018-07-27",19.1219
"2018-07-28",18.7173
"2018-07-29",19.1183
"2018-07-30",19.6301
"2018-07-31",19.3615
"2018-08-01",18.904
"2018-08-02",19.2356
"2018-08-03",19.0451
"2018-08-04",18.621
"2018-08-05",18.843
"2018-08-06",18.6949
"2018-08-07",18.5776
"2018-08-08",18.5028
"2018-08-09",18.1796
"2018-08-10",18.7216
"2018-08-11",18.907
"2018-08-12",19.4727
"2018-08-13",19.5468
"2018-08-14",19.506
"2018-08-15",18.9988
"2018-08-16",19.1107
"2018-08-17",18.9885
"2018-08-18",18.9296
"2018-08-19",19.2424
"2018-08-20",18.518
"2018-08-21",17.9645
"2018-08-22",18.7368
"2018-08-23",19.2021
"2018-08-24",19.8578
"2018-08-25",19.4074
"2018-08-26",19.1446
"2018-08-27",18.9968
"2018-08-28",19.1425
"2018-08-29",18.5402
"2018-08-30",18.5974
"2018-08-31",18.4812
"2018-09-01",18.0598
"2018-09-02",18.1024
"2018-09-03",17.9964
"2018-09-04",17.2007
"2018-09-05",16.3319
"2018-09-06",16.6256
"2018-09-07",17.0012
"2018-09-08",17.3392
"2018-09-09",18.4082
"2018-09-10",19.7148
"2018-09-11",19.1832
"2018-09-12",18.6158
"2018-09-13",18.8084
"2018-09-14",19.3871
"2018-09-15",17.6317
"2018-09-16",18.1352
"2018-09-17",19.0669
"2018-09-18",19.0471
"2018-09-19",19.4525
"2018-09-20",19.0605
"2018-09-21",19.2269
"2018-09-22",19.9667
"2018-09-23",20.0384
"2018-09-24",20.299
"2018-09-25",20.7101
"2018-09-26",20.5585
"2018-09-27",20.692
"2018-09-28",20.7772
"2018-09-29",21.2046
"2018-09-30",21.3015
"2018-10-01",21.2767
"2018-10-02",21.6159
"2018-10-03",21.3081
"2018-10-04",21.6564
"2018-10-05",21.6004
"2018-10-06",21.2316
"2018-10-07",21.0446
"2018-10-08",20.986
"2018-10-09",20.4472
"2018-10-10",20.1367
"2018-10-11",20.7444
"2018-10-12",20.9015
"2018-10-13",20.6762
"2018-10-14",20.7665
"2018-10-15",20.8596
"2018-10-16",20.418
"2018-10-17",19.8751
"2018-10-18",20.2556
"2018-10-19",21.1195
"2018-10-20",20.8181
"2018-10-21",20.7244
"2018-10-22",20.9389
"2018-10-23",21.128
"2018-10-24",20.8718
"2018-10-25",20.6947
"2018-10-26",20.6405
"2018-10-27",21.0354
"2018-10-28",20.9602
