,"(deg C) Mean Dew Point Temperature (ERA5) at Colombo, 2007-01-01 to 2025-12-31"
"2015-11-13",24.0178
"2015-11-14",23.9453
"2015-11-15",23.9353
"2015-11-16",24.7274
"2015-11-17",25.0824
"2015-11-18",25.0007
"2015-11-19",24.5343
"2015-11-20",24.1521
"2015-11-21",24.461
"2015-11-22",24.5703
"2015-11-23",24.4736
"2015-11-24",24.3791
"2015-11-25",24.0831
"2015-11-26",23.7332
"2015-11-27",23.6865
"2015-11-28",23.7507
"2015-11-29",23.9938
"2015-11-30",24.235
"2015-12-01",24.1395
"2015-12-02",24.4954
"2015-12-03",24.8867
"2015-12-04",24.5175
"2015-12-05",24.7238
"2015-12-06",24.7595
"2015-12-07",24.688
"2015-12-08",24.5184
"2015-12-09",24.8845
"2015-12-10",24.6205
"2015-12-11",24.5686
"2015-12-12",24.342
"2015-12-13",24.5274
"2015-12-14",24.2862
"2015-12-15",24.3149
"2015-12-16",23.3964
"2015-12-17",23.6798
"2015-12-18",24.1415
"2015-12-19",23.3346
"2015-12-20",23.6707
"2015-12-21",23.2881
"2015-12-22",21.9957
"2015-12-23",21.4934
"2015-12-24",20.6459
"2015-12-25",21.6129
"2015-12-26",23.0699
"2015-12-27",23.7166
"2015-12-28",23.8445
"2015-12-29",24.2226
"2015-12-30",23.7192
"2015-12-31",23.5368
"2016-01-01",23.3536
"2016-01-02",23.2518
"2016-01-03",23.0891
"2016-01-04",23.5839
"2016-01-05",23.868
"2016-01-06",23.6417
"2016-01-07",23.2277
"2016-01-08",22.2579
"2016-01-09",22.3621
"2016-01-10",22.7156
"2016-01-11",22.0131
"2016-01-12",21.0219
"2016-01-13",20.4315
"2016-01-14",19.7032
"2016-01-15",20.1456
"2016-01-16",21.4663
"2016-01-17",20.9635
"2016-01-18",21.2046
"2016-01-19",22.2685
"2016-01-20",22.9217
"2016-01-21",22.4798
"2016-01-22",22.3591
"2016-01-23",23.4803
"2016-01-24",23.8501
"2016-01-25",23.7364
"2016-01-26",22.6678
"2016-01-27",20.063
"2016-01-28",20.0568
"2016-01-29",19.9342
"2016-01-30",19.6392
"2016-01-31",20.3294
"2016-02-01",20.3322
"2016-02-02",19.3107
"2016-02-03",18.1285
"2016-02-04",19.4611
"2016-02-05",20.9696
"2016-02-06",22.6168
"2016-02-07",23.0332
"2016-02-08",23.1435
"2016-02-09",23.5578
"2016-02-10",23.5588
"2016-02-11",22.6187
"2016-02-12",21.3106
"2016-02-13",22.0289
"2016-02-14",22.2992
"2016-02-15",23.5554
"2016-02-16",22.0317
"2016-02-17",23.7058
"2016-02-18",23.9784
"2016-02-19",23.9607
"2016-02-20",23.675
"2016-02-21",23.444
"2016-02-22",23.3011
"2016-02-23",23.7253
"2016-02-24",23.1639
"2016-02-25",24.0958
"2016-02-26",22.6582
"2016-02-27",22.8666
"2016-02-28",22.7577
"2016-02-29",23.2243
"2016-03-01",23.0964
"2016-03-02",22.3721
"2016-03-03",22.2708
"2016-03-04",23.3578
"2016-03-05",23.5962
"2016-03-06",24.1793
"2016-03-07",23.9713
"2016-03-08",24.6936
"2016-03-09",24.8047
"2016-03-10",25.3459
"2016-03-11",25.0795
"2016-03-12",25.1093
"2016-03-13",24.8402
"2016-03-14",24.589
"2016-03-15",23.9743
"2016-03-16",24.5551
"2016-03-17",24.6993
"2016-03-18",24.1634
"2016-03-19",24.2903
"2016-03-20",23.5035
"2016-03-21",23.7486
"2016-03-22",23.7753
"2016-03-23",23.8435
"2016-03-24",23.7554
"2016-03-25",23.4622
"2016-03-26",23.7605
"2016-03-27",24.4478
"2016-03-28",24.4399
"2016-03-29",24.128
"2016-03-30",24.4027
"2016-03-31",24.5964
"2016-04-01",24.2597
"2016-04-02",24.2979
"2016-04-03",24.4931
"2016-04-04",24.6004
"2016-04-05",24.7228
"2016-04-06",24.7676
"2016-04-07",24.9253
"2016-04-08",25.1378
"2016-04-09",25.0003
"2016-04-10",24.9389
"2016-04-11",24.9198
"2016-04-12",25.5362
"2016-04-13",26.0107
"2016-04-14",25.8291
"2016-04-15",25.7524
"2016-04-16",25.4669
"2016-04-17",25.4578
"2016-04-18",25.5243
"2016-04-19",25.1792
"2016-04-20",24.9535
"2016-04-21",25.5146
"2016-04-22",25.9551
"2016-04-23",26.4049
"2016-04-24",25.6831
"2016-04-25",25.3827
"2016-04-26",24.8844
"2016-04-27",25.0686
"2016-04-28",25.3678
"2016-04-29",25.1321
"2016-04-30",24.8392
"2016-05-01",25.4557
"2016-05-02",25.8005
"2016-05-03",25.9876
"2016-05-04",25.6871
"2016-05-05",25.7224
"2016-05-06",25.4034
"2016-05-07",25.4305
"2016-05-08",25.4263
"2016-05-09",25.2596
"2016-05-10",24.9287
"2016-05-11",24.999
"2016-05-12",24.8729
"2016-05-13",25.0572
"2016-05-14",25.5518
"2016-05-15",24.3141
"2016-05-16",25.0704
"2016-05-17",25.1016
"2016-05-18",25.7582
"2016-05-19",25.657
"2016-05-20",25.4612
"2016-05-21",25.878
"2016-05-22",26.1878
"2016-05-23",26.0977
"2016-05-24",25.8283
"2016-05-25",25.621
"2016-05-26",26.0329
"2016-05-27",25.0874
"2016-05-28",24.8848
"2016-05-29",25.2662
"2016-05-30",25.3089
"2016-05-31",25.3198
"2016-06-01",25.5092
"2016-06-02",25.6457
"2016-06-03",25.5215
"2016-06-04",25.8136
"2016-06-05",25.7778
"2016-06-06",25.0815
"2016-06-07",25.0858
"2016-06-08",24.7304
"2016-06-09",25.1155
"2016-06-10",25.3243
"2016-06-11",25.1713
"2016-06-12",25.0268
"2016-06-13",25.0999
"2016-06-14",25.6544
"2016-06-15",24.9221
"2016-06-16",25.156
"2016-06-17",25.0517
"2016-06-18",24.5241
"2016-06-19",24.6402
"2016-06-20",24.3053
"2016-06-21",24.4892
"2016-06-22",24.7034
"2016-06-23",24.1561
"2016-06-24",24.3129
"2016-06-25",24.147
"2016-06-26",25.1344
"2016-06-27",24.962
"2016-06-28",24.7091
"2016-06-29",25.1157
"2016-06-30",25.3552
"2016-07-01",25.3046
"2016-07-02",25.3152
"2016-07-03",25.0644
"2016-07-04",25.1049
"2016-07-05",24.8048
"2016-07-06",24.7261
"2016-07-07",24.8798
"2016-07-08",25.1233
"2016-07-09",25.3104
"2016-07-10",24.9983
"2016-07-11",24.8519
"2016-07-12",24.5342
"2016-07-13",24.5249
"2016-07-14",24.5837
"2016-07-15",24.5125
"2016-07-16",24.1478
"2016-07-17",24.2952
"2016-07-18",24.5017
"2016-07-19",24.1324
"2016-07-20",24.542
"2016-07-21",24.524
"2016-07-22",23.8344
"2016-07-23",24.034
"2016-07-24",24.1326
"2016-07-25",24.1413
"2016-07-26",24.1755
"2016-07-27",24.2649
"2016-07-28",24.3251
"2016-07-29",24.6666
"2016-07-30",24.4457
"2016-07-31",24.4869
"2016-08-01",24.4967
"2016-08-02",24.1602
"2016-08-03",24.0188
"2016-08-04",24.7875
"2016-08-05",24.7134
"2016-08-06",24.5628
"2016-08-07",24.6729
"2016-08-08",24.7584
"2016-08-09",24.7656
"2016-08-10",24.6412
"2016-08-11",24.5424
"2016-08-12",24.7745
"2016-08-13",24.8832
"2016-08-14",24.855
"2016-08-15",24.6484
"2016-08-16",24.6771
"2016-08-17",24.453
"2016-08-18",24.4575
"2016-08-19",24.2493
"2016-08-20",24.4853
"2016-08-21",24.7298
"2016-08-22",24.6121
"2016-08-23",24.5642
"2016-08-24",24.6374
"2016-08-25",24.2614
"2016-08-26",24.313
"2016-08-27",24.024
"2016-08-28",24.422
"2016-08-29",24.2869
"2016-08-30",24.1991
"2016-08-31",24.3032
"2016-09-01",24.0002
"2016-09-02",24.0945
"2016-09-03",24.1487
"2016-09-04",24.5144
"2016-09-05",24.2873
"2016-09-06",24.3925
"2016-09-07",23.4511
"2016-09-08",22.8604
"2016-09-09",23.6997
"2016-09-10",24.171
"2016-09-11",24.0204
"2016-09-12",24.1082
"2016-09-13",24.1417
"2016-09-14",24.3815
"2016-09-15",24.727
"2016-09-16",24.3475
"2016-09-17",24.3907
"2016-09-18",24.3617
"2016-09-19",24.2334
"2016-09-20",24.3654
"2016-09-21",24.1175
"2016-09-22",24.0997
"2016-09-23",24.2865
"2016-09-24",24.2653
"2016-09-25",24.2782
"2016-09-26",24.4054
"2016-09-27",24.5444
"2016-09-28",24.5235
"2016-09-29",24.5658
"2016-09-30",24.5363
"2016-10-01",24.0352
"2016-10-02",24.1829
"2016-10-03",24.0659
"2016-10-04",24.14
"2016-10-05",24.3801
"2016-10-06",23.7436
"2016-10-07",22.7586
"2016-10-08",23.1538
"2016-10-09",24.3198
"2016-10-10",23.5742
"2016-10-11",23.1197
"2016-10-12",23.5797
"2016-10-13",24.0326
"2016-10-14",24.46
"2016-10-15",24.2714
"2016-10-16",24.3773
"2016-10-17",24.3474
"2016-10-18",24.5507
"2016-10-19",24.4126
"2016-10-20",24.0173
"2016-10-21",23.9321
"2016-10-22",23.9524
"2016-10-23",24.3334
"2016-10-24",23.8016
"2016-10-25",23.8267
"2016-10-26",23.5641
"2016-10-27",23.9582
"2016-10-28",23.8989
"2016-10-29",24.5285
"2016-10-30",24.497
"2016-10-31",24.308
"2016-11-01",23.9068
"2016-11-02",24.0122
"2016-11-03",23.9941
"2016-11-04",23.432
"2016-11-05",24.3436
"2016-11-06",24.0007
"2016-11-07",24.0986
"2016-11-08",23.6454
"2016-11-09",23.3078
"2016-11-10",23.32
"2016-11-11",24.2061
"2016-11-12",24.3323
"2016-11-13",24.4152
"2016-11-14",24.2381
"2016-11-15",24.1452
"2016-11-16",23.6196
"2016-11-17",23.8965
"2016-11-18",24.0128
"2016-11-19",24.2314
"2016-11-20",24.2472
"2016-11-21",24.2173
"2016-11-22",24.5315
"2016-11-23",24.5263
"2016-11-24",23.3848
"2016-11-25",23.5115
"2016-11-26",23.2682
"2016-11-27",22.4301
"2016-11-28",21.8282
"2016-11-29",21.4081
"2016-11-30",20.4638
"2016-12-01",20.8099
"2016-12-02",22.5151
"2016-12-03",22.6585
"2016-12-04",23.5561
"2016-12-05",22.4447
"2016-12-06",20.8195
"2016-12-07",22.9094
"2016-12-08",23.9784
"2016-12-09",23.9557
"2016-12-10",24.0859
"2016-12-11",23.6325
"2016-12-12",22.7512
"2016-12-13",22.6315
"2016-12-14",22.1202
"2016-12-15",22.0806
"2016-12-16",22.894
"2016-12-17",22.892
"2016-12-18",21.6378
"2016-12-19",22.7482
"2016-12-20",24.1346
"2016-12-21",23.6836
"2016-12-22",22.511
"2016-12-23",18.8625
"2016-12-24",18.0016
"2016-12-25",18.6278
"2016-12-26",21.4012
"2016-12-27",23.8384
"2016-12-28",24.0098
"2016-12-29",22.9434
"2016-12-30",21.8927
"2016-12-31",21.7113
"2017-01-01",22.3138
"2017-01-02",22.1391
"2017-01-03",21.7872
"2017-01-04",19.7469
"2017-01-05",18.1964
"2017-01-06",18.674
"2017-01-07",17.2747
"2017-01-08",16.4207
"2017-01-09",17.6553
"2017-01-10",19.2085
"2017-01-11",18.4316
"2017-01-12",19.7768
"2017-01-13",16.8132
"2017-01-14",18.2618
"2017-01-15",19.4279
"2017-01-16",18.8167
"2017-01-17",17.3384
"2017-01-18",17.6832
"2017-01-19",19.7393
"2017-01-20",22.1111
"2017-01-21",23.0887
"2017-01-22",23.3839
"2017-01-23",22.6995
"2017-01-24",22.9265
"2017-01-25",23.6984
"2017-01-26",24.0533
"2017-01-27",23.7447
"2017-01-28",23.2957
"2017-01-29",23.8664
"2017-01-30",23.7526
"2017-01-31",22.4247
"2017-02-01",20.6847
"2017-02-02",19.5891
"2017-02-03",18.412
"2017-02-04",18.3373
"2017-02-05",19.8064
"2017-02-06",19.5185
"2017-02-07",19.5314
"2017-02-08",20.4034
"2017-02-09",19.3865
"2017-02-10",20.1548
"2017-02-11",20.2016
"2017-02-12",19.0745
"2017-02-13",20.1372
"2017-02-14",22.8328
"2017-02-15",21.7762
"2017-02-16",20.3239
"2017-02-17",20.101
"2017-02-18",21.7041
"2017-02-19",23.1229
"2017-02-20",22.7095
"2017-02-21",22.4712
"2017-02-22",22.6952
"2017-02-23",22.8507
"2017-02-24",22.8531
"2017-02-25",22.9257
"2017-02-26",23.465
"2017-02-27",22.4508
"2017-02-28",23.4129
"2017-03-01",22.8943
"2017-03-02",22.9934
"2017-03-03",23.6532
"2017-03-04",23.8493
"2017-03-05",23.6331
"2017-03-06",24.1838
"2017-03-07",23.9251
"2017-03-08",23.6814
"2017-03-09",23.8785
"2017-03-10",23.5356
"2017-03-11",23.878
"2017-03-12",24.0649
"2017-03-13",23.8216
"2017-03-14",23.8928
"2017-03-15",23.7571
"2017-03-16",23.6381
"2017-03-17",23.3959
"2017-03-18",23.8183
"2017-03-19",24.3294
"2017-03-20",24.2245
"2017-03-21",24.0725
"2017-03-22",22.2632
"2017-03-23",23.0221
"2017-03-24",22.3652
"2017-03-25",22.279
"2017-03-26",22.3466
"2017-03-27",23.4055
"2017-03-28",23.706
"2017-03-29",23.9314
"2017-03-30",24.2376
"2017-03-31",24.2401
"2017-04-01",24.7565
"2017-04-02",24.7165
"2017-04-03",24.595
"2017-04-04",24.4801
"2017-04-05",24.6921
"2017-04-06",25.1274
"2017-04-07",25.25
"2017-04-08",25.0394
"2017-04-09",24.6443
"2017-04-10",24.988
"2017-04-11",24.8598
"2017-04-12",24.8023
"2017-04-13",24.6467
"2017-04-14",25.526
"2017-04-15",25.4141
"2017-04-16",25.3716
"2017-04-17",25.9808
"2017-04-18",25.1418
"2017-04-19",24.913
"2017-04-20",25.1746
"2017-04-21",24.6512
"2017-04-22",25.4292
"2017-04-23",25.9584
"2017-04-24",25.7927
"2017-04-25",25.8641
"2017-04-26",25.2935
"2017-04-27",24.936
"2017-04-28",25.4658
"2017-04-29",25.2549
"2017-04-30",24.8719
"2017-05-01",24.0987
"2017-05-02",24.1254
"2017-05-03",24.4878
"2017-05-04",24.5926
"2017-05-05",24.7231
"2017-05-06",24.3397
"2017-05-07",24.1305
"2017-05-08",24.3621
"2017-05-09",24.9797
"2017-05-10",25.3093
"2017-05-11",25.2098
"2017-05-12",25.0307
"2017-05-13",25.3624
"2017-05-14",25.8472
"2017-05-15",25.7183
"2017-05-16",26.1089
"2017-05-17",25.9658
"2017-05-18",25.2086
"2017-05-19",25.3733
"2017-05-20",25.5694
"2017-05-21",25.4476
"2017-05-22",25.6483
"2017-05-23",25.4315
"2017-05-24",25.0077
"2017-05-25",25.0221
"2017-05-26",25.2499
"2017-05-27",25.7944
"2017-05-28",25.5713
"2017-05-29",25.0764
"2017-05-30",24.863
"2017-05-31",24.9438
"2017-06-01",25.1319
"2017-06-02",24.7628
"2017-06-03",25.2021
"2017-06-04",25.3738
"2017-06-05",25.2563
"2017-06-06",25.0275
"2017-06-07",24.9142
"2017-06-08",25.3603
"2017-06-09",24.8185
"2017-06-10",25.083
"2017-06-11",25.0296
"2017-06-12",25.0495
"2017-06-13",25.1858
"2017-06-14",24.7768
"2017-06-15",24.7193
"2017-06-16",24.6069
"2017-06-17",25.3127
"2017-06-18",25.4505
"2017-06-19",24.9988
"2017-06-20",25.0065
"2017-06-21",25.1886
"2017-06-22",25.1156
"2017-06-23",24.7448
"2017-06-24",24.3269
"2017-06-25",24.4434
"2017-06-26",24.637
"2017-06-27",24.3617
"2017-06-28",24.8231
"2017-06-29",25.2574
"2017-06-30",25.3664
"2017-07-01",25.135
"2017-07-02",24.8537
"2017-07-03",24.9784
"2017-07-04",24.7718
"2017-07-05",24.8443
"2017-07-06",25.1582
"2017-07-07",25.0517
"2017-07-08",24.922
"2017-07-09",24.1234
"2017-07-10",24.3031
"2017-07-11",24.7656
"2017-07-12",24.9182
"2017-07-13",24.6197
"2017-07-14",24.8086
"2017-07-15",25.0208
"2017-07-16",25.0606
"2017-07-17",24.8911
"2017-07-18",24.4112
"2017-07-19",24.8029
"2017-07-20",24.6607
"2017-07-21",24.6118
"2017-07-22",25.2534
"2017-07-23",25.3264
"2017-07-24",25.3314
"2017-07-25",25.4494
"2017-07-26",25.4713
"2017-07-27",24.9004
"2017-07-28",25.0554
"2017-07-29",24.9524
"2017-07-30",24.8845
"2017-07-31",24.8924
"2017-08-01",24.7197
"2017-08-02",24.8543
"2017-08-03",24.8863
"2017-08-04",25.0141
"2017-08-05",24.9449
"2017-08-06",24.8628
"2017-08-07",24.7614
"2017-08-08",24.8783
"2017-08-09",24.9508
"2017-08-10",24.4926
"2017-08-11",24.4248
"2017-08-12",24.2217
"2017-08-13",24.7604
"2017-08-14",24.4248
"2017-08-15",24.4644
"2017-08-16",23.932
"2017-08-17",24.4428
"2017-08-18",24.6027
"2017-08-19",24.6923
"2017-08-20",24.7161
"2017-08-21",24.8367
"2017-08-22",24.2817
"2017-08-23",24.9708
"2017-08-24",24.7807
"2017-08-25",25.1058
"2017-08-26",24.8841
"2017-08-27",24.7517
"2017-08-28",24.5974
"2017-08-29",24.6296
"2017-08-30",24.7247
"2017-08-31",25.2557
"2017-09-01",24.7201
"2017-09-02",24.3374
"2017-09-03",24.7912
"2017-09-04",24.7628
"2017-09-05",24.2432
"2017-09-06",24.3007
"2017-09-07",24.0244
"2017-09-08",24.4264
"2017-09-09",24.5748
"2017-09-10",24.6031
"2017-09-11",24.7723
"2017-09-12",24.5204
"2017-09-13",23.8143
"2017-09-14",24.1027
"2017-09-15",24.3087
"2017-09-16",24.7255
"2017-09-17",24.4585
"2017-09-18",24.8253
"2017-09-19",24.2329
"2017-09-20",24.5895
"2017-09-21",24.1872
"2017-09-22",24.7903
"2017-09-23",24.2315
"2017-09-24",24.9107
"2017-09-25",24.3601
"2017-09-26",24.6907
"2017-09-27",24.4929
"2017-09-28",24.2942
"2017-09-29",24.1067
"2017-09-30",24.9087
"2017-10-01",24.8169
"2017-10-02",24.7681
"2017-10-03",24.972
"2017-10-04",24.9421
"2017-10-05",24.8206
"2017-10-06",24.5627
"2017-10-07",24.7924
"2017-10-08",24.8214
"2017-10-09",24.7025
"2017-10-10",24.8671
"2017-10-11",24.2223
"2017-10-12",24.5228
"2017-10-13",24.7488
"2017-10-14",24.2184
"2017-10-15",24.7081
"2017-10-16",24.8352
"2017-10-17",24.678
"2017-10-18",24.4638
"2017-10-19",24.4827
"2017-10-20",24.6205
"2017-10-21",24.3654
"2017-10-22",24.8816
"2017-10-23",24.875
"2017-10-24",24.4586
"2017-10-25",23.9421
"2017-10-26",24.0782
"2017-10-27",24.0836
"2017-10-28",24.5973
"2017-10-29",24.2238
"2017-10-30",24.4022
"2017-10-31",24.2909
"2017-11-01",24.4381
"2017-11-02",24.0946
"2017-11-03",24.2974
"2017-11-04",24.1785
"2017-11-05",24.2443
"2017-11-06",24.1675
"2017-11-07",23.899
"2017-11-08",23.6771
"2017-11-09",23.6315
"2017-11-10",24.0524
"2017-11-11",24.0883
"2017-11-12",23.7344
"2017-11-13",24.794
"2017-11-14",23.9284
"2017-11-15",23.2028
"2017-11-16",22.8332
"2017-11-17",23.2564
"2017-11-18",24.1945
"2017-11-19",23.9929
"2017-11-20",23.9261
"2017-11-21",24.0848
"2017-11-22",23.912
"2017-11-23",23.8334
"2017-11-24",22.6059
"2017-11-25",21.2577
"2017-11-26",23.6934
"2017-11-27",23.8957
"2017-11-28",24.0059
"2017-11-29",24.0406
"2017-11-30",23.49
"2017-12-01",23.279
"2017-12-02",23.6367
"2017-12-03",23.7096
"2017-12-04",23.5519
"2017-12-05",23.4241
"2017-12-06",23.6479
"2017-12-07",23.9596
"2017-12-08",22.2485
"2017-12-09",21.6912
"2017-12-10",23.0206
"2017-12-11",24.1232
"2017-12-12",24.159
"2017-12-13",24.225
"2017-12-14",23.9094
"2017-12-15",23.8609
"2017-12-16",23.4001
"2017-12-17",22.4941
"2017-12-18",20.6746
"2017-12-19",22.7702
"2017-12-20",22.9709
"2017-12-21",22.8395
"2017-12-22",21.2681
"2017-12-23",20.2845
"2017-12-24",22.1458
"2017-12-25",22.5307
"2017-12-26",23.0562
"2017-12-27",22.3084
"2017-12-28",20.0309
"2017-12-29",20.3774
"2017-12-30",21.3163
"2017-12-31",21.347
"2018-01-01",21.7427
"2018-01-02",21.9675
"2018-01-03",21.1456
"2018-01-04",18.7196
"2018-01-05",17.2016
"2018-01-06",16.7833
"2018-01-07",16.9964
"2018-01-08",18.8846
"2018-01-09",21.2624
"2018-01-10",22.3648
"2018-01-11",22.8456
"2018-01-12",22.7094
"2018-01-13",23.4719
"2018-01-14",22.4484
"2018-01-15",19.8298
"2018-01-16",19.654
"2018-01-17",18.0077
"2018-01-18",17.7034
"2018-01-19",18.5037
"2018-01-20",18.9967
"2018-01-21",19.5139
"2018-01-22",20.9842
"2018-01-23",20.9658
"2018-01-24",19.6434
"2018-01-25",18.7492
"2018-01-26",19.4419
"2018-01-27",19.7441
"2018-01-28",19.5569
"2018-01-29",22.1404
"2018-01-30",22.9205
"2018-01-31",22.0544
"2018-02-01",21.8966
"2018-02-02",20.7187
"2018-02-03",20.3121
"2018-02-04",22.072
"2018-02-05",22.8928
"2018-02-06",23.1419
"2018-02-07",23.5152
"2018-02-08",23.236
"2018-02-09",23.3973
"2018-02-10",22.9014
"2018-02-11",22.9327
"2018-02-12",22.139
"2018-02-13",21.2371
"2018-02-14",21.5631
"2018-02-15",21.8865
"2018-02-16",20.763
"2018-02-17",18.027
"2018-02-18",19.394
"2018-02-19",18.52
"2018-02-20",17.6087
"2018-02-21",19.7954
"2018-02-22",20.3284
"2018-02-23",20.9996
"2018-02-24",21.745
"2018-02-25",22.7064
"2018-02-26",22.8671
"2018-02-27",22.9728
"2018-02-28",22.99
"2018-03-01",23.413
"2018-03-02",23.4626
"2018-03-03",23.8501
"2018-03-04",23.4689
"2018-03-05",23.9491
"2018-03-06",23.6737
"2018-03-07",22.5981
"2018-03-08",23.4007
"2018-03-09",22.9498
"2018-03-10",23.1263
"2018-03-11",22.7571
"2018-03-12",23.7199
"2018-03-13",24.219
"2018-03-14",23.9683
"2018-03-15",23.9774
"2018-03-16",24.5182
"2018-03-17",24.3965
"2018-03-18",24.4348
"2018-03-19",23.9399
"2018-03-20",23.9856
"2018-03-21",23.9227
"2018-03-22",23.9351
"2018-03-23",24.4345
"2018-03-24",23.5592
"2018-03-25",22.7336
"2018-03-26",23.9902
"2018-03-27",24.0131
"2018-03-28",23.7843
"2018-03-29",24.493
"2018-03-30",24.4385
"2018-03-31",25.0598
"2018-04-01",24.5763
"2018-04-02",24.2973
"2018-04-03",24.1229
"2018-04-04",23.9355
"2018-04-05",24.4184
"2018-04-06",23.8828
"2018-04-07",23.79
"2018-04-08",24.2266
"2018-04-09",24.1449
"2018-04-10",23.9953
"2018-04-11",24.2557
"2018-04-12",24.2761
"2018-04-13",24.1631
"2018-04-14",24.4299
"2018-04-15",24.8057
"2018-04-16",24.6283
"2018-04-17",24.6114
"2018-04-18",24.4663
"2018-04-19",24.7111
"2018-04-20",25.2611
"2018-04-21",24.9348
"2018-04-22",25.0379
"2018-04-23",24.8963
"2018-04-24",24.7874
"2018-04-25",24.9462
"2018-04-26",24.5632
"2018-04-27",25.0185
"2018-04-28",24.6419
"2018-04-29",24.7523
"2018-04-30",25.6028
"2018-05-01",25.7945
"2018-05-02",25.5104
"2018-05-03",25.2119
"2018-05-04",24.6304
"2018-05-05",24.6096
"2018-05-06",25.0096
"2018-05-07",24.9359
"2018-05-08",24.769
"2018-05-09",24.6931
"2018-05-10",24.5907
"2018-05-11",25.0263
"2018-05-12",24.8656
"2018-05-13",24.869
"2018-05-14",24.6522
"2018-05-15",24.9376
"2018-05-16",24.5973
"2018-05-17",24.443
"2018-05-18",24.3144
"2018-05-19",24.6592
"2018-05-20",24.7275
"2018-05-21",24.1509
"2018-05-22",25.0718
"2018-05-23",24.2522
"2018-05-24",24.3326
"2018-05-25",24.4471
"2018-05-26",24.6052
"2018-05-27",25.1049
"2018-05-28",25.3407
"2018-05-29",24.712
"2018-05-30",25.048
"2018-05-31",25.4297
"2018-06-01",24.8447
"2018-06-02",24.984
"2018-06-03",25.0523
"2018-06-04",25.1293
"2018-06-05",25.1142
"2018-06-06",25.1146
"2018-06-07",24.9679
"2018-06-08",25.0055
"2018-06-09",25.0052
"2018-06-10",25.1615
"2018-06-11",25.1127
"2018-06-12",24.8767
"2018-06-13",24.7008
"2018-06-14",24.8308
"2018-06-15",24.7302
"2018-06-16",24.3161
"2018-06-17",24.8366
"2018-06-18",24.7923
"2018-06-19",24.546
"2018-06-20",24.227
"2018-06-21",24.4578
"2018-06-22",24.6117
"2018-06-23",24.6569
"2018-06-24",24.7642
"2018-06-25",24.6641
"2018-06-26",24.7386
"2018-06-27",24.2964
"2018-06-28",24.7338
"2018-06-29",24.2414
"2018-06-30",24.5487
"2018-07-01",24.1517
"2018-07-02",24.6129
"2018-07-03",24.7727
"2018-07-04",24.8421
"2018-07-05",24.8202
"2018-07-06",24.7643
"2018-07-07",24.3727
"2018-07-08",24.7025
"2018-07-09",24.2253
"2018-07-10",23.7533
"2018-07-11",23.7273
"2018-07-12",24.3306
"2018-07-13",24.4446
"2018-07-14",24.2443
"2018-07-15",24.2394
"2018-07-16",23.5884
"2018-07-17",23.9149
"2018-07-18",24.112
"2018-07-19",24.203
"2018-07-20",23.7474
"2018-07-21",23.9914
"2018-07-22",24.4259
"2018-07-23",24.3058
"2018-07-24",24.2447
"2018-07-25",24.3974
"2018-07-26",24.3976
"2018-07-27",24.1732
"2018-07-28",23.9648
"2018-07-29",24.1229
"2018-07-30",24.3414
"2018-07-31",24.3208
"2018-08-01",24.4822
"2018-08-02",24.6835
"2018-08-03",25.0315
"2018-08-04",24.6939
"2018-08-05",24.1117
"2018-08-06",24.4232
"2018-08-07",24.091
"2018-08-08",23.6801
"2018-08-09",24.276
"2018-08-10",24.5214
"2018-08-11",24.3759
"2018-08-12",24.6091
"2018-08-13",24.9517
"2018-08-14",24.2715
"2018-08-15",23.746
"2018-08-16",23.4829
"2018-08-17",23.9068
"2018-08-18",23.4867
"2018-08-19",23.7148
"2018-08-20",23.8856
"2018-08-21",23.8354
"2018-08-22",23.9589
"2018-08-23",23.7033
"2018-08-24",23.6085
"2018-08-25",23.7307
"2018-08-26",23.6981
"2018-08-27",23.9048
"2018-08-28",23.8203
"2018-08-29",23.5593
"2018-08-30",23.638
"2018-08-31",24.0985
"2018-09-01",23.6085
"2018-09-02",23.6985
"2018-09-03",23.5451
"2018-09-04",23.3113
"2018-09-05",22.8342
"2018-09-06",22.7067
"2018-09-07",23.1039
"2018-09-08",23.1037
"2018-09-09",23.7618
"2018-09-10",23.4962
"2018-09-11",23.2828
"2018-09-12",23.0175
"2018-09-13",22.7166
"2018-09-14",22.8122
"2018-09-15",22.6928
"2018-09-16",23.3365
"2018-09-17",23.9796
"2018-09-18",24.0495
"2018-09-19",24.568
"2018-09-20",24.5912
"2018-09-21",24.0326
"2018-09-22",24.3869
"2018-09-23",24.451
"2018-09-24",23.7404
"2018-09-25",24.0041
"2018-09-26",24.3863
"2018-09-27",24.3964
"2018-09-28",24.0813
"2018-09-29",24.3658
"2018-09-30",24.2889
"2018-10-01",24.3015
"2018-10-02",24.4696
"2018-10-03",24.3152
"2018-10-04",24.5381
"2018-10-05",24.3889
"2018-10-06",24.1417
"2018-10-07",24.1409
"2018-10-08",23.9923
"2018-10-09",24.0079
"2018-10-10",24.4109
"2018-10-11",24.4224
"2018-10-12",23.9055
"2018-10-13",23.612
"2018-10-14",23.9598
"2018-10-15",23.9655
"2018-10-16",23.7226
"2018-10-17",23.3729
"2018-10-18",23.9424
"2018-10-19",24.3697
"2018-10-20",23.7288
"2018-10-21",23.9783
"2018-10-22",24.2986
"2018-10-23",23.96
"2018-10-24",23.9119
"2018-10-25",24.0985
"2018-10-26",24.053
"2018-10-27",24.3093
