,"(deg C) Mean Dew Point Temperature (ERA5) at Kurunegala, 2007-01-01 to 2025-12-31"
"2015-11-14",23.8188
"2015-11-15",23.7375
"2015-11-16",24.128
"2015-11-17",24.6208
"2015-11-18",24.6322
"2015-11-19",24.1779
"2015-11-20",24.0282
"2015-11-21",23.9785
"2015-11-22",24.1222
"2015-11-23",24.2189
"2015-11-24",23.9772
"2015-11-25",23.3472
"2015-11-26",23.2382
"2015-11-27",23.3906
"2015-11-28",23.6892
"2015-11-29",23.5573
"2015-11-30",23.8367
"2015-12-01",23.8434
"2015-12-02",24.2954
"2015-12-03",24.4947
"2015-12-04",24.3486
"2015-12-05",24.4598
"2015-12-06",24.1809
"2015-12-07",24.4422
"2015-12-08",24.1111
"2015-12-09",24.4095
"2015-12-10",24.0017
"2015-12-11",24.1504
"2015-12-12",24.0272
"2015-12-13",24.6071
"2015-12-14",24.0026
"2015-12-15",23.976
"2015-12-16",21.882
"2015-12-17",23.184
"2015-12-18",23.8777
"2015-12-19",23.1215
"2015-12-20",22.8896
"2015-12-21",22.7405
"2015-12-22",21.5395
"2015-12-23",21.5745
"2015-12-24",20.714
"2015-12-25",21.2258
"2015-12-26",22.828
"2015-12-27",23.5265
"2015-12-28",23.5936
"2015-12-29",23.8043
"2015-12-30",23.2822
"2015-12-31",23.3735
"2016-01-01",23.1131
"2016-01-02",22.9918
"2016-01-03",23.1633
"2016-01-04",23.3561
"2016-01-05",23.6544
"2016-01-06",23.1874
"2016-01-07",22.8133
"2016-01-08",22.1263
"2016-01-09",21.9003
"2016-01-10",22.3404
"2016-01-11",21.6905
"2016-01-12",20.7595
"2016-01-13",20.8425
"2016-01-14",19.6607
"2016-01-15",20.1053
"2016-01-16",21.6489
"2016-01-17",20.848
"2016-01-18",20.889
"2016-01-19",21.432
"2016-01-20",21.9877
"2016-01-21",21.8348
"2016-01-22",22.0823
"2016-01-23",23.5539
"2016-01-24",23.6968
"2016-01-25",22.9953
"2016-01-26",21.7032
"2016-01-27",20.1955
"2016-01-28",20.4777
"2016-01-29",19.5252
"2016-01-30",20.0469
"2016-01-31",20.5146
"2016-02-01",20.5345
"2016-02-02",19.9674
"2016-02-03",19.4149
"2016-02-04",19.8071
"2016-02-05",21.1094
"2016-02-06",21.8492
"2016-02-07",22.6158
"2016-02-08",22.4688
"2016-02-09",23.2626
"2016-02-10",22.7857
"2016-02-11",20.7801
"2016-02-12",19.1267
"2016-02-13",19.5864
"2016-02-14",20.4215
"2016-02-15",23.0579
"2016-02-16",21.7523
"2016-02-17",23.4871
"2016-02-18",23.6653
"2016-02-19",23.5576
"2016-02-20",23.504
"2016-02-21",22.5686
"2016-02-22",21.2598
"2016-02-23",20.4514
"2016-02-24",22.2248
"2016-02-25",23.7194
"2016-02-26",21.6567
"2016-02-27",22.6356
"2016-02-28",23.2436
"2016-02-29",22.824
"2016-03-01",22.665
"2016-03-02",22.3087
"2016-03-03",22.3722
"2016-03-04",22.9381
"2016-03-05",22.2102
"2016-03-06",22.4877
"2016-03-07",22.8353
"2016-03-08",23.2549
"2016-03-09",23.9228
"2016-03-10",24.1584
"2016-03-11",22.448
"2016-03-12",23.6168
"2016-03-13",23.9268
"2016-03-14",23.3299
"2016-03-15",24.0323
"2016-03-16",24.1004
"2016-03-17",23.5663
"2016-03-18",22.0388
"2016-03-19",22.8343
"2016-03-20",22.4175
"2016-03-21",23.363
"2016-03-22",23.6666
"2016-03-23",23.6468
"2016-03-24",22.1165
"2016-03-25",20.7913
"2016-03-26",21.6441
"2016-03-27",22.9094
"2016-03-28",23.8963
"2016-03-29",23.9547
"2016-03-30",23.9212
"2016-03-31",23.8126
"2016-04-01",23.594
"2016-04-02",23.273
"2016-04-03",23.9758
"2016-04-04",24.0338
"2016-04-05",24.3195
"2016-04-06",24.1088
"2016-04-07",24.7282
"2016-04-08",24.689
"2016-04-09",24.7031
"2016-04-10",24.6973
"2016-04-11",24.5567
"2016-04-12",25.0929
"2016-04-13",25.4752
"2016-04-14",25.3973
"2016-04-15",25.5314
"2016-04-16",25.1409
"2016-04-17",25.0322
"2016-04-18",24.9579
"2016-04-19",24.9293
"2016-04-20",24.834
"2016-04-21",25.2767
"2016-04-22",25.6322
"2016-04-23",25.7977
"2016-04-24",25.1311
"2016-04-25",25.0566
"2016-04-26",24.4808
"2016-04-27",24.7817
"2016-04-28",24.4751
"2016-04-29",24.5434
"2016-04-30",24.5114
"2016-05-01",24.8001
"2016-05-02",25.2905
"2016-05-03",25.3694
"2016-05-04",25.0531
"2016-05-05",25.4125
"2016-05-06",25.0072
"2016-05-07",25.0293
"2016-05-08",24.98
"2016-05-09",24.9932
"2016-05-10",24.7461
"2016-05-11",24.8739
"2016-05-12",24.4636
"2016-05-13",24.851
"2016-05-14",25.4438
"2016-05-15",23.833
"2016-05-16",24.8304
"2016-05-17",24.8479
"2016-05-18",25.2785
"2016-05-19",25.2157
"2016-05-20",25.1566
"2016-05-21",25.6163
"2016-05-22",25.8348
"2016-05-23",25.7723
"2016-05-24",25.6016
"2016-05-25",25.3858
"2016-05-26",25.5944
"2016-05-27",24.7593
"2016-05-28",24.6726
"2016-05-29",25.0081
"2016-05-30",24.9214
"2016-05-31",25.1148
"2016-06-01",24.9573
"2016-06-02",25.0807
"2016-06-03",25.217
"2016-06-04",25.4756
"2016-06-05",25.3506
"2016-06-06",24.7357
"2016-06-07",24.5533
"2016-06-08",24.4343
"2016-06-09",24.7539
"2016-06-10",24.9235
"2016-06-11",24.7325
"2016-06-12",24.896
"2016-06-13",24.955
"2016-06-14",24.7895
"2016-06-15",24.3112
"2016-06-16",24.4217
"2016-06-17",24.6942
"2016-06-18",24.2051
"2016-06-19",24.2536
"2016-06-20",24.083
"2016-06-21",24.0576
"2016-06-22",24.1838
"2016-06-23",23.5906
"2016-06-24",23.8161
"2016-06-25",23.6812
"2016-06-26",24.4704
"2016-06-27",24.1689
"2016-06-28",24.2021
"2016-06-29",24.5235
"2016-06-30",24.4737
"2016-07-01",24.6375
"2016-07-02",24.3896
"2016-07-03",24.3182
"2016-07-04",24.24
"2016-07-05",24.101
"2016-07-06",24.0295
"2016-07-07",24.2776
"2016-07-08",24.7344
"2016-07-09",24.6282
"2016-07-10",24.1884
"2016-07-11",24.0034
"2016-07-12",23.6284
"2016-07-13",23.5863
"2016-07-14",23.927
"2016-07-15",23.7536
"2016-07-16",23.6722
"2016-07-17",23.6368
"2016-07-18",23.6733
"2016-07-19",23.5208
"2016-07-20",23.9364
"2016-07-21",23.8104
"2016-07-22",23.4241
"2016-07-23",23.4895
"2016-07-24",23.9506
"2016-07-25",23.8238
"2016-07-26",24.046
"2016-07-27",23.833
"2016-07-28",23.8087
"2016-07-29",24.0088
"2016-07-30",23.9415
"2016-07-31",23.947
"2016-08-01",23.6868
"2016-08-02",23.2639
"2016-08-03",23.4644
"2016-08-04",23.9842
"2016-08-05",23.761
"2016-08-06",23.5525
"2016-08-07",23.6765
"2016-08-08",23.9246
"2016-08-09",23.7915
"2016-08-10",23.5983
"2016-08-11",23.4989
"2016-08-12",24.046
"2016-08-13",23.8885
"2016-08-14",23.8814
"2016-08-15",23.7972
"2016-08-16",23.717
"2016-08-17",23.4945
"2016-08-18",23.651
"2016-08-19",23.605
"2016-08-20",23.5586
"2016-08-21",23.7884
"2016-08-22",24.1304
"2016-08-23",23.8461
"2016-08-24",23.6993
"2016-08-25",23.4628
"2016-08-26",23.5554
"2016-08-27",23.6097
"2016-08-28",23.4352
"2016-08-29",23.293
"2016-08-30",23.5695
"2016-08-31",23.6421
"2016-09-01",23.1955
"2016-09-02",23.0875
"2016-09-03",23.395
"2016-09-04",23.5125
"2016-09-05",23.1748
"2016-09-06",23.2066
"2016-09-07",22.3982
"2016-09-08",22.0834
"2016-09-09",22.9169
"2016-09-10",22.9812
"2016-09-11",22.7621
"2016-09-12",22.8004
"2016-09-13",23.0592
"2016-09-14",23.67
"2016-09-15",23.7402
"2016-09-16",23.3654
"2016-09-17",23.5094
"2016-09-18",23.6715
"2016-09-19",23.3367
"2016-09-20",23.315
"2016-09-21",23.246
"2016-09-22",23.2722
"2016-09-23",23.3388
"2016-09-24",23.1251
"2016-09-25",23.1031
"2016-09-26",23.1638
"2016-09-27",23.4134
"2016-09-28",23.3544
"2016-09-29",23.7219
"2016-09-30",23.626
"2016-10-01",22.8335
"2016-10-02",22.9029
"2016-10-03",22.8484
"2016-10-04",22.7604
"2016-10-05",23.1922
"2016-10-06",22.3144
"2016-10-07",21.4407
"2016-10-08",22.0502
"2016-10-09",23.3786
"2016-10-10",22.5325
"2016-10-11",21.9997
"2016-10-12",22.3785
"2016-10-13",23.4623
"2016-10-14",23.6618
"2016-10-15",23.5439
"2016-10-16",23.7456
"2016-10-17",23.237
"2016-10-18",23.8064
"2016-10-19",23.6038
"2016-10-20",23.5534
"2016-10-21",22.9278
"2016-10-22",23.3715
"2016-10-23",23.382
"2016-10-24",23.4512
"2016-10-25",23.1509
"2016-10-26",23.2805
"2016-10-27",23.1971
"2016-10-28",23.3622
"2016-10-29",23.8617
"2016-10-30",23.979
"2016-10-31",23.8804
"2016-11-01",23.814
"2016-11-02",23.6527
"2016-11-03",23.7037
"2016-11-04",23.1344
"2016-11-05",23.9492
"2016-11-06",23.7071
"2016-11-07",23.3879
"2016-11-08",22.5776
"2016-11-09",22.4321
"2016-11-10",22.2267
"2016-11-11",23.2499
"2016-11-12",23.9736
"2016-11-13",24.0925
"2016-11-14",23.9511
"2016-11-15",23.6553
"2016-11-16",23.2365
"2016-11-17",23.4601
"2016-11-18",23.6764
"2016-11-19",24.1754
"2016-11-20",23.7169
"2016-11-21",23.8914
"2016-11-22",24.1294
"2016-11-23",23.856
"2016-11-24",22.6823
"2016-11-25",22.7192
"2016-11-26",22.7263
"2016-11-27",21.4741
"2016-11-28",20.9135
"2016-11-29",20.8334
"2016-11-30",20.8075
"2016-12-01",20.0101
"2016-12-02",21.9267
"2016-12-03",22.2039
"2016-12-04",22.9387
"2016-12-05",22.2161
"2016-12-06",20.2861
"2016-12-07",22.933
"2016-12-08",23.5718
"2016-12-09",23.3397
"2016-12-10",23.6397
"2016-12-11",22.6324
"2016-12-12",21.7794
"2016-12-13",21.4033
"2016-12-14",20.9177
"2016-12-15",21.7534
"2016-12-16",22.5934
"2016-12-17",22.7033
"2016-12-18",21.0215
"2016-12-19",22.8557
"2016-12-20",23.7905
"2016-12-21",23.0431
"2016-12-22",21.3612
"2016-12-23",17.8166
"2016-12-24",17.363
"2016-12-25",17.9482
"2016-12-26",21.6783
"2016-12-27",23.4757
"2016-12-28",23.1181
"2016-12-29",22.5341
"2016-12-30",21.6161
"2016-12-31",21.4443
"2017-01-01",21.8408
"2017-01-02",21.986
"2017-01-03",21.523
"2017-01-04",18.9817
"2017-01-05",17.9719
"2017-01-06",18.8155
"2017-01-07",17.0142
"2017-01-08",17.0221
"2017-01-09",17.5155
"2017-01-10",18.1231
"2017-01-11",16.8286
"2017-01-12",17.9698
"2017-01-13",16.895
"2017-01-14",18.8625
"2017-01-15",19.7442
"2017-01-16",18.619
"2017-01-17",17.4907
"2017-01-18",17.7344
"2017-01-19",20.0393
"2017-01-20",22.135
"2017-01-21",22.5011
"2017-01-22",23.1286
"2017-01-23",22.7394
"2017-01-24",22.8454
"2017-01-25",23.1754
"2017-01-26",23.5941
"2017-01-27",23.2041
"2017-01-28",23.0579
"2017-01-29",23.2352
"2017-01-30",23.0112
"2017-01-31",20.6944
"2017-02-01",19.4635
"2017-02-02",18.8597
"2017-02-03",18.2052
"2017-02-04",17.4962
"2017-02-05",18.3005
"2017-02-06",18.1122
"2017-02-07",17.1709
"2017-02-08",18.1266
"2017-02-09",17.4994
"2017-02-10",18.2435
"2017-02-11",18.0375
"2017-02-12",18.3777
"2017-02-13",20.6061
"2017-02-14",22.5225
"2017-02-15",21.8201
"2017-02-16",20.4455
"2017-02-17",20.0549
"2017-02-18",21.5954
"2017-02-19",22.4322
"2017-02-20",20.6374
"2017-02-21",21.5242
"2017-02-22",21.2986
"2017-02-23",21.6405
"2017-02-24",21.5533
"2017-02-25",21.8173
"2017-02-26",22.1078
"2017-02-27",22.0837
"2017-02-28",23.0648
"2017-03-01",22.3335
"2017-03-02",22.4821
"2017-03-03",23.0531
"2017-03-04",23.4696
"2017-03-05",23.1212
"2017-03-06",23.4561
"2017-03-07",23.6051
"2017-03-08",23.4784
"2017-03-09",23.2414
"2017-03-10",22.9208
"2017-03-11",23.2299
"2017-03-12",23.5815
"2017-03-13",23.5961
"2017-03-14",23.6063
"2017-03-15",23.2026
"2017-03-16",23.059
"2017-03-17",22.2496
"2017-03-18",22.7483
"2017-03-19",23.6309
"2017-03-20",23.585
"2017-03-21",22.7683
"2017-03-22",20.6605
"2017-03-23",20.208
"2017-03-24",19.6248
"2017-03-25",20.4755
"2017-03-26",20.5662
"2017-03-27",22.094
"2017-03-28",23.0171
"2017-03-29",23.3457
"2017-03-30",23.8857
"2017-03-31",23.7429
"2017-04-01",24.0153
"2017-04-02",24.005
"2017-04-03",23.844
"2017-04-04",23.9705
"2017-04-05",24.175
"2017-04-06",24.2971
"2017-04-07",24.3875
"2017-04-08",23.7559
"2017-04-09",23.6973
"2017-04-10",24.1999
"2017-04-11",24.3036
"2017-04-12",24.4291
"2017-04-13",24.298
"2017-04-14",25.2093
"2017-04-15",24.7559
"2017-04-16",24.445
"2017-04-17",24.6197
"2017-04-18",24.4287
"2017-04-19",23.975
"2017-04-20",23.9499
"2017-04-21",23.7048
"2017-04-22",24.4504
"2017-04-23",25.0702
"2017-04-24",25.2946
"2017-04-25",25.0945
"2017-04-26",24.1271
"2017-04-27",24.3414
"2017-04-28",24.7058
"2017-04-29",24.398
"2017-04-30",23.7228
"2017-05-01",23.5077
"2017-05-02",23.5339
"2017-05-03",23.552
"2017-05-04",24.1525
"2017-05-05",24.3951
"2017-05-06",24.1917
"2017-05-07",23.9746
"2017-05-08",24.2583
"2017-05-09",24.6285
"2017-05-10",24.7254
"2017-05-11",24.7544
"2017-05-12",24.4617
"2017-05-13",25.008
"2017-05-14",25.3189
"2017-05-15",25.3214
"2017-05-16",25.4153
"2017-05-17",25.5396
"2017-05-18",24.8047
"2017-05-19",24.9118
"2017-05-20",25.245
"2017-05-21",24.8746
"2017-05-22",25.5376
"2017-05-23",25.056
"2017-05-24",24.2375
"2017-05-25",24.7236
"2017-05-26",24.7324
"2017-05-27",25.3243
"2017-05-28",25.1257
"2017-05-29",24.71
"2017-05-30",24.5511
"2017-05-31",24.5961
"2017-06-01",24.7542
"2017-06-02",24.4766
"2017-06-03",24.7754
"2017-06-04",25.0085
"2017-06-05",24.7918
"2017-06-06",24.4797
"2017-06-07",24.4384
"2017-06-08",24.4625
"2017-06-09",24.2084
"2017-06-10",24.443
"2017-06-11",24.3485
"2017-06-12",24.5236
"2017-06-13",24.5565
"2017-06-14",24.282
"2017-06-15",24.3791
"2017-06-16",24.1351
"2017-06-17",24.7674
"2017-06-18",24.852
"2017-06-19",24.4988
"2017-06-20",24.5157
"2017-06-21",24.3774
"2017-06-22",24.5301
"2017-06-23",24.3706
"2017-06-24",24.0571
"2017-06-25",24.1639
"2017-06-26",23.9831
"2017-06-27",23.8669
"2017-06-28",24.1286
"2017-06-29",24.3007
"2017-06-30",24.4228
"2017-07-01",24.5149
"2017-07-02",24.1653
"2017-07-03",24.2064
"2017-07-04",24.1726
"2017-07-05",23.9923
"2017-07-06",24.135
"2017-07-07",24.2179
"2017-07-08",24.5096
"2017-07-09",23.5987
"2017-07-10",23.6395
"2017-07-11",23.9309
"2017-07-12",24.2961
"2017-07-13",23.8856
"2017-07-14",24.0139
"2017-07-15",24.2901
"2017-07-16",24.1632
"2017-07-17",23.9303
"2017-07-18",23.7226
"2017-07-19",24.1627
"2017-07-20",23.9503
"2017-07-21",24.0308
"2017-07-22",24.3152
"2017-07-23",24.5513
"2017-07-24",24.4837
"2017-07-25",24.4458
"2017-07-26",24.4078
"2017-07-27",24.165
"2017-07-28",24.1821
"2017-07-29",24.2159
"2017-07-30",24.0357
"2017-07-31",24.2659
"2017-08-01",24.0186
"2017-08-02",24.1898
"2017-08-03",23.7698
"2017-08-04",24.1347
"2017-08-05",24.1791
"2017-08-06",24.2998
"2017-08-07",24.2165
"2017-08-08",24.0654
"2017-08-09",24.0242
"2017-08-10",23.9794
"2017-08-11",23.9229
"2017-08-12",23.484
"2017-08-13",24.3331
"2017-08-14",24.0987
"2017-08-15",23.2832
"2017-08-16",23.0845
"2017-08-17",23.5791
"2017-08-18",24.2532
"2017-08-19",24.2086
"2017-08-20",24.0076
"2017-08-21",23.8791
"2017-08-22",23.6722
"2017-08-23",24.1076
"2017-08-24",24.3573
"2017-08-25",24.2526
"2017-08-26",23.8655
"2017-08-27",23.891
"2017-08-28",24.1487
"2017-08-29",23.9437
"2017-08-30",24.0108
"2017-08-31",24.6803
"2017-09-01",24.1171
"2017-09-02",24.1481
"2017-09-03",24.6672
"2017-09-04",24.3912
"2017-09-05",23.938
"2017-09-06",23.8554
"2017-09-07",23.6648
"2017-09-08",23.9403
"2017-09-09",24.188
"2017-09-10",24.1774
"2017-09-11",24.4109
"2017-09-12",24.2847
"2017-09-13",23.3903
"2017-09-14",23.2913
"2017-09-15",23.7665
"2017-09-16",23.8834
"2017-09-17",23.9893
"2017-09-18",24.115
"2017-09-19",23.831
"2017-09-20",24.0034
"2017-09-21",23.7204
"2017-09-22",23.7947
"2017-09-23",23.6108
"2017-09-24",23.9023
"2017-09-25",23.9438
"2017-09-26",24.1464
"2017-09-27",23.7543
"2017-09-28",23.7105
"2017-09-29",23.4431
"2017-09-30",24.2874
"2017-10-01",24.0949
"2017-10-02",24.0226
"2017-10-03",24.3599
"2017-10-04",24.2291
"2017-10-05",24.5327
"2017-10-06",23.9901
"2017-10-07",24.4705
"2017-10-08",24.2703
"2017-10-09",24.2246
"2017-10-10",24.4304
"2017-10-11",23.8664
"2017-10-12",24.1834
"2017-10-13",24.4304
"2017-10-14",23.9416
"2017-10-15",24.2721
"2017-10-16",24.0586
"2017-10-17",23.9658
"2017-10-18",24.132
"2017-10-19",23.9665
"2017-10-20",24.0286
"2017-10-21",23.5365
"2017-10-22",24.4379
"2017-10-23",24.3343
"2017-10-24",23.7162
"2017-10-25",23.6621
"2017-10-26",23.9593
"2017-10-27",24.0486
"2017-10-28",24.227
"2017-10-29",23.8241
"2017-10-30",24.2904
"2017-10-31",23.9806
"2017-11-01",24.1533
"2017-11-02",23.8686
"2017-11-03",23.9574
"2017-11-04",23.9944
"2017-11-05",23.8099
"2017-11-06",23.5922
"2017-11-07",23.5339
"2017-11-08",23.1253
"2017-11-09",23.611
"2017-11-10",23.7534
"2017-11-11",23.8446
"2017-11-12",22.9395
"2017-11-13",24.2413
"2017-11-14",22.6893
"2017-11-15",22.5026
"2017-11-16",22.1172
"2017-11-17",22.8484
"2017-11-18",23.94
"2017-11-19",23.8073
"2017-11-20",23.8421
"2017-11-21",23.9349
"2017-11-22",23.5164
"2017-11-23",23.1451
"2017-11-24",22.5817
"2017-11-25",22.2537
"2017-11-26",23.7452
"2017-11-27",23.749
"2017-11-28",23.8573
"2017-11-29",23.644
"2017-11-30",23.4158
"2017-12-01",22.8392
"2017-12-02",23.1087
"2017-12-03",23.6251
"2017-12-04",23.2193
"2017-12-05",23.4032
"2017-12-06",23.3299
"2017-12-07",23.2473
"2017-12-08",21.3866
"2017-12-09",21.5073
"2017-12-10",22.7635
"2017-12-11",23.7871
"2017-12-12",23.9172
"2017-12-13",23.941
"2017-12-14",23.5395
"2017-12-15",23.2269
"2017-12-16",22.6541
"2017-12-17",22.2173
"2017-12-18",20.6216
"2017-12-19",22.6739
"2017-12-20",22.8438
"2017-12-21",21.9839
"2017-12-22",20.6804
"2017-12-23",20.0467
"2017-12-24",22.0461
"2017-12-25",22.8801
"2017-12-26",23.207
"2017-12-27",22.0656
"2017-12-28",19.9355
"2017-12-29",20.192
"2017-12-30",20.9688
"2017-12-31",21.2093
"2018-01-01",21.5673
"2018-01-02",21.697
"2018-01-03",21.1466
"2018-01-04",20.1046
"2018-01-05",18.0393
"2018-01-06",17.5225
"2018-01-07",17.5888
"2018-01-08",19.4361
"2018-01-09",21.6761
"2018-01-10",22.637
"2018-01-11",22.8125
"2018-01-12",22.7067
"2018-01-13",23.0034
"2018-01-14",22.1002
"2018-01-15",20.354
"2018-01-16",20.1391
"2018-01-17",18.1414
"2018-01-18",18.177
"2018-01-19",18.7652
"2018-01-20",19.1449
"2018-01-21",19.6228
"2018-01-22",20.5773
"2018-01-23",20.5875
"2018-01-24",19.205
"2018-01-25",19.1452
"2018-01-26",19.9784
"2018-01-27",19.8799
"2018-01-28",20.1179
"2018-01-29",22.6311
"2018-01-30",22.9835
"2018-01-31",21.3235
"2018-02-01",20.6649
"2018-02-02",19.4088
"2018-02-03",19.1635
"2018-02-04",21.1361
"2018-02-05",21.4973
"2018-02-06",22.6522
"2018-02-07",22.6878
"2018-02-08",22.5783
"2018-02-09",22.061
"2018-02-10",20.6814
"2018-02-11",21.055
"2018-02-12",21.9152
"2018-02-13",20.4428
"2018-02-14",22.1432
"2018-02-15",22.3284
"2018-02-16",20.63
"2018-02-17",17.819
"2018-02-18",17.8789
"2018-02-19",17.2922
"2018-02-20",17.6146
"2018-02-21",18.7355
"2018-02-22",19.3774
"2018-02-23",20.3835
"2018-02-24",22.4783
"2018-02-25",22.6312
"2018-02-26",22.5825
"2018-02-27",22.3401
"2018-02-28",22.5464
"2018-03-01",22.451
"2018-03-02",22.5312
"2018-03-03",22.9648
"2018-03-04",22.6351
"2018-03-05",22.6118
"2018-03-06",20.7641
"2018-03-07",19.9687
"2018-03-08",21.3486
"2018-03-09",21.6059
"2018-03-10",22.3468
"2018-03-11",22.3221
"2018-03-12",23.1331
"2018-03-13",23.1182
"2018-03-14",23.3198
"2018-03-15",23.1436
"2018-03-16",24.1408
"2018-03-17",23.6306
"2018-03-18",23.1475
"2018-03-19",21.7687
"2018-03-20",22.5223
"2018-03-21",22.838
"2018-03-22",23.1247
"2018-03-23",23.0691
"2018-03-24",20.921
"2018-03-25",20.995
"2018-03-26",23.427
"2018-03-27",23.2432
"2018-03-28",22.9988
"2018-03-29",23.8057
"2018-03-30",23.7013
"2018-03-31",24.2554
"2018-04-01",23.6385
"2018-04-02",23.4639
"2018-04-03",23.3219
"2018-04-04",22.7397
"2018-04-05",23.3957
"2018-04-06",23.4385
"2018-04-07",23.2655
"2018-04-08",23.5088
"2018-04-09",23.4864
"2018-04-10",23.6774
"2018-04-11",23.8646
"2018-04-12",24.1504
"2018-04-13",23.9266
"2018-04-14",24.0346
"2018-04-15",24.3943
"2018-04-16",24.0963
"2018-04-17",24.5007
"2018-04-18",24.2216
"2018-04-19",24.5235
"2018-04-20",24.6645
"2018-04-21",24.0989
"2018-04-22",24.3831
"2018-04-23",24.3003
"2018-04-24",24.5
"2018-04-25",24.2828
"2018-04-26",23.9222
"2018-04-27",24.2861
"2018-04-28",24.2358
"2018-04-29",24.3315
"2018-04-30",24.9643
"2018-05-01",25.3779
"2018-05-02",24.9034
"2018-05-03",24.6508
"2018-05-04",24.278
"2018-05-05",24.4728
"2018-05-06",24.7278
"2018-05-07",24.6165
"2018-05-08",24.4751
"2018-05-09",24.088
"2018-05-10",24.2808
"2018-05-11",24.7152
"2018-05-12",24.3865
"2018-05-13",24.5574
"2018-05-14",24.2559
"2018-05-15",24.6314
"2018-05-16",24.5035
"2018-05-17",24.0699
"2018-05-18",23.8971
"2018-05-19",24.4153
"2018-05-20",24.3412
"2018-05-21",23.7239
"2018-05-22",24.7146
"2018-05-23",23.833
"2018-05-24",23.9972
"2018-05-25",24.0449
"2018-05-26",24.2154
"2018-05-27",24.554
"2018-05-28",24.7158
"2018-05-29",24.2215
"2018-05-30",24.4265
"2018-05-31",24.795
"2018-06-01",24.5861
"2018-06-02",24.7475
"2018-06-03",24.8758
"2018-06-04",24.706
"2018-06-05",24.6957
"2018-06-06",24.8755
"2018-06-07",24.6428
"2018-06-08",24.5542
"2018-06-09",24.5095
"2018-06-10",24.7141
"2018-06-11",24.3493
"2018-06-12",24.1475
"2018-06-13",24.2506
"2018-06-14",24.4908
"2018-06-15",24.5567
"2018-06-16",24.1113
"2018-06-17",24.5445
"2018-06-18",24.4297
"2018-06-19",23.924
"2018-06-20",23.6058
"2018-06-21",23.8781
"2018-06-22",24.2519
"2018-06-23",24.3178
"2018-06-24",24.4107
"2018-06-25",24.3029
"2018-06-26",24.0495
"2018-06-27",23.928
"2018-06-28",24.1398
"2018-06-29",23.6815
"2018-06-30",23.8343
"2018-07-01",23.7794
"2018-07-02",23.9439
"2018-07-03",23.8532
"2018-07-04",23.8988
"2018-07-05",23.7302
"2018-07-06",23.9506
"2018-07-07",23.269
"2018-07-08",24.1054
"2018-07-09",23.9276
"2018-07-10",23.3699
"2018-07-11",23.4194
"2018-07-12",23.8647
"2018-07-13",23.9251
"2018-07-14",23.9397
"2018-07-15",23.7471
"2018-07-16",23.1495
"2018-07-17",23.0206
"2018-07-18",23.192
"2018-07-19",23.3335
"2018-07-20",22.7711
"2018-07-21",23.2418
"2018-07-22",23.5198
"2018-07-23",23.5984
"2018-07-24",23.5656
"2018-07-25",23.6883
"2018-07-26",23.7495
"2018-07-27",23.3155
"2018-07-28",23.2186
"2018-07-29",23.4173
"2018-07-30",23.7878
"2018-07-31",23.7371
"2018-08-01",23.585
"2018-08-02",23.9112
"2018-08-03",23.723
"2018-08-04",23.6817
"2018-08-05",23.2631
"2018-08-06",23.292
"2018-08-07",23.3795
"2018-08-08",23.2698
"2018-08-09",23.4763
"2018-08-10",23.3221
"2018-08-11",23.2054
"2018-08-12",23.7542
"2018-08-13",24.2047
"2018-08-14",23.8726
"2018-08-15",23.0131
"2018-08-16",22.7748
"2018-08-17",23.2745
"2018-08-18",22.8865
"2018-08-19",22.9946
"2018-08-20",22.9814
"2018-08-21",22.948
"2018-08-22",22.9844
"2018-08-23",22.9226
"2018-08-24",22.9829
"2018-08-25",23.2388
"2018-08-26",23.0636
"2018-08-27",22.9119
"2018-08-28",23.0904
"2018-08-29",22.7592
"2018-08-30",22.848
"2018-08-31",23.067
"2018-09-01",22.592
"2018-09-02",22.696
"2018-09-03",22.5981
"2018-09-04",22.1616
"2018-09-05",21.7799
"2018-09-06",22.0327
"2018-09-07",22.1766
"2018-09-08",22.1437
"2018-09-09",23.1247
"2018-09-10",22.9188
"2018-09-11",22.4999
"2018-09-12",22.1796
"2018-09-13",22.0548
"2018-09-14",22.2671
"2018-09-15",22.1705
"2018-09-16",23.0382
"2018-09-17",23.7348
"2018-09-18",23.1215
"2018-09-19",23.7086
"2018-09-20",23.787
"2018-09-21",23.6344
"2018-09-22",23.614
"2018-09-23",23.7964
"2018-09-24",23.2987
"2018-09-25",23.6884
"2018-09-26",23.7284
"2018-09-27",23.8223
"2018-09-28",23.8661
"2018-09-29",24.1215
"2018-09-30",24.2729
"2018-10-01",24.3686
"2018-10-02",24.3637
"2018-10-03",23.9469
"2018-10-04",24.3699
"2018-10-05",24.2122
"2018-10-06",24.0676
"2018-10-07",23.9347
"2018-10-08",23.6842
"2018-10-09",23.6559
"2018-10-10",23.927
"2018-10-11",24.3432
"2018-10-12",23.4967
"2018-10-13",23.4686
"2018-10-14",23.6701
"2018-10-15",23.8082
"2018-10-16",23.3127
"2018-10-17",22.7547
"2018-10-18",23.4845
"2018-10-19",24.1306
"2018-10-20",23.4607
"2018-10-21",23.5826
"2018-10-22",23.8526
"2018-10-23",23.5237
"2018-10-24",23.7517
"2018-10-25",23.7167
"2018-10-26",23.5378
"2018-10-27",23.9263
"2018-10-28",23.9844
"2018-10-29",23.621
"2018-10-30",23.8127
