,"(deg C) Mean Dew Point Temperature (ERA5) at Polonnaruwa, 2007-01-01 to 2025-12-31"
"2015-11-14",23.691
"2015-11-15",23.6957
"2015-11-16",23.3244
"2015-11-17",24.1394
"2015-11-18",24.3203
"2015-11-19",24.0642
"2015-11-20",23.9942
"2015-11-21",24.0872
"2015-11-22",24.2826
"2015-11-23",24.1351
"2015-11-24",24.2367
"2015-11-25",23.2917
"2015-11-26",22.8437
"2015-11-27",23.7711
"2015-11-28",23.5346
"2015-11-29",23.8426
"2015-11-30",23.8997
"2015-12-01",23.7495
"2015-12-02",23.9511
"2015-12-03",24.1463
"2015-12-04",24.0384
"2015-12-05",24.3581
"2015-12-06",24.1489
"2015-12-07",24.3465
"2015-12-08",23.9938
"2015-12-09",24.2759
"2015-12-10",24.0688
"2015-12-11",24.0293
"2015-12-12",23.5368
"2015-12-13",24.4906
"2015-12-14",23.9579
"2015-12-15",23.7062
"2015-12-16",21.5245
"2015-12-17",23.5063
"2015-12-18",24.0818
"2015-12-19",23.2259
"2015-12-20",23.1729
"2015-12-21",22.8883
"2015-12-22",21.7518
"2015-12-23",21.7589
"2015-12-24",20.7548
"2015-12-25",21.4803
"2015-12-26",23.133
"2015-12-27",23.7925
"2015-12-28",23.9837
"2015-12-29",23.9911
"2015-12-30",23.6516
"2015-12-31",23.624
"2016-01-01",23.368
"2016-01-02",23.189
"2016-01-03",23.7534
"2016-01-04",23.6664
"2016-01-05",23.7563
"2016-01-06",23.2548
"2016-01-07",22.9219
"2016-01-08",22.1179
"2016-01-09",21.9034
"2016-01-10",22.3823
"2016-01-11",21.8144
"2016-01-12",20.8077
"2016-01-13",21.0266
"2016-01-14",19.8333
"2016-01-15",20.757
"2016-01-16",22.3571
"2016-01-17",21.0697
"2016-01-18",21.0947
"2016-01-19",21.6361
"2016-01-20",22.1065
"2016-01-21",22.1819
"2016-01-22",22.7009
"2016-01-23",23.8591
"2016-01-24",23.8643
"2016-01-25",23.1045
"2016-01-26",22.0998
"2016-01-27",20.9207
"2016-01-28",21.294
"2016-01-29",20.2837
"2016-01-30",20.5604
"2016-01-31",20.9171
"2016-02-01",20.8821
"2016-02-02",20.6754
"2016-02-03",20.1316
"2016-02-04",20.3899
"2016-02-05",21.6056
"2016-02-06",22.1466
"2016-02-07",22.9694
"2016-02-08",23.1094
"2016-02-09",23.9456
"2016-02-10",23.332
"2016-02-11",21.492
"2016-02-12",20.236
"2016-02-13",20.5966
"2016-02-14",21.1703
"2016-02-15",23.254
"2016-02-16",21.9305
"2016-02-17",23.8913
"2016-02-18",24.196
"2016-02-19",24.1817
"2016-02-20",24.1944
"2016-02-21",23.3487
"2016-02-22",22.0689
"2016-02-23",20.6837
"2016-02-24",23.4356
"2016-02-25",24.165
"2016-02-26",22.8472
"2016-02-27",23.5133
"2016-02-28",24.3058
"2016-02-29",23.4651
"2016-03-01",23.9233
"2016-03-02",23.1962
"2016-03-03",23.1996
"2016-03-04",23.6365
"2016-03-05",23.0092
"2016-03-06",23.6786
"2016-03-07",23.7468
"2016-03-08",23.9553
"2016-03-09",24.2628
"2016-03-10",23.9432
"2016-03-11",23.0251
"2016-03-12",22.951
"2016-03-13",23.3108
"2016-03-14",22.1781
"2016-03-15",22.1781
"2016-03-16",23.5966
"2016-03-17",23.0148
"2016-03-18",21.2076
"2016-03-19",21.0621
"2016-03-20",21.2459
"2016-03-21",22.2567
"2016-03-22",23.1903
"2016-03-23",23.1741
"2016-03-24",21.7647
"2016-03-25",22.0229
"2016-03-26",22.5818
"2016-03-27",23.1136
"2016-03-28",23.9655
"2016-03-29",24.0827
"2016-03-30",24.0238
"2016-03-31",24.5657
"2016-04-01",23.4841
"2016-04-02",23.09
"2016-04-03",23.405
"2016-04-04",22.908
"2016-04-05",22.7434
"2016-04-06",23.4717
"2016-04-07",24.3347
"2016-04-08",23.9195
"2016-04-09",24.0945
"2016-04-10",24.3575
"2016-04-11",23.9495
"2016-04-12",24.3218
"2016-04-13",24.6737
"2016-04-14",24.8357
"2016-04-15",25.0172
"2016-04-16",24.0444
"2016-04-17",24.0759
"2016-04-18",24.2525
"2016-04-19",24.4755
"2016-04-20",24.6534
"2016-04-21",24.3342
"2016-04-22",24.4169
"2016-04-23",24.2313
"2016-04-24",23.6264
"2016-04-25",23.8165
"2016-04-26",24.0267
"2016-04-27",24.288
"2016-04-28",23.6552
"2016-04-29",23.7874
"2016-04-30",24.2717
"2016-05-01",24.0791
"2016-05-02",23.8872
"2016-05-03",24.0053
"2016-05-04",23.672
"2016-05-05",24.4129
"2016-05-06",24.508
"2016-05-07",24.471
"2016-05-08",24.6601
"2016-05-09",24.9742
"2016-05-10",24.7567
"2016-05-11",24.9864
"2016-05-12",24.441
"2016-05-13",24.8865
"2016-05-14",25.1292
"2016-05-15",24.2064
"2016-05-16",24.4615
"2016-05-17",24.3797
"2016-05-18",24.3566
"2016-05-19",24.4343
"2016-05-20",24.4094
"2016-05-21",24.5773
"2016-05-22",25.0271
"2016-05-23",24.9511
"2016-05-24",24.8338
"2016-05-25",24.6003
"2016-05-26",24.6452
"2016-05-27",24.102
"2016-05-28",23.8383
"2016-05-29",23.9235
"2016-05-30",23.9764
"2016-05-31",24.2057
"2016-06-01",23.8773
"2016-06-02",23.8747
"2016-06-03",24.0768
"2016-06-04",24.1148
"2016-06-05",24.0655
"2016-06-06",23.4144
"2016-06-07",23.348
"2016-06-08",23.2736
"2016-06-09",23.573
"2016-06-10",23.7118
"2016-06-11",23.7451
"2016-06-12",24.0007
"2016-06-13",23.5818
"2016-06-14",23.2066
"2016-06-15",22.5633
"2016-06-16",22.9287
"2016-06-17",23.1862
"2016-06-18",23.0609
"2016-06-19",22.7824
"2016-06-20",22.8039
"2016-06-21",22.5184
"2016-06-22",22.7234
"2016-06-23",22.1955
"2016-06-24",22.484
"2016-06-25",22.2389
"2016-06-26",22.8561
"2016-06-27",22.896
"2016-06-28",22.855
"2016-06-29",22.9005
"2016-06-30",22.7829
"2016-07-01",22.9239
"2016-07-02",22.4329
"2016-07-03",22.5409
"2016-07-04",22.7909
"2016-07-05",22.3661
"2016-07-06",22.4017
"2016-07-07",22.5249
"2016-07-08",22.968
"2016-07-09",23.0211
"2016-07-10",22.4958
"2016-07-11",22.1361
"2016-07-12",21.959
"2016-07-13",21.9997
"2016-07-14",22.4136
"2016-07-15",22.3153
"2016-07-16",22.0193
"2016-07-17",21.974
"2016-07-18",21.8216
"2016-07-19",22.2959
"2016-07-20",22.6226
"2016-07-21",22.474
"2016-07-22",22.0534
"2016-07-23",22.068
"2016-07-24",22.4543
"2016-07-25",22.9719
"2016-07-26",23.1313
"2016-07-27",22.6826
"2016-07-28",22.3484
"2016-07-29",22.4745
"2016-07-30",22.2875
"2016-07-31",21.949
"2016-08-01",21.8987
"2016-08-02",21.1984
"2016-08-03",21.7794
"2016-08-04",22.0276
"2016-08-05",21.7913
"2016-08-06",21.5535
"2016-08-07",21.9399
"2016-08-08",22.3087
"2016-08-09",22.3703
"2016-08-10",21.9561
"2016-08-11",21.9311
"2016-08-12",22.4738
"2016-08-13",22.1379
"2016-08-14",22.2724
"2016-08-15",22.0281
"2016-08-16",21.9438
"2016-08-17",21.52
"2016-08-18",21.9806
"2016-08-19",22.3198
"2016-08-20",22.1154
"2016-08-21",22.4258
"2016-08-22",23.3136
"2016-08-23",22.5649
"2016-08-24",22.3835
"2016-08-25",22.3102
"2016-08-26",22.0933
"2016-08-27",22.3357
"2016-08-28",21.9658
"2016-08-29",21.7687
"2016-08-30",21.9724
"2016-08-31",22.039
"2016-09-01",21.6079
"2016-09-02",21.7
"2016-09-03",21.7074
"2016-09-04",21.8626
"2016-09-05",21.2395
"2016-09-06",21.0976
"2016-09-07",20.4141
"2016-09-08",20.0572
"2016-09-09",21.032
"2016-09-10",21.0662
"2016-09-11",20.8127
"2016-09-12",21.0429
"2016-09-13",21.4585
"2016-09-14",22.1906
"2016-09-15",22.1398
"2016-09-16",21.6163
"2016-09-17",21.4416
"2016-09-18",21.8491
"2016-09-19",21.7586
"2016-09-20",21.8169
"2016-09-21",21.6332
"2016-09-22",21.586
"2016-09-23",21.6141
"2016-09-24",21.1891
"2016-09-25",21.3085
"2016-09-26",21.4103
"2016-09-27",21.8188
"2016-09-28",21.8252
"2016-09-29",21.9156
"2016-09-30",21.8144
"2016-10-01",20.9338
"2016-10-02",20.6403
"2016-10-03",20.8425
"2016-10-04",20.8341
"2016-10-05",21.6438
"2016-10-06",20.5238
"2016-10-07",18.7676
"2016-10-08",20.0381
"2016-10-09",21.596
"2016-10-10",20.6719
"2016-10-11",19.8174
"2016-10-12",20.527
"2016-10-13",21.9304
"2016-10-14",23.0267
"2016-10-15",22.0152
"2016-10-16",21.6208
"2016-10-17",21.1781
"2016-10-18",22.1807
"2016-10-19",22.5633
"2016-10-20",22.6526
"2016-10-21",21.3519
"2016-10-22",21.9985
"2016-10-23",21.7547
"2016-10-24",22.1025
"2016-10-25",22.2741
"2016-10-26",21.8124
"2016-10-27",21.879
"2016-10-28",21.6119
"2016-10-29",22.4035
"2016-10-30",23.4101
"2016-10-31",23.5586
"2016-11-01",23.808
"2016-11-02",23.565
"2016-11-03",23.6211
"2016-11-04",22.8211
"2016-11-05",23.3603
"2016-11-06",23.079
"2016-11-07",22.837
"2016-11-08",22.5443
"2016-11-09",22.5191
"2016-11-10",22.8607
"2016-11-11",23.435
"2016-11-12",23.8482
"2016-11-13",24.0989
"2016-11-14",23.6796
"2016-11-15",23.4139
"2016-11-16",23.6652
"2016-11-17",23.5767
"2016-11-18",23.7247
"2016-11-19",23.8311
"2016-11-20",23.5178
"2016-11-21",23.7943
"2016-11-22",24.0352
"2016-11-23",23.8683
"2016-11-24",22.3476
"2016-11-25",22.6829
"2016-11-26",22.6323
"2016-11-27",21.3391
"2016-11-28",20.4525
"2016-11-29",20.6403
"2016-11-30",20.3968
"2016-12-01",18.7176
"2016-12-02",21.4846
"2016-12-03",22.8441
"2016-12-04",22.9479
"2016-12-05",22.5714
"2016-12-06",20.7174
"2016-12-07",23.3171
"2016-12-08",23.3037
"2016-12-09",22.4826
"2016-12-10",22.465
"2016-12-11",21.5089
"2016-12-12",20.1907
"2016-12-13",20.0332
"2016-12-14",20.6056
"2016-12-15",22.412
"2016-12-16",22.9759
"2016-12-17",22.809
"2016-12-18",21.1594
"2016-12-19",23.2143
"2016-12-20",23.9366
"2016-12-21",22.9682
"2016-12-22",21.6176
"2016-12-23",18.3259
"2016-12-24",17.8121
"2016-12-25",18.9719
"2016-12-26",22.2286
"2016-12-27",23.6269
"2016-12-28",23.3672
"2016-12-29",23.1147
"2016-12-30",22.2536
"2016-12-31",21.9868
"2017-01-01",22.1247
"2017-01-02",22.7594
"2017-01-03",21.8445
"2017-01-04",19.902
"2017-01-05",18.7988
"2017-01-06",19.5978
"2017-01-07",17.8336
"2017-01-08",17.9303
"2017-01-09",18.4102
"2017-01-10",19.2428
"2017-01-11",18.3054
"2017-01-12",19.0485
"2017-01-13",18.1907
"2017-01-14",19.5631
"2017-01-15",20.2487
"2017-01-16",19.008
"2017-01-17",18.0636
"2017-01-18",18.379
"2017-01-19",20.758
"2017-01-20",22.5836
"2017-01-21",23.3004
"2017-01-22",23.3385
"2017-01-23",22.9034
"2017-01-24",22.9203
"2017-01-25",23.1983
"2017-01-26",23.5727
"2017-01-27",23.0561
"2017-01-28",23.0776
"2017-01-29",23.4302
"2017-01-30",23.3886
"2017-01-31",20.5456
"2017-02-01",19.5937
"2017-02-02",19.2496
"2017-02-03",18.4954
"2017-02-04",17.8582
"2017-02-05",18.6264
"2017-02-06",19.1137
"2017-02-07",18.8378
"2017-02-08",18.528
"2017-02-09",18.1755
"2017-02-10",18.9066
"2017-02-11",18.6807
"2017-02-12",19.3236
"2017-02-13",21.7812
"2017-02-14",23.1831
"2017-02-15",22.6759
"2017-02-16",21.2115
"2017-02-17",20.6788
"2017-02-18",22.2273
"2017-02-19",22.3756
"2017-02-20",21.7005
"2017-02-21",20.8698
"2017-02-22",21.3218
"2017-02-23",22.7841
"2017-02-24",22.4643
"2017-02-25",22.5463
"2017-02-26",21.9378
"2017-02-27",23.1161
"2017-02-28",23.3894
"2017-03-01",22.5124
"2017-03-02",23.1727
"2017-03-03",23.5145
"2017-03-04",23.377
"2017-03-05",23.1835
"2017-03-06",23.8512
"2017-03-07",23.8146
"2017-03-08",23.482
"2017-03-09",23.7831
"2017-03-10",23.0278
"2017-03-11",23.3758
"2017-03-12",23.5374
"2017-03-13",23.6789
"2017-03-14",24.0071
"2017-03-15",23.3404
"2017-03-16",23.0388
"2017-03-17",22.0549
"2017-03-18",21.5609
"2017-03-19",22.9341
"2017-03-20",22.9975
"2017-03-21",23.1143
"2017-03-22",21.944
"2017-03-23",20.8937
"2017-03-24",19.9035
"2017-03-25",20.1806
"2017-03-26",20.477
"2017-03-27",22.2376
"2017-03-28",23.5091
"2017-03-29",23.8585
"2017-03-30",24.009
"2017-03-31",23.3354
"2017-04-01",22.876
"2017-04-02",23.5696
"2017-04-03",23.3608
"2017-04-04",23.3919
"2017-04-05",23.0343
"2017-04-06",23.4303
"2017-04-07",23.355
"2017-04-08",22.404
"2017-04-09",22.2747
"2017-04-10",22.9406
"2017-04-11",23.7466
"2017-04-12",23.8053
"2017-04-13",24.0028
"2017-04-14",23.5235
"2017-04-15",22.8847
"2017-04-16",22.63
"2017-04-17",22.7886
"2017-04-18",22.9544
"2017-04-19",22.3439
"2017-04-20",21.804
"2017-04-21",21.6924
"2017-04-22",22.7638
"2017-04-23",23.278
"2017-04-24",23.93
"2017-04-25",23.6801
"2017-04-26",22.5225
"2017-04-27",22.7347
"2017-04-28",22.6193
"2017-04-29",23.4548
"2017-04-30",23.2802
"2017-05-01",22.6082
"2017-05-02",22.5673
"2017-05-03",22.524
"2017-05-04",23.5981
"2017-05-05",23.4971
"2017-05-06",23.8109
"2017-05-07",23.7705
"2017-05-08",24.0279
"2017-05-09",24.2046
"2017-05-10",23.8902
"2017-05-11",24.4175
"2017-05-12",24.2438
"2017-05-13",24.2555
"2017-05-14",24.3506
"2017-05-15",24.2922
"2017-05-16",24.0415
"2017-05-17",24.2336
"2017-05-18",23.9216
"2017-05-19",23.8338
"2017-05-20",24.1378
"2017-05-21",23.6748
"2017-05-22",24.6123
"2017-05-23",23.88
"2017-05-24",22.9618
"2017-05-25",23.7527
"2017-05-26",23.7136
"2017-05-27",24.1571
"2017-05-28",23.8694
"2017-05-29",23.5407
"2017-05-30",23.4165
"2017-05-31",23.2676
"2017-06-01",23.5144
"2017-06-02",23.1538
"2017-06-03",23.4335
"2017-06-04",23.5681
"2017-06-05",23.4173
"2017-06-06",23.134
"2017-06-07",23.1293
"2017-06-08",22.8235
"2017-06-09",22.6244
"2017-06-10",22.5822
"2017-06-11",22.6916
"2017-06-12",22.7505
"2017-06-13",22.9912
"2017-06-14",23.0203
"2017-06-15",23.1251
"2017-06-16",22.699
"2017-06-17",23.2689
"2017-06-18",23.2544
"2017-06-19",23.1076
"2017-06-20",23.0153
"2017-06-21",22.5758
"2017-06-22",22.7125
"2017-06-23",22.8914
"2017-06-24",22.6211
"2017-06-25",22.8107
"2017-06-26",22.6376
"2017-06-27",22.5623
"2017-06-28",22.4447
"2017-06-29",22.3445
"2017-06-30",22.808
"2017-07-01",22.9783
"2017-07-02",22.7323
"2017-07-03",22.6523
"2017-07-04",22.5991
"2017-07-05",22.1992
"2017-07-06",22.7394
"2017-07-07",22.8266
"2017-07-08",22.9488
"2017-07-09",22.1395
"2017-07-10",21.9915
"2017-07-11",22.227
"2017-07-12",22.6684
"2017-07-13",22.2325
"2017-07-14",22.2154
"2017-07-15",22.3833
"2017-07-16",22.2403
"2017-07-17",22.0968
"2017-07-18",21.6999
"2017-07-19",22.4582
"2017-07-20",22.2643
"2017-07-21",22.3885
"2017-07-22",22.6621
"2017-07-23",22.7536
"2017-07-24",22.9236
"2017-07-25",22.8236
"2017-07-26",22.5886
"2017-07-27",22.9227
"2017-07-28",22.7658
"2017-07-29",23.131
"2017-07-30",22.7435
"2017-07-31",23.0647
"2017-08-01",22.8404
"2017-08-02",22.7772
"2017-08-03",22.2704
"2017-08-04",22.7994
"2017-08-05",22.9657
"2017-08-06",22.9584
"2017-08-07",22.9392
"2017-08-08",23.0002
"2017-08-09",22.7572
"2017-08-10",22.3484
"2017-08-11",22.5473
"2017-08-12",22.2828
"2017-08-13",23.2388
"2017-08-14",22.9355
"2017-08-15",21.4209
"2017-08-16",21.2115
"2017-08-17",21.9324
"2017-08-18",23.0355
"2017-08-19",22.5805
"2017-08-20",22.2702
"2017-08-21",22.2771
"2017-08-22",22.1909
"2017-08-23",22.8202
"2017-08-24",23.0145
"2017-08-25",22.8511
"2017-08-26",22.1466
"2017-08-27",22.1892
"2017-08-28",22.6157
"2017-08-29",22.4341
"2017-08-30",22.5111
"2017-08-31",23.7063
"2017-09-01",23.905
"2017-09-02",23.9167
"2017-09-03",23.9039
"2017-09-04",23.8996
"2017-09-05",23.047
"2017-09-06",22.7873
"2017-09-07",23.1663
"2017-09-08",23.4806
"2017-09-09",23.236
"2017-09-10",23.071
"2017-09-11",23.7201
"2017-09-12",24.2595
"2017-09-13",23.0741
"2017-09-14",22.3294
"2017-09-15",22.6037
"2017-09-16",22.5121
"2017-09-17",22.7237
"2017-09-18",22.8725
"2017-09-19",22.6607
"2017-09-20",22.403
"2017-09-21",21.9051
"2017-09-22",22.3986
"2017-09-23",22.1716
"2017-09-24",22.2104
"2017-09-25",22.3274
"2017-09-26",22.596
"2017-09-27",22.124
"2017-09-28",22.0476
"2017-09-29",21.8872
"2017-09-30",22.8737
"2017-10-01",22.4422
"2017-10-02",22.2872
"2017-10-03",22.7467
"2017-10-04",22.6939
"2017-10-05",23.6357
"2017-10-06",22.6349
"2017-10-07",23.5113
"2017-10-08",23.1424
"2017-10-09",22.7345
"2017-10-10",23.4242
"2017-10-11",22.7497
"2017-10-12",23.3432
"2017-10-13",23.3159
"2017-10-14",23.132
"2017-10-15",23.2495
"2017-10-16",22.5152
"2017-10-17",23.4979
"2017-10-18",23.0388
"2017-10-19",22.8279
"2017-10-20",22.7227
"2017-10-21",21.9508
"2017-10-22",23.012
"2017-10-23",23.2428
"2017-10-24",23.1338
"2017-10-25",23.5402
"2017-10-26",23.4109
"2017-10-27",23.7263
"2017-10-28",23.868
"2017-10-29",23.7318
"2017-10-30",24.0786
"2017-10-31",23.848
"2017-11-01",23.8581
"2017-11-02",23.6465
"2017-11-03",23.7375
"2017-11-04",23.8106
"2017-11-05",23.5795
"2017-11-06",23.4189
"2017-11-07",23.492
"2017-11-08",23.2137
"2017-11-09",23.3172
"2017-11-10",23.5743
"2017-11-11",23.7725
"2017-11-12",22.1214
"2017-11-13",23.6701
"2017-11-14",21.765
"2017-11-15",21.2981
"2017-11-16",21.5923
"2017-11-17",22.0884
"2017-11-18",24.1667
"2017-11-19",24.2064
"2017-11-20",23.8863
"2017-11-21",24.1281
"2017-11-22",23.5937
"2017-11-23",22.8568
"2017-11-24",22.5892
"2017-11-25",22.901
"2017-11-26",23.7924
"2017-11-27",23.7492
"2017-11-28",23.9145
"2017-11-29",23.6323
"2017-11-30",23.7656
"2017-12-01",23.1711
"2017-12-02",23.2409
"2017-12-03",23.4383
"2017-12-04",23.3099
"2017-12-05",23.8549
"2017-12-06",23.2524
"2017-12-07",22.3386
"2017-12-08",21.0211
"2017-12-09",21.7269
"2017-12-10",22.3857
"2017-12-11",22.6579
"2017-12-12",23.2829
"2017-12-13",23.8422
"2017-12-14",23.4563
"2017-12-15",23.5379
"2017-12-16",22.7872
"2017-12-17",22.1612
"2017-12-18",20.525
"2017-12-19",22.9452
"2017-12-20",22.9953
"2017-12-21",22.0744
"2017-12-22",20.5142
"2017-12-23",20.2227
"2017-12-24",22.2686
"2017-12-25",23.0785
"2017-12-26",23.3051
"2017-12-27",22.2204
"2017-12-28",20.0697
"2017-12-29",20.2612
"2017-12-30",21.0643
"2017-12-31",21.368
"2018-01-01",21.7413
"2018-01-02",21.7541
"2018-01-03",21.5363
"2018-01-04",20.8168
"2018-01-05",18.4791
"2018-01-06",18.0476
"2018-01-07",17.9938
"2018-01-08",19.614
"2018-01-09",21.7652
"2018-01-10",22.7335
"2018-01-11",23.0459
"2018-01-12",23.1998
"2018-01-13",23.2834
"2018-01-14",22.5044
"2018-01-15",20.8589
"2018-01-16",20.5517
"2018-01-17",18.7331
"2018-01-18",18.5937
"2018-01-19",19.1596
"2018-01-20",19.6082
"2018-01-21",20.0809
"2018-01-22",21.1143
"2018-01-23",20.8262
"2018-01-24",19.7501
"2018-01-25",19.8404
"2018-01-26",20.5924
"2018-01-27",20.5651
"2018-01-28",20.6866
"2018-01-29",22.9937
"2018-01-30",23.167
"2018-01-31",21.3375
"2018-02-01",20.5178
"2018-02-02",19.476
"2018-02-03",19.3557
"2018-02-04",21.2571
"2018-02-05",21.8859
"2018-02-06",23.1276
"2018-02-07",23.3237
"2018-02-08",23.1169
"2018-02-09",22.8246
"2018-02-10",21.3592
"2018-02-11",22.0975
"2018-02-12",22.3375
"2018-02-13",21.2879
"2018-02-14",22.8335
"2018-02-15",23.4747
"2018-02-16",21.4508
"2018-02-17",19.3482
"2018-02-18",19.2171
"2018-02-19",18.0276
"2018-02-20",18.4493
"2018-02-21",19.4232
"2018-02-22",20.2517
"2018-02-23",21.3541
"2018-02-24",23.1739
"2018-02-25",23.0259
"2018-02-26",23.1296
"2018-02-27",22.8227
"2018-02-28",23.2222
"2018-03-01",22.5717
"2018-03-02",22.7425
"2018-03-03",22.7298
"2018-03-04",22.2402
"2018-03-05",22.5122
"2018-03-06",20.4943
"2018-03-07",20.5058
"2018-03-08",21.7649
"2018-03-09",21.8118
"2018-03-10",22.4264
"2018-03-11",23.0261
"2018-03-12",23.2235
"2018-03-13",23.6693
"2018-03-14",23.5069
"2018-03-15",23.1169
"2018-03-16",24.1967
"2018-03-17",24.184
"2018-03-18",24.1351
"2018-03-19",22.231
"2018-03-20",21.9425
"2018-03-21",22.2476
"2018-03-22",21.9237
"2018-03-23",22.3473
"2018-03-24",21.1794
"2018-03-25",22.3566
"2018-03-26",23.9777
"2018-03-27",23.5004
"2018-03-28",22.7607
"2018-03-29",23.2911
"2018-03-30",23.6814
"2018-03-31",23.2094
"2018-04-01",22.7514
"2018-04-02",22.637
"2018-04-03",23.0074
"2018-04-04",23.1203
"2018-04-05",22.6566
"2018-04-06",22.589
"2018-04-07",23.0602
"2018-04-08",23.332
"2018-04-09",23.7276
"2018-04-10",23.9271
"2018-04-11",24.0485
"2018-04-12",24.2612
"2018-04-13",23.9128
"2018-04-14",24.0481
"2018-04-15",24.4105
"2018-04-16",24.1073
"2018-04-17",24.2218
"2018-04-18",24.1057
"2018-04-19",24.1623
"2018-04-20",24.0245
"2018-04-21",23.7168
"2018-04-22",23.0578
"2018-04-23",23.3433
"2018-04-24",23.6013
"2018-04-25",23.3097
"2018-04-26",23.3535
"2018-04-27",24.039
"2018-04-28",24.0871
"2018-04-29",23.5668
"2018-04-30",23.9347
"2018-05-01",24.5258
"2018-05-02",24.0299
"2018-05-03",23.8091
"2018-05-04",23.6037
"2018-05-05",24.1121
"2018-05-06",24.6758
"2018-05-07",24.3969
"2018-05-08",24.2591
"2018-05-09",23.9336
"2018-05-10",24.3849
"2018-05-11",24.7617
"2018-05-12",24.0946
"2018-05-13",24.3478
"2018-05-14",24.1819
"2018-05-15",24.3626
"2018-05-16",24.313
"2018-05-17",23.5826
"2018-05-18",23.3956
"2018-05-19",24.0389
"2018-05-20",23.5624
"2018-05-21",22.8501
"2018-05-22",23.9665
"2018-05-23",23.3135
"2018-05-24",23.5689
"2018-05-25",23.7235
"2018-05-26",23.7526
"2018-05-27",23.8247
"2018-05-28",23.4803
"2018-05-29",23.0297
"2018-05-30",23.4583
"2018-05-31",23.5355
"2018-06-01",23.7196
"2018-06-02",23.9608
"2018-06-03",24.0399
"2018-06-04",23.7122
"2018-06-05",23.7654
"2018-06-06",23.8263
"2018-06-07",23.4385
"2018-06-08",23.2876
"2018-06-09",23.2483
"2018-06-10",23.3245
"2018-06-11",22.7522
"2018-06-12",22.0842
"2018-06-13",22.8266
"2018-06-14",23.1399
"2018-06-15",23.318
"2018-06-16",23.0781
"2018-06-17",23.0153
"2018-06-18",22.9701
"2018-06-19",21.9479
"2018-06-20",21.79
"2018-06-21",22.3561
"2018-06-22",22.6291
"2018-06-23",22.5354
"2018-06-24",22.6762
"2018-06-25",22.7302
"2018-06-26",22.4502
"2018-06-27",22.2624
"2018-06-28",22.1948
"2018-06-29",21.8839
"2018-06-30",22.489
"2018-07-01",23.0192
"2018-07-02",22.7556
"2018-07-03",22.4883
"2018-07-04",22.1825
"2018-07-05",22.1552
"2018-07-06",22.2852
"2018-07-07",21.4598
"2018-07-08",22.4431
"2018-07-09",22.4358
"2018-07-10",22.0936
"2018-07-11",22.0588
"2018-07-12",22.2541
"2018-07-13",21.9862
"2018-07-14",22.3915
"2018-07-15",22.43
"2018-07-16",21.887
"2018-07-17",21.2085
"2018-07-18",21.4188
"2018-07-19",21.5899
"2018-07-20",20.9557
"2018-07-21",21.8047
"2018-07-22",22.0004
"2018-07-23",22.1516
"2018-07-24",22.5673
"2018-07-25",22.4419
"2018-07-26",22.665
"2018-07-27",21.948
"2018-07-28",21.7235
"2018-07-29",21.9991
"2018-07-30",22.4446
"2018-07-31",22.0917
"2018-08-01",21.9513
"2018-08-02",22.159
"2018-08-03",22.0464
"2018-08-04",22.0625
"2018-08-05",21.9556
"2018-08-06",21.4281
"2018-08-07",21.494
"2018-08-08",21.7342
"2018-08-09",21.6667
"2018-08-10",21.9462
"2018-08-11",21.6529
"2018-08-12",22.1692
"2018-08-13",22.5529
"2018-08-14",22.4175
"2018-08-15",21.7808
"2018-08-16",21.6915
"2018-08-17",21.8463
"2018-08-18",21.5665
"2018-08-19",21.7466
"2018-08-20",21.4118
"2018-08-21",21.2907
"2018-08-22",21.5165
"2018-08-23",21.7676
"2018-08-24",22.5597
"2018-08-25",22.4062
"2018-08-26",21.9975
"2018-08-27",21.6938
"2018-08-28",21.8984
"2018-08-29",21.5865
"2018-08-30",21.7832
"2018-08-31",21.7467
"2018-09-01",20.9771
"2018-09-02",21.0291
"2018-09-03",20.8911
"2018-09-04",19.9439
"2018-09-05",19.4198
"2018-09-06",20.2396
"2018-09-07",20.2129
"2018-09-08",20.2969
"2018-09-09",20.9726
"2018-09-10",22.3746
"2018-09-11",20.9246
"2018-09-12",20.4895
"2018-09-13",20.5477
"2018-09-14",20.8136
"2018-09-15",20.316
"2018-09-16",21.5396
"2018-09-17",21.8603
"2018-09-18",21.5492
"2018-09-19",22.1855
"2018-09-20",22.0372
"2018-09-21",21.9055
"2018-09-22",21.8011
"2018-09-23",22.6262
"2018-09-24",22.908
"2018-09-25",23.3171
"2018-09-26",23.2077
"2018-09-27",23.3674
"2018-09-28",23.6207
"2018-09-29",24.0711
"2018-09-30",24.3983
"2018-10-01",24.2835
"2018-10-02",24.3651
"2018-10-03",24.0247
"2018-10-04",24.2181
"2018-10-05",24.3148
"2018-10-06",24.0551
"2018-10-07",23.9009
"2018-10-08",23.706
"2018-10-09",23.5538
"2018-10-10",22.9515
"2018-10-11",23.3402
"2018-10-12",23.0845
"2018-10-13",23.2922
"2018-10-14",23.6514
"2018-10-15",23.682
"2018-10-16",23.2963
"2018-10-17",22.7851
"2018-10-18",22.9184
"2018-10-19",23.9129
"2018-10-20",23.2512
"2018-10-21",23.4357
"2018-10-22",23.7082
"2018-10-23",23.7295
"2018-10-24",23.8541
"2018-10-25",23.7348
"2018-10-26",23.4891
"2018-10-27",23.8737
"2018-10-28",23.9432
"2018-10-29",23.9022
