,"(deg C) Mean Dew Point Temperature (ERA5) at Puttalam, 2007-01-01 to 2025-12-31"
"2015-11-14",24.0566
"2015-11-15",23.6479
"2015-11-16",24.4146
"2015-11-17",24.9742
"2015-11-18",24.7197
"2015-11-19",24.4019
"2015-11-20",24.0698
"2015-11-21",24.1367
"2015-11-22",24.2833
"2015-11-23",24.4631
"2015-11-24",24.3296
"2015-11-25",23.822
"2015-11-26",23.8831
"2015-11-27",23.9733
"2015-11-28",23.8206
"2015-11-29",23.7876
"2015-11-30",24.0903
"2015-12-01",24.114
"2015-12-02",24.1893
"2015-12-03",24.5765
"2015-12-04",24.3878
"2015-12-05",24.4932
"2015-12-06",24.3823
"2015-12-07",24.4831
"2015-12-08",24.3254
"2015-12-09",24.5455
"2015-12-10",24.3162
"2015-12-11",24.2735
"2015-12-12",23.8799
"2015-12-13",24.2371
"2015-12-14",24.1502
"2015-12-15",24.1847
"2015-12-16",22.2077
"2015-12-17",23.2665
"2015-12-18",23.8516
"2015-12-19",23.5517
"2015-12-20",23.5615
"2015-12-21",22.979
"2015-12-22",22.1507
"2015-12-23",22.3403
"2015-12-24",21.573
"2015-12-25",21.3918
"2015-12-26",22.9643
"2015-12-27",23.8056
"2015-12-28",24.0011
"2015-12-29",24.1231
"2015-12-30",23.6676
"2015-12-31",23.3371
"2016-01-01",23.2445
"2016-01-02",23.2881
"2016-01-03",23.19
"2016-01-04",23.1922
"2016-01-05",23.6423
"2016-01-06",23.4036
"2016-01-07",23.0541
"2016-01-08",22.46
"2016-01-09",22.2958
"2016-01-10",22.4865
"2016-01-11",21.7521
"2016-01-12",20.9118
"2016-01-13",21.2352
"2016-01-14",20.0551
"2016-01-15",20.4764
"2016-01-16",22.023
"2016-01-17",21.4754
"2016-01-18",21.4898
"2016-01-19",22.0411
"2016-01-20",22.4574
"2016-01-21",22.3796
"2016-01-22",22.6982
"2016-01-23",23.8103
"2016-01-24",24.0518
"2016-01-25",23.4074
"2016-01-26",22.4298
"2016-01-27",21.2422
"2016-01-28",21.1205
"2016-01-29",20.4304
"2016-01-30",20.4142
"2016-01-31",21.0264
"2016-02-01",20.8644
"2016-02-02",20.8147
"2016-02-03",20.4294
"2016-02-04",20.3514
"2016-02-05",21.5067
"2016-02-06",22.1521
"2016-02-07",23.0424
"2016-02-08",23.2209
"2016-02-09",23.6276
"2016-02-10",23.5848
"2016-02-11",22.1277
"2016-02-12",21.0619
"2016-02-13",21.1827
"2016-02-14",21.3325
"2016-02-15",23.3729
"2016-02-16",22.6122
"2016-02-17",23.8156
"2016-02-18",24.0461
"2016-02-19",24.1393
"2016-02-20",24.1221
"2016-02-21",23.7536
"2016-02-22",22.3367
"2016-02-23",21.2693
"2016-02-24",22.6918
"2016-02-25",24.2675
"2016-02-26",22.5723
"2016-02-27",23.5042
"2016-02-28",23.9468
"2016-02-29",23.7202
"2016-03-01",23.4069
"2016-03-02",23.2044
"2016-03-03",22.8553
"2016-03-04",23.5734
"2016-03-05",23.0499
"2016-03-06",23.1701
"2016-03-07",23.486
"2016-03-08",23.8976
"2016-03-09",24.6388
"2016-03-10",24.878
"2016-03-11",23.9106
"2016-03-12",24.6732
"2016-03-13",24.988
"2016-03-14",24.6876
"2016-03-15",25.1577
"2016-03-16",25.1695
"2016-03-17",25.0313
"2016-03-18",23.8332
"2016-03-19",24.4081
"2016-03-20",24.4619
"2016-03-21",24.9036
"2016-03-22",25.0109
"2016-03-23",25.1822
"2016-03-24",24.407
"2016-03-25",22.5626
"2016-03-26",22.8881
"2016-03-27",24.0534
"2016-03-28",24.6683
"2016-03-29",24.632
"2016-03-30",24.7083
"2016-03-31",24.545
"2016-04-01",24.5992
"2016-04-02",24.8052
"2016-04-03",25.3912
"2016-04-04",25.3625
"2016-04-05",25.1514
"2016-04-06",25.1695
"2016-04-07",25.3957
"2016-04-08",25.5076
"2016-04-09",25.6706
"2016-04-10",25.453
"2016-04-11",25.8504
"2016-04-12",26.1269
"2016-04-13",26.1727
"2016-04-14",25.8847
"2016-04-15",26.2663
"2016-04-16",26.0992
"2016-04-17",25.8934
"2016-04-18",25.7972
"2016-04-19",25.3454
"2016-04-20",25.4195
"2016-04-21",26.2806
"2016-04-22",26.4417
"2016-04-23",26.3376
"2016-04-24",25.8641
"2016-04-25",26.1678
"2016-04-26",25.6205
"2016-04-27",25.6516
"2016-04-28",25.8308
"2016-04-29",25.6444
"2016-04-30",25.4906
"2016-05-01",25.5681
"2016-05-02",26.0963
"2016-05-03",26.2954
"2016-05-04",26.0924
"2016-05-05",25.9513
"2016-05-06",25.4338
"2016-05-07",25.494
"2016-05-08",25.5738
"2016-05-09",25.2939
"2016-05-10",25.204
"2016-05-11",25.0467
"2016-05-12",23.8726
"2016-05-13",25.0453
"2016-05-14",25.6309
"2016-05-15",24.8091
"2016-05-16",25.1597
"2016-05-17",25.0545
"2016-05-18",25.8874
"2016-05-19",25.7036
"2016-05-20",25.826
"2016-05-21",26.3518
"2016-05-22",26.5115
"2016-05-23",26.4672
"2016-05-24",26.1069
"2016-05-25",26.0268
"2016-05-26",26.0771
"2016-05-27",25.51
"2016-05-28",25.2887
"2016-05-29",25.6363
"2016-05-30",25.5404
"2016-05-31",25.6648
"2016-06-01",25.5086
"2016-06-02",25.5157
"2016-06-03",25.5499
"2016-06-04",25.8997
"2016-06-05",25.8609
"2016-06-06",25.2313
"2016-06-07",25.2252
"2016-06-08",24.9004
"2016-06-09",25.2448
"2016-06-10",25.4239
"2016-06-11",25.4219
"2016-06-12",25.4344
"2016-06-13",25.4424
"2016-06-14",25.4574
"2016-06-15",25.0712
"2016-06-16",25.0019
"2016-06-17",25.0083
"2016-06-18",24.8036
"2016-06-19",24.9136
"2016-06-20",24.7175
"2016-06-21",24.7858
"2016-06-22",24.7084
"2016-06-23",24.259
"2016-06-24",24.2486
"2016-06-25",24.3038
"2016-06-26",25.145
"2016-06-27",24.9329
"2016-06-28",24.7958
"2016-06-29",25.0923
"2016-06-30",25.1507
"2016-07-01",25.2487
"2016-07-02",25.2505
"2016-07-03",25.1182
"2016-07-04",25.0402
"2016-07-05",24.9693
"2016-07-06",24.8938
"2016-07-07",25.0286
"2016-07-08",25.1899
"2016-07-09",25.016
"2016-07-10",24.6998
"2016-07-11",24.5936
"2016-07-12",24.4125
"2016-07-13",24.3814
"2016-07-14",24.5713
"2016-07-15",24.3309
"2016-07-16",24.3058
"2016-07-17",24.2445
"2016-07-18",24.2879
"2016-07-19",24.2524
"2016-07-20",24.5229
"2016-07-21",24.4199
"2016-07-22",24.1525
"2016-07-23",24.0671
"2016-07-24",24.4206
"2016-07-25",24.3994
"2016-07-26",24.5206
"2016-07-27",24.3042
"2016-07-28",24.4899
"2016-07-29",24.7029
"2016-07-30",24.4828
"2016-07-31",24.3906
"2016-08-01",24.4031
"2016-08-02",24.244
"2016-08-03",24.4013
"2016-08-04",24.5401
"2016-08-05",24.5254
"2016-08-06",24.4782
"2016-08-07",24.5607
"2016-08-08",24.6598
"2016-08-09",24.5534
"2016-08-10",24.5006
"2016-08-11",24.4588
"2016-08-12",24.7526
"2016-08-13",24.6436
"2016-08-14",24.5124
"2016-08-15",24.4841
"2016-08-16",24.4097
"2016-08-17",24.211
"2016-08-18",24.3924
"2016-08-19",24.3036
"2016-08-20",24.3729
"2016-08-21",24.5202
"2016-08-22",24.8034
"2016-08-23",24.4925
"2016-08-24",24.4024
"2016-08-25",24.2646
"2016-08-26",24.3018
"2016-08-27",24.224
"2016-08-28",24.2463
"2016-08-29",24.1901
"2016-08-30",24.2564
"2016-08-31",24.2071
"2016-09-01",24.1127
"2016-09-02",23.8474
"2016-09-03",24.096
"2016-09-04",24.1565
"2016-09-05",24.0628
"2016-09-06",23.9846
"2016-09-07",23.5329
"2016-09-08",23.1082
"2016-09-09",23.6104
"2016-09-10",23.8656
"2016-09-11",23.9174
"2016-09-12",23.8588
"2016-09-13",24.1186
"2016-09-14",24.5459
"2016-09-15",24.5256
"2016-09-16",24.2715
"2016-09-17",24.2772
"2016-09-18",24.2297
"2016-09-19",24.2023
"2016-09-20",24.2163
"2016-09-21",24.2133
"2016-09-22",24.2206
"2016-09-23",24.2441
"2016-09-24",24.1081
"2016-09-25",24.1331
"2016-09-26",24.1547
"2016-09-27",24.3551
"2016-09-28",24.2722
"2016-09-29",24.4386
"2016-09-30",24.2637
"2016-10-01",23.8176
"2016-10-02",23.7817
"2016-10-03",23.5822
"2016-10-04",23.6814
"2016-10-05",24.2211
"2016-10-06",23.8191
"2016-10-07",22.9734
"2016-10-08",23.2584
"2016-10-09",23.986
"2016-10-10",23.7294
"2016-10-11",23.2951
"2016-10-12",23.5662
"2016-10-13",24.4443
"2016-10-14",24.4365
"2016-10-15",24.316
"2016-10-16",24.1188
"2016-10-17",24.1749
"2016-10-18",24.4585
"2016-10-19",24.3189
"2016-10-20",24.3341
"2016-10-21",24.0308
"2016-10-22",24.1046
"2016-10-23",23.8389
"2016-10-24",24.1115
"2016-10-25",23.9377
"2016-10-26",23.9473
"2016-10-27",23.7339
"2016-10-28",24.1301
"2016-10-29",24.4683
"2016-10-30",24.4737
"2016-10-31",23.8967
"2016-11-01",23.7235
"2016-11-02",23.8459
"2016-11-03",23.968
"2016-11-04",23.8625
"2016-11-05",24.5008
"2016-11-06",24.3214
"2016-11-07",24.0121
"2016-11-08",23.4308
"2016-11-09",22.9378
"2016-11-10",22.6885
"2016-11-11",23.5145
"2016-11-12",24.1435
"2016-11-13",24.2622
"2016-11-14",24.2176
"2016-11-15",24.1835
"2016-11-16",23.8462
"2016-11-17",23.9303
"2016-11-18",24.0626
"2016-11-19",24.2423
"2016-11-20",23.8766
"2016-11-21",24.0308
"2016-11-22",24.2394
"2016-11-23",24.0573
"2016-11-24",22.7562
"2016-11-25",22.6445
"2016-11-26",22.7617
"2016-11-27",21.9281
"2016-11-28",21.0215
"2016-11-29",21.1334
"2016-11-30",20.8631
"2016-12-01",20.7285
"2016-12-02",22.6658
"2016-12-03",22.9998
"2016-12-04",23.7041
"2016-12-05",23.4281
"2016-12-06",21.1719
"2016-12-07",23.2371
"2016-12-08",23.8053
"2016-12-09",23.482
"2016-12-10",23.7439
"2016-12-11",23.5866
"2016-12-12",22.6056
"2016-12-13",22.32
"2016-12-14",21.8606
"2016-12-15",22.4211
"2016-12-16",23.3743
"2016-12-17",23.0418
"2016-12-18",21.6249
"2016-12-19",22.8827
"2016-12-20",24.1765
"2016-12-21",23.7561
"2016-12-22",21.9514
"2016-12-23",19.2352
"2016-12-24",18.7685
"2016-12-25",19.1438
"2016-12-26",22.3002
"2016-12-27",23.8151
"2016-12-28",23.5723
"2016-12-29",23.2566
"2016-12-30",22.1374
"2016-12-31",21.7548
"2017-01-01",22.6477
"2017-01-02",22.687
"2017-01-03",22.6451
"2017-01-04",20.1891
"2017-01-05",19.5341
"2017-01-06",19.9058
"2017-01-07",18.4657
"2017-01-08",17.9089
"2017-01-09",18.4121
"2017-01-10",19.7761
"2017-01-11",19.5907
"2017-01-12",20.4243
"2017-01-13",19.1337
"2017-01-14",20.3878
"2017-01-15",20.7884
"2017-01-16",19.6333
"2017-01-17",18.3698
"2017-01-18",18.4246
"2017-01-19",20.4191
"2017-01-20",22.4344
"2017-01-21",23.1332
"2017-01-22",23.197
"2017-01-23",22.9454
"2017-01-24",23.1952
"2017-01-25",23.4656
"2017-01-26",23.7168
"2017-01-27",23.4441
"2017-01-28",23.3437
"2017-01-29",23.6894
"2017-01-30",23.3095
"2017-01-31",21.4277
"2017-02-01",20.191
"2017-02-02",19.9217
"2017-02-03",19.1411
"2017-02-04",18.6149
"2017-02-05",19.0555
"2017-02-06",19.2268
"2017-02-07",19.1463
"2017-02-08",19.0611
"2017-02-09",18.6174
"2017-02-10",19.2897
"2017-02-11",19.2917
"2017-02-12",19.4652
"2017-02-13",21.4785
"2017-02-14",23.0646
"2017-02-15",22.3625
"2017-02-16",21.2909
"2017-02-17",20.3348
"2017-02-18",21.7703
"2017-02-19",22.4412
"2017-02-20",21.5455
"2017-02-21",23.1547
"2017-02-22",22.9015
"2017-02-23",22.8535
"2017-02-24",22.6884
"2017-02-25",22.514
"2017-02-26",22.35
"2017-02-27",22.5095
"2017-02-28",23.5979
"2017-03-01",22.7602
"2017-03-02",23.0885
"2017-03-03",23.6218
"2017-03-04",23.9196
"2017-03-05",23.993
"2017-03-06",24.5485
"2017-03-07",24.2566
"2017-03-08",24.0077
"2017-03-09",23.9158
"2017-03-10",23.8693
"2017-03-11",24.1297
"2017-03-12",24.3435
"2017-03-13",24.2206
"2017-03-14",24.1316
"2017-03-15",23.9464
"2017-03-16",23.9436
"2017-03-17",23.576
"2017-03-18",24.1508
"2017-03-19",24.8729
"2017-03-20",24.7396
"2017-03-21",24.4706
"2017-03-22",22.9048
"2017-03-23",22.4435
"2017-03-24",20.6842
"2017-03-25",21.6606
"2017-03-26",21.9274
"2017-03-27",23.0717
"2017-03-28",23.8406
"2017-03-29",23.9893
"2017-03-30",24.4855
"2017-03-31",24.7054
"2017-04-01",25.2343
"2017-04-02",25.1776
"2017-04-03",25.025
"2017-04-04",25.1768
"2017-04-05",25.3185
"2017-04-06",25.7207
"2017-04-07",25.7041
"2017-04-08",25.6639
"2017-04-09",25.2115
"2017-04-10",25.1637
"2017-04-11",25.5088
"2017-04-12",25.5816
"2017-04-13",25.3029
"2017-04-14",26.179
"2017-04-15",26.0789
"2017-04-16",25.7799
"2017-04-17",25.6929
"2017-04-18",25.4613
"2017-04-19",24.9627
"2017-04-20",24.9753
"2017-04-21",25.1776
"2017-04-22",25.6042
"2017-04-23",25.9784
"2017-04-24",26.0893
"2017-04-25",25.7842
"2017-04-26",25.1524
"2017-04-27",25.3925
"2017-04-28",25.753
"2017-04-29",25.7231
"2017-04-30",25.5272
"2017-05-01",24.8827
"2017-05-02",24.7602
"2017-05-03",24.8296
"2017-05-04",25.1999
"2017-05-05",25.2553
"2017-05-06",25.1089
"2017-05-07",24.8235
"2017-05-08",24.9676
"2017-05-09",25.5311
"2017-05-10",25.6702
"2017-05-11",25.5698
"2017-05-12",25.2062
"2017-05-13",25.6633
"2017-05-14",26.0378
"2017-05-15",25.9855
"2017-05-16",26.175
"2017-05-17",26.0456
"2017-05-18",25.7061
"2017-05-19",25.799
"2017-05-20",25.8997
"2017-05-21",25.6232
"2017-05-22",26.074
"2017-05-23",25.6605
"2017-05-24",25.339
"2017-05-25",25.5789
"2017-05-26",25.546
"2017-05-27",25.8521
"2017-05-28",25.7339
"2017-05-29",25.4091
"2017-05-30",25.2123
"2017-05-31",25.224
"2017-06-01",25.3506
"2017-06-02",24.9367
"2017-06-03",25.2507
"2017-06-04",25.4523
"2017-06-05",25.421
"2017-06-06",25.1952
"2017-06-07",25.108
"2017-06-08",25.1688
"2017-06-09",24.9947
"2017-06-10",24.8927
"2017-06-11",24.994
"2017-06-12",25.2882
"2017-06-13",25.1997
"2017-06-14",24.9703
"2017-06-15",24.9524
"2017-06-16",24.7461
"2017-06-17",25.2064
"2017-06-18",25.2675
"2017-06-19",25.0887
"2017-06-20",25.168
"2017-06-21",25.1982
"2017-06-22",25.2344
"2017-06-23",24.9493
"2017-06-24",24.7268
"2017-06-25",24.7752
"2017-06-26",24.6232
"2017-06-27",24.5563
"2017-06-28",24.8804
"2017-06-29",25.2116
"2017-06-30",25.2511
"2017-07-01",25.1823
"2017-07-02",24.8941
"2017-07-03",25.0235
"2017-07-04",25.0515
"2017-07-05",25.0043
"2017-07-06",24.9784
"2017-07-07",25.0561
"2017-07-08",24.9642
"2017-07-09",24.4138
"2017-07-10",24.409
"2017-07-11",24.8466
"2017-07-12",25.068
"2017-07-13",24.8943
"2017-07-14",24.7963
"2017-07-15",24.9832
"2017-07-16",24.8447
"2017-07-17",24.7464
"2017-07-18",24.6735
"2017-07-19",24.8933
"2017-07-20",24.672
"2017-07-21",24.8187
"2017-07-22",25.2289
"2017-07-23",25.2
"2017-07-24",25.0341
"2017-07-25",25.1595
"2017-07-26",25.2155
"2017-07-27",24.876
"2017-07-28",25.0173
"2017-07-29",24.902
"2017-07-30",24.8321
"2017-07-31",24.9246
"2017-08-01",24.7964
"2017-08-02",24.8945
"2017-08-03",24.6734
"2017-08-04",24.8224
"2017-08-05",24.8984
"2017-08-06",24.9669
"2017-08-07",25.0137
"2017-08-08",24.8258
"2017-08-09",24.7988
"2017-08-10",24.5202
"2017-08-11",24.6979
"2017-08-12",24.4093
"2017-08-13",24.9767
"2017-08-14",24.8209
"2017-08-15",24.2106
"2017-08-16",24.0838
"2017-08-17",24.3226
"2017-08-18",24.6598
"2017-08-19",24.6908
"2017-08-20",24.6106
"2017-08-21",24.6293
"2017-08-22",24.4438
"2017-08-23",24.7325
"2017-08-24",24.9035
"2017-08-25",24.8653
"2017-08-26",24.5876
"2017-08-27",24.4857
"2017-08-28",24.5656
"2017-08-29",24.4996
"2017-08-30",24.8086
"2017-08-31",25.1476
"2017-09-01",24.4602
"2017-09-02",24.4524
"2017-09-03",24.9008
"2017-09-04",24.9089
"2017-09-05",24.5704
"2017-09-06",24.4695
"2017-09-07",24.3329
"2017-09-08",24.4679
"2017-09-09",24.4442
"2017-09-10",24.5867
"2017-09-11",24.7465
"2017-09-12",24.5173
"2017-09-13",24.108
"2017-09-14",24.3601
"2017-09-15",24.7547
"2017-09-16",24.7413
"2017-09-17",24.645
"2017-09-18",24.8402
"2017-09-19",24.7634
"2017-09-20",24.5987
"2017-09-21",24.4227
"2017-09-22",24.5497
"2017-09-23",24.3856
"2017-09-24",24.5399
"2017-09-25",24.5397
"2017-09-26",24.6656
"2017-09-27",24.5295
"2017-09-28",24.3864
"2017-09-29",24.3515
"2017-09-30",24.8126
"2017-10-01",24.7656
"2017-10-02",24.7113
"2017-10-03",24.7765
"2017-10-04",24.7773
"2017-10-05",24.8131
"2017-10-06",24.5873
"2017-10-07",24.9933
"2017-10-08",24.8573
"2017-10-09",24.9603
"2017-10-10",24.8908
"2017-10-11",24.5559
"2017-10-12",24.6201
"2017-10-13",24.7476
"2017-10-14",24.524
"2017-10-15",24.7142
"2017-10-16",24.6904
"2017-10-17",24.0188
"2017-10-18",24.8629
"2017-10-19",24.7521
"2017-10-20",24.6245
"2017-10-21",24.438
"2017-10-22",24.9122
"2017-10-23",24.9017
"2017-10-24",24.3243
"2017-10-25",24.1473
"2017-10-26",24.0237
"2017-10-27",24.0674
"2017-10-28",24.3887
"2017-10-29",24.119
"2017-10-30",24.2385
"2017-10-31",24.0105
"2017-11-01",24.1014
"2017-11-02",23.8437
"2017-11-03",24.1479
"2017-11-04",24.0276
"2017-11-05",24.0717
"2017-11-06",24.0529
"2017-11-07",23.8956
"2017-11-08",23.6955
"2017-11-09",24.1013
"2017-11-10",24.0298
"2017-11-11",24.0103
"2017-11-12",23.5062
"2017-11-13",24.5371
"2017-11-14",23.5169
"2017-11-15",23.3307
"2017-11-16",23.4611
"2017-11-17",23.4067
"2017-11-18",23.9863
"2017-11-19",24.1867
"2017-11-20",24.153
"2017-11-21",24.2248
"2017-11-22",24.0061
"2017-11-23",23.4808
"2017-11-24",23.1998
"2017-11-25",22.8849
"2017-11-26",24.0171
"2017-11-27",24.107
"2017-11-28",24.3055
"2017-11-29",24.1399
"2017-11-30",23.9285
"2017-12-01",23.8058
"2017-12-02",23.6938
"2017-12-03",23.8883
"2017-12-04",23.3073
"2017-12-05",23.7805
"2017-12-06",23.6507
"2017-12-07",23.4312
"2017-12-08",21.9473
"2017-12-09",21.8427
"2017-12-10",23.1793
"2017-12-11",23.534
"2017-12-12",23.7661
"2017-12-13",23.8937
"2017-12-14",23.9201
"2017-12-15",23.6804
"2017-12-16",23.2407
"2017-12-17",22.7042
"2017-12-18",21.5391
"2017-12-19",22.9186
"2017-12-20",23.4792
"2017-12-21",22.6014
"2017-12-22",21.3674
"2017-12-23",20.6638
"2017-12-24",22.2954
"2017-12-25",23.2379
"2017-12-26",23.4575
"2017-12-27",21.9825
"2017-12-28",20.0419
"2017-12-29",19.8785
"2017-12-30",20.8942
"2017-12-31",21.5363
"2018-01-01",22.1044
"2018-01-02",22.1904
"2018-01-03",22.1134
"2018-01-04",21.0901
"2018-01-05",18.2868
"2018-01-06",18.0012
"2018-01-07",18.6263
"2018-01-08",20.1461
"2018-01-09",22.0678
"2018-01-10",23.0901
"2018-01-11",23.2337
"2018-01-12",23.2286
"2018-01-13",23.2938
"2018-01-14",22.4058
"2018-01-15",21.3086
"2018-01-16",21.2066
"2018-01-17",19.115
"2018-01-18",18.6558
"2018-01-19",19.279
"2018-01-20",19.4537
"2018-01-21",19.8371
"2018-01-22",20.8015
"2018-01-23",21.0768
"2018-01-24",20.4752
"2018-01-25",20.6423
"2018-01-26",20.9304
"2018-01-27",20.4066
"2018-01-28",20.5781
"2018-01-29",22.8213
"2018-01-30",23.1655
"2018-01-31",21.2999
"2018-02-01",20.8756
"2018-02-02",19.3547
"2018-02-03",19.4213
"2018-02-04",20.7736
"2018-02-05",21.7599
"2018-02-06",23.2002
"2018-02-07",23.2788
"2018-02-08",23.4566
"2018-02-09",22.9519
"2018-02-10",22.0351
"2018-02-11",22.1287
"2018-02-12",22.407
"2018-02-13",21.3098
"2018-02-14",22.5261
"2018-02-15",22.9745
"2018-02-16",21.561
"2018-02-17",19.7037
"2018-02-18",19.2772
"2018-02-19",18.3093
"2018-02-20",18.8546
"2018-02-21",19.8001
"2018-02-22",20.4983
"2018-02-23",21.4522
"2018-02-24",22.9304
"2018-02-25",23.1412
"2018-02-26",23.1837
"2018-02-27",23.1133
"2018-02-28",23.4318
"2018-03-01",23.2456
"2018-03-02",23.3409
"2018-03-03",23.2385
"2018-03-04",23.3807
"2018-03-05",23.2879
"2018-03-06",21.5443
"2018-03-07",21.25
"2018-03-08",21.9987
"2018-03-09",22.0319
"2018-03-10",22.6381
"2018-03-11",22.9816
"2018-03-12",23.6762
"2018-03-13",23.7799
"2018-03-14",23.9326
"2018-03-15",24.1371
"2018-03-16",24.4229
"2018-03-17",24.4063
"2018-03-18",23.8983
"2018-03-19",23.0863
"2018-03-20",22.8301
"2018-03-21",23.3675
"2018-03-22",24.8263
"2018-03-23",25.2125
"2018-03-24",24.0322
"2018-03-25",22.8727
"2018-03-26",24.0399
"2018-03-27",24.2366
"2018-03-28",24.3314
"2018-03-29",24.8051
"2018-03-30",24.8484
"2018-03-31",25.4004
"2018-04-01",24.8472
"2018-04-02",24.5859
"2018-04-03",24.5304
"2018-04-04",24.2521
"2018-04-05",24.5139
"2018-04-06",24.4377
"2018-04-07",23.9717
"2018-04-08",24.0836
"2018-04-09",24.2112
"2018-04-10",24.5257
"2018-04-11",24.421
"2018-04-12",24.5879
"2018-04-13",24.3481
"2018-04-14",24.3201
"2018-04-15",24.5491
"2018-04-16",24.9304
"2018-04-17",24.9228
"2018-04-18",24.8097
"2018-04-19",24.9879
"2018-04-20",25.3405
"2018-04-21",25.301
"2018-04-22",25.5258
"2018-04-23",25.2643
"2018-04-24",25.237
"2018-04-25",25.3282
"2018-04-26",25.0574
"2018-04-27",24.9922
"2018-04-28",24.7179
"2018-04-29",25.0753
"2018-04-30",25.5788
"2018-05-01",26.0287
"2018-05-02",25.8304
"2018-05-03",25.4396
"2018-05-04",24.9845
"2018-05-05",24.8082
"2018-05-06",25.2736
"2018-05-07",25.1116
"2018-05-08",25.034
"2018-05-09",24.7884
"2018-05-10",24.7368
"2018-05-11",25.0442
"2018-05-12",25.0594
"2018-05-13",24.9984
"2018-05-14",24.7783
"2018-05-15",24.9795
"2018-05-16",24.842
"2018-05-17",24.7788
"2018-05-18",24.6645
"2018-05-19",25.0797
"2018-05-20",25.1693
"2018-05-21",24.7151
"2018-05-22",25.4719
"2018-05-23",24.727
"2018-05-24",24.7796
"2018-05-25",24.7287
"2018-05-26",24.9834
"2018-05-27",25.1294
"2018-05-28",25.2972
"2018-05-29",25.0316
"2018-05-30",25.3112
"2018-05-31",25.544
"2018-06-01",25.1598
"2018-06-02",25.2163
"2018-06-03",25.402
"2018-06-04",25.283
"2018-06-05",25.3094
"2018-06-06",25.3269
"2018-06-07",25.1065
"2018-06-08",25.1437
"2018-06-09",25.1301
"2018-06-10",25.1487
"2018-06-11",25.0176
"2018-06-12",24.942
"2018-06-13",24.8461
"2018-06-14",25.084
"2018-06-15",25.0142
"2018-06-16",24.7604
"2018-06-17",25.0129
"2018-06-18",24.9294
"2018-06-19",24.5007
"2018-06-20",24.3797
"2018-06-21",24.5364
"2018-06-22",24.7103
"2018-06-23",24.8054
"2018-06-24",24.8127
"2018-06-25",24.6047
"2018-06-26",24.7967
"2018-06-27",24.5882
"2018-06-28",24.7016
"2018-06-29",24.4531
"2018-06-30",24.5084
"2018-07-01",24.5316
"2018-07-02",24.5454
"2018-07-03",24.6423
"2018-07-04",24.8395
"2018-07-05",24.7219
"2018-07-06",24.7729
"2018-07-07",24.2468
"2018-07-08",24.6744
"2018-07-09",24.4782
"2018-07-10",24.09
"2018-07-11",24.1589
"2018-07-12",24.4601
"2018-07-13",24.5563
"2018-07-14",24.4842
"2018-07-15",24.402
"2018-07-16",23.9823
"2018-07-17",23.9304
"2018-07-18",24.0448
"2018-07-19",23.943
"2018-07-20",23.839
"2018-07-21",24.1123
"2018-07-22",24.0404
"2018-07-23",24.1564
"2018-07-24",24.1687
"2018-07-25",24.4122
"2018-07-26",24.3343
"2018-07-27",24.2458
"2018-07-28",24.185
"2018-07-29",24.2277
"2018-07-30",24.4024
"2018-07-31",24.2342
"2018-08-01",24.2718
"2018-08-02",24.3931
"2018-08-03",24.2448
"2018-08-04",24.2593
"2018-08-05",24.0999
"2018-08-06",23.9771
"2018-08-07",23.897
"2018-08-08",23.8596
"2018-08-09",24.0362
"2018-08-10",23.8761
"2018-08-11",23.8458
"2018-08-12",24.1226
"2018-08-13",24.5301
"2018-08-14",24.1948
"2018-08-15",23.4892
"2018-08-16",23.2757
"2018-08-17",23.9163
"2018-08-18",23.6367
"2018-08-19",23.6331
"2018-08-20",23.6412
"2018-08-21",23.6907
"2018-08-22",23.6717
"2018-08-23",23.6537
"2018-08-24",23.7888
"2018-08-25",24.0277
"2018-08-26",23.9401
"2018-08-27",23.8926
"2018-08-28",23.912
"2018-08-29",23.8278
"2018-08-30",23.8107
"2018-08-31",23.8859
"2018-09-01",23.6916
"2018-09-02",23.7072
"2018-09-03",23.7114
"2018-09-04",23.2191
"2018-09-05",23.0514
"2018-09-06",23.1766
"2018-09-07",23.2714
"2018-09-08",23.3361
"2018-09-09",23.9032
"2018-09-10",23.7389
"2018-09-11",23.6392
"2018-09-12",23.3613
"2018-09-13",23.0516
"2018-09-14",23.2447
"2018-09-15",23.359
"2018-09-16",24.0469
"2018-09-17",24.4324
"2018-09-18",24.1005
"2018-09-19",24.3233
"2018-09-20",24.354
"2018-09-21",24.4277
"2018-09-22",24.465
"2018-09-23",24.4159
"2018-09-24",24.0883
"2018-09-25",24.1914
"2018-09-26",24.3677
"2018-09-27",24.3383
"2018-09-28",24.1517
"2018-09-29",24.0986
"2018-09-30",24.3512
"2018-10-01",24.2884
"2018-10-02",24.2496
"2018-10-03",24.1851
"2018-10-04",24.3936
"2018-10-05",24.3654
"2018-10-06",24.2812
"2018-10-07",24.039
"2018-10-08",24.0871
"2018-10-09",24.0162
"2018-10-10",24.6819
"2018-10-11",24.9904
"2018-10-12",24.4082
"2018-10-13",24.1092
"2018-10-14",24.1269
"2018-10-15",24.1608
"2018-10-16",23.8731
"2018-10-17",23.7992
"2018-10-18",23.7573
"2018-10-19",24.2187
"2018-10-20",23.6954
"2018-10-21",23.5957
"2018-10-22",23.8728
"2018-10-23",23.7323
"2018-10-24",23.867
"2018-10-25",24.076
"2018-10-26",23.8986
"2018-10-27",24.1424
"2018-10-28",24.285
