,"(deg C) Mean Dew Point Temperature (ERA5) at Kegalle, 2007-01-01 to 2025-12-31"
"2015-11-15",22.86
"2015-11-16",23.1405
"2015-11-17",23.6763
"2015-11-18",23.7851
"2015-11-19",23.3777
"2015-11-20",23.4257
"2015-11-21",23.4886
"2015-11-22",23.5088
"2015-11-23",23.4769
"2015-11-24",23.1803
"2015-11-25",22.8063
"2015-11-26",22.2771
"2015-11-27",22.4145
"2015-11-28",22.8188
"2015-11-29",23.3507
"2015-11-30",23.2352
"2015-12-01",23.2293
"2015-12-02",23.6015
"2015-12-03",23.7581
"2015-12-04",23.6926
"2015-12-05",23.992
"2015-12-06",23.8156
"2015-12-07",23.9251
"2015-12-08",23.7309
"2015-12-09",24.0466
"2015-12-10",23.6787
"2015-12-11",23.7325
"2015-12-12",23.6924
"2015-12-13",23.9967
"2015-12-14",23.5323
"2015-12-15",23.5921
"2015-12-16",22.2046
"2015-12-17",22.649
"2015-12-18",23.3889
"2015-12-19",22.3536
"2015-12-20",22.1565
"2015-12-21",21.9997
"2015-12-22",20.2449
"2015-12-23",20.1676
"2015-12-24",19.4344
"2015-12-25",20.7772
"2015-12-26",22.1534
"2015-12-27",22.8361
"2015-12-28",22.5426
"2015-12-29",23.1826
"2015-12-30",22.3009
"2015-12-31",22.5077
"2016-01-01",22.2613
"2016-01-02",22.196
"2016-01-03",22.1253
"2016-01-04",22.6363
"2016-01-05",22.9785
"2016-01-06",22.5218
"2016-01-07",22.0141
"2016-01-08",21.3404
"2016-01-09",21.2988
"2016-01-10",21.9093
"2016-01-11",21.2748
"2016-01-12",20.2794
"2016-01-13",19.5809
"2016-01-14",19.0071
"2016-01-15",19.3103
"2016-01-16",20.407
"2016-01-17",19.5837
"2016-01-18",19.6016
"2016-01-19",20.6863
"2016-01-20",21.6539
"2016-01-21",21.403
"2016-01-22",20.9967
"2016-01-23",22.7403
"2016-01-24",22.8985
"2016-01-25",22.533
"2016-01-26",20.9083
"2016-01-27",18.3541
"2016-01-28",18.1055
"2016-01-29",18.163
"2016-01-30",18.5691
"2016-01-31",19.5012
"2016-02-01",19.5817
"2016-02-02",18.1803
"2016-02-03",17.2041
"2016-02-04",18.5958
"2016-02-05",19.9198
"2016-02-06",21.5574
"2016-02-07",21.8578
"2016-02-08",21.7033
"2016-02-09",22.4971
"2016-02-10",21.7972
"2016-02-11",20.5012
"2016-02-12",18.4672
"2016-02-13",19.33
"2016-02-14",20.4132
"2016-02-15",22.284
"2016-02-16",20.6174
"2016-02-17",22.4692
"2016-02-18",22.5049
"2016-02-19",22.7319
"2016-02-20",22.1283
"2016-02-21",21.034
"2016-02-22",20.2677
"2016-02-23",21.2213
"2016-02-24",22.085
"2016-02-25",22.9035
"2016-02-26",20.1201
"2016-02-27",20.7685
"2016-02-28",20.9265
"2016-02-29",21.0984
"2016-03-01",20.887
"2016-03-02",20.3906
"2016-03-03",20.4296
"2016-03-04",21.298
"2016-03-05",21.3389
"2016-03-06",21.659
"2016-03-07",22.394
"2016-03-08",22.7649
"2016-03-09",22.8828
"2016-03-10",23.8954
"2016-03-11",22.5397
"2016-03-12",23.0735
"2016-03-13",23.1289
"2016-03-14",22.873
"2016-03-15",22.3728
"2016-03-16",22.8545
"2016-03-17",22.9007
"2016-03-18",21.5171
"2016-03-19",22.2854
"2016-03-20",21.2058
"2016-03-21",22.0026
"2016-03-22",22.214
"2016-03-23",22.2012
"2016-03-24",21.1588
"2016-03-25",20.8128
"2016-03-26",21.1368
"2016-03-27",22.6746
"2016-03-28",23.1728
"2016-03-29",22.901
"2016-03-30",22.9885
"2016-03-31",22.7738
"2016-04-01",22.4819
"2016-04-02",22.0942
"2016-04-03",22.4797
"2016-04-04",22.6701
"2016-04-05",23.0404
"2016-04-06",23.1429
"2016-04-07",23.8824
"2016-04-08",23.7149
"2016-04-09",23.4856
"2016-04-10",23.5629
"2016-04-11",23.1752
"2016-04-12",23.8439
"2016-04-13",24.5482
"2016-04-14",24.1093
"2016-04-15",23.9314
"2016-04-16",23.8419
"2016-04-17",23.857
"2016-04-18",23.9369
"2016-04-19",24.1878
"2016-04-20",23.8238
"2016-04-21",24.1236
"2016-04-22",24.6373
"2016-04-23",24.8851
"2016-04-24",24.2242
"2016-04-25",23.9013
"2016-04-26",23.4489
"2016-04-27",23.8173
"2016-04-28",23.7112
"2016-04-29",23.453
"2016-04-30",23.5171
"2016-05-01",24.2097
"2016-05-02",24.2967
"2016-05-03",24.4904
"2016-05-04",24.2488
"2016-05-05",24.4379
"2016-05-06",24.577
"2016-05-07",24.369
"2016-05-08",24.1171
"2016-05-09",24.1952
"2016-05-10",23.9662
"2016-05-11",24.0683
"2016-05-12",24.1415
"2016-05-13",24.127
"2016-05-14",24.497
"2016-05-15",22.6111
"2016-05-16",23.94
"2016-05-17",23.8958
"2016-05-18",24.5297
"2016-05-19",24.4988
"2016-05-20",24.3264
"2016-05-21",24.6909
"2016-05-22",25.0578
"2016-05-23",24.9747
"2016-05-24",24.7708
"2016-05-25",24.4714
"2016-05-26",24.9346
"2016-05-27",23.9252
"2016-05-28",23.6671
"2016-05-29",23.7563
"2016-05-30",23.8855
"2016-05-31",23.9568
"2016-06-01",24.0535
"2016-06-02",24.3584
"2016-06-03",24.1848
"2016-06-04",24.4272
"2016-06-05",24.282
"2016-06-06",23.8166
"2016-06-07",23.7467
"2016-06-08",23.3706
"2016-06-09",23.8243
"2016-06-10",23.9509
"2016-06-11",23.7557
"2016-06-12",23.8683
"2016-06-13",23.9018
"2016-06-14",24.1968
"2016-06-15",23.371
"2016-06-16",23.7923
"2016-06-17",23.9163
"2016-06-18",23.186
"2016-06-19",23.1453
"2016-06-20",23.1057
"2016-06-21",23.1239
"2016-06-22",23.2899
"2016-06-23",22.8545
"2016-06-24",23.0843
"2016-06-25",22.7045
"2016-06-26",23.4225
"2016-06-27",23.363
"2016-06-28",23.2665
"2016-06-29",23.2468
"2016-06-30",23.5397
"2016-07-01",23.7967
"2016-07-02",23.3488
"2016-07-03",23.451
"2016-07-04",23.4947
"2016-07-05",22.9201
"2016-07-06",22.9823
"2016-07-07",23.1131
"2016-07-08",23.8083
"2016-07-09",23.7898
"2016-07-10",23.4659
"2016-07-11",23.4448
"2016-07-12",23.0656
"2016-07-13",22.645
"2016-07-14",23.065
"2016-07-15",23.0805
"2016-07-16",22.7992
"2016-07-17",22.8392
"2016-07-18",22.8877
"2016-07-19",22.4161
"2016-07-20",23.0899
"2016-07-21",23.2811
"2016-07-22",22.4675
"2016-07-23",22.5757
"2016-07-24",22.9207
"2016-07-25",22.9538
"2016-07-26",23.1464
"2016-07-27",23.1182
"2016-07-28",22.8568
"2016-07-29",23.2345
"2016-07-30",23.1299
"2016-07-31",23.0206
"2016-08-01",22.9348
"2016-08-02",22.408
"2016-08-03",22.4338
"2016-08-04",23.2164
"2016-08-05",22.8194
"2016-08-06",22.649
"2016-08-07",22.7113
"2016-08-08",23.1974
"2016-08-09",22.9349
"2016-08-10",22.7705
"2016-08-11",22.8011
"2016-08-12",23.3015
"2016-08-13",23.2756
"2016-08-14",23.2725
"2016-08-15",23.2785
"2016-08-16",23.2411
"2016-08-17",22.9357
"2016-08-18",22.6918
"2016-08-19",22.774
"2016-08-20",22.8965
"2016-08-21",23.3306
"2016-08-22",23.4033
"2016-08-23",23.0695
"2016-08-24",23.3346
"2016-08-25",22.862
"2016-08-26",22.9907
"2016-08-27",22.8188
"2016-08-28",22.7255
"2016-08-29",22.7162
"2016-08-30",22.6898
"2016-08-31",23.0157
"2016-09-01",22.4438
"2016-09-02",22.5333
"2016-09-03",22.7053
"2016-09-04",22.8584
"2016-09-05",22.373
"2016-09-06",22.573
"2016-09-07",21.5512
"2016-09-08",20.7244
"2016-09-09",22.1444
"2016-09-10",22.4934
"2016-09-11",22.0915
"2016-09-12",22.2158
"2016-09-13",22.463
"2016-09-14",22.7419
"2016-09-15",22.9489
"2016-09-16",22.6971
"2016-09-17",22.6897
"2016-09-18",22.8825
"2016-09-19",22.6457
"2016-09-20",22.7788
"2016-09-21",22.5541
"2016-09-22",22.64
"2016-09-23",22.5529
"2016-09-24",22.4911
"2016-09-25",22.5188
"2016-09-26",22.5479
"2016-09-27",22.6965
"2016-09-28",22.8527
"2016-09-29",23.1386
"2016-09-30",22.883
"2016-10-01",22.0475
"2016-10-02",22.2568
"2016-10-03",21.9706
"2016-10-04",22.424
"2016-10-05",22.4127
"2016-10-06",21.5573
"2016-10-07",20.1046
"2016-10-08",21.3318
"2016-10-09",22.9176
"2016-10-10",21.7028
"2016-10-11",21.0171
"2016-10-12",21.4317
"2016-10-13",22.1448
"2016-10-14",22.8263
"2016-10-15",22.5874
"2016-10-16",23.1058
"2016-10-17",22.834
"2016-10-18",23.1583
"2016-10-19",22.9087
"2016-10-20",22.4939
"2016-10-21",21.7639
"2016-10-22",22.2572
"2016-10-23",22.7109
"2016-10-24",22.4425
"2016-10-25",22.2938
"2016-10-26",22.032
"2016-10-27",22.3636
"2016-10-28",22.2685
"2016-10-29",23.0626
"2016-10-30",23.1649
"2016-10-31",23.3665
"2016-11-01",23.125
"2016-11-02",23.0777
"2016-11-03",23.1764
"2016-11-04",22.188
"2016-11-05",22.9864
"2016-11-06",22.657
"2016-11-07",22.4189
"2016-11-08",21.9068
"2016-11-09",22.0594
"2016-11-10",21.9413
"2016-11-11",23
"2016-11-12",23.5013
"2016-11-13",23.5752
"2016-11-14",23.1916
"2016-11-15",23.0243
"2016-11-16",22.5835
"2016-11-17",22.7778
"2016-11-18",22.9547
"2016-11-19",23.3793
"2016-11-20",23.3054
"2016-11-21",23.5778
"2016-11-22",23.7867
"2016-11-23",23.4676
"2016-11-24",22.221
"2016-11-25",22.4427
"2016-11-26",22.486
"2016-11-27",21.3508
"2016-11-28",21.119
"2016-11-29",20.3878
"2016-11-30",18.9129
"2016-12-01",19.7647
"2016-12-02",21.0081
"2016-12-03",21.1001
"2016-12-04",22.1586
"2016-12-05",20.6141
"2016-12-06",19.6267
"2016-12-07",22.0328
"2016-12-08",22.9824
"2016-12-09",22.5219
"2016-12-10",22.6068
"2016-12-11",21.8935
"2016-12-12",21.0943
"2016-12-13",20.8842
"2016-12-14",20.4214
"2016-12-15",20.7432
"2016-12-16",21.6625
"2016-12-17",21.8579
"2016-12-18",20.4784
"2016-12-19",22.2785
"2016-12-20",23.3314
"2016-12-21",22.4427
"2016-12-22",21.1721
"2016-12-23",16.6486
"2016-12-24",16.138
"2016-12-25",17.1371
"2016-12-26",20.1992
"2016-12-27",22.7323
"2016-12-28",22.9036
"2016-12-29",21.2008
"2016-12-30",20.5233
"2016-12-31",20.5801
"2017-01-01",20.9953
"2017-01-02",21.1557
"2017-01-03",20.4107
"2017-01-04",17.6797
"2017-01-05",16.1656
"2017-01-06",17.0426
"2017-01-07",15.4064
"2017-01-08",15.5023
"2017-01-09",16.3071
"2017-01-10",17.0078
"2017-01-11",15.4048
"2017-01-12",16.413
"2017-01-13",14.7964
"2017-01-14",16.8795
"2017-01-15",18.4285
"2017-01-16",17.8662
"2017-01-17",16.4258
"2017-01-18",16.7701
"2017-01-19",19.1694
"2017-01-20",21.5744
"2017-01-21",21.8257
"2017-01-22",22.4908
"2017-01-23",21.9215
"2017-01-24",22.1225
"2017-01-25",22.6518
"2017-01-26",23.2919
"2017-01-27",22.7229
"2017-01-28",22.5165
"2017-01-29",22.8239
"2017-01-30",22.6869
"2017-01-31",20.6151
"2017-02-01",19.0552
"2017-02-02",18.3156
"2017-02-03",17.0089
"2017-02-04",16.7902
"2017-02-05",18.6488
"2017-02-06",17.8871
"2017-02-07",16.5756
"2017-02-08",18.8008
"2017-02-09",17.9583
"2017-02-10",19.0627
"2017-02-11",18.4762
"2017-02-12",17.3898
"2017-02-13",19.2224
"2017-02-14",21.3545
"2017-02-15",20.3836
"2017-02-16",19.1959
"2017-02-17",19.3192
"2017-02-18",20.6449
"2017-02-19",22.2099
"2017-02-20",21.0229
"2017-02-21",20.325
"2017-02-22",20.6401
"2017-02-23",21.1182
"2017-02-24",21.0211
"2017-02-25",21.6606
"2017-02-26",22.25
"2017-02-27",21.2721
"2017-02-28",22.0329
"2017-03-01",21.6778
"2017-03-02",21.4444
"2017-03-03",22.335
"2017-03-04",22.6246
"2017-03-05",21.9375
"2017-03-06",22.539
"2017-03-07",22.5376
"2017-03-08",22.375
"2017-03-09",22.4468
"2017-03-10",22.1797
"2017-03-11",22.5436
"2017-03-12",22.6349
"2017-03-13",22.3275
"2017-03-14",22.8133
"2017-03-15",22.5938
"2017-03-16",21.8975
"2017-03-17",21.4022
"2017-03-18",21.4717
"2017-03-19",22.3618
"2017-03-20",22.2834
"2017-03-21",21.5738
"2017-03-22",18.2121
"2017-03-23",19.2761
"2017-03-24",19.4426
"2017-03-25",20.2122
"2017-03-26",20.2278
"2017-03-27",21.5957
"2017-03-28",22.1133
"2017-03-29",22.6007
"2017-03-30",23.1887
"2017-03-31",23.0018
"2017-04-01",22.7512
"2017-04-02",22.9065
"2017-04-03",22.9882
"2017-04-04",22.8176
"2017-04-05",22.8856
"2017-04-06",22.9763
"2017-04-07",22.95
"2017-04-08",22.4386
"2017-04-09",22.3644
"2017-04-10",23.3006
"2017-04-11",23.1945
"2017-04-12",23.5212
"2017-04-13",23.4327
"2017-04-14",23.5344
"2017-04-15",23.251
"2017-04-16",23.0687
"2017-04-17",24.2515
"2017-04-18",23.6288
"2017-04-19",23.2908
"2017-04-20",22.9166
"2017-04-21",22.1283
"2017-04-22",23.0747
"2017-04-23",24.056
"2017-04-24",24.217
"2017-04-25",24.1646
"2017-04-26",23.7234
"2017-04-27",23.5436
"2017-04-28",23.3637
"2017-04-29",22.9632
"2017-04-30",22.3646
"2017-05-01",22.2804
"2017-05-02",22.0767
"2017-05-03",22.4362
"2017-05-04",22.9892
"2017-05-05",23.5026
"2017-05-06",23.0055
"2017-05-07",22.8759
"2017-05-08",23.1909
"2017-05-09",23.6786
"2017-05-10",23.7576
"2017-05-11",23.8266
"2017-05-12",23.6529
"2017-05-13",24.0319
"2017-05-14",24.2465
"2017-05-15",24.2731
"2017-05-16",24.3267
"2017-05-17",24.7289
"2017-05-18",24.0956
"2017-05-19",24.1685
"2017-05-20",24.4365
"2017-05-21",24.1767
"2017-05-22",24.6896
"2017-05-23",24.1982
"2017-05-24",23.3935
"2017-05-25",23.6564
"2017-05-26",23.8119
"2017-05-27",24.6277
"2017-05-28",24.1264
"2017-05-29",23.996
"2017-05-30",23.4479
"2017-05-31",23.7551
"2017-06-01",23.8854
"2017-06-02",23.4635
"2017-06-03",23.9106
"2017-06-04",24.1319
"2017-06-05",23.8816
"2017-06-06",23.6082
"2017-06-07",23.4787
"2017-06-08",23.5537
"2017-06-09",23.7197
"2017-06-10",23.5185
"2017-06-11",23.4748
"2017-06-12",23.4056
"2017-06-13",23.8065
"2017-06-14",23.6407
"2017-06-15",23.6676
"2017-06-16",23.4388
"2017-06-17",24.0768
"2017-06-18",24.1386
"2017-06-19",23.76
"2017-06-20",23.6305
"2017-06-21",23.3938
"2017-06-22",23.6126
"2017-06-23",23.4636
"2017-06-24",22.9631
"2017-06-25",22.9984
"2017-06-26",23.0733
"2017-06-27",22.7527
"2017-06-28",23.1123
"2017-06-29",23.3003
"2017-06-30",23.4012
"2017-07-01",23.5449
"2017-07-02",23.2749
"2017-07-03",23.334
"2017-07-04",23.1038
"2017-07-05",22.9246
"2017-07-06",23.3945
"2017-07-07",23.3946
"2017-07-08",23.4151
"2017-07-09",22.7507
"2017-07-10",22.79
"2017-07-11",23.244
"2017-07-12",23.3431
"2017-07-13",22.8614
"2017-07-14",23.1688
"2017-07-15",23.1626
"2017-07-16",23.1263
"2017-07-17",23.2463
"2017-07-18",22.6633
"2017-07-19",23.0907
"2017-07-20",23.2062
"2017-07-21",23.1405
"2017-07-22",23.3184
"2017-07-23",23.5037
"2017-07-24",23.6367
"2017-07-25",24.0119
"2017-07-26",23.8858
"2017-07-27",23.2754
"2017-07-28",23.39
"2017-07-29",23.604
"2017-07-30",23.5223
"2017-07-31",23.4794
"2017-08-01",23.2705
"2017-08-02",23.2574
"2017-08-03",23.0917
"2017-08-04",23.7342
"2017-08-05",23.6106
"2017-08-06",23.4775
"2017-08-07",23.318
"2017-08-08",23.3954
"2017-08-09",23.3032
"2017-08-10",23.2975
"2017-08-11",22.993
"2017-08-12",22.5355
"2017-08-13",23.4389
"2017-08-14",23.0724
"2017-08-15",22.5105
"2017-08-16",22.083
"2017-08-17",22.9599
"2017-08-18",23.4345
"2017-08-19",23.3512
"2017-08-20",22.8534
"2017-08-21",23.1398
"2017-08-22",22.9958
"2017-08-23",23.5048
"2017-08-24",23.6196
"2017-08-25",23.5424
"2017-08-26",23.1995
"2017-08-27",23.2067
"2017-08-28",23.3036
"2017-08-29",22.9135
"2017-08-30",23.1494
"2017-08-31",24.1551
"2017-09-01",23.4767
"2017-09-02",23.4142
"2017-09-03",23.8632
"2017-09-04",23.665
"2017-09-05",23.0306
"2017-09-06",23.0203
"2017-09-07",22.6688
"2017-09-08",22.9613
"2017-09-09",23.3746
"2017-09-10",23.3909
"2017-09-11",23.7117
"2017-09-12",23.6067
"2017-09-13",22.358
"2017-09-14",22.1048
"2017-09-15",22.5492
"2017-09-16",22.8783
"2017-09-17",22.9387
"2017-09-18",23.0889
"2017-09-19",22.6186
"2017-09-20",23.1933
"2017-09-21",22.6074
"2017-09-22",22.9023
"2017-09-23",22.6275
"2017-09-24",23.3161
"2017-09-25",22.8109
"2017-09-26",23.0596
"2017-09-27",22.5448
"2017-09-28",22.6106
"2017-09-29",22.496
"2017-09-30",23.3888
"2017-10-01",23.0369
"2017-10-02",23.0493
"2017-10-03",23.6147
"2017-10-04",23.4123
"2017-10-05",23.6761
"2017-10-06",23.1342
"2017-10-07",23.5764
"2017-10-08",23.5521
"2017-10-09",23.0828
"2017-10-10",23.6393
"2017-10-11",22.7905
"2017-10-12",22.9465
"2017-10-13",23.3315
"2017-10-14",22.9145
"2017-10-15",23.2753
"2017-10-16",23.3127
"2017-10-17",23.0171
"2017-10-18",22.8847
"2017-10-19",22.941
"2017-10-20",23.059
"2017-10-21",22.5944
"2017-10-22",23.5144
"2017-10-23",23.3751
"2017-10-24",22.9289
"2017-10-25",22.7959
"2017-10-26",23.2802
"2017-10-27",22.8393
"2017-10-28",23.373
"2017-10-29",23.1998
"2017-10-30",23.4954
"2017-10-31",23.2727
"2017-11-01",23.3306
"2017-11-02",23.2736
"2017-11-03",23.3265
"2017-11-04",23.4246
"2017-11-05",23.1818
"2017-11-06",23.1672
"2017-11-07",22.7779
"2017-11-08",22.5182
"2017-11-09",22.5655
"2017-11-10",23.0765
"2017-11-11",23.1435
"2017-11-12",22.0102
"2017-11-13",23.1005
"2017-11-14",21.6233
"2017-11-15",20.9909
"2017-11-16",20.9009
"2017-11-17",21.6833
"2017-11-18",23.3703
"2017-11-19",22.9764
"2017-11-20",23.0071
"2017-11-21",23.1954
"2017-11-22",22.7464
"2017-11-23",22.7757
"2017-11-24",21.4527
"2017-11-25",20.9051
"2017-11-26",22.717
"2017-11-27",22.9106
"2017-11-28",23.0102
"2017-11-29",23.1985
"2017-11-30",22.4417
"2017-12-01",21.7481
"2017-12-02",22.0648
"2017-12-03",22.5617
"2017-12-04",22.6755
"2017-12-05",22.256
"2017-12-06",22.5543
"2017-12-07",22.4655
"2017-12-08",20.7093
"2017-12-09",20.2394
"2017-12-10",21.9921
"2017-12-11",23.504
"2017-12-12",23.4288
"2017-12-13",23.3604
"2017-12-14",22.9201
"2017-12-15",22.7185
"2017-12-16",21.9285
"2017-12-17",21.1821
"2017-12-18",19.5315
"2017-12-19",21.9911
"2017-12-20",21.5271
"2017-12-21",21.2761
"2017-12-22",20.3071
"2017-12-23",19.3867
"2017-12-24",21.33
"2017-12-25",21.7993
"2017-12-26",22.4297
"2017-12-27",21.5354
"2017-12-28",19.441
"2017-12-29",20.016
"2017-12-30",20.8723
"2017-12-31",20.9455
"2018-01-01",20.9936
"2018-01-02",21.1869
"2018-01-03",20.0377
"2018-01-04",18.0757
"2018-01-05",16.8643
"2018-01-06",16.2706
"2018-01-07",15.8394
"2018-01-08",18.3854
"2018-01-09",20.6889
"2018-01-10",21.9158
"2018-01-11",22.2391
"2018-01-12",21.4772
"2018-01-13",22.5405
"2018-01-14",21.0942
"2018-01-15",18.4962
"2018-01-16",18.3651
"2018-01-17",16.938
"2018-01-18",17.1394
"2018-01-19",18.0728
"2018-01-20",18.515
"2018-01-21",19.119
"2018-01-22",20.2407
"2018-01-23",19.9853
"2018-01-24",18.1547
"2018-01-25",17.5775
"2018-01-26",18.6315
"2018-01-27",19.33
"2018-01-28",18.856
"2018-01-29",21.7702
"2018-01-30",22.223
"2018-01-31",21.4579
"2018-02-01",20.9623
"2018-02-02",20.012
"2018-02-03",19.6963
"2018-02-04",21.6467
"2018-02-05",21.9568
"2018-02-06",22.3766
"2018-02-07",22.4049
"2018-02-08",21.936
"2018-02-09",21.799
"2018-02-10",20.4984
"2018-02-11",20.8334
"2018-02-12",20.85
"2018-02-13",18.9663
"2018-02-14",20.7461
"2018-02-15",20.7436
"2018-02-16",19.9538
"2018-02-17",16.3845
"2018-02-18",17.3765
"2018-02-19",17.2711
"2018-02-20",15.6793
"2018-02-21",18.0473
"2018-02-22",18.6862
"2018-02-23",18.8941
"2018-02-24",21.1258
"2018-02-25",21.4578
"2018-02-26",21.5485
"2018-02-27",21.2644
"2018-02-28",21.2123
"2018-03-01",21.3896
"2018-03-02",21.5568
"2018-03-03",22.2461
"2018-03-04",21.8468
"2018-03-05",21.9608
"2018-03-06",21.4185
"2018-03-07",20.2452
"2018-03-08",21.1667
"2018-03-09",20.8743
"2018-03-10",21.6346
"2018-03-11",20.6019
"2018-03-12",22.5818
"2018-03-13",22.9835
"2018-03-14",22.5822
"2018-03-15",22.4948
"2018-03-16",23.3338
"2018-03-17",22.5687
"2018-03-18",22.3794
"2018-03-19",21.5532
"2018-03-20",22.2486
"2018-03-21",22.2921
"2018-03-22",21.3176
"2018-03-23",21.6885
"2018-03-24",19.858
"2018-03-25",20.1394
"2018-03-26",22.5884
"2018-03-27",22.3842
"2018-03-28",22.1077
"2018-03-29",22.8313
"2018-03-30",23.2198
"2018-03-31",23.029
"2018-04-01",22.5845
"2018-04-02",22.3766
"2018-04-03",22.3
"2018-04-04",21.8669
"2018-04-05",22.6561
"2018-04-06",22.2828
"2018-04-07",22.3902
"2018-04-08",23.2282
"2018-04-09",22.8621
"2018-04-10",22.848
"2018-04-11",23.1858
"2018-04-12",23.5273
"2018-04-13",23.2138
"2018-04-14",23.5166
"2018-04-15",23.898
"2018-04-16",23.3331
"2018-04-17",23.5707
"2018-04-18",23.3867
"2018-04-19",23.8368
"2018-04-20",24.0023
"2018-04-21",23.1769
"2018-04-22",23.3878
"2018-04-23",23.4382
"2018-04-24",23.562
"2018-04-25",23.5583
"2018-04-26",23.0638
"2018-04-27",23.6346
"2018-04-28",23.5489
"2018-04-29",23.558
"2018-04-30",24.3134
"2018-05-01",24.5898
"2018-05-02",24.0577
"2018-05-03",23.7173
"2018-05-04",23.224
"2018-05-05",23.6305
"2018-05-06",24.0236
"2018-05-07",23.7253
"2018-05-08",23.6662
"2018-05-09",23.2893
"2018-05-10",23.4297
"2018-05-11",24.0195
"2018-05-12",23.4929
"2018-05-13",23.8778
"2018-05-14",23.458
"2018-05-15",24.0957
"2018-05-16",23.6135
"2018-05-17",23.2641
"2018-05-18",22.7223
"2018-05-19",23.4467
"2018-05-20",23.522
"2018-05-21",22.5781
"2018-05-22",23.6884
"2018-05-23",22.7294
"2018-05-24",23.1328
"2018-05-25",23.0258
"2018-05-26",23.3663
"2018-05-27",23.8703
"2018-05-28",23.9494
"2018-05-29",23.6917
"2018-05-30",23.8372
"2018-05-31",23.6902
"2018-06-01",23.7004
"2018-06-02",23.778
"2018-06-03",23.9396
"2018-06-04",23.9069
"2018-06-05",24.0326
"2018-06-06",24.0781
"2018-06-07",23.7517
"2018-06-08",23.8126
"2018-06-09",23.7461
"2018-06-10",23.8474
"2018-06-11",23.5562
"2018-06-12",23.0305
"2018-06-13",23.4142
"2018-06-14",23.6626
"2018-06-15",23.7426
"2018-06-16",23.2335
"2018-06-17",23.5564
"2018-06-18",23.3804
"2018-06-19",22.8842
"2018-06-20",22.519
"2018-06-21",22.917
"2018-06-22",23.3436
"2018-06-23",23.3856
"2018-06-24",23.5501
"2018-06-25",23.3464
"2018-06-26",23.2793
"2018-06-27",22.93
"2018-06-28",23.0311
"2018-06-29",22.5948
"2018-06-30",23.1364
"2018-07-01",22.9169
"2018-07-02",23.239
"2018-07-03",22.9041
"2018-07-04",22.9738
"2018-07-05",22.8559
"2018-07-06",23.0932
"2018-07-07",22.7577
"2018-07-08",23.6447
"2018-07-09",22.9405
"2018-07-10",22.5116
"2018-07-11",22.4159
"2018-07-12",22.9771
"2018-07-13",22.8929
"2018-07-14",23.1536
"2018-07-15",22.9486
"2018-07-16",22.1614
"2018-07-17",22.3233
"2018-07-18",22.544
"2018-07-19",22.6529
"2018-07-20",21.6736
"2018-07-21",22.3588
"2018-07-22",23.0164
"2018-07-23",23.0768
"2018-07-24",23.0041
"2018-07-25",22.9557
"2018-07-26",23.1367
"2018-07-27",22.5255
"2018-07-28",22.3389
"2018-07-29",22.5709
"2018-07-30",23.1177
"2018-07-31",22.8969
"2018-08-01",22.7752
"2018-08-02",23.1607
"2018-08-03",23.4008
"2018-08-04",23.0282
"2018-08-05",22.6056
"2018-08-06",22.9773
"2018-08-07",22.6047
"2018-08-08",22.0096
"2018-08-09",22.4402
"2018-08-10",22.8742
"2018-08-11",23.0486
"2018-08-12",23.299
"2018-08-13",23.6098
"2018-08-14",23.1266
"2018-08-15",22.5165
"2018-08-16",22.3574
"2018-08-17",22.5589
"2018-08-18",22.4651
"2018-08-19",22.7628
"2018-08-20",22.5957
"2018-08-21",21.8412
"2018-08-22",22.1036
"2018-08-23",22.3802
"2018-08-24",22.3633
"2018-08-25",22.4564
"2018-08-26",22.1978
"2018-08-27",22.3039
"2018-08-28",22.3411
"2018-08-29",21.9661
"2018-08-30",22.0188
"2018-08-31",22.3267
"2018-09-01",21.5899
"2018-09-02",21.7688
"2018-09-03",21.478
"2018-09-04",21.1498
"2018-09-05",20.7056
"2018-09-06",21.1055
"2018-09-07",21.2984
"2018-09-08",21.2013
"2018-09-09",22.3218
"2018-09-10",22.3765
"2018-09-11",21.8547
"2018-09-12",21.7744
"2018-09-13",21.5888
"2018-09-14",21.5842
"2018-09-15",20.9277
"2018-09-16",21.7494
"2018-09-17",22.6789
"2018-09-18",22.7105
"2018-09-19",23.1605
"2018-09-20",23.0561
"2018-09-21",22.5217
"2018-09-22",22.7603
"2018-09-23",23.1624
"2018-09-24",22.5588
"2018-09-25",23.026
"2018-09-26",23.1996
"2018-09-27",23.1957
"2018-09-28",23.0655
"2018-09-29",23.4654
"2018-09-30",23.6883
"2018-10-01",23.5454
"2018-10-02",23.6549
"2018-10-03",23.3024
"2018-10-04",23.6123
"2018-10-05",23.5517
"2018-10-06",23.2029
"2018-10-07",23.1414
"2018-10-08",22.7572
"2018-10-09",22.5231
"2018-10-10",22.968
"2018-10-11",23.1858
"2018-10-12",22.6077
"2018-10-13",22.3641
"2018-10-14",22.5616
"2018-10-15",22.9386
"2018-10-16",22.5061
"2018-10-17",21.8822
"2018-10-18",22.688
"2018-10-19",23.2579
"2018-10-20",22.9267
"2018-10-21",22.9741
"2018-10-22",23.2567
"2018-10-23",22.9591
"2018-10-24",23.1099
"2018-10-25",23.0832
"2018-10-26",23.0449
"2018-10-27",23.3202
"2018-10-28",23.0431
"2018-10-29",22.8677
"2018-10-30",22.6396
"2018-10-31",23.2341
