,"(deg C) Mean Dew Point Temperature (ERA5) at Hambantota, 2007-01-01 to 2025-12-31"
"2015-11-13",23.417
"2015-11-14",23.2363
"2015-11-15",23.18
"2015-11-16",23.5262
"2015-11-17",23.8314
"2015-11-18",23.7679
"2015-11-19",23.176
"2015-11-20",23.3022
"2015-11-21",23.4786
"2015-11-22",23.5788
"2015-11-23",23.4047
"2015-11-24",23.1479
"2015-11-25",22.9596
"2015-11-26",23.2724
"2015-11-27",22.9833
"2015-11-28",23.1121
"2015-11-29",23.2986
"2015-11-30",23.3847
"2015-12-01",23.7049
"2015-12-02",23.8904
"2015-12-03",24.068
"2015-12-04",23.709
"2015-12-05",24.1091
"2015-12-06",23.8194
"2015-12-07",24.0358
"2015-12-08",23.6892
"2015-12-09",23.7457
"2015-12-10",23.3981
"2015-12-11",23.689
"2015-12-12",23.6445
"2015-12-13",23.879
"2015-12-14",23.3507
"2015-12-15",23.5326
"2015-12-16",22.7436
"2015-12-17",22.5669
"2015-12-18",23.2368
"2015-12-19",22.4865
"2015-12-20",22.419
"2015-12-21",22.1816
"2015-12-22",21.0764
"2015-12-23",20.8938
"2015-12-24",20.5347
"2015-12-25",21.5685
"2015-12-26",22.6589
"2015-12-27",23.3107
"2015-12-28",23.0797
"2015-12-29",23.0851
"2015-12-30",22.5913
"2015-12-31",22.767
"2016-01-01",22.4027
"2016-01-02",22.0574
"2016-01-03",22.2762
"2016-01-04",22.856
"2016-01-05",23.0728
"2016-01-06",22.973
"2016-01-07",22.5172
"2016-01-08",22.2632
"2016-01-09",22.0243
"2016-01-10",22.2608
"2016-01-11",22.3104
"2016-01-12",21.5954
"2016-01-13",20.9917
"2016-01-14",20.4589
"2016-01-15",20.4838
"2016-01-16",21.5882
"2016-01-17",21.3043
"2016-01-18",21.168
"2016-01-19",21.5513
"2016-01-20",22.1791
"2016-01-21",22.5776
"2016-01-22",22.1086
"2016-01-23",22.9792
"2016-01-24",22.9752
"2016-01-25",23.0584
"2016-01-26",22.3789
"2016-01-27",20.8184
"2016-01-28",21.2503
"2016-01-29",19.8469
"2016-01-30",19.7259
"2016-01-31",20.5704
"2016-02-01",20.5286
"2016-02-02",19.4111
"2016-02-03",18.1999
"2016-02-04",19.5322
"2016-02-05",21.0968
"2016-02-06",22.0185
"2016-02-07",22.7143
"2016-02-08",22.6515
"2016-02-09",23.1946
"2016-02-10",23.2071
"2016-02-11",22.1628
"2016-02-12",21.0791
"2016-02-13",20.7191
"2016-02-14",21.1989
"2016-02-15",22.5237
"2016-02-16",21.2924
"2016-02-17",23.0609
"2016-02-18",23.0269
"2016-02-19",23.2922
"2016-02-20",22.8239
"2016-02-21",22.5868
"2016-02-22",21.4675
"2016-02-23",19.5615
"2016-02-24",22.6209
"2016-02-25",23.3972
"2016-02-26",21.5722
"2016-02-27",22.2059
"2016-02-28",22.3953
"2016-02-29",22.2999
"2016-03-01",22.1831
"2016-03-02",21.7998
"2016-03-03",21.8889
"2016-03-04",22.3772
"2016-03-05",22.2013
"2016-03-06",22.0933
"2016-03-07",22.4793
"2016-03-08",22.2853
"2016-03-09",22.8509
"2016-03-10",23.1502
"2016-03-11",22.0135
"2016-03-12",22.392
"2016-03-13",22.6177
"2016-03-14",21.9291
"2016-03-15",21.7394
"2016-03-16",23.3126
"2016-03-17",23.1347
"2016-03-18",21.1366
"2016-03-19",21.075
"2016-03-20",22.1465
"2016-03-21",22.6052
"2016-03-22",22.3884
"2016-03-23",22.6271
"2016-03-24",22.2255
"2016-03-25",21.3525
"2016-03-26",21.7432
"2016-03-27",22.6454
"2016-03-28",23.2854
"2016-03-29",23.5271
"2016-03-30",23.2606
"2016-03-31",23.8778
"2016-04-01",23.4336
"2016-04-02",23.5888
"2016-04-03",23.678
"2016-04-04",23.5227
"2016-04-05",23.5104
"2016-04-06",23.6674
"2016-04-07",24.2034
"2016-04-08",24.0098
"2016-04-09",23.9876
"2016-04-10",23.8877
"2016-04-11",24.2214
"2016-04-12",24.8476
"2016-04-13",24.9933
"2016-04-14",24.9104
"2016-04-15",24.684
"2016-04-16",24.5157
"2016-04-17",24.2869
"2016-04-18",24.6641
"2016-04-19",24.5207
"2016-04-20",24.357
"2016-04-21",24.7912
"2016-04-22",25.0651
"2016-04-23",25.3672
"2016-04-24",25.1866
"2016-04-25",24.859
"2016-04-26",24.1965
"2016-04-27",24.4772
"2016-04-28",24.1097
"2016-04-29",24.2275
"2016-04-30",24.0547
"2016-05-01",24.1725
"2016-05-02",24.6782
"2016-05-03",24.8312
"2016-05-04",24.5838
"2016-05-05",24.6034
"2016-05-06",24.1777
"2016-05-07",24.3358
"2016-05-08",24.1522
"2016-05-09",24.2487
"2016-05-10",24.1998
"2016-05-11",24.3867
"2016-05-12",23.9465
"2016-05-13",24.1998
"2016-05-14",24.3767
"2016-05-15",23.1327
"2016-05-16",24.121
"2016-05-17",24.1312
"2016-05-18",24.5278
"2016-05-19",24.5637
"2016-05-20",24.4258
"2016-05-21",24.8894
"2016-05-22",25.2765
"2016-05-23",25.0523
"2016-05-24",24.6599
"2016-05-25",24.3761
"2016-05-26",24.6882
"2016-05-27",24.0814
"2016-05-28",23.6257
"2016-05-29",24.1287
"2016-05-30",24.1011
"2016-05-31",24.0676
"2016-06-01",24.0374
"2016-06-02",24.2609
"2016-06-03",24.0953
"2016-06-04",24.2361
"2016-06-05",24.1749
"2016-06-06",23.7703
"2016-06-07",23.8816
"2016-06-08",23.5523
"2016-06-09",23.9766
"2016-06-10",23.7933
"2016-06-11",23.7377
"2016-06-12",23.6577
"2016-06-13",23.1313
"2016-06-14",23.2177
"2016-06-15",22.4816
"2016-06-16",22.9201
"2016-06-17",22.9329
"2016-06-18",22.7427
"2016-06-19",22.7264
"2016-06-20",22.482
"2016-06-21",22.469
"2016-06-22",22.1533
"2016-06-23",21.8086
"2016-06-24",22.0119
"2016-06-25",21.6986
"2016-06-26",22.6161
"2016-06-27",22.63
"2016-06-28",22.6915
"2016-06-29",22.9727
"2016-06-30",22.9373
"2016-07-01",22.6758
"2016-07-02",22.7859
"2016-07-03",22.6539
"2016-07-04",22.1495
"2016-07-05",21.8209
"2016-07-06",22.0759
"2016-07-07",22.2976
"2016-07-08",23.118
"2016-07-09",22.9134
"2016-07-10",22.1545
"2016-07-11",21.5256
"2016-07-12",21.1854
"2016-07-13",21.1191
"2016-07-14",21.7075
"2016-07-15",22.5971
"2016-07-16",22.5053
"2016-07-17",23.0095
"2016-07-18",22.1018
"2016-07-19",21.6207
"2016-07-20",22.2734
"2016-07-21",21.9358
"2016-07-22",21.2709
"2016-07-23",21.5151
"2016-07-24",22.0334
"2016-07-25",22.5948
"2016-07-26",22.9325
"2016-07-27",23.0682
"2016-07-28",23.0899
"2016-07-29",23.0058
"2016-07-30",22.9819
"2016-07-31",22.7483
"2016-08-01",21.9927
"2016-08-02",21.525
"2016-08-03",21.601
"2016-08-04",21.691
"2016-08-05",21.6488
"2016-08-06",21.7364
"2016-08-07",21.7403
"2016-08-08",22.189
"2016-08-09",22.2991
"2016-08-10",22.0485
"2016-08-11",22.2032
"2016-08-12",22.4367
"2016-08-13",22.6203
"2016-08-14",22.7658
"2016-08-15",22.4015
"2016-08-16",22.447
"2016-08-17",21.8321
"2016-08-18",22.1309
"2016-08-19",22.1349
"2016-08-20",22.228
"2016-08-21",22.2171
"2016-08-22",22.9475
"2016-08-23",22.3094
"2016-08-24",22.3828
"2016-08-25",22.2077
"2016-08-26",22.336
"2016-08-27",22.2682
"2016-08-28",22.0929
"2016-08-29",21.7065
"2016-08-30",22.1938
"2016-08-31",22.9423
"2016-09-01",22.2888
"2016-09-02",21.8661
"2016-09-03",22.2696
"2016-09-04",22.6937
"2016-09-05",21.9117
"2016-09-06",21.9619
"2016-09-07",20.4813
"2016-09-08",20.19
"2016-09-09",21.3353
"2016-09-10",22.0258
"2016-09-11",20.731
"2016-09-12",21.4451
"2016-09-13",21.7931
"2016-09-14",22.1685
"2016-09-15",22.1745
"2016-09-16",21.96
"2016-09-17",22.0054
"2016-09-18",22.0402
"2016-09-19",21.9607
"2016-09-20",21.7273
"2016-09-21",21.3903
"2016-09-22",21.3989
"2016-09-23",21.7123
"2016-09-24",21.4265
"2016-09-25",21.5145
"2016-09-26",21.9277
"2016-09-27",22.2108
"2016-09-28",22.6471
"2016-09-29",22.7505
"2016-09-30",22.3692
"2016-10-01",21.428
"2016-10-02",22.1823
"2016-10-03",21.7927
"2016-10-04",21.4889
"2016-10-05",21.8687
"2016-10-06",21.4042
"2016-10-07",19.6295
"2016-10-08",20.4234
"2016-10-09",22.1811
"2016-10-10",21.0861
"2016-10-11",19.9163
"2016-10-12",21.0051
"2016-10-13",22.3847
"2016-10-14",22.5405
"2016-10-15",22.7209
"2016-10-16",23.0265
"2016-10-17",23.217
"2016-10-18",23.3299
"2016-10-19",23.2291
"2016-10-20",22.4583
"2016-10-21",21.8431
"2016-10-22",22.4221
"2016-10-23",22.8119
"2016-10-24",22.2278
"2016-10-25",22.8731
"2016-10-26",22.0041
"2016-10-27",22.3678
"2016-10-28",22.265
"2016-10-29",23.0662
"2016-10-30",23.5157
"2016-10-31",22.9987
"2016-11-01",22.8832
"2016-11-02",23.3583
"2016-11-03",23.4687
"2016-11-04",22.4465
"2016-11-05",23.1066
"2016-11-06",22.2666
"2016-11-07",22.3333
"2016-11-08",22.2767
"2016-11-09",22.2702
"2016-11-10",22.1249
"2016-11-11",22.8345
"2016-11-12",23.265
"2016-11-13",23.1736
"2016-11-14",23.1202
"2016-11-15",23.0657
"2016-11-16",22.4673
"2016-11-17",22.7858
"2016-11-18",23.0971
"2016-11-19",23.3598
"2016-11-20",23.4574
"2016-11-21",23.5688
"2016-11-22",23.5828
"2016-11-23",23.0943
"2016-11-24",22.4483
"2016-11-25",23.3724
"2016-11-26",23.3399
"2016-11-27",22.7707
"2016-11-28",22.672
"2016-11-29",22.333
"2016-11-30",21.0642
"2016-12-01",20.6468
"2016-12-02",21.6013
"2016-12-03",21.9722
"2016-12-04",22.4969
"2016-12-05",21.9377
"2016-12-06",21.7492
"2016-12-07",23.19
"2016-12-08",22.9101
"2016-12-09",22.8017
"2016-12-10",22.8128
"2016-12-11",21.9219
"2016-12-12",21.7799
"2016-12-13",22.0443
"2016-12-14",21.6339
"2016-12-15",21.4873
"2016-12-16",22.0218
"2016-12-17",22.2517
"2016-12-18",21.9852
"2016-12-19",22.6024
"2016-12-20",23.1858
"2016-12-21",22.417
"2016-12-22",22.2727
"2016-12-23",19.7612
"2016-12-24",18.793
"2016-12-25",19.1974
"2016-12-26",20.8032
"2016-12-27",22.6222
"2016-12-28",22.8754
"2016-12-29",21.6491
"2016-12-30",21.1659
"2016-12-31",21.2165
"2017-01-01",21.6088
"2017-01-02",22.3108
"2017-01-03",22.0013
"2017-01-04",20.6621
"2017-01-05",19.3101
"2017-01-06",19.5009
"2017-01-07",18.7706
"2017-01-08",18.0021
"2017-01-09",18.2326
"2017-01-10",19.8478
"2017-01-11",19.3304
"2017-01-12",18.8414
"2017-01-13",17.7109
"2017-01-14",17.9134
"2017-01-15",19.3387
"2017-01-16",19.9813
"2017-01-17",18.7721
"2017-01-18",18.3429
"2017-01-19",19.8884
"2017-01-20",21.7359
"2017-01-21",21.95
"2017-01-22",22.3959
"2017-01-23",22.4978
"2017-01-24",22.2815
"2017-01-25",22.9569
"2017-01-26",23.0521
"2017-01-27",22.5353
"2017-01-28",22.1211
"2017-01-29",22.6181
"2017-01-30",22.2692
"2017-01-31",21.2183
"2017-02-01",20.4092
"2017-02-02",19.559
"2017-02-03",18.1807
"2017-02-04",17.5731
"2017-02-05",18.218
"2017-02-06",19.5637
"2017-02-07",19.9481
"2017-02-08",20.4714
"2017-02-09",19.6259
"2017-02-10",19.504
"2017-02-11",19.0151
"2017-02-12",18.4335
"2017-02-13",19.2459
"2017-02-14",21.7877
"2017-02-15",20.9465
"2017-02-16",20.023
"2017-02-17",19.6754
"2017-02-18",21.3589
"2017-02-19",22.2616
"2017-02-20",22.8329
"2017-02-21",22.1089
"2017-02-22",21.9795
"2017-02-23",23.0081
"2017-02-24",22.3773
"2017-02-25",22.2393
"2017-02-26",22.775
"2017-02-27",22.3435
"2017-02-28",22.6035
"2017-03-01",22.0101
"2017-03-02",21.9946
"2017-03-03",22.6122
"2017-03-04",23.0102
"2017-03-05",22.8791
"2017-03-06",23.4211
"2017-03-07",23.5309
"2017-03-08",22.8419
"2017-03-09",23.3287
"2017-03-10",22.8679
"2017-03-11",23.0409
"2017-03-12",23.2617
"2017-03-13",23.2304
"2017-03-14",23.1253
"2017-03-15",22.7909
"2017-03-16",21.834
"2017-03-17",22.225
"2017-03-18",22.269
"2017-03-19",23.0616
"2017-03-20",22.8466
"2017-03-21",22.4602
"2017-03-22",21.1606
"2017-03-23",20.0936
"2017-03-24",20.1316
"2017-03-25",21.1578
"2017-03-26",21.7832
"2017-03-27",22.053
"2017-03-28",22.3587
"2017-03-29",23.1112
"2017-03-30",23.3783
"2017-03-31",23.6296
"2017-04-01",23.9606
"2017-04-02",23.6857
"2017-04-03",23.4287
"2017-04-04",23.2771
"2017-04-05",23.3322
"2017-04-06",23.7952
"2017-04-07",23.3019
"2017-04-08",23.4301
"2017-04-09",23.2769
"2017-04-10",24.0935
"2017-04-11",23.4847
"2017-04-12",23.5083
"2017-04-13",23.6154
"2017-04-14",23.658
"2017-04-15",23.3442
"2017-04-16",23.6209
"2017-04-17",23.279
"2017-04-18",23.3768
"2017-04-19",23.0393
"2017-04-20",22.671
"2017-04-21",22.8477
"2017-04-22",23.0199
"2017-04-23",23.9439
"2017-04-24",24.3045
"2017-04-25",24.0316
"2017-04-26",24.1303
"2017-04-27",23.5818
"2017-04-28",23.278
"2017-04-29",23.1221
"2017-04-30",23.0768
"2017-05-01",23.3383
"2017-05-02",22.9329
"2017-05-03",23.0021
"2017-05-04",23.1236
"2017-05-05",23.6907
"2017-05-06",23.6655
"2017-05-07",22.9734
"2017-05-08",23.1042
"2017-05-09",23.6811
"2017-05-10",23.8092
"2017-05-11",24.0129
"2017-05-12",24.0928
"2017-05-13",24.2422
"2017-05-14",23.9585
"2017-05-15",23.8417
"2017-05-16",24.1525
"2017-05-17",24.3495
"2017-05-18",23.7872
"2017-05-19",23.7551
"2017-05-20",23.7379
"2017-05-21",23.871
"2017-05-22",24.3846
"2017-05-23",23.7174
"2017-05-24",22.8747
"2017-05-25",23.0684
"2017-05-26",23.307
"2017-05-27",23.9018
"2017-05-28",23.5682
"2017-05-29",23.0698
"2017-05-30",23.0283
"2017-05-31",23.2195
"2017-06-01",23.346
"2017-06-02",23.4293
"2017-06-03",23.044
"2017-06-04",23.3009
"2017-06-05",23.4962
"2017-06-06",23.2625
"2017-06-07",22.8875
"2017-06-08",22.6887
"2017-06-09",22.34
"2017-06-10",22.3867
"2017-06-11",22.8167
"2017-06-12",22.7819
"2017-06-13",23.3601
"2017-06-14",23.5697
"2017-06-15",23.5914
"2017-06-16",23.1807
"2017-06-17",23.7109
"2017-06-18",23.7095
"2017-06-19",23.4051
"2017-06-20",23.167
"2017-06-21",23.223
"2017-06-22",23.2719
"2017-06-23",22.8799
"2017-06-24",22.5938
"2017-06-25",22.6125
"2017-06-26",22.7403
"2017-06-27",22.1919
"2017-06-28",21.9048
"2017-06-29",22.0724
"2017-06-30",22.5214
"2017-07-01",22.4949
"2017-07-02",22.3845
"2017-07-03",22.3249
"2017-07-04",22.4499
"2017-07-05",21.7587
"2017-07-06",22.303
"2017-07-07",22.6128
"2017-07-08",22.4966
"2017-07-09",22.6546
"2017-07-10",22.2974
"2017-07-11",22.0314
"2017-07-12",22.6737
"2017-07-13",22.1366
"2017-07-14",22.4593
"2017-07-15",22.2813
"2017-07-16",22.4248
"2017-07-17",22.1768
"2017-07-18",22.0684
"2017-07-19",22.9713
"2017-07-20",23.0439
"2017-07-21",22.7938
"2017-07-22",22.7895
"2017-07-23",23.1045
"2017-07-24",22.773
"2017-07-25",23.2815
"2017-07-26",22.9463
"2017-07-27",22.4964
"2017-07-28",22.6992
"2017-07-29",22.5628
"2017-07-30",23.0375
"2017-07-31",22.8852
"2017-08-01",22.6696
"2017-08-02",22.6561
"2017-08-03",22.2675
"2017-08-04",22.2006
"2017-08-05",22.672
"2017-08-06",22.732
"2017-08-07",22.8372
"2017-08-08",23.0666
"2017-08-09",22.8306
"2017-08-10",22.9222
"2017-08-11",21.8075
"2017-08-12",22.0149
"2017-08-13",22.7453
"2017-08-14",22.6844
"2017-08-15",21.8964
"2017-08-16",21.2724
"2017-08-17",22.2444
"2017-08-18",22.8168
"2017-08-19",23.0047
"2017-08-20",22.0497
"2017-08-21",22.2022
"2017-08-22",22.1869
"2017-08-23",22.6593
"2017-08-24",22.9746
"2017-08-25",22.7812
"2017-08-26",22.2291
"2017-08-27",22.3711
"2017-08-28",22.4705
"2017-08-29",22.0693
"2017-08-30",22.3285
"2017-08-31",23.2754
"2017-09-01",23.2877
"2017-09-02",23.485
"2017-09-03",24.0252
"2017-09-04",23.4493
"2017-09-05",22.7081
"2017-09-06",22.8579
"2017-09-07",22.9252
"2017-09-08",22.9077
"2017-09-09",23.3096
"2017-09-10",23.275
"2017-09-11",23.6856
"2017-09-12",23.5185
"2017-09-13",22.565
"2017-09-14",22.1755
"2017-09-15",22.809
"2017-09-16",22.8816
"2017-09-17",22.3807
"2017-09-18",22.3143
"2017-09-19",21.8463
"2017-09-20",22.281
"2017-09-21",22.1014
"2017-09-22",22.1016
"2017-09-23",22.2713
"2017-09-24",22.9213
"2017-09-25",22.4993
"2017-09-26",22.9411
"2017-09-27",22.2504
"2017-09-28",21.9867
"2017-09-29",21.7923
"2017-09-30",22.9448
"2017-10-01",22.4806
"2017-10-02",22.331
"2017-10-03",22.8453
"2017-10-04",22.7799
"2017-10-05",23.2487
"2017-10-06",22.6547
"2017-10-07",23.3143
"2017-10-08",23.1821
"2017-10-09",22.9405
"2017-10-10",23.0933
"2017-10-11",22.916
"2017-10-12",22.9166
"2017-10-13",23.0202
"2017-10-14",22.6479
"2017-10-15",22.7578
"2017-10-16",22.1753
"2017-10-17",21.9235
"2017-10-18",22.1308
"2017-10-19",22.7812
"2017-10-20",22.7852
"2017-10-21",22.2274
"2017-10-22",22.8785
"2017-10-23",22.9564
"2017-10-24",22.8404
"2017-10-25",22.9733
"2017-10-26",23.0459
"2017-10-27",22.8353
"2017-10-28",23.318
"2017-10-29",22.9926
"2017-10-30",23.6556
"2017-10-31",23.2605
"2017-11-01",23.4227
"2017-11-02",23.3416
"2017-11-03",23.3486
"2017-11-04",23.3239
"2017-11-05",23.2411
"2017-11-06",23.0449
"2017-11-07",22.9255
"2017-11-08",22.796
"2017-11-09",23.1071
"2017-11-10",23.2276
"2017-11-11",23.3099
"2017-11-12",22.7758
"2017-11-13",22.9488
"2017-11-14",22.6424
"2017-11-15",21.6985
"2017-11-16",21.7967
"2017-11-17",22.2206
"2017-11-18",23.1738
"2017-11-19",23.0553
"2017-11-20",22.9231
"2017-11-21",23.069
"2017-11-22",22.8339
"2017-11-23",22.8216
"2017-11-24",22.3695
"2017-11-25",22.2183
"2017-11-26",22.6322
"2017-11-27",22.9069
"2017-11-28",23.2195
"2017-11-29",23.0483
"2017-11-30",22.8178
"2017-12-01",22.5146
"2017-12-02",22.5178
"2017-12-03",22.9211
"2017-12-04",23.0497
"2017-12-05",22.9928
"2017-12-06",22.8925
"2017-12-07",22.9071
"2017-12-08",22.3904
"2017-12-09",21.7729
"2017-12-10",22.5357
"2017-12-11",22.9847
"2017-12-12",23.3403
"2017-12-13",23.2021
"2017-12-14",22.9156
"2017-12-15",22.9266
"2017-12-16",22.3314
"2017-12-17",21.7246
"2017-12-18",20.3631
"2017-12-19",22.0675
"2017-12-20",22.2161
"2017-12-21",21.912
"2017-12-22",21.449
"2017-12-23",21.1501
"2017-12-24",21.72
"2017-12-25",22.3993
"2017-12-26",22.7837
"2017-12-27",22.2605
"2017-12-28",20.7332
"2017-12-29",21.2481
"2017-12-30",21.8966
"2017-12-31",22.3714
"2018-01-01",22.5327
"2018-01-02",22.7351
"2018-01-03",22.0239
"2018-01-04",20.4388
"2018-01-05",19.3607
"2018-01-06",18.953
"2018-01-07",18.4293
"2018-01-08",19.0136
"2018-01-09",20.9224
"2018-01-10",22.3937
"2018-01-11",22.4434
"2018-01-12",22.1474
"2018-01-13",22.5208
"2018-01-14",21.6471
"2018-01-15",19.5844
"2018-01-16",19.3178
"2018-01-17",19.3464
"2018-01-18",18.9419
"2018-01-19",19.4315
"2018-01-20",19.8643
"2018-01-21",20.2877
"2018-01-22",20.943
"2018-01-23",21.2578
"2018-01-24",20.7448
"2018-01-25",20.1452
"2018-01-26",20.9829
"2018-01-27",21.4645
"2018-01-28",20.5334
"2018-01-29",21.9165
"2018-01-30",22.5811
"2018-01-31",22.2725
"2018-02-01",21.7822
"2018-02-02",21.3541
"2018-02-03",21.0837
"2018-02-04",22.7066
"2018-02-05",22.1932
"2018-02-06",22.7653
"2018-02-07",22.5705
"2018-02-08",22.5561
"2018-02-09",22.6339
"2018-02-10",21.5808
"2018-02-11",21.6546
"2018-02-12",22.1135
"2018-02-13",21.4462
"2018-02-14",21.5348
"2018-02-15",22.0597
"2018-02-16",21.4404
"2018-02-17",19.8507
"2018-02-18",19.9906
"2018-02-19",19.3003
"2018-02-20",18.531
"2018-02-21",19.7904
"2018-02-22",20.8195
"2018-02-23",21.0923
"2018-02-24",22.2859
"2018-02-25",22.3091
"2018-02-26",22.3296
"2018-02-27",22.2378
"2018-02-28",21.512
"2018-03-01",22.2885
"2018-03-02",22.3004
"2018-03-03",22.5658
"2018-03-04",22.9281
"2018-03-05",22.8622
"2018-03-06",21.5366
"2018-03-07",20.5633
"2018-03-08",21.5757
"2018-03-09",22.2799
"2018-03-10",22.6483
"2018-03-11",22.4307
"2018-03-12",22.6919
"2018-03-13",23.2258
"2018-03-14",22.8969
"2018-03-15",23.0043
"2018-03-16",23.5752
"2018-03-17",23.2609
"2018-03-18",23.2879
"2018-03-19",22.9192
"2018-03-20",22.828
"2018-03-21",22.8544
"2018-03-22",22.1601
"2018-03-23",22.6655
"2018-03-24",21.5853
"2018-03-25",21.4902
"2018-03-26",23.2999
"2018-03-27",22.9479
"2018-03-28",22.3429
"2018-03-29",22.7109
"2018-03-30",23.3896
"2018-03-31",23.2779
"2018-04-01",23.0662
"2018-04-02",23.0394
"2018-04-03",23.0786
"2018-04-04",22.8005
"2018-04-05",23.4304
"2018-04-06",23.0604
"2018-04-07",22.4757
"2018-04-08",22.8694
"2018-04-09",23.024
"2018-04-10",23.3106
"2018-04-11",23.2926
"2018-04-12",23.5656
"2018-04-13",23.6063
"2018-04-14",23.3445
"2018-04-15",23.7714
"2018-04-16",23.8343
"2018-04-17",23.6013
"2018-04-18",23.257
"2018-04-19",24.0237
"2018-04-20",23.9664
"2018-04-21",23.3474
"2018-04-22",23.532
"2018-04-23",23.7199
"2018-04-24",23.6826
"2018-04-25",23.5597
"2018-04-26",23.2025
"2018-04-27",23.9664
"2018-04-28",23.8633
"2018-04-29",23.9993
"2018-04-30",24.5305
"2018-05-01",25.0076
"2018-05-02",24.395
"2018-05-03",23.7367
"2018-05-04",23.6314
"2018-05-05",23.7333
"2018-05-06",24.1296
"2018-05-07",24.0893
"2018-05-08",24.1119
"2018-05-09",24.2337
"2018-05-10",23.9248
"2018-05-11",24.2746
"2018-05-12",23.7374
"2018-05-13",24.0806
"2018-05-14",23.7084
"2018-05-15",24.1366
"2018-05-16",23.7648
"2018-05-17",23.7786
"2018-05-18",23.301
"2018-05-19",23.6478
"2018-05-20",23.4388
"2018-05-21",23.0142
"2018-05-22",23.9386
"2018-05-23",23.2401
"2018-05-24",23.4661
"2018-05-25",23.5386
"2018-05-26",23.8032
"2018-05-27",23.8636
"2018-05-28",23.8192
"2018-05-29",23.1762
"2018-05-30",23.3611
"2018-05-31",23.7761
"2018-06-01",23.786
"2018-06-02",23.8687
"2018-06-03",23.811
"2018-06-04",23.7271
"2018-06-05",23.9673
"2018-06-06",24.1501
"2018-06-07",23.7441
"2018-06-08",23.4396
"2018-06-09",23.3448
"2018-06-10",23.4712
"2018-06-11",23.4117
"2018-06-12",23.1432
"2018-06-13",23.1614
"2018-06-14",23.2241
"2018-06-15",23.4316
"2018-06-16",23.026
"2018-06-17",23.1221
"2018-06-18",22.9977
"2018-06-19",22.6427
"2018-06-20",22.2358
"2018-06-21",22.4009
"2018-06-22",22.8316
"2018-06-23",23.0756
"2018-06-24",23.1167
"2018-06-25",22.6168
"2018-06-26",22.3666
"2018-06-27",22.1443
"2018-06-28",22.265
"2018-06-29",22.1568
"2018-06-30",22.6889
"2018-07-01",22.7022
"2018-07-02",23.1992
"2018-07-03",22.7347
"2018-07-04",22.6158
"2018-07-05",22.6144
"2018-07-06",22.6832
"2018-07-07",21.7171
"2018-07-08",22.4172
"2018-07-09",22.198
"2018-07-10",21.8553
"2018-07-11",21.6424
"2018-07-12",21.9622
"2018-07-13",22.141
"2018-07-14",22.3296
"2018-07-15",22.3459
"2018-07-16",21.4516
"2018-07-17",21.2298
"2018-07-18",20.8161
"2018-07-19",21.3145
"2018-07-20",20.6241
"2018-07-21",21.4481
"2018-07-22",21.7835
"2018-07-23",21.8762
"2018-07-24",21.788
"2018-07-25",21.8154
"2018-07-26",21.8196
"2018-07-27",21.5131
"2018-07-28",21.3806
"2018-07-29",21.8452
"2018-07-30",22.6829
"2018-07-31",22.6539
"2018-08-01",22.3021
"2018-08-02",23.0191
"2018-08-03",22.6384
"2018-08-04",22.1489
"2018-08-05",21.9901
"2018-08-06",21.9523
"2018-08-07",21.3731
"2018-08-08",21.3976
"2018-08-09",21.6823
"2018-08-10",22.018
"2018-08-11",21.896
"2018-08-12",22.3874
"2018-08-13",22.5665
"2018-08-14",22.4091
"2018-08-15",21.9385
"2018-08-16",21.9071
"2018-08-17",21.6579
"2018-08-18",21.0262
"2018-08-19",21.4486
"2018-08-20",21.1135
"2018-08-21",20.7065
"2018-08-22",21.1346
"2018-08-23",21.576
"2018-08-24",22.0951
"2018-08-25",21.7934
"2018-08-26",21.5141
"2018-08-27",21.6109
"2018-08-28",21.6913
"2018-08-29",21.279
"2018-08-30",21.5416
"2018-08-31",21.6433
"2018-09-01",21.3342
"2018-09-02",21.4132
"2018-09-03",21.3081
"2018-09-04",21.2047
"2018-09-05",20.0888
"2018-09-06",20.2077
"2018-09-07",20.9047
"2018-09-08",20.118
"2018-09-09",21.4523
"2018-09-10",21.3076
"2018-09-11",21.1742
"2018-09-12",21.1862
"2018-09-13",21.037
"2018-09-14",21.5435
"2018-09-15",20.8336
"2018-09-16",21.1671
"2018-09-17",22.0123
"2018-09-18",22.1334
"2018-09-19",22.5088
"2018-09-20",22.6453
"2018-09-21",22.1892
"2018-09-22",22.9269
"2018-09-23",22.9541
"2018-09-24",22.5697
"2018-09-25",22.7422
"2018-09-26",22.9008
"2018-09-27",23.0634
"2018-09-28",22.9374
"2018-09-29",23.4517
"2018-09-30",23.5482
"2018-10-01",23.4291
"2018-10-02",23.5948
"2018-10-03",23.5395
"2018-10-04",23.8845
"2018-10-05",23.5777
"2018-10-06",23.2927
"2018-10-07",23.2677
"2018-10-08",23.1976
"2018-10-09",22.9543
"2018-10-10",23.2772
"2018-10-11",23.3954
"2018-10-12",22.8682
"2018-10-13",22.6213
"2018-10-14",22.8805
"2018-10-15",23.0633
"2018-10-16",22.7354
"2018-10-17",22.3541
"2018-10-18",22.5913
"2018-10-19",23.3163
"2018-10-20",22.9258
"2018-10-21",23.2161
"2018-10-22",23.1568
"2018-10-23",23.246
"2018-10-24",23.1458
"2018-10-25",23.0295
"2018-10-26",22.9787
"2018-10-27",23.1879
"2018-10-28",23.2838
