,"(deg C) Mean Dew Point Temperature (ERA5) at Matale, 2007-01-01 to 2025-12-31"
"2015-11-17",23.6216
"2015-11-18",23.6602
"2015-11-19",23.4644
"2015-11-20",23.4158
"2015-11-21",23.3737
"2015-11-22",23.3573
"2015-11-23",23.5576
"2015-11-24",23.4345
"2015-11-25",22.684
"2015-11-26",22.1913
"2015-11-27",22.6338
"2015-11-28",23.0845
"2015-11-29",23.0268
"2015-11-30",23.2554
"2015-12-01",23.1508
"2015-12-02",23.4774
"2015-12-03",23.6291
"2015-12-04",23.5892
"2015-12-05",23.8552
"2015-12-06",23.5023
"2015-12-07",23.8109
"2015-12-08",23.4876
"2015-12-09",23.7204
"2015-12-10",23.3164
"2015-12-11",23.5224
"2015-12-12",23.4924
"2015-12-13",24.0435
"2015-12-14",23.4046
"2015-12-15",23.2895
"2015-12-16",21.2129
"2015-12-17",22.6294
"2015-12-18",23.3472
"2015-12-19",22.5861
"2015-12-20",22.293
"2015-12-21",22.3019
"2015-12-22",20.9924
"2015-12-23",20.9951
"2015-12-24",19.9591
"2015-12-25",20.9958
"2015-12-26",22.5325
"2015-12-27",23.0688
"2015-12-28",23.092
"2015-12-29",23.2214
"2015-12-30",22.8083
"2015-12-31",23.0093
"2016-01-01",22.6762
"2016-01-02",22.586
"2016-01-03",22.8054
"2016-01-04",23.0654
"2016-01-05",23.214
"2016-01-06",22.7425
"2016-01-07",22.425
"2016-01-08",21.6175
"2016-01-09",21.3935
"2016-01-10",21.9709
"2016-01-11",21.4775
"2016-01-12",20.3484
"2016-01-13",20.4321
"2016-01-14",19.2002
"2016-01-15",19.9573
"2016-01-16",21.48
"2016-01-17",20.5319
"2016-01-18",20.5488
"2016-01-19",21.0365
"2016-01-20",21.6075
"2016-01-21",21.5853
"2016-01-22",21.8444
"2016-01-23",23.1535
"2016-01-24",23.2223
"2016-01-25",22.6386
"2016-01-26",21.4665
"2016-01-27",19.9497
"2016-01-28",20.3811
"2016-01-29",19.3172
"2016-01-30",19.8357
"2016-01-31",20.2535
"2016-02-01",20.348
"2016-02-02",19.7773
"2016-02-03",19.1131
"2016-02-04",19.5769
"2016-02-05",20.9991
"2016-02-06",21.7037
"2016-02-07",22.4459
"2016-02-08",22.3011
"2016-02-09",23.1627
"2016-02-10",22.5398
"2016-02-11",20.6015
"2016-02-12",19.0922
"2016-02-13",19.4949
"2016-02-14",20.4071
"2016-02-15",22.6227
"2016-02-16",21.2188
"2016-02-17",23.0973
"2016-02-18",23.2774
"2016-02-19",23.0502
"2016-02-20",23.1189
"2016-02-21",22.2099
"2016-02-22",21.1182
"2016-02-23",19.3321
"2016-02-24",22.2022
"2016-02-25",23.2722
"2016-02-26",21.7013
"2016-02-27",22.4218
"2016-02-28",23.0966
"2016-02-29",22.5207
"2016-03-01",22.6266
"2016-03-02",22.3235
"2016-03-03",22.3827
"2016-03-04",22.8138
"2016-03-05",22.1973
"2016-03-06",22.6066
"2016-03-07",22.9412
"2016-03-08",22.8107
"2016-03-09",23.0386
"2016-03-10",22.9904
"2016-03-11",21.7774
"2016-03-12",21.8235
"2016-03-13",22.4077
"2016-03-14",21.2969
"2016-03-15",22.4209
"2016-03-16",22.6599
"2016-03-17",22.0131
"2016-03-18",20.4159
"2016-03-19",20.6663
"2016-03-20",20.2246
"2016-03-21",21.4097
"2016-03-22",22.1878
"2016-03-23",21.6641
"2016-03-24",20.4331
"2016-03-25",20.3505
"2016-03-26",21.3654
"2016-03-27",21.5915
"2016-03-28",23.1554
"2016-03-29",23.2895
"2016-03-30",23.1043
"2016-03-31",23.2629
"2016-04-01",22.5541
"2016-04-02",21.948
"2016-04-03",22.2542
"2016-04-04",22.4427
"2016-04-05",23.0307
"2016-04-06",23.0563
"2016-04-07",24.0718
"2016-04-08",23.4961
"2016-04-09",23.2128
"2016-04-10",23.8185
"2016-04-11",23.4745
"2016-04-12",23.9028
"2016-04-13",24.4606
"2016-04-14",24.184
"2016-04-15",24.2936
"2016-04-16",24.0985
"2016-04-17",23.8824
"2016-04-18",23.951
"2016-04-19",24.209
"2016-04-20",24.3378
"2016-04-21",24.2207
"2016-04-22",24.593
"2016-04-23",24.4732
"2016-04-24",23.8426
"2016-04-25",23.4724
"2016-04-26",23.5228
"2016-04-27",23.9069
"2016-04-28",23.1378
"2016-04-29",23.028
"2016-04-30",23.7069
"2016-05-01",23.8805
"2016-05-02",24.0936
"2016-05-03",24.2848
"2016-05-04",23.7458
"2016-05-05",24.32
"2016-05-06",24.2711
"2016-05-07",24.1589
"2016-05-08",24.1175
"2016-05-09",24.4666
"2016-05-10",24.213
"2016-05-11",24.3107
"2016-05-12",24.0081
"2016-05-13",24.2985
"2016-05-14",24.5827
"2016-05-15",23.0234
"2016-05-16",23.9901
"2016-05-17",23.9491
"2016-05-18",24.1776
"2016-05-19",24.2182
"2016-05-20",24.1831
"2016-05-21",24.2932
"2016-05-22",24.7974
"2016-05-23",24.7108
"2016-05-24",24.5815
"2016-05-25",24.2781
"2016-05-26",24.4623
"2016-05-27",23.7665
"2016-05-28",23.5626
"2016-05-29",23.6292
"2016-05-30",23.667
"2016-05-31",23.9458
"2016-06-01",23.7177
"2016-06-02",23.8582
"2016-06-03",24.0008
"2016-06-04",24.0813
"2016-06-05",23.9376
"2016-06-06",23.4013
"2016-06-07",23.3585
"2016-06-08",23.1137
"2016-06-09",23.4654
"2016-06-10",23.5685
"2016-06-11",23.564
"2016-06-12",23.8493
"2016-06-13",23.7253
"2016-06-14",23.46
"2016-06-15",22.912
"2016-06-16",23.2073
"2016-06-17",23.6193
"2016-06-18",23.1021
"2016-06-19",22.9674
"2016-06-20",23.0289
"2016-06-21",22.7351
"2016-06-22",22.9818
"2016-06-23",22.437
"2016-06-24",22.6802
"2016-06-25",22.4264
"2016-06-26",22.9172
"2016-06-27",22.9393
"2016-06-28",23.0125
"2016-06-29",22.8802
"2016-06-30",23.012
"2016-07-01",23.1859
"2016-07-02",22.8377
"2016-07-03",22.8431
"2016-07-04",22.9353
"2016-07-05",22.6016
"2016-07-06",22.5948
"2016-07-07",22.6811
"2016-07-08",23.3083
"2016-07-09",23.3604
"2016-07-10",23.0336
"2016-07-11",22.8104
"2016-07-12",22.335
"2016-07-13",22.0957
"2016-07-14",22.5754
"2016-07-15",22.4012
"2016-07-16",22.1096
"2016-07-17",22.1588
"2016-07-18",22.0418
"2016-07-19",21.9659
"2016-07-20",22.4495
"2016-07-21",22.4541
"2016-07-22",22.0794
"2016-07-23",22.3637
"2016-07-24",22.5568
"2016-07-25",22.5427
"2016-07-26",22.8163
"2016-07-27",22.6193
"2016-07-28",22.331
"2016-07-29",22.4355
"2016-07-30",22.4343
"2016-07-31",22.2219
"2016-08-01",22.1952
"2016-08-02",21.7391
"2016-08-03",22.0777
"2016-08-04",22.593
"2016-08-05",22.2644
"2016-08-06",21.9615
"2016-08-07",22.0461
"2016-08-08",22.3548
"2016-08-09",22.4547
"2016-08-10",22.0891
"2016-08-11",22.0494
"2016-08-12",22.5415
"2016-08-13",22.3312
"2016-08-14",22.56
"2016-08-15",22.5052
"2016-08-16",22.5556
"2016-08-17",22.0708
"2016-08-18",22.0708
"2016-08-19",22.2795
"2016-08-20",22.2589
"2016-08-21",22.4387
"2016-08-22",22.9332
"2016-08-23",22.5131
"2016-08-24",22.4097
"2016-08-25",22.2447
"2016-08-26",22.1534
"2016-08-27",22.3743
"2016-08-28",22.078
"2016-08-29",21.827
"2016-08-30",22.0112
"2016-08-31",22.1275
"2016-09-01",21.6513
"2016-09-02",21.7477
"2016-09-03",21.8235
"2016-09-04",21.9638
"2016-09-05",21.4145
"2016-09-06",21.4862
"2016-09-07",20.4897
"2016-09-08",19.8754
"2016-09-09",21.2422
"2016-09-10",21.3552
"2016-09-11",21.0767
"2016-09-12",21.2754
"2016-09-13",21.6219
"2016-09-14",22.2626
"2016-09-15",22.1751
"2016-09-16",21.7776
"2016-09-17",21.722
"2016-09-18",22.2121
"2016-09-19",21.7848
"2016-09-20",21.9637
"2016-09-21",21.7526
"2016-09-22",21.7795
"2016-09-23",21.7269
"2016-09-24",21.4158
"2016-09-25",21.517
"2016-09-26",21.5233
"2016-09-27",21.9008
"2016-09-28",21.883
"2016-09-29",22.1521
"2016-09-30",21.9434
"2016-10-01",21.1273
"2016-10-02",20.9826
"2016-10-03",21.0121
"2016-10-04",21.1001
"2016-10-05",21.6186
"2016-10-06",20.3697
"2016-10-07",18.7522
"2016-10-08",20.2013
"2016-10-09",21.9257
"2016-10-10",20.8421
"2016-10-11",20.0276
"2016-10-12",20.5209
"2016-10-13",21.6388
"2016-10-14",22.1459
"2016-10-15",22.0391
"2016-10-16",22.4293
"2016-10-17",21.7648
"2016-10-18",22.5516
"2016-10-19",22.2912
"2016-10-20",22.1307
"2016-10-21",21.0182
"2016-10-22",21.7842
"2016-10-23",21.9774
"2016-10-24",22.0473
"2016-10-25",21.8199
"2016-10-26",21.9651
"2016-10-27",21.9055
"2016-10-28",21.7679
"2016-10-29",22.4541
"2016-10-30",22.9624
"2016-10-31",23.0813
"2016-11-01",23.2011
"2016-11-02",22.9423
"2016-11-03",22.9111
"2016-11-04",22.139
"2016-11-05",22.7125
"2016-11-06",22.55
"2016-11-07",22.1577
"2016-11-08",21.34
"2016-11-09",21.491
"2016-11-10",21.797
"2016-11-11",22.5119
"2016-11-12",23.3581
"2016-11-13",23.4592
"2016-11-14",23.1001
"2016-11-15",22.694
"2016-11-16",22.5954
"2016-11-17",22.8502
"2016-11-18",23.1034
"2016-11-19",23.4061
"2016-11-20",23.0135
"2016-11-21",23.3034
"2016-11-22",23.4829
"2016-11-23",23.2906
"2016-11-24",22.1484
"2016-11-25",22.2497
"2016-11-26",22.2111
"2016-11-27",20.7984
"2016-11-28",20.2369
"2016-11-29",19.9498
"2016-11-30",19.7091
"2016-12-01",18.969
"2016-12-02",20.7112
"2016-12-03",21.4718
"2016-12-04",22.2017
"2016-12-05",21.4291
"2016-12-06",19.7127
"2016-12-07",22.4577
"2016-12-08",22.7875
"2016-12-09",22.2337
"2016-12-10",22.5044
"2016-12-11",21.1637
"2016-12-12",20.2271
"2016-12-13",19.8922
"2016-12-14",19.6
"2016-12-15",21.3654
"2016-12-16",22.0027
"2016-12-17",22.198
"2016-12-18",20.5851
"2016-12-19",22.5686
"2016-12-20",23.147
"2016-12-21",22.3732
"2016-12-22",20.9913
"2016-12-23",17.0269
"2016-12-24",16.5522
"2016-12-25",17.2737
"2016-12-26",21.3244
"2016-12-27",23.0027
"2016-12-28",22.6319
"2016-12-29",22.0778
"2016-12-30",21.3719
"2016-12-31",21.2424
"2017-01-01",21.5009
"2017-01-02",21.8087
"2017-01-03",20.9675
"2017-01-04",18.7115
"2017-01-05",17.6019
"2017-01-06",18.5211
"2017-01-07",16.6723
"2017-01-08",16.8428
"2017-01-09",17.3012
"2017-01-10",17.6701
"2017-01-11",16.0123
"2017-01-12",17.1996
"2017-01-13",16.6896
"2017-01-14",18.2874
"2017-01-15",19.5041
"2017-01-16",18.4115
"2017-01-17",17.3048
"2017-01-18",17.4782
"2017-01-19",20.0368
"2017-01-20",21.9062
"2017-01-21",22.2448
"2017-01-22",22.7807
"2017-01-23",22.2446
"2017-01-24",22.2985
"2017-01-25",22.6273
"2017-01-26",23.1166
"2017-01-27",22.5294
"2017-01-28",22.4375
"2017-01-29",22.7779
"2017-01-30",22.4968
"2017-01-31",20.1357
"2017-02-01",18.9763
"2017-02-02",18.4311
"2017-02-03",17.7408
"2017-02-04",17.0547
"2017-02-05",17.8997
"2017-02-06",17.7651
"2017-02-07",16.9418
"2017-02-08",17.9859
"2017-02-09",17.5519
"2017-02-10",18.2249
"2017-02-11",17.8745
"2017-02-12",18.3227
"2017-02-13",20.7185
"2017-02-14",22.314
"2017-02-15",21.8284
"2017-02-16",20.4778
"2017-02-17",20.244
"2017-02-18",21.6042
"2017-02-19",22.1603
"2017-02-20",20.4569
"2017-02-21",19.7219
"2017-02-22",20.3058
"2017-02-23",21.6779
"2017-02-24",21.577
"2017-02-25",22.0546
"2017-02-26",21.7346
"2017-02-27",22.1205
"2017-02-28",22.6622
"2017-03-01",21.854
"2017-03-02",22.1955
"2017-03-03",22.6297
"2017-03-04",22.967
"2017-03-05",22.1796
"2017-03-06",22.7369
"2017-03-07",23.2812
"2017-03-08",22.9465
"2017-03-09",22.8742
"2017-03-10",22.3
"2017-03-11",22.5929
"2017-03-12",22.8033
"2017-03-13",22.884
"2017-03-14",23.0321
"2017-03-15",22.4962
"2017-03-16",22.0518
"2017-03-17",21.2608
"2017-03-18",20.9265
"2017-03-19",22.2911
"2017-03-20",22.3054
"2017-03-21",21.9887
"2017-03-22",20.4523
"2017-03-23",18.9383
"2017-03-24",18.792
"2017-03-25",18.7783
"2017-03-26",19.2269
"2017-03-27",21.7025
"2017-03-28",22.7442
"2017-03-29",23.0657
"2017-03-30",23.7135
"2017-03-31",23.1168
"2017-04-01",22.7306
"2017-04-02",22.8579
"2017-04-03",22.7395
"2017-04-04",22.7751
"2017-04-05",22.7185
"2017-04-06",22.5319
"2017-04-07",22.4995
"2017-04-08",21.4362
"2017-04-09",21.8969
"2017-04-10",22.7797
"2017-04-11",23.0762
"2017-04-12",23.3951
"2017-04-13",23.516
"2017-04-14",23.4844
"2017-04-15",22.9715
"2017-04-16",22.6296
"2017-04-17",23.2393
"2017-04-18",23.2646
"2017-04-19",22.7332
"2017-04-20",22.0907
"2017-04-21",21.7009
"2017-04-22",22.6589
"2017-04-23",23.4412
"2017-04-24",23.9322
"2017-04-25",23.7358
"2017-04-26",22.8913
"2017-04-27",23.0737
"2017-04-28",22.892
"2017-04-29",22.6603
"2017-04-30",22.0221
"2017-05-01",22.2386
"2017-05-02",21.9542
"2017-05-03",21.9444
"2017-05-04",23.0973
"2017-05-05",23.4658
"2017-05-06",23.2298
"2017-05-07",23.1805
"2017-05-08",23.4679
"2017-05-09",23.5888
"2017-05-10",23.6128
"2017-05-11",23.8313
"2017-05-12",23.6766
"2017-05-13",23.8698
"2017-05-14",23.9695
"2017-05-15",24.1101
"2017-05-16",23.8776
"2017-05-17",24.3136
"2017-05-18",23.7642
"2017-05-19",23.7087
"2017-05-20",24.1012
"2017-05-21",23.6149
"2017-05-22",24.4959
"2017-05-23",23.7509
"2017-05-24",22.797
"2017-05-25",23.4734
"2017-05-26",23.5477
"2017-05-27",24.1594
"2017-05-28",23.9563
"2017-05-29",23.6439
"2017-05-30",23.4195
"2017-05-31",23.3571
"2017-06-01",23.5838
"2017-06-02",23.3514
"2017-06-03",23.5535
"2017-06-04",23.7736
"2017-06-05",23.4551
"2017-06-06",23.1392
"2017-06-07",23.1017
"2017-06-08",22.9129
"2017-06-09",22.9471
"2017-06-10",22.922
"2017-06-11",22.8379
"2017-06-12",22.843
"2017-06-13",23.0777
"2017-06-14",23.0693
"2017-06-15",23.1898
"2017-06-16",22.7989
"2017-06-17",23.3628
"2017-06-18",23.3913
"2017-06-19",23.2069
"2017-06-20",23.0344
"2017-06-21",22.6474
"2017-06-22",22.8508
"2017-06-23",22.9337
"2017-06-24",22.7209
"2017-06-25",22.8024
"2017-06-26",22.6494
"2017-06-27",22.6475
"2017-06-28",22.6121
"2017-06-29",22.584
"2017-06-30",22.8607
"2017-07-01",23.0044
"2017-07-02",22.7426
"2017-07-03",22.73
"2017-07-04",22.525
"2017-07-05",22.2524
"2017-07-06",22.6324
"2017-07-07",22.796
"2017-07-08",22.897
"2017-07-09",22.1416
"2017-07-10",22.1477
"2017-07-11",22.3053
"2017-07-12",22.5616
"2017-07-13",22.2902
"2017-07-14",22.34
"2017-07-15",22.5064
"2017-07-16",22.4125
"2017-07-17",22.2773
"2017-07-18",21.9114
"2017-07-19",22.4123
"2017-07-20",22.3328
"2017-07-21",22.4358
"2017-07-22",22.5803
"2017-07-23",22.7475
"2017-07-24",22.8914
"2017-07-25",22.7707
"2017-07-26",22.84
"2017-07-27",22.7358
"2017-07-28",22.5829
"2017-07-29",22.8493
"2017-07-30",22.6315
"2017-07-31",22.8675
"2017-08-01",22.585
"2017-08-02",22.7086
"2017-08-03",22.3156
"2017-08-04",22.8507
"2017-08-05",22.9191
"2017-08-06",22.9492
"2017-08-07",22.7435
"2017-08-08",22.6524
"2017-08-09",22.5663
"2017-08-10",22.3921
"2017-08-11",22.3921
"2017-08-12",21.7149
"2017-08-13",22.8676
"2017-08-14",22.3597
"2017-08-15",21.2794
"2017-08-16",21.1181
"2017-08-17",21.866
"2017-08-18",22.9573
"2017-08-19",22.9057
"2017-08-20",22.5062
"2017-08-21",22.2741
"2017-08-22",22.291
"2017-08-23",22.6534
"2017-08-24",22.9509
"2017-08-25",22.7681
"2017-08-26",22.3124
"2017-08-27",22.403
"2017-08-28",22.7551
"2017-08-29",22.5639
"2017-08-30",22.5042
"2017-08-31",23.4773
"2017-09-01",23.344
"2017-09-02",23.4568
"2017-09-03",23.6159
"2017-09-04",23.3903
"2017-09-05",22.7338
"2017-09-06",22.6612
"2017-09-07",22.5727
"2017-09-08",22.7906
"2017-09-09",22.9887
"2017-09-10",22.8681
"2017-09-11",23.4581
"2017-09-12",23.8172
"2017-09-13",22.3927
"2017-09-14",21.8931
"2017-09-15",22.3132
"2017-09-16",22.3501
"2017-09-17",22.7046
"2017-09-18",22.6979
"2017-09-19",22.4888
"2017-09-20",22.6359
"2017-09-21",22.0622
"2017-09-22",22.2676
"2017-09-23",22.1448
"2017-09-24",22.3066
"2017-09-25",22.3193
"2017-09-26",22.5486
"2017-09-27",22.0877
"2017-09-28",22.1247
"2017-09-29",21.9891
"2017-09-30",22.9292
"2017-10-01",22.4129
"2017-10-02",22.4115
"2017-10-03",22.8761
"2017-10-04",22.7849
"2017-10-05",23.4546
"2017-10-06",22.6497
"2017-10-07",23.2054
"2017-10-08",23.105
"2017-10-09",22.5698
"2017-10-10",23.1276
"2017-10-11",22.4899
"2017-10-12",22.8004
"2017-10-13",22.9954
"2017-10-14",22.8343
"2017-10-15",23.2922
"2017-10-16",22.7167
"2017-10-17",22.8822
"2017-10-18",22.8104
"2017-10-19",22.6538
"2017-10-20",22.5499
"2017-10-21",21.9775
"2017-10-22",22.9612
"2017-10-23",23.1001
"2017-10-24",22.7446
"2017-10-25",22.8929
"2017-10-26",23.2441
"2017-10-27",23.1533
"2017-10-28",23.3319
"2017-10-29",23.1736
"2017-10-30",23.5634
"2017-10-31",23.2558
"2017-11-01",23.3762
"2017-11-02",23.1817
"2017-11-03",23.2496
"2017-11-04",23.3052
"2017-11-05",23.0401
"2017-11-06",22.8705
"2017-11-07",22.867
"2017-11-08",22.423
"2017-11-09",22.7182
"2017-11-10",23.0697
"2017-11-11",23.2601
"2017-11-12",21.8279
"2017-11-13",23.1397
"2017-11-14",21.3088
"2017-11-15",20.7619
"2017-11-16",20.5434
"2017-11-17",21.2631
"2017-11-18",23.1374
"2017-11-19",23.2505
"2017-11-20",23.1608
"2017-11-21",23.3046
"2017-11-22",22.9188
"2017-11-23",22.5713
"2017-11-24",22.0203
"2017-11-25",21.8245
"2017-11-26",23.1735
"2017-11-27",23.1246
"2017-11-28",23.2177
"2017-11-29",23.0908
"2017-11-30",22.9792
"2017-12-01",22.0494
"2017-12-02",22.2761
"2017-12-03",22.8191
"2017-12-04",22.5332
"2017-12-05",22.8228
"2017-12-06",22.664
"2017-12-07",22.1066
"2017-12-08",20.2829
"2017-12-09",20.7204
"2017-12-10",21.76
"2017-12-11",22.8329
"2017-12-12",23.1494
"2017-12-13",23.3093
"2017-12-14",22.8317
"2017-12-15",22.6161
"2017-12-16",22.0692
"2017-12-17",21.6758
"2017-12-18",19.9298
"2017-12-19",22.1899
"2017-12-20",22.0872
"2017-12-21",21.4223
"2017-12-22",20.1766
"2017-12-23",19.5608
"2017-12-24",21.7961
"2017-12-25",22.572
"2017-12-26",22.777
"2017-12-27",21.8029
"2017-12-28",19.5514
"2017-12-29",19.9445
"2017-12-30",20.7138
"2017-12-31",20.9013
"2018-01-01",20.9949
"2018-01-02",21.1234
"2018-01-03",20.6088
"2018-01-04",19.7947
"2018-01-05",17.6454
"2018-01-06",17.167
"2018-01-07",16.9567
"2018-01-08",18.8656
"2018-01-09",21.202
"2018-01-10",22.1604
"2018-01-11",22.3406
"2018-01-12",22.3497
"2018-01-13",22.5579
"2018-01-14",22.0498
"2018-01-15",20.0213
"2018-01-16",19.6565
"2018-01-17",17.8716
"2018-01-18",17.9943
"2018-01-19",18.4325
"2018-01-20",18.9873
"2018-01-21",19.5439
"2018-01-22",20.6264
"2018-01-23",20.3691
"2018-01-24",18.8521
"2018-01-25",18.8328
"2018-01-26",19.9446
"2018-01-27",19.8672
"2018-01-28",19.9115
"2018-01-29",22.3483
"2018-01-30",22.6015
"2018-01-31",21.1122
"2018-02-01",20.3398
"2018-02-02",19.3062
"2018-02-03",19.0739
"2018-02-04",21.1039
"2018-02-05",21.4344
"2018-02-06",22.4698
"2018-02-07",22.4055
"2018-02-08",22.2316
"2018-02-09",21.9898
"2018-02-10",20.434
"2018-02-11",21.2346
"2018-02-12",21.8439
"2018-02-13",20.4044
"2018-02-14",22.0825
"2018-02-15",22.4052
"2018-02-16",20.7937
"2018-02-17",18.0546
"2018-02-18",18.254
"2018-02-19",17.3952
"2018-02-20",17.5683
"2018-02-21",18.67
"2018-02-22",19.4477
"2018-02-23",20.4006
"2018-02-24",22.4836
"2018-02-25",22.3619
"2018-02-26",22.2638
"2018-02-27",21.9183
"2018-02-28",22.089
"2018-03-01",22.1907
"2018-03-02",22.2074
"2018-03-03",22.4382
"2018-03-04",21.6963
"2018-03-05",22.1014
"2018-03-06",20.2027
"2018-03-07",19.7186
"2018-03-08",21.1846
"2018-03-09",21.4304
"2018-03-10",22.0225
"2018-03-11",22.1736
"2018-03-12",22.6264
"2018-03-13",22.6355
"2018-03-14",22.6841
"2018-03-15",22.3891
"2018-03-16",23.4675
"2018-03-17",23.1369
"2018-03-18",23.0725
"2018-03-19",21.3467
"2018-03-20",21.7178
"2018-03-21",21.7704
"2018-03-22",21.3429
"2018-03-23",21.0315
"2018-03-24",19.9184
"2018-03-25",21.0191
"2018-03-26",23.0097
"2018-03-27",22.656
"2018-03-28",22.0948
"2018-03-29",22.9271
"2018-03-30",22.7203
"2018-03-31",22.6479
"2018-04-01",21.9876
"2018-04-02",22.0982
"2018-04-03",21.9118
"2018-04-04",21.8002
"2018-04-05",21.752
"2018-04-06",22.2408
"2018-04-07",22.2826
"2018-04-08",22.5097
"2018-04-09",22.8968
"2018-04-10",23.1251
"2018-04-11",23.2085
"2018-04-12",23.5357
"2018-04-13",23.237
"2018-04-14",23.556
"2018-04-15",23.8038
"2018-04-16",23.2019
"2018-04-17",23.5875
"2018-04-18",23.4527
"2018-04-19",23.7947
"2018-04-20",23.6107
"2018-04-21",22.8513
"2018-04-22",22.943
"2018-04-23",22.9508
"2018-04-24",23.4029
"2018-04-25",23.0709
"2018-04-26",23.011
"2018-04-27",23.4612
"2018-04-28",23.4989
"2018-04-29",23.4177
"2018-04-30",23.9766
"2018-05-01",24.4268
"2018-05-02",23.9481
"2018-05-03",23.6306
"2018-05-04",23.0556
"2018-05-05",23.7336
"2018-05-06",24.0196
"2018-05-07",23.6941
"2018-05-08",23.6289
"2018-05-09",23.1903
"2018-05-10",23.5837
"2018-05-11",23.964
"2018-05-12",23.3644
"2018-05-13",23.6749
"2018-05-14",23.4387
"2018-05-15",23.8735
"2018-05-16",23.7093
"2018-05-17",23.051
"2018-05-18",22.6694
"2018-05-19",23.2903
"2018-05-20",23.2397
"2018-05-21",22.3805
"2018-05-22",23.4687
"2018-05-23",22.5983
"2018-05-24",23.0517
"2018-05-25",22.9897
"2018-05-26",23.0491
"2018-05-27",23.4437
"2018-05-28",23.4762
"2018-05-29",23.1241
"2018-05-30",23.3695
"2018-05-31",23.3044
"2018-06-01",23.4013
"2018-06-02",23.6839
"2018-06-03",23.8465
"2018-06-04",23.5392
"2018-06-05",23.6329
"2018-06-06",23.7606
"2018-06-07",23.521
"2018-06-08",23.4734
"2018-06-09",23.3924
"2018-06-10",23.6176
"2018-06-11",22.9595
"2018-06-12",22.4562
"2018-06-13",22.9325
"2018-06-14",23.1836
"2018-06-15",23.4208
"2018-06-16",23.015
"2018-06-17",23.1106
"2018-06-18",23.0023
"2018-06-19",22.1701
"2018-06-20",21.9446
"2018-06-21",22.5398
"2018-06-22",22.988
"2018-06-23",22.8069
"2018-06-24",22.9847
"2018-06-25",23.0388
"2018-06-26",22.7289
"2018-06-27",22.5383
"2018-06-28",22.5141
"2018-06-29",22.0422
"2018-06-30",22.4958
"2018-07-01",22.6377
"2018-07-02",22.7235
"2018-07-03",22.407
"2018-07-04",22.2667
"2018-07-05",22.1768
"2018-07-06",22.3877
"2018-07-07",21.8938
"2018-07-08",22.9163
"2018-07-09",22.7256
"2018-07-10",22.2126
"2018-07-11",22.1025
"2018-07-12",22.6461
"2018-07-13",22.4345
"2018-07-14",22.7466
"2018-07-15",22.5829
"2018-07-16",22.1103
"2018-07-17",21.7508
"2018-07-18",21.8347
"2018-07-19",21.9529
"2018-07-20",21.2243
"2018-07-21",21.9132
"2018-07-22",22.2703
"2018-07-23",22.2329
"2018-07-24",22.4585
"2018-07-25",22.4738
"2018-07-26",22.5769
"2018-07-27",21.9101
"2018-07-28",21.6796
"2018-07-29",22.0741
"2018-07-30",22.5052
"2018-07-31",22.2135
"2018-08-01",22.0635
"2018-08-02",22.2709
"2018-08-03",22.2213
"2018-08-04",22.2264
"2018-08-05",22.0487
"2018-08-06",21.8996
"2018-08-07",21.988
"2018-08-08",21.9967
"2018-08-09",21.8561
"2018-08-10",22.0652
"2018-08-11",22.1095
"2018-08-12",22.6806
"2018-08-13",23.0406
"2018-08-14",22.7472
"2018-08-15",22.2062
"2018-08-16",21.9777
"2018-08-17",22.0359
"2018-08-18",21.8937
"2018-08-19",22.0706
"2018-08-20",21.748
"2018-08-21",21.4187
"2018-08-22",21.582
"2018-08-23",21.5856
"2018-08-24",21.7412
"2018-08-25",21.8871
"2018-08-26",21.6693
"2018-08-27",21.4466
"2018-08-28",21.6463
"2018-08-29",21.2631
"2018-08-30",21.3754
"2018-08-31",21.5686
"2018-09-01",20.8116
"2018-09-02",20.965
"2018-09-03",20.6149
"2018-09-04",19.9813
"2018-09-05",19.6002
"2018-09-06",20.368
"2018-09-07",20.5712
"2018-09-08",20.2698
"2018-09-09",21.6108
"2018-09-10",21.8978
"2018-09-11",20.923
"2018-09-12",20.6361
"2018-09-13",20.7963
"2018-09-14",20.866
"2018-09-15",20.3874
"2018-09-16",21.3793
"2018-09-17",22.3219
"2018-09-18",21.8514
"2018-09-19",22.4746
"2018-09-20",22.275
"2018-09-21",21.9553
"2018-09-22",22.0659
"2018-09-23",22.6249
"2018-09-24",22.3417
"2018-09-25",22.8212
"2018-09-26",22.6728
"2018-09-27",22.8775
"2018-09-28",23.0852
"2018-09-29",23.4868
"2018-09-30",23.8021
"2018-10-01",23.9401
"2018-10-02",23.9309
"2018-10-03",23.3363
"2018-10-04",23.7414
"2018-10-05",23.7128
"2018-10-06",23.4823
"2018-10-07",23.3358
"2018-10-08",22.874
"2018-10-09",22.6751
"2018-10-10",22.4758
"2018-10-11",22.9877
"2018-10-12",22.5096
"2018-10-13",22.4527
"2018-10-14",22.6608
"2018-10-15",23.0941
"2018-10-16",22.6056
"2018-10-17",21.6581
"2018-10-18",22.3928
"2018-10-19",23.3984
"2018-10-20",22.7551
"2018-10-21",22.8704
"2018-10-22",23.077
"2018-10-23",23.0226
"2018-10-24",23.2319
"2018-10-25",23.0907
"2018-10-26",22.8721
"2018-10-27",23.19
"2018-10-28",23.3649
"2018-10-29",23.0974
"2018-10-30",22.9232
"2018-10-31",23.3343
"2018-11-01",22.636
