,"(deg C) Mean Dew Point Temperature (ERA5) at Kalutara, 2007-01-01 to 2025-12-31"
"2015-11-14",23.6822
"2015-11-15",23.7887
"2015-11-16",24.5334
"2015-11-17",24.8305
"2015-11-18",24.585
"2015-11-19",24.1491
"2015-11-20",23.9689
"2015-11-21",24.1349
"2015-11-22",24.3814
"2015-11-23",23.9801
"2015-11-24",24.0822
"2015-11-25",24.0153
"2015-11-26",23.467
"2015-11-27",23.2938
"2015-11-28",23.3964
"2015-11-29",23.9336
"2015-11-30",24.0922
"2015-12-01",24.0221
"2015-12-02",24.2352
"2015-12-03",24.6534
"2015-12-04",24.184
"2015-12-05",24.531
"2015-12-06",24.4994
"2015-12-07",24.4498
"2015-12-08",24.206
"2015-12-09",24.5958
"2015-12-10",24.3041
"2015-12-11",24.2838
"2015-12-12",24.246
"2015-12-13",24.3133
"2015-12-14",24.0891
"2015-12-15",24.2167
"2015-12-16",23.8162
"2015-12-17",23.8206
"2015-12-18",23.9918
"2015-12-19",23.1018
"2015-12-20",23.598
"2015-12-21",23.4132
"2015-12-22",22.3648
"2015-12-23",21.5739
"2015-12-24",21.3096
"2015-12-25",22.0597
"2015-12-26",23.2016
"2015-12-27",23.8482
"2015-12-28",24.169
"2015-12-29",24.253
"2015-12-30",23.9576
"2015-12-31",23.6536
"2016-01-01",23.4577
"2016-01-02",23.2864
"2016-01-03",23.3706
"2016-01-04",23.8191
"2016-01-05",23.8756
"2016-01-06",23.8338
"2016-01-07",23.661
"2016-01-08",23.1423
"2016-01-09",23.2985
"2016-01-10",23.5555
"2016-01-11",22.866
"2016-01-12",21.8336
"2016-01-13",20.8705
"2016-01-14",20.3006
"2016-01-15",21.1351
"2016-01-16",21.7957
"2016-01-17",21.7477
"2016-01-18",22.0018
"2016-01-19",22.9306
"2016-01-20",23.639
"2016-01-21",23.7266
"2016-01-22",23.3925
"2016-01-23",23.47
"2016-01-24",23.9358
"2016-01-25",24.0496
"2016-01-26",23.7228
"2016-01-27",21.188
"2016-01-28",21.5751
"2016-01-29",20.8715
"2016-01-30",20.6555
"2016-01-31",21.109
"2016-02-01",21.4133
"2016-02-02",20.0861
"2016-02-03",19.0125
"2016-02-04",20.2927
"2016-02-05",21.8099
"2016-02-06",23.0499
"2016-02-07",23.6671
"2016-02-08",23.7228
"2016-02-09",23.6092
"2016-02-10",23.7522
"2016-02-11",23.1133
"2016-02-12",21.9665
"2016-02-13",22.5436
"2016-02-14",22.894
"2016-02-15",23.6229
"2016-02-16",22.642
"2016-02-17",23.9339
"2016-02-18",24.36
"2016-02-19",24.0272
"2016-02-20",23.7938
"2016-02-21",23.7231
"2016-02-22",23.7897
"2016-02-23",22.9758
"2016-02-24",23.1972
"2016-02-25",23.9095
"2016-02-26",23.4596
"2016-02-27",23.1893
"2016-02-28",23.338
"2016-02-29",23.6809
"2016-03-01",23.4379
"2016-03-02",23.0721
"2016-03-03",23.018
"2016-03-04",23.9029
"2016-03-05",24.2131
"2016-03-06",24.157
"2016-03-07",23.9847
"2016-03-08",24.4116
"2016-03-09",24.2876
"2016-03-10",25.0144
"2016-03-11",24.7997
"2016-03-12",24.8821
"2016-03-13",24.4652
"2016-03-14",23.9295
"2016-03-15",23.4046
"2016-03-16",24.1503
"2016-03-17",24.3071
"2016-03-18",23.6957
"2016-03-19",23.5767
"2016-03-20",23.1616
"2016-03-21",23.4073
"2016-03-22",23.354
"2016-03-23",23.5052
"2016-03-24",23.4185
"2016-03-25",23.3177
"2016-03-26",23.7638
"2016-03-27",23.6641
"2016-03-28",23.8379
"2016-03-29",23.7937
"2016-03-30",23.9176
"2016-03-31",24.1335
"2016-04-01",23.9051
"2016-04-02",24.1075
"2016-04-03",24.1399
"2016-04-04",24.1784
"2016-04-05",24.3755
"2016-04-06",24.4468
"2016-04-07",24.433
"2016-04-08",24.7371
"2016-04-09",24.262
"2016-04-10",24.2361
"2016-04-11",24.4125
"2016-04-12",25.1637
"2016-04-13",25.6171
"2016-04-14",25.4225
"2016-04-15",25.2005
"2016-04-16",25.0123
"2016-04-17",25.0359
"2016-04-18",25.254
"2016-04-19",24.7863
"2016-04-20",24.7563
"2016-04-21",25.3911
"2016-04-22",25.7807
"2016-04-23",26.2124
"2016-04-24",25.7346
"2016-04-25",25.0883
"2016-04-26",24.5588
"2016-04-27",24.8013
"2016-04-28",24.923
"2016-04-29",24.9247
"2016-04-30",24.5619
"2016-05-01",25.0417
"2016-05-02",25.4852
"2016-05-03",25.5578
"2016-05-04",25.3688
"2016-05-05",25.2992
"2016-05-06",25.1151
"2016-05-07",25.0569
"2016-05-08",25.0003
"2016-05-09",24.8758
"2016-05-10",24.7378
"2016-05-11",24.6982
"2016-05-12",24.6517
"2016-05-13",24.8308
"2016-05-14",25.1869
"2016-05-15",24.0246
"2016-05-16",24.9396
"2016-05-17",24.8771
"2016-05-18",25.4599
"2016-05-19",25.3466
"2016-05-20",25.2556
"2016-05-21",25.6361
"2016-05-22",26.0274
"2016-05-23",25.882
"2016-05-24",25.4844
"2016-05-25",25.4302
"2016-05-26",25.752
"2016-05-27",24.8861
"2016-05-28",24.5766
"2016-05-29",24.9922
"2016-05-30",25.1295
"2016-05-31",25.1081
"2016-06-01",25.3437
"2016-06-02",25.4072
"2016-06-03",25.3596
"2016-06-04",25.5745
"2016-06-05",25.5427
"2016-06-06",24.8943
"2016-06-07",24.8262
"2016-06-08",24.4316
"2016-06-09",24.8818
"2016-06-10",25.0763
"2016-06-11",24.9298
"2016-06-12",24.7653
"2016-06-13",24.7476
"2016-06-14",25.3855
"2016-06-15",24.6825
"2016-06-16",24.9178
"2016-06-17",24.7449
"2016-06-18",24.1774
"2016-06-19",24.3497
"2016-06-20",23.8969
"2016-06-21",24.0529
"2016-06-22",24.3847
"2016-06-23",23.7878
"2016-06-24",24.0124
"2016-06-25",23.7945
"2016-06-26",24.8105
"2016-06-27",24.8079
"2016-06-28",24.4421
"2016-06-29",24.8005
"2016-06-30",25.0345
"2016-07-01",24.8684
"2016-07-02",24.9767
"2016-07-03",24.8122
"2016-07-04",24.6492
"2016-07-05",24.3292
"2016-07-06",24.4083
"2016-07-07",24.5055
"2016-07-08",24.9309
"2016-07-09",25.1166
"2016-07-10",24.7682
"2016-07-11",24.4571
"2016-07-12",24.34
"2016-07-13",24.2251
"2016-07-14",24.1916
"2016-07-15",24.234
"2016-07-16",23.9257
"2016-07-17",24.0953
"2016-07-18",24.2088
"2016-07-19",23.82
"2016-07-20",24.2729
"2016-07-21",24.3033
"2016-07-22",23.6278
"2016-07-23",23.8017
"2016-07-24",23.8142
"2016-07-25",23.8998
"2016-07-26",23.9746
"2016-07-27",23.9952
"2016-07-28",24.1125
"2016-07-29",24.3832
"2016-07-30",24.1347
"2016-07-31",24.2796
"2016-08-01",24.1168
"2016-08-02",23.7201
"2016-08-03",23.7079
"2016-08-04",24.4566
"2016-08-05",24.3685
"2016-08-06",24.2379
"2016-08-07",24.3347
"2016-08-08",24.6186
"2016-08-09",24.4236
"2016-08-10",24.4445
"2016-08-11",24.4191
"2016-08-12",24.3534
"2016-08-13",24.5596
"2016-08-14",24.6805
"2016-08-15",24.3934
"2016-08-16",24.4456
"2016-08-17",24.2035
"2016-08-18",24.228
"2016-08-19",23.9867
"2016-08-20",24.2839
"2016-08-21",24.4714
"2016-08-22",24.5238
"2016-08-23",24.2626
"2016-08-24",24.3997
"2016-08-25",24.0749
"2016-08-26",24.0872
"2016-08-27",23.786
"2016-08-28",24.1641
"2016-08-29",24.2018
"2016-08-30",23.8679
"2016-08-31",24.1139
"2016-09-01",23.92
"2016-09-02",23.8022
"2016-09-03",23.9316
"2016-09-04",24.2581
"2016-09-05",24.0088
"2016-09-06",24.0486
"2016-09-07",23.0883
"2016-09-08",22.4799
"2016-09-09",23.4155
"2016-09-10",23.9378
"2016-09-11",23.7661
"2016-09-12",23.8767
"2016-09-13",23.9217
"2016-09-14",24.2018
"2016-09-15",24.3452
"2016-09-16",24.1811
"2016-09-17",24.0587
"2016-09-18",23.916
"2016-09-19",23.9762
"2016-09-20",24.0548
"2016-09-21",23.9453
"2016-09-22",23.9408
"2016-09-23",24.1222
"2016-09-24",23.8486
"2016-09-25",23.8195
"2016-09-26",24.1771
"2016-09-27",24.3521
"2016-09-28",24.3793
"2016-09-29",24.4171
"2016-09-30",24.1089
"2016-10-01",23.8126
"2016-10-02",24.0568
"2016-10-03",23.683
"2016-10-04",24.0563
"2016-10-05",24.2002
"2016-10-06",23.8965
"2016-10-07",22.4209
"2016-10-08",22.9386
"2016-10-09",24.0454
"2016-10-10",23.599
"2016-10-11",22.8319
"2016-10-12",23.3918
"2016-10-13",23.946
"2016-10-14",24.0799
"2016-10-15",24.0973
"2016-10-16",24.2116
"2016-10-17",24.2239
"2016-10-18",24.3061
"2016-10-19",24.2094
"2016-10-20",23.6003
"2016-10-21",23.814
"2016-10-22",23.8986
"2016-10-23",24.1789
"2016-10-24",23.5135
"2016-10-25",23.7084
"2016-10-26",23.3083
"2016-10-27",23.6958
"2016-10-28",23.5482
"2016-10-29",24.426
"2016-10-30",24.323
"2016-10-31",24.0454
"2016-11-01",23.7228
"2016-11-02",23.8141
"2016-11-03",23.9105
"2016-11-04",23.1192
"2016-11-05",24.1532
"2016-11-06",23.4673
"2016-11-07",23.6568
"2016-11-08",23.4289
"2016-11-09",22.8952
"2016-11-10",23.0462
"2016-11-11",24.0625
"2016-11-12",24.0322
"2016-11-13",24.2452
"2016-11-14",24.1079
"2016-11-15",23.9899
"2016-11-16",23.1992
"2016-11-17",23.5539
"2016-11-18",23.7931
"2016-11-19",24.0401
"2016-11-20",24.02
"2016-11-21",24.0952
"2016-11-22",24.2245
"2016-11-23",24.2003
"2016-11-24",23.5904
"2016-11-25",23.6994
"2016-11-26",23.5672
"2016-11-27",22.838
"2016-11-28",22.2739
"2016-11-29",21.6424
"2016-11-30",19.5924
"2016-12-01",20.7699
"2016-12-02",22.2669
"2016-12-03",22.3791
"2016-12-04",23.2923
"2016-12-05",22.6135
"2016-12-06",21.3916
"2016-12-07",22.8787
"2016-12-08",23.7016
"2016-12-09",23.6363
"2016-12-10",23.7135
"2016-12-11",23.2942
"2016-12-12",22.8691
"2016-12-13",23.0096
"2016-12-14",22.1536
"2016-12-15",21.5955
"2016-12-16",22.832
"2016-12-17",22.8769
"2016-12-18",22.1511
"2016-12-19",22.6232
"2016-12-20",23.9861
"2016-12-21",23.4191
"2016-12-22",22.8085
"2016-12-23",18.7024
"2016-12-24",17.6466
"2016-12-25",18.5759
"2016-12-26",21.0521
"2016-12-27",23.5883
"2016-12-28",23.918
"2016-12-29",23.2284
"2016-12-30",22.2225
"2016-12-31",22.1552
"2017-01-01",22.6193
"2017-01-02",22.1348
"2017-01-03",22.1124
"2017-01-04",19.777
"2017-01-05",18.1798
"2017-01-06",19.1315
"2017-01-07",17.4517
"2017-01-08",16.6313
"2017-01-09",18.0783
"2017-01-10",19.3156
"2017-01-11",19.0489
"2017-01-12",20.3738
"2017-01-13",18.4974
"2017-01-14",19.242
"2017-01-15",20.1704
"2017-01-16",19.3948
"2017-01-17",17.5888
"2017-01-18",18.6284
"2017-01-19",19.9213
"2017-01-20",21.8123
"2017-01-21",23.1515
"2017-01-22",23.4304
"2017-01-23",22.7341
"2017-01-24",22.9674
"2017-01-25",23.6617
"2017-01-26",23.8496
"2017-01-27",23.4787
"2017-01-28",22.9553
"2017-01-29",23.5929
"2017-01-30",23.5881
"2017-01-31",22.9642
"2017-02-01",21.7966
"2017-02-02",20.652
"2017-02-03",19.0798
"2017-02-04",19.1151
"2017-02-05",20.8658
"2017-02-06",20.1913
"2017-02-07",20.1632
"2017-02-08",21.2216
"2017-02-09",20.6997
"2017-02-10",21.1268
"2017-02-11",21.3796
"2017-02-12",20.9837
"2017-02-13",20.8722
"2017-02-14",23.1242
"2017-02-15",22.3756
"2017-02-16",21.0935
"2017-02-17",21.0057
"2017-02-18",22.2508
"2017-02-19",23.135
"2017-02-20",22.8993
"2017-02-21",22.4535
"2017-02-22",22.6495
"2017-02-23",22.9487
"2017-02-24",22.8888
"2017-02-25",22.7741
"2017-02-26",23.1369
"2017-02-27",23.1062
"2017-02-28",23.52
"2017-03-01",22.9852
"2017-03-02",23.2547
"2017-03-03",23.6565
"2017-03-04",23.6757
"2017-03-05",23.4914
"2017-03-06",24.1005
"2017-03-07",23.6983
"2017-03-08",23.7495
"2017-03-09",23.7966
"2017-03-10",23.3961
"2017-03-11",23.674
"2017-03-12",23.9551
"2017-03-13",23.7254
"2017-03-14",23.8742
"2017-03-15",23.6256
"2017-03-16",23.3547
"2017-03-17",23.2801
"2017-03-18",23.7465
"2017-03-19",24.1269
"2017-03-20",24.0503
"2017-03-21",23.8823
"2017-03-22",22.9249
"2017-03-23",23.0876
"2017-03-24",22.5403
"2017-03-25",22.6508
"2017-03-26",22.4749
"2017-03-27",23.4966
"2017-03-28",23.693
"2017-03-29",23.8688
"2017-03-30",24.1751
"2017-03-31",24.3438
"2017-04-01",24.6287
"2017-04-02",24.5281
"2017-04-03",24.4451
"2017-04-04",24.2284
"2017-04-05",24.6178
"2017-04-06",25.1356
"2017-04-07",24.9495
"2017-04-08",24.9636
"2017-04-09",24.5269
"2017-04-10",25.0199
"2017-04-11",24.6699
"2017-04-12",24.4061
"2017-04-13",24.3052
"2017-04-14",25.0318
"2017-04-15",25.1539
"2017-04-16",25.4548
"2017-04-17",25.6928
"2017-04-18",24.9213
"2017-04-19",24.8315
"2017-04-20",24.9994
"2017-04-21",24.5913
"2017-04-22",24.9933
"2017-04-23",25.9203
"2017-04-24",25.7005
"2017-04-25",25.8119
"2017-04-26",25.4958
"2017-04-27",24.7685
"2017-04-28",25.2663
"2017-04-29",24.9803
"2017-04-30",24.5936
"2017-05-01",24.0552
"2017-05-02",23.9578
"2017-05-03",24.4072
"2017-05-04",24.3726
"2017-05-05",24.6291
"2017-05-06",24.2025
"2017-05-07",23.8268
"2017-05-08",24.0865
"2017-05-09",24.7333
"2017-05-10",25.0511
"2017-05-11",24.8192
"2017-05-12",24.912
"2017-05-13",25.3045
"2017-05-14",25.5511
"2017-05-15",25.6162
"2017-05-16",25.8076
"2017-05-17",25.864
"2017-05-18",24.9096
"2017-05-19",25.1616
"2017-05-20",25.2772
"2017-05-21",25.3913
"2017-05-22",25.4339
"2017-05-23",25.2253
"2017-05-24",24.6016
"2017-05-25",24.498
"2017-05-26",24.8948
"2017-05-27",25.4922
"2017-05-28",25.364
"2017-05-29",24.7634
"2017-05-30",24.5156
"2017-05-31",24.5703
"2017-06-01",24.7825
"2017-06-02",24.5116
"2017-06-03",24.8861
"2017-06-04",25.0529
"2017-06-05",24.9641
"2017-06-06",24.9269
"2017-06-07",24.5567
"2017-06-08",25.0128
"2017-06-09",24.445
"2017-06-10",24.7474
"2017-06-11",24.7096
"2017-06-12",24.6628
"2017-06-13",24.8046
"2017-06-14",24.7055
"2017-06-15",24.5752
"2017-06-16",24.3819
"2017-06-17",25.0549
"2017-06-18",25.0857
"2017-06-19",24.7744
"2017-06-20",24.7754
"2017-06-21",24.9205
"2017-06-22",24.8378
"2017-06-23",24.5061
"2017-06-24",24.0179
"2017-06-25",24.1372
"2017-06-26",24.4607
"2017-06-27",24.0853
"2017-06-28",24.5272
"2017-06-29",24.7778
"2017-06-30",25.0538
"2017-07-01",24.7429
"2017-07-02",24.4977
"2017-07-03",24.5934
"2017-07-04",24.3837
"2017-07-05",24.3791
"2017-07-06",24.9023
"2017-07-07",24.8512
"2017-07-08",24.5264
"2017-07-09",23.806
"2017-07-10",24.0634
"2017-07-11",24.4746
"2017-07-12",24.5221
"2017-07-13",24.2603
"2017-07-14",24.5695
"2017-07-15",24.6522
"2017-07-16",24.6933
"2017-07-17",24.433
"2017-07-18",24.1024
"2017-07-19",24.467
"2017-07-20",24.3963
"2017-07-21",24.3722
"2017-07-22",24.7859
"2017-07-23",24.9382
"2017-07-24",25.1529
"2017-07-25",25.3001
"2017-07-26",25.1421
"2017-07-27",24.4871
"2017-07-28",24.7064
"2017-07-29",24.5699
"2017-07-30",24.656
"2017-07-31",24.5823
"2017-08-01",24.3908
"2017-08-02",24.5094
"2017-08-03",24.5691
"2017-08-04",24.7732
"2017-08-05",24.7481
"2017-08-06",24.4251
"2017-08-07",24.4078
"2017-08-08",24.6213
"2017-08-09",24.6391
"2017-08-10",24.2879
"2017-08-11",24.0624
"2017-08-12",23.936
"2017-08-13",24.4134
"2017-08-14",24.1823
"2017-08-15",24.0987
"2017-08-16",23.5478
"2017-08-17",24.2333
"2017-08-18",24.3015
"2017-08-19",24.3598
"2017-08-20",24.5245
"2017-08-21",24.5348
"2017-08-22",24.0323
"2017-08-23",24.699
"2017-08-24",24.5407
"2017-08-25",24.9732
"2017-08-26",24.493
"2017-08-27",24.482
"2017-08-28",24.3388
"2017-08-29",24.4138
"2017-08-30",24.4043
"2017-08-31",24.9203
"2017-09-01",24.2785
"2017-09-02",24.0671
"2017-09-03",24.5759
"2017-09-04",24.5493
"2017-09-05",23.809
"2017-09-06",23.9604
"2017-09-07",23.7303
"2017-09-08",24.114
"2017-09-09",24.4696
"2017-09-10",24.382
"2017-09-11",24.4407
"2017-09-12",24.2429
"2017-09-13",23.413
"2017-09-14",23.5838
"2017-09-15",23.9719
"2017-09-16",24.5353
"2017-09-17",24.1163
"2017-09-18",24.6134
"2017-09-19",23.8053
"2017-09-20",24.3505
"2017-09-21",23.842
"2017-09-22",24.3697
"2017-09-23",23.879
"2017-09-24",24.654
"2017-09-25",24.0488
"2017-09-26",24.5121
"2017-09-27",24.1274
"2017-09-28",24.0183
"2017-09-29",23.8526
"2017-09-30",24.691
"2017-10-01",24.5031
"2017-10-02",24.4657
"2017-10-03",24.5262
"2017-10-04",24.7733
"2017-10-05",24.4865
"2017-10-06",24.1713
"2017-10-07",24.5388
"2017-10-08",24.5619
"2017-10-09",24.3704
"2017-10-10",24.6753
"2017-10-11",23.7901
"2017-10-12",24.2212
"2017-10-13",24.6038
"2017-10-14",23.8945
"2017-10-15",24.4414
"2017-10-16",24.4758
"2017-10-17",24.3132
"2017-10-18",24.1815
"2017-10-19",24.1742
"2017-10-20",24.324
"2017-10-21",24.019
"2017-10-22",24.6127
"2017-10-23",24.5955
"2017-10-24",24.1834
"2017-10-25",23.8267
"2017-10-26",23.7517
"2017-10-27",23.9246
"2017-10-28",24.2766
"2017-10-29",23.9713
"2017-10-30",24.1441
"2017-10-31",23.9123
"2017-11-01",24.2948
"2017-11-02",23.9761
"2017-11-03",24.021
"2017-11-04",23.9389
"2017-11-05",24.0081
"2017-11-06",23.7206
"2017-11-07",23.6334
"2017-11-08",23.4957
"2017-11-09",23.1862
"2017-11-10",23.7056
"2017-11-11",23.8297
"2017-11-12",23.3911
"2017-11-13",24.2862
"2017-11-14",23.7889
"2017-11-15",22.6965
"2017-11-16",22.3598
"2017-11-17",22.9579
"2017-11-18",24.1569
"2017-11-19",23.7106
"2017-11-20",23.6045
"2017-11-21",23.7562
"2017-11-22",23.5816
"2017-11-23",23.4867
"2017-11-24",22.7369
"2017-11-25",21.3715
"2017-11-26",23.2171
"2017-11-27",23.6299
"2017-11-28",23.7522
"2017-11-29",23.6052
"2017-11-30",23.1752
"2017-12-01",22.9437
"2017-12-02",23.14
"2017-12-03",23.2381
"2017-12-04",23.4817
"2017-12-05",23.2198
"2017-12-06",23.3852
"2017-12-07",23.6735
"2017-12-08",22.0836
"2017-12-09",21.4789
"2017-12-10",22.7426
"2017-12-11",23.9229
"2017-12-12",23.9922
"2017-12-13",23.8223
"2017-12-14",23.6213
"2017-12-15",23.626
"2017-12-16",23.345
"2017-12-17",22.6028
"2017-12-18",21.1496
"2017-12-19",22.5516
"2017-12-20",23.1392
"2017-12-21",23.0023
"2017-12-22",22.2227
"2017-12-23",21.4633
"2017-12-24",22.2378
"2017-12-25",22.4002
"2017-12-26",23.0583
"2017-12-27",22.8473
"2017-12-28",21.0252
"2017-12-29",21.0059
"2017-12-30",21.7952
"2017-12-31",21.7731
"2018-01-01",22.1222
"2018-01-02",22.3777
"2018-01-03",21.6909
"2018-01-04",19.5894
"2018-01-05",17.6436
"2018-01-06",16.9409
"2018-01-07",16.4116
"2018-01-08",18.7438
"2018-01-09",20.7242
"2018-01-10",22.1786
"2018-01-11",22.6847
"2018-01-12",22.7488
"2018-01-13",23.259
"2018-01-14",22.6688
"2018-01-15",20.3995
"2018-01-16",20.1836
"2018-01-17",18.0997
"2018-01-18",17.8374
"2018-01-19",19.1834
"2018-01-20",19.4102
"2018-01-21",20.068
"2018-01-22",21.2574
"2018-01-23",21.1526
"2018-01-24",19.6457
"2018-01-25",19.0865
"2018-01-26",19.6265
"2018-01-27",19.9984
"2018-01-28",19.3175
"2018-01-29",21.8441
"2018-01-30",23.0395
"2018-01-31",22.6011
"2018-02-01",22.566
"2018-02-02",22.2148
"2018-02-03",21.768
"2018-02-04",22.7452
"2018-02-05",23.152
"2018-02-06",23.2328
"2018-02-07",23.435
"2018-02-08",22.8561
"2018-02-09",23.3797
"2018-02-10",23.0487
"2018-02-11",23.0452
"2018-02-12",22.711
"2018-02-13",22.7108
"2018-02-14",21.9572
"2018-02-15",22.4244
"2018-02-16",21.6654
"2018-02-17",20.0429
"2018-02-18",21.1809
"2018-02-19",20.2224
"2018-02-20",19.3743
"2018-02-21",20.4391
"2018-02-22",20.8872
"2018-02-23",21.853
"2018-02-24",22.2892
"2018-02-25",23.1058
"2018-02-26",23.0015
"2018-02-27",23.2794
"2018-02-28",23.3054
"2018-03-01",23.9767
"2018-03-02",23.662
"2018-03-03",23.8732
"2018-03-04",23.4934
"2018-03-05",23.8455
"2018-03-06",23.956
"2018-03-07",23.3064
"2018-03-08",23.9349
"2018-03-09",23.5422
"2018-03-10",23.4146
"2018-03-11",23.3444
"2018-03-12",23.4249
"2018-03-13",23.7694
"2018-03-14",23.7354
"2018-03-15",23.7304
"2018-03-16",24.4149
"2018-03-17",24.3209
"2018-03-18",24.4173
"2018-03-19",23.8421
"2018-03-20",24.069
"2018-03-21",24.0501
"2018-03-22",23.575
"2018-03-23",24.0376
"2018-03-24",23.2124
"2018-03-25",22.7053
"2018-03-26",23.7735
"2018-03-27",23.8284
"2018-03-28",23.5869
"2018-03-29",24.2133
"2018-03-30",24.3421
"2018-03-31",24.8544
"2018-04-01",24.4019
"2018-04-02",24.0409
"2018-04-03",23.9344
"2018-04-04",23.719
"2018-04-05",24.0744
"2018-04-06",23.6502
"2018-04-07",23.4523
"2018-04-08",23.8538
"2018-04-09",23.6903
"2018-04-10",23.6343
"2018-04-11",24.0122
"2018-04-12",24.1181
"2018-04-13",23.8919
"2018-04-14",24.152
"2018-04-15",24.5385
"2018-04-16",24.2386
"2018-04-17",24.1427
"2018-04-18",23.8899
"2018-04-19",24.5545
"2018-04-20",24.9752
"2018-04-21",24.5521
"2018-04-22",24.724
"2018-04-23",24.5413
"2018-04-24",24.4264
"2018-04-25",24.537
"2018-04-26",24.1688
"2018-04-27",24.7365
"2018-04-28",24.2683
"2018-04-29",24.5387
"2018-04-30",25.4114
"2018-05-01",25.7825
"2018-05-02",25.3245
"2018-05-03",24.9091
"2018-05-04",24.4126
"2018-05-05",24.2534
"2018-05-06",24.6198
"2018-05-07",24.6785
"2018-05-08",24.533
"2018-05-09",24.6333
"2018-05-10",24.3375
"2018-05-11",24.802
"2018-05-12",24.5538
"2018-05-13",24.6394
"2018-05-14",24.4078
"2018-05-15",24.7291
"2018-05-16",24.3513
"2018-05-17",24.2442
"2018-05-18",24.0421
"2018-05-19",24.3688
"2018-05-20",24.3652
"2018-05-21",23.8652
"2018-05-22",24.7343
"2018-05-23",23.9138
"2018-05-24",24.0287
"2018-05-25",24.2435
"2018-05-26",24.4599
"2018-05-27",24.8119
"2018-05-28",25.0352
"2018-05-29",24.5502
"2018-05-30",24.6992
"2018-05-31",25.0678
"2018-06-01",24.6478
"2018-06-02",24.6775
"2018-06-03",24.8602
"2018-06-04",24.8726
"2018-06-05",24.9084
"2018-06-06",24.8036
"2018-06-07",24.6477
"2018-06-08",24.7059
"2018-06-09",24.7452
"2018-06-10",24.8865
"2018-06-11",24.7409
"2018-06-12",24.6026
"2018-06-13",24.4423
"2018-06-14",24.5619
"2018-06-15",24.5555
"2018-06-16",23.9797
"2018-06-17",24.4398
"2018-06-18",24.5206
"2018-06-19",24.2798
"2018-06-20",23.9521
"2018-06-21",24.1052
"2018-06-22",24.3083
"2018-06-23",24.3457
"2018-06-24",24.5288
"2018-06-25",24.3356
"2018-06-26",24.3014
"2018-06-27",24.0019
"2018-06-28",24.4614
"2018-06-29",24.0183
"2018-06-30",24.2503
"2018-07-01",23.9123
"2018-07-02",24.338
"2018-07-03",24.5373
"2018-07-04",24.6743
"2018-07-05",24.5141
"2018-07-06",24.4089
"2018-07-07",24.1609
"2018-07-08",24.3323
"2018-07-09",23.8664
"2018-07-10",23.4374
"2018-07-11",23.3635
"2018-07-12",23.9816
"2018-07-13",24.1513
"2018-07-14",24.0628
"2018-07-15",23.9096
"2018-07-16",23.1913
"2018-07-17",23.489
"2018-07-18",23.6989
"2018-07-19",23.9257
"2018-07-20",23.4148
"2018-07-21",23.7911
"2018-07-22",24.2291
"2018-07-23",24.3271
"2018-07-24",24.1609
"2018-07-25",24.068
"2018-07-26",24.1877
"2018-07-27",23.7808
"2018-07-28",23.5566
"2018-07-29",23.8021
"2018-07-30",24.0597
"2018-07-31",23.9598
"2018-08-01",24.1813
"2018-08-02",24.4326
"2018-08-03",24.6935
"2018-08-04",24.5842
"2018-08-05",24.1411
"2018-08-06",24.1195
"2018-08-07",23.807
"2018-08-08",23.3298
"2018-08-09",23.8971
"2018-08-10",24.1983
"2018-08-11",24.4452
"2018-08-12",24.4466
"2018-08-13",24.6782
"2018-08-14",23.9881
"2018-08-15",23.4576
"2018-08-16",23.3926
"2018-08-17",23.5916
"2018-08-18",23.13
"2018-08-19",23.5589
"2018-08-20",23.7716
"2018-08-21",23.4463
"2018-08-22",23.5713
"2018-08-23",23.4845
"2018-08-24",23.4109
"2018-08-25",23.4716
"2018-08-26",23.3999
"2018-08-27",23.7215
"2018-08-28",23.5974
"2018-08-29",23.3293
"2018-08-30",23.3611
"2018-08-31",23.7879
"2018-09-01",23.3503
"2018-09-02",23.3187
"2018-09-03",23.2217
"2018-09-04",22.946
"2018-09-05",22.5054
"2018-09-06",22.4136
"2018-09-07",22.8024
"2018-09-08",22.7099
"2018-09-09",23.3808
"2018-09-10",23.1252
"2018-09-11",23.0239
"2018-09-12",22.7209
"2018-09-13",22.4821
"2018-09-14",22.6011
"2018-09-15",22.4024
"2018-09-16",23.0909
"2018-09-17",23.7275
"2018-09-18",23.939
"2018-09-19",24.3373
"2018-09-20",24.4213
"2018-09-21",23.6071
"2018-09-22",24.0452
"2018-09-23",24.2026
"2018-09-24",23.5295
"2018-09-25",23.7226
"2018-09-26",24.0264
"2018-09-27",24.2252
"2018-09-28",23.7222
"2018-09-29",24.1482
"2018-09-30",24.0897
"2018-10-01",24.0905
"2018-10-02",24.2506
"2018-10-03",24.1767
"2018-10-04",24.3904
"2018-10-05",24.1712
"2018-10-06",23.8349
"2018-10-07",23.8751
"2018-10-08",23.7005
"2018-10-09",23.5919
"2018-10-10",24.0215
"2018-10-11",23.9268
"2018-10-12",23.5332
"2018-10-13",23.2584
"2018-10-14",23.6036
"2018-10-15",23.6832
"2018-10-16",23.4513
"2018-10-17",23.0336
"2018-10-18",23.6186
"2018-10-19",24.0667
"2018-10-20",23.4439
"2018-10-21",23.8386
"2018-10-22",24.0188
"2018-10-23",23.8599
"2018-10-24",23.7475
"2018-10-25",23.7884
"2018-10-26",23.6298
"2018-10-27",23.9634
"2018-10-28",23.8378
"2018-10-29",23.6713
