,"(deg C) Mean Dew Point Temperature (ERA5) at Batticaloa, 2007-01-01 to 2025-12-31"
"2015-11-14",23.7833
"2015-11-15",23.6234
"2015-11-16",24.0265
"2015-11-17",24.7881
"2015-11-18",24.8124
"2015-11-19",24.3455
"2015-11-20",24.2813
"2015-11-21",24.2369
"2015-11-22",24.612
"2015-11-23",24.3893
"2015-11-24",24.5082
"2015-11-25",23.6371
"2015-11-26",23.4566
"2015-11-27",24.1298
"2015-11-28",23.8988
"2015-11-29",24.1038
"2015-11-30",24.1765
"2015-12-01",24.1772
"2015-12-02",24.1708
"2015-12-03",24.3763
"2015-12-04",24.4017
"2015-12-05",24.5395
"2015-12-06",24.4329
"2015-12-07",24.5079
"2015-12-08",24.3372
"2015-12-09",24.5295
"2015-12-10",24.2472
"2015-12-11",24.3192
"2015-12-12",24.049
"2015-12-13",24.5873
"2015-12-14",24.039
"2015-12-15",23.8193
"2015-12-16",21.8847
"2015-12-17",23.8027
"2015-12-18",24.0464
"2015-12-19",23.3268
"2015-12-20",23.8812
"2015-12-21",23.4519
"2015-12-22",22.3175
"2015-12-23",22.1855
"2015-12-24",21.1219
"2015-12-25",22.1976
"2015-12-26",23.6814
"2015-12-27",24.2152
"2015-12-28",24.2592
"2015-12-29",24.3404
"2015-12-30",24.2104
"2015-12-31",24.0672
"2016-01-01",23.8742
"2016-01-02",23.7324
"2016-01-03",24.003
"2016-01-04",23.8758
"2016-01-05",23.9926
"2016-01-06",23.5798
"2016-01-07",23.2051
"2016-01-08",22.2027
"2016-01-09",21.9414
"2016-01-10",22.6949
"2016-01-11",22.1856
"2016-01-12",20.8702
"2016-01-13",20.9481
"2016-01-14",20.0435
"2016-01-15",21.5456
"2016-01-16",22.813
"2016-01-17",21.425
"2016-01-18",21.221
"2016-01-19",21.7444
"2016-01-20",22.0904
"2016-01-21",22.3766
"2016-01-22",23.1415
"2016-01-23",24.1276
"2016-01-24",24.031
"2016-01-25",23.5427
"2016-01-26",22.5133
"2016-01-27",21.3708
"2016-01-28",21.9182
"2016-01-29",20.9279
"2016-01-30",21.005
"2016-01-31",21.2285
"2016-02-01",21.2082
"2016-02-02",21.0547
"2016-02-03",20.1297
"2016-02-04",20.8337
"2016-02-05",22.0459
"2016-02-06",22.4441
"2016-02-07",23.2228
"2016-02-08",23.6162
"2016-02-09",24.1258
"2016-02-10",23.7641
"2016-02-11",21.9455
"2016-02-12",21.0991
"2016-02-13",21.1157
"2016-02-14",21.7628
"2016-02-15",23.6149
"2016-02-16",22.3741
"2016-02-17",24.3697
"2016-02-18",24.6148
"2016-02-19",24.6267
"2016-02-20",24.4732
"2016-02-21",23.9663
"2016-02-22",22.4472
"2016-02-23",21.2507
"2016-02-24",24.02
"2016-02-25",24.3274
"2016-02-26",23.4126
"2016-02-27",24.0872
"2016-02-28",24.7236
"2016-02-29",24.148
"2016-03-01",24.2843
"2016-03-02",23.9009
"2016-03-03",23.9265
"2016-03-04",24.177
"2016-03-05",23.5146
"2016-03-06",24.0461
"2016-03-07",24.1002
"2016-03-08",24.3797
"2016-03-09",24.5754
"2016-03-10",24.2029
"2016-03-11",23.5897
"2016-03-12",23.5243
"2016-03-13",23.3701
"2016-03-14",22.7087
"2016-03-15",22.7699
"2016-03-16",24.0483
"2016-03-17",23.3281
"2016-03-18",21.9167
"2016-03-19",21.5662
"2016-03-20",21.8885
"2016-03-21",22.8258
"2016-03-22",23.9757
"2016-03-23",23.9952
"2016-03-24",22.3373
"2016-03-25",22.7748
"2016-03-26",23.1513
"2016-03-27",23.8943
"2016-03-28",24.3703
"2016-03-29",24.5674
"2016-03-30",24.6026
"2016-03-31",25.0555
"2016-04-01",24.0545
"2016-04-02",23.8236
"2016-04-03",24.4867
"2016-04-04",23.4652
"2016-04-05",23.1444
"2016-04-06",24.069
"2016-04-07",24.5111
"2016-04-08",24.2913
"2016-04-09",24.9491
"2016-04-10",25.3337
"2016-04-11",24.7683
"2016-04-12",25.034
"2016-04-13",25.1927
"2016-04-14",25.749
"2016-04-15",25.2945
"2016-04-16",24.6896
"2016-04-17",24.5668
"2016-04-18",24.6037
"2016-04-19",24.8339
"2016-04-20",25.1726
"2016-04-21",25.0147
"2016-04-22",25.0164
"2016-04-23",24.3542
"2016-04-24",25.0225
"2016-04-25",25.1693
"2016-04-26",24.5855
"2016-04-27",24.7141
"2016-04-28",24.3245
"2016-04-29",24.4791
"2016-04-30",24.637
"2016-05-01",24.2176
"2016-05-02",24.2993
"2016-05-03",24.8619
"2016-05-04",24.5739
"2016-05-05",24.8813
"2016-05-06",24.8461
"2016-05-07",24.965
"2016-05-08",24.8919
"2016-05-09",25.1824
"2016-05-10",25.0176
"2016-05-11",25.0843
"2016-05-12",25.1795
"2016-05-13",24.9166
"2016-05-14",25.3399
"2016-05-15",24.765
"2016-05-16",24.4744
"2016-05-17",24.4067
"2016-05-18",24.1458
"2016-05-19",24.5338
"2016-05-20",24.5401
"2016-05-21",25.0174
"2016-05-22",25.1472
"2016-05-23",24.9581
"2016-05-24",24.7231
"2016-05-25",24.4145
"2016-05-26",24.5391
"2016-05-27",24.0688
"2016-05-28",23.733
"2016-05-29",23.7129
"2016-05-30",23.7407
"2016-05-31",23.7901
"2016-06-01",23.4922
"2016-06-02",23.4573
"2016-06-03",23.5814
"2016-06-04",23.5621
"2016-06-05",23.6951
"2016-06-06",23.4072
"2016-06-07",23.6777
"2016-06-08",23.0291
"2016-06-09",23.1608
"2016-06-10",23.0137
"2016-06-11",22.9279
"2016-06-12",23.2389
"2016-06-13",22.5651
"2016-06-14",22.143
"2016-06-15",21.1494
"2016-06-16",21.7394
"2016-06-17",22.0499
"2016-06-18",22.0558
"2016-06-19",21.4439
"2016-06-20",21.2523
"2016-06-21",21.4823
"2016-06-22",21.5279
"2016-06-23",21.3946
"2016-06-24",21.6289
"2016-06-25",21.3006
"2016-06-26",21.6612
"2016-06-27",21.8179
"2016-06-28",21.5512
"2016-06-29",21.4246
"2016-06-30",21.4307
"2016-07-01",21.7353
"2016-07-02",20.8288
"2016-07-03",21.6722
"2016-07-04",22.1521
"2016-07-05",21.0902
"2016-07-06",21.3311
"2016-07-07",21.1721
"2016-07-08",21.8337
"2016-07-09",21.8597
"2016-07-10",21.6382
"2016-07-11",21.4111
"2016-07-12",20.958
"2016-07-13",21.0075
"2016-07-14",21.6456
"2016-07-15",21.9983
"2016-07-16",22.0205
"2016-07-17",22.0412
"2016-07-18",21.0544
"2016-07-19",21.8459
"2016-07-20",22.8423
"2016-07-21",22.1869
"2016-07-22",21.1742
"2016-07-23",21.2759
"2016-07-24",21.9958
"2016-07-25",23.1493
"2016-07-26",23.8108
"2016-07-27",23.4319
"2016-07-28",23.0117
"2016-07-29",22.7984
"2016-07-30",22.0205
"2016-07-31",21.4416
"2016-08-01",21.1603
"2016-08-02",20.0884
"2016-08-03",20.8275
"2016-08-04",21.0659
"2016-08-05",20.793
"2016-08-06",20.5717
"2016-08-07",21.1825
"2016-08-08",22.4244
"2016-08-09",21.7072
"2016-08-10",21.0268
"2016-08-11",21.0756
"2016-08-12",21.5127
"2016-08-13",21.1201
"2016-08-14",21.3376
"2016-08-15",21.0745
"2016-08-16",21.0668
"2016-08-17",20.5239
"2016-08-18",20.9503
"2016-08-19",21.6971
"2016-08-20",21.5774
"2016-08-21",22.1592
"2016-08-22",23.5916
"2016-08-23",22.297
"2016-08-24",22.1665
"2016-08-25",21.9949
"2016-08-26",21.7564
"2016-08-27",21.6162
"2016-08-28",21.5884
"2016-08-29",21.2239
"2016-08-30",21.6634
"2016-08-31",21.9888
"2016-09-01",21.7269
"2016-09-02",21.2376
"2016-09-03",21.437
"2016-09-04",21.3704
"2016-09-05",20.2867
"2016-09-06",19.8478
"2016-09-07",19.3936
"2016-09-08",18.4467
"2016-09-09",19.9572
"2016-09-10",20.2192
"2016-09-11",19.5894
"2016-09-12",20.175
"2016-09-13",20.9078
"2016-09-14",21.9028
"2016-09-15",21.7043
"2016-09-16",20.7533
"2016-09-17",20.5836
"2016-09-18",21.4189
"2016-09-19",21.6895
"2016-09-20",21.361
"2016-09-21",20.692
"2016-09-22",20.5868
"2016-09-23",20.5625
"2016-09-24",20.166
"2016-09-25",20.2538
"2016-09-26",20.761
"2016-09-27",21.2024
"2016-09-28",21.3413
"2016-09-29",21.212
"2016-09-30",20.8984
"2016-10-01",20.2456
"2016-10-02",20.1989
"2016-10-03",20.719
"2016-10-04",20.3271
"2016-10-05",21.0478
"2016-10-06",20.2731
"2016-10-07",18.0723
"2016-10-08",18.8611
"2016-10-09",20.816
"2016-10-10",19.7007
"2016-10-11",18.5165
"2016-10-12",19.7455
"2016-10-13",21.9808
"2016-10-14",23.3373
"2016-10-15",22.43
"2016-10-16",22.3885
"2016-10-17",21.9753
"2016-10-18",22.5401
"2016-10-19",23.1256
"2016-10-20",22.5995
"2016-10-21",21.7407
"2016-10-22",22.24
"2016-10-23",22.0469
"2016-10-24",22.1123
"2016-10-25",22.9618
"2016-10-26",21.4191
"2016-10-27",21.845
"2016-10-28",22.7141
"2016-10-29",22.5456
"2016-10-30",23.9326
"2016-10-31",23.9196
"2016-11-01",23.9648
"2016-11-02",23.7723
"2016-11-03",23.7665
"2016-11-04",23.2359
"2016-11-05",23.8813
"2016-11-06",23.2644
"2016-11-07",23.0842
"2016-11-08",23.1776
"2016-11-09",23.2924
"2016-11-10",23.3484
"2016-11-11",23.8758
"2016-11-12",24.0473
"2016-11-13",24.2877
"2016-11-14",24.0807
"2016-11-15",23.8351
"2016-11-16",23.9647
"2016-11-17",23.962
"2016-11-18",23.9203
"2016-11-19",23.9772
"2016-11-20",23.7582
"2016-11-21",24.0658
"2016-11-22",24.1908
"2016-11-23",23.7692
"2016-11-24",22.688
"2016-11-25",23.142
"2016-11-26",23.021
"2016-11-27",21.8781
"2016-11-28",20.793
"2016-11-29",20.8986
"2016-11-30",20.0766
"2016-12-01",19.0744
"2016-12-02",22.3708
"2016-12-03",23.5231
"2016-12-04",23.3545
"2016-12-05",22.9924
"2016-12-06",21.9029
"2016-12-07",23.617
"2016-12-08",23.5713
"2016-12-09",22.3958
"2016-12-10",22.4081
"2016-12-11",21.4939
"2016-12-12",20.1503
"2016-12-13",20.8107
"2016-12-14",22.0139
"2016-12-15",22.8712
"2016-12-16",23.4042
"2016-12-17",23.2619
"2016-12-18",21.661
"2016-12-19",23.6425
"2016-12-20",24.1706
"2016-12-21",23.3626
"2016-12-22",22.2715
"2016-12-23",19.2695
"2016-12-24",18.1587
"2016-12-25",19.6656
"2016-12-26",22.6333
"2016-12-27",23.9043
"2016-12-28",23.8508
"2016-12-29",23.591
"2016-12-30",22.7838
"2016-12-31",22.6576
"2017-01-01",22.9223
"2017-01-02",23.0825
"2017-01-03",22.4107
"2017-01-04",20.5308
"2017-01-05",19.402
"2017-01-06",20.0855
"2017-01-07",18.449
"2017-01-08",18.3714
"2017-01-09",19.2156
"2017-01-10",20.2251
"2017-01-11",19.3939
"2017-01-12",19.6864
"2017-01-13",18.7461
"2017-01-14",19.7435
"2017-01-15",20.4196
"2017-01-16",19.3806
"2017-01-17",18.587
"2017-01-18",19.1196
"2017-01-19",21.3363
"2017-01-20",23.0837
"2017-01-21",23.6483
"2017-01-22",23.3247
"2017-01-23",23.0821
"2017-01-24",23.1799
"2017-01-25",23.4719
"2017-01-26",23.7082
"2017-01-27",23.2173
"2017-01-28",23.3489
"2017-01-29",23.6214
"2017-01-30",23.621
"2017-01-31",20.8231
"2017-02-01",19.9181
"2017-02-02",19.5085
"2017-02-03",18.5302
"2017-02-04",18.1503
"2017-02-05",18.8577
"2017-02-06",19.8102
"2017-02-07",19.8361
"2017-02-08",19.0512
"2017-02-09",18.46
"2017-02-10",19.1555
"2017-02-11",18.948
"2017-02-12",19.5919
"2017-02-13",22.448
"2017-02-14",23.7978
"2017-02-15",22.8508
"2017-02-16",21.7535
"2017-02-17",21.4026
"2017-02-18",22.9234
"2017-02-19",22.9817
"2017-02-20",22.7673
"2017-02-21",22.4204
"2017-02-22",22.2235
"2017-02-23",23.5628
"2017-02-24",22.9139
"2017-02-25",23.0351
"2017-02-26",22.3561
"2017-02-27",23.6643
"2017-02-28",23.7706
"2017-03-01",22.8527
"2017-03-02",23.4201
"2017-03-03",23.9932
"2017-03-04",23.5
"2017-03-05",23.7181
"2017-03-06",24.2577
"2017-03-07",24.0611
"2017-03-08",23.6162
"2017-03-09",24.2871
"2017-03-10",23.6594
"2017-03-11",23.8096
"2017-03-12",23.8551
"2017-03-13",23.9734
"2017-03-14",24.1884
"2017-03-15",23.7059
"2017-03-16",23.1503
"2017-03-17",22.3483
"2017-03-18",21.895
"2017-03-19",23.0532
"2017-03-20",23.6609
"2017-03-21",23.8581
"2017-03-22",22.5712
"2017-03-23",21.492
"2017-03-24",20.4908
"2017-03-25",20.663
"2017-03-26",21.172
"2017-03-27",22.9574
"2017-03-28",24.0673
"2017-03-29",24.1277
"2017-03-30",24.2766
"2017-03-31",23.8438
"2017-04-01",23.7151
"2017-04-02",24.012
"2017-04-03",23.9715
"2017-04-04",24.0655
"2017-04-05",24.2439
"2017-04-06",24.5952
"2017-04-07",24.1398
"2017-04-08",23.0978
"2017-04-09",23.0457
"2017-04-10",23.9291
"2017-04-11",24.1874
"2017-04-12",24.4377
"2017-04-13",24.4095
"2017-04-14",23.561
"2017-04-15",23.6022
"2017-04-16",22.6366
"2017-04-17",22.6265
"2017-04-18",23.8196
"2017-04-19",23.68
"2017-04-20",22.0525
"2017-04-21",21.8682
"2017-04-22",22.6181
"2017-04-23",23.0887
"2017-04-24",23.3701
"2017-04-25",23.3658
"2017-04-26",23.7891
"2017-04-27",24.0463
"2017-04-28",23.8449
"2017-04-29",24.3822
"2017-04-30",24.0457
"2017-05-01",23.0925
"2017-05-02",23.1234
"2017-05-03",23.1647
"2017-05-04",23.862
"2017-05-05",24.2142
"2017-05-06",24.2699
"2017-05-07",23.9859
"2017-05-08",24.2232
"2017-05-09",24.7495
"2017-05-10",24.5657
"2017-05-11",24.6922
"2017-05-12",24.659
"2017-05-13",24.4944
"2017-05-14",24.3528
"2017-05-15",23.9865
"2017-05-16",23.7559
"2017-05-17",24.011
"2017-05-18",23.8045
"2017-05-19",23.8767
"2017-05-20",23.8267
"2017-05-21",23.9717
"2017-05-22",24.6974
"2017-05-23",24.1599
"2017-05-24",22.9721
"2017-05-25",23.3608
"2017-05-26",23.2376
"2017-05-27",23.6483
"2017-05-28",23.1656
"2017-05-29",22.9423
"2017-05-30",22.588
"2017-05-31",22.4313
"2017-06-01",22.8804
"2017-06-02",22.4185
"2017-06-03",22.6503
"2017-06-04",22.8141
"2017-06-05",22.8285
"2017-06-06",22.3855
"2017-06-07",22.2829
"2017-06-08",21.7692
"2017-06-09",21.7366
"2017-06-10",21.5083
"2017-06-11",21.9088
"2017-06-12",22.0628
"2017-06-13",22.6811
"2017-06-14",23.3015
"2017-06-15",23.629
"2017-06-16",23.0196
"2017-06-17",23.3509
"2017-06-18",23.1658
"2017-06-19",22.823
"2017-06-20",23.0387
"2017-06-21",22.252
"2017-06-22",22.2994
"2017-06-23",22.0729
"2017-06-24",21.4414
"2017-06-25",21.6372
"2017-06-26",21.6446
"2017-06-27",21.5971
"2017-06-28",21.4965
"2017-06-29",21.2309
"2017-06-30",21.9269
"2017-07-01",22.2704
"2017-07-02",22.3532
"2017-07-03",22.2508
"2017-07-04",22.6349
"2017-07-05",21.3912
"2017-07-06",22.2429
"2017-07-07",22.4036
"2017-07-08",22.349
"2017-07-09",21.8007
"2017-07-10",21.4377
"2017-07-11",21.6394
"2017-07-12",22.8392
"2017-07-13",21.4813
"2017-07-14",21.1803
"2017-07-15",21.1924
"2017-07-16",20.9475
"2017-07-17",20.8244
"2017-07-18",20.5568
"2017-07-19",21.0769
"2017-07-20",21.7005
"2017-07-21",21.7017
"2017-07-22",22.1978
"2017-07-23",22.1426
"2017-07-24",22.9073
"2017-07-25",23.5733
"2017-07-26",22.3721
"2017-07-27",22.6527
"2017-07-28",22.2012
"2017-07-29",23.5151
"2017-07-30",22.8722
"2017-07-31",23.5657
"2017-08-01",22.7152
"2017-08-02",22.4332
"2017-08-03",21.5937
"2017-08-04",22.1397
"2017-08-05",22.2237
"2017-08-06",22.454
"2017-08-07",22.4927
"2017-08-08",23.2412
"2017-08-09",23.4394
"2017-08-10",23.5551
"2017-08-11",22.6201
"2017-08-12",23.0876
"2017-08-13",23.4325
"2017-08-14",23.6929
"2017-08-15",22.2182
"2017-08-16",21.0592
"2017-08-17",21.4174
"2017-08-18",22.438
"2017-08-19",21.8718
"2017-08-20",21.3226
"2017-08-21",21.5636
"2017-08-22",21.5536
"2017-08-23",22.8943
"2017-08-24",23.9435
"2017-08-25",23.2437
"2017-08-26",21.7832
"2017-08-27",21.4875
"2017-08-28",21.8354
"2017-08-29",21.8141
"2017-08-30",22.5472
"2017-08-31",24.0195
"2017-09-01",24.0657
"2017-09-02",24.0473
"2017-09-03",24.1158
"2017-09-04",24.2535
"2017-09-05",23.5189
"2017-09-06",23.4622
"2017-09-07",24.0851
"2017-09-08",24.1266
"2017-09-09",23.9289
"2017-09-10",23.8718
"2017-09-11",24.5455
"2017-09-12",24.5428
"2017-09-13",23.674
"2017-09-14",22.7239
"2017-09-15",22.9994
"2017-09-16",22.3574
"2017-09-17",22.2036
"2017-09-18",22.2714
"2017-09-19",21.9444
"2017-09-20",22.0211
"2017-09-21",21.5634
"2017-09-22",22.3293
"2017-09-23",22.3918
"2017-09-24",22.2795
"2017-09-25",22.1844
"2017-09-26",22.5427
"2017-09-27",21.9857
"2017-09-28",21.4788
"2017-09-29",21.3295
"2017-09-30",22.6797
"2017-10-01",22.4451
"2017-10-02",22.3776
"2017-10-03",22.9578
"2017-10-04",22.8679
"2017-10-05",24.01
"2017-10-06",23.7029
"2017-10-07",24.4322
"2017-10-08",24.1604
"2017-10-09",23.3164
"2017-10-10",23.9239
"2017-10-11",23.677
"2017-10-12",23.7112
"2017-10-13",23.5254
"2017-10-14",23.1613
"2017-10-15",22.7922
"2017-10-16",21.929
"2017-10-17",23.2057
"2017-10-18",22.7051
"2017-10-19",23.2465
"2017-10-20",23.3895
"2017-10-21",22.5145
"2017-10-22",23.2658
"2017-10-23",23.853
"2017-10-24",23.9907
"2017-10-25",24.2188
"2017-10-26",23.7808
"2017-10-27",23.5987
"2017-10-28",24.1287
"2017-10-29",23.8979
"2017-10-30",24.1321
"2017-10-31",24.0751
"2017-11-01",23.9044
"2017-11-02",23.8252
"2017-11-03",23.9943
"2017-11-04",24.1132
"2017-11-05",23.8227
"2017-11-06",23.7137
"2017-11-07",23.7445
"2017-11-08",23.5804
"2017-11-09",23.5322
"2017-11-10",23.7396
"2017-11-11",23.9458
"2017-11-12",22.1587
"2017-11-13",23.5275
"2017-11-14",21.9767
"2017-11-15",21.3916
"2017-11-16",22.8733
"2017-11-17",23.6313
"2017-11-18",24.7817
"2017-11-19",24.1432
"2017-11-20",24.1236
"2017-11-21",24.5599
"2017-11-22",23.9721
"2017-11-23",23.2835
"2017-11-24",22.6417
"2017-11-25",22.7157
"2017-11-26",23.9484
"2017-11-27",23.9764
"2017-11-28",24.1321
"2017-11-29",23.8942
"2017-11-30",23.97
"2017-12-01",23.7482
"2017-12-02",23.7275
"2017-12-03",23.6753
"2017-12-04",23.3701
"2017-12-05",23.9556
"2017-12-06",23.1995
"2017-12-07",22.3668
"2017-12-08",21.4712
"2017-12-09",22.0561
"2017-12-10",22.6539
"2017-12-11",22.976
"2017-12-12",23.8101
"2017-12-13",23.9663
"2017-12-14",23.5513
"2017-12-15",24.0363
"2017-12-16",23.3534
"2017-12-17",22.4933
"2017-12-18",20.7254
"2017-12-19",23.3533
"2017-12-20",23.0945
"2017-12-21",22.1699
"2017-12-22",20.8902
"2017-12-23",20.7513
"2017-12-24",22.7745
"2017-12-25",23.2638
"2017-12-26",23.533
"2017-12-27",22.6423
"2017-12-28",20.6634
"2017-12-29",20.6591
"2017-12-30",21.5411
"2017-12-31",22.1059
"2018-01-01",22.4145
"2018-01-02",22.2534
"2018-01-03",22.0691
"2018-01-04",21.2162
"2018-01-05",18.3311
"2018-01-06",18.3326
"2018-01-07",18.6289
"2018-01-08",20.0346
"2018-01-09",22.1898
"2018-01-10",22.9405
"2018-01-11",23.4173
"2018-01-12",23.4344
"2018-01-13",23.5413
"2018-01-14",22.9719
"2018-01-15",21.1649
"2018-01-16",20.7927
"2018-01-17",19.2235
"2018-01-18",18.9997
"2018-01-19",19.3251
"2018-01-20",19.9014
"2018-01-21",20.6714
"2018-01-22",21.5759
"2018-01-23",21.4093
"2018-01-24",20.4336
"2018-01-25",20.1186
"2018-01-26",21.417
"2018-01-27",21.1468
"2018-01-28",21.1567
"2018-01-29",23.3543
"2018-01-30",23.3314
"2018-01-31",21.9936
"2018-02-01",20.9498
"2018-02-02",20.1525
"2018-02-03",20.2859
"2018-02-04",22.1203
"2018-02-05",22.7624
"2018-02-06",23.5687
"2018-02-07",23.706
"2018-02-08",23.6482
"2018-02-09",23.2896
"2018-02-10",21.9254
"2018-02-11",22.763
"2018-02-12",22.6926
"2018-02-13",22.1453
"2018-02-14",23.4037
"2018-02-15",23.787
"2018-02-16",22.5567
"2018-02-17",20.381
"2018-02-18",19.8887
"2018-02-19",18.885
"2018-02-20",19.02
"2018-02-21",20.24
"2018-02-22",21.2329
"2018-02-23",22.2413
"2018-02-24",23.7049
"2018-02-25",23.53
"2018-02-26",23.5832
"2018-02-27",23.3787
"2018-02-28",23.5732
"2018-03-01",23.2285
"2018-03-02",23.6825
"2018-03-03",23.5776
"2018-03-04",23.1367
"2018-03-05",23.1328
"2018-03-06",21.1258
"2018-03-07",21.4993
"2018-03-08",22.4504
"2018-03-09",22.6637
"2018-03-10",23.4014
"2018-03-11",23.6266
"2018-03-12",23.5664
"2018-03-13",24.1576
"2018-03-14",24.0665
"2018-03-15",24.1157
"2018-03-16",24.7026
"2018-03-17",24.6089
"2018-03-18",24.4528
"2018-03-19",22.6828
"2018-03-20",22.5132
"2018-03-21",23.4786
"2018-03-22",23.303
"2018-03-23",23.2764
"2018-03-24",22.1948
"2018-03-25",23.1785
"2018-03-26",24.1998
"2018-03-27",24.0734
"2018-03-28",23.5121
"2018-03-29",23.8323
"2018-03-30",24.6206
"2018-03-31",24.4172
"2018-04-01",23.8127
"2018-04-02",23.6708
"2018-04-03",24.038
"2018-04-04",24.1976
"2018-04-05",23.9291
"2018-04-06",23.9545
"2018-04-07",23.4098
"2018-04-08",23.9123
"2018-04-09",23.9668
"2018-04-10",24.4873
"2018-04-11",24.3598
"2018-04-12",24.7392
"2018-04-13",24.3271
"2018-04-14",24.3874
"2018-04-15",24.7978
"2018-04-16",24.8815
"2018-04-17",24.6533
"2018-04-18",24.6391
"2018-04-19",24.5531
"2018-04-20",24.6802
"2018-04-21",24.3858
"2018-04-22",23.8689
"2018-04-23",24.1851
"2018-04-24",24.1383
"2018-04-25",24.3035
"2018-04-26",23.9838
"2018-04-27",24.584
"2018-04-28",24.5125
"2018-04-29",24.2034
"2018-04-30",24.7704
"2018-05-01",25.059
"2018-05-02",24.5902
"2018-05-03",24.0571
"2018-05-04",24.1446
"2018-05-05",24.4461
"2018-05-06",24.8609
"2018-05-07",24.6988
"2018-05-08",24.925
"2018-05-09",24.5307
"2018-05-10",24.667
"2018-05-11",25.0685
"2018-05-12",24.5319
"2018-05-13",24.802
"2018-05-14",24.4694
"2018-05-15",24.5606
"2018-05-16",24.4786
"2018-05-17",24.2946
"2018-05-18",23.9726
"2018-05-19",24.4156
"2018-05-20",23.8191
"2018-05-21",23.3606
"2018-05-22",24.6727
"2018-05-23",24.3131
"2018-05-24",24.3858
"2018-05-25",24.3655
"2018-05-26",24.8293
"2018-05-27",24.6847
"2018-05-28",23.3781
"2018-05-29",22.7013
"2018-05-30",23.0683
"2018-05-31",23.387
"2018-06-01",23.9924
"2018-06-02",24.2402
"2018-06-03",24.0472
"2018-06-04",23.9202
"2018-06-05",24.3036
"2018-06-06",24.2332
"2018-06-07",23.4548
"2018-06-08",22.905
"2018-06-09",22.6362
"2018-06-10",22.6453
"2018-06-11",22.1154
"2018-06-12",21.2875
"2018-06-13",22.3119
"2018-06-14",22.6367
"2018-06-15",22.8651
"2018-06-16",22.8958
"2018-06-17",22.6934
"2018-06-18",22.5089
"2018-06-19",21.6132
"2018-06-20",21.2632
"2018-06-21",21.7237
"2018-06-22",21.9546
"2018-06-23",21.9527
"2018-06-24",22.1035
"2018-06-25",21.8513
"2018-06-26",21.5788
"2018-06-27",21.3719
"2018-06-28",21.2151
"2018-06-29",21.3985
"2018-06-30",22.973
"2018-07-01",23.9061
"2018-07-02",23.5143
"2018-07-03",22.8769
"2018-07-04",22.4654
"2018-07-05",22.266
"2018-07-06",21.7624
"2018-07-07",20.7919
"2018-07-08",21.6628
"2018-07-09",21.4777
"2018-07-10",21.2602
"2018-07-11",21.2125
"2018-07-12",21.2432
"2018-07-13",20.8192
"2018-07-14",21.5981
"2018-07-15",21.9779
"2018-07-16",21.3898
"2018-07-17",20.736
"2018-07-18",20.6488
"2018-07-19",20.6487
"2018-07-20",19.8463
"2018-07-21",21.1006
"2018-07-22",21.4456
"2018-07-23",22.1256
"2018-07-24",22.2545
"2018-07-25",22.258
"2018-07-26",22.4562
"2018-07-27",22.0553
"2018-07-28",21.4277
"2018-07-29",21.4332
"2018-07-30",21.9962
"2018-07-31",21.517
"2018-08-01",21.3706
"2018-08-02",22.042
"2018-08-03",21.5878
"2018-08-04",21.2252
"2018-08-05",21.2993
"2018-08-06",20.7644
"2018-08-07",20.7422
"2018-08-08",20.7918
"2018-08-09",20.5928
"2018-08-10",21.2799
"2018-08-11",20.9458
"2018-08-12",21.4103
"2018-08-13",21.5066
"2018-08-14",21.5264
"2018-08-15",21.209
"2018-08-16",21.1771
"2018-08-17",21.1925
"2018-08-18",21.135
"2018-08-19",21.2693
"2018-08-20",20.7551
"2018-08-21",20.4067
"2018-08-22",21.4032
"2018-08-23",22.2263
"2018-08-24",23.4706
"2018-08-25",22.9834
"2018-08-26",22.3157
"2018-08-27",21.9124
"2018-08-28",22.6609
"2018-08-29",21.9851
"2018-08-30",22.3751
"2018-08-31",21.8776
"2018-09-01",21.1275
"2018-09-02",21.1023
"2018-09-03",21.7413
"2018-09-04",20.5742
"2018-09-05",19.1871
"2018-09-06",19.2247
"2018-09-07",19.2772
"2018-09-08",20.4365
"2018-09-09",22.3622
"2018-09-10",22.829
"2018-09-11",22.3157
"2018-09-12",22.471
"2018-09-13",22.0816
"2018-09-14",22.7459
"2018-09-15",20.6707
"2018-09-16",20.7762
"2018-09-17",21.1256
"2018-09-18",20.9597
"2018-09-19",21.6229
"2018-09-20",21.3737
"2018-09-21",21.6067
"2018-09-22",23.1253
"2018-09-23",23.3432
"2018-09-24",23.5034
"2018-09-25",23.6641
"2018-09-26",23.6828
"2018-09-27",23.7012
"2018-09-28",23.7573
"2018-09-29",24.1713
"2018-09-30",24.4274
"2018-10-01",24.3568
"2018-10-02",24.6464
"2018-10-03",24.2584
"2018-10-04",24.4135
"2018-10-05",24.5407
"2018-10-06",24.2772
"2018-10-07",24.0576
"2018-10-08",23.8264
"2018-10-09",23.7029
"2018-10-10",22.9275
"2018-10-11",23.5127
"2018-10-12",23.91
"2018-10-13",23.8881
"2018-10-14",24.0831
"2018-10-15",23.9636
"2018-10-16",23.6956
"2018-10-17",23.2837
"2018-10-18",23.2965
"2018-10-19",23.9766
"2018-10-20",23.6704
"2018-10-21",23.6053
"2018-10-22",23.9547
"2018-10-23",23.8912
"2018-10-24",24.1381
"2018-10-25",23.8072
"2018-10-26",23.7907
"2018-10-27",24.0014
"2018-10-28",24.0017
"2018-10-29",24.1563
