,"(deg C) Mean Dew Point Temperature (ERA5) at Anuradhapura, 2007-01-01 to 2025-12-31"
"2015-11-16",23.8972
"2015-11-17",24.5794
"2015-11-18",24.4404
"2015-11-19",24.238
"2015-11-20",24.0834
"2015-11-21",24.3058
"2015-11-22",24.4258
"2015-11-23",24.3642
"2015-11-24",24.4286
"2015-11-25",23.2446
"2015-11-26",23.0326
"2015-11-27",23.8674
"2015-11-28",23.7041
"2015-11-29",24.0623
"2015-11-30",24.0022
"2015-12-01",23.9611
"2015-12-02",24.1273
"2015-12-03",24.4713
"2015-12-04",24.2435
"2015-12-05",24.5625
"2015-12-06",24.4067
"2015-12-07",24.4588
"2015-12-08",24.1021
"2015-12-09",24.5519
"2015-12-10",24.4434
"2015-12-11",24.1898
"2015-12-12",23.345
"2015-12-13",24.3069
"2015-12-14",24.1397
"2015-12-15",23.8855
"2015-12-16",21.5141
"2015-12-17",23.5528
"2015-12-18",24.1407
"2015-12-19",23.4485
"2015-12-20",23.4105
"2015-12-21",22.4319
"2015-12-22",21.681
"2015-12-23",22.0448
"2015-12-24",21.0774
"2015-12-25",21.1142
"2015-12-26",22.7694
"2015-12-27",23.8719
"2015-12-28",24.1983
"2015-12-29",24.1915
"2015-12-30",23.4454
"2015-12-31",23.2676
"2016-01-01",23.2933
"2016-01-02",23.0999
"2016-01-03",23.3244
"2016-01-04",23.1686
"2016-01-05",23.6909
"2016-01-06",23.3174
"2016-01-07",22.8154
"2016-01-08",22.2333
"2016-01-09",22.1045
"2016-01-10",22.2202
"2016-01-11",21.5435
"2016-01-12",20.6469
"2016-01-13",21.0444
"2016-01-14",19.5682
"2016-01-15",20.3232
"2016-01-16",22.0131
"2016-01-17",20.9229
"2016-01-18",21.1164
"2016-01-19",21.881
"2016-01-20",22.3207
"2016-01-21",22.1793
"2016-01-22",22.6821
"2016-01-23",23.942
"2016-01-24",23.9093
"2016-01-25",23.0971
"2016-01-26",22.094
"2016-01-27",20.809
"2016-01-28",20.8298
"2016-01-29",20.1127
"2016-01-30",20.2357
"2016-01-31",20.868
"2016-02-01",20.7076
"2016-02-02",20.795
"2016-02-03",20.2603
"2016-02-04",20.145
"2016-02-05",21.2954
"2016-02-06",21.9521
"2016-02-07",22.8649
"2016-02-08",23.0491
"2016-02-09",23.6187
"2016-02-10",23.3042
"2016-02-11",21.4603
"2016-02-12",20.1435
"2016-02-13",20.5973
"2016-02-14",21.1042
"2016-02-15",23.3497
"2016-02-16",22.0389
"2016-02-17",23.8852
"2016-02-18",24.1247
"2016-02-19",24.2081
"2016-02-20",24.2084
"2016-02-21",23.4732
"2016-02-22",21.9607
"2016-02-23",20.6437
"2016-02-24",23.1117
"2016-02-25",24.3892
"2016-02-26",22.672
"2016-02-27",23.455
"2016-02-28",24.3439
"2016-02-29",23.4385
"2016-03-01",23.466
"2016-03-02",23.0726
"2016-03-03",22.8312
"2016-03-04",23.5992
"2016-03-05",22.8614
"2016-03-06",23.071
"2016-03-07",23.3808
"2016-03-08",23.6894
"2016-03-09",24.4005
"2016-03-10",24.1816
"2016-03-11",23.1407
"2016-03-12",22.7804
"2016-03-13",23.5388
"2016-03-14",22.4478
"2016-03-15",23.3014
"2016-03-16",23.6773
"2016-03-17",23.264
"2016-03-18",21.2975
"2016-03-19",21.4589
"2016-03-20",21.7664
"2016-03-21",23.0423
"2016-03-22",23.8758
"2016-03-23",23.5107
"2016-03-24",22.0979
"2016-03-25",21.7899
"2016-03-26",22.3603
"2016-03-27",22.9308
"2016-03-28",24.2717
"2016-03-29",24.3656
"2016-03-30",24.2353
"2016-03-31",24.4064
"2016-04-01",23.5286
"2016-04-02",23.0138
"2016-04-03",23.5457
"2016-04-04",23.1579
"2016-04-05",24.0211
"2016-04-06",24.2113
"2016-04-07",24.4694
"2016-04-08",23.9655
"2016-04-09",23.9779
"2016-04-10",24.3287
"2016-04-11",24.2264
"2016-04-12",25.0756
"2016-04-13",24.9102
"2016-04-14",24.9753
"2016-04-15",25.1384
"2016-04-16",24.9748
"2016-04-17",24.6078
"2016-04-18",24.7578
"2016-04-19",24.955
"2016-04-20",24.9743
"2016-04-21",25.227
"2016-04-22",25.4222
"2016-04-23",24.9395
"2016-04-24",24.7038
"2016-04-25",24.8834
"2016-04-26",24.2433
"2016-04-27",24.5096
"2016-04-28",24.0334
"2016-04-29",23.9658
"2016-04-30",24.5177
"2016-05-01",24.6229
"2016-05-02",24.8501
"2016-05-03",24.7302
"2016-05-04",24.4701
"2016-05-05",24.9062
"2016-05-06",24.7408
"2016-05-07",24.8498
"2016-05-08",24.9259
"2016-05-09",25.15
"2016-05-10",24.9695
"2016-05-11",25.0803
"2016-05-12",24.241
"2016-05-13",24.9878
"2016-05-14",25.3793
"2016-05-15",24.5539
"2016-05-16",24.8612
"2016-05-17",24.4866
"2016-05-18",25.2686
"2016-05-19",24.9644
"2016-05-20",25.1342
"2016-05-21",25.6525
"2016-05-22",25.8534
"2016-05-23",25.7689
"2016-05-24",25.5578
"2016-05-25",25.4141
"2016-05-26",25.3463
"2016-05-27",24.8535
"2016-05-28",24.6718
"2016-05-29",24.7465
"2016-05-30",24.8206
"2016-05-31",24.9835
"2016-06-01",24.6351
"2016-06-02",24.5715
"2016-06-03",24.8361
"2016-06-04",24.9561
"2016-06-05",24.9746
"2016-06-06",24.3189
"2016-06-07",24.3603
"2016-06-08",24.1589
"2016-06-09",24.5796
"2016-06-10",24.7075
"2016-06-11",24.6866
"2016-06-12",24.8146
"2016-06-13",24.4114
"2016-06-14",24.0942
"2016-06-15",23.5554
"2016-06-16",23.7177
"2016-06-17",24.0085
"2016-06-18",23.9585
"2016-06-19",23.8842
"2016-06-20",23.9021
"2016-06-21",23.4292
"2016-06-22",23.671
"2016-06-23",23.0726
"2016-06-24",23.1298
"2016-06-25",23.0471
"2016-06-26",23.9712
"2016-06-27",23.8371
"2016-06-28",23.6637
"2016-06-29",23.9222
"2016-06-30",23.7114
"2016-07-01",23.74
"2016-07-02",23.3026
"2016-07-03",23.233
"2016-07-04",23.513
"2016-07-05",23.2028
"2016-07-06",23.3944
"2016-07-07",23.5597
"2016-07-08",23.6814
"2016-07-09",23.5688
"2016-07-10",23.0713
"2016-07-11",22.7554
"2016-07-12",22.6442
"2016-07-13",22.8963
"2016-07-14",23.5012
"2016-07-15",23.1464
"2016-07-16",23.3666
"2016-07-17",23.1668
"2016-07-18",22.8879
"2016-07-19",23.3532
"2016-07-20",23.2973
"2016-07-21",23.381
"2016-07-22",22.9739
"2016-07-23",22.8476
"2016-07-24",23.5497
"2016-07-25",23.7301
"2016-07-26",23.9421
"2016-07-27",23.484
"2016-07-28",23.486
"2016-07-29",23.6936
"2016-07-30",23.1923
"2016-07-31",22.7719
"2016-08-01",22.7369
"2016-08-02",22.0263
"2016-08-03",22.7001
"2016-08-04",22.7696
"2016-08-05",22.5503
"2016-08-06",22.4236
"2016-08-07",23.025
"2016-08-08",23.4631
"2016-08-09",23.2253
"2016-08-10",23.1833
"2016-08-11",23.0546
"2016-08-12",23.4977
"2016-08-13",23.3086
"2016-08-14",23.1193
"2016-08-15",22.926
"2016-08-16",22.7242
"2016-08-17",22.4341
"2016-08-18",23.1558
"2016-08-19",23.2014
"2016-08-20",22.9949
"2016-08-21",23.3565
"2016-08-22",23.9674
"2016-08-23",23.4178
"2016-08-24",23.2569
"2016-08-25",23.2201
"2016-08-26",23.2027
"2016-08-27",23.2418
"2016-08-28",22.8701
"2016-08-29",22.9102
"2016-08-30",23.1423
"2016-08-31",23.1823
"2016-09-01",22.828
"2016-09-02",22.6405
"2016-09-03",22.7958
"2016-09-04",22.7935
"2016-09-05",22.4448
"2016-09-06",22.2526
"2016-09-07",21.68
"2016-09-08",21.6646
"2016-09-09",22.0196
"2016-09-10",22.0913
"2016-09-11",22.1852
"2016-09-12",22.0935
"2016-09-13",22.3958
"2016-09-14",23.0783
"2016-09-15",23.2181
"2016-09-16",22.6267
"2016-09-17",22.528
"2016-09-18",22.6704
"2016-09-19",22.5678
"2016-09-20",22.6251
"2016-09-21",22.6948
"2016-09-22",22.6359
"2016-09-23",22.6911
"2016-09-24",22.3115
"2016-09-25",22.4568
"2016-09-26",22.4809
"2016-09-27",22.852
"2016-09-28",22.8398
"2016-09-29",22.8532
"2016-09-30",22.7548
"2016-10-01",21.8656
"2016-10-02",21.5513
"2016-10-03",21.7828
"2016-10-04",21.7007
"2016-10-05",22.7609
"2016-10-06",22.1638
"2016-10-07",20.8222
"2016-10-08",21.4155
"2016-10-09",22.2597
"2016-10-10",21.9361
"2016-10-11",21.2765
"2016-10-12",21.8661
"2016-10-13",23.5511
"2016-10-14",23.8455
"2016-10-15",23.3073
"2016-10-16",22.9859
"2016-10-17",22.5154
"2016-10-18",23.2481
"2016-10-19",23.4641
"2016-10-20",23.735
"2016-10-21",23.0079
"2016-10-22",23.1846
"2016-10-23",22.3378
"2016-10-24",23.1127
"2016-10-25",23.1747
"2016-10-26",23.2465
"2016-10-27",22.6292
"2016-10-28",22.9419
"2016-10-29",23.3238
"2016-10-30",23.95
"2016-10-31",23.7653
"2016-11-01",24.0013
"2016-11-02",23.9354
"2016-11-03",24.0551
"2016-11-04",23.4731
"2016-11-05",24.0633
"2016-11-06",24.004
"2016-11-07",23.3333
"2016-11-08",22.8853
"2016-11-09",22.5449
"2016-11-10",21.9949
"2016-11-11",23.044
"2016-11-12",23.9951
"2016-11-13",24.2357
"2016-11-14",23.9828
"2016-11-15",23.7333
"2016-11-16",23.7219
"2016-11-17",23.7498
"2016-11-18",23.9782
"2016-11-19",24.0713
"2016-11-20",23.5891
"2016-11-21",23.897
"2016-11-22",24.2026
"2016-11-23",23.8844
"2016-11-24",22.0847
"2016-11-25",22.2861
"2016-11-26",22.2918
"2016-11-27",21.1699
"2016-11-28",20.4912
"2016-11-29",20.6241
"2016-11-30",21.1791
"2016-12-01",19.6292
"2016-12-02",21.6607
"2016-12-03",22.5958
"2016-12-04",23.2177
"2016-12-05",22.9799
"2016-12-06",20.5925
"2016-12-07",23.2956
"2016-12-08",23.5254
"2016-12-09",22.6149
"2016-12-10",22.3949
"2016-12-11",22.7951
"2016-12-12",21.3117
"2016-12-13",20.8
"2016-12-14",20.9223
"2016-12-15",22.4514
"2016-12-16",22.9047
"2016-12-17",22.7385
"2016-12-18",20.9306
"2016-12-19",23.0884
"2016-12-20",24.2891
"2016-12-21",23.5153
"2016-12-22",20.9648
"2016-12-23",17.847
"2016-12-24",17.9214
"2016-12-25",19.0189
"2016-12-26",22.3037
"2016-12-27",23.8557
"2016-12-28",23.5317
"2016-12-29",23.1574
"2016-12-30",21.8307
"2016-12-31",21.6918
"2017-01-01",22.0833
"2017-01-02",22.5296
"2017-01-03",21.9429
"2017-01-04",19.5699
"2017-01-05",18.7684
"2017-01-06",19.4869
"2017-01-07",17.5349
"2017-01-08",17.6377
"2017-01-09",17.9261
"2017-01-10",18.7555
"2017-01-11",18.8004
"2017-01-12",19.5873
"2017-01-13",18.4005
"2017-01-14",20.1583
"2017-01-15",20.5018
"2017-01-16",18.8545
"2017-01-17",17.7922
"2017-01-18",18.1164
"2017-01-19",20.3546
"2017-01-20",22.5364
"2017-01-21",23.391
"2017-01-22",23.0279
"2017-01-23",22.9922
"2017-01-24",23.1079
"2017-01-25",23.4405
"2017-01-26",23.6621
"2017-01-27",23.2688
"2017-01-28",23.3668
"2017-01-29",23.5504
"2017-01-30",23.3746
"2017-01-31",20.668
"2017-02-01",19.616
"2017-02-02",19.5003
"2017-02-03",18.7446
"2017-02-04",18.0065
"2017-02-05",18.5489
"2017-02-06",18.5396
"2017-02-07",18.1903
"2017-02-08",18.1888
"2017-02-09",18.2019
"2017-02-10",18.7448
"2017-02-11",18.6461
"2017-02-12",19.1944
"2017-02-13",21.7116
"2017-02-14",23.2552
"2017-02-15",22.477
"2017-02-16",21.0288
"2017-02-17",20.0333
"2017-02-18",21.5366
"2017-02-19",21.5372
"2017-02-20",20.5765
"2017-02-21",21.4725
"2017-02-22",21.2452
"2017-02-23",22.351
"2017-02-24",22.1233
"2017-02-25",21.9579
"2017-02-26",21.3857
"2017-02-27",23.0416
"2017-02-28",23.4661
"2017-03-01",22.4148
"2017-03-02",23.1522
"2017-03-03",23.5824
"2017-03-04",23.5371
"2017-03-05",23.5784
"2017-03-06",24.0844
"2017-03-07",24.0148
"2017-03-08",24.1367
"2017-03-09",23.8514
"2017-03-10",23.1779
"2017-03-11",23.632
"2017-03-12",23.6253
"2017-03-13",23.8781
"2017-03-14",24.0361
"2017-03-15",23.5563
"2017-03-16",23.4893
"2017-03-17",22.368
"2017-03-18",22.4703
"2017-03-19",23.7502
"2017-03-20",23.9039
"2017-03-21",23.4333
"2017-03-22",22.2658
"2017-03-23",21.3101
"2017-03-24",19.2347
"2017-03-25",19.744
"2017-03-26",20.4483
"2017-03-27",22.1733
"2017-03-28",23.4266
"2017-03-29",23.7246
"2017-03-30",24.1227
"2017-03-31",23.2073
"2017-04-01",23.1773
"2017-04-02",23.8725
"2017-04-03",23.927
"2017-04-04",24.0817
"2017-04-05",24.038
"2017-04-06",23.905
"2017-04-07",24.0107
"2017-04-08",22.8084
"2017-04-09",22.9879
"2017-04-10",23.6618
"2017-04-11",24.2981
"2017-04-12",24.0822
"2017-04-13",24.2632
"2017-04-14",24.3699
"2017-04-15",24.1787
"2017-04-16",24.0425
"2017-04-17",23.663
"2017-04-18",23.5641
"2017-04-19",23.1712
"2017-04-20",23.1056
"2017-04-21",23.0525
"2017-04-22",23.9849
"2017-04-23",24.3614
"2017-04-24",24.6948
"2017-04-25",24.4245
"2017-04-26",23.3746
"2017-04-27",23.7603
"2017-04-28",23.9027
"2017-04-29",23.66
"2017-04-30",23.2639
"2017-05-01",23.2663
"2017-05-02",23.6186
"2017-05-03",23.2461
"2017-05-04",24.2592
"2017-05-05",24.1163
"2017-05-06",24.4635
"2017-05-07",24.1702
"2017-05-08",24.4522
"2017-05-09",24.5761
"2017-05-10",24.5181
"2017-05-11",24.8558
"2017-05-12",24.3795
"2017-05-13",24.9448
"2017-05-14",25.1622
"2017-05-15",25.0297
"2017-05-16",25.08
"2017-05-17",24.868
"2017-05-18",24.64
"2017-05-19",24.6666
"2017-05-20",25.0069
"2017-05-21",24.5615
"2017-05-22",25.4298
"2017-05-23",24.7715
"2017-05-24",23.9517
"2017-05-25",24.722
"2017-05-26",24.6365
"2017-05-27",24.8286
"2017-05-28",24.5737
"2017-05-29",24.3729
"2017-05-30",24.2751
"2017-05-31",24.2083
"2017-06-01",24.2585
"2017-06-02",23.8263
"2017-06-03",24.1456
"2017-06-04",24.312
"2017-06-05",24.3093
"2017-06-06",24.113
"2017-06-07",24.1754
"2017-06-08",23.7866
"2017-06-09",23.5729
"2017-06-10",23.1838
"2017-06-11",23.4436
"2017-06-12",23.7372
"2017-06-13",23.9492
"2017-06-14",23.8876
"2017-06-15",23.9755
"2017-06-16",23.7
"2017-06-17",24.1229
"2017-06-18",24.0062
"2017-06-19",24.1017
"2017-06-20",23.9442
"2017-06-21",23.549
"2017-06-22",23.8093
"2017-06-23",23.9365
"2017-06-24",23.722
"2017-06-25",23.823
"2017-06-26",23.4334
"2017-06-27",23.2741
"2017-06-28",23.2505
"2017-06-29",23.3969
"2017-06-30",23.8373
"2017-07-01",23.9623
"2017-07-02",23.7913
"2017-07-03",23.5892
"2017-07-04",23.7002
"2017-07-05",23.4668
"2017-07-06",23.759
"2017-07-07",23.8468
"2017-07-08",23.9964
"2017-07-09",23.2116
"2017-07-10",22.9188
"2017-07-11",23.2871
"2017-07-12",23.8108
"2017-07-13",23.3504
"2017-07-14",23.2747
"2017-07-15",23.3225
"2017-07-16",23.3212
"2017-07-17",23.1847
"2017-07-18",22.9636
"2017-07-19",23.8486
"2017-07-20",23.4002
"2017-07-21",23.4218
"2017-07-22",23.8025
"2017-07-23",23.8738
"2017-07-24",23.7716
"2017-07-25",23.47
"2017-07-26",23.543
"2017-07-27",23.6917
"2017-07-28",23.8818
"2017-07-29",23.8309
"2017-07-30",23.6072
"2017-07-31",23.9763
"2017-08-01",23.9959
"2017-08-02",23.8962
"2017-08-03",23.3632
"2017-08-04",23.7509
"2017-08-05",23.9804
"2017-08-06",24.0574
"2017-08-07",24.1209
"2017-08-08",24.0906
"2017-08-09",24.187
"2017-08-10",23.7794
"2017-08-11",23.8829
"2017-08-12",23.7156
"2017-08-13",24.2992
"2017-08-14",23.827
"2017-08-15",23.1103
"2017-08-16",22.5572
"2017-08-17",23.2111
"2017-08-18",23.991
"2017-08-19",23.4112
"2017-08-20",23.2468
"2017-08-21",23.3485
"2017-08-22",23.1791
"2017-08-23",23.7556
"2017-08-24",24.1546
"2017-08-25",24.0336
"2017-08-26",23.2415
"2017-08-27",23.0233
"2017-08-28",23.5213
"2017-08-29",23.2316
"2017-08-30",23.4579
"2017-08-31",24.3902
"2017-09-01",23.9702
"2017-09-02",24.4221
"2017-09-03",24.5682
"2017-09-04",24.5251
"2017-09-05",23.8593
"2017-09-06",23.6722
"2017-09-07",23.7374
"2017-09-08",23.9409
"2017-09-09",24.1365
"2017-09-10",23.844
"2017-09-11",24.1599
"2017-09-12",24.42
"2017-09-13",23.5218
"2017-09-14",23.3552
"2017-09-15",23.779
"2017-09-16",23.6819
"2017-09-17",23.6417
"2017-09-18",23.8389
"2017-09-19",23.6576
"2017-09-20",23.3102
"2017-09-21",22.7949
"2017-09-22",23.4759
"2017-09-23",23.3886
"2017-09-24",23.1859
"2017-09-25",23.4092
"2017-09-26",23.5297
"2017-09-27",23.3465
"2017-09-28",23.0818
"2017-09-29",23.029
"2017-09-30",23.727
"2017-10-01",23.4438
"2017-10-02",23.1622
"2017-10-03",23.493
"2017-10-04",23.5077
"2017-10-05",24.2696
"2017-10-06",23.596
"2017-10-07",24.0862
"2017-10-08",23.6692
"2017-10-09",23.8356
"2017-10-10",23.938
"2017-10-11",23.6556
"2017-10-12",24.1825
"2017-10-13",24.4677
"2017-10-14",24.0904
"2017-10-15",24.1544
"2017-10-16",23.6235
"2017-10-17",24.0139
"2017-10-18",24
"2017-10-19",23.9471
"2017-10-20",24.0156
"2017-10-21",23.179
"2017-10-22",24.0757
"2017-10-23",24.0624
"2017-10-24",24.0826
"2017-10-25",23.7132
"2017-10-26",23.6646
"2017-10-27",24.001
"2017-10-28",24.0901
"2017-10-29",23.8668
"2017-10-30",24.2156
"2017-10-31",23.8524
"2017-11-01",24.0902
"2017-11-02",23.7688
"2017-11-03",24.0002
"2017-11-04",23.9595
"2017-11-05",23.9796
"2017-11-06",23.7664
"2017-11-07",23.7144
"2017-11-08",23.5805
"2017-11-09",23.9014
"2017-11-10",23.83
"2017-11-11",23.826
"2017-11-12",22.3575
"2017-11-13",24.1986
"2017-11-14",22.992
"2017-11-15",22.6301
"2017-11-16",22.7593
"2017-11-17",23.0724
"2017-11-18",24.3044
"2017-11-19",24.3159
"2017-11-20",24.1309
"2017-11-21",24.185
"2017-11-22",23.8488
"2017-11-23",22.6857
"2017-11-24",22.7243
"2017-11-25",23.1855
"2017-11-26",24.0041
"2017-11-27",24.0099
"2017-11-28",24.1635
"2017-11-29",23.8957
"2017-11-30",24.0768
"2017-12-01",23.3029
"2017-12-02",23.3224
"2017-12-03",23.794
"2017-12-04",23.2021
"2017-12-05",24.0583
"2017-12-06",23.3719
"2017-12-07",22.5847
"2017-12-08",21.4711
"2017-12-09",21.6922
"2017-12-10",22.7846
"2017-12-11",22.8301
"2017-12-12",23.4045
"2017-12-13",23.8725
"2017-12-14",23.9593
"2017-12-15",23.7066
"2017-12-16",23.142
"2017-12-17",22.3882
"2017-12-18",20.8853
"2017-12-19",22.932
"2017-12-20",23.2488
"2017-12-21",22.0182
"2017-12-22",20.6396
"2017-12-23",20.3159
"2017-12-24",22.0462
"2017-12-25",23.239
"2017-12-26",23.3844
"2017-12-27",21.5742
"2017-12-28",19.7676
"2017-12-29",19.7355
"2017-12-30",20.6854
"2017-12-31",21.1591
"2018-01-01",21.6457
"2018-01-02",21.8336
"2018-01-03",21.6634
"2018-01-04",20.6855
"2018-01-05",18.2953
"2018-01-06",17.8792
"2018-01-07",18.0313
"2018-01-08",19.5986
"2018-01-09",22.0629
"2018-01-10",22.8043
"2018-01-11",23.1438
"2018-01-12",23.2879
"2018-01-13",23.4243
"2018-01-14",22.0352
"2018-01-15",21.0719
"2018-01-16",20.8135
"2018-01-17",18.551
"2018-01-18",18.4405
"2018-01-19",19.1786
"2018-01-20",19.3838
"2018-01-21",19.6782
"2018-01-22",20.6409
"2018-01-23",20.5326
"2018-01-24",19.5805
"2018-01-25",19.9538
"2018-01-26",20.3878
"2018-01-27",20.0813
"2018-01-28",20.3822
"2018-01-29",22.9788
"2018-01-30",23.1179
"2018-01-31",20.7771
"2018-02-01",20.3313
"2018-02-02",18.7704
"2018-02-03",18.8439
"2018-02-04",20.4211
"2018-02-05",21.427
"2018-02-06",23.2786
"2018-02-07",23.374
"2018-02-08",22.934
"2018-02-09",22.4592
"2018-02-10",21.3773
"2018-02-11",21.8352
"2018-02-12",22.0874
"2018-02-13",21.0776
"2018-02-14",22.6865
"2018-02-15",23.3069
"2018-02-16",20.9626
"2018-02-17",18.9755
"2018-02-18",18.7949
"2018-02-19",17.8632
"2018-02-20",18.3769
"2018-02-21",19.0183
"2018-02-22",19.843
"2018-02-23",21.07
"2018-02-24",22.8769
"2018-02-25",23.0733
"2018-02-26",23.206
"2018-02-27",23.1194
"2018-02-28",23.3132
"2018-03-01",22.7877
"2018-03-02",22.2082
"2018-03-03",21.9023
"2018-03-04",21.841
"2018-03-05",21.9654
"2018-03-06",20.1036
"2018-03-07",20.3104
"2018-03-08",21.3417
"2018-03-09",21.4003
"2018-03-10",21.9734
"2018-03-11",22.5961
"2018-03-12",23.3455
"2018-03-13",23.6567
"2018-03-14",23.8405
"2018-03-15",23.1515
"2018-03-16",24.0539
"2018-03-17",23.9072
"2018-03-18",23.5944
"2018-03-19",21.8441
"2018-03-20",21.292
"2018-03-21",21.8451
"2018-03-22",22.5944
"2018-03-23",22.3625
"2018-03-24",20.8917
"2018-03-25",21.9728
"2018-03-26",23.9027
"2018-03-27",23.8132
"2018-03-28",23.3278
"2018-03-29",23.4587
"2018-03-30",23.2495
"2018-03-31",23.8894
"2018-04-01",23.2821
"2018-04-02",23.086
"2018-04-03",23.0087
"2018-04-04",22.6884
"2018-04-05",22.2338
"2018-04-06",22.3043
"2018-04-07",23.168
"2018-04-08",23.3652
"2018-04-09",23.8847
"2018-04-10",24.1265
"2018-04-11",24.2267
"2018-04-12",24.3916
"2018-04-13",24.1502
"2018-04-14",24.3611
"2018-04-15",24.4634
"2018-04-16",24.3166
"2018-04-17",24.4724
"2018-04-18",24.4058
"2018-04-19",24.3357
"2018-04-20",24.4432
"2018-04-21",23.6938
"2018-04-22",23.9152
"2018-04-23",23.5723
"2018-04-24",23.9175
"2018-04-25",23.91
"2018-04-26",23.7021
"2018-04-27",23.9259
"2018-04-28",24.1681
"2018-04-29",23.869
"2018-04-30",24.3431
"2018-05-01",24.9856
"2018-05-02",24.3233
"2018-05-03",24.3221
"2018-05-04",24.0658
"2018-05-05",24.3702
"2018-05-06",24.7173
"2018-05-07",24.8023
"2018-05-08",24.4343
"2018-05-09",24.1117
"2018-05-10",24.5829
"2018-05-11",24.8755
"2018-05-12",24.5702
"2018-05-13",24.6179
"2018-05-14",24.5138
"2018-05-15",24.5703
"2018-05-16",24.5587
"2018-05-17",24.2479
"2018-05-18",24.1601
"2018-05-19",24.5199
"2018-05-20",24.381
"2018-05-21",23.8615
"2018-05-22",24.8353
"2018-05-23",24.1791
"2018-05-24",24.2017
"2018-05-25",24.33
"2018-05-26",24.3274
"2018-05-27",24.5173
"2018-05-28",24.2354
"2018-05-29",23.9217
"2018-05-30",24.3324
"2018-05-31",24.5939
"2018-06-01",24.6196
"2018-06-02",24.8097
"2018-06-03",24.8373
"2018-06-04",24.5619
"2018-06-05",24.5448
"2018-06-06",24.6103
"2018-06-07",24.1808
"2018-06-08",24.1181
"2018-06-09",24.1964
"2018-06-10",24.165
"2018-06-11",23.7009
"2018-06-12",23.2441
"2018-06-13",23.788
"2018-06-14",24.2083
"2018-06-15",24.1258
"2018-06-16",23.8793
"2018-06-17",23.9823
"2018-06-18",23.9181
"2018-06-19",23.1043
"2018-06-20",22.9677
"2018-06-21",23.2584
"2018-06-22",23.3816
"2018-06-23",23.4502
"2018-06-24",23.4885
"2018-06-25",23.3656
"2018-06-26",23.1729
"2018-06-27",23.068
"2018-06-28",23.1056
"2018-06-29",22.8686
"2018-06-30",23.4261
"2018-07-01",23.8556
"2018-07-02",23.7056
"2018-07-03",23.649
"2018-07-04",23.5254
"2018-07-05",23.2894
"2018-07-06",23.3114
"2018-07-07",22.4879
"2018-07-08",23.2424
"2018-07-09",23.3434
"2018-07-10",22.8749
"2018-07-11",23.0837
"2018-07-12",23.0948
"2018-07-13",22.9744
"2018-07-14",23.1136
"2018-07-15",23.0937
"2018-07-16",22.4832
"2018-07-17",21.887
"2018-07-18",22.1857
"2018-07-19",22.3123
"2018-07-20",21.9961
"2018-07-21",22.658
"2018-07-22",22.4196
"2018-07-23",22.7407
"2018-07-24",23.0612
"2018-07-25",23.2304
"2018-07-26",23.4208
"2018-07-27",22.9942
"2018-07-28",22.8203
"2018-07-29",23.0506
"2018-07-30",23.3505
"2018-07-31",23.0389
"2018-08-01",22.9024
"2018-08-02",23.0157
"2018-08-03",22.9519
"2018-08-04",22.9985
"2018-08-05",22.8412
"2018-08-06",22.3184
"2018-08-07",22.2825
"2018-08-08",22.4502
"2018-08-09",22.6463
"2018-08-10",22.6157
"2018-08-11",22.3719
"2018-08-12",22.7542
"2018-08-13",23.1402
"2018-08-14",22.9601
"2018-08-15",22.3875
"2018-08-16",22.2439
"2018-08-17",22.5771
"2018-08-18",22.2048
"2018-08-19",22.2866
"2018-08-20",22.15
"2018-08-21",22.131
"2018-08-22",22.2691
"2018-08-23",22.1738
"2018-08-24",22.7957
"2018-08-25",23.1927
"2018-08-26",22.9444
"2018-08-27",22.6368
"2018-08-28",23.0302
"2018-08-29",22.7948
"2018-08-30",22.788
"2018-08-31",22.8332
"2018-09-01",22.3334
"2018-09-02",22.2662
"2018-09-03",22.414
"2018-09-04",21.423
"2018-09-05",21.0292
"2018-09-06",21.4048
"2018-09-07",21.0985
"2018-09-08",21.5387
"2018-09-09",22.4075
"2018-09-10",22.735
"2018-09-11",21.9503
"2018-09-12",21.3533
"2018-09-13",20.8729
"2018-09-14",21.6557
"2018-09-15",21.3865
"2018-09-16",22.7153
"2018-09-17",22.7602
"2018-09-18",22.3063
"2018-09-19",22.7225
"2018-09-20",22.8924
"2018-09-21",23.003
"2018-09-22",22.4096
"2018-09-23",23.1152
"2018-09-24",23.3601
"2018-09-25",23.5639
"2018-09-26",23.2647
"2018-09-27",23.7227
"2018-09-28",23.8884
"2018-09-29",24.2772
"2018-09-30",24.4161
"2018-10-01",24.3607
"2018-10-02",24.4928
"2018-10-03",24.2629
"2018-10-04",24.3151
"2018-10-05",24.348
"2018-10-06",24.2104
"2018-10-07",24.0734
"2018-10-08",24.114
"2018-10-09",24.1156
"2018-10-10",24.1779
"2018-10-11",24.2284
"2018-10-12",23.6578
"2018-10-13",23.526
"2018-10-14",23.8795
"2018-10-15",23.9286
"2018-10-16",23.5119
"2018-10-17",23.0571
"2018-10-18",23.3762
"2018-10-19",24.0606
"2018-10-20",23.6375
"2018-10-21",23.604
"2018-10-22",23.9132
"2018-10-23",23.8703
"2018-10-24",24.0898
"2018-10-25",23.9248
"2018-10-26",23.7295
"2018-10-27",24.0753
"2018-10-28",24.1185
"2018-10-29",23.9513
"2018-10-30",24.4591
"2018-10-31",24.3415
"2018-11-01",23.4957
