,"(deg C) Mean Dew Point Temperature (ERA5) at Mullaitivu, 2007-01-01 to 2025-12-31"
"2015-11-17",24.8646
"2015-11-18",24.6582
"2015-11-19",24.537
"2015-11-20",24.4267
"2015-11-21",24.6684
"2015-11-22",24.6929
"2015-11-23",24.6812
"2015-11-24",24.6892
"2015-11-25",23.5776
"2015-11-26",23.8766
"2015-11-27",24.249
"2015-11-28",23.6756
"2015-11-29",24.2324
"2015-11-30",24.358
"2015-12-01",24.3919
"2015-12-02",24.3291
"2015-12-03",24.5598
"2015-12-04",24.5435
"2015-12-05",24.6811
"2015-12-06",24.7165
"2015-12-07",24.6886
"2015-12-08",24.3433
"2015-12-09",24.9605
"2015-12-10",24.783
"2015-12-11",24.4822
"2015-12-12",22.9741
"2015-12-13",24.0574
"2015-12-14",24.3169
"2015-12-15",24.0512
"2015-12-16",21.8021
"2015-12-17",23.8078
"2015-12-18",24.3948
"2015-12-19",23.8363
"2015-12-20",23.7129
"2015-12-21",22.2888
"2015-12-22",22.1598
"2015-12-23",22.95
"2015-12-24",21.6518
"2015-12-25",21.3724
"2015-12-26",22.9774
"2015-12-27",24.4762
"2015-12-28",24.3407
"2015-12-29",24.4231
"2015-12-30",23.7687
"2015-12-31",22.9354
"2016-01-01",23.2252
"2016-01-02",23.3881
"2016-01-03",22.9929
"2016-01-04",22.7052
"2016-01-05",23.8297
"2016-01-06",23.5205
"2016-01-07",22.6887
"2016-01-08",22.2295
"2016-01-09",22.1713
"2016-01-10",22.0826
"2016-01-11",21.425
"2016-01-12",20.3766
"2016-01-13",20.9556
"2016-01-14",19.3527
"2016-01-15",20.3028
"2016-01-16",21.7918
"2016-01-17",20.9298
"2016-01-18",21.0938
"2016-01-19",21.9519
"2016-01-20",22.3524
"2016-01-21",22.3012
"2016-01-22",22.8265
"2016-01-23",24.1258
"2016-01-24",24.1529
"2016-01-25",23.2678
"2016-01-26",22.2677
"2016-01-27",21.2198
"2016-01-28",21.0489
"2016-01-29",20.7883
"2016-01-30",20.3603
"2016-01-31",21.1198
"2016-02-01",20.9228
"2016-02-02",21.2832
"2016-02-03",20.5886
"2016-02-04",20.4773
"2016-02-05",21.1619
"2016-02-06",22.0015
"2016-02-07",22.8966
"2016-02-08",23.206
"2016-02-09",23.4972
"2016-02-10",23.5363
"2016-02-11",21.9711
"2016-02-12",20.9503
"2016-02-13",21.0642
"2016-02-14",21.6224
"2016-02-15",23.4216
"2016-02-16",22.4713
"2016-02-17",24.0984
"2016-02-18",24.0168
"2016-02-19",24.1113
"2016-02-20",24.5542
"2016-02-21",24.0841
"2016-02-22",22.578
"2016-02-23",21.5204
"2016-02-24",23.5594
"2016-02-25",24.8545
"2016-02-26",23.6022
"2016-02-27",24.4867
"2016-02-28",24.8539
"2016-02-29",24.2197
"2016-03-01",23.9145
"2016-03-02",23.6355
"2016-03-03",22.9675
"2016-03-04",24.0391
"2016-03-05",23.2581
"2016-03-06",22.8931
"2016-03-07",23.284
"2016-03-08",23.5651
"2016-03-09",24.7494
"2016-03-10",24.7913
"2016-03-11",23.8925
"2016-03-12",23.8006
"2016-03-13",24.1128
"2016-03-14",23.1778
"2016-03-15",23.1688
"2016-03-16",24.1084
"2016-03-17",23.7229
"2016-03-18",22.5389
"2016-03-19",22.6525
"2016-03-20",22.8274
"2016-03-21",23.6695
"2016-03-22",24.654
"2016-03-23",24.8687
"2016-03-24",23.2241
"2016-03-25",22.7896
"2016-03-26",23.1126
"2016-03-27",23.6749
"2016-03-28",24.8899
"2016-03-29",24.9101
"2016-03-30",24.7537
"2016-03-31",24.8157
"2016-04-01",24.3776
"2016-04-02",23.834
"2016-04-03",24.5279
"2016-04-04",23.799
"2016-04-05",23.7309
"2016-04-06",24.6976
"2016-04-07",24.82
"2016-04-08",24.5149
"2016-04-09",24.6361
"2016-04-10",24.6841
"2016-04-11",24.6943
"2016-04-12",25.5941
"2016-04-13",25.1777
"2016-04-14",25.3987
"2016-04-15",25.7553
"2016-04-16",25.2224
"2016-04-17",24.775
"2016-04-18",25.18
"2016-04-19",25.3078
"2016-04-20",25.5362
"2016-04-21",25.8465
"2016-04-22",26.0054
"2016-04-23",25.2045
"2016-04-24",25.4006
"2016-04-25",25.6469
"2016-04-26",24.4693
"2016-04-27",24.8833
"2016-04-28",25.1298
"2016-04-29",25.0472
"2016-04-30",24.6922
"2016-05-01",24.9923
"2016-05-02",25.2344
"2016-05-03",24.873
"2016-05-04",24.8353
"2016-05-05",25.1381
"2016-05-06",24.7597
"2016-05-07",24.9625
"2016-05-08",25.3088
"2016-05-09",25.5054
"2016-05-10",25.1937
"2016-05-11",25.3766
"2016-05-12",25.0738
"2016-05-13",24.7458
"2016-05-14",25.4608
"2016-05-15",25.0623
"2016-05-16",25.3209
"2016-05-17",24.3911
"2016-05-18",25.7238
"2016-05-19",25.4141
"2016-05-20",25.7183
"2016-05-21",26.1916
"2016-05-22",26.2663
"2016-05-23",26.2708
"2016-05-24",26.0503
"2016-05-25",26.0275
"2016-05-26",25.8872
"2016-05-27",25.4166
"2016-05-28",25.2018
"2016-05-29",25.2518
"2016-05-30",25.3327
"2016-05-31",25.4999
"2016-06-01",25.0786
"2016-06-02",24.9535
"2016-06-03",25.0433
"2016-06-04",25.215
"2016-06-05",25.1571
"2016-06-06",24.6722
"2016-06-07",24.6434
"2016-06-08",24.1445
"2016-06-09",24.8921
"2016-06-10",24.9777
"2016-06-11",24.9965
"2016-06-12",25.0916
"2016-06-13",24.6448
"2016-06-14",24.5476
"2016-06-15",23.8823
"2016-06-16",24.0413
"2016-06-17",24.4763
"2016-06-18",24.1876
"2016-06-19",24.055
"2016-06-20",24.1574
"2016-06-21",23.7038
"2016-06-22",24.1524
"2016-06-23",23.6213
"2016-06-24",23.7277
"2016-06-25",23.7144
"2016-06-26",24.356
"2016-06-27",24.3502
"2016-06-28",24.0282
"2016-06-29",24.2385
"2016-06-30",24.1487
"2016-07-01",24.1575
"2016-07-02",23.522
"2016-07-03",23.4875
"2016-07-04",23.9988
"2016-07-05",23.607
"2016-07-06",23.9781
"2016-07-07",23.9682
"2016-07-08",24.0165
"2016-07-09",23.7994
"2016-07-10",23.5279
"2016-07-11",23.3234
"2016-07-12",23.3023
"2016-07-13",23.53
"2016-07-14",24.0771
"2016-07-15",23.6276
"2016-07-16",24.0779
"2016-07-17",23.7754
"2016-07-18",23.7225
"2016-07-19",23.8697
"2016-07-20",23.8047
"2016-07-21",23.8897
"2016-07-22",23.7248
"2016-07-23",23.6601
"2016-07-24",24.0787
"2016-07-25",24.4241
"2016-07-26",24.4808
"2016-07-27",24.0302
"2016-07-28",24.2968
"2016-07-29",24.252
"2016-07-30",23.7974
"2016-07-31",23.2859
"2016-08-01",23.4412
"2016-08-02",22.6656
"2016-08-03",23.2841
"2016-08-04",23.4831
"2016-08-05",23.2409
"2016-08-06",23.275
"2016-08-07",23.6969
"2016-08-08",23.868
"2016-08-09",23.9863
"2016-08-10",24.0531
"2016-08-11",23.9435
"2016-08-12",23.9989
"2016-08-13",23.9784
"2016-08-14",24.0101
"2016-08-15",23.7158
"2016-08-16",23.5343
"2016-08-17",23.2829
"2016-08-18",23.8637
"2016-08-19",23.6418
"2016-08-20",23.6823
"2016-08-21",24.0339
"2016-08-22",24.4013
"2016-08-23",24.0822
"2016-08-24",24.2062
"2016-08-25",24.0992
"2016-08-26",24.0829
"2016-08-27",24.1034
"2016-08-28",23.8507
"2016-08-29",24.0354
"2016-08-30",23.9346
"2016-08-31",23.7375
"2016-09-01",23.5681
"2016-09-02",23.445
"2016-09-03",23.423
"2016-09-04",23.4136
"2016-09-05",23.258
"2016-09-06",23.045
"2016-09-07",22.3635
"2016-09-08",22.4538
"2016-09-09",22.6617
"2016-09-10",22.7913
"2016-09-11",23.0362
"2016-09-12",22.8621
"2016-09-13",23.131
"2016-09-14",23.7089
"2016-09-15",23.9992
"2016-09-16",23.4476
"2016-09-17",23.1443
"2016-09-18",23.3074
"2016-09-19",23.1479
"2016-09-20",23.2903
"2016-09-21",23.3931
"2016-09-22",23.3289
"2016-09-23",23.3455
"2016-09-24",23.062
"2016-09-25",23.2186
"2016-09-26",23.281
"2016-09-27",23.5078
"2016-09-28",23.4328
"2016-09-29",23.462
"2016-09-30",23.5357
"2016-10-01",22.4321
"2016-10-02",21.8798
"2016-10-03",21.9964
"2016-10-04",22.2407
"2016-10-05",23.274
"2016-10-06",23.2316
"2016-10-07",22.0489
"2016-10-08",22.2052
"2016-10-09",22.8884
"2016-10-10",22.8029
"2016-10-11",22.2794
"2016-10-12",22.858
"2016-10-13",24.3626
"2016-10-14",24.4808
"2016-10-15",23.4893
"2016-10-16",23.3231
"2016-10-17",23.0691
"2016-10-18",23.9842
"2016-10-19",24.0837
"2016-10-20",23.9696
"2016-10-21",23.8653
"2016-10-22",24.0537
"2016-10-23",23.2812
"2016-10-24",23.5203
"2016-10-25",23.922
"2016-10-26",23.4986
"2016-10-27",23.5204
"2016-10-28",23.704
"2016-10-29",23.61
"2016-10-30",24.3516
"2016-10-31",24.3887
"2016-11-01",24.2521
"2016-11-02",24.4376
"2016-11-03",24.4101
"2016-11-04",24.1384
"2016-11-05",24.5675
"2016-11-06",24.5958
"2016-11-07",23.8632
"2016-11-08",23.5185
"2016-11-09",22.8507
"2016-11-10",21.9854
"2016-11-11",23.2197
"2016-11-12",24.268
"2016-11-13",24.4556
"2016-11-14",24.507
"2016-11-15",24.4767
"2016-11-16",24.2987
"2016-11-17",24.2542
"2016-11-18",24.2827
"2016-11-19",24.1948
"2016-11-20",23.9363
"2016-11-21",24.2029
"2016-11-22",24.4654
"2016-11-23",24.0056
"2016-11-24",21.9614
"2016-11-25",22.0647
"2016-11-26",22.3275
"2016-11-27",21.4842
"2016-11-28",20.8139
"2016-11-29",20.9148
"2016-11-30",22.1792
"2016-12-01",19.9583
"2016-12-02",21.7483
"2016-12-03",23.1353
"2016-12-04",23.9298
"2016-12-05",23.6781
"2016-12-06",21.1023
"2016-12-07",23.7014
"2016-12-08",23.9236
"2016-12-09",22.6382
"2016-12-10",22.0173
"2016-12-11",22.8508
"2016-12-12",22.0003
"2016-12-13",21.6294
"2016-12-14",22.0742
"2016-12-15",22.9848
"2016-12-16",23.3598
"2016-12-17",22.9138
"2016-12-18",21.1522
"2016-12-19",23.2856
"2016-12-20",24.3918
"2016-12-21",24.0076
"2016-12-22",21.268
"2016-12-23",18.7452
"2016-12-24",18.6676
"2016-12-25",19.7529
"2016-12-26",22.7965
"2016-12-27",24.0888
"2016-12-28",23.9098
"2016-12-29",23.7519
"2016-12-30",22.0395
"2016-12-31",22.0105
"2017-01-01",22.8751
"2017-01-02",23.0287
"2017-01-03",22.6093
"2017-01-04",20.3736
"2017-01-05",19.7786
"2017-01-06",19.8985
"2017-01-07",18.2329
"2017-01-08",18.1189
"2017-01-09",18.3667
"2017-01-10",19.5285
"2017-01-11",20.0764
"2017-01-12",20.5761
"2017-01-13",19.5055
"2017-01-14",20.9253
"2017-01-15",21.1065
"2017-01-16",19.2158
"2017-01-17",18.0174
"2017-01-18",18.3999
"2017-01-19",20.5319
"2017-01-20",23.09
"2017-01-21",23.6887
"2017-01-22",22.973
"2017-01-23",23.0666
"2017-01-24",23.3472
"2017-01-25",23.566
"2017-01-26",23.7247
"2017-01-27",23.5659
"2017-01-28",23.7414
"2017-01-29",23.85
"2017-01-30",23.5806
"2017-01-31",20.9828
"2017-02-01",20.0417
"2017-02-02",19.9299
"2017-02-03",19.2776
"2017-02-04",18.3007
"2017-02-05",18.6836
"2017-02-06",18.9133
"2017-02-07",18.6565
"2017-02-08",18.9246
"2017-02-09",18.7417
"2017-02-10",19.0302
"2017-02-11",18.6214
"2017-02-12",19.5022
"2017-02-13",22.297
"2017-02-14",23.8141
"2017-02-15",22.5351
"2017-02-16",21.2808
"2017-02-17",19.9488
"2017-02-18",21.4464
"2017-02-19",21.7148
"2017-02-20",21.5171
"2017-02-21",22.5032
"2017-02-22",22.2635
"2017-02-23",23.2196
"2017-02-24",22.6551
"2017-02-25",22.2132
"2017-02-26",21.4925
"2017-02-27",23.2682
"2017-02-28",23.8123
"2017-03-01",22.7346
"2017-03-02",23.3828
"2017-03-03",23.7823
"2017-03-04",23.6844
"2017-03-05",24.0358
"2017-03-06",24.5784
"2017-03-07",24.3311
"2017-03-08",24.5718
"2017-03-09",24.4028
"2017-03-10",23.8272
"2017-03-11",24.1557
"2017-03-12",23.99
"2017-03-13",24.1663
"2017-03-14",24.4167
"2017-03-15",23.9758
"2017-03-16",24.1283
"2017-03-17",22.9492
"2017-03-18",22.8596
"2017-03-19",24.3133
"2017-03-20",24.4277
"2017-03-21",24.2135
"2017-03-22",23.3888
"2017-03-23",22.1333
"2017-03-24",19.5613
"2017-03-25",19.7178
"2017-03-26",20.5006
"2017-03-27",23.072
"2017-03-28",24.0449
"2017-03-29",24.1217
"2017-03-30",24.5508
"2017-03-31",23.9281
"2017-04-01",23.6446
"2017-04-02",24.225
"2017-04-03",24.6092
"2017-04-04",24.4933
"2017-04-05",24.6595
"2017-04-06",24.9687
"2017-04-07",25.1455
"2017-04-08",23.8913
"2017-04-09",24.1981
"2017-04-10",24.321
"2017-04-11",24.8144
"2017-04-12",25.1927
"2017-04-13",24.8554
"2017-04-14",24.5664
"2017-04-15",24.6702
"2017-04-16",24.7923
"2017-04-17",24.4196
"2017-04-18",24.1345
"2017-04-19",23.947
"2017-04-20",23.6951
"2017-04-21",23.5467
"2017-04-22",24.5068
"2017-04-23",24.9887
"2017-04-24",24.8351
"2017-04-25",24.6829
"2017-04-26",24.2894
"2017-04-27",24.598
"2017-04-28",24.5178
"2017-04-29",25.1314
"2017-04-30",24.3128
"2017-05-01",24.1742
"2017-05-02",24.3247
"2017-05-03",24.4848
"2017-05-04",24.9922
"2017-05-05",24.9965
"2017-05-06",24.9319
"2017-05-07",24.7868
"2017-05-08",24.9042
"2017-05-09",25.0777
"2017-05-10",25.0733
"2017-05-11",25.3768
"2017-05-12",24.831
"2017-05-13",25.1704
"2017-05-14",25.633
"2017-05-15",25.4604
"2017-05-16",25.4314
"2017-05-17",25.211
"2017-05-18",25.2274
"2017-05-19",25.125
"2017-05-20",25.4083
"2017-05-21",25.1107
"2017-05-22",25.7128
"2017-05-23",25.1985
"2017-05-24",24.6938
"2017-05-25",25.2979
"2017-05-26",25.2156
"2017-05-27",25.2104
"2017-05-28",24.9532
"2017-05-29",25.1539
"2017-05-30",24.9214
"2017-05-31",24.7512
"2017-06-01",24.8637
"2017-06-02",24.4107
"2017-06-03",24.637
"2017-06-04",24.8646
"2017-06-05",24.8829
"2017-06-06",24.6616
"2017-06-07",24.7591
"2017-06-08",24.3435
"2017-06-09",24.4293
"2017-06-10",23.7739
"2017-06-11",23.7287
"2017-06-12",24.0426
"2017-06-13",24.4209
"2017-06-14",24.2859
"2017-06-15",24.3265
"2017-06-16",24.1153
"2017-06-17",24.4619
"2017-06-18",24.353
"2017-06-19",24.3987
"2017-06-20",24.2507
"2017-06-21",23.9477
"2017-06-22",24.2121
"2017-06-23",24.5734
"2017-06-24",24.237
"2017-06-25",24.133
"2017-06-26",23.7592
"2017-06-27",23.5379
"2017-06-28",23.6526
"2017-06-29",23.6562
"2017-06-30",24.299
"2017-07-01",24.6108
"2017-07-02",24.5189
"2017-07-03",24.3243
"2017-07-04",24.4748
"2017-07-05",24.2243
"2017-07-06",24.3747
"2017-07-07",24.3615
"2017-07-08",24.4385
"2017-07-09",23.819
"2017-07-10",23.5074
"2017-07-11",23.8722
"2017-07-12",23.8908
"2017-07-13",23.9824
"2017-07-14",23.9702
"2017-07-15",23.9227
"2017-07-16",24.0189
"2017-07-17",23.8819
"2017-07-18",23.5641
"2017-07-19",24.1192
"2017-07-20",23.942
"2017-07-21",23.9362
"2017-07-22",24.2582
"2017-07-23",24.2962
"2017-07-24",24.1194
"2017-07-25",23.6281
"2017-07-26",23.8657
"2017-07-27",24.0584
"2017-07-28",24.5406
"2017-07-29",24.3858
"2017-07-30",24.0305
"2017-07-31",24.3885
"2017-08-01",24.7268
"2017-08-02",24.7687
"2017-08-03",24.3125
"2017-08-04",24.5549
"2017-08-05",24.9008
"2017-08-06",24.7756
"2017-08-07",24.9326
"2017-08-08",24.8907
"2017-08-09",25.057
"2017-08-10",24.6649
"2017-08-11",24.5029
"2017-08-12",24.3883
"2017-08-13",24.8919
"2017-08-14",24.4896
"2017-08-15",24.0298
"2017-08-16",23.1012
"2017-08-17",23.8034
"2017-08-18",24.26
"2017-08-19",23.9784
"2017-08-20",23.8269
"2017-08-21",24.14
"2017-08-22",24.1407
"2017-08-23",24.5626
"2017-08-24",24.7166
"2017-08-25",24.641
"2017-08-26",23.8777
"2017-08-27",23.5539
"2017-08-28",24.091
"2017-08-29",23.8656
"2017-08-30",24.1978
"2017-08-31",25.079
"2017-09-01",24.581
"2017-09-02",24.7945
"2017-09-03",24.9205
"2017-09-04",24.7392
"2017-09-05",24.2752
"2017-09-06",24.1681
"2017-09-07",23.9214
"2017-09-08",24.1859
"2017-09-09",24.2299
"2017-09-10",24.1382
"2017-09-11",24.3424
"2017-09-12",24.5191
"2017-09-13",24.1817
"2017-09-14",24.0049
"2017-09-15",24.4408
"2017-09-16",24.3064
"2017-09-17",24.073
"2017-09-18",24.3116
"2017-09-19",24.1288
"2017-09-20",23.8177
"2017-09-21",23.3201
"2017-09-22",24.0442
"2017-09-23",24.001
"2017-09-24",23.4521
"2017-09-25",23.8223
"2017-09-26",23.8434
"2017-09-27",23.7606
"2017-09-28",23.2743
"2017-09-29",23.2674
"2017-09-30",23.9334
"2017-10-01",23.6408
"2017-10-02",23.5289
"2017-10-03",23.5941
"2017-10-04",23.6441
"2017-10-05",24.6242
"2017-10-06",24.0962
"2017-10-07",24.4448
"2017-10-08",23.8975
"2017-10-09",24.3209
"2017-10-10",24.6738
"2017-10-11",24.19
"2017-10-12",24.5723
"2017-10-13",24.7409
"2017-10-14",24.6515
"2017-10-15",24.6423
"2017-10-16",24.2322
"2017-10-17",24.5259
"2017-10-18",24.3759
"2017-10-19",24.588
"2017-10-20",24.4357
"2017-10-21",23.7635
"2017-10-22",24.2809
"2017-10-23",24.7445
"2017-10-24",24.7421
"2017-10-25",24.1948
"2017-10-26",24.108
"2017-10-27",24.3214
"2017-10-28",24.3419
"2017-10-29",24.4475
"2017-10-30",24.2888
"2017-10-31",24.1173
"2017-11-01",24.3064
"2017-11-02",24.2118
"2017-11-03",24.381
"2017-11-04",24.2597
"2017-11-05",24.3806
"2017-11-06",24.2125
"2017-11-07",24.1025
"2017-11-08",24.4358
"2017-11-09",24.4305
"2017-11-10",24.103
"2017-11-11",23.9969
"2017-11-12",22.617
"2017-11-13",23.44
"2017-11-14",23.6641
"2017-11-15",23.8721
"2017-11-16",24.1693
"2017-11-17",23.7103
"2017-11-18",24.865
"2017-11-19",24.5939
"2017-11-20",24.6906
"2017-11-21",24.6835
"2017-11-22",24.3903
"2017-11-23",23.0835
"2017-11-24",23.3695
"2017-11-25",23.5881
"2017-11-26",24.427
"2017-11-27",24.5467
"2017-11-28",24.6852
"2017-11-29",24.4395
"2017-11-30",24.5821
"2017-12-01",24.0951
"2017-12-02",23.6368
"2017-12-03",24.0316
"2017-12-04",23.2421
"2017-12-05",24.3602
"2017-12-06",23.5099
"2017-12-07",22.9288
"2017-12-08",21.9996
"2017-12-09",22.4865
"2017-12-10",23.4302
"2017-12-11",23.3967
"2017-12-12",23.6805
"2017-12-13",24.0595
"2017-12-14",24.5023
"2017-12-15",24.357
"2017-12-16",23.8253
"2017-12-17",22.3704
"2017-12-18",21.0915
"2017-12-19",23.2624
"2017-12-20",23.5182
"2017-12-21",22.2786
"2017-12-22",21.4092
"2017-12-23",20.5652
"2017-12-24",22.414
"2017-12-25",23.5549
"2017-12-26",23.4241
"2017-12-27",21.1785
"2017-12-28",19.6191
"2017-12-29",19.3892
"2017-12-30",20.8085
"2017-12-31",21.7472
"2018-01-01",22.4643
"2018-01-02",22.5365
"2018-01-03",22.2818
"2018-01-04",21.059
"2018-01-05",18.4797
"2018-01-06",18.2003
"2018-01-07",18.6325
"2018-01-08",19.8984
"2018-01-09",22.8033
"2018-01-10",23.1427
"2018-01-11",23.6162
"2018-01-12",23.7363
"2018-01-13",23.5403
"2018-01-14",22.3561
"2018-01-15",21.7159
"2018-01-16",21.4575
"2018-01-17",19.0355
"2018-01-18",18.7928
"2018-01-19",19.499
"2018-01-20",19.3918
"2018-01-21",19.8058
"2018-01-22",20.5944
"2018-01-23",20.7589
"2018-01-24",20.4763
"2018-01-25",20.949
"2018-01-26",20.7968
"2018-01-27",20.5412
"2018-01-28",20.674
"2018-01-29",23.0595
"2018-01-30",23.055
"2018-01-31",20.6688
"2018-02-01",20.3469
"2018-02-02",18.9691
"2018-02-03",18.9003
"2018-02-04",20.0249
"2018-02-05",21.7102
"2018-02-06",23.9306
"2018-02-07",24.0067
"2018-02-08",23.498
"2018-02-09",22.9104
"2018-02-10",22.1785
"2018-02-11",22.7125
"2018-02-12",22.2767
"2018-02-13",21.5995
"2018-02-14",23.1994
"2018-02-15",23.6278
"2018-02-16",21.937
"2018-02-17",20.4773
"2018-02-18",19.648
"2018-02-19",18.7629
"2018-02-20",19.1533
"2018-02-21",19.6091
"2018-02-22",20.177
"2018-02-23",21.6089
"2018-02-24",23.1001
"2018-02-25",23.358
"2018-02-26",23.4371
"2018-02-27",23.7681
"2018-02-28",23.6471
"2018-03-01",23.5893
"2018-03-02",22.8271
"2018-03-03",22.3529
"2018-03-04",22.0783
"2018-03-05",21.9483
"2018-03-06",20.9976
"2018-03-07",21.0441
"2018-03-08",22.0148
"2018-03-09",22.1631
"2018-03-10",22.5618
"2018-03-11",23.1872
"2018-03-12",23.7664
"2018-03-13",24.0291
"2018-03-14",24.5096
"2018-03-15",24.1126
"2018-03-16",24.575
"2018-03-17",24.3664
"2018-03-18",23.6588
"2018-03-19",22.4
"2018-03-20",21.8201
"2018-03-21",23.2174
"2018-03-22",23.7127
"2018-03-23",23.877
"2018-03-24",22.4583
"2018-03-25",23.1741
"2018-03-26",24.4069
"2018-03-27",24.7301
"2018-03-28",24.2774
"2018-03-29",23.941
"2018-03-30",24.3073
"2018-03-31",24.4435
"2018-04-01",24.1231
"2018-04-02",24.0328
"2018-04-03",24.2484
"2018-04-04",24.1164
"2018-04-05",23.2159
"2018-04-06",23.3403
"2018-04-07",23.7882
"2018-04-08",24.3628
"2018-04-09",24.3189
"2018-04-10",24.9293
"2018-04-11",25.0082
"2018-04-12",24.95
"2018-04-13",24.6369
"2018-04-14",24.749
"2018-04-15",24.9513
"2018-04-16",25.2217
"2018-04-17",24.9209
"2018-04-18",25.0447
"2018-04-19",24.606
"2018-04-20",24.9917
"2018-04-21",24.3723
"2018-04-22",24.515
"2018-04-23",24.293
"2018-04-24",24.1182
"2018-04-25",24.1498
"2018-04-26",24.0514
"2018-04-27",24.2671
"2018-04-28",24.7103
"2018-04-29",24.0802
"2018-04-30",24.719
"2018-05-01",25.2039
"2018-05-02",24.5686
"2018-05-03",24.4152
"2018-05-04",24.5026
"2018-05-05",24.6441
"2018-05-06",25.3935
"2018-05-07",25.2759
"2018-05-08",24.8156
"2018-05-09",24.52
"2018-05-10",25.0926
"2018-05-11",25.2759
"2018-05-12",25.0967
"2018-05-13",24.9693
"2018-05-14",24.9796
"2018-05-15",24.9326
"2018-05-16",24.8342
"2018-05-17",24.7686
"2018-05-18",24.6029
"2018-05-19",25.0385
"2018-05-20",24.9348
"2018-05-21",24.5331
"2018-05-22",25.249
"2018-05-23",24.8152
"2018-05-24",24.7113
"2018-05-25",24.6292
"2018-05-26",24.9805
"2018-05-27",24.936
"2018-05-28",24.6988
"2018-05-29",24.7384
"2018-05-30",25.0493
"2018-05-31",25.2651
"2018-06-01",25.0766
"2018-06-02",25.1992
"2018-06-03",25.2895
"2018-06-04",25.1017
"2018-06-05",25.02
"2018-06-06",24.9411
"2018-06-07",24.6395
"2018-06-08",24.5181
"2018-06-09",24.4876
"2018-06-10",24.643
"2018-06-11",24.1346
"2018-06-12",23.6675
"2018-06-13",24.145
"2018-06-14",24.6413
"2018-06-15",24.5222
"2018-06-16",24.2585
"2018-06-17",24.3274
"2018-06-18",24.1928
"2018-06-19",23.3553
"2018-06-20",23.3155
"2018-06-21",23.6549
"2018-06-22",23.6756
"2018-06-23",23.7074
"2018-06-24",23.7996
"2018-06-25",23.6892
"2018-06-26",23.4586
"2018-06-27",23.6085
"2018-06-28",23.4871
"2018-06-29",23.4459
"2018-06-30",24.2648
"2018-07-01",24.3671
"2018-07-02",24.2962
"2018-07-03",24.3437
"2018-07-04",24.2998
"2018-07-05",24.0022
"2018-07-06",23.9326
"2018-07-07",23.3896
"2018-07-08",23.9596
"2018-07-09",24.0353
"2018-07-10",23.571
"2018-07-11",23.8375
"2018-07-12",23.7125
"2018-07-13",23.4088
"2018-07-14",23.6859
"2018-07-15",23.7526
"2018-07-16",23.228
"2018-07-17",22.8692
"2018-07-18",23.1723
"2018-07-19",23.1534
"2018-07-20",22.7496
"2018-07-21",23.2959
"2018-07-22",22.9875
"2018-07-23",23.2575
"2018-07-24",23.8075
"2018-07-25",23.9268
"2018-07-26",24.2064
"2018-07-27",23.8719
"2018-07-28",23.7013
"2018-07-29",23.7609
"2018-07-30",23.879
"2018-07-31",23.5767
"2018-08-01",23.4252
"2018-08-02",23.4061
"2018-08-03",23.557
"2018-08-04",23.5081
"2018-08-05",23.3755
"2018-08-06",23.0698
"2018-08-07",23.0605
"2018-08-08",23.0204
"2018-08-09",23.322
"2018-08-10",23.3245
"2018-08-11",23.1018
"2018-08-12",23.4188
"2018-08-13",23.5226
"2018-08-14",23.3001
"2018-08-15",23.2501
"2018-08-16",23.0834
"2018-08-17",23.3293
"2018-08-18",22.9579
"2018-08-19",22.9263
"2018-08-20",22.9011
"2018-08-21",22.7052
"2018-08-22",22.709
"2018-08-23",22.5895
"2018-08-24",23.1211
"2018-08-25",23.2628
"2018-08-26",23.4634
"2018-08-27",23.1596
"2018-08-28",23.7636
"2018-08-29",23.6722
"2018-08-30",23.4307
"2018-08-31",23.7701
"2018-09-01",23.5226
"2018-09-02",23.1784
"2018-09-03",23.352
"2018-09-04",22.2921
"2018-09-05",21.9543
"2018-09-06",22.2668
"2018-09-07",21.9193
"2018-09-08",22.4187
"2018-09-09",23.1857
"2018-09-10",23.6621
"2018-09-11",23.0052
"2018-09-12",22.4611
"2018-09-13",21.3898
"2018-09-14",22.3387
"2018-09-15",22.1819
"2018-09-16",23.2215
"2018-09-17",23.6823
"2018-09-18",23.0412
"2018-09-19",23.3333
"2018-09-20",23.2312
"2018-09-21",23.019
"2018-09-22",22.6586
"2018-09-23",23.4211
"2018-09-24",23.8888
"2018-09-25",24.0615
"2018-09-26",23.7489
"2018-09-27",23.8444
"2018-09-28",24.2532
"2018-09-29",24.6067
"2018-09-30",24.7211
"2018-10-01",24.7763
"2018-10-02",24.7281
"2018-10-03",24.5581
"2018-10-04",24.4779
"2018-10-05",24.5136
"2018-10-06",24.7664
"2018-10-07",24.3711
"2018-10-08",24.6018
"2018-10-09",24.4986
"2018-10-10",24.6778
"2018-10-11",24.8403
"2018-10-12",24.4651
"2018-10-13",24.2115
"2018-10-14",24.4271
"2018-10-15",24.1522
"2018-10-16",23.9996
"2018-10-17",23.9915
"2018-10-18",24.1992
"2018-10-19",24.3726
"2018-10-20",24.2021
"2018-10-21",24.1434
"2018-10-22",24.456
"2018-10-23",24.2788
"2018-10-24",24.5075
"2018-10-25",24.2907
"2018-10-26",24.2297
"2018-10-27",24.3988
"2018-10-28",24.4791
"2018-10-29",24.4696
"2018-10-30",24.8551
"2018-10-31",24.6744
"2018-11-01",23.9639
"2018-11-02",24.4376
