,"(deg C) Mean Dew Point Temperature (ERA5) at Trincomalee, 2007-01-01 to 2025-12-31"
"2015-11-14",24.0289
"2015-11-15",24.3352
"2015-11-16",23.5899
"2015-11-17",24.4271
"2015-11-18",24.4255
"2015-11-19",24.4339
"2015-11-20",24.2663
"2015-11-21",24.5055
"2015-11-22",24.6988
"2015-11-23",24.654
"2015-11-24",24.5806
"2015-11-25",23.637
"2015-11-26",23.4546
"2015-11-27",24.111
"2015-11-28",23.8299
"2015-11-29",24.4072
"2015-11-30",24.3275
"2015-12-01",24.2706
"2015-12-02",24.2253
"2015-12-03",24.4147
"2015-12-04",24.4648
"2015-12-05",24.7763
"2015-12-06",24.5756
"2015-12-07",24.6203
"2015-12-08",24.2034
"2015-12-09",24.7315
"2015-12-10",24.5793
"2015-12-11",24.3804
"2015-12-12",23.2768
"2015-12-13",24.5414
"2015-12-14",24.268
"2015-12-15",23.986
"2015-12-16",21.6276
"2015-12-17",23.805
"2015-12-18",24.3289
"2015-12-19",23.5605
"2015-12-20",23.7042
"2015-12-21",22.9692
"2015-12-22",22.1614
"2015-12-23",22.393
"2015-12-24",21.1883
"2015-12-25",21.5524
"2015-12-26",23.2811
"2015-12-27",24.3852
"2015-12-28",24.5516
"2015-12-29",24.5915
"2015-12-30",24.0612
"2015-12-31",23.7297
"2016-01-01",23.7442
"2016-01-02",23.6996
"2016-01-03",24.0719
"2016-01-04",23.6808
"2016-01-05",24.0025
"2016-01-06",23.5991
"2016-01-07",22.9007
"2016-01-08",22.3092
"2016-01-09",22.1436
"2016-01-10",22.2989
"2016-01-11",21.7386
"2016-01-12",20.7449
"2016-01-13",21.1646
"2016-01-14",19.7026
"2016-01-15",21.0167
"2016-01-16",22.4869
"2016-01-17",21.0858
"2016-01-18",21.2353
"2016-01-19",21.9807
"2016-01-20",22.4108
"2016-01-21",22.2542
"2016-01-22",23.054
"2016-01-23",24.2281
"2016-01-24",24.126
"2016-01-25",23.3091
"2016-01-26",22.3367
"2016-01-27",21.2119
"2016-01-28",21.3811
"2016-01-29",20.5564
"2016-01-30",20.5497
"2016-01-31",21.0567
"2016-02-01",21.0714
"2016-02-02",21.1509
"2016-02-03",20.6153
"2016-02-04",20.6892
"2016-02-05",21.5534
"2016-02-06",22.1625
"2016-02-07",23.0291
"2016-02-08",23.4334
"2016-02-09",23.9558
"2016-02-10",23.6654
"2016-02-11",21.8549
"2016-02-12",20.8403
"2016-02-13",20.8899
"2016-02-14",21.5218
"2016-02-15",23.5702
"2016-02-16",22.3762
"2016-02-17",24.25
"2016-02-18",24.4494
"2016-02-19",24.5006
"2016-02-20",24.7106
"2016-02-21",24.0159
"2016-02-22",22.4569
"2016-02-23",21.2037
"2016-02-24",23.8523
"2016-02-25",24.6488
"2016-02-26",23.4085
"2016-02-27",24.155
"2016-02-28",24.8511
"2016-02-29",24.2172
"2016-03-01",24.0897
"2016-03-02",23.5884
"2016-03-03",23.3773
"2016-03-04",24.0067
"2016-03-05",23.2507
"2016-03-06",23.5261
"2016-03-07",23.7619
"2016-03-08",24.0821
"2016-03-09",24.8524
"2016-03-10",24.5207
"2016-03-11",23.6681
"2016-03-12",23.7312
"2016-03-13",23.7631
"2016-03-14",22.6792
"2016-03-15",22.5422
"2016-03-16",23.8942
"2016-03-17",23.5117
"2016-03-18",22.0663
"2016-03-19",21.8272
"2016-03-20",21.9569
"2016-03-21",22.7952
"2016-03-22",24.2151
"2016-03-23",24.0026
"2016-03-24",22.5339
"2016-03-25",22.6584
"2016-03-26",22.9564
"2016-03-27",23.6269
"2016-03-28",24.3525
"2016-03-29",24.5936
"2016-03-30",24.5629
"2016-03-31",24.6997
"2016-04-01",24.109
"2016-04-02",23.6057
"2016-04-03",24.2141
"2016-04-04",23.2779
"2016-04-05",22.8268
"2016-04-06",24.0414
"2016-04-07",24.4379
"2016-04-08",24.1026
"2016-04-09",24.4853
"2016-04-10",24.6836
"2016-04-11",24.4951
"2016-04-12",24.6035
"2016-04-13",24.7424
"2016-04-14",25.2422
"2016-04-15",25.5254
"2016-04-16",24.8345
"2016-04-17",24.7271
"2016-04-18",24.8804
"2016-04-19",24.8814
"2016-04-20",25.019
"2016-04-21",24.8465
"2016-04-22",24.6709
"2016-04-23",24.1681
"2016-04-24",24.3443
"2016-04-25",24.9636
"2016-04-26",24.3594
"2016-04-27",24.7476
"2016-04-28",24.5392
"2016-04-29",24.6249
"2016-04-30",24.546
"2016-05-01",24.2519
"2016-05-02",23.9699
"2016-05-03",24.3299
"2016-05-04",24.1598
"2016-05-05",24.7161
"2016-05-06",24.6616
"2016-05-07",24.7469
"2016-05-08",25.0314
"2016-05-09",25.2685
"2016-05-10",25.0255
"2016-05-11",25.3728
"2016-05-12",24.9324
"2016-05-13",24.9426
"2016-05-14",25.5062
"2016-05-15",24.9804
"2016-05-16",25.0939
"2016-05-17",24.581
"2016-05-18",24.8784
"2016-05-19",24.7062
"2016-05-20",24.8191
"2016-05-21",25.1453
"2016-05-22",25.2481
"2016-05-23",25.2802
"2016-05-24",25.1464
"2016-05-25",24.9119
"2016-05-26",24.9113
"2016-05-27",24.512
"2016-05-28",24.2487
"2016-05-29",24.2091
"2016-05-30",24.3388
"2016-05-31",24.4766
"2016-06-01",23.9577
"2016-06-02",23.9143
"2016-06-03",24.2832
"2016-06-04",24.2947
"2016-06-05",24.2717
"2016-06-06",23.6898
"2016-06-07",23.7266
"2016-06-08",23.6387
"2016-06-09",23.9435
"2016-06-10",24.04
"2016-06-11",24.0662
"2016-06-12",24.285
"2016-06-13",23.5144
"2016-06-14",23.16
"2016-06-15",22.467
"2016-06-16",22.759
"2016-06-17",23.1798
"2016-06-18",23.4301
"2016-06-19",23.2327
"2016-06-20",23.2788
"2016-06-21",22.7563
"2016-06-22",23.343
"2016-06-23",22.608
"2016-06-24",22.7644
"2016-06-25",22.5782
"2016-06-26",23.1977
"2016-06-27",23.2234
"2016-06-28",22.9336
"2016-06-29",23.2067
"2016-06-30",22.8776
"2016-07-01",22.8995
"2016-07-02",22.3559
"2016-07-03",22.5186
"2016-07-04",23.1702
"2016-07-05",22.57
"2016-07-06",22.7204
"2016-07-07",22.8539
"2016-07-08",22.8837
"2016-07-09",22.8507
"2016-07-10",22.244
"2016-07-11",21.9508
"2016-07-12",21.9289
"2016-07-13",22.2902
"2016-07-14",23.2412
"2016-07-15",22.8175
"2016-07-16",22.9949
"2016-07-17",22.5871
"2016-07-18",22.3661
"2016-07-19",23.5974
"2016-07-20",23.5908
"2016-07-21",23.6594
"2016-07-22",22.7733
"2016-07-23",22.6067
"2016-07-24",23.3443
"2016-07-25",23.839
"2016-07-26",23.8021
"2016-07-27",23.2423
"2016-07-28",23.1027
"2016-07-29",23.4625
"2016-07-30",22.771
"2016-07-31",22.3262
"2016-08-01",22.1991
"2016-08-02",21.361
"2016-08-03",21.9913
"2016-08-04",22.1356
"2016-08-05",22.0215
"2016-08-06",21.9827
"2016-08-07",22.8792
"2016-08-08",23.2547
"2016-08-09",23.0883
"2016-08-10",23.1244
"2016-08-11",22.7591
"2016-08-12",23.4337
"2016-08-13",23.0133
"2016-08-14",22.7078
"2016-08-15",22.4536
"2016-08-16",22.2195
"2016-08-17",21.8807
"2016-08-18",22.716
"2016-08-19",23.2134
"2016-08-20",22.7886
"2016-08-21",23.6297
"2016-08-22",24.1023
"2016-08-23",23.3241
"2016-08-24",23.3385
"2016-08-25",23.0427
"2016-08-26",23.0556
"2016-08-27",22.917
"2016-08-28",22.7482
"2016-08-29",22.7427
"2016-08-30",22.9799
"2016-08-31",22.8358
"2016-09-01",22.4493
"2016-09-02",22.3783
"2016-09-03",22.4216
"2016-09-04",22.3905
"2016-09-05",21.9568
"2016-09-06",21.6012
"2016-09-07",21.2093
"2016-09-08",21.025
"2016-09-09",21.3487
"2016-09-10",21.3563
"2016-09-11",21.7307
"2016-09-12",21.4937
"2016-09-13",21.9416
"2016-09-14",23.041
"2016-09-15",22.9206
"2016-09-16",22.1215
"2016-09-17",21.9115
"2016-09-18",22.1514
"2016-09-19",22.461
"2016-09-20",22.6219
"2016-09-21",22.3779
"2016-09-22",22.2652
"2016-09-23",22.2143
"2016-09-24",21.7734
"2016-09-25",21.7747
"2016-09-26",22.0038
"2016-09-27",22.4624
"2016-09-28",22.3071
"2016-09-29",22.2839
"2016-09-30",22.2646
"2016-10-01",21.2469
"2016-10-02",20.8326
"2016-10-03",21.2653
"2016-10-04",21.004
"2016-10-05",22.5209
"2016-10-06",21.7256
"2016-10-07",20.157
"2016-10-08",20.6249
"2016-10-09",21.5914
"2016-10-10",21.2354
"2016-10-11",20.4619
"2016-10-12",21.2439
"2016-10-13",23.4247
"2016-10-14",23.6855
"2016-10-15",22.7357
"2016-10-16",22.4728
"2016-10-17",21.918
"2016-10-18",22.9461
"2016-10-19",23.4497
"2016-10-20",23.4099
"2016-10-21",22.8022
"2016-10-22",23.0682
"2016-10-23",22.3772
"2016-10-24",22.8756
"2016-10-25",23.2672
"2016-10-26",22.3962
"2016-10-27",22.4943
"2016-10-28",22.7981
"2016-10-29",23.1258
"2016-10-30",23.8745
"2016-10-31",24.1283
"2016-11-01",24.1084
"2016-11-02",23.9772
"2016-11-03",24.2403
"2016-11-04",23.5527
"2016-11-05",23.9747
"2016-11-06",23.8383
"2016-11-07",23.3339
"2016-11-08",23.2765
"2016-11-09",22.8086
"2016-11-10",23.0048
"2016-11-11",23.7639
"2016-11-12",24.1921
"2016-11-13",24.3271
"2016-11-14",24.2876
"2016-11-15",23.9999
"2016-11-16",24.1714
"2016-11-17",23.9773
"2016-11-18",24.1638
"2016-11-19",24.0726
"2016-11-20",23.818
"2016-11-21",24.2451
"2016-11-22",24.5538
"2016-11-23",24.2017
"2016-11-24",22.3268
"2016-11-25",22.6375
"2016-11-26",22.5925
"2016-11-27",21.658
"2016-11-28",20.8307
"2016-11-29",20.8462
"2016-11-30",21.5643
"2016-12-01",19.1058
"2016-12-02",22.1075
"2016-12-03",23.488
"2016-12-04",23.5969
"2016-12-05",23.2429
"2016-12-06",21.3616
"2016-12-07",23.8087
"2016-12-08",23.7186
"2016-12-09",22.5638
"2016-12-10",21.8999
"2016-12-11",22.5247
"2016-12-12",20.7729
"2016-12-13",20.663
"2016-12-14",21.541
"2016-12-15",22.8768
"2016-12-16",23.3385
"2016-12-17",23.1221
"2016-12-18",21.3617
"2016-12-19",23.5957
"2016-12-20",24.5727
"2016-12-21",23.7983
"2016-12-22",21.7014
"2016-12-23",18.9343
"2016-12-24",18.4781
"2016-12-25",20.0483
"2016-12-26",23.0101
"2016-12-27",24.125
"2016-12-28",23.798
"2016-12-29",23.5389
"2016-12-30",22.7215
"2016-12-31",22.3648
"2017-01-01",22.5542
"2017-01-02",23.1637
"2017-01-03",22.3553
"2017-01-04",20.4695
"2017-01-05",19.6978
"2017-01-06",20.0981
"2017-01-07",18.2801
"2017-01-08",18.3268
"2017-01-09",18.8196
"2017-01-10",19.906
"2017-01-11",19.8462
"2017-01-12",20.232
"2017-01-13",19.2682
"2017-01-14",20.5979
"2017-01-15",20.7931
"2017-01-16",19.0817
"2017-01-17",18.2049
"2017-01-18",18.8425
"2017-01-19",20.9771
"2017-01-20",23.0392
"2017-01-21",23.7501
"2017-01-22",23.2724
"2017-01-23",23.3184
"2017-01-24",23.342
"2017-01-25",23.5675
"2017-01-26",23.7402
"2017-01-27",23.3591
"2017-01-28",23.5329
"2017-01-29",23.6318
"2017-01-30",23.617
"2017-01-31",20.8482
"2017-02-01",19.833
"2017-02-02",19.707
"2017-02-03",18.8816
"2017-02-04",18.1496
"2017-02-05",18.9042
"2017-02-06",19.2354
"2017-02-07",19.1323
"2017-02-08",18.6907
"2017-02-09",18.4971
"2017-02-10",19.0141
"2017-02-11",18.7202
"2017-02-12",19.6018
"2017-02-13",22.3644
"2017-02-14",23.8131
"2017-02-15",22.8382
"2017-02-16",21.4497
"2017-02-17",20.6822
"2017-02-18",22.1025
"2017-02-19",22.0512
"2017-02-20",22.1154
"2017-02-21",21.9996
"2017-02-22",22.0258
"2017-02-23",23.4481
"2017-02-24",22.6818
"2017-02-25",22.3044
"2017-02-26",21.8573
"2017-02-27",23.6133
"2017-02-28",23.8118
"2017-03-01",22.7665
"2017-03-02",23.5081
"2017-03-03",23.915
"2017-03-04",23.5527
"2017-03-05",23.6708
"2017-03-06",24.4631
"2017-03-07",24.1303
"2017-03-08",24.1576
"2017-03-09",24.268
"2017-03-10",23.6171
"2017-03-11",23.8787
"2017-03-12",23.8271
"2017-03-13",24.0837
"2017-03-14",24.4423
"2017-03-15",23.8952
"2017-03-16",23.6547
"2017-03-17",22.4764
"2017-03-18",22.3736
"2017-03-19",23.6258
"2017-03-20",23.7065
"2017-03-21",23.7325
"2017-03-22",22.9338
"2017-03-23",21.55
"2017-03-24",19.6262
"2017-03-25",20.3193
"2017-03-26",21.0192
"2017-03-27",22.8256
"2017-03-28",24.1001
"2017-03-29",24.1827
"2017-03-30",24.4193
"2017-03-31",23.6395
"2017-04-01",23.1091
"2017-04-02",23.8486
"2017-04-03",23.9918
"2017-04-04",24.2253
"2017-04-05",24.2161
"2017-04-06",24.5303
"2017-04-07",24.4743
"2017-04-08",23.2974
"2017-04-09",23.0531
"2017-04-10",23.7031
"2017-04-11",24.2412
"2017-04-12",24.6184
"2017-04-13",24.6333
"2017-04-14",23.7461
"2017-04-15",23.8982
"2017-04-16",23.1746
"2017-04-17",22.9326
"2017-04-18",23.2539
"2017-04-19",22.8379
"2017-04-20",22.3776
"2017-04-21",22.2167
"2017-04-22",23.1972
"2017-04-23",23.562
"2017-04-24",23.9798
"2017-04-25",23.7959
"2017-04-26",22.9878
"2017-04-27",23.6146
"2017-04-28",24.2151
"2017-04-29",24.6818
"2017-04-30",24.0991
"2017-05-01",23.4665
"2017-05-02",23.4339
"2017-05-03",23.4757
"2017-05-04",24.2489
"2017-05-05",23.9387
"2017-05-06",24.4
"2017-05-07",24.4237
"2017-05-08",24.5168
"2017-05-09",24.4373
"2017-05-10",24.1732
"2017-05-11",24.8432
"2017-05-12",24.5872
"2017-05-13",24.5628
"2017-05-14",24.8238
"2017-05-15",24.6413
"2017-05-16",24.6098
"2017-05-17",24.3675
"2017-05-18",24.3151
"2017-05-19",24.2461
"2017-05-20",24.4916
"2017-05-21",24.1323
"2017-05-22",24.9719
"2017-05-23",24.3273
"2017-05-24",23.5745
"2017-05-25",24.3346
"2017-05-26",24.1815
"2017-05-27",24.25
"2017-05-28",23.8882
"2017-05-29",23.8381
"2017-05-30",23.7572
"2017-05-31",23.5949
"2017-06-01",23.7638
"2017-06-02",23.2774
"2017-06-03",23.5183
"2017-06-04",23.7188
"2017-06-05",23.7415
"2017-06-06",23.5005
"2017-06-07",23.9262
"2017-06-08",23.2506
"2017-06-09",22.948
"2017-06-10",22.5726
"2017-06-11",22.7048
"2017-06-12",23.0356
"2017-06-13",23.4194
"2017-06-14",23.5403
"2017-06-15",23.5803
"2017-06-16",23.3495
"2017-06-17",23.6845
"2017-06-18",23.5321
"2017-06-19",23.5071
"2017-06-20",23.3547
"2017-06-21",22.8899
"2017-06-22",23.1137
"2017-06-23",23.3951
"2017-06-24",23.093
"2017-06-25",23.254
"2017-06-26",22.87
"2017-06-27",22.5693
"2017-06-28",22.4322
"2017-06-29",22.546
"2017-06-30",23.2071
"2017-07-01",23.4825
"2017-07-02",23.5066
"2017-07-03",23.1663
"2017-07-04",23.834
"2017-07-05",23.3368
"2017-07-06",23.8451
"2017-07-07",23.7243
"2017-07-08",23.978
"2017-07-09",22.9157
"2017-07-10",22.5876
"2017-07-11",22.9305
"2017-07-12",23.909
"2017-07-13",23.0187
"2017-07-14",22.8247
"2017-07-15",22.8703
"2017-07-16",22.8184
"2017-07-17",22.6154
"2017-07-18",22.3422
"2017-07-19",23.1366
"2017-07-20",22.8439
"2017-07-21",22.8014
"2017-07-22",23.4541
"2017-07-23",23.384
"2017-07-24",23.8237
"2017-07-25",23.5185
"2017-07-26",23.206
"2017-07-27",23.8717
"2017-07-28",23.9889
"2017-07-29",24.2323
"2017-07-30",23.7573
"2017-07-31",24.0554
"2017-08-01",23.907
"2017-08-02",23.8077
"2017-08-03",23.2317
"2017-08-04",23.5706
"2017-08-05",23.8207
"2017-08-06",23.8491
"2017-08-07",23.9157
"2017-08-08",24.2351
"2017-08-09",24.3554
"2017-08-10",23.9131
"2017-08-11",23.6124
"2017-08-12",23.9003
"2017-08-13",24.5631
"2017-08-14",23.7962
"2017-08-15",23.0774
"2017-08-16",22.1611
"2017-08-17",22.8896
"2017-08-18",23.6864
"2017-08-19",22.9673
"2017-08-20",22.7405
"2017-08-21",22.9805
"2017-08-22",22.8999
"2017-08-23",24.0043
"2017-08-24",24.2757
"2017-08-25",24.3517
"2017-08-26",22.9158
"2017-08-27",22.6715
"2017-08-28",23.095
"2017-08-29",22.8134
"2017-08-30",23.5796
"2017-08-31",24.3907
"2017-09-01",24.401
"2017-09-02",24.4043
"2017-09-03",24.4308
"2017-09-04",24.4278
"2017-09-05",23.7419
"2017-09-06",23.3962
"2017-09-07",23.4734
"2017-09-08",23.8775
"2017-09-09",23.84
"2017-09-10",23.5404
"2017-09-11",24.0751
"2017-09-12",24.6519
"2017-09-13",23.6742
"2017-09-14",23.0492
"2017-09-15",23.3263
"2017-09-16",23.2031
"2017-09-17",23.143
"2017-09-18",23.2793
"2017-09-19",23.1072
"2017-09-20",22.6677
"2017-09-21",22.1674
"2017-09-22",23.1228
"2017-09-23",23.2831
"2017-09-24",22.827
"2017-09-25",22.9545
"2017-09-26",23.1724
"2017-09-27",22.8482
"2017-09-28",22.4458
"2017-09-29",22.3578
"2017-09-30",23.2527
"2017-10-01",22.9885
"2017-10-02",22.6985
"2017-10-03",23.0507
"2017-10-04",23.1674
"2017-10-05",24.2356
"2017-10-06",23.2797
"2017-10-07",24.1924
"2017-10-08",23.5221
"2017-10-09",23.6145
"2017-10-10",24.3625
"2017-10-11",23.6451
"2017-10-12",24.1901
"2017-10-13",24.3091
"2017-10-14",23.7485
"2017-10-15",23.7016
"2017-10-16",23.1641
"2017-10-17",24.0806
"2017-10-18",23.4452
"2017-10-19",23.5495
"2017-10-20",23.5579
"2017-10-21",22.7731
"2017-10-22",23.5936
"2017-10-23",24.074
"2017-10-24",24.0995
"2017-10-25",23.7939
"2017-10-26",23.8222
"2017-10-27",24.0911
"2017-10-28",24.2094
"2017-10-29",24.1125
"2017-10-30",24.3181
"2017-10-31",24.0555
"2017-11-01",24.1727
"2017-11-02",24.0139
"2017-11-03",24.1131
"2017-11-04",24.1066
"2017-11-05",24.1462
"2017-11-06",23.9371
"2017-11-07",23.9419
"2017-11-08",23.9092
"2017-11-09",24.0703
"2017-11-10",23.9871
"2017-11-11",24.1085
"2017-11-12",22.2976
"2017-11-13",23.7005
"2017-11-14",22.9489
"2017-11-15",22.476
"2017-11-16",23.2833
"2017-11-17",23.2067
"2017-11-18",24.913
"2017-11-19",24.3413
"2017-11-20",24.2927
"2017-11-21",24.5189
"2017-11-22",24.2246
"2017-11-23",22.9969
"2017-11-24",22.9015
"2017-11-25",23.4043
"2017-11-26",24.1379
"2017-11-27",24.2401
"2017-11-28",24.4967
"2017-11-29",24.1533
"2017-11-30",24.4222
"2017-12-01",23.9665
"2017-12-02",23.5236
"2017-12-03",24.0096
"2017-12-04",23.7103
"2017-12-05",24.4039
"2017-12-06",23.2851
"2017-12-07",22.4425
"2017-12-08",21.6064
"2017-12-09",22.4916
"2017-12-10",23.0738
"2017-12-11",22.9265
"2017-12-12",23.6133
"2017-12-13",24.2649
"2017-12-14",24.1554
"2017-12-15",24.2523
"2017-12-16",23.5276
"2017-12-17",22.4
"2017-12-18",20.8541
"2017-12-19",23.4385
"2017-12-20",23.4193
"2017-12-21",22.201
"2017-12-22",20.6628
"2017-12-23",20.573
"2017-12-24",22.4326
"2017-12-25",23.41
"2017-12-26",23.7268
"2017-12-27",22.0572
"2017-12-28",20.2064
"2017-12-29",20.2196
"2017-12-30",21.2794
"2017-12-31",21.7335
"2018-01-01",22.227
"2018-01-02",22.3956
"2018-01-03",22.172
"2018-01-04",21.1003
"2018-01-05",18.469
"2018-01-06",18.4144
"2018-01-07",18.5908
"2018-01-08",20.0169
"2018-01-09",22.4343
"2018-01-10",22.9837
"2018-01-11",23.4641
"2018-01-12",23.4728
"2018-01-13",23.6643
"2018-01-14",22.4047
"2018-01-15",21.4713
"2018-01-16",21.1349
"2018-01-17",19.1751
"2018-01-18",18.7761
"2018-01-19",19.4906
"2018-01-20",19.775
"2018-01-21",20.2688
"2018-01-22",21.0121
"2018-01-23",20.9342
"2018-01-24",20.2695
"2018-01-25",20.4517
"2018-01-26",20.7964
"2018-01-27",20.77
"2018-01-28",20.9051
"2018-01-29",23.2751
"2018-01-30",23.4039
"2018-01-31",21.2869
"2018-02-01",20.5806
"2018-02-02",19.3625
"2018-02-03",19.3691
"2018-02-04",20.8589
"2018-02-05",21.9681
"2018-02-06",23.7139
"2018-02-07",23.727
"2018-02-08",23.5088
"2018-02-09",23.0348
"2018-02-10",21.9194
"2018-02-11",22.4607
"2018-02-12",22.3289
"2018-02-13",21.7711
"2018-02-14",23.2056
"2018-02-15",23.8072
"2018-02-16",21.7301
"2018-02-17",20.1398
"2018-02-18",19.6067
"2018-02-19",18.4399
"2018-02-20",18.9155
"2018-02-21",19.6578
"2018-02-22",20.5651
"2018-02-23",21.7134
"2018-02-24",23.3045
"2018-02-25",23.5181
"2018-02-26",23.6888
"2018-02-27",23.5799
"2018-02-28",23.6284
"2018-03-01",23.197
"2018-03-02",22.7994
"2018-03-03",22.3305
"2018-03-04",22.2772
"2018-03-05",22.2573
"2018-03-06",20.8937
"2018-03-07",20.8464
"2018-03-08",21.9358
"2018-03-09",22.0112
"2018-03-10",22.6842
"2018-03-11",23.1843
"2018-03-12",23.6555
"2018-03-13",24.1765
"2018-03-14",24.2773
"2018-03-15",23.7627
"2018-03-16",24.4751
"2018-03-17",24.3314
"2018-03-18",24.0089
"2018-03-19",22.4449
"2018-03-20",22.1048
"2018-03-21",23.2199
"2018-03-22",23.0388
"2018-03-23",23.3231
"2018-03-24",22.1549
"2018-03-25",23.0701
"2018-03-26",24.3362
"2018-03-27",24.2803
"2018-03-28",23.5642
"2018-03-29",23.5156
"2018-03-30",24.3019
"2018-03-31",23.4527
"2018-04-01",23.7056
"2018-04-02",23.5805
"2018-04-03",23.9914
"2018-04-04",24.0673
"2018-04-05",23.2197
"2018-04-06",23.2624
"2018-04-07",23.5497
"2018-04-08",23.94
"2018-04-09",24.0647
"2018-04-10",24.6578
"2018-04-11",24.5619
"2018-04-12",24.6838
"2018-04-13",24.4318
"2018-04-14",24.567
"2018-04-15",24.8184
"2018-04-16",25.026
"2018-04-17",24.8281
"2018-04-18",24.6602
"2018-04-19",24.4386
"2018-04-20",24.5249
"2018-04-21",24.4123
"2018-04-22",23.686
"2018-04-23",24.0447
"2018-04-24",23.8231
"2018-04-25",23.6773
"2018-04-26",23.8159
"2018-04-27",24.2025
"2018-04-28",24.2267
"2018-04-29",23.7921
"2018-04-30",24.0648
"2018-05-01",24.4649
"2018-05-02",24.0234
"2018-05-03",24.0828
"2018-05-04",24.1935
"2018-05-05",24.457
"2018-05-06",24.8796
"2018-05-07",24.7534
"2018-05-08",24.507
"2018-05-09",24.1953
"2018-05-10",24.7653
"2018-05-11",25.1124
"2018-05-12",24.5441
"2018-05-13",24.8238
"2018-05-14",24.5877
"2018-05-15",24.7708
"2018-05-16",24.6466
"2018-05-17",24.2848
"2018-05-18",24.0339
"2018-05-19",24.417
"2018-05-20",24.109
"2018-05-21",23.5903
"2018-05-22",24.6251
"2018-05-23",24.1564
"2018-05-24",24.227
"2018-05-25",24.3327
"2018-05-26",24.2386
"2018-05-27",24.2401
"2018-05-28",23.7844
"2018-05-29",23.467
"2018-05-30",23.8636
"2018-05-31",24.2157
"2018-06-01",24.3643
"2018-06-02",24.5269
"2018-06-03",24.4419
"2018-06-04",24.2016
"2018-06-05",24.2146
"2018-06-06",24.2817
"2018-06-07",23.7415
"2018-06-08",23.5862
"2018-06-09",23.5309
"2018-06-10",23.5613
"2018-06-11",22.9842
"2018-06-12",22.4731
"2018-06-13",23.1959
"2018-06-14",23.5442
"2018-06-15",23.5763
"2018-06-16",23.4332
"2018-06-17",23.3363
"2018-06-18",23.2645
"2018-06-19",22.469
"2018-06-20",22.3059
"2018-06-21",22.607
"2018-06-22",22.721
"2018-06-23",22.7839
"2018-06-24",22.8072
"2018-06-25",22.7409
"2018-06-26",22.4978
"2018-06-27",22.3353
"2018-06-28",22.3045
"2018-06-29",22.3067
"2018-06-30",23.3937
"2018-07-01",23.9013
"2018-07-02",23.6806
"2018-07-03",23.4991
"2018-07-04",23.2597
"2018-07-05",23.1334
"2018-07-06",22.9742
"2018-07-07",22.011
"2018-07-08",22.7489
"2018-07-09",22.7972
"2018-07-10",22.4491
"2018-07-11",22.5173
"2018-07-12",22.4776
"2018-07-13",22.1631
"2018-07-14",22.5661
"2018-07-15",22.6191
"2018-07-16",21.9803
"2018-07-17",21.4226
"2018-07-18",21.5815
"2018-07-19",21.7986
"2018-07-20",21.3102
"2018-07-21",22.1366
"2018-07-22",22.0939
"2018-07-23",22.6212
"2018-07-24",23.2114
"2018-07-25",23.3422
"2018-07-26",23.674
"2018-07-27",23.1839
"2018-07-28",22.7077
"2018-07-29",22.67
"2018-07-30",23.0172
"2018-07-31",22.6307
"2018-08-01",22.3874
"2018-08-02",22.7145
"2018-08-03",22.5553
"2018-08-04",22.5906
"2018-08-05",22.5037
"2018-08-06",21.7172
"2018-08-07",21.612
"2018-08-08",21.8607
"2018-08-09",22.2374
"2018-08-10",22.4981
"2018-08-11",21.9987
"2018-08-12",22.3145
"2018-08-13",22.4674
"2018-08-14",22.4123
"2018-08-15",21.8783
"2018-08-16",21.8226
"2018-08-17",22.0715
"2018-08-18",21.7046
"2018-08-19",21.9303
"2018-08-20",21.6664
"2018-08-21",21.6345
"2018-08-22",22.0388
"2018-08-23",22.5183
"2018-08-24",23.1345
"2018-08-25",23.3589
"2018-08-26",23.1449
"2018-08-27",22.9929
"2018-08-28",23.3989
"2018-08-29",23.1315
"2018-08-30",23.1633
"2018-08-31",22.9547
"2018-09-01",22.1187
"2018-09-02",22.1098
"2018-09-03",22.3559
"2018-09-04",21.1962
"2018-09-05",20.3733
"2018-09-06",20.8546
"2018-09-07",20.4181
"2018-09-08",21.4804
"2018-09-09",22.5134
"2018-09-10",23.2588
"2018-09-11",22.3386
"2018-09-12",22.0904
"2018-09-13",21.2816
"2018-09-14",21.4481
"2018-09-15",20.907
"2018-09-16",22.1521
"2018-09-17",22.0234
"2018-09-18",21.5261
"2018-09-19",22.1812
"2018-09-20",22.3227
"2018-09-21",22.4412
"2018-09-22",22.0288
"2018-09-23",23.0567
"2018-09-24",23.3867
"2018-09-25",23.7474
"2018-09-26",23.628
"2018-09-27",23.7504
"2018-09-28",24.0402
"2018-09-29",24.5573
"2018-09-30",24.7786
"2018-10-01",24.6494
"2018-10-02",24.6316
"2018-10-03",24.2908
"2018-10-04",24.4963
"2018-10-05",24.4968
"2018-10-06",24.5556
"2018-10-07",24.2032
"2018-10-08",24.2856
"2018-10-09",24.3343
"2018-10-10",23.6546
"2018-10-11",23.7684
"2018-10-12",23.4032
"2018-10-13",23.4627
"2018-10-14",24.1003
"2018-10-15",23.9263
"2018-10-16",23.763
"2018-10-17",23.2923
"2018-10-18",23.4678
"2018-10-19",24.1333
"2018-10-20",23.704
"2018-10-21",23.7249
"2018-10-22",24.0468
"2018-10-23",24.1856
"2018-10-24",24.3285
"2018-10-25",24.039
"2018-10-26",24.0451
"2018-10-27",24.3104
"2018-10-28",24.445
"2018-10-29",24.4615
