,"(deg C) Mean Dew Point Temperature (ERA5) at Kandy, 2007-01-01 to 2025-12-31"
"2015-11-15",21.7545
"2015-11-16",21.6126
"2015-11-17",22.3416
"2015-11-18",22.309
"2015-11-19",22.2029
"2015-11-20",22.2035
"2015-11-21",22.0533
"2015-11-22",21.9568
"2015-11-23",22.1195
"2015-11-24",21.8535
"2015-11-25",21.5824
"2015-11-26",20.9361
"2015-11-27",21.0425
"2015-11-28",21.7349
"2015-11-29",21.9665
"2015-11-30",22.0386
"2015-12-01",21.9711
"2015-12-02",22.2215
"2015-12-03",22.429
"2015-12-04",22.3564
"2015-12-05",22.7005
"2015-12-06",22.4975
"2015-12-07",22.704
"2015-12-08",22.4836
"2015-12-09",22.7004
"2015-12-10",22.1193
"2015-12-11",22.4078
"2015-12-12",22.5125
"2015-12-13",22.8566
"2015-12-14",22.1205
"2015-12-15",22.3246
"2015-12-16",20.9562
"2015-12-17",21.1203
"2015-12-18",21.9041
"2015-12-19",21.3046
"2015-12-20",20.9225
"2015-12-21",20.8792
"2015-12-22",19.179
"2015-12-23",19.1884
"2015-12-24",18.3521
"2015-12-25",19.9213
"2015-12-26",21.2754
"2015-12-27",21.8374
"2015-12-28",21.4799
"2015-12-29",21.8696
"2015-12-30",21.2819
"2015-12-31",21.5646
"2016-01-01",21.3068
"2016-01-02",21.149
"2016-01-03",21.1735
"2016-01-04",21.7688
"2016-01-05",22.0054
"2016-01-06",21.5868
"2016-01-07",21.145
"2016-01-08",20.538
"2016-01-09",20.4796
"2016-01-10",21.0048
"2016-01-11",20.5536
"2016-01-12",19.5231
"2016-01-13",18.8824
"2016-01-14",18.3312
"2016-01-15",18.8413
"2016-01-16",19.9226
"2016-01-17",19.126
"2016-01-18",19.0602
"2016-01-19",19.8858
"2016-01-20",20.8118
"2016-01-21",20.7445
"2016-01-22",20.3306
"2016-01-23",21.6977
"2016-01-24",21.8765
"2016-01-25",21.6361
"2016-01-26",20.1812
"2016-01-27",17.8702
"2016-01-28",17.5793
"2016-01-29",17.3655
"2016-01-30",18.1395
"2016-01-31",18.8852
"2016-02-01",19.0409
"2016-02-02",17.383
"2016-02-03",16.5545
"2016-02-04",18.02
"2016-02-05",19.6319
"2016-02-06",20.7428
"2016-02-07",21.2363
"2016-02-08",20.895
"2016-02-09",21.5707
"2016-02-10",21.1885
"2016-02-11",19.349
"2016-02-12",17.2911
"2016-02-13",17.4662
"2016-02-14",19.196
"2016-02-15",21.2445
"2016-02-16",19.7395
"2016-02-17",21.8282
"2016-02-18",21.7973
"2016-02-19",21.5645
"2016-02-20",21.2317
"2016-02-21",20.3629
"2016-02-22",19.2707
"2016-02-23",18.1369
"2016-02-24",20.8766
"2016-02-25",21.8412
"2016-02-26",19.9461
"2016-02-27",20.4456
"2016-02-28",20.8572
"2016-02-29",20.7857
"2016-03-01",20.5712
"2016-03-02",20.3495
"2016-03-03",20.3823
"2016-03-04",21.0709
"2016-03-05",20.3603
"2016-03-06",19.9407
"2016-03-07",21.1961
"2016-03-08",21.0604
"2016-03-09",21.4227
"2016-03-10",22.2721
"2016-03-11",20.5848
"2016-03-12",20.559
"2016-03-13",21.4565
"2016-03-14",20.7399
"2016-03-15",20.9171
"2016-03-16",21.4899
"2016-03-17",21.2332
"2016-03-18",19.0107
"2016-03-19",20.0226
"2016-03-20",18.4784
"2016-03-21",19.4737
"2016-03-22",20.0785
"2016-03-23",20.1684
"2016-03-24",18.386
"2016-03-25",18.4845
"2016-03-26",19.3248
"2016-03-27",20.8926
"2016-03-28",22.0853
"2016-03-29",21.9802
"2016-03-30",21.8096
"2016-03-31",21.7049
"2016-04-01",21.3079
"2016-04-02",20.6935
"2016-04-03",20.8106
"2016-04-04",21.0567
"2016-04-05",21.3152
"2016-04-06",21.5472
"2016-04-07",22.6467
"2016-04-08",22.3034
"2016-04-09",21.9461
"2016-04-10",22.1475
"2016-04-11",22.1791
"2016-04-12",22.6356
"2016-04-13",23.2165
"2016-04-14",22.6381
"2016-04-15",22.5655
"2016-04-16",22.7162
"2016-04-17",22.486
"2016-04-18",22.6944
"2016-04-19",23.1031
"2016-04-20",23.0269
"2016-04-21",23.1131
"2016-04-22",23.4385
"2016-04-23",23.327
"2016-04-24",22.6042
"2016-04-25",22.1443
"2016-04-26",22.4263
"2016-04-27",23.0393
"2016-04-28",22.3249
"2016-04-29",22.2495
"2016-04-30",22.4388
"2016-05-01",22.8934
"2016-05-02",22.9468
"2016-05-03",23.1499
"2016-05-04",22.5875
"2016-05-05",22.8759
"2016-05-06",23.1498
"2016-05-07",22.9331
"2016-05-08",22.7154
"2016-05-09",22.8438
"2016-05-10",22.8736
"2016-05-11",22.707
"2016-05-12",22.8894
"2016-05-13",22.942
"2016-05-14",23.036
"2016-05-15",21.2596
"2016-05-16",22.519
"2016-05-17",22.5082
"2016-05-18",22.9291
"2016-05-19",23.0731
"2016-05-20",22.8733
"2016-05-21",23.1777
"2016-05-22",23.5497
"2016-05-23",23.5489
"2016-05-24",23.3421
"2016-05-25",22.9858
"2016-05-26",23.1878
"2016-05-27",22.5141
"2016-05-28",22.2547
"2016-05-29",22.2017
"2016-05-30",22.3489
"2016-05-31",22.4719
"2016-06-01",22.3211
"2016-06-02",22.5529
"2016-06-03",22.5814
"2016-06-04",22.6485
"2016-06-05",22.6278
"2016-06-06",22.2663
"2016-06-07",22.1727
"2016-06-08",21.8084
"2016-06-09",22.0816
"2016-06-10",21.8935
"2016-06-11",22.067
"2016-06-12",22.4622
"2016-06-13",22.273
"2016-06-14",22.0639
"2016-06-15",21.292
"2016-06-16",21.6409
"2016-06-17",22.2632
"2016-06-18",21.6789
"2016-06-19",21.5498
"2016-06-20",21.5008
"2016-06-21",21.4284
"2016-06-22",21.5076
"2016-06-23",21.339
"2016-06-24",21.5633
"2016-06-25",21.0102
"2016-06-26",21.3171
"2016-06-27",21.5026
"2016-06-28",21.5926
"2016-06-29",21.2175
"2016-06-30",21.2237
"2016-07-01",21.7303
"2016-07-02",21.2341
"2016-07-03",21.4867
"2016-07-04",21.8708
"2016-07-05",20.9996
"2016-07-06",21.1466
"2016-07-07",21.0249
"2016-07-08",21.9769
"2016-07-09",21.944
"2016-07-10",21.7495
"2016-07-11",21.7252
"2016-07-12",21.262
"2016-07-13",20.679
"2016-07-14",21.5301
"2016-07-15",21.4347
"2016-07-16",20.9411
"2016-07-17",21.0818
"2016-07-18",20.6862
"2016-07-19",20.5951
"2016-07-20",21.3525
"2016-07-21",21.2079
"2016-07-22",20.6435
"2016-07-23",21.0878
"2016-07-24",21.4264
"2016-07-25",21.5312
"2016-07-26",21.8674
"2016-07-27",21.6552
"2016-07-28",21.3408
"2016-07-29",21.2979
"2016-07-30",21.1567
"2016-07-31",20.7909
"2016-08-01",20.8854
"2016-08-02",20.4458
"2016-08-03",20.5898
"2016-08-04",21.1189
"2016-08-05",20.8838
"2016-08-06",20.6873
"2016-08-07",20.7413
"2016-08-08",21.2895
"2016-08-09",21.2565
"2016-08-10",20.8874
"2016-08-11",20.9162
"2016-08-12",21.4215
"2016-08-13",21.1789
"2016-08-14",21.4877
"2016-08-15",21.4734
"2016-08-16",21.5471
"2016-08-17",20.9884
"2016-08-18",20.8114
"2016-08-19",21.1913
"2016-08-20",21.219
"2016-08-21",21.279
"2016-08-22",21.9307
"2016-08-23",21.3749
"2016-08-24",21.4094
"2016-08-25",21.2762
"2016-08-26",21.2394
"2016-08-27",21.1822
"2016-08-28",20.959
"2016-08-29",20.7348
"2016-08-30",21.0251
"2016-08-31",21.2515
"2016-09-01",20.7525
"2016-09-02",20.4719
"2016-09-03",21.0003
"2016-09-04",20.8475
"2016-09-05",20.289
"2016-09-06",20.2118
"2016-09-07",19.1632
"2016-09-08",17.8974
"2016-09-09",20.0368
"2016-09-10",20.3259
"2016-09-11",19.9034
"2016-09-12",20.1598
"2016-09-13",20.6219
"2016-09-14",21.092
"2016-09-15",20.7747
"2016-09-16",20.4726
"2016-09-17",20.5044
"2016-09-18",20.9242
"2016-09-19",20.787
"2016-09-20",20.9741
"2016-09-21",20.5388
"2016-09-22",20.5884
"2016-09-23",20.4099
"2016-09-24",20.1662
"2016-09-25",20.364
"2016-09-26",20.4925
"2016-09-27",20.8281
"2016-09-28",20.9508
"2016-09-29",21.1552
"2016-09-30",20.6468
"2016-10-01",19.9104
"2016-10-02",20.0185
"2016-10-03",19.9195
"2016-10-04",19.9218
"2016-10-05",20.4449
"2016-10-06",19.2994
"2016-10-07",17.1295
"2016-10-08",18.9289
"2016-10-09",20.7122
"2016-10-10",19.5589
"2016-10-11",18.4511
"2016-10-12",18.8902
"2016-10-13",19.8457
"2016-10-14",21.0578
"2016-10-15",20.618
"2016-10-16",21.3483
"2016-10-17",20.8571
"2016-10-18",21.2211
"2016-10-19",21.1592
"2016-10-20",20.7587
"2016-10-21",19.774
"2016-10-22",20.4848
"2016-10-23",20.8785
"2016-10-24",20.9061
"2016-10-25",20.6357
"2016-10-26",20.3088
"2016-10-27",20.6146
"2016-10-28",20.4767
"2016-10-29",21.1911
"2016-10-30",21.6156
"2016-10-31",21.9102
"2016-11-01",21.8601
"2016-11-02",21.7737
"2016-11-03",21.9814
"2016-11-04",20.925
"2016-11-05",21.4148
"2016-11-06",21.0416
"2016-11-07",20.6757
"2016-11-08",20.0631
"2016-11-09",20.2827
"2016-11-10",20.6303
"2016-11-11",21.3837
"2016-11-12",22.0414
"2016-11-13",22.1214
"2016-11-14",21.7203
"2016-11-15",21.4093
"2016-11-16",21.1196
"2016-11-17",21.377
"2016-11-18",21.8037
"2016-11-19",22.1343
"2016-11-20",21.9055
"2016-11-21",22.3481
"2016-11-22",22.3451
"2016-11-23",22.0121
"2016-11-24",21.1508
"2016-11-25",21.3811
"2016-11-26",21.5534
"2016-11-27",20.3188
"2016-11-28",20.0903
"2016-11-29",19.3624
"2016-11-30",17.4031
"2016-12-01",18.8042
"2016-12-02",19.6131
"2016-12-03",20.0177
"2016-12-04",20.7996
"2016-12-05",19.4117
"2016-12-06",18.8449
"2016-12-07",20.9423
"2016-12-08",21.4841
"2016-12-09",21.0179
"2016-12-10",21.0964
"2016-12-11",19.8069
"2016-12-12",19.2758
"2016-12-13",19.2862
"2016-12-14",18.8094
"2016-12-15",19.469
"2016-12-16",20.5299
"2016-12-17",20.8255
"2016-12-18",19.5971
"2016-12-19",21.4188
"2016-12-20",22.0572
"2016-12-21",21.3419
"2016-12-22",20.2685
"2016-12-23",15.4137
"2016-12-24",14.8738
"2016-12-25",16.0877
"2016-12-26",19.2199
"2016-12-27",21.6427
"2016-12-28",21.5226
"2016-12-29",20.3044
"2016-12-30",19.7416
"2016-12-31",19.8791
"2017-01-01",20.2049
"2017-01-02",20.4779
"2017-01-03",19.8245
"2017-01-04",17.1202
"2017-01-05",15.6621
"2017-01-06",16.5924
"2017-01-07",15.0946
"2017-01-08",15.0514
"2017-01-09",15.7953
"2017-01-10",15.6825
"2017-01-11",14.2891
"2017-01-12",15.044
"2017-01-13",14.4571
"2017-01-14",16.4084
"2017-01-15",17.938
"2017-01-16",17.3994
"2017-01-17",15.9038
"2017-01-18",16.0911
"2017-01-19",18.5536
"2017-01-20",20.7872
"2017-01-21",20.7812
"2017-01-22",21.4046
"2017-01-23",20.9517
"2017-01-24",21.0634
"2017-01-25",21.3997
"2017-01-26",22.0969
"2017-01-27",21.4252
"2017-01-28",21.3035
"2017-01-29",21.5394
"2017-01-30",21.1807
"2017-01-31",19.4813
"2017-02-01",18.2951
"2017-02-02",17.4846
"2017-02-03",16.2645
"2017-02-04",15.953
"2017-02-05",17.5123
"2017-02-06",16.9271
"2017-02-07",15.0123
"2017-02-08",17.7739
"2017-02-09",17.6061
"2017-02-10",18.2559
"2017-02-11",17.545
"2017-02-12",17.1202
"2017-02-13",18.9564
"2017-02-14",20.818
"2017-02-15",20.0377
"2017-02-16",18.9486
"2017-02-17",19.1245
"2017-02-18",20.384
"2017-02-19",20.9929
"2017-02-20",19.9025
"2017-02-21",18.3575
"2017-02-22",19.1004
"2017-02-23",20.2638
"2017-02-24",20.1393
"2017-02-25",21.1415
"2017-02-26",20.8157
"2017-02-27",20.6329
"2017-02-28",21.2284
"2017-03-01",20.6304
"2017-03-02",20.6726
"2017-03-03",21.2953
"2017-03-04",21.6229
"2017-03-05",20.9681
"2017-03-06",21.6225
"2017-03-07",21.9057
"2017-03-08",21.7155
"2017-03-09",21.5202
"2017-03-10",21.0585
"2017-03-11",21.2369
"2017-03-12",21.6422
"2017-03-13",21.3843
"2017-03-14",21.781
"2017-03-15",21.3465
"2017-03-16",20.5427
"2017-03-17",20.1978
"2017-03-18",19.4978
"2017-03-19",21.1163
"2017-03-20",21.0611
"2017-03-21",20.4461
"2017-03-22",17.9365
"2017-03-23",16.9873
"2017-03-24",17.9464
"2017-03-25",18.5552
"2017-03-26",18.7714
"2017-03-27",20.536
"2017-03-28",21.2978
"2017-03-29",21.6468
"2017-03-30",22.4194
"2017-03-31",22.1776
"2017-04-01",21.732
"2017-04-02",21.6831
"2017-04-03",21.6913
"2017-04-04",21.6864
"2017-04-05",21.7359
"2017-04-06",21.4903
"2017-04-07",21.1711
"2017-04-08",20.1693
"2017-04-09",20.6427
"2017-04-10",21.7393
"2017-04-11",21.8024
"2017-04-12",22.4087
"2017-04-13",22.2955
"2017-04-14",21.998
"2017-04-15",21.6585
"2017-04-16",21.3512
"2017-04-17",22.1818
"2017-04-18",22.3444
"2017-04-19",21.9362
"2017-04-20",21.1575
"2017-04-21",20.7151
"2017-04-22",21.409
"2017-04-23",22.2407
"2017-04-24",22.6023
"2017-04-25",22.4937
"2017-04-26",22.124
"2017-04-27",22.0038
"2017-04-28",21.4123
"2017-04-29",20.8074
"2017-04-30",20.3322
"2017-05-01",20.8557
"2017-05-02",20.6776
"2017-05-03",20.6816
"2017-05-04",21.9958
"2017-05-05",22.642
"2017-05-06",22.2372
"2017-05-07",22.0561
"2017-05-08",22.2729
"2017-05-09",22.6221
"2017-05-10",22.4695
"2017-05-11",22.7841
"2017-05-12",22.5345
"2017-05-13",22.8316
"2017-05-14",22.7702
"2017-05-15",22.9424
"2017-05-16",22.6668
"2017-05-17",23.4281
"2017-05-18",22.8908
"2017-05-19",22.7195
"2017-05-20",23.1486
"2017-05-21",22.5426
"2017-05-22",23.4407
"2017-05-23",22.7089
"2017-05-24",21.6039
"2017-05-25",22.2983
"2017-05-26",22.3162
"2017-05-27",22.9809
"2017-05-28",22.6143
"2017-05-29",22.4058
"2017-05-30",22.0391
"2017-05-31",22.205
"2017-06-01",22.3442
"2017-06-02",22.1014
"2017-06-03",22.254
"2017-06-04",22.5711
"2017-06-05",22.3588
"2017-06-06",21.9704
"2017-06-07",21.7743
"2017-06-08",21.411
"2017-06-09",21.7851
"2017-06-10",21.5122
"2017-06-11",21.4365
"2017-06-12",21.5091
"2017-06-13",22.0886
"2017-06-14",22.2458
"2017-06-15",22.2739
"2017-06-16",21.8145
"2017-06-17",22.2762
"2017-06-18",22.24
"2017-06-19",22.1091
"2017-06-20",21.9369
"2017-06-21",21.3628
"2017-06-22",21.6582
"2017-06-23",21.7334
"2017-06-24",21.2958
"2017-06-25",21.3696
"2017-06-26",21.1625
"2017-06-27",21.1045
"2017-06-28",20.9416
"2017-06-29",21.2636
"2017-06-30",21.6892
"2017-07-01",21.7611
"2017-07-02",21.6069
"2017-07-03",21.6215
"2017-07-04",21.5857
"2017-07-05",21.0056
"2017-07-06",21.5285
"2017-07-07",21.827
"2017-07-08",21.5117
"2017-07-09",21.0411
"2017-07-10",21.046
"2017-07-11",21.0421
"2017-07-12",21.4819
"2017-07-13",21.0035
"2017-07-14",20.8674
"2017-07-15",20.8739
"2017-07-16",20.6987
"2017-07-17",20.7186
"2017-07-18",20.3703
"2017-07-19",20.7331
"2017-07-20",21.077
"2017-07-21",21.0709
"2017-07-22",21.3489
"2017-07-23",21.4685
"2017-07-24",21.5654
"2017-07-25",21.9646
"2017-07-26",21.8719
"2017-07-27",21.3706
"2017-07-28",21.4072
"2017-07-29",21.6854
"2017-07-30",21.6812
"2017-07-31",21.7906
"2017-08-01",21.3893
"2017-08-02",21.5475
"2017-08-03",21.3555
"2017-08-04",21.9744
"2017-08-05",21.9798
"2017-08-06",21.8807
"2017-08-07",21.5567
"2017-08-08",21.5404
"2017-08-09",21.5145
"2017-08-10",21.6775
"2017-08-11",21.1023
"2017-08-12",20.8457
"2017-08-13",21.8412
"2017-08-14",21.2789
"2017-08-15",20.3987
"2017-08-16",19.9212
"2017-08-17",20.7359
"2017-08-18",21.871
"2017-08-19",21.6737
"2017-08-20",21.1046
"2017-08-21",21.0117
"2017-08-22",21.3703
"2017-08-23",21.8144
"2017-08-24",22.0388
"2017-08-25",21.6742
"2017-08-26",21.2364
"2017-08-27",21.2208
"2017-08-28",21.3939
"2017-08-29",21.2297
"2017-08-30",21.5251
"2017-08-31",22.6146
"2017-09-01",22.2303
"2017-09-02",22.2992
"2017-09-03",22.4937
"2017-09-04",22.301
"2017-09-05",21.61
"2017-09-06",21.6695
"2017-09-07",21.399
"2017-09-08",21.4701
"2017-09-09",21.8314
"2017-09-10",21.7414
"2017-09-11",22.3049
"2017-09-12",22.6595
"2017-09-13",21.1475
"2017-09-14",20.5917
"2017-09-15",21.1501
"2017-09-16",20.9474
"2017-09-17",21.1442
"2017-09-18",20.8939
"2017-09-19",20.7949
"2017-09-20",21.3982
"2017-09-21",20.6475
"2017-09-22",20.8349
"2017-09-23",20.8543
"2017-09-24",21.1368
"2017-09-25",20.9633
"2017-09-26",21.2382
"2017-09-27",20.6152
"2017-09-28",20.5845
"2017-09-29",20.594
"2017-09-30",21.6661
"2017-10-01",21.0222
"2017-10-02",21.0256
"2017-10-03",21.6134
"2017-10-04",21.5375
"2017-10-05",22.243
"2017-10-06",21.3549
"2017-10-07",22.0191
"2017-10-08",21.9489
"2017-10-09",21.2813
"2017-10-10",21.79
"2017-10-11",21.1116
"2017-10-12",21.2977
"2017-10-13",21.63
"2017-10-14",21.3706
"2017-10-15",21.8239
"2017-10-16",21.3516
"2017-10-17",21.2938
"2017-10-18",21.2709
"2017-10-19",21.4147
"2017-10-20",21.2203
"2017-10-21",20.7684
"2017-10-22",21.6621
"2017-10-23",21.8591
"2017-10-24",21.3473
"2017-10-25",21.7275
"2017-10-26",22.0018
"2017-10-27",21.5272
"2017-10-28",22.0101
"2017-10-29",21.8598
"2017-10-30",22.1343
"2017-10-31",21.9185
"2017-11-01",21.8361
"2017-11-02",21.8964
"2017-11-03",22.0325
"2017-11-04",22.2328
"2017-11-05",21.8371
"2017-11-06",21.7213
"2017-11-07",21.4476
"2017-11-08",21.1473
"2017-11-09",21.3751
"2017-11-10",21.7949
"2017-11-11",22.0763
"2017-11-12",20.539
"2017-11-13",21.5197
"2017-11-14",19.8616
"2017-11-15",19.093
"2017-11-16",19.3183
"2017-11-17",19.8303
"2017-11-18",21.9354
"2017-11-19",21.5791
"2017-11-20",21.7104
"2017-11-21",21.897
"2017-11-22",21.4622
"2017-11-23",21.4663
"2017-11-24",20.337
"2017-11-25",20.233
"2017-11-26",21.723
"2017-11-27",21.7714
"2017-11-28",21.8677
"2017-11-29",22.0462
"2017-11-30",21.6485
"2017-12-01",20.9095
"2017-12-02",20.7392
"2017-12-03",21.3474
"2017-12-04",21.4308
"2017-12-05",21.0642
"2017-12-06",21.44
"2017-12-07",20.9531
"2017-12-08",19.1323
"2017-12-09",19.0758
"2017-12-10",20.6972
"2017-12-11",21.9732
"2017-12-12",22.05
"2017-12-13",21.916
"2017-12-14",21.5742
"2017-12-15",21.464
"2017-12-16",20.7322
"2017-12-17",20.3036
"2017-12-18",18.6421
"2017-12-19",20.9768
"2017-12-20",20.4206
"2017-12-21",20.0801
"2017-12-22",19.4105
"2017-12-23",18.4979
"2017-12-24",20.4644
"2017-12-25",21.0548
"2017-12-26",21.5098
"2017-12-27",20.7353
"2017-12-28",18.5953
"2017-12-29",19.2973
"2017-12-30",20.0665
"2017-12-31",20.1816
"2018-01-01",19.9802
"2018-01-02",20.0907
"2018-01-03",19.2051
"2018-01-04",17.4682
"2018-01-05",16.3603
"2018-01-06",15.8995
"2018-01-07",15.1172
"2018-01-08",17.5887
"2018-01-09",19.9943
"2018-01-10",21.0108
"2018-01-11",21.1303
"2018-01-12",20.7837
"2018-01-13",21.372
"2018-01-14",20.5195
"2018-01-15",17.6893
"2018-01-16",17.6334
"2018-01-17",16.4307
"2018-01-18",16.6938
"2018-01-19",17.488
"2018-01-20",17.9913
"2018-01-21",18.6021
"2018-01-22",19.4758
"2018-01-23",19.2516
"2018-01-24",17.6633
"2018-01-25",17.0319
"2018-01-26",18.2592
"2018-01-27",18.917
"2018-01-28",17.9175
"2018-01-29",20.9435
"2018-01-30",21.4442
"2018-01-31",20.5877
"2018-02-01",20.0932
"2018-02-02",19.4314
"2018-02-03",19.1791
"2018-02-04",20.7909
"2018-02-05",20.7824
"2018-02-06",21.504
"2018-02-07",21.2137
"2018-02-08",20.8423
"2018-02-09",20.6291
"2018-02-10",19.0631
"2018-02-11",19.5803
"2018-02-12",20.4153
"2018-02-13",18.8725
"2018-02-14",20.3627
"2018-02-15",20.5284
"2018-02-16",19.6203
"2018-02-17",16.4107
"2018-02-18",16.7796
"2018-02-19",17.1287
"2018-02-20",16.0003
"2018-02-21",17.3662
"2018-02-22",18.1048
"2018-02-23",18.9435
"2018-02-24",20.9879
"2018-02-25",21.0356
"2018-02-26",20.7436
"2018-02-27",20.4513
"2018-02-28",20.4282
"2018-03-01",20.9928
"2018-03-02",21.1055
"2018-03-03",21.2268
"2018-03-04",21.1738
"2018-03-05",21.0883
"2018-03-06",19.7906
"2018-03-07",19.0835
"2018-03-08",19.976
"2018-03-09",20.2356
"2018-03-10",20.9928
"2018-03-11",20.5482
"2018-03-12",21.4009
"2018-03-13",21.5087
"2018-03-14",21.4015
"2018-03-15",21.4876
"2018-03-16",22.333
"2018-03-17",21.6808
"2018-03-18",21.5342
"2018-03-19",20.4089
"2018-03-20",21.2218
"2018-03-21",20.9753
"2018-03-22",19.748
"2018-03-23",19.5749
"2018-03-24",17.7085
"2018-03-25",18.9979
"2018-03-26",21.7418
"2018-03-27",21.471
"2018-03-28",20.8908
"2018-03-29",21.4785
"2018-03-30",22.1924
"2018-03-31",21.2873
"2018-04-01",20.5606
"2018-04-02",20.581
"2018-04-03",20.916
"2018-04-04",20.3818
"2018-04-05",20.672
"2018-04-06",21.0774
"2018-04-07",21.0303
"2018-04-08",21.4613
"2018-04-09",21.5539
"2018-04-10",21.8578
"2018-04-11",21.9722
"2018-04-12",22.4526
"2018-04-13",22.0864
"2018-04-14",22.3738
"2018-04-15",22.6712
"2018-04-16",21.9998
"2018-04-17",22.2891
"2018-04-18",22.2367
"2018-04-19",22.7114
"2018-04-20",22.4168
"2018-04-21",21.6371
"2018-04-22",21.6122
"2018-04-23",21.8273
"2018-04-24",22.1008
"2018-04-25",21.7628
"2018-04-26",21.7819
"2018-04-27",22.1965
"2018-04-28",22.2001
"2018-04-29",22.2171
"2018-04-30",22.8084
"2018-05-01",23.3299
"2018-05-02",22.6625
"2018-05-03",22.0527
"2018-05-04",21.6423
"2018-05-05",22.5144
"2018-05-06",22.971
"2018-05-07",22.408
"2018-05-08",22.5547
"2018-05-09",22.1941
"2018-05-10",22.3577
"2018-05-11",22.7971
"2018-05-12",22.1576
"2018-05-13",22.6699
"2018-05-14",22.2215
"2018-05-15",22.8265
"2018-05-16",22.4699
"2018-05-17",21.9585
"2018-05-18",21.3871
"2018-05-19",22.1703
"2018-05-20",22.0793
"2018-05-21",21.0609
"2018-05-22",22.3454
"2018-05-23",21.2887
"2018-05-24",22.0167
"2018-05-25",21.796
"2018-05-26",21.9245
"2018-05-27",22.2941
"2018-05-28",22.2983
"2018-05-29",21.9795
"2018-05-30",22.0316
"2018-05-31",21.9508
"2018-06-01",22.2325
"2018-06-02",22.4473
"2018-06-03",22.5525
"2018-06-04",22.4077
"2018-06-05",22.5719
"2018-06-06",22.5747
"2018-06-07",22.1504
"2018-06-08",22.2982
"2018-06-09",22.1187
"2018-06-10",22.2101
"2018-06-11",21.7501
"2018-06-12",20.8709
"2018-06-13",21.6354
"2018-06-14",21.9971
"2018-06-15",22.2337
"2018-06-16",21.6762
"2018-06-17",21.6259
"2018-06-18",21.5372
"2018-06-19",20.7063
"2018-06-20",20.5497
"2018-06-21",21.1487
"2018-06-22",21.6305
"2018-06-23",21.5438
"2018-06-24",21.7698
"2018-06-25",21.6555
"2018-06-26",21.46
"2018-06-27",21.1689
"2018-06-28",21.0098
"2018-06-29",20.8272
"2018-06-30",21.3897
"2018-07-01",21.5009
"2018-07-02",21.55
"2018-07-03",21.12
"2018-07-04",21.0777
"2018-07-05",20.9742
"2018-07-06",20.9137
"2018-07-07",20.9269
"2018-07-08",21.9877
"2018-07-09",21.3823
"2018-07-10",20.9284
"2018-07-11",20.7419
"2018-07-12",21.2383
"2018-07-13",21.0193
"2018-07-14",21.6925
"2018-07-15",21.5297
"2018-07-16",20.7209
"2018-07-17",20.8021
"2018-07-18",20.568
"2018-07-19",20.7137
"2018-07-20",19.8093
"2018-07-21",20.6276
"2018-07-22",21.1739
"2018-07-23",21.3495
"2018-07-24",21.5133
"2018-07-25",21.5301
"2018-07-26",21.5256
"2018-07-27",20.8426
"2018-07-28",20.6333
"2018-07-29",20.9549
"2018-07-30",21.526
"2018-07-31",21.1076
"2018-08-01",20.8095
"2018-08-02",21.1826
"2018-08-03",21.1237
"2018-08-04",20.9313
"2018-08-05",20.9664
"2018-08-06",21.1875
"2018-08-07",20.9655
"2018-08-08",20.5064
"2018-08-09",20.4408
"2018-08-10",20.9797
"2018-08-11",21.4151
"2018-08-12",21.8332
"2018-08-13",21.8823
"2018-08-14",21.6149
"2018-08-15",20.9284
"2018-08-16",20.9708
"2018-08-17",20.9763
"2018-08-18",20.967
"2018-08-19",21.2789
"2018-08-20",20.9123
"2018-08-21",20.036
"2018-08-22",20.5638
"2018-08-23",21.0011
"2018-08-24",20.9501
"2018-08-25",20.9336
"2018-08-26",20.7232
"2018-08-27",20.5536
"2018-08-28",20.781
"2018-08-29",20.2694
"2018-08-30",20.396
"2018-08-31",20.3831
"2018-09-01",19.8289
"2018-09-02",19.9795
"2018-09-03",19.7358
"2018-09-04",19.1262
"2018-09-05",18.4876
"2018-09-06",19.1039
"2018-09-07",19.3312
"2018-09-08",19.3692
"2018-09-09",20.4809
"2018-09-10",21.1723
"2018-09-11",20.4142
"2018-09-12",20.1975
"2018-09-13",20.2964
"2018-09-14",20.3613
"2018-09-15",19.2999
"2018-09-16",19.9394
"2018-09-17",21.0132
"2018-09-18",20.9217
"2018-09-19",21.4248
"2018-09-20",21.0423
"2018-09-21",20.8022
"2018-09-22",21.201
"2018-09-23",21.5861
"2018-09-24",21.2585
"2018-09-25",21.7195
"2018-09-26",21.7152
"2018-09-27",21.7715
"2018-09-28",21.7164
"2018-09-29",22.2263
"2018-09-30",22.5661
"2018-10-01",22.5839
"2018-10-02",22.5406
"2018-10-03",22.0075
"2018-10-04",22.5147
"2018-10-05",22.4559
"2018-10-06",22.1749
"2018-10-07",21.9544
"2018-10-08",21.6119
"2018-10-09",21.1705
"2018-10-10",21.2279
"2018-10-11",21.671
"2018-10-12",21.4936
"2018-10-13",21.248
"2018-10-14",21.3322
"2018-10-15",21.6854
"2018-10-16",21.2626
"2018-10-17",20.5048
"2018-10-18",21.0925
"2018-10-19",21.9929
"2018-10-20",21.7094
"2018-10-21",21.4976
"2018-10-22",21.7954
"2018-10-23",21.7738
"2018-10-24",21.9314
"2018-10-25",21.7096
"2018-10-26",21.6819
"2018-10-27",21.9906
"2018-10-28",21.8822
"2018-10-29",21.7434
"2018-10-30",21.4112
