,"(deg C) Mean Dew Point Temperature (ERA5) at Nuwara Eliya, 2007-01-01 to 2025-12-31"
"2015-11-13",21.7371
"2015-11-14",21.4809
"2015-11-15",21.1876
"2015-11-16",21.1304
"2015-11-17",21.8802
"2015-11-18",21.7708
"2015-11-19",21.634
"2015-11-20",21.6831
"2015-11-21",21.5288
"2015-11-22",21.4398
"2015-11-23",21.4436
"2015-11-24",21.2217
"2015-11-25",21.0772
"2015-11-26",20.407
"2015-11-27",20.4652
"2015-11-28",21.1838
"2015-11-29",21.6236
"2015-11-30",21.5705
"2015-12-01",21.4394
"2015-12-02",21.6871
"2015-12-03",21.9907
"2015-12-04",21.7858
"2015-12-05",22.1425
"2015-12-06",22.0928
"2015-12-07",22.2701
"2015-12-08",22.0399
"2015-12-09",22.2621
"2015-12-10",21.7055
"2015-12-11",21.905
"2015-12-12",22.0258
"2015-12-13",22.3401
"2015-12-14",21.639
"2015-12-15",21.8568
"2015-12-16",20.7931
"2015-12-17",20.6938
"2015-12-18",21.3619
"2015-12-19",20.7563
"2015-12-20",20.4553
"2015-12-21",20.277
"2015-12-22",18.538
"2015-12-23",18.488
"2015-12-24",17.8665
"2015-12-25",19.4637
"2015-12-26",20.768
"2015-12-27",21.4321
"2015-12-28",21.0795
"2015-12-29",21.4499
"2015-12-30",20.792
"2015-12-31",20.8943
"2016-01-01",20.8344
"2016-01-02",20.6208
"2016-01-03",20.5566
"2016-01-04",21.2531
"2016-01-05",21.529
"2016-01-06",21.2224
"2016-01-07",20.7599
"2016-01-08",20.3377
"2016-01-09",20.3946
"2016-01-10",20.7741
"2016-01-11",20.3067
"2016-01-12",19.4291
"2016-01-13",18.3734
"2016-01-14",18.1307
"2016-01-15",18.728
"2016-01-16",19.5162
"2016-01-17",18.7106
"2016-01-18",18.7283
"2016-01-19",19.8103
"2016-01-20",20.7953
"2016-01-21",20.813
"2016-01-22",20.0917
"2016-01-23",21.2245
"2016-01-24",21.4457
"2016-01-25",21.3388
"2016-01-26",19.9683
"2016-01-27",17.3389
"2016-01-28",17.1233
"2016-01-29",16.9607
"2016-01-30",17.6099
"2016-01-31",18.5124
"2016-02-01",18.6328
"2016-02-02",16.5717
"2016-02-03",15.6321
"2016-02-04",17.7075
"2016-02-05",19.3613
"2016-02-06",20.5589
"2016-02-07",21.0339
"2016-02-08",20.6659
"2016-02-09",21.1468
"2016-02-10",20.8943
"2016-02-11",19.187
"2016-02-12",17.0657
"2016-02-13",17.3651
"2016-02-14",19.2988
"2016-02-15",20.8593
"2016-02-16",19.5154
"2016-02-17",21.4852
"2016-02-18",21.4965
"2016-02-19",21.2519
"2016-02-20",20.7849
"2016-02-21",19.9788
"2016-02-22",18.9495
"2016-02-23",18.0375
"2016-02-24",20.611
"2016-02-25",21.388
"2016-02-26",19.5435
"2016-02-27",19.9339
"2016-02-28",20.2575
"2016-02-29",20.3826
"2016-03-01",20.098
"2016-03-02",19.9014
"2016-03-03",19.9513
"2016-03-04",20.7875
"2016-03-05",20.1485
"2016-03-06",19.4975
"2016-03-07",20.7594
"2016-03-08",21.0309
"2016-03-09",21.2742
"2016-03-10",22.2339
"2016-03-11",20.6513
"2016-03-12",20.3707
"2016-03-13",21.3339
"2016-03-14",20.677
"2016-03-15",20.5912
"2016-03-16",21.2119
"2016-03-17",21.0202
"2016-03-18",18.8554
"2016-03-19",19.8373
"2016-03-20",18.1853
"2016-03-21",19.2218
"2016-03-22",19.6329
"2016-03-23",19.8549
"2016-03-24",18.312
"2016-03-25",18.4956
"2016-03-26",19.2769
"2016-03-27",20.8646
"2016-03-28",21.7311
"2016-03-29",21.7375
"2016-03-30",21.4362
"2016-03-31",21.5606
"2016-04-01",21.1507
"2016-04-02",20.6197
"2016-04-03",20.5169
"2016-04-04",20.6914
"2016-04-05",21.0506
"2016-04-06",21.3279
"2016-04-07",22.1013
"2016-04-08",21.9417
"2016-04-09",21.5438
"2016-04-10",21.616
"2016-04-11",21.7247
"2016-04-12",22.2486
"2016-04-13",22.7971
"2016-04-14",22.1509
"2016-04-15",22.0041
"2016-04-16",22.1902
"2016-04-17",22.0469
"2016-04-18",22.3984
"2016-04-19",22.6931
"2016-04-20",22.5021
"2016-04-21",22.6852
"2016-04-22",23.0235
"2016-04-23",23.1035
"2016-04-24",22.313
"2016-04-25",21.8798
"2016-04-26",22.0793
"2016-04-27",22.683
"2016-04-28",22.0114
"2016-04-29",22.0019
"2016-04-30",21.9081
"2016-05-01",22.3933
"2016-05-02",22.4659
"2016-05-03",22.6677
"2016-05-04",22.248
"2016-05-05",22.4621
"2016-05-06",22.665
"2016-05-07",22.4305
"2016-05-08",22.1705
"2016-05-09",22.1752
"2016-05-10",22.3194
"2016-05-11",22.1482
"2016-05-12",22.3072
"2016-05-13",22.4311
"2016-05-14",22.4293
"2016-05-15",20.7505
"2016-05-16",21.9451
"2016-05-17",21.9246
"2016-05-18",22.4604
"2016-05-19",22.6529
"2016-05-20",22.4253
"2016-05-21",22.8625
"2016-05-22",23.15
"2016-05-23",23.2057
"2016-05-24",22.9051
"2016-05-25",22.5598
"2016-05-26",22.8386
"2016-05-27",22.1821
"2016-05-28",21.8637
"2016-05-29",21.8089
"2016-05-30",21.9977
"2016-05-31",22.0689
"2016-06-01",21.9143
"2016-06-02",22.1493
"2016-06-03",22.1988
"2016-06-04",22.2914
"2016-06-05",22.2856
"2016-06-06",21.9601
"2016-06-07",21.8482
"2016-06-08",21.4699
"2016-06-09",21.7342
"2016-06-10",21.4955
"2016-06-11",21.6821
"2016-06-12",21.9944
"2016-06-13",21.859
"2016-06-14",21.6536
"2016-06-15",20.8162
"2016-06-16",21.137
"2016-06-17",21.7007
"2016-06-18",21.1497
"2016-06-19",21.123
"2016-06-20",20.9966
"2016-06-21",20.9763
"2016-06-22",21.0684
"2016-06-23",20.9221
"2016-06-24",21.2931
"2016-06-25",20.5712
"2016-06-26",20.978
"2016-06-27",21.0923
"2016-06-28",21.2091
"2016-06-29",20.8527
"2016-06-30",20.7387
"2016-07-01",21.338
"2016-07-02",20.8656
"2016-07-03",21.1913
"2016-07-04",21.6508
"2016-07-05",20.5681
"2016-07-06",20.7425
"2016-07-07",20.6583
"2016-07-08",21.6544
"2016-07-09",21.5284
"2016-07-10",21.3227
"2016-07-11",21.25
"2016-07-12",20.9917
"2016-07-13",20.4091
"2016-07-14",21.4167
"2016-07-15",21.2711
"2016-07-16",20.6825
"2016-07-17",20.7992
"2016-07-18",20.3734
"2016-07-19",20.3002
"2016-07-20",21.0766
"2016-07-21",20.96
"2016-07-22",20.2321
"2016-07-23",20.7401
"2016-07-24",21.0384
"2016-07-25",21.2094
"2016-07-26",21.5555
"2016-07-27",21.3644
"2016-07-28",21.1079
"2016-07-29",21.1034
"2016-07-30",20.8246
"2016-07-31",20.5493
"2016-08-01",20.5888
"2016-08-02",20.1098
"2016-08-03",20.1562
"2016-08-04",20.572
"2016-08-05",20.5029
"2016-08-06",20.36
"2016-08-07",20.4131
"2016-08-08",21.1315
"2016-08-09",20.9542
"2016-08-10",20.6635
"2016-08-11",20.6161
"2016-08-12",21.1855
"2016-08-13",20.9377
"2016-08-14",21.1366
"2016-08-15",21.0769
"2016-08-16",21.081
"2016-08-17",20.631
"2016-08-18",20.5419
"2016-08-19",20.9086
"2016-08-20",20.9329
"2016-08-21",21.0189
"2016-08-22",21.7121
"2016-08-23",20.9733
"2016-08-24",21.0746
"2016-08-25",21.0024
"2016-08-26",20.9094
"2016-08-27",20.7884
"2016-08-28",20.6089
"2016-08-29",20.4143
"2016-08-30",20.8019
"2016-08-31",21.0898
"2016-09-01",20.569
"2016-09-02",20.1474
"2016-09-03",20.8476
"2016-09-04",20.6214
"2016-09-05",20.1151
"2016-09-06",19.969
"2016-09-07",18.9391
"2016-09-08",17.6264
"2016-09-09",19.8578
"2016-09-10",20.1087
"2016-09-11",19.6031
"2016-09-12",19.9531
"2016-09-13",20.4205
"2016-09-14",20.8364
"2016-09-15",20.4147
"2016-09-16",20.1994
"2016-09-17",20.333
"2016-09-18",20.5544
"2016-09-19",20.5758
"2016-09-20",20.7113
"2016-09-21",20.1952
"2016-09-22",20.2749
"2016-09-23",20.1887
"2016-09-24",19.8647
"2016-09-25",20.0382
"2016-09-26",20.2758
"2016-09-27",20.6149
"2016-09-28",20.7752
"2016-09-29",20.9468
"2016-09-30",20.3244
"2016-10-01",19.7136
"2016-10-02",19.8667
"2016-10-03",19.7582
"2016-10-04",19.7133
"2016-10-05",20.2082
"2016-10-06",19.2946
"2016-10-07",17.016
"2016-10-08",18.7986
"2016-10-09",20.4618
"2016-10-10",19.3579
"2016-10-11",18.2148
"2016-10-12",18.6507
"2016-10-13",19.6349
"2016-10-14",20.8554
"2016-10-15",20.3134
"2016-10-16",20.8987
"2016-10-17",20.6362
"2016-10-18",20.8629
"2016-10-19",20.9082
"2016-10-20",20.4456
"2016-10-21",19.5438
"2016-10-22",20.2131
"2016-10-23",20.621
"2016-10-24",20.5653
"2016-10-25",20.3711
"2016-10-26",19.9667
"2016-10-27",20.3856
"2016-10-28",20.292
"2016-10-29",21.0316
"2016-10-30",21.2892
"2016-10-31",21.4206
"2016-11-01",21.3533
"2016-11-02",21.3249
"2016-11-03",21.7026
"2016-11-04",20.5257
"2016-11-05",20.9805
"2016-11-06",20.5676
"2016-11-07",20.1691
"2016-11-08",19.7992
"2016-11-09",19.8917
"2016-11-10",20.31
"2016-11-11",21.0663
"2016-11-12",21.5789
"2016-11-13",21.5859
"2016-11-14",21.2685
"2016-11-15",20.9877
"2016-11-16",20.575
"2016-11-17",20.7457
"2016-11-18",21.2935
"2016-11-19",21.5761
"2016-11-20",21.3888
"2016-11-21",21.878
"2016-11-22",21.8416
"2016-11-23",21.434
"2016-11-24",20.6391
"2016-11-25",21.1038
"2016-11-26",21.2558
"2016-11-27",20.2319
"2016-11-28",20.0925
"2016-11-29",19.2992
"2016-11-30",16.331
"2016-12-01",18.552
"2016-12-02",19.19
"2016-12-03",19.4881
"2016-12-04",20.3043
"2016-12-05",18.7956
"2016-12-06",18.6322
"2016-12-07",20.3656
"2016-12-08",20.9056
"2016-12-09",20.5383
"2016-12-10",20.5761
"2016-12-11",19.3635
"2016-12-12",19.0142
"2016-12-13",19.1052
"2016-12-14",18.3949
"2016-12-15",18.7125
"2016-12-16",20.0099
"2016-12-17",20.3278
"2016-12-18",19.3158
"2016-12-19",20.9086
"2016-12-20",21.585
"2016-12-21",20.8481
"2016-12-22",19.9663
"2016-12-23",14.6815
"2016-12-24",14.2135
"2016-12-25",16.1286
"2016-12-26",18.3613
"2016-12-27",21.0716
"2016-12-28",21.1376
"2016-12-29",19.7327
"2016-12-30",19.195
"2016-12-31",19.3773
"2017-01-01",19.7772
"2017-01-02",20.0236
"2017-01-03",19.427
"2017-01-04",16.5226
"2017-01-05",14.8289
"2017-01-06",16.0732
"2017-01-07",14.5333
"2017-01-08",14.257
"2017-01-09",15.3093
"2017-01-10",15.1071
"2017-01-11",13.9989
"2017-01-12",14.7873
"2017-01-13",13.9832
"2017-01-14",16.0574
"2017-01-15",17.4492
"2017-01-16",17.2041
"2017-01-17",15.5114
"2017-01-18",15.8224
"2017-01-19",17.9092
"2017-01-20",20.2911
"2017-01-21",20.4014
"2017-01-22",20.8779
"2017-01-23",20.4451
"2017-01-24",20.6029
"2017-01-25",20.9308
"2017-01-26",21.5919
"2017-01-27",20.968
"2017-01-28",20.7212
"2017-01-29",21.0217
"2017-01-30",20.7259
"2017-01-31",19.422
"2017-02-01",18.2768
"2017-02-02",17.3433
"2017-02-03",15.6508
"2017-02-04",15.4174
"2017-02-05",17.6675
"2017-02-06",17.1736
"2017-02-07",15.2694
"2017-02-08",17.9827
"2017-02-09",18.1389
"2017-02-10",18.6868
"2017-02-11",18.0287
"2017-02-12",17.2173
"2017-02-13",18.3468
"2017-02-14",20.3347
"2017-02-15",19.4857
"2017-02-16",18.3427
"2017-02-17",18.64
"2017-02-18",19.998
"2017-02-19",20.5388
"2017-02-20",19.7642
"2017-02-21",18.1541
"2017-02-22",18.9252
"2017-02-23",19.9306
"2017-02-24",19.8229
"2017-02-25",20.6718
"2017-02-26",20.3245
"2017-02-27",20.2402
"2017-02-28",20.7608
"2017-03-01",20.1719
"2017-03-02",20.3084
"2017-03-03",20.9561
"2017-03-04",21.0753
"2017-03-05",20.5943
"2017-03-06",21.2826
"2017-03-07",21.42
"2017-03-08",21.2869
"2017-03-09",21.0615
"2017-03-10",20.544
"2017-03-11",20.7424
"2017-03-12",21.0942
"2017-03-13",20.9192
"2017-03-14",21.3445
"2017-03-15",20.8816
"2017-03-16",20.206
"2017-03-17",19.8863
"2017-03-18",19.3047
"2017-03-19",20.7385
"2017-03-20",20.7598
"2017-03-21",20.0466
"2017-03-22",17.3164
"2017-03-23",17.1007
"2017-03-24",18.0115
"2017-03-25",18.8708
"2017-03-26",18.7623
"2017-03-27",20.2043
"2017-03-28",20.8168
"2017-03-29",21.1487
"2017-03-30",21.9427
"2017-03-31",21.7708
"2017-04-01",21.3478
"2017-04-02",21.2837
"2017-04-03",21.2449
"2017-04-04",21.2807
"2017-04-05",21.4016
"2017-04-06",21.2085
"2017-04-07",20.8054
"2017-04-08",19.9918
"2017-04-09",20.3386
"2017-04-10",21.5017
"2017-04-11",21.3156
"2017-04-12",21.9649
"2017-04-13",21.7469
"2017-04-14",21.4867
"2017-04-15",21.1938
"2017-04-16",21.049
"2017-04-17",21.6997
"2017-04-18",21.8554
"2017-04-19",21.6211
"2017-04-20",20.8209
"2017-04-21",20.5416
"2017-04-22",21.1199
"2017-04-23",21.9741
"2017-04-24",22.3121
"2017-04-25",22.3251
"2017-04-26",21.9051
"2017-04-27",21.6827
"2017-04-28",20.9618
"2017-04-29",20.2119
"2017-04-30",19.8961
"2017-05-01",20.3801
"2017-05-02",20.2418
"2017-05-03",20.3412
"2017-05-04",21.5756
"2017-05-05",22.2134
"2017-05-06",21.7313
"2017-05-07",21.4808
"2017-05-08",21.726
"2017-05-09",22.2103
"2017-05-10",21.9962
"2017-05-11",22.3357
"2017-05-12",22.0925
"2017-05-13",22.559
"2017-05-14",22.4067
"2017-05-15",22.6016
"2017-05-16",22.3672
"2017-05-17",23.1127
"2017-05-18",22.5461
"2017-05-19",22.4234
"2017-05-20",22.8386
"2017-05-21",22.2263
"2017-05-22",23.0669
"2017-05-23",22.4729
"2017-05-24",21.2421
"2017-05-25",21.9086
"2017-05-26",21.8833
"2017-05-27",22.5976
"2017-05-28",22.1825
"2017-05-29",21.8645
"2017-05-30",21.5737
"2017-05-31",21.7625
"2017-06-01",21.8736
"2017-06-02",21.6572
"2017-06-03",21.8292
"2017-06-04",22.144
"2017-06-05",22.0577
"2017-06-06",21.6574
"2017-06-07",21.392
"2017-06-08",20.9621
"2017-06-09",21.3365
"2017-06-10",21.0554
"2017-06-11",21.0301
"2017-06-12",21.1813
"2017-06-13",21.8199
"2017-06-14",22.0116
"2017-06-15",22.0305
"2017-06-16",21.5449
"2017-06-17",21.9997
"2017-06-18",21.9569
"2017-06-19",21.82
"2017-06-20",21.6841
"2017-06-21",21.0968
"2017-06-22",21.3999
"2017-06-23",21.4064
"2017-06-24",20.9051
"2017-06-25",20.9511
"2017-06-26",20.8267
"2017-06-27",20.6342
"2017-06-28",20.4673
"2017-06-29",20.9128
"2017-06-30",21.4571
"2017-07-01",21.471
"2017-07-02",21.3345
"2017-07-03",21.2997
"2017-07-04",21.3507
"2017-07-05",20.6741
"2017-07-06",21.2339
"2017-07-07",21.6606
"2017-07-08",21.1474
"2017-07-09",20.7776
"2017-07-10",20.7934
"2017-07-11",20.7387
"2017-07-12",21.2134
"2017-07-13",20.633
"2017-07-14",20.4658
"2017-07-15",20.4628
"2017-07-16",20.2413
"2017-07-17",20.3446
"2017-07-18",20.0895
"2017-07-19",20.4153
"2017-07-20",20.857
"2017-07-21",20.7515
"2017-07-22",21.108
"2017-07-23",21.3176
"2017-07-24",21.2114
"2017-07-25",21.8589
"2017-07-26",21.6695
"2017-07-27",21.0646
"2017-07-28",21.1626
"2017-07-29",21.3536
"2017-07-30",21.424
"2017-07-31",21.524
"2017-08-01",21.093
"2017-08-02",21.2207
"2017-08-03",21.0231
"2017-08-04",21.574
"2017-08-05",21.6269
"2017-08-06",21.4904
"2017-08-07",21.2772
"2017-08-08",21.2856
"2017-08-09",21.2448
"2017-08-10",21.4955
"2017-08-11",20.7066
"2017-08-12",20.6728
"2017-08-13",21.5248
"2017-08-14",20.9852
"2017-08-15",20.2477
"2017-08-16",19.7093
"2017-08-17",20.5252
"2017-08-18",21.4876
"2017-08-19",21.2367
"2017-08-20",20.7331
"2017-08-21",20.7485
"2017-08-22",21.0683
"2017-08-23",21.6421
"2017-08-24",21.7344
"2017-08-25",21.3737
"2017-08-26",20.925
"2017-08-27",20.8783
"2017-08-28",20.9902
"2017-08-29",20.819
"2017-08-30",21.2648
"2017-08-31",22.2916
"2017-09-01",21.6991
"2017-09-02",21.7814
"2017-09-03",22.0803
"2017-09-04",21.9245
"2017-09-05",21.2247
"2017-09-06",21.3266
"2017-09-07",20.9256
"2017-09-08",20.9829
"2017-09-09",21.4691
"2017-09-10",21.3219
"2017-09-11",21.8695
"2017-09-12",22.1006
"2017-09-13",20.6751
"2017-09-14",20.1765
"2017-09-15",20.8229
"2017-09-16",20.567
"2017-09-17",20.6775
"2017-09-18",20.3705
"2017-09-19",20.2941
"2017-09-20",21.0541
"2017-09-21",20.3639
"2017-09-22",20.4507
"2017-09-23",20.5298
"2017-09-24",20.8781
"2017-09-25",20.6746
"2017-09-26",20.9795
"2017-09-27",20.262
"2017-09-28",20.3707
"2017-09-29",20.2785
"2017-09-30",21.3584
"2017-10-01",20.7744
"2017-10-02",20.7142
"2017-10-03",21.3295
"2017-10-04",21.2339
"2017-10-05",21.9055
"2017-10-06",21.0222
"2017-10-07",21.6916
"2017-10-08",21.6155
"2017-10-09",20.9403
"2017-10-10",21.5313
"2017-10-11",20.7388
"2017-10-12",20.9051
"2017-10-13",21.3516
"2017-10-14",20.8822
"2017-10-15",21.2785
"2017-10-16",21.0598
"2017-10-17",20.8174
"2017-10-18",20.9283
"2017-10-19",21.1157
"2017-10-20",20.9824
"2017-10-21",20.5572
"2017-10-22",21.4047
"2017-10-23",21.5552
"2017-10-24",20.8629
"2017-10-25",21.2618
"2017-10-26",21.4466
"2017-10-27",20.9921
"2017-10-28",21.4747
"2017-10-29",21.334
"2017-10-30",21.5919
"2017-10-31",21.3759
"2017-11-01",21.2825
"2017-11-02",21.3366
"2017-11-03",21.4876
"2017-11-04",21.7001
"2017-11-05",21.3136
"2017-11-06",21.2678
"2017-11-07",20.9427
"2017-11-08",20.6585
"2017-11-09",20.8314
"2017-11-10",21.2768
"2017-11-11",21.5728
"2017-11-12",20.0303
"2017-11-13",20.955
"2017-11-14",19.3916
"2017-11-15",18.6383
"2017-11-16",18.9496
"2017-11-17",19.5145
"2017-11-18",21.549
"2017-11-19",20.9912
"2017-11-20",21.119
"2017-11-21",21.2832
"2017-11-22",20.8534
"2017-11-23",20.8697
"2017-11-24",19.62
"2017-11-25",19.6877
"2017-11-26",21.1709
"2017-11-27",21.2597
"2017-11-28",21.406
"2017-11-29",21.5283
"2017-11-30",20.9933
"2017-12-01",20.3545
"2017-12-02",20.1175
"2017-12-03",20.7918
"2017-12-04",20.9959
"2017-12-05",20.4042
"2017-12-06",20.9005
"2017-12-07",20.517
"2017-12-08",18.7055
"2017-12-09",18.4712
"2017-12-10",20.3259
"2017-12-11",21.5048
"2017-12-12",21.575
"2017-12-13",21.3208
"2017-12-14",21.0072
"2017-12-15",20.9763
"2017-12-16",20.3144
"2017-12-17",19.721
"2017-12-18",18.1369
"2017-12-19",20.4152
"2017-12-20",20.0518
"2017-12-21",19.6976
"2017-12-22",19.1204
"2017-12-23",18.2812
"2017-12-24",19.8849
"2017-12-25",20.3664
"2017-12-26",20.9674
"2017-12-27",20.4018
"2017-12-28",18.3952
"2017-12-29",19.1154
"2017-12-30",19.8149
"2017-12-31",19.992
"2018-01-01",19.5989
"2018-01-02",19.6534
"2018-01-03",18.8423
"2018-01-04",16.6509
"2018-01-05",15.852
"2018-01-06",15.485
"2018-01-07",14.3225
"2018-01-08",16.8735
"2018-01-09",19.3071
"2018-01-10",20.5364
"2018-01-11",20.689
"2018-01-12",20.2668
"2018-01-13",20.8393
"2018-01-14",19.8097
"2018-01-15",16.7469
"2018-01-16",16.8505
"2018-01-17",15.8711
"2018-01-18",16.0397
"2018-01-19",17.4561
"2018-01-20",17.8708
"2018-01-21",18.4167
"2018-01-22",19.0864
"2018-01-23",18.774
"2018-01-24",17.2275
"2018-01-25",16.4886
"2018-01-26",17.6518
"2018-01-27",18.667
"2018-01-28",17.1449
"2018-01-29",20.1873
"2018-01-30",21.0264
"2018-01-31",20.3815
"2018-02-01",20.0261
"2018-02-02",19.6653
"2018-02-03",19.4542
"2018-02-04",20.6936
"2018-02-05",20.5293
"2018-02-06",21.1726
"2018-02-07",20.8968
"2018-02-08",20.2932
"2018-02-09",20.2731
"2018-02-10",18.7947
"2018-02-11",19.2358
"2018-02-12",20.0244
"2018-02-13",18.6047
"2018-02-14",19.6529
"2018-02-15",20.0459
"2018-02-16",19.2665
"2018-02-17",16.2143
"2018-02-18",16.8379
"2018-02-19",17.4966
"2018-02-20",15.9571
"2018-02-21",17.1917
"2018-02-22",17.9002
"2018-02-23",18.5867
"2018-02-24",20.4959
"2018-02-25",20.6148
"2018-02-26",20.2655
"2018-02-27",20.1009
"2018-02-28",20.1084
"2018-03-01",20.6037
"2018-03-02",20.6745
"2018-03-03",20.7622
"2018-03-04",20.8276
"2018-03-05",20.8557
"2018-03-06",19.7092
"2018-03-07",19.1725
"2018-03-08",19.5106
"2018-03-09",19.7963
"2018-03-10",20.5282
"2018-03-11",20.1547
"2018-03-12",20.9516
"2018-03-13",21.0678
"2018-03-14",20.7971
"2018-03-15",20.9943
"2018-03-16",21.8831
"2018-03-17",21.1901
"2018-03-18",21.0565
"2018-03-19",20.3047
"2018-03-20",21.0525
"2018-03-21",20.8893
"2018-03-22",19.4307
"2018-03-23",19.25
"2018-03-24",17.4265
"2018-03-25",18.6885
"2018-03-26",21.3511
"2018-03-27",21.2154
"2018-03-28",20.6413
"2018-03-29",20.9698
"2018-03-30",21.9718
"2018-03-31",20.9856
"2018-04-01",20.2579
"2018-04-02",20.219
"2018-04-03",20.4242
"2018-04-04",20.0211
"2018-04-05",20.1533
"2018-04-06",20.7017
"2018-04-07",20.5555
"2018-04-08",21.0728
"2018-04-09",21.0574
"2018-04-10",21.3531
"2018-04-11",21.4246
"2018-04-12",21.8781
"2018-04-13",21.6374
"2018-04-14",21.7315
"2018-04-15",22.0975
"2018-04-16",21.5061
"2018-04-17",21.7566
"2018-04-18",21.7093
"2018-04-19",22.1828
"2018-04-20",21.9956
"2018-04-21",21.2125
"2018-04-22",21.1979
"2018-04-23",21.472
"2018-04-24",21.5603
"2018-04-25",21.35
"2018-04-26",21.2851
"2018-04-27",21.6864
"2018-04-28",21.6248
"2018-04-29",21.6457
"2018-04-30",22.4169
"2018-05-01",22.9189
"2018-05-02",22.1939
"2018-05-03",21.5696
"2018-05-04",21.1952
"2018-05-05",21.9618
"2018-05-06",22.4056
"2018-05-07",21.9133
"2018-05-08",22.0882
"2018-05-09",21.7891
"2018-05-10",21.8112
"2018-05-11",22.3035
"2018-05-12",21.7296
"2018-05-13",22.2538
"2018-05-14",21.7857
"2018-05-15",22.3522
"2018-05-16",21.8569
"2018-05-17",21.5253
"2018-05-18",20.9715
"2018-05-19",21.8059
"2018-05-20",21.5756
"2018-05-21",20.6602
"2018-05-22",22.0139
"2018-05-23",20.9018
"2018-05-24",21.6268
"2018-05-25",21.3502
"2018-05-26",21.5138
"2018-05-27",21.8861
"2018-05-28",21.8524
"2018-05-29",21.4292
"2018-05-30",21.5959
"2018-05-31",21.5869
"2018-06-01",21.9123
"2018-06-02",22.0276
"2018-06-03",22.0843
"2018-06-04",22.0442
"2018-06-05",22.236
"2018-06-06",22.1957
"2018-06-07",21.6488
"2018-06-08",21.7993
"2018-06-09",21.6255
"2018-06-10",21.7503
"2018-06-11",21.3825
"2018-06-12",20.5718
"2018-06-13",21.2713
"2018-06-14",21.6269
"2018-06-15",21.9282
"2018-06-16",21.3006
"2018-06-17",21.3166
"2018-06-18",21.249
"2018-06-19",20.54
"2018-06-20",20.2425
"2018-06-21",20.7598
"2018-06-22",21.2198
"2018-06-23",21.2526
"2018-06-24",21.5159
"2018-06-25",21.2615
"2018-06-26",21.0937
"2018-06-27",20.833
"2018-06-28",20.7635
"2018-06-29",20.5966
"2018-06-30",21.1538
"2018-07-01",21.1756
"2018-07-02",21.2018
"2018-07-03",20.768
"2018-07-04",20.783
"2018-07-05",20.7014
"2018-07-06",20.587
"2018-07-07",20.5276
"2018-07-08",21.5765
"2018-07-09",20.9206
"2018-07-10",20.5111
"2018-07-11",20.2907
"2018-07-12",20.7861
"2018-07-13",20.6688
"2018-07-14",21.3649
"2018-07-15",21.1641
"2018-07-16",20.1982
"2018-07-17",20.3099
"2018-07-18",20.162
"2018-07-19",20.3827
"2018-07-20",19.4046
"2018-07-21",20.2084
"2018-07-22",20.805
"2018-07-23",21.2065
"2018-07-24",21.2594
"2018-07-25",21.1949
"2018-07-26",21.2122
"2018-07-27",20.4943
"2018-07-28",20.3402
"2018-07-29",20.6195
"2018-07-30",21.21
"2018-07-31",20.8005
"2018-08-01",20.4934
"2018-08-02",20.9763
"2018-08-03",20.8145
"2018-08-04",20.6063
"2018-08-05",20.5871
"2018-08-06",20.8451
"2018-08-07",20.5269
"2018-08-08",20.0901
"2018-08-09",20.0772
"2018-08-10",20.5874
"2018-08-11",21.1848
"2018-08-12",21.3883
"2018-08-13",21.4712
"2018-08-14",21.2127
"2018-08-15",20.3493
"2018-08-16",20.49
"2018-08-17",20.5774
"2018-08-18",20.4675
"2018-08-19",20.8441
"2018-08-20",20.5749
"2018-08-21",19.5805
"2018-08-22",20.2287
"2018-08-23",20.7805
"2018-08-24",20.6102
"2018-08-25",20.6387
"2018-08-26",20.4592
"2018-08-27",20.3099
"2018-08-28",20.5463
"2018-08-29",20.0569
"2018-08-30",20.1431
"2018-08-31",20.113
"2018-09-01",19.6357
"2018-09-02",19.7718
"2018-09-03",19.596
"2018-09-04",19.0703
"2018-09-05",18.3328
"2018-09-06",18.8062
"2018-09-07",19.039
"2018-09-08",19.2024
"2018-09-09",20.2143
"2018-09-10",20.8556
"2018-09-11",20.1853
"2018-09-12",20.0431
"2018-09-13",20.0183
"2018-09-14",20.1047
"2018-09-15",19.0707
"2018-09-16",19.5794
"2018-09-17",20.712
"2018-09-18",20.6485
"2018-09-19",21.1285
"2018-09-20",20.7244
"2018-09-21",20.5079
"2018-09-22",20.8838
"2018-09-23",21.2041
"2018-09-24",20.8216
"2018-09-25",21.223
"2018-09-26",21.3255
"2018-09-27",21.2502
"2018-09-28",21.1522
"2018-09-29",21.7569
"2018-09-30",22.0105
"2018-10-01",21.9654
"2018-10-02",21.917
"2018-10-03",21.4464
"2018-10-04",21.9672
"2018-10-05",21.8966
"2018-10-06",21.6297
"2018-10-07",21.4131
"2018-10-08",21.1739
"2018-10-09",20.6824
"2018-10-10",20.8763
"2018-10-11",21.1963
"2018-10-12",21.0633
"2018-10-13",20.6292
"2018-10-14",20.6993
"2018-10-15",21.1524
"2018-10-16",20.69
"2018-10-17",19.9687
"2018-10-18",20.6203
"2018-10-19",21.4714
"2018-10-20",21.2415
"2018-10-21",21.0635
"2018-10-22",21.3027
"2018-10-23",21.2323
"2018-10-24",21.3548
"2018-10-25",21.14
"2018-10-26",21.1462
"2018-10-27",21.6168
"2018-10-28",21.3439
