,"(deg C) Mean Dew Point Temperature (ERA5) at Galle, 2007-01-01 to 2025-12-31"
"2015-11-15",23.6763
"2015-11-16",24.4526
"2015-11-17",24.5792
"2015-11-18",24.0909
"2015-11-19",23.8554
"2015-11-20",23.6797
"2015-11-21",23.734
"2015-11-22",24.1429
"2015-11-23",23.7219
"2015-11-24",23.7017
"2015-11-25",23.8732
"2015-11-26",23.4918
"2015-11-27",22.9389
"2015-11-28",23.3994
"2015-11-29",23.8416
"2015-11-30",23.7045
"2015-12-01",24.0006
"2015-12-02",24.0776
"2015-12-03",24.2948
"2015-12-04",23.9475
"2015-12-05",24.4215
"2015-12-06",24.1646
"2015-12-07",24.0879
"2015-12-08",23.9886
"2015-12-09",24.1981
"2015-12-10",24.0221
"2015-12-11",23.9483
"2015-12-12",23.9932
"2015-12-13",24.0404
"2015-12-14",23.7597
"2015-12-15",23.9497
"2015-12-16",23.7493
"2015-12-17",23.0712
"2015-12-18",23.6103
"2015-12-19",23.215
"2015-12-20",23.345
"2015-12-21",23.4846
"2015-12-22",22.819
"2015-12-23",22.3466
"2015-12-24",22.4933
"2015-12-25",22.6837
"2015-12-26",23.5119
"2015-12-27",23.8602
"2015-12-28",24.0335
"2015-12-29",23.9575
"2015-12-30",23.7155
"2015-12-31",23.728
"2016-01-01",23.4128
"2016-01-02",23.3196
"2016-01-03",23.5884
"2016-01-04",23.9568
"2016-01-05",23.8745
"2016-01-06",23.7801
"2016-01-07",23.6914
"2016-01-08",23.8227
"2016-01-09",23.8328
"2016-01-10",23.9692
"2016-01-11",23.6688
"2016-01-12",23.1615
"2016-01-13",22.0242
"2016-01-14",21.6153
"2016-01-15",21.9453
"2016-01-16",22.6242
"2016-01-17",22.7556
"2016-01-18",22.7772
"2016-01-19",23.0766
"2016-01-20",23.7039
"2016-01-21",24.1753
"2016-01-22",23.7366
"2016-01-23",23.7667
"2016-01-24",24.1977
"2016-01-25",24.2054
"2016-01-26",24.1466
"2016-01-27",23.0762
"2016-01-28",23.2
"2016-01-29",22.4129
"2016-01-30",22.2136
"2016-01-31",22.4815
"2016-02-01",22.8161
"2016-02-02",22.1963
"2016-02-03",21.2937
"2016-02-04",21.5925
"2016-02-05",22.7494
"2016-02-06",23.3693
"2016-02-07",23.9755
"2016-02-08",24.0464
"2016-02-09",23.9476
"2016-02-10",23.8704
"2016-02-11",23.6143
"2016-02-12",22.8404
"2016-02-13",22.7342
"2016-02-14",23.1607
"2016-02-15",23.5785
"2016-02-16",23.3656
"2016-02-17",23.9356
"2016-02-18",23.9589
"2016-02-19",23.8763
"2016-02-20",23.5946
"2016-02-21",23.7412
"2016-02-22",23.188
"2016-02-23",21.4583
"2016-02-24",23.0101
"2016-02-25",23.8622
"2016-02-26",23.135
"2016-02-27",23.2362
"2016-02-28",23.462
"2016-02-29",23.8308
"2016-03-01",23.4982
"2016-03-02",23.2715
"2016-03-03",23.3332
"2016-03-04",23.8354
"2016-03-05",24.1045
"2016-03-06",23.4075
"2016-03-07",23.4592
"2016-03-08",23.6954
"2016-03-09",23.7887
"2016-03-10",24.2584
"2016-03-11",23.9711
"2016-03-12",24.3463
"2016-03-13",24.0761
"2016-03-14",23.1463
"2016-03-15",23.0607
"2016-03-16",24.0413
"2016-03-17",24.0588
"2016-03-18",23.3837
"2016-03-19",23.3584
"2016-03-20",23.5077
"2016-03-21",23.4777
"2016-03-22",23.2992
"2016-03-23",23.5093
"2016-03-24",23.4629
"2016-03-25",23.3551
"2016-03-26",23.5746
"2016-03-27",23.1003
"2016-03-28",23.6328
"2016-03-29",24.0344
"2016-03-30",24.0234
"2016-03-31",24.0644
"2016-04-01",24.0088
"2016-04-02",24.3668
"2016-04-03",24.3634
"2016-04-04",24.2614
"2016-04-05",24.5245
"2016-04-06",24.4871
"2016-04-07",24.6431
"2016-04-08",24.8006
"2016-04-09",24.3223
"2016-04-10",24.2527
"2016-04-11",24.7085
"2016-04-12",25.3929
"2016-04-13",25.6745
"2016-04-14",25.4411
"2016-04-15",25.2823
"2016-04-16",25.168
"2016-04-17",25.0698
"2016-04-18",25.2149
"2016-04-19",24.9193
"2016-04-20",24.8091
"2016-04-21",25.4383
"2016-04-22",25.6037
"2016-04-23",26.0389
"2016-04-24",25.9117
"2016-04-25",25.2615
"2016-04-26",24.5972
"2016-04-27",24.7209
"2016-04-28",24.7388
"2016-04-29",24.9016
"2016-04-30",24.733
"2016-05-01",24.8072
"2016-05-02",25.1991
"2016-05-03",25.3929
"2016-05-04",25.2516
"2016-05-05",25.1572
"2016-05-06",24.777
"2016-05-07",24.9038
"2016-05-08",24.8313
"2016-05-09",24.7098
"2016-05-10",24.6347
"2016-05-11",24.4573
"2016-05-12",24.3459
"2016-05-13",24.5777
"2016-05-14",24.953
"2016-05-15",24.2176
"2016-05-16",24.9469
"2016-05-17",24.987
"2016-05-18",25.2738
"2016-05-19",25.2056
"2016-05-20",25.0725
"2016-05-21",25.3302
"2016-05-22",25.7797
"2016-05-23",25.603
"2016-05-24",25.1439
"2016-05-25",25.1495
"2016-05-26",25.4445
"2016-05-27",24.7325
"2016-05-28",24.4924
"2016-05-29",24.845
"2016-05-30",25.002
"2016-05-31",24.8942
"2016-06-01",25.1174
"2016-06-02",25.1372
"2016-06-03",25.1243
"2016-06-04",25.226
"2016-06-05",25.1102
"2016-06-06",24.6143
"2016-06-07",24.6065
"2016-06-08",24.3198
"2016-06-09",24.7843
"2016-06-10",24.8751
"2016-06-11",24.7255
"2016-06-12",24.4743
"2016-06-13",24.3359
"2016-06-14",25.0609
"2016-06-15",24.4479
"2016-06-16",24.6587
"2016-06-17",24.5126
"2016-06-18",24.0225
"2016-06-19",24.1336
"2016-06-20",23.7576
"2016-06-21",23.8528
"2016-06-22",24.1782
"2016-06-23",23.864
"2016-06-24",23.8331
"2016-06-25",23.7208
"2016-06-26",24.5792
"2016-06-27",24.4412
"2016-06-28",24.1746
"2016-06-29",24.5777
"2016-06-30",24.7729
"2016-07-01",24.5131
"2016-07-02",24.6726
"2016-07-03",24.6807
"2016-07-04",24.3346
"2016-07-05",24.1913
"2016-07-06",24.3648
"2016-07-07",24.3654
"2016-07-08",24.8445
"2016-07-09",24.771
"2016-07-10",24.3588
"2016-07-11",24.1144
"2016-07-12",24.0405
"2016-07-13",23.8748
"2016-07-14",23.7472
"2016-07-15",23.9083
"2016-07-16",23.7638
"2016-07-17",23.8709
"2016-07-18",23.9903
"2016-07-19",23.6978
"2016-07-20",24.0745
"2016-07-21",24.1451
"2016-07-22",23.5997
"2016-07-23",23.5189
"2016-07-24",23.4856
"2016-07-25",23.5133
"2016-07-26",23.6032
"2016-07-27",23.5962
"2016-07-28",23.841
"2016-07-29",23.9488
"2016-07-30",23.8859
"2016-07-31",23.9925
"2016-08-01",23.8199
"2016-08-02",23.6136
"2016-08-03",23.5348
"2016-08-04",24.0033
"2016-08-05",24.1629
"2016-08-06",24.2414
"2016-08-07",24.2765
"2016-08-08",24.4216
"2016-08-09",24.1791
"2016-08-10",24.277
"2016-08-11",24.2153
"2016-08-12",23.9876
"2016-08-13",24.2118
"2016-08-14",24.4622
"2016-08-15",24.2511
"2016-08-16",24.2157
"2016-08-17",23.9834
"2016-08-18",24.1147
"2016-08-19",23.9664
"2016-08-20",24.137
"2016-08-21",24.1788
"2016-08-22",24.2097
"2016-08-23",23.9409
"2016-08-24",24.08
"2016-08-25",23.7031
"2016-08-26",23.8632
"2016-08-27",23.6808
"2016-08-28",23.8081
"2016-08-29",24.0608
"2016-08-30",23.5756
"2016-08-31",23.8094
"2016-09-01",23.802
"2016-09-02",23.5513
"2016-09-03",23.6343
"2016-09-04",23.9812
"2016-09-05",23.6976
"2016-09-06",23.8778
"2016-09-07",22.9966
"2016-09-08",22.3677
"2016-09-09",22.9881
"2016-09-10",23.7243
"2016-09-11",23.3975
"2016-09-12",23.6802
"2016-09-13",23.8638
"2016-09-14",24.0536
"2016-09-15",24.1122
"2016-09-16",24.1887
"2016-09-17",23.8369
"2016-09-18",23.6545
"2016-09-19",23.8632
"2016-09-20",23.8697
"2016-09-21",23.7453
"2016-09-22",23.7891
"2016-09-23",23.9294
"2016-09-24",23.7177
"2016-09-25",23.6779
"2016-09-26",24.0564
"2016-09-27",24.1501
"2016-09-28",24.2487
"2016-09-29",24.2308
"2016-09-30",23.8187
"2016-10-01",23.4297
"2016-10-02",23.9046
"2016-10-03",23.3867
"2016-10-04",23.9465
"2016-10-05",24.1167
"2016-10-06",24.1062
"2016-10-07",22.658
"2016-10-08",22.8599
"2016-10-09",23.8397
"2016-10-10",23.6933
"2016-10-11",23.113
"2016-10-12",23.7405
"2016-10-13",24.1796
"2016-10-14",23.9933
"2016-10-15",24.1246
"2016-10-16",23.9383
"2016-10-17",24.0217
"2016-10-18",24.0115
"2016-10-19",24.0751
"2016-10-20",23.5345
"2016-10-21",23.7328
"2016-10-22",23.9188
"2016-10-23",23.9622
"2016-10-24",23.2891
"2016-10-25",23.6779
"2016-10-26",23.2282
"2016-10-27",23.4151
"2016-10-28",23.5686
"2016-10-29",24.2602
"2016-10-30",24.0876
"2016-10-31",23.6962
"2016-11-01",23.4939
"2016-11-02",23.6203
"2016-11-03",23.8258
"2016-11-04",23.1359
"2016-11-05",24.0023
"2016-11-06",23.2638
"2016-11-07",23.4854
"2016-11-08",23.2654
"2016-11-09",22.7307
"2016-11-10",22.8449
"2016-11-11",23.524
"2016-11-12",23.6547
"2016-11-13",23.741
"2016-11-14",23.6573
"2016-11-15",23.5792
"2016-11-16",23.1103
"2016-11-17",23.4596
"2016-11-18",23.5627
"2016-11-19",23.8863
"2016-11-20",23.8755
"2016-11-21",23.8685
"2016-11-22",23.8291
"2016-11-23",23.7632
"2016-11-24",23.8344
"2016-11-25",23.7699
"2016-11-26",23.6585
"2016-11-27",23.2018
"2016-11-28",22.6813
"2016-11-29",21.874
"2016-11-30",19.0154
"2016-12-01",20.8579
"2016-12-02",22.4506
"2016-12-03",22.5138
"2016-12-04",23.218
"2016-12-05",23.2863
"2016-12-06",22.8271
"2016-12-07",23.2876
"2016-12-08",23.5043
"2016-12-09",23.3485
"2016-12-10",23.5751
"2016-12-11",23.0652
"2016-12-12",23.3224
"2016-12-13",23.3509
"2016-12-14",22.4704
"2016-12-15",21.804
"2016-12-16",22.9983
"2016-12-17",23.0995
"2016-12-18",23.1332
"2016-12-19",22.9428
"2016-12-20",23.8828
"2016-12-21",23.1761
"2016-12-22",23.253
"2016-12-23",19.934
"2016-12-24",19.106
"2016-12-25",19.4792
"2016-12-26",21.5907
"2016-12-27",23.3294
"2016-12-28",23.6583
"2016-12-29",23.1498
"2016-12-30",22.757
"2016-12-31",22.7912
"2017-01-01",22.8765
"2017-01-02",22.7571
"2017-01-03",22.9323
"2017-01-04",21.1009
"2017-01-05",20.0804
"2017-01-06",20.5888
"2017-01-07",19.6706
"2017-01-08",18.8448
"2017-01-09",19.6517
"2017-01-10",20.4673
"2017-01-11",20.8942
"2017-01-12",21.3046
"2017-01-13",20.7237
"2017-01-14",20.5712
"2017-01-15",21.7419
"2017-01-16",21.4431
"2017-01-17",19.698
"2017-01-18",20.4658
"2017-01-19",21.026
"2017-01-20",22.0251
"2017-01-21",23.1158
"2017-01-22",23.4838
"2017-01-23",23.2267
"2017-01-24",23.1364
"2017-01-25",23.5563
"2017-01-26",23.6209
"2017-01-27",23.2127
"2017-01-28",22.9948
"2017-01-29",23.329
"2017-01-30",23.1204
"2017-01-31",22.8744
"2017-02-01",22.4891
"2017-02-02",21.7925
"2017-02-03",20.8332
"2017-02-04",20.4529
"2017-02-05",21.2132
"2017-02-06",20.8139
"2017-02-07",20.7628
"2017-02-08",21.9458
"2017-02-09",21.3916
"2017-02-10",21.8258
"2017-02-11",21.7622
"2017-02-12",21.792
"2017-02-13",21.5307
"2017-02-14",23.0295
"2017-02-15",22.7931
"2017-02-16",22.3781
"2017-02-17",22.0203
"2017-02-18",22.8091
"2017-02-19",23.0957
"2017-02-20",22.9813
"2017-02-21",22.5594
"2017-02-22",22.5441
"2017-02-23",22.9835
"2017-02-24",22.9095
"2017-02-25",22.6277
"2017-02-26",22.8148
"2017-02-27",23.4628
"2017-02-28",23.5005
"2017-03-01",22.9076
"2017-03-02",23.1037
"2017-03-03",23.3838
"2017-03-04",23.6035
"2017-03-05",23.4314
"2017-03-06",23.8816
"2017-03-07",23.6178
"2017-03-08",23.7602
"2017-03-09",23.9389
"2017-03-10",23.4808
"2017-03-11",23.6294
"2017-03-12",23.9152
"2017-03-13",23.7356
"2017-03-14",23.7219
"2017-03-15",23.4472
"2017-03-16",22.9128
"2017-03-17",23.1363
"2017-03-18",23.6691
"2017-03-19",23.9483
"2017-03-20",23.9036
"2017-03-21",23.7501
"2017-03-22",23.4063
"2017-03-23",22.8728
"2017-03-24",22.329
"2017-03-25",22.9454
"2017-03-26",22.7982
"2017-03-27",23.3396
"2017-03-28",23.5828
"2017-03-29",23.7955
"2017-03-30",23.9798
"2017-03-31",24.2688
"2017-04-01",24.5921
"2017-04-02",24.244
"2017-04-03",24.3392
"2017-04-04",24.0956
"2017-04-05",24.4102
"2017-04-06",24.9045
"2017-04-07",24.6306
"2017-04-08",24.8728
"2017-04-09",24.5459
"2017-04-10",24.9273
"2017-04-11",24.6894
"2017-04-12",24.1797
"2017-04-13",24.1482
"2017-04-14",24.817
"2017-04-15",24.9863
"2017-04-16",25.4519
"2017-04-17",25.428
"2017-04-18",24.8527
"2017-04-19",24.6586
"2017-04-20",24.6039
"2017-04-21",24.5534
"2017-04-22",24.6209
"2017-04-23",25.5283
"2017-04-24",25.4441
"2017-04-25",25.4324
"2017-04-26",25.3404
"2017-04-27",24.5034
"2017-04-28",24.9325
"2017-04-29",24.8646
"2017-04-30",24.3735
"2017-05-01",24.0515
"2017-05-02",24.0193
"2017-05-03",24.4279
"2017-05-04",24.477
"2017-05-05",24.5436
"2017-05-06",24.2967
"2017-05-07",23.924
"2017-05-08",24.0613
"2017-05-09",24.6103
"2017-05-10",24.7727
"2017-05-11",24.5218
"2017-05-12",24.6839
"2017-05-13",25.1343
"2017-05-14",25.2518
"2017-05-15",25.3695
"2017-05-16",25.5704
"2017-05-17",25.6789
"2017-05-18",24.7734
"2017-05-19",25.0012
"2017-05-20",25.0032
"2017-05-21",25.2282
"2017-05-22",25.0743
"2017-05-23",24.8649
"2017-05-24",24.4787
"2017-05-25",24.3188
"2017-05-26",24.6913
"2017-05-27",25.2253
"2017-05-28",25.2092
"2017-05-29",24.591
"2017-05-30",24.2436
"2017-05-31",24.3221
"2017-06-01",24.5021
"2017-06-02",24.3962
"2017-06-03",24.6272
"2017-06-04",24.7941
"2017-06-05",24.7651
"2017-06-06",24.6932
"2017-06-07",24.3944
"2017-06-08",24.7596
"2017-06-09",24.188
"2017-06-10",24.2721
"2017-06-11",24.4936
"2017-06-12",24.3307
"2017-06-13",24.4665
"2017-06-14",24.2845
"2017-06-15",24.2277
"2017-06-16",24.1013
"2017-06-17",24.6743
"2017-06-18",24.739
"2017-06-19",24.374
"2017-06-20",24.4226
"2017-06-21",24.7111
"2017-06-22",24.5021
"2017-06-23",24.1627
"2017-06-24",23.8715
"2017-06-25",24.009
"2017-06-26",24.2926
"2017-06-27",23.9359
"2017-06-28",24.3732
"2017-06-29",24.3507
"2017-06-30",24.6561
"2017-07-01",24.3567
"2017-07-02",24.0692
"2017-07-03",24.2982
"2017-07-04",24.2283
"2017-07-05",24.1158
"2017-07-06",24.6066
"2017-07-07",24.5528
"2017-07-08",24.1424
"2017-07-09",23.6303
"2017-07-10",23.9417
"2017-07-11",24.1128
"2017-07-12",24.1941
"2017-07-13",24.0394
"2017-07-14",24.301
"2017-07-15",24.3199
"2017-07-16",24.36
"2017-07-17",24.0805
"2017-07-18",24.04
"2017-07-19",24.2418
"2017-07-20",24.0928
"2017-07-21",24.035
"2017-07-22",24.5036
"2017-07-23",24.5699
"2017-07-24",24.6942
"2017-07-25",24.9142
"2017-07-26",24.7722
"2017-07-27",24.291
"2017-07-28",24.3392
"2017-07-29",24.263
"2017-07-30",24.5248
"2017-07-31",24.2579
"2017-08-01",24.0863
"2017-08-02",24.2459
"2017-08-03",24.2305
"2017-08-04",24.5281
"2017-08-05",24.5131
"2017-08-06",23.9915
"2017-08-07",24.0156
"2017-08-08",24.3938
"2017-08-09",24.1788
"2017-08-10",24.0423
"2017-08-11",23.607
"2017-08-12",23.7649
"2017-08-13",24.2752
"2017-08-14",23.9497
"2017-08-15",23.5289
"2017-08-16",23.2734
"2017-08-17",24.127
"2017-08-18",23.9621
"2017-08-19",24.0727
"2017-08-20",24.2461
"2017-08-21",24.1078
"2017-08-22",23.8624
"2017-08-23",24.3212
"2017-08-24",24.3343
"2017-08-25",24.6302
"2017-08-26",24.0818
"2017-08-27",24.195
"2017-08-28",24.114
"2017-08-29",24.1017
"2017-08-30",24.1117
"2017-08-31",24.436
"2017-09-01",23.9588
"2017-09-02",23.8606
"2017-09-03",24.234
"2017-09-04",24.1932
"2017-09-05",23.5066
"2017-09-06",23.7177
"2017-09-07",23.7275
"2017-09-08",23.9207
"2017-09-09",24.2793
"2017-09-10",24.2153
"2017-09-11",24.2192
"2017-09-12",23.9984
"2017-09-13",23.3503
"2017-09-14",23.3179
"2017-09-15",23.8645
"2017-09-16",24.331
"2017-09-17",24.0265
"2017-09-18",24.3
"2017-09-19",23.7693
"2017-09-20",24.0893
"2017-09-21",23.9698
"2017-09-22",23.9988
"2017-09-23",23.7231
"2017-09-24",24.4251
"2017-09-25",23.8819
"2017-09-26",24.4032
"2017-09-27",23.8973
"2017-09-28",23.7966
"2017-09-29",23.7304
"2017-09-30",24.4204
"2017-10-01",24.3083
"2017-10-02",24.2779
"2017-10-03",24.2219
"2017-10-04",24.4853
"2017-10-05",24.2081
"2017-10-06",23.9648
"2017-10-07",24.3304
"2017-10-08",24.2118
"2017-10-09",24.2774
"2017-10-10",24.3784
"2017-10-11",23.7038
"2017-10-12",24.0978
"2017-10-13",24.3771
"2017-10-14",23.8612
"2017-10-15",24.2161
"2017-10-16",24.3369
"2017-10-17",24.0126
"2017-10-18",24.0697
"2017-10-19",24.0394
"2017-10-20",24.1637
"2017-10-21",23.9969
"2017-10-22",24.3795
"2017-10-23",24.2917
"2017-10-24",24.0476
"2017-10-25",23.6606
"2017-10-26",23.5829
"2017-10-27",23.6724
"2017-10-28",23.9585
"2017-10-29",23.7732
"2017-10-30",23.8248
"2017-10-31",23.7312
"2017-11-01",23.9649
"2017-11-02",23.871
"2017-11-03",23.7452
"2017-11-04",23.7116
"2017-11-05",23.6506
"2017-11-06",23.4936
"2017-11-07",23.3799
"2017-11-08",23.3728
"2017-11-09",23.1461
"2017-11-10",23.4308
"2017-11-11",23.6715
"2017-11-12",23.3254
"2017-11-13",23.9258
"2017-11-14",23.7663
"2017-11-15",22.6252
"2017-11-16",22.6184
"2017-11-17",22.9316
"2017-11-18",23.767
"2017-11-19",23.4287
"2017-11-20",23.3465
"2017-11-21",23.4992
"2017-11-22",23.4925
"2017-11-23",23.3307
"2017-11-24",23.2003
"2017-11-25",21.9516
"2017-11-26",22.6735
"2017-11-27",23.3174
"2017-11-28",23.6681
"2017-11-29",23.57
"2017-11-30",23.354
"2017-12-01",23.0964
"2017-12-02",23.0847
"2017-12-03",23.1095
"2017-12-04",23.4152
"2017-12-05",23.2196
"2017-12-06",23.3714
"2017-12-07",23.5041
"2017-12-08",22.3714
"2017-12-09",21.6906
"2017-12-10",22.6215
"2017-12-11",23.5289
"2017-12-12",23.5941
"2017-12-13",23.3203
"2017-12-14",23.3808
"2017-12-15",23.3298
"2017-12-16",23.2869
"2017-12-17",22.817
"2017-12-18",22.2965
"2017-12-19",22.6613
"2017-12-20",23.2492
"2017-12-21",23.025
"2017-12-22",23.0792
"2017-12-23",22.8461
"2017-12-24",22.4293
"2017-12-25",23.145
"2017-12-26",23.6179
"2017-12-27",23.4584
"2017-12-28",22.5011
"2017-12-29",22.2062
"2017-12-30",22.6797
"2017-12-31",22.7124
"2018-01-01",22.8815
"2018-01-02",23.0538
"2018-01-03",22.8183
"2018-01-04",22.1133
"2018-01-05",20.1934
"2018-01-06",18.7396
"2018-01-07",17.9002
"2018-01-08",19.8177
"2018-01-09",21.2133
"2018-01-10",22.6249
"2018-01-11",23.0067
"2018-01-12",22.964
"2018-01-13",23.1108
"2018-01-14",22.9193
"2018-01-15",22.0921
"2018-01-16",21.8689
"2018-01-17",20.7216
"2018-01-18",20.2304
"2018-01-19",20.7099
"2018-01-20",20.8837
"2018-01-21",21.3361
"2018-01-22",21.8773
"2018-01-23",21.8493
"2018-01-24",21.3827
"2018-01-25",21.3596
"2018-01-26",21.5316
"2018-01-27",21.6284
"2018-01-28",20.5807
"2018-01-29",22.5507
"2018-01-30",23.3717
"2018-01-31",23.2845
"2018-02-01",23.1882
"2018-02-02",23.3567
"2018-02-03",22.9524
"2018-02-04",23.3482
"2018-02-05",23.2583
"2018-02-06",23.4037
"2018-02-07",23.2022
"2018-02-08",22.957
"2018-02-09",23.4297
"2018-02-10",23.0792
"2018-02-11",22.5282
"2018-02-12",23.1435
"2018-02-13",23.5128
"2018-02-14",22.8033
"2018-02-15",23.1896
"2018-02-16",23.1414
"2018-02-17",22.6994
"2018-02-18",22.4921
"2018-02-19",21.9971
"2018-02-20",21.2456
"2018-02-21",21.2583
"2018-02-22",21.7304
"2018-02-23",22.5735
"2018-02-24",23.2524
"2018-02-25",23.3336
"2018-02-26",23.2198
"2018-02-27",23.3423
"2018-02-28",23.0191
"2018-03-01",23.68
"2018-03-02",23.647
"2018-03-03",23.5785
"2018-03-04",23.5298
"2018-03-05",23.6172
"2018-03-06",23.6465
"2018-03-07",23.188
"2018-03-08",23.7661
"2018-03-09",23.5512
"2018-03-10",23.5488
"2018-03-11",23.2979
"2018-03-12",23.2009
"2018-03-13",23.6758
"2018-03-14",23.8277
"2018-03-15",23.7492
"2018-03-16",24.1952
"2018-03-17",24.0344
"2018-03-18",24.1029
"2018-03-19",23.4998
"2018-03-20",23.825
"2018-03-21",23.9391
"2018-03-22",23.4734
"2018-03-23",23.8885
"2018-03-24",23.044
"2018-03-25",22.5171
"2018-03-26",23.6123
"2018-03-27",23.5638
"2018-03-28",23.501
"2018-03-29",23.9652
"2018-03-30",24.1257
"2018-03-31",24.3407
"2018-04-01",24.3595
"2018-04-02",24.1585
"2018-04-03",24.0854
"2018-04-04",23.7238
"2018-04-05",23.916
"2018-04-06",23.6298
"2018-04-07",23.3506
"2018-04-08",23.8041
"2018-04-09",23.6438
"2018-04-10",23.7465
"2018-04-11",23.8938
"2018-04-12",23.9737
"2018-04-13",23.9049
"2018-04-14",23.9196
"2018-04-15",24.1582
"2018-04-16",24.059
"2018-04-17",24.0941
"2018-04-18",23.6709
"2018-04-19",24.4494
"2018-04-20",24.5861
"2018-04-21",24.3892
"2018-04-22",24.6374
"2018-04-23",24.4477
"2018-04-24",24.3852
"2018-04-25",24.286
"2018-04-26",24.1251
"2018-04-27",24.5769
"2018-04-28",24.1368
"2018-04-29",24.5233
"2018-04-30",25.0438
"2018-05-01",25.6218
"2018-05-02",25.1274
"2018-05-03",24.6768
"2018-05-04",24.2879
"2018-05-05",24.128
"2018-05-06",24.4207
"2018-05-07",24.5474
"2018-05-08",24.3389
"2018-05-09",24.5814
"2018-05-10",24.296
"2018-05-11",24.4164
"2018-05-12",24.1366
"2018-05-13",24.3095
"2018-05-14",24.1453
"2018-05-15",24.4177
"2018-05-16",24.124
"2018-05-17",24.2646
"2018-05-18",23.9842
"2018-05-19",23.9399
"2018-05-20",24.1421
"2018-05-21",23.7774
"2018-05-22",24.53
"2018-05-23",23.9688
"2018-05-24",23.997
"2018-05-25",24.153
"2018-05-26",24.5565
"2018-05-27",24.6462
"2018-05-28",24.8763
"2018-05-29",24.6822
"2018-05-30",24.5281
"2018-05-31",24.9472
"2018-06-01",24.3976
"2018-06-02",24.4928
"2018-06-03",24.6981
"2018-06-04",24.5569
"2018-06-05",24.6017
"2018-06-06",24.4901
"2018-06-07",24.4313
"2018-06-08",24.4304
"2018-06-09",24.486
"2018-06-10",24.5434
"2018-06-11",24.5838
"2018-06-12",24.4298
"2018-06-13",24.2271
"2018-06-14",24.3068
"2018-06-15",24.3325
"2018-06-16",23.879
"2018-06-17",24.0859
"2018-06-18",24.1015
"2018-06-19",23.9621
"2018-06-20",23.7064
"2018-06-21",23.8836
"2018-06-22",24.0547
"2018-06-23",24.1827
"2018-06-24",24.1718
"2018-06-25",24.1627
"2018-06-26",23.9402
"2018-06-27",23.7534
"2018-06-28",24.0306
"2018-06-29",23.8814
"2018-06-30",23.9057
"2018-07-01",23.6655
"2018-07-02",24.0302
"2018-07-03",24.3414
"2018-07-04",24.4154
"2018-07-05",24.2635
"2018-07-06",24.1184
"2018-07-07",23.9965
"2018-07-08",23.9698
"2018-07-09",23.6895
"2018-07-10",23.3055
"2018-07-11",23.1995
"2018-07-12",23.7054
"2018-07-13",24.0368
"2018-07-14",23.9026
"2018-07-15",23.7401
"2018-07-16",23.2193
"2018-07-17",23.433
"2018-07-18",23.6199
"2018-07-19",23.8243
"2018-07-20",23.4843
"2018-07-21",23.7692
"2018-07-22",24.0982
"2018-07-23",24.1963
"2018-07-24",24.0111
"2018-07-25",23.8377
"2018-07-26",23.9033
"2018-07-27",23.5695
"2018-07-28",23.5077
"2018-07-29",23.7049
"2018-07-30",23.7447
"2018-07-31",23.6374
"2018-08-01",23.8551
"2018-08-02",24.1186
"2018-08-03",24.2196
"2018-08-04",24.3269
"2018-08-05",24.2693
"2018-08-06",23.8307
"2018-08-07",23.578
"2018-08-08",23.2568
"2018-08-09",23.8969
"2018-08-10",24.1471
"2018-08-11",24.3731
"2018-08-12",24.0612
"2018-08-13",24.2534
"2018-08-14",23.7256
"2018-08-15",23.4931
"2018-08-16",23.4986
"2018-08-17",23.5133
"2018-08-18",23.0469
"2018-08-19",23.4833
"2018-08-20",23.6333
"2018-08-21",23.5225
"2018-08-22",23.4098
"2018-08-23",23.4429
"2018-08-24",23.4177
"2018-08-25",23.4661
"2018-08-26",23.3949
"2018-08-27",23.8097
"2018-08-28",23.5697
"2018-08-29",23.5337
"2018-08-30",23.4648
"2018-08-31",23.6826
"2018-09-01",23.5306
"2018-09-02",23.378
"2018-09-03",23.3276
"2018-09-04",23.1049
"2018-09-05",22.7006
"2018-09-06",22.6163
"2018-09-07",23.3608
"2018-09-08",22.8168
"2018-09-09",23.3697
"2018-09-10",23.1341
"2018-09-11",23.1254
"2018-09-12",22.8463
"2018-09-13",22.7827
"2018-09-14",22.9055
"2018-09-15",22.7498
"2018-09-16",23.1396
"2018-09-17",23.7363
"2018-09-18",23.7368
"2018-09-19",24.2209
"2018-09-20",24.2748
"2018-09-21",23.3951
"2018-09-22",23.7861
"2018-09-23",23.857
"2018-09-24",23.4164
"2018-09-25",23.4392
"2018-09-26",23.7276
"2018-09-27",23.911
"2018-09-28",23.4993
"2018-09-29",23.8328
"2018-09-30",23.8971
"2018-10-01",23.7577
"2018-10-02",23.9945
"2018-10-03",23.7525
"2018-10-04",24.1624
"2018-10-05",23.9951
"2018-10-06",23.5985
"2018-10-07",23.6674
"2018-10-08",23.588
"2018-10-09",23.3136
"2018-10-10",23.7718
"2018-10-11",23.6301
"2018-10-12",23.2433
"2018-10-13",23.2049
"2018-10-14",23.5185
"2018-10-15",23.495
"2018-10-16",23.3036
"2018-10-17",22.9269
"2018-10-18",23.2273
"2018-10-19",23.6805
"2018-10-20",23.1974
"2018-10-21",23.5682
"2018-10-22",23.6413
"2018-10-23",23.6555
"2018-10-24",23.5584
"2018-10-25",23.4076
"2018-10-26",23.3272
"2018-10-27",23.6844
"2018-10-28",23.6831
"2018-10-29",23.5575
