,"(deg C) Mean Dew Point Temperature (ERA5) at Vavuniya, 2007-01-01 to 2025-12-31"
"2015-11-11",24.7611
"2015-11-12",24.5635
"2015-11-13",24.3538
"2015-11-14",24.1254
"2015-11-15",24.2689
"2015-11-16",23.9796
"2015-11-17",24.8174
"2015-11-18",24.5956
"2015-11-19",24.4629
"2015-11-20",24.2584
"2015-11-21",24.5763
"2015-11-22",24.5952
"2015-11-23",24.5373
"2015-11-24",24.5799
"2015-11-25",23.3148
"2015-11-26",23.4367
"2015-11-27",24.0402
"2015-11-28",23.7943
"2015-11-29",24.2353
"2015-11-30",24.2224
"2015-12-01",24.1885
"2015-12-02",24.2693
"2015-12-03",24.5091
"2015-12-04",24.45
"2015-12-05",24.7057
"2015-12-06",24.6153
"2015-12-07",24.6475
"2015-12-08",24.1743
"2015-12-09",24.8362
"2015-12-10",24.7479
"2015-12-11",24.3801
"2015-12-12",23.2481
"2015-12-13",24.2619
"2015-12-14",24.2325
"2015-12-15",23.9602
"2015-12-16",21.644
"2015-12-17",23.7153
"2015-12-18",24.3254
"2015-12-19",23.6017
"2015-12-20",23.6262
"2015-12-21",22.2836
"2015-12-22",21.7801
"2015-12-23",22.4111
"2015-12-24",21.293
"2015-12-25",21.1527
"2015-12-26",22.8227
"2015-12-27",24.217
"2015-12-28",24.3668
"2015-12-29",24.3693
"2015-12-30",23.6172
"2015-12-31",23.1825
"2016-01-01",23.3753
"2016-01-02",23.2776
"2016-01-03",23.2897
"2016-01-04",22.9726
"2016-01-05",23.7961
"2016-01-06",23.4429
"2016-01-07",22.7974
"2016-01-08",22.2704
"2016-01-09",22.178
"2016-01-10",22.1859
"2016-01-11",21.4878
"2016-01-12",20.5619
"2016-01-13",21.032
"2016-01-14",19.4811
"2016-01-15",20.3051
"2016-01-16",21.9535
"2016-01-17",20.8468
"2016-01-18",21.0591
"2016-01-19",21.9574
"2016-01-20",22.4146
"2016-01-21",22.2584
"2016-01-22",22.7889
"2016-01-23",24.0798
"2016-01-24",24.0145
"2016-01-25",23.1614
"2016-01-26",22.1276
"2016-01-27",20.8956
"2016-01-28",20.7598
"2016-01-29",20.3306
"2016-01-30",20.2195
"2016-01-31",20.9843
"2016-02-01",20.7451
"2016-02-02",20.9747
"2016-02-03",20.328
"2016-02-04",20.1138
"2016-02-05",21.1777
"2016-02-06",21.9607
"2016-02-07",22.8862
"2016-02-08",23.0914
"2016-02-09",23.5249
"2016-02-10",23.3382
"2016-02-11",21.5184
"2016-02-12",20.2632
"2016-02-13",20.6697
"2016-02-14",21.3223
"2016-02-15",23.3863
"2016-02-16",22.1012
"2016-02-17",24.0314
"2016-02-18",24.1077
"2016-02-19",24.1909
"2016-02-20",24.4375
"2016-02-21",23.6811
"2016-02-22",22.0635
"2016-02-23",21.0724
"2016-02-24",23.2132
"2016-02-25",24.6292
"2016-02-26",23.011
"2016-02-27",23.7962
"2016-02-28",24.6051
"2016-02-29",23.6858
"2016-03-01",23.5261
"2016-03-02",23.2451
"2016-03-03",22.8016
"2016-03-04",23.8297
"2016-03-05",22.9614
"2016-03-06",22.8781
"2016-03-07",23.2664
"2016-03-08",23.6039
"2016-03-09",24.6327
"2016-03-10",24.4621
"2016-03-11",23.3841
"2016-03-12",23.0953
"2016-03-13",23.6154
"2016-03-14",22.5927
"2016-03-15",23.0733
"2016-03-16",23.6875
"2016-03-17",23.3189
"2016-03-18",21.5275
"2016-03-19",21.6124
"2016-03-20",21.9204
"2016-03-21",23.1314
"2016-03-22",24.0693
"2016-03-23",24.0308
"2016-03-24",22.3441
"2016-03-25",22.0416
"2016-03-26",22.5437
"2016-03-27",23.1443
"2016-03-28",24.5381
"2016-03-29",24.6237
"2016-03-30",24.3498
"2016-03-31",24.5239
"2016-04-01",23.7678
"2016-04-02",23.0702
"2016-04-03",23.8107
"2016-04-04",23.0789
"2016-04-05",23.7187
"2016-04-06",24.3213
"2016-04-07",24.4005
"2016-04-08",23.8696
"2016-04-09",24.0466
"2016-04-10",24.2418
"2016-04-11",24.1165
"2016-04-12",25.2393
"2016-04-13",24.7651
"2016-04-14",24.9091
"2016-04-15",25.3336
"2016-04-16",25.0029
"2016-04-17",24.4501
"2016-04-18",24.8809
"2016-04-19",25.0878
"2016-04-20",25.1276
"2016-04-21",25.4628
"2016-04-22",25.6393
"2016-04-23",24.8057
"2016-04-24",24.8029
"2016-04-25",25.1213
"2016-04-26",24.0565
"2016-04-27",24.432
"2016-04-28",24.2701
"2016-04-29",24.233
"2016-04-30",24.4035
"2016-05-01",24.7029
"2016-05-02",24.9079
"2016-05-03",24.4342
"2016-05-04",24.4118
"2016-05-05",24.8083
"2016-05-06",24.5672
"2016-05-07",24.8121
"2016-05-08",25.0064
"2016-05-09",25.2813
"2016-05-10",24.9567
"2016-05-11",25.2144
"2016-05-12",24.5704
"2016-05-13",24.7732
"2016-05-14",25.3875
"2016-05-15",24.7913
"2016-05-16",25.0305
"2016-05-17",24.2498
"2016-05-18",25.4552
"2016-05-19",25.0551
"2016-05-20",25.3083
"2016-05-21",25.8665
"2016-05-22",25.9857
"2016-05-23",25.9331
"2016-05-24",25.7146
"2016-05-25",25.6522
"2016-05-26",25.4934
"2016-05-27",24.9911
"2016-05-28",24.7893
"2016-05-29",24.8736
"2016-05-30",24.9979
"2016-05-31",25.1333
"2016-06-01",24.6927
"2016-06-02",24.576
"2016-06-03",24.8219
"2016-06-04",24.936
"2016-06-05",24.9279
"2016-06-06",24.3493
"2016-06-07",24.372
"2016-06-08",24.0324
"2016-06-09",24.6572
"2016-06-10",24.7504
"2016-06-11",24.7325
"2016-06-12",24.8346
"2016-06-13",24.3107
"2016-06-14",24.101
"2016-06-15",23.4323
"2016-06-16",23.6257
"2016-06-17",24.0516
"2016-06-18",23.8839
"2016-06-19",23.7369
"2016-06-20",23.8566
"2016-06-21",23.2901
"2016-06-22",23.7308
"2016-06-23",23.1477
"2016-06-24",23.051
"2016-06-25",22.9915
"2016-06-26",23.951
"2016-06-27",23.888
"2016-06-28",23.5368
"2016-06-29",23.8381
"2016-06-30",23.5936
"2016-07-01",23.5891
"2016-07-02",22.9473
"2016-07-03",22.7739
"2016-07-04",23.2969
"2016-07-05",22.9688
"2016-07-06",23.3665
"2016-07-07",23.4687
"2016-07-08",23.539
"2016-07-09",23.3986
"2016-07-10",22.9818
"2016-07-11",22.6891
"2016-07-12",22.5559
"2016-07-13",22.8783
"2016-07-14",23.6357
"2016-07-15",23.2013
"2016-07-16",23.6562
"2016-07-17",23.3655
"2016-07-18",23.0578
"2016-07-19",23.613
"2016-07-20",23.2928
"2016-07-21",23.5128
"2016-07-22",23.171
"2016-07-23",23.0313
"2016-07-24",23.7429
"2016-07-25",24.051
"2016-07-26",24.2187
"2016-07-27",23.6662
"2016-07-28",23.7739
"2016-07-29",23.8491
"2016-07-30",23.2626
"2016-07-31",22.7063
"2016-08-01",22.7731
"2016-08-02",21.8913
"2016-08-03",22.6972
"2016-08-04",22.7779
"2016-08-05",22.4529
"2016-08-06",22.3637
"2016-08-07",23.102
"2016-08-08",23.4718
"2016-08-09",23.3039
"2016-08-10",23.4138
"2016-08-11",23.2516
"2016-08-12",23.5125
"2016-08-13",23.4558
"2016-08-14",23.3785
"2016-08-15",23.1121
"2016-08-16",22.8961
"2016-08-17",22.5908
"2016-08-18",23.3894
"2016-08-19",23.227
"2016-08-20",23.0454
"2016-08-21",23.4659
"2016-08-22",23.999
"2016-08-23",23.552
"2016-08-24",23.5534
"2016-08-25",23.4681
"2016-08-26",23.4989
"2016-08-27",23.5388
"2016-08-28",23.1286
"2016-08-29",23.2646
"2016-08-30",23.3583
"2016-08-31",23.3301
"2016-09-01",23.0288
"2016-09-02",22.8338
"2016-09-03",22.9294
"2016-09-04",22.8788
"2016-09-05",22.5731
"2016-09-06",22.3644
"2016-09-07",21.697
"2016-09-08",21.7917
"2016-09-09",22.0715
"2016-09-10",22.1576
"2016-09-11",22.3867
"2016-09-12",22.1934
"2016-09-13",22.449
"2016-09-14",23.1192
"2016-09-15",23.4048
"2016-09-16",22.7729
"2016-09-17",22.5144
"2016-09-18",22.7152
"2016-09-19",22.4653
"2016-09-20",22.6578
"2016-09-21",22.8175
"2016-09-22",22.7367
"2016-09-23",22.7509
"2016-09-24",22.3785
"2016-09-25",22.5749
"2016-09-26",22.5951
"2016-09-27",22.8976
"2016-09-28",22.9422
"2016-09-29",22.9146
"2016-09-30",22.9107
"2016-10-01",21.7892
"2016-10-02",21.3452
"2016-10-03",21.5472
"2016-10-04",21.6062
"2016-10-05",22.7273
"2016-10-06",22.418
"2016-10-07",21.105
"2016-10-08",21.5472
"2016-10-09",22.2489
"2016-10-10",22.082
"2016-10-11",21.4032
"2016-10-12",22.0296
"2016-10-13",23.9084
"2016-10-14",24.1687
"2016-10-15",23.3508
"2016-10-16",23.0778
"2016-10-17",22.6545
"2016-10-18",23.4876
"2016-10-19",23.7378
"2016-10-20",23.8513
"2016-10-21",23.4233
"2016-10-22",23.5364
"2016-10-23",22.4707
"2016-10-24",23.2054
"2016-10-25",23.4917
"2016-10-26",23.296
"2016-10-27",22.8886
"2016-10-28",23.1764
"2016-10-29",23.2939
"2016-10-30",24.1877
"2016-10-31",24.156
"2016-11-01",24.1992
"2016-11-02",24.2689
"2016-11-03",24.2955
"2016-11-04",23.7176
"2016-11-05",24.2937
"2016-11-06",24.2871
"2016-11-07",23.4464
"2016-11-08",23.2775
"2016-11-09",22.7308
"2016-11-10",21.8171
"2016-11-11",23.0677
"2016-11-12",24.136
"2016-11-13",24.3339
"2016-11-14",24.2134
"2016-11-15",24.0911
"2016-11-16",23.9539
"2016-11-17",23.9664
"2016-11-18",24.1076
"2016-11-19",24.1575
"2016-11-20",23.6977
"2016-11-21",24.03
"2016-11-22",24.3803
"2016-11-23",23.955
"2016-11-24",22.0102
"2016-11-25",22.1779
"2016-11-26",22.2973
"2016-11-27",21.2922
"2016-11-28",20.6346
"2016-11-29",20.7603
"2016-11-30",21.9346
"2016-12-01",19.7063
"2016-12-02",21.6356
"2016-12-03",22.7274
"2016-12-04",23.5509
"2016-12-05",23.3524
"2016-12-06",20.7964
"2016-12-07",23.5533
"2016-12-08",23.7655
"2016-12-09",22.486
"2016-12-10",22.042
"2016-12-11",23.0244
"2016-12-12",21.4476
"2016-12-13",20.8769
"2016-12-14",21.3031
"2016-12-15",22.6045
"2016-12-16",22.9876
"2016-12-17",22.818
"2016-12-18",20.9475
"2016-12-19",23.175
"2016-12-20",24.4651
"2016-12-21",23.8153
"2016-12-22",20.8934
"2016-12-23",17.9614
"2016-12-24",18.1208
"2016-12-25",19.3126
"2016-12-26",22.5672
"2016-12-27",24.0143
"2016-12-28",23.7409
"2016-12-29",23.4325
"2016-12-30",21.9322
"2016-12-31",21.838
"2017-01-01",22.3918
"2017-01-02",22.6793
"2017-01-03",22.2026
"2017-01-04",19.8248
"2017-01-05",19.0532
"2017-01-06",19.6429
"2017-01-07",17.7103
"2017-01-08",17.8057
"2017-01-09",18.0246
"2017-01-10",18.8454
"2017-01-11",19.1503
"2017-01-12",19.8925
"2017-01-13",18.6388
"2017-01-14",20.4391
"2017-01-15",20.7498
"2017-01-16",18.909
"2017-01-17",17.7588
"2017-01-18",18.1695
"2017-01-19",20.384
"2017-01-20",22.7662
"2017-01-21",23.6151
"2017-01-22",22.9578
"2017-01-23",23.1097
"2017-01-24",23.2463
"2017-01-25",23.5565
"2017-01-26",23.7644
"2017-01-27",23.4546
"2017-01-28",23.6403
"2017-01-29",23.719
"2017-01-30",23.6091
"2017-01-31",20.7417
"2017-02-01",19.7586
"2017-02-02",19.6911
"2017-02-03",18.9488
"2017-02-04",18.1291
"2017-02-05",18.6211
"2017-02-06",18.5736
"2017-02-07",18.0764
"2017-02-08",18.3552
"2017-02-09",18.4682
"2017-02-10",18.8307
"2017-02-11",18.5568
"2017-02-12",19.2751
"2017-02-13",21.9528
"2017-02-14",23.5694
"2017-02-15",22.4867
"2017-02-16",21.1094
"2017-02-17",19.8574
"2017-02-18",21.3997
"2017-02-19",21.4213
"2017-02-20",20.6575
"2017-02-21",21.7621
"2017-02-22",21.4149
"2017-02-23",22.6158
"2017-02-24",22.2048
"2017-02-25",21.9993
"2017-02-26",21.2873
"2017-02-27",23.2587
"2017-02-28",23.6241
"2017-03-01",22.4431
"2017-03-02",23.2464
"2017-03-03",23.6959
"2017-03-04",23.4867
"2017-03-05",23.7769
"2017-03-06",24.3587
"2017-03-07",24.1193
"2017-03-08",24.3719
"2017-03-09",24.0824
"2017-03-10",23.3665
"2017-03-11",23.8015
"2017-03-12",23.7414
"2017-03-13",23.9773
"2017-03-14",24.2243
"2017-03-15",23.6575
"2017-03-16",23.8537
"2017-03-17",22.4295
"2017-03-18",22.4935
"2017-03-19",23.9551
"2017-03-20",24.1714
"2017-03-21",23.7262
"2017-03-22",22.6569
"2017-03-23",21.5914
"2017-03-24",18.9968
"2017-03-25",19.3018
"2017-03-26",20.349
"2017-03-27",22.3534
"2017-03-28",23.5698
"2017-03-29",23.7601
"2017-03-30",24.1575
"2017-03-31",23.1604
"2017-04-01",23.1045
"2017-04-02",23.9495
"2017-04-03",24.1587
"2017-04-04",24.2644
"2017-04-05",24.176
"2017-04-06",24.2464
"2017-04-07",24.4825
"2017-04-08",22.9315
"2017-04-09",23.3776
"2017-04-10",23.8157
"2017-04-11",24.4968
"2017-04-12",24.319
"2017-04-13",24.2933
"2017-04-14",24.127
"2017-04-15",24.1406
"2017-04-16",24.1664
"2017-04-17",23.7234
"2017-04-18",23.4486
"2017-04-19",23.2112
"2017-04-20",23.1565
"2017-04-21",23.0644
"2017-04-22",24.0374
"2017-04-23",24.435
"2017-04-24",24.4996
"2017-04-25",24.3215
"2017-04-26",23.43
"2017-04-27",23.8242
"2017-04-28",23.9414
"2017-04-29",24.06
"2017-04-30",23.3836
"2017-05-01",23.4705
"2017-05-02",23.9305
"2017-05-03",23.8054
"2017-05-04",24.5626
"2017-05-05",24.4587
"2017-05-06",24.6484
"2017-05-07",24.421
"2017-05-08",24.6375
"2017-05-09",24.748
"2017-05-10",24.6572
"2017-05-11",25.1393
"2017-05-12",24.4878
"2017-05-13",25.0018
"2017-05-14",25.3229
"2017-05-15",25.0899
"2017-05-16",25.0885
"2017-05-17",24.8141
"2017-05-18",24.7393
"2017-05-19",24.7204
"2017-05-20",25.0471
"2017-05-21",24.6541
"2017-05-22",25.4986
"2017-05-23",24.8149
"2017-05-24",24.0396
"2017-05-25",24.8763
"2017-05-26",24.7838
"2017-05-27",24.845
"2017-05-28",24.5675
"2017-05-29",24.6079
"2017-05-30",24.4207
"2017-05-31",24.3264
"2017-06-01",24.3584
"2017-06-02",23.8582
"2017-06-03",24.1728
"2017-06-04",24.3716
"2017-06-05",24.4309
"2017-06-06",24.1867
"2017-06-07",24.3682
"2017-06-08",23.7626
"2017-06-09",23.7255
"2017-06-10",23.0698
"2017-06-11",23.2933
"2017-06-12",23.6338
"2017-06-13",23.9789
"2017-06-14",23.9112
"2017-06-15",23.9986
"2017-06-16",23.709
"2017-06-17",24.1109
"2017-06-18",23.9497
"2017-06-19",24.0831
"2017-06-20",23.8761
"2017-06-21",23.463
"2017-06-22",23.7726
"2017-06-23",24.093
"2017-06-24",23.7823
"2017-06-25",23.7725
"2017-06-26",23.365
"2017-06-27",23.15
"2017-06-28",23.1619
"2017-06-29",23.2138
"2017-06-30",23.8262
"2017-07-01",24.0661
"2017-07-02",23.9505
"2017-07-03",23.7033
"2017-07-04",23.8011
"2017-07-05",23.6026
"2017-07-06",23.9448
"2017-07-07",23.9796
"2017-07-08",24.1053
"2017-07-09",23.3287
"2017-07-10",22.9547
"2017-07-11",23.2934
"2017-07-12",23.7699
"2017-07-13",23.4063
"2017-07-14",23.3994
"2017-07-15",23.3411
"2017-07-16",23.4069
"2017-07-17",23.2778
"2017-07-18",23.0039
"2017-07-19",23.8586
"2017-07-20",23.5201
"2017-07-21",23.4652
"2017-07-22",23.8303
"2017-07-23",23.8514
"2017-07-24",23.7272
"2017-07-25",23.139
"2017-07-26",23.3566
"2017-07-27",23.6377
"2017-07-28",24.0871
"2017-07-29",23.9956
"2017-07-30",23.637
"2017-07-31",24.0896
"2017-08-01",24.27
"2017-08-02",24.2468
"2017-08-03",23.6891
"2017-08-04",24.0324
"2017-08-05",24.3471
"2017-08-06",24.3624
"2017-08-07",24.4319
"2017-08-08",24.486
"2017-08-09",24.7142
"2017-08-10",24.297
"2017-08-11",24.2408
"2017-08-12",24.1904
"2017-08-13",24.6541
"2017-08-14",24.1214
"2017-08-15",23.515
"2017-08-16",22.6411
"2017-08-17",23.4094
"2017-08-18",24.0538
"2017-08-19",23.4996
"2017-08-20",23.2913
"2017-08-21",23.5565
"2017-08-22",23.4491
"2017-08-23",24.0966
"2017-08-24",24.3858
"2017-08-25",24.2559
"2017-08-26",23.3606
"2017-08-27",23.0534
"2017-08-28",23.6271
"2017-08-29",23.3453
"2017-08-30",23.6051
"2017-08-31",24.6379
"2017-09-01",24.1043
"2017-09-02",24.6575
"2017-09-03",24.7899
"2017-09-04",24.6907
"2017-09-05",24.026
"2017-09-06",23.841
"2017-09-07",23.8029
"2017-09-08",24.0893
"2017-09-09",24.3195
"2017-09-10",23.9481
"2017-09-11",24.326
"2017-09-12",24.6143
"2017-09-13",23.802
"2017-09-14",23.5998
"2017-09-15",24.0917
"2017-09-16",23.9522
"2017-09-17",23.7455
"2017-09-18",24.0077
"2017-09-19",23.7735
"2017-09-20",23.3685
"2017-09-21",22.7883
"2017-09-22",23.611
"2017-09-23",23.5848
"2017-09-24",23.1349
"2017-09-25",23.3945
"2017-09-26",23.5297
"2017-09-27",23.3887
"2017-09-28",22.9224
"2017-09-29",22.9656
"2017-09-30",23.6639
"2017-10-01",23.3312
"2017-10-02",23.0291
"2017-10-03",23.3125
"2017-10-04",23.3251
"2017-10-05",24.4208
"2017-10-06",23.7115
"2017-10-07",24.163
"2017-10-08",23.5677
"2017-10-09",23.9885
"2017-10-10",24.1406
"2017-10-11",23.731
"2017-10-12",24.3575
"2017-10-13",24.6604
"2017-10-14",24.3881
"2017-10-15",24.4153
"2017-10-16",23.9492
"2017-10-17",24.337
"2017-10-18",24.1072
"2017-10-19",24.2495
"2017-10-20",24.24
"2017-10-21",23.3786
"2017-10-22",24.1418
"2017-10-23",24.3295
"2017-10-24",24.4971
"2017-10-25",23.9815
"2017-10-26",23.797
"2017-10-27",24.237
"2017-10-28",24.2566
"2017-10-29",24.1222
"2017-10-30",24.3211
"2017-10-31",23.9614
"2017-11-01",24.3402
"2017-11-02",24.0058
"2017-11-03",24.2344
"2017-11-04",24.1123
"2017-11-05",24.3006
"2017-11-06",24.0294
"2017-11-07",23.9257
"2017-11-08",24.0495
"2017-11-09",24.2786
"2017-11-10",23.9919
"2017-11-11",23.9506
"2017-11-12",22.3052
"2017-11-13",23.9509
"2017-11-14",23.4053
"2017-11-15",23.1542
"2017-11-16",23.4355
"2017-11-17",23.4571
"2017-11-18",24.6778
"2017-11-19",24.5152
"2017-11-20",24.4591
"2017-11-21",24.4398
"2017-11-22",24.1309
"2017-11-23",22.7186
"2017-11-24",23.0062
"2017-11-25",23.4137
"2017-11-26",24.2523
"2017-11-27",24.2838
"2017-11-28",24.4196
"2017-11-29",24.1423
"2017-11-30",24.4295
"2017-12-01",23.7882
"2017-12-02",23.4924
"2017-12-03",24.0608
"2017-12-04",23.2552
"2017-12-05",24.3966
"2017-12-06",23.5607
"2017-12-07",22.789
"2017-12-08",21.7039
"2017-12-09",22.0076
"2017-12-10",23.0999
"2017-12-11",23.033
"2017-12-12",23.5464
"2017-12-13",23.9761
"2017-12-14",24.3682
"2017-12-15",24.1399
"2017-12-16",23.5277
"2017-12-17",22.4068
"2017-12-18",20.9852
"2017-12-19",23.0907
"2017-12-20",23.3636
"2017-12-21",22.0628
"2017-12-22",20.8505
"2017-12-23",20.4698
"2017-12-24",22.1552
"2017-12-25",23.4294
"2017-12-26",23.5149
"2017-12-27",21.3256
"2017-12-28",19.7343
"2017-12-29",19.5615
"2017-12-30",20.6841
"2017-12-31",21.336
"2018-01-01",21.8787
"2018-01-02",22.0898
"2018-01-03",21.8837
"2018-01-04",20.7343
"2018-01-05",18.3906
"2018-01-06",18.0474
"2018-01-07",18.2255
"2018-01-08",19.7373
"2018-01-09",22.4001
"2018-01-10",22.8658
"2018-01-11",23.3798
"2018-01-12",23.5431
"2018-01-13",23.5955
"2018-01-14",22.1371
"2018-01-15",21.326
"2018-01-16",21.0797
"2018-01-17",18.674
"2018-01-18",18.5625
"2018-01-19",19.4264
"2018-01-20",19.4666
"2018-01-21",19.7538
"2018-01-22",20.6249
"2018-01-23",20.5531
"2018-01-24",19.8526
"2018-01-25",20.2795
"2018-01-26",20.476
"2018-01-27",20.2324
"2018-01-28",20.4658
"2018-01-29",23.0629
"2018-01-30",23.1932
"2018-01-31",20.6437
"2018-02-01",20.3173
"2018-02-02",18.6581
"2018-02-03",18.7507
"2018-02-04",20.1808
"2018-02-05",21.4865
"2018-02-06",23.6169
"2018-02-07",23.6309
"2018-02-08",23.0499
"2018-02-09",22.5408
"2018-02-10",21.6275
"2018-02-11",22.0789
"2018-02-12",22.0701
"2018-02-13",21.2292
"2018-02-14",22.8966
"2018-02-15",23.4826
"2018-02-16",21.205
"2018-02-17",19.3136
"2018-02-18",18.9634
"2018-02-19",18.1895
"2018-02-20",18.6071
"2018-02-21",19.1263
"2018-02-22",19.8936
"2018-02-23",21.241
"2018-02-24",22.9461
"2018-02-25",23.2539
"2018-02-26",23.3714
"2018-02-27",23.4957
"2018-02-28",23.4671
"2018-03-01",23.1278
"2018-03-02",22.2497
"2018-03-03",21.8076
"2018-03-04",21.7284
"2018-03-05",21.7739
"2018-03-06",20.3333
"2018-03-07",20.4888
"2018-03-08",21.4822
"2018-03-09",21.5774
"2018-03-10",22.0248
"2018-03-11",22.6551
"2018-03-12",23.4845
"2018-03-13",23.7971
"2018-03-14",24.1621
"2018-03-15",23.4349
"2018-03-16",24.1778
"2018-03-17",24.0271
"2018-03-18",23.4795
"2018-03-19",21.9742
"2018-03-20",21.1348
"2018-03-21",22.0058
"2018-03-22",22.788
"2018-03-23",22.7097
"2018-03-24",21.2354
"2018-03-25",22.3299
"2018-03-26",24.1036
"2018-03-27",24.1438
"2018-03-28",23.6003
"2018-03-29",23.2564
"2018-03-30",23.3657
"2018-03-31",23.9407
"2018-04-01",23.4106
"2018-04-02",23.179
"2018-04-03",23.26
"2018-04-04",23.0844
"2018-04-05",22.2758
"2018-04-06",22.291
"2018-04-07",23.2448
"2018-04-08",23.8249
"2018-04-09",23.9905
"2018-04-10",24.5125
"2018-04-11",24.5709
"2018-04-12",24.6654
"2018-04-13",24.3624
"2018-04-14",24.5218
"2018-04-15",24.6967
"2018-04-16",24.7051
"2018-04-17",24.5702
"2018-04-18",24.6887
"2018-04-19",24.2959
"2018-04-20",24.6271
"2018-04-21",23.8383
"2018-04-22",24.0665
"2018-04-23",23.6548
"2018-04-24",23.6692
"2018-04-25",23.779
"2018-04-26",23.5569
"2018-04-27",23.7202
"2018-04-28",24.2696
"2018-04-29",23.6083
"2018-04-30",24.3018
"2018-05-01",24.9455
"2018-05-02",24.0811
"2018-05-03",24.0844
"2018-05-04",24.0834
"2018-05-05",24.4043
"2018-05-06",25.0277
"2018-05-07",25.027
"2018-05-08",24.5687
"2018-05-09",24.2456
"2018-05-10",24.8584
"2018-05-11",25.1033
"2018-05-12",24.8107
"2018-05-13",24.8242
"2018-05-14",24.7273
"2018-05-15",24.7294
"2018-05-16",24.6888
"2018-05-17",24.477
"2018-05-18",24.3716
"2018-05-19",24.7732
"2018-05-20",24.5902
"2018-05-21",24.049
"2018-05-22",25.0747
"2018-05-23",24.4295
"2018-05-24",24.3766
"2018-05-25",24.5234
"2018-05-26",24.6977
"2018-05-27",24.7227
"2018-05-28",24.3206
"2018-05-29",24.1704
"2018-05-30",24.5771
"2018-05-31",24.8196
"2018-06-01",24.7696
"2018-06-02",24.9679
"2018-06-03",24.966
"2018-06-04",24.7541
"2018-06-05",24.6621
"2018-06-06",24.6612
"2018-06-07",24.2648
"2018-06-08",24.1511
"2018-06-09",24.2039
"2018-06-10",24.2139
"2018-06-11",23.6894
"2018-06-12",23.1345
"2018-06-13",23.7714
"2018-06-14",24.3437
"2018-06-15",24.1326
"2018-06-16",23.9037
"2018-06-17",23.9818
"2018-06-18",23.8833
"2018-06-19",23.003
"2018-06-20",22.9275
"2018-06-21",23.1891
"2018-06-22",23.2604
"2018-06-23",23.3495
"2018-06-24",23.4162
"2018-06-25",23.253
"2018-06-26",22.9913
"2018-06-27",23.0362
"2018-06-28",22.9824
"2018-06-29",22.9022
"2018-06-30",23.6694
"2018-07-01",24.0778
"2018-07-02",23.933
"2018-07-03",23.9877
"2018-07-04",23.7854
"2018-07-05",23.4597
"2018-07-06",23.3976
"2018-07-07",22.711
"2018-07-08",23.3674
"2018-07-09",23.4572
"2018-07-10",22.97
"2018-07-11",23.3379
"2018-07-12",23.1878
"2018-07-13",22.9222
"2018-07-14",23.1791
"2018-07-15",23.1781
"2018-07-16",22.4886
"2018-07-17",22.011
"2018-07-18",22.2687
"2018-07-19",22.4285
"2018-07-20",22.0886
"2018-07-21",22.7563
"2018-07-22",22.3487
"2018-07-23",22.6438
"2018-07-24",23.1791
"2018-07-25",23.3902
"2018-07-26",23.6526
"2018-07-27",23.2543
"2018-07-28",23.0803
"2018-07-29",23.2908
"2018-07-30",23.5168
"2018-07-31",23.1951
"2018-08-01",23.0096
"2018-08-02",23.0351
"2018-08-03",23.0909
"2018-08-04",23.0875
"2018-08-05",22.9492
"2018-08-06",22.4812
"2018-08-07",22.4344
"2018-08-08",22.47
"2018-08-09",22.8018
"2018-08-10",22.714
"2018-08-11",22.4416
"2018-08-12",22.8085
"2018-08-13",23.0665
"2018-08-14",22.8818
"2018-08-15",22.6425
"2018-08-16",22.4818
"2018-08-17",22.7407
"2018-08-18",22.2764
"2018-08-19",22.3204
"2018-08-20",22.2312
"2018-08-21",22.1176
"2018-08-22",22.1398
"2018-08-23",21.9663
"2018-08-24",22.6596
"2018-08-25",23.0996
"2018-08-26",23.0585
"2018-08-27",22.7025
"2018-08-28",23.3878
"2018-08-29",23.1205
"2018-08-30",22.9609
"2018-08-31",23.1706
"2018-09-01",22.7575
"2018-09-02",22.5374
"2018-09-03",22.7648
"2018-09-04",21.6137
"2018-09-05",21.2689
"2018-09-06",21.5886
"2018-09-07",21.1462
"2018-09-08",21.6445
"2018-09-09",22.4951
"2018-09-10",23.0347
"2018-09-11",22.2399
"2018-09-12",21.5267
"2018-09-13",20.6721
"2018-09-14",21.7172
"2018-09-15",21.4022
"2018-09-16",22.8297
"2018-09-17",23.0189
"2018-09-18",22.3483
"2018-09-19",22.7518
"2018-09-20",22.808
"2018-09-21",22.7912
"2018-09-22",22.1831
"2018-09-23",23.071
"2018-09-24",23.5801
"2018-09-25",23.7324
"2018-09-26",23.2771
"2018-09-27",23.8017
"2018-09-28",24.1298
"2018-09-29",24.5504
"2018-09-30",24.5264
"2018-10-01",24.5417
"2018-10-02",24.7071
"2018-10-03",24.5008
"2018-10-04",24.4632
"2018-10-05",24.4214
"2018-10-06",24.5459
"2018-10-07",24.2653
"2018-10-08",24.4349
"2018-10-09",24.383
"2018-10-10",24.5037
"2018-10-11",24.4717
"2018-10-12",24.0422
"2018-10-13",23.859
"2018-10-14",24.1735
"2018-10-15",24.0276
"2018-10-16",23.7349
"2018-10-17",23.4925
"2018-10-18",23.8313
"2018-10-19",24.2293
"2018-10-20",24.0258
"2018-10-21",23.9474
"2018-10-22",24.229
"2018-10-23",24.1768
"2018-10-24",24.3737
"2018-10-25",24.1402
"2018-10-26",23.9302
