,"(deg C) Mean Dew Point Temperature (ERA5) at Mannar, 2007-01-01 to 2025-12-31"
"2015-11-13",24.0382
"2015-11-14",23.9941
"2015-11-15",23.7539
"2015-11-16",23.8965
"2015-11-17",24.7961
"2015-11-18",24.546
"2015-11-19",24.2176
"2015-11-20",24.0269
"2015-11-21",24.2205
"2015-11-22",24.3914
"2015-11-23",24.3565
"2015-11-24",24.4348
"2015-11-25",23.5083
"2015-11-26",23.7317
"2015-11-27",24.0466
"2015-11-28",23.4909
"2015-11-29",23.865
"2015-11-30",24.0046
"2015-12-01",24.1524
"2015-12-02",23.9791
"2015-12-03",24.257
"2015-12-04",24.1986
"2015-12-05",24.3945
"2015-12-06",24.4288
"2015-12-07",24.3947
"2015-12-08",24.1924
"2015-12-09",24.486
"2015-12-10",24.516
"2015-12-11",24.2139
"2015-12-12",23.1743
"2015-12-13",23.8016
"2015-12-14",24.0613
"2015-12-15",23.9695
"2015-12-16",21.6891
"2015-12-17",23.2214
"2015-12-18",23.854
"2015-12-19",23.6565
"2015-12-20",23.6868
"2015-12-21",22.3701
"2015-12-22",22.0326
"2015-12-23",22.71
"2015-12-24",21.7333
"2015-12-25",21.332
"2015-12-26",22.7502
"2015-12-27",24.0102
"2015-12-28",24.0808
"2015-12-29",24.1097
"2015-12-30",23.5493
"2015-12-31",22.7558
"2016-01-01",22.8453
"2016-01-02",23.0043
"2016-01-03",22.6933
"2016-01-04",22.5142
"2016-01-05",23.2664
"2016-01-06",23.3608
"2016-01-07",22.7124
"2016-01-08",22.1636
"2016-01-09",22.0584
"2016-01-10",22.0375
"2016-01-11",21.3504
"2016-01-12",20.3786
"2016-01-13",20.9244
"2016-01-14",19.5154
"2016-01-15",20.023
"2016-01-16",21.5266
"2016-01-17",20.9995
"2016-01-18",21.0691
"2016-01-19",21.8936
"2016-01-20",22.2483
"2016-01-21",22.2654
"2016-01-22",22.5835
"2016-01-23",23.7501
"2016-01-24",23.903
"2016-01-25",23.2572
"2016-01-26",22.2701
"2016-01-27",21.2469
"2016-01-28",20.809
"2016-01-29",20.557
"2016-01-30",20.2628
"2016-01-31",20.936
"2016-02-01",20.6714
"2016-02-02",21.0593
"2016-02-03",20.5074
"2016-02-04",20.1497
"2016-02-05",21.2084
"2016-02-06",21.8604
"2016-02-07",22.7992
"2016-02-08",23.1132
"2016-02-09",23.355
"2016-02-10",23.4312
"2016-02-11",21.9555
"2016-02-12",21.0286
"2016-02-13",21.1211
"2016-02-14",21.3809
"2016-02-15",23.177
"2016-02-16",22.4632
"2016-02-17",23.7909
"2016-02-18",23.898
"2016-02-19",23.8898
"2016-02-20",24.211
"2016-02-21",23.8547
"2016-02-22",22.3168
"2016-02-23",21.0438
"2016-02-24",22.7357
"2016-02-25",24.4305
"2016-02-26",23.0119
"2016-02-27",23.9394
"2016-02-28",24.368
"2016-02-29",23.7875
"2016-03-01",23.4994
"2016-03-02",23.3869
"2016-03-03",22.5593
"2016-03-04",23.6331
"2016-03-05",23.0217
"2016-03-06",22.6874
"2016-03-07",23.0886
"2016-03-08",23.3552
"2016-03-09",24.3682
"2016-03-10",24.6878
"2016-03-11",23.744
"2016-03-12",23.406
"2016-03-13",24.2166
"2016-03-14",23.3137
"2016-03-15",24.266
"2016-03-16",24.3573
"2016-03-17",23.9263
"2016-03-18",22.184
"2016-03-19",22.9338
"2016-03-20",23.8088
"2016-03-21",24.8514
"2016-03-22",25.1654
"2016-03-23",25.1964
"2016-03-24",23.6394
"2016-03-25",22.3968
"2016-03-26",22.5275
"2016-03-27",23.2983
"2016-03-28",24.6435
"2016-03-29",24.8094
"2016-03-30",24.496
"2016-03-31",24.2499
"2016-04-01",24.1198
"2016-04-02",23.6205
"2016-04-03",24.8358
"2016-04-04",24.8023
"2016-04-05",25.0223
"2016-04-06",24.8469
"2016-04-07",25.1268
"2016-04-08",24.7226
"2016-04-09",25.1631
"2016-04-10",25.1003
"2016-04-11",25.3233
"2016-04-12",26.0235
"2016-04-13",25.7027
"2016-04-14",25.4616
"2016-04-15",25.9889
"2016-04-16",25.8911
"2016-04-17",25.7993
"2016-04-18",25.6212
"2016-04-19",25.4349
"2016-04-20",25.4044
"2016-04-21",26.2952
"2016-04-22",26.4952
"2016-04-23",25.9705
"2016-04-24",25.834
"2016-04-25",26.0353
"2016-04-26",25.2601
"2016-04-27",25.5043
"2016-04-28",25.6767
"2016-04-29",25.5922
"2016-04-30",25.461
"2016-05-01",25.6081
"2016-05-02",25.9576
"2016-05-03",26.0111
"2016-05-04",25.8601
"2016-05-05",25.6595
"2016-05-06",25.1865
"2016-05-07",25.3348
"2016-05-08",25.5861
"2016-05-09",25.4048
"2016-05-10",25.3378
"2016-05-11",25.0546
"2016-05-12",23.9802
"2016-05-13",24.815
"2016-05-14",25.3548
"2016-05-15",24.8962
"2016-05-16",25.2325
"2016-05-17",24.0917
"2016-05-18",26.0034
"2016-05-19",25.809
"2016-05-20",26.0529
"2016-05-21",26.5265
"2016-05-22",26.6498
"2016-05-23",26.654
"2016-05-24",26.3087
"2016-05-25",26.2333
"2016-05-26",26.1663
"2016-05-27",25.8408
"2016-05-28",25.5214
"2016-05-29",25.5881
"2016-05-30",25.5897
"2016-05-31",25.7824
"2016-06-01",25.578
"2016-06-02",25.4337
"2016-06-03",25.3197
"2016-06-04",25.7006
"2016-06-05",25.727
"2016-06-06",25.1827
"2016-06-07",25.1355
"2016-06-08",24.5623
"2016-06-09",25.224
"2016-06-10",25.429
"2016-06-11",25.4846
"2016-06-12",25.4837
"2016-06-13",25.2674
"2016-06-14",25.1674
"2016-06-15",24.751
"2016-06-16",24.7829
"2016-06-17",24.9431
"2016-06-18",24.6408
"2016-06-19",24.5647
"2016-06-20",24.5664
"2016-06-21",24.4118
"2016-06-22",24.4051
"2016-06-23",23.8926
"2016-06-24",23.6818
"2016-06-25",24.0003
"2016-06-26",24.8005
"2016-06-27",24.8163
"2016-06-28",24.6535
"2016-06-29",24.8595
"2016-06-30",24.9596
"2016-07-01",25.028
"2016-07-02",24.7192
"2016-07-03",24.597
"2016-07-04",24.8606
"2016-07-05",24.5664
"2016-07-06",24.7248
"2016-07-07",24.7465
"2016-07-08",24.8102
"2016-07-09",24.6778
"2016-07-10",24.3971
"2016-07-11",24.177
"2016-07-12",24.1107
"2016-07-13",24.1349
"2016-07-14",24.3386
"2016-07-15",24.0826
"2016-07-16",24.1846
"2016-07-17",24.0396
"2016-07-18",24.0864
"2016-07-19",24.0373
"2016-07-20",24.0723
"2016-07-21",24.132
"2016-07-22",23.9602
"2016-07-23",23.9174
"2016-07-24",24.3152
"2016-07-25",24.3771
"2016-07-26",24.3848
"2016-07-27",24.2359
"2016-07-28",24.3912
"2016-07-29",24.5392
"2016-07-30",24.133
"2016-07-31",23.9288
"2016-08-01",24.1202
"2016-08-02",23.7298
"2016-08-03",24.1643
"2016-08-04",24.1792
"2016-08-05",24.076
"2016-08-06",24.01
"2016-08-07",24.3182
"2016-08-08",24.5337
"2016-08-09",24.4449
"2016-08-10",24.3942
"2016-08-11",24.3805
"2016-08-12",24.5878
"2016-08-13",24.4969
"2016-08-14",24.4707
"2016-08-15",24.3462
"2016-08-16",24.1353
"2016-08-17",23.9234
"2016-08-18",24.3192
"2016-08-19",24.2801
"2016-08-20",24.3084
"2016-08-21",24.5032
"2016-08-22",24.7273
"2016-08-23",24.5269
"2016-08-24",24.4464
"2016-08-25",24.4238
"2016-08-26",24.3713
"2016-08-27",24.23
"2016-08-28",24.1661
"2016-08-29",24.2066
"2016-08-30",24.1328
"2016-08-31",23.9714
"2016-09-01",23.9504
"2016-09-02",23.8757
"2016-09-03",23.9557
"2016-09-04",23.9514
"2016-09-05",23.8475
"2016-09-06",23.7578
"2016-09-07",23.3013
"2016-09-08",23.1439
"2016-09-09",23.3847
"2016-09-10",23.6728
"2016-09-11",23.8046
"2016-09-12",23.7149
"2016-09-13",23.9475
"2016-09-14",24.349
"2016-09-15",24.5188
"2016-09-16",24.173
"2016-09-17",23.9731
"2016-09-18",24.051
"2016-09-19",23.8722
"2016-09-20",24.1347
"2016-09-21",24.1141
"2016-09-22",24.1268
"2016-09-23",24.1001
"2016-09-24",23.9703
"2016-09-25",24.0908
"2016-09-26",24.0358
"2016-09-27",24.2451
"2016-09-28",24.2355
"2016-09-29",24.1498
"2016-09-30",24.0825
"2016-10-01",23.3935
"2016-10-02",23.0639
"2016-10-03",23.0127
"2016-10-04",23.3367
"2016-10-05",24.0839
"2016-10-06",23.9643
"2016-10-07",22.9218
"2016-10-08",23.108
"2016-10-09",23.7723
"2016-10-10",23.7277
"2016-10-11",23.22
"2016-10-12",23.624
"2016-10-13",24.5123
"2016-10-14",24.576
"2016-10-15",24.301
"2016-10-16",24.04
"2016-10-17",23.8815
"2016-10-18",24.1704
"2016-10-19",24.4234
"2016-10-20",24.3051
"2016-10-21",24.0589
"2016-10-22",24.0431
"2016-10-23",23.3238
"2016-10-24",23.7944
"2016-10-25",23.8986
"2016-10-26",23.8195
"2016-10-27",23.4093
"2016-10-28",23.9396
"2016-10-29",24.1157
"2016-10-30",24.2086
"2016-10-31",23.8221
"2016-11-01",23.9017
"2016-11-02",24.082
"2016-11-03",24.0849
"2016-11-04",24.0322
"2016-11-05",24.5583
"2016-11-06",24.4235
"2016-11-07",23.9509
"2016-11-08",23.3447
"2016-11-09",22.8462
"2016-11-10",21.8209
"2016-11-11",22.9147
"2016-11-12",24.0279
"2016-11-13",24.2952
"2016-11-14",24.2098
"2016-11-15",24.195
"2016-11-16",24.04
"2016-11-17",24.0424
"2016-11-18",24.0576
"2016-11-19",23.9971
"2016-11-20",23.6902
"2016-11-21",23.9207
"2016-11-22",24.0963
"2016-11-23",23.8382
"2016-11-24",21.9033
"2016-11-25",21.9328
"2016-11-26",22.1815
"2016-11-27",21.3254
"2016-11-28",20.4506
"2016-11-29",20.6774
"2016-11-30",21.152
"2016-12-01",20.0988
"2016-12-02",21.9902
"2016-12-03",22.7903
"2016-12-04",23.7855
"2016-12-05",23.6237
"2016-12-06",20.9278
"2016-12-07",23.1323
"2016-12-08",23.6544
"2016-12-09",22.6464
"2016-12-10",22.229
"2016-12-11",23.5581
"2016-12-12",22.4419
"2016-12-13",22.0135
"2016-12-14",21.9253
"2016-12-15",22.7491
"2016-12-16",23.1943
"2016-12-17",22.586
"2016-12-18",21.0039
"2016-12-19",22.7626
"2016-12-20",24.2465
"2016-12-21",23.9087
"2016-12-22",21.3058
"2016-12-23",18.6672
"2016-12-24",18.2741
"2016-12-25",19.1143
"2016-12-26",22.1894
"2016-12-27",23.79
"2016-12-28",23.597
"2016-12-29",23.3548
"2016-12-30",21.7345
"2016-12-31",21.4974
"2017-01-01",22.7143
"2017-01-02",22.7548
"2017-01-03",22.4532
"2017-01-04",20.0935
"2017-01-05",19.6053
"2017-01-06",19.6471
"2017-01-07",18.1612
"2017-01-08",17.6614
"2017-01-09",18.0042
"2017-01-10",19.4236
"2017-01-11",20.0713
"2017-01-12",20.4565
"2017-01-13",19.3576
"2017-01-14",20.6491
"2017-01-15",21.0208
"2017-01-16",19.3372
"2017-01-17",18.0351
"2017-01-18",18.1713
"2017-01-19",20.2666
"2017-01-20",22.5196
"2017-01-21",23.3426
"2017-01-22",22.7825
"2017-01-23",22.8149
"2017-01-24",23.1176
"2017-01-25",23.3449
"2017-01-26",23.5765
"2017-01-27",23.4253
"2017-01-28",23.5737
"2017-01-29",23.7604
"2017-01-30",23.3043
"2017-01-31",20.9829
"2017-02-01",19.8783
"2017-02-02",19.7973
"2017-02-03",19.2149
"2017-02-04",18.4664
"2017-02-05",18.529
"2017-02-06",18.4306
"2017-02-07",18.4429
"2017-02-08",18.7017
"2017-02-09",18.5865
"2017-02-10",18.9135
"2017-02-11",18.7083
"2017-02-12",19.3313
"2017-02-13",21.7398
"2017-02-14",23.2704
"2017-02-15",22.29
"2017-02-16",21.1668
"2017-02-17",19.6292
"2017-02-18",21.21
"2017-02-19",21.5272
"2017-02-20",21.02
"2017-02-21",22.9711
"2017-02-22",22.2585
"2017-02-23",22.6423
"2017-02-24",22.522
"2017-02-25",22.0773
"2017-02-26",21.3964
"2017-02-27",22.8811
"2017-02-28",23.6422
"2017-03-01",22.5336
"2017-03-02",23.1369
"2017-03-03",23.5398
"2017-03-04",23.7317
"2017-03-05",23.927
"2017-03-06",24.6111
"2017-03-07",24.1573
"2017-03-08",24.0989
"2017-03-09",23.9627
"2017-03-10",23.9841
"2017-03-11",24.2357
"2017-03-12",24.2202
"2017-03-13",24.1642
"2017-03-14",24.1181
"2017-03-15",23.8154
"2017-03-16",23.9268
"2017-03-17",23.0867
"2017-03-18",23.425
"2017-03-19",24.8213
"2017-03-20",24.7224
"2017-03-21",24.3603
"2017-03-22",23.0059
"2017-03-23",22.0996
"2017-03-24",19.1009
"2017-03-25",19.5153
"2017-03-26",20.3659
"2017-03-27",22.3912
"2017-03-28",23.4136
"2017-03-29",23.4851
"2017-03-30",24.111
"2017-03-31",23.6002
"2017-04-01",24.3206
"2017-04-02",24.7074
"2017-04-03",24.7696
"2017-04-04",25.0276
"2017-04-05",25.1384
"2017-04-06",25.3458
"2017-04-07",25.2826
"2017-04-08",24.5043
"2017-04-09",24.8013
"2017-04-10",24.7806
"2017-04-11",25.2272
"2017-04-12",25.111
"2017-04-13",24.8428
"2017-04-14",25.2243
"2017-04-15",25.4845
"2017-04-16",25.6417
"2017-04-17",25.445
"2017-04-18",25.1287
"2017-04-19",24.6941
"2017-04-20",24.447
"2017-04-21",24.7018
"2017-04-22",25.2844
"2017-04-23",25.6246
"2017-04-24",25.642
"2017-04-25",25.3702
"2017-04-26",25.132
"2017-04-27",25.3361
"2017-04-28",25.3101
"2017-04-29",25.3389
"2017-04-30",24.7037
"2017-05-01",24.8913
"2017-05-02",24.6204
"2017-05-03",24.7009
"2017-05-04",25.0159
"2017-05-05",25.1473
"2017-05-06",25.0556
"2017-05-07",24.8264
"2017-05-08",25.0497
"2017-05-09",25.4584
"2017-05-10",25.5331
"2017-05-11",25.4129
"2017-05-12",24.7855
"2017-05-13",25.4142
"2017-05-14",25.8705
"2017-05-15",25.8738
"2017-05-16",25.9611
"2017-05-17",25.8569
"2017-05-18",25.8323
"2017-05-19",25.7105
"2017-05-20",25.9221
"2017-05-21",25.6304
"2017-05-22",26.218
"2017-05-23",25.6079
"2017-05-24",25.414
"2017-05-25",25.7035
"2017-05-26",25.7237
"2017-05-27",25.7748
"2017-05-28",25.6222
"2017-05-29",25.5781
"2017-05-30",25.3531
"2017-05-31",25.2267
"2017-06-01",25.2845
"2017-06-02",24.8678
"2017-06-03",25.2018
"2017-06-04",25.3791
"2017-06-05",25.3785
"2017-06-06",25.2076
"2017-06-07",24.9886
"2017-06-08",24.9535
"2017-06-09",25.0277
"2017-06-10",24.5429
"2017-06-11",24.6876
"2017-06-12",24.9761
"2017-06-13",25.0608
"2017-06-14",24.9097
"2017-06-15",24.8944
"2017-06-16",24.7332
"2017-06-17",25.0012
"2017-06-18",25.0054
"2017-06-19",25.0378
"2017-06-20",24.939
"2017-06-21",24.7801
"2017-06-22",24.9153
"2017-06-23",24.9342
"2017-06-24",24.7417
"2017-06-25",24.741
"2017-06-26",24.5063
"2017-06-27",24.4666
"2017-06-28",24.5435
"2017-06-29",24.7198
"2017-06-30",24.9463
"2017-07-01",25.0774
"2017-07-02",24.7043
"2017-07-03",24.8272
"2017-07-04",24.8137
"2017-07-05",24.7952
"2017-07-06",24.7632
"2017-07-07",24.898
"2017-07-08",24.7459
"2017-07-09",24.4278
"2017-07-10",24.1978
"2017-07-11",24.6266
"2017-07-12",24.6817
"2017-07-13",24.6916
"2017-07-14",24.5209
"2017-07-15",24.5882
"2017-07-16",24.6598
"2017-07-17",24.7022
"2017-07-18",24.4936
"2017-07-19",24.8996
"2017-07-20",24.6866
"2017-07-21",24.6923
"2017-07-22",24.9798
"2017-07-23",24.9063
"2017-07-24",24.721
"2017-07-25",24.7151
"2017-07-26",24.926
"2017-07-27",24.7208
"2017-07-28",24.9105
"2017-07-29",24.7505
"2017-07-30",24.6643
"2017-07-31",24.8172
"2017-08-01",24.8603
"2017-08-02",24.9159
"2017-08-03",24.4662
"2017-08-04",24.7913
"2017-08-05",25.0323
"2017-08-06",25.0419
"2017-08-07",25.0053
"2017-08-08",24.7338
"2017-08-09",24.8066
"2017-08-10",24.4511
"2017-08-11",24.652
"2017-08-12",24.3268
"2017-08-13",24.6648
"2017-08-14",24.6084
"2017-08-15",24.0942
"2017-08-16",23.763
"2017-08-17",24.2141
"2017-08-18",24.5699
"2017-08-19",24.4311
"2017-08-20",24.3009
"2017-08-21",24.4481
"2017-08-22",24.3397
"2017-08-23",24.5226
"2017-08-24",24.831
"2017-08-25",24.7507
"2017-08-26",24.4436
"2017-08-27",24.2607
"2017-08-28",24.5781
"2017-08-29",24.3609
"2017-08-30",24.5292
"2017-08-31",25.0733
"2017-09-01",24.1695
"2017-09-02",24.5087
"2017-09-03",24.8415
"2017-09-04",24.8919
"2017-09-05",24.5358
"2017-09-06",24.4532
"2017-09-07",24.2441
"2017-09-08",24.381
"2017-09-09",24.3749
"2017-09-10",24.3797
"2017-09-11",24.5558
"2017-09-12",24.5277
"2017-09-13",24.1811
"2017-09-14",24.4159
"2017-09-15",24.8002
"2017-09-16",24.7178
"2017-09-17",24.448
"2017-09-18",24.772
"2017-09-19",24.6882
"2017-09-20",24.421
"2017-09-21",24.0786
"2017-09-22",24.3824
"2017-09-23",24.2598
"2017-09-24",24.1823
"2017-09-25",24.1613
"2017-09-26",24.2158
"2017-09-27",24.218
"2017-09-28",24.0778
"2017-09-29",24.1628
"2017-09-30",24.5323
"2017-10-01",24.3571
"2017-10-02",24.2863
"2017-10-03",24.3372
"2017-10-04",24.4113
"2017-10-05",24.6535
"2017-10-06",24.4733
"2017-10-07",24.6984
"2017-10-08",24.4396
"2017-10-09",24.5846
"2017-10-10",24.6363
"2017-10-11",24.3349
"2017-10-12",24.5004
"2017-10-13",24.5602
"2017-10-14",24.6498
"2017-10-15",24.7978
"2017-10-16",24.3474
"2017-10-17",23.7667
"2017-10-18",24.6325
"2017-10-19",24.7656
"2017-10-20",24.6109
"2017-10-21",24.2847
"2017-10-22",24.6862
"2017-10-23",24.8019
"2017-10-24",24.6654
"2017-10-25",24.2194
"2017-10-26",23.8776
"2017-10-27",23.8072
"2017-10-28",24.238
"2017-10-29",24.1147
"2017-10-30",23.9736
"2017-10-31",23.835
"2017-11-01",24.0091
"2017-11-02",23.8624
"2017-11-03",24.0826
"2017-11-04",23.955
"2017-11-05",24.0847
"2017-11-06",24.0465
"2017-11-07",23.8625
"2017-11-08",24.1193
"2017-11-09",24.0287
"2017-11-10",23.947
"2017-11-11",23.6566
"2017-11-12",22.4804
"2017-11-13",23.8224
"2017-11-14",23.6775
"2017-11-15",23.4188
"2017-11-16",23.8782
"2017-11-17",23.5507
"2017-11-18",24.0528
"2017-11-19",24.3817
"2017-11-20",24.3296
"2017-11-21",24.3255
"2017-11-22",24.06
"2017-11-23",23.1176
"2017-11-24",23.2255
"2017-11-25",23.1907
"2017-11-26",23.9871
"2017-11-27",24.1916
"2017-11-28",24.2942
"2017-11-29",24.2135
"2017-11-30",24.151
"2017-12-01",23.8145
"2017-12-02",23.5397
"2017-12-03",23.8037
"2017-12-04",22.8192
"2017-12-05",23.8909
"2017-12-06",23.4615
"2017-12-07",22.816
"2017-12-08",21.7655
"2017-12-09",22.0003
"2017-12-10",23.1171
"2017-12-11",23.2901
"2017-12-12",23.3364
"2017-12-13",23.6219
"2017-12-14",24.1786
"2017-12-15",23.9275
"2017-12-16",23.4506
"2017-12-17",22.4222
"2017-12-18",21.3021
"2017-12-19",22.8512
"2017-12-20",23.3245
"2017-12-21",22.4267
"2017-12-22",21.5982
"2017-12-23",20.5281
"2017-12-24",22.1839
"2017-12-25",23.2331
"2017-12-26",23.2495
"2017-12-27",21.232
"2017-12-28",19.3684
"2017-12-29",19.1283
"2017-12-30",20.4383
"2017-12-31",21.4044
"2018-01-01",22.1745
"2018-01-02",22.3735
"2018-01-03",22.1662
"2018-01-04",21.0535
"2018-01-05",18.141
"2018-01-06",17.908
"2018-01-07",18.5429
"2018-01-08",19.8126
"2018-01-09",22.293
"2018-01-10",23.0441
"2018-01-11",23.3697
"2018-01-12",23.5518
"2018-01-13",23.3422
"2018-01-14",22.1622
"2018-01-15",21.5657
"2018-01-16",21.351
"2018-01-17",19.0758
"2018-01-18",18.5754
"2018-01-19",19.1802
"2018-01-20",19.1254
"2018-01-21",19.514
"2018-01-22",20.4144
"2018-01-23",20.7477
"2018-01-24",20.4604
"2018-01-25",20.8655
"2018-01-26",20.789
"2018-01-27",20.2859
"2018-01-28",20.406
"2018-01-29",22.7179
"2018-01-30",22.7092
"2018-01-31",20.5264
"2018-02-01",20.2011
"2018-02-02",18.7356
"2018-02-03",18.7625
"2018-02-04",19.835
"2018-02-05",21.4735
"2018-02-06",23.5319
"2018-02-07",23.6606
"2018-02-08",23.4658
"2018-02-09",22.8894
"2018-02-10",21.9588
"2018-02-11",22.3121
"2018-02-12",22.2153
"2018-02-13",21.2294
"2018-02-14",22.7246
"2018-02-15",23.339
"2018-02-16",21.7357
"2018-02-17",20.0997
"2018-02-18",19.2395
"2018-02-19",18.5203
"2018-02-20",18.9437
"2018-02-21",19.4118
"2018-02-22",20.0319
"2018-02-23",21.2359
"2018-02-24",22.8849
"2018-02-25",23.0478
"2018-02-26",23.21
"2018-02-27",23.525
"2018-02-28",23.5181
"2018-03-01",23.4404
"2018-03-02",22.7448
"2018-03-03",22.2227
"2018-03-04",22.2218
"2018-03-05",22.2005
"2018-03-06",20.7193
"2018-03-07",20.9014
"2018-03-08",21.6045
"2018-03-09",21.8386
"2018-03-10",22.2529
"2018-03-11",22.9257
"2018-03-12",23.7356
"2018-03-13",23.9339
"2018-03-14",24.2265
"2018-03-15",23.8845
"2018-03-16",24.2483
"2018-03-17",24.3722
"2018-03-18",23.657
"2018-03-19",22.4723
"2018-03-20",21.3075
"2018-03-21",22.7686
"2018-03-22",24.4149
"2018-03-23",24.3219
"2018-03-24",22.78
"2018-03-25",22.7569
"2018-03-26",23.9795
"2018-03-27",24.257
"2018-03-28",24.483
"2018-03-29",24.4939
"2018-03-30",24.7066
"2018-03-31",25.0097
"2018-04-01",24.563
"2018-04-02",24.186
"2018-04-03",24.046
"2018-04-04",23.4918
"2018-04-05",23.3363
"2018-04-06",23.884
"2018-04-07",23.5697
"2018-04-08",23.8665
"2018-04-09",24.3333
"2018-04-10",24.71
"2018-04-11",24.661
"2018-04-12",24.6939
"2018-04-13",24.3258
"2018-04-14",24.4546
"2018-04-15",24.5232
"2018-04-16",24.8488
"2018-04-17",24.5328
"2018-04-18",24.9344
"2018-04-19",25.0315
"2018-04-20",25.4197
"2018-04-21",24.9286
"2018-04-22",25.3247
"2018-04-23",25.057
"2018-04-24",24.8641
"2018-04-25",25.0267
"2018-04-26",24.7333
"2018-04-27",24.742
"2018-04-28",24.7148
"2018-04-29",24.9044
"2018-04-30",25.3344
"2018-05-01",25.8259
"2018-05-02",25.4741
"2018-05-03",24.9943
"2018-05-04",24.7393
"2018-05-05",24.5841
"2018-05-06",25.1802
"2018-05-07",25.1027
"2018-05-08",24.9557
"2018-05-09",24.7338
"2018-05-10",24.8273
"2018-05-11",24.9897
"2018-05-12",25.06
"2018-05-13",24.9766
"2018-05-14",24.8442
"2018-05-15",24.765
"2018-05-16",24.7801
"2018-05-17",24.7517
"2018-05-18",24.6268
"2018-05-19",25.1022
"2018-05-20",25.2088
"2018-05-21",24.8893
"2018-05-22",25.2524
"2018-05-23",24.8465
"2018-05-24",24.7608
"2018-05-25",24.4763
"2018-05-26",25.0583
"2018-05-27",25.0825
"2018-05-28",25.0925
"2018-05-29",25.1286
"2018-05-30",25.463
"2018-05-31",25.6065
"2018-06-01",25.306
"2018-06-02",25.2729
"2018-06-03",25.4763
"2018-06-04",25.3283
"2018-06-05",25.3177
"2018-06-06",25.3189
"2018-06-07",25.0573
"2018-06-08",25.0423
"2018-06-09",25.0438
"2018-06-10",25.1244
"2018-06-11",24.8668
"2018-06-12",24.5418
"2018-06-13",24.7607
"2018-06-14",25.0792
"2018-06-15",24.8946
"2018-06-16",24.7375
"2018-06-17",24.8345
"2018-06-18",24.7855
"2018-06-19",24.0992
"2018-06-20",24.0684
"2018-06-21",24.3892
"2018-06-22",24.3842
"2018-06-23",24.4637
"2018-06-24",24.4611
"2018-06-25",24.3259
"2018-06-26",24.3184
"2018-06-27",24.3169
"2018-06-28",24.2748
"2018-06-29",24.0996
"2018-06-30",24.2442
"2018-07-01",24.3426
"2018-07-02",24.4459
"2018-07-03",24.5184
"2018-07-04",24.7179
"2018-07-05",24.5172
"2018-07-06",24.5072
"2018-07-07",23.972
"2018-07-08",24.4546
"2018-07-09",24.4755
"2018-07-10",24.1439
"2018-07-11",24.3327
"2018-07-12",24.3744
"2018-07-13",24.283
"2018-07-14",24.3104
"2018-07-15",24.3872
"2018-07-16",23.9898
"2018-07-17",23.5899
"2018-07-18",23.861
"2018-07-19",23.6243
"2018-07-20",23.6283
"2018-07-21",23.975
"2018-07-22",23.6362
"2018-07-23",23.7598
"2018-07-24",24.0778
"2018-07-25",24.2594
"2018-07-26",24.3224
"2018-07-27",24.1266
"2018-07-28",24.0871
"2018-07-29",24.2113
"2018-07-30",24.286
"2018-07-31",23.9832
"2018-08-01",23.982
"2018-08-02",23.9857
"2018-08-03",24.0207
"2018-08-04",24.0713
"2018-08-05",23.924
"2018-08-06",23.6609
"2018-08-07",23.6361
"2018-08-08",23.6288
"2018-08-09",23.771
"2018-08-10",23.7514
"2018-08-11",23.668
"2018-08-12",23.8921
"2018-08-13",24.1817
"2018-08-14",23.9917
"2018-08-15",23.648
"2018-08-16",23.4784
"2018-08-17",23.8837
"2018-08-18",23.5926
"2018-08-19",23.5771
"2018-08-20",23.5062
"2018-08-21",23.3959
"2018-08-22",23.3442
"2018-08-23",23.3392
"2018-08-24",23.4399
"2018-08-25",23.8918
"2018-08-26",23.8758
"2018-08-27",23.7062
"2018-08-28",23.9117
"2018-08-29",23.9207
"2018-08-30",23.7855
"2018-08-31",23.9432
"2018-09-01",23.6942
"2018-09-02",23.5906
"2018-09-03",23.6694
"2018-09-04",22.8884
"2018-09-05",22.8007
"2018-09-06",23.071
"2018-09-07",22.8531
"2018-09-08",23.0662
"2018-09-09",23.6136
"2018-09-10",23.5066
"2018-09-11",23.4083
"2018-09-12",23.2457
"2018-09-13",22.5356
"2018-09-14",22.9983
"2018-09-15",22.9594
"2018-09-16",23.8428
"2018-09-17",24.1887
"2018-09-18",23.9304
"2018-09-19",24.1311
"2018-09-20",24.0012
"2018-09-21",23.9875
"2018-09-22",23.7524
"2018-09-23",24.0132
"2018-09-24",24.0878
"2018-09-25",24.0339
"2018-09-26",23.8027
"2018-09-27",23.8767
"2018-09-28",23.9602
"2018-09-29",24.1202
"2018-09-30",24.4304
"2018-10-01",24.3563
"2018-10-02",24.4448
"2018-10-03",24.3084
"2018-10-04",24.1733
"2018-10-05",24.3617
"2018-10-06",24.1607
"2018-10-07",24.0679
"2018-10-08",24.115
"2018-10-09",23.9081
"2018-10-10",24.614
"2018-10-11",25.0631
"2018-10-12",24.732
"2018-10-13",24.2587
"2018-10-14",24.1307
"2018-10-15",24.1077
"2018-10-16",23.8419
"2018-10-17",23.8216
"2018-10-18",23.743
"2018-10-19",24.037
"2018-10-20",23.8677
"2018-10-21",23.7468
"2018-10-22",24.0181
"2018-10-23",23.8156
"2018-10-24",24.0666
"2018-10-25",24.0539
"2018-10-26",24.007
"2018-10-27",24.1301
"2018-10-28",24.1451
"2018-10-29",23.9559
"2018-10-30",24.2992
