,"(deg C) Mean Dew Point Temperature (ERA5) at Matara, 2007-01-01 to 2025-12-31"
"2015-11-14",23.1683
"2015-11-15",23.2392
"2015-11-16",24.0185
"2015-11-17",24.0906
"2015-11-18",23.7701
"2015-11-19",23.2843
"2015-11-20",23.3653
"2015-11-21",23.6324
"2015-11-22",23.7138
"2015-11-23",23.4721
"2015-11-24",23.1725
"2015-11-25",23.2996
"2015-11-26",23.5931
"2015-11-27",22.8203
"2015-11-28",23.1336
"2015-11-29",23.6339
"2015-11-30",23.2849
"2015-12-01",23.7734
"2015-12-02",23.989
"2015-12-03",24.1159
"2015-12-04",23.7148
"2015-12-05",24.1465
"2015-12-06",23.7988
"2015-12-07",23.9231
"2015-12-08",23.6585
"2015-12-09",23.7048
"2015-12-10",23.5512
"2015-12-11",23.7705
"2015-12-12",23.6913
"2015-12-13",23.8739
"2015-12-14",23.376
"2015-12-15",23.695
"2015-12-16",23.2744
"2015-12-17",22.4216
"2015-12-18",23.2875
"2015-12-19",22.7509
"2015-12-20",22.6697
"2015-12-21",22.6745
"2015-12-22",21.7675
"2015-12-23",21.5963
"2015-12-24",22.0853
"2015-12-25",22.2975
"2015-12-26",23.3308
"2015-12-27",23.5816
"2015-12-28",23.1363
"2015-12-29",23.1657
"2015-12-30",22.8357
"2015-12-31",22.902
"2016-01-01",22.7389
"2016-01-02",22.6847
"2016-01-03",22.7803
"2016-01-04",23.2039
"2016-01-05",23.3845
"2016-01-06",23.225
"2016-01-07",22.9293
"2016-01-08",23.2372
"2016-01-09",23.1326
"2016-01-10",23.0052
"2016-01-11",23.0531
"2016-01-12",22.9929
"2016-01-13",22.0967
"2016-01-14",21.4665
"2016-01-15",21.5438
"2016-01-16",22.3419
"2016-01-17",21.9644
"2016-01-18",22.1321
"2016-01-19",22.4154
"2016-01-20",23.2221
"2016-01-21",23.6889
"2016-01-22",22.8037
"2016-01-23",23.2129
"2016-01-24",23.4112
"2016-01-25",23.6435
"2016-01-26",23.5087
"2016-01-27",22.7631
"2016-01-28",23.0668
"2016-01-29",21.6536
"2016-01-30",21.1747
"2016-01-31",21.8362
"2016-02-01",21.6399
"2016-02-02",21.2698
"2016-02-03",19.8477
"2016-02-04",20.3328
"2016-02-05",21.9575
"2016-02-06",22.7276
"2016-02-07",23.5124
"2016-02-08",23.4141
"2016-02-09",23.615
"2016-02-10",23.6066
"2016-02-11",22.9474
"2016-02-12",22.2573
"2016-02-13",22.0385
"2016-02-14",22.6414
"2016-02-15",23.0653
"2016-02-16",22.3966
"2016-02-17",23.2987
"2016-02-18",23.0107
"2016-02-19",23.4163
"2016-02-20",23.2062
"2016-02-21",22.9162
"2016-02-22",21.999
"2016-02-23",20.1322
"2016-02-24",22.4758
"2016-02-25",23.4152
"2016-02-26",21.7449
"2016-02-27",22.31
"2016-02-28",22.3056
"2016-02-29",22.5863
"2016-03-01",22.1591
"2016-03-02",21.5665
"2016-03-03",21.795
"2016-03-04",22.8535
"2016-03-05",23.087
"2016-03-06",21.997
"2016-03-07",22.2226
"2016-03-08",22.6135
"2016-03-09",22.9721
"2016-03-10",23.3316
"2016-03-11",22.4364
"2016-03-12",23.2094
"2016-03-13",23.1847
"2016-03-14",22.1445
"2016-03-15",22.1972
"2016-03-16",23.5294
"2016-03-17",23.3241
"2016-03-18",22.1623
"2016-03-19",22.2684
"2016-03-20",22.7717
"2016-03-21",22.8534
"2016-03-22",22.7564
"2016-03-23",23.0511
"2016-03-24",22.7403
"2016-03-25",22.0947
"2016-03-26",22.4144
"2016-03-27",22.1745
"2016-03-28",23.0698
"2016-03-29",23.6157
"2016-03-30",23.514
"2016-03-31",24.0002
"2016-04-01",23.7025
"2016-04-02",23.8916
"2016-04-03",23.8619
"2016-04-04",23.8505
"2016-04-05",24.1624
"2016-04-06",24.181
"2016-04-07",24.4165
"2016-04-08",24.5776
"2016-04-09",24.1958
"2016-04-10",24.1867
"2016-04-11",24.6396
"2016-04-12",25.3561
"2016-04-13",25.6538
"2016-04-14",25.2303
"2016-04-15",25.0906
"2016-04-16",24.9376
"2016-04-17",24.5635
"2016-04-18",25.1833
"2016-04-19",24.6382
"2016-04-20",24.3807
"2016-04-21",25.123
"2016-04-22",25.4667
"2016-04-23",25.8291
"2016-04-24",25.868
"2016-04-25",25.3366
"2016-04-26",24.3621
"2016-04-27",24.483
"2016-04-28",24.4421
"2016-04-29",24.7348
"2016-04-30",24.2728
"2016-05-01",24.5204
"2016-05-02",25.055
"2016-05-03",25.1011
"2016-05-04",24.8163
"2016-05-05",24.8825
"2016-05-06",24.4605
"2016-05-07",24.6055
"2016-05-08",24.4109
"2016-05-09",24.3953
"2016-05-10",24.243
"2016-05-11",24.2278
"2016-05-12",23.9569
"2016-05-13",24.1815
"2016-05-14",24.5331
"2016-05-15",23.4183
"2016-05-16",24.4257
"2016-05-17",24.3392
"2016-05-18",24.7589
"2016-05-19",24.7944
"2016-05-20",24.6027
"2016-05-21",24.981
"2016-05-22",25.5288
"2016-05-23",25.3385
"2016-05-24",24.9087
"2016-05-25",24.7741
"2016-05-26",25.1761
"2016-05-27",24.3659
"2016-05-28",23.9625
"2016-05-29",24.5424
"2016-05-30",24.7421
"2016-05-31",24.4823
"2016-06-01",24.5973
"2016-06-02",24.7479
"2016-06-03",24.7231
"2016-06-04",24.8797
"2016-06-05",24.6752
"2016-06-06",24.2856
"2016-06-07",24.1841
"2016-06-08",23.882
"2016-06-09",24.5564
"2016-06-10",24.5871
"2016-06-11",24.2917
"2016-06-12",24.144
"2016-06-13",24.0703
"2016-06-14",24.4523
"2016-06-15",23.7184
"2016-06-16",24.0948
"2016-06-17",23.9545
"2016-06-18",23.4152
"2016-06-19",23.5235
"2016-06-20",23.2357
"2016-06-21",23.2474
"2016-06-22",23.4718
"2016-06-23",23.1415
"2016-06-24",23.0887
"2016-06-25",22.8917
"2016-06-26",24.0539
"2016-06-27",23.7544
"2016-06-28",23.7339
"2016-06-29",24.2459
"2016-06-30",24.3841
"2016-07-01",23.9792
"2016-07-02",24.0362
"2016-07-03",24.0748
"2016-07-04",23.5274
"2016-07-05",23.4486
"2016-07-06",23.6042
"2016-07-07",23.7442
"2016-07-08",24.4386
"2016-07-09",24.2636
"2016-07-10",23.6808
"2016-07-11",23.361
"2016-07-12",23.1182
"2016-07-13",22.9608
"2016-07-14",23.1411
"2016-07-15",23.6779
"2016-07-16",23.4628
"2016-07-17",23.71
"2016-07-18",23.6253
"2016-07-19",22.988
"2016-07-20",23.454
"2016-07-21",23.4752
"2016-07-22",22.9238
"2016-07-23",22.8047
"2016-07-24",23.0794
"2016-07-25",23.2196
"2016-07-26",23.3634
"2016-07-27",23.3929
"2016-07-28",23.5716
"2016-07-29",23.6539
"2016-07-30",23.5363
"2016-07-31",23.8291
"2016-08-01",23.27
"2016-08-02",22.9674
"2016-08-03",22.88
"2016-08-04",23.0693
"2016-08-05",23.2917
"2016-08-06",23.4772
"2016-08-07",23.4556
"2016-08-08",23.761
"2016-08-09",23.7735
"2016-08-10",23.7431
"2016-08-11",23.6053
"2016-08-12",23.6981
"2016-08-13",23.796
"2016-08-14",24.2445
"2016-08-15",23.8115
"2016-08-16",23.7505
"2016-08-17",23.3935
"2016-08-18",23.5935
"2016-08-19",23.4295
"2016-08-20",23.5977
"2016-08-21",23.5933
"2016-08-22",23.7397
"2016-08-23",23.4596
"2016-08-24",23.6472
"2016-08-25",23.1745
"2016-08-26",23.4794
"2016-08-27",23.4618
"2016-08-28",23.313
"2016-08-29",23.1764
"2016-08-30",23.0482
"2016-08-31",23.5795
"2016-09-01",23.3538
"2016-09-02",23.0665
"2016-09-03",23.223
"2016-09-04",23.6721
"2016-09-05",23.0164
"2016-09-06",23.4905
"2016-09-07",22.2593
"2016-09-08",21.8589
"2016-09-09",22.4923
"2016-09-10",23.4704
"2016-09-11",22.5027
"2016-09-12",23.1331
"2016-09-13",23.3952
"2016-09-14",23.4805
"2016-09-15",23.5406
"2016-09-16",23.6316
"2016-09-17",23.4888
"2016-09-18",23.3221
"2016-09-19",23.2868
"2016-09-20",23.3442
"2016-09-21",22.8852
"2016-09-22",22.9628
"2016-09-23",23.2125
"2016-09-24",23.1243
"2016-09-25",22.9236
"2016-09-26",23.5727
"2016-09-27",23.5552
"2016-09-28",23.9072
"2016-09-29",23.8785
"2016-09-30",23.5796
"2016-10-01",22.7936
"2016-10-02",23.6478
"2016-10-03",22.8995
"2016-10-04",23.405
"2016-10-05",23.6318
"2016-10-06",23.5369
"2016-10-07",21.9127
"2016-10-08",22.2422
"2016-10-09",23.3706
"2016-10-10",22.9359
"2016-10-11",22.43
"2016-10-12",23.183
"2016-10-13",23.8248
"2016-10-14",23.5544
"2016-10-15",23.7339
"2016-10-16",23.541
"2016-10-17",23.7529
"2016-10-18",23.6976
"2016-10-19",23.6626
"2016-10-20",23.1082
"2016-10-21",22.925
"2016-10-22",23.5899
"2016-10-23",23.68
"2016-10-24",22.8022
"2016-10-25",23.3757
"2016-10-26",22.6959
"2016-10-27",22.9765
"2016-10-28",23.1901
"2016-10-29",23.8005
"2016-10-30",24.0163
"2016-10-31",23.4539
"2016-11-01",23.2035
"2016-11-02",23.3904
"2016-11-03",23.6274
"2016-11-04",22.5758
"2016-11-05",23.4109
"2016-11-06",22.3794
"2016-11-07",22.7211
"2016-11-08",22.9163
"2016-11-09",22.4538
"2016-11-10",22.5425
"2016-11-11",23.1455
"2016-11-12",23.502
"2016-11-13",23.3379
"2016-11-14",23.2841
"2016-11-15",23.1837
"2016-11-16",22.6303
"2016-11-17",22.9605
"2016-11-18",23.1343
"2016-11-19",23.4681
"2016-11-20",23.6705
"2016-11-21",23.673
"2016-11-22",23.6079
"2016-11-23",23.3181
"2016-11-24",23.2552
"2016-11-25",24.1017
"2016-11-26",23.6078
"2016-11-27",23.0234
"2016-11-28",22.9611
"2016-11-29",22.7519
"2016-11-30",19.3851
"2016-12-01",20.69
"2016-12-02",22.1179
"2016-12-03",22.2504
"2016-12-04",22.8577
"2016-12-05",23.0863
"2016-12-06",22.6416
"2016-12-07",23.7105
"2016-12-08",23.1167
"2016-12-09",22.9714
"2016-12-10",23.2539
"2016-12-11",22.8177
"2016-12-12",22.8489
"2016-12-13",22.7455
"2016-12-14",22.1129
"2016-12-15",21.4476
"2016-12-16",22.7367
"2016-12-17",22.9774
"2016-12-18",23.1392
"2016-12-19",23.5167
"2016-12-20",23.6606
"2016-12-21",22.7358
"2016-12-22",23.1051
"2016-12-23",19.9868
"2016-12-24",19.9506
"2016-12-25",19.9132
"2016-12-26",21.637
"2016-12-27",22.9343
"2016-12-28",23.1002
"2016-12-29",22.072
"2016-12-30",22.0438
"2016-12-31",22.4342
"2017-01-01",22.5735
"2017-01-02",23.0528
"2017-01-03",22.9677
"2017-01-04",21.6221
"2017-01-05",20.9041
"2017-01-06",20.7338
"2017-01-07",19.9436
"2017-01-08",19.7776
"2017-01-09",19.9477
"2017-01-10",20.5549
"2017-01-11",20.8574
"2017-01-12",20.8622
"2017-01-13",19.9836
"2017-01-14",19.5758
"2017-01-15",20.9326
"2017-01-16",21.7449
"2017-01-17",20.4779
"2017-01-18",20.4814
"2017-01-19",21.1833
"2017-01-20",22.344
"2017-01-21",22.4383
"2017-01-22",22.9257
"2017-01-23",23.2509
"2017-01-24",22.6735
"2017-01-25",23.1763
"2017-01-26",23.3147
"2017-01-27",22.7509
"2017-01-28",22.4773
"2017-01-29",22.9645
"2017-01-30",22.6647
"2017-01-31",22.2043
"2017-02-01",22.1146
"2017-02-02",21.4195
"2017-02-03",20.8424
"2017-02-04",20.2028
"2017-02-05",20.4822
"2017-02-06",20.5821
"2017-02-07",20.4135
"2017-02-08",21.5773
"2017-02-09",21.6058
"2017-02-10",21.7514
"2017-02-11",21.0221
"2017-02-12",20.7043
"2017-02-13",20.378
"2017-02-14",22.0773
"2017-02-15",21.8482
"2017-02-16",21.1075
"2017-02-17",20.1766
"2017-02-18",22.0974
"2017-02-19",22.5677
"2017-02-20",22.6656
"2017-02-21",22.0891
"2017-02-22",22.1161
"2017-02-23",22.8406
"2017-02-24",22.7352
"2017-02-25",22.2615
"2017-02-26",22.7607
"2017-02-27",22.9794
"2017-02-28",22.7655
"2017-03-01",22.0807
"2017-03-02",22.373
"2017-03-03",22.7259
"2017-03-04",23.1846
"2017-03-05",23.0695
"2017-03-06",23.4999
"2017-03-07",23.3549
"2017-03-08",23.2456
"2017-03-09",23.595
"2017-03-10",22.9946
"2017-03-11",23.2454
"2017-03-12",23.4496
"2017-03-13",23.2037
"2017-03-14",23.2411
"2017-03-15",22.9936
"2017-03-16",22.1883
"2017-03-17",22.6889
"2017-03-18",23.1097
"2017-03-19",23.5601
"2017-03-20",23.4474
"2017-03-21",23.1411
"2017-03-22",22.4676
"2017-03-23",21.85
"2017-03-24",21.5948
"2017-03-25",22.3476
"2017-03-26",22.4204
"2017-03-27",22.7076
"2017-03-28",23.1826
"2017-03-29",23.5393
"2017-03-30",23.7225
"2017-03-31",23.899
"2017-04-01",24.335
"2017-04-02",23.8822
"2017-04-03",23.9282
"2017-04-04",23.6554
"2017-04-05",23.9835
"2017-04-06",24.392
"2017-04-07",24.1952
"2017-04-08",24.28
"2017-04-09",24.2375
"2017-04-10",24.7164
"2017-04-11",24.2521
"2017-04-12",23.7886
"2017-04-13",23.6376
"2017-04-14",24.2547
"2017-04-15",24.3
"2017-04-16",24.8624
"2017-04-17",24.6654
"2017-04-18",24.3458
"2017-04-19",24.087
"2017-04-20",23.8178
"2017-04-21",24.0124
"2017-04-22",24.1079
"2017-04-23",25.1645
"2017-04-24",25.3006
"2017-04-25",25.1095
"2017-04-26",25.0321
"2017-04-27",24.1928
"2017-04-28",24.5332
"2017-04-29",24.4297
"2017-04-30",23.8908
"2017-05-01",23.9885
"2017-05-02",23.7391
"2017-05-03",24.0845
"2017-05-04",23.9344
"2017-05-05",24.151
"2017-05-06",23.9014
"2017-05-07",23.3379
"2017-05-08",23.4898
"2017-05-09",24.2891
"2017-05-10",24.2705
"2017-05-11",24.1912
"2017-05-12",24.43
"2017-05-13",24.8695
"2017-05-14",24.7156
"2017-05-15",24.8013
"2017-05-16",25.287
"2017-05-17",25.5066
"2017-05-18",24.5064
"2017-05-19",24.6258
"2017-05-20",24.6596
"2017-05-21",24.8619
"2017-05-22",25.0089
"2017-05-23",24.5478
"2017-05-24",23.7962
"2017-05-25",23.786
"2017-05-26",24.0146
"2017-05-27",24.8561
"2017-05-28",24.7836
"2017-05-29",24.1892
"2017-05-30",23.7309
"2017-05-31",23.8866
"2017-06-01",24.059
"2017-06-02",24.0318
"2017-06-03",24.049
"2017-06-04",24.3869
"2017-06-05",24.4965
"2017-06-06",24.3539
"2017-06-07",24.0025
"2017-06-08",24.2038
"2017-06-09",23.4301
"2017-06-10",23.5752
"2017-06-11",23.983
"2017-06-12",23.7239
"2017-06-13",24.1331
"2017-06-14",24.0484
"2017-06-15",24.0827
"2017-06-16",23.8635
"2017-06-17",24.4292
"2017-06-18",24.5492
"2017-06-19",24.2031
"2017-06-20",24.1455
"2017-06-21",24.4333
"2017-06-22",24.2631
"2017-06-23",23.6539
"2017-06-24",23.2808
"2017-06-25",23.5085
"2017-06-26",23.8048
"2017-06-27",23.3723
"2017-06-28",23.6723
"2017-06-29",23.4947
"2017-06-30",24.1
"2017-07-01",23.7726
"2017-07-02",23.4481
"2017-07-03",23.552
"2017-07-04",23.6531
"2017-07-05",23.3594
"2017-07-06",23.9277
"2017-07-07",24.0991
"2017-07-08",23.7444
"2017-07-09",23.3029
"2017-07-10",23.5748
"2017-07-11",23.528
"2017-07-12",23.6953
"2017-07-13",23.3503
"2017-07-14",23.8466
"2017-07-15",23.708
"2017-07-16",24.0025
"2017-07-17",23.4473
"2017-07-18",23.4481
"2017-07-19",23.7509
"2017-07-20",23.6349
"2017-07-21",23.7076
"2017-07-22",23.9972
"2017-07-23",24.2903
"2017-07-24",24.0838
"2017-07-25",24.4871
"2017-07-26",24.3169
"2017-07-27",23.7608
"2017-07-28",23.8997
"2017-07-29",23.7056
"2017-07-30",24.1367
"2017-07-31",23.9074
"2017-08-01",23.6657
"2017-08-02",23.7433
"2017-08-03",23.7782
"2017-08-04",23.9624
"2017-08-05",24.0191
"2017-08-06",23.6161
"2017-08-07",23.6621
"2017-08-08",23.9923
"2017-08-09",23.6839
"2017-08-10",23.8221
"2017-08-11",22.9409
"2017-08-12",23.1578
"2017-08-13",23.8402
"2017-08-14",23.4791
"2017-08-15",22.8986
"2017-08-16",22.6048
"2017-08-17",23.6821
"2017-08-18",23.557
"2017-08-19",23.6022
"2017-08-20",23.7441
"2017-08-21",23.5719
"2017-08-22",23.4013
"2017-08-23",23.8782
"2017-08-24",23.8943
"2017-08-25",24.0769
"2017-08-26",23.4831
"2017-08-27",23.8223
"2017-08-28",23.6539
"2017-08-29",23.3027
"2017-08-30",23.4759
"2017-08-31",24.0659
"2017-09-01",23.4194
"2017-09-02",23.566
"2017-09-03",24.1243
"2017-09-04",23.8467
"2017-09-05",23.0706
"2017-09-06",23.3266
"2017-09-07",23.2292
"2017-09-08",23.3806
"2017-09-09",23.9007
"2017-09-10",23.8658
"2017-09-11",23.994
"2017-09-12",23.7395
"2017-09-13",22.7206
"2017-09-14",22.6434
"2017-09-15",23.3865
"2017-09-16",23.8271
"2017-09-17",23.4134
"2017-09-18",23.6882
"2017-09-19",23.1376
"2017-09-20",23.4253
"2017-09-21",23.5827
"2017-09-22",23.3192
"2017-09-23",23.2315
"2017-09-24",24.0194
"2017-09-25",23.3692
"2017-09-26",24.0367
"2017-09-27",23.24
"2017-09-28",23.2817
"2017-09-29",23.1974
"2017-09-30",23.8809
"2017-10-01",23.8743
"2017-10-02",23.8328
"2017-10-03",23.9333
"2017-10-04",24.0054
"2017-10-05",23.8906
"2017-10-06",23.4708
"2017-10-07",24.023
"2017-10-08",23.7352
"2017-10-09",23.9131
"2017-10-10",24.0242
"2017-10-11",23.1854
"2017-10-12",23.7083
"2017-10-13",23.9549
"2017-10-14",23.1747
"2017-10-15",23.602
"2017-10-16",23.8204
"2017-10-17",23.4704
"2017-10-18",23.5
"2017-10-19",23.6251
"2017-10-20",23.5853
"2017-10-21",23.2647
"2017-10-22",23.8995
"2017-10-23",23.8557
"2017-10-24",23.5988
"2017-10-25",23.4646
"2017-10-26",23.443
"2017-10-27",23.2884
"2017-10-28",23.6306
"2017-10-29",23.2963
"2017-10-30",23.6331
"2017-10-31",23.387
"2017-11-01",23.6365
"2017-11-02",23.5721
"2017-11-03",23.4291
"2017-11-04",23.4009
"2017-11-05",23.2294
"2017-11-06",23.1693
"2017-11-07",22.8922
"2017-11-08",22.8395
"2017-11-09",22.9866
"2017-11-10",23.0681
"2017-11-11",23.3732
"2017-11-12",22.6569
"2017-11-13",23.4231
"2017-11-14",23.2211
"2017-11-15",22.082
"2017-11-16",21.9499
"2017-11-17",22.5807
"2017-11-18",23.4727
"2017-11-19",23.1285
"2017-11-20",23.0387
"2017-11-21",23.1025
"2017-11-22",23.1429
"2017-11-23",22.9266
"2017-11-24",22.8557
"2017-11-25",22.4102
"2017-11-26",22.5248
"2017-11-27",23.0194
"2017-11-28",23.3796
"2017-11-29",23.02
"2017-11-30",22.7158
"2017-12-01",22.5406
"2017-12-02",22.4257
"2017-12-03",22.7058
"2017-12-04",23.1713
"2017-12-05",23.092
"2017-12-06",23.0132
"2017-12-07",23.039
"2017-12-08",22.1918
"2017-12-09",21.4106
"2017-12-10",22.5176
"2017-12-11",23.1467
"2017-12-12",23.2837
"2017-12-13",23.0798
"2017-12-14",23.075
"2017-12-15",23.042
"2017-12-16",23.0268
"2017-12-17",22.1371
"2017-12-18",21.8023
"2017-12-19",22.5152
"2017-12-20",22.6099
"2017-12-21",22.4649
"2017-12-22",22.6001
"2017-12-23",22.7431
"2017-12-24",22.4333
"2017-12-25",23.0314
"2017-12-26",23.1902
"2017-12-27",23.1837
"2017-12-28",22.4166
"2017-12-29",22.4744
"2017-12-30",22.6933
"2017-12-31",22.8815
"2018-01-01",22.6591
"2018-01-02",22.8558
"2018-01-03",22.3452
"2018-01-04",21.595
"2018-01-05",20.8654
"2018-01-06",19.714
"2018-01-07",18.9039
"2018-01-08",19.9182
"2018-01-09",21.1853
"2018-01-10",22.5709
"2018-01-11",22.7748
"2018-01-12",22.6423
"2018-01-13",22.8452
"2018-01-14",22.3357
"2018-01-15",21.2698
"2018-01-16",21.0278
"2018-01-17",21.1836
"2018-01-18",20.6729
"2018-01-19",20.9462
"2018-01-20",21.2216
"2018-01-21",21.2796
"2018-01-22",21.719
"2018-01-23",21.5357
"2018-01-24",21.2353
"2018-01-25",21.3069
"2018-01-26",21.6844
"2018-01-27",21.8107
"2018-01-28",21.6435
"2018-01-29",22.5271
"2018-01-30",22.8933
"2018-01-31",22.8652
"2018-02-01",22.868
"2018-02-02",22.6611
"2018-02-03",22.3355
"2018-02-04",23.3379
"2018-02-05",22.5765
"2018-02-06",22.97
"2018-02-07",22.6696
"2018-02-08",22.6624
"2018-02-09",22.9551
"2018-02-10",22.3028
"2018-02-11",21.7829
"2018-02-12",22.5628
"2018-02-13",22.839
"2018-02-14",21.9043
"2018-02-15",22.3426
"2018-02-16",22.0613
"2018-02-17",22.0048
"2018-02-18",21.7436
"2018-02-19",21.082
"2018-02-20",20.5193
"2018-02-21",20.8554
"2018-02-22",21.2318
"2018-02-23",21.9055
"2018-02-24",22.6236
"2018-02-25",22.7404
"2018-02-26",22.7772
"2018-02-27",22.8453
"2018-02-28",21.9017
"2018-03-01",22.7809
"2018-03-02",23.0802
"2018-03-03",22.9793
"2018-03-04",23.2456
"2018-03-05",23.3004
"2018-03-06",22.8051
"2018-03-07",22.2011
"2018-03-08",22.9022
"2018-03-09",22.9713
"2018-03-10",22.9758
"2018-03-11",22.6179
"2018-03-12",22.7493
"2018-03-13",23.3541
"2018-03-14",23.0761
"2018-03-15",23.1962
"2018-03-16",23.884
"2018-03-17",23.4205
"2018-03-18",23.5297
"2018-03-19",23.1334
"2018-03-20",23.4399
"2018-03-21",23.594
"2018-03-22",22.8788
"2018-03-23",23.5176
"2018-03-24",21.9183
"2018-03-25",21.7317
"2018-03-26",23.5025
"2018-03-27",23.2956
"2018-03-28",22.9955
"2018-03-29",23.6146
"2018-03-30",24.0237
"2018-03-31",24.1211
"2018-04-01",23.9212
"2018-04-02",23.7442
"2018-04-03",23.6357
"2018-04-04",23.1017
"2018-04-05",23.7119
"2018-04-06",23.2331
"2018-04-07",22.7327
"2018-04-08",23.3063
"2018-04-09",23.2219
"2018-04-10",23.4447
"2018-04-11",23.4571
"2018-04-12",23.6324
"2018-04-13",23.6238
"2018-04-14",23.4031
"2018-04-15",23.7919
"2018-04-16",23.879
"2018-04-17",23.946
"2018-04-18",23.1879
"2018-04-19",24.0515
"2018-04-20",24.1565
"2018-04-21",23.7908
"2018-04-22",24.2161
"2018-04-23",23.9376
"2018-04-24",24.1251
"2018-04-25",23.857
"2018-04-26",23.586
"2018-04-27",24.1353
"2018-04-28",23.789
"2018-04-29",24.2559
"2018-04-30",24.9051
"2018-05-01",25.431
"2018-05-02",24.7903
"2018-05-03",24.1704
"2018-05-04",23.8148
"2018-05-05",23.7045
"2018-05-06",24.1545
"2018-05-07",24.1631
"2018-05-08",24.0409
"2018-05-09",24.4297
"2018-05-10",23.9606
"2018-05-11",24.2844
"2018-05-12",23.7866
"2018-05-13",24.1929
"2018-05-14",23.7964
"2018-05-15",24.1292
"2018-05-16",23.745
"2018-05-17",23.8692
"2018-05-18",23.5041
"2018-05-19",23.6186
"2018-05-20",23.6609
"2018-05-21",23.192
"2018-05-22",24.2357
"2018-05-23",23.3512
"2018-05-24",23.5144
"2018-05-25",23.5729
"2018-05-26",24.0866
"2018-05-27",24.1664
"2018-05-28",24.3461
"2018-05-29",24.0209
"2018-05-30",23.9093
"2018-05-31",24.4336
"2018-06-01",24.0847
"2018-06-02",24.2355
"2018-06-03",24.3296
"2018-06-04",24.1641
"2018-06-05",24.2812
"2018-06-06",24.2512
"2018-06-07",23.8959
"2018-06-08",23.9002
"2018-06-09",23.8646
"2018-06-10",24.0644
"2018-06-11",24.2467
"2018-06-12",23.9395
"2018-06-13",23.6962
"2018-06-14",23.913
"2018-06-15",24.0106
"2018-06-16",23.5366
"2018-06-17",23.7334
"2018-06-18",23.6478
"2018-06-19",23.4314
"2018-06-20",23.2543
"2018-06-21",23.1986
"2018-06-22",23.6296
"2018-06-23",23.8803
"2018-06-24",24.0195
"2018-06-25",23.8995
"2018-06-26",23.4928
"2018-06-27",23.1576
"2018-06-28",23.4683
"2018-06-29",23.4839
"2018-06-30",23.5161
"2018-07-01",23.191
"2018-07-02",23.8407
"2018-07-03",23.7821
"2018-07-04",23.7352
"2018-07-05",23.8108
"2018-07-06",23.7633
"2018-07-07",23.3493
"2018-07-08",23.4717
"2018-07-09",23.1331
"2018-07-10",22.7724
"2018-07-11",22.5236
"2018-07-12",23.2007
"2018-07-13",23.6296
"2018-07-14",23.5877
"2018-07-15",23.2328
"2018-07-16",22.5726
"2018-07-17",22.6169
"2018-07-18",22.6512
"2018-07-19",22.9995
"2018-07-20",22.6681
"2018-07-21",22.9936
"2018-07-22",23.3761
"2018-07-23",23.3102
"2018-07-24",23.093
"2018-07-25",23.0145
"2018-07-26",23.0382
"2018-07-27",22.7265
"2018-07-28",22.7094
"2018-07-29",23.0196
"2018-07-30",23.5091
"2018-07-31",23.374
"2018-08-01",23.3284
"2018-08-02",23.9848
"2018-08-03",23.967
"2018-08-04",23.6892
"2018-08-05",23.7561
"2018-08-06",23.3807
"2018-08-07",22.9894
"2018-08-08",22.6644
"2018-08-09",23.4229
"2018-08-10",23.7369
"2018-08-11",23.8482
"2018-08-12",23.5591
"2018-08-13",23.8022
"2018-08-14",23.209
"2018-08-15",22.8588
"2018-08-16",23.0238
"2018-08-17",22.8308
"2018-08-18",22.3526
"2018-08-19",22.8231
"2018-08-20",22.8506
"2018-08-21",22.6066
"2018-08-22",22.7207
"2018-08-23",22.8111
"2018-08-24",22.8061
"2018-08-25",22.8316
"2018-08-26",22.6701
"2018-08-27",22.9814
"2018-08-28",22.8676
"2018-08-29",22.7143
"2018-08-30",22.7623
"2018-08-31",23.1042
"2018-09-01",22.9854
"2018-09-02",22.6952
"2018-09-03",22.8119
"2018-09-04",22.5364
"2018-09-05",22.031
"2018-09-06",21.9105
"2018-09-07",22.9195
"2018-09-08",22.0503
"2018-09-09",22.8673
"2018-09-10",22.4572
"2018-09-11",22.4817
"2018-09-12",22.2592
"2018-09-13",22.0441
"2018-09-14",22.3991
"2018-09-15",22.0463
"2018-09-16",22.6275
"2018-09-17",23.1571
"2018-09-18",23.2458
"2018-09-19",23.7343
"2018-09-20",23.7701
"2018-09-21",22.7332
"2018-09-22",23.5319
"2018-09-23",23.5891
"2018-09-24",23.0225
"2018-09-25",22.9376
"2018-09-26",23.3611
"2018-09-27",23.4951
"2018-09-28",23.146
"2018-09-29",23.6227
"2018-09-30",23.7482
"2018-10-01",23.5109
"2018-10-02",23.7573
"2018-10-03",23.4372
"2018-10-04",23.9337
"2018-10-05",23.6043
"2018-10-06",23.1398
"2018-10-07",23.1691
"2018-10-08",23.0203
"2018-10-09",22.7368
"2018-10-10",23.4498
"2018-10-11",23.3354
"2018-10-12",22.848
"2018-10-13",22.8676
"2018-10-14",23.0844
"2018-10-15",23.1841
"2018-10-16",22.7637
"2018-10-17",22.5442
"2018-10-18",22.8119
"2018-10-19",23.4368
"2018-10-20",22.949
"2018-10-21",23.2501
"2018-10-22",23.3024
"2018-10-23",23.4511
"2018-10-24",23.2337
"2018-10-25",23.0037
"2018-10-26",22.9459
"2018-10-27",23.1824
"2018-10-28",23.3532
"2018-10-29",23.2889
