,"(deg C) Mean Dew Point Temperature (ERA5) at Ratnapura, 2007-01-01 to 2025-12-31"
"2015-11-14",22.0889
"2015-11-15",21.9405
"2015-11-16",22.0833
"2015-11-17",22.6545
"2015-11-18",22.5097
"2015-11-19",22.0904
"2015-11-20",22.314
"2015-11-21",22.4119
"2015-11-22",22.3031
"2015-11-23",21.9798
"2015-11-24",21.992
"2015-11-25",21.9242
"2015-11-26",21.7202
"2015-11-27",21.5361
"2015-11-28",21.9615
"2015-11-29",22.469
"2015-11-30",22.2555
"2015-12-01",22.2134
"2015-12-02",22.5146
"2015-12-03",22.7403
"2015-12-04",22.4186
"2015-12-05",22.7789
"2015-12-06",22.7719
"2015-12-07",22.9327
"2015-12-08",22.6725
"2015-12-09",22.7716
"2015-12-10",22.5691
"2015-12-11",22.585
"2015-12-12",22.6313
"2015-12-13",22.7908
"2015-12-14",22.395
"2015-12-15",22.6801
"2015-12-16",22.0962
"2015-12-17",21.7395
"2015-12-18",22.0646
"2015-12-19",21.3267
"2015-12-20",21.4697
"2015-12-21",21.2464
"2015-12-22",20.0204
"2015-12-23",19.6531
"2015-12-24",19.8007
"2015-12-25",20.6372
"2015-12-26",21.8075
"2015-12-27",22.569
"2015-12-28",22.3509
"2015-12-29",22.329
"2015-12-30",21.8752
"2015-12-31",21.7887
"2016-01-01",21.8171
"2016-01-02",21.6042
"2016-01-03",21.5852
"2016-01-04",22.0776
"2016-01-05",22.2931
"2016-01-06",22.1942
"2016-01-07",21.9138
"2016-01-08",22.0831
"2016-01-09",22.2615
"2016-01-10",22.181
"2016-01-11",21.851
"2016-01-12",21.5856
"2016-01-13",20.4297
"2016-01-14",19.9788
"2016-01-15",20.5396
"2016-01-16",20.6835
"2016-01-17",20.2275
"2016-01-18",20.5228
"2016-01-19",21.4447
"2016-01-20",22.5562
"2016-01-21",22.9985
"2016-01-22",21.9135
"2016-01-23",22.0959
"2016-01-24",22.3916
"2016-01-25",22.5683
"2016-01-26",22.1135
"2016-01-27",20.0994
"2016-01-28",20.9758
"2016-01-29",19.6269
"2016-01-30",19.59
"2016-01-31",20.1332
"2016-02-01",20.2319
"2016-02-02",18.8823
"2016-02-03",17.7324
"2016-02-04",19.3412
"2016-02-05",20.7457
"2016-02-06",21.907
"2016-02-07",22.6745
"2016-02-08",22.4533
"2016-02-09",22.5934
"2016-02-10",22.3904
"2016-02-11",21.5972
"2016-02-12",20.3343
"2016-02-13",20.9146
"2016-02-14",21.5962
"2016-02-15",21.9265
"2016-02-16",21.4275
"2016-02-17",22.4381
"2016-02-18",22.5026
"2016-02-19",22.3338
"2016-02-20",22.0332
"2016-02-21",21.6445
"2016-02-22",21.0519
"2016-02-23",20.1624
"2016-02-24",21.7455
"2016-02-25",22.3813
"2016-02-26",21.0528
"2016-02-27",21.2247
"2016-02-28",21.5425
"2016-02-29",21.8172
"2016-03-01",21.5403
"2016-03-02",21.1377
"2016-03-03",21.314
"2016-03-04",22.3605
"2016-03-05",22.5347
"2016-03-06",22.0068
"2016-03-07",22.2517
"2016-03-08",22.4544
"2016-03-09",22.3714
"2016-03-10",23.2941
"2016-03-11",22.3735
"2016-03-12",22.6599
"2016-03-13",22.8697
"2016-03-14",22.4429
"2016-03-15",21.7687
"2016-03-16",22.7034
"2016-03-17",22.7446
"2016-03-18",21.7718
"2016-03-19",21.5151
"2016-03-20",21.434
"2016-03-21",21.9204
"2016-03-22",21.9169
"2016-03-23",22.1721
"2016-03-24",21.8218
"2016-03-25",21.5298
"2016-03-26",21.89
"2016-03-27",21.9624
"2016-03-28",22.3437
"2016-03-29",22.5594
"2016-03-30",22.2781
"2016-03-31",22.744
"2016-04-01",22.5451
"2016-04-02",22.3933
"2016-04-03",22.3587
"2016-04-04",22.3843
"2016-04-05",22.6202
"2016-04-06",22.724
"2016-04-07",22.9566
"2016-04-08",23.3615
"2016-04-09",22.8899
"2016-04-10",22.8452
"2016-04-11",22.9971
"2016-04-12",23.5926
"2016-04-13",24.0507
"2016-04-14",23.6893
"2016-04-15",23.4596
"2016-04-16",23.2383
"2016-04-17",23.2364
"2016-04-18",23.7699
"2016-04-19",23.3625
"2016-04-20",23.0966
"2016-04-21",23.4575
"2016-04-22",23.9512
"2016-04-23",24.4972
"2016-04-24",23.9698
"2016-04-25",23.544
"2016-04-26",23.0128
"2016-04-27",23.2809
"2016-04-28",22.9435
"2016-04-29",23.047
"2016-04-30",22.6612
"2016-05-01",22.9985
"2016-05-02",23.3861
"2016-05-03",23.519
"2016-05-04",23.4477
"2016-05-05",23.4172
"2016-05-06",23.3599
"2016-05-07",23.2293
"2016-05-08",23.0438
"2016-05-09",22.9994
"2016-05-10",23.0043
"2016-05-11",23.0832
"2016-05-12",22.8072
"2016-05-13",23.1424
"2016-05-14",23.3712
"2016-05-15",21.8373
"2016-05-16",22.9028
"2016-05-17",22.8029
"2016-05-18",23.4267
"2016-05-19",23.454
"2016-05-20",23.3746
"2016-05-21",23.8307
"2016-05-22",24.2017
"2016-05-23",24.199
"2016-05-24",23.7607
"2016-05-25",23.5236
"2016-05-26",23.964
"2016-05-27",23.2284
"2016-05-28",22.6881
"2016-05-29",22.9225
"2016-05-30",23.0933
"2016-05-31",23.1766
"2016-06-01",23.1079
"2016-06-02",23.3742
"2016-06-03",23.3629
"2016-06-04",23.515
"2016-06-05",23.2771
"2016-06-06",22.9672
"2016-06-07",22.9151
"2016-06-08",22.4712
"2016-06-09",23.0631
"2016-06-10",23.0034
"2016-06-11",22.9433
"2016-06-12",22.8328
"2016-06-13",22.8052
"2016-06-14",23.0646
"2016-06-15",22.2335
"2016-06-16",22.5135
"2016-06-17",22.4969
"2016-06-18",22.0082
"2016-06-19",22.0747
"2016-06-20",21.9102
"2016-06-21",21.9047
"2016-06-22",22.0914
"2016-06-23",21.5794
"2016-06-24",22.0612
"2016-06-25",21.5574
"2016-06-26",22.4036
"2016-06-27",22.4213
"2016-06-28",22.2176
"2016-06-29",22.3251
"2016-06-30",22.3261
"2016-07-01",22.534
"2016-07-02",22.3186
"2016-07-03",22.4537
"2016-07-04",22.4034
"2016-07-05",21.7104
"2016-07-06",21.8635
"2016-07-07",22.036
"2016-07-08",22.867
"2016-07-09",22.7208
"2016-07-10",22.398
"2016-07-11",22.062
"2016-07-12",21.839
"2016-07-13",21.5062
"2016-07-14",22.1475
"2016-07-15",22.267
"2016-07-16",21.8633
"2016-07-17",21.9834
"2016-07-18",21.7474
"2016-07-19",21.3594
"2016-07-20",22.0626
"2016-07-21",22.2554
"2016-07-22",21.3603
"2016-07-23",21.6712
"2016-07-24",21.6987
"2016-07-25",22.0435
"2016-07-26",22.2701
"2016-07-27",22.1953
"2016-07-28",22.0951
"2016-07-29",22.3694
"2016-07-30",22.1299
"2016-07-31",22.2427
"2016-08-01",21.8298
"2016-08-02",21.3426
"2016-08-03",21.3239
"2016-08-04",21.6257
"2016-08-05",21.6372
"2016-08-06",21.5508
"2016-08-07",21.5675
"2016-08-08",22.307
"2016-08-09",22.0404
"2016-08-10",21.9691
"2016-08-11",21.8237
"2016-08-12",22.2952
"2016-08-13",22.3168
"2016-08-14",22.3829
"2016-08-15",22.225
"2016-08-16",22.124
"2016-08-17",21.9171
"2016-08-18",21.9043
"2016-08-19",21.8578
"2016-08-20",21.954
"2016-08-21",22.1511
"2016-08-22",22.6032
"2016-08-23",21.8695
"2016-08-24",22.2087
"2016-08-25",21.9829
"2016-08-26",21.985
"2016-08-27",21.8001
"2016-08-28",21.6684
"2016-08-29",21.593
"2016-08-30",21.7734
"2016-08-31",22.2716
"2016-09-01",21.7059
"2016-09-02",21.4284
"2016-09-03",21.9349
"2016-09-04",22.0175
"2016-09-05",21.4404
"2016-09-06",21.6381
"2016-09-07",20.46
"2016-09-08",19.5812
"2016-09-09",21.314
"2016-09-10",21.7135
"2016-09-11",20.9053
"2016-09-12",21.4376
"2016-09-13",21.6761
"2016-09-14",21.9271
"2016-09-15",21.8137
"2016-09-16",21.7608
"2016-09-17",21.7817
"2016-09-18",21.6948
"2016-09-19",21.7337
"2016-09-20",21.8664
"2016-09-21",21.452
"2016-09-22",21.5456
"2016-09-23",21.7205
"2016-09-24",21.3873
"2016-09-25",21.3434
"2016-09-26",21.6199
"2016-09-27",22.0242
"2016-09-28",22.1662
"2016-09-29",22.3693
"2016-09-30",21.8321
"2016-10-01",21.2253
"2016-10-02",21.4944
"2016-10-03",21.0308
"2016-10-04",21.342
"2016-10-05",21.5979
"2016-10-06",21.1388
"2016-10-07",19.2581
"2016-10-08",20.5539
"2016-10-09",22.0202
"2016-10-10",20.9618
"2016-10-11",20.0879
"2016-10-12",20.6166
"2016-10-13",21.5591
"2016-10-14",21.9705
"2016-10-15",22.0199
"2016-10-16",22.1411
"2016-10-17",22.3198
"2016-10-18",22.4375
"2016-10-19",22.104
"2016-10-20",21.5952
"2016-10-21",21.1089
"2016-10-22",21.6121
"2016-10-23",21.9708
"2016-10-24",21.4895
"2016-10-25",21.6524
"2016-10-26",21.3017
"2016-10-27",21.6358
"2016-10-28",21.5217
"2016-10-29",22.5485
"2016-10-30",22.6323
"2016-10-31",22.275
"2016-11-01",22.121
"2016-11-02",22.2613
"2016-11-03",22.4785
"2016-11-04",21.2587
"2016-11-05",21.9708
"2016-11-06",21.3451
"2016-11-07",21.1685
"2016-11-08",21.5213
"2016-11-09",21.0666
"2016-11-10",21.3826
"2016-11-11",22.3303
"2016-11-12",22.6492
"2016-11-13",22.3524
"2016-11-14",22.2546
"2016-11-15",22.0451
"2016-11-16",21.4612
"2016-11-17",21.534
"2016-11-18",22.0695
"2016-11-19",22.3062
"2016-11-20",22.1875
"2016-11-21",22.5703
"2016-11-22",22.5591
"2016-11-23",22.1999
"2016-11-24",21.8146
"2016-11-25",22.5051
"2016-11-26",22.3228
"2016-11-27",21.7623
"2016-11-28",21.703
"2016-11-29",21.1512
"2016-11-30",17.9937
"2016-12-01",19.301
"2016-12-02",20.1531
"2016-12-03",20.1981
"2016-12-04",21.428
"2016-12-05",20.8098
"2016-12-06",20.4219
"2016-12-07",21.8164
"2016-12-08",21.8981
"2016-12-09",21.5855
"2016-12-10",21.4811
"2016-12-11",20.8771
"2016-12-12",20.6869
"2016-12-13",20.5988
"2016-12-14",19.8278
"2016-12-15",19.5299
"2016-12-16",21.1071
"2016-12-17",21.4456
"2016-12-18",21.121
"2016-12-19",21.9495
"2016-12-20",22.3953
"2016-12-21",21.5966
"2016-12-22",21.5526
"2016-12-23",17.186
"2016-12-24",17.0096
"2016-12-25",18.182
"2016-12-26",19.8057
"2016-12-27",21.8411
"2016-12-28",22.1092
"2016-12-29",20.9765
"2016-12-30",20.5987
"2016-12-31",20.7514
"2017-01-01",21.0063
"2017-01-02",21.2742
"2017-01-03",21.0667
"2017-01-04",18.4849
"2017-01-05",17.2089
"2017-01-06",18.3715
"2017-01-07",16.8592
"2017-01-08",16.6516
"2017-01-09",17.4411
"2017-01-10",17.8189
"2017-01-11",17.298
"2017-01-12",17.9737
"2017-01-13",17.0955
"2017-01-14",18.0394
"2017-01-15",19.0852
"2017-01-16",19.2981
"2017-01-17",17.9883
"2017-01-18",18.6018
"2017-01-19",19.1761
"2017-01-20",21.0171
"2017-01-21",21.4653
"2017-01-22",21.6469
"2017-01-23",21.6012
"2017-01-24",21.5188
"2017-01-25",21.781
"2017-01-26",22.2938
"2017-01-27",21.7402
"2017-01-28",21.2115
"2017-01-29",21.803
"2017-01-30",21.7125
"2017-01-31",21.0616
"2017-02-01",20.6359
"2017-02-02",19.8197
"2017-02-03",18.0876
"2017-02-04",17.6887
"2017-02-05",19.6882
"2017-02-06",19.3578
"2017-02-07",18.522
"2017-02-08",20.0008
"2017-02-09",20.3786
"2017-02-10",20.6809
"2017-02-11",20.5237
"2017-02-12",19.9319
"2017-02-13",19.2024
"2017-02-14",21.3416
"2017-02-15",20.6926
"2017-02-16",19.761
"2017-02-17",19.6563
"2017-02-18",21.0667
"2017-02-19",21.5898
"2017-02-20",21.2492
"2017-02-21",20.4356
"2017-02-22",20.8141
"2017-02-23",21.5001
"2017-02-24",21.1382
"2017-02-25",21.1516
"2017-02-26",21.4802
"2017-02-27",21.6452
"2017-02-28",21.739
"2017-03-01",21.0316
"2017-03-02",21.374
"2017-03-03",21.7511
"2017-03-04",21.7121
"2017-03-05",21.56
"2017-03-06",22.2161
"2017-03-07",21.9733
"2017-03-08",21.9987
"2017-03-09",21.9109
"2017-03-10",21.4469
"2017-03-11",21.6677
"2017-03-12",21.7829
"2017-03-13",21.7519
"2017-03-14",22.0467
"2017-03-15",21.6697
"2017-03-16",21.1905
"2017-03-17",21.311
"2017-03-18",21.5745
"2017-03-19",22.0927
"2017-03-20",21.9646
"2017-03-21",21.4081
"2017-03-22",20.011
"2017-03-23",20.6123
"2017-03-24",20.2888
"2017-03-25",20.9374
"2017-03-26",20.7749
"2017-03-27",21.4257
"2017-03-28",21.8072
"2017-03-29",22.1247
"2017-03-30",22.6068
"2017-03-31",22.5949
"2017-04-01",22.5293
"2017-04-02",22.465
"2017-04-03",22.3127
"2017-04-04",22.1201
"2017-04-05",22.5113
"2017-04-06",22.7236
"2017-04-07",22.491
"2017-04-08",22.5242
"2017-04-09",22.2014
"2017-04-10",23.1653
"2017-04-11",22.5643
"2017-04-12",22.6886
"2017-04-13",22.4721
"2017-04-14",22.5521
"2017-04-15",22.5327
"2017-04-16",22.8281
"2017-04-17",23.1723
"2017-04-18",22.943
"2017-04-19",22.817
"2017-04-20",22.2394
"2017-04-21",22.0563
"2017-04-22",22.4716
"2017-04-23",23.6629
"2017-04-24",23.9282
"2017-04-25",24.0548
"2017-04-26",23.5375
"2017-04-27",23.1023
"2017-04-28",22.8845
"2017-04-29",22.5157
"2017-04-30",22.311
"2017-05-01",22.135
"2017-05-02",21.8743
"2017-05-03",22.0612
"2017-05-04",22.3307
"2017-05-05",22.8768
"2017-05-06",22.3398
"2017-05-07",21.8343
"2017-05-08",22.2186
"2017-05-09",22.9571
"2017-05-10",22.9068
"2017-05-11",23.013
"2017-05-12",23.072
"2017-05-13",23.6762
"2017-05-14",23.4186
"2017-05-15",23.5608
"2017-05-16",23.7075
"2017-05-17",24.1722
"2017-05-18",23.2217
"2017-05-19",23.4053
"2017-05-20",23.5875
"2017-05-21",23.3958
"2017-05-22",23.8173
"2017-05-23",23.4889
"2017-05-24",22.3943
"2017-05-25",22.5525
"2017-05-26",22.719
"2017-05-27",23.5652
"2017-05-28",23.1971
"2017-05-29",22.7819
"2017-05-30",22.3827
"2017-05-31",22.6177
"2017-06-01",22.7355
"2017-06-02",22.4914
"2017-06-03",22.6749
"2017-06-04",22.9524
"2017-06-05",23.0401
"2017-06-06",22.7965
"2017-06-07",22.3371
"2017-06-08",22.2202
"2017-06-09",22.315
"2017-06-10",22.3055
"2017-06-11",22.2505
"2017-06-12",22.3396
"2017-06-13",22.8068
"2017-06-14",22.9138
"2017-06-15",23.0652
"2017-06-16",22.6298
"2017-06-17",23.2644
"2017-06-18",23.1871
"2017-06-19",22.9001
"2017-06-20",22.7494
"2017-06-21",22.5955
"2017-06-22",22.7018
"2017-06-23",22.4515
"2017-06-24",21.8766
"2017-06-25",22.0548
"2017-06-26",22.2597
"2017-06-27",21.7107
"2017-06-28",21.8018
"2017-06-29",22.0061
"2017-06-30",22.5591
"2017-07-01",22.4984
"2017-07-02",22.3249
"2017-07-03",22.2701
"2017-07-04",22.2634
"2017-07-05",21.7602
"2017-07-06",22.3644
"2017-07-07",22.6695
"2017-07-08",22.2619
"2017-07-09",21.9488
"2017-07-10",21.9881
"2017-07-11",22.1862
"2017-07-12",22.3696
"2017-07-13",21.7866
"2017-07-14",21.9802
"2017-07-15",22.0684
"2017-07-16",21.9423
"2017-07-17",22.0702
"2017-07-18",21.7786
"2017-07-19",22.0848
"2017-07-20",22.3454
"2017-07-21",22.2969
"2017-07-22",22.454
"2017-07-23",22.7605
"2017-07-24",22.5725
"2017-07-25",23.3869
"2017-07-26",22.9686
"2017-07-27",22.3115
"2017-07-28",22.4904
"2017-07-29",22.4191
"2017-07-30",22.5491
"2017-07-31",22.5359
"2017-08-01",22.2451
"2017-08-02",22.3198
"2017-08-03",22.1001
"2017-08-04",22.4445
"2017-08-05",22.6275
"2017-08-06",22.2972
"2017-08-07",22.4073
"2017-08-08",22.4771
"2017-08-09",22.3323
"2017-08-10",22.4259
"2017-08-11",21.7537
"2017-08-12",21.6716
"2017-08-13",22.394
"2017-08-14",22.0198
"2017-08-15",21.4786
"2017-08-16",20.9804
"2017-08-17",21.9784
"2017-08-18",22.3278
"2017-08-19",22.2274
"2017-08-20",21.9581
"2017-08-21",22.1032
"2017-08-22",21.9783
"2017-08-23",22.5645
"2017-08-24",22.6063
"2017-08-25",22.469
"2017-08-26",22.0438
"2017-08-27",22.1768
"2017-08-28",22.1486
"2017-08-29",21.7655
"2017-08-30",22.1166
"2017-08-31",23.1444
"2017-09-01",22.2386
"2017-09-02",22.3854
"2017-09-03",22.9653
"2017-09-04",22.7721
"2017-09-05",21.9524
"2017-09-06",22.0921
"2017-09-07",21.6097
"2017-09-08",21.9521
"2017-09-09",22.426
"2017-09-10",22.3695
"2017-09-11",22.7655
"2017-09-12",22.5608
"2017-09-13",21.2816
"2017-09-14",21.0825
"2017-09-15",21.8025
"2017-09-16",21.9963
"2017-09-17",21.8551
"2017-09-18",21.8434
"2017-09-19",21.4822
"2017-09-20",22.2275
"2017-09-21",21.7097
"2017-09-22",21.6143
"2017-09-23",21.6982
"2017-09-24",22.3947
"2017-09-25",21.9074
"2017-09-26",22.3233
"2017-09-27",21.4192
"2017-09-28",21.9167
"2017-09-29",21.5708
"2017-09-30",22.4766
"2017-10-01",22.1184
"2017-10-02",21.9945
"2017-10-03",22.5149
"2017-10-04",22.4502
"2017-10-05",22.777
"2017-10-06",22.0834
"2017-10-07",22.6539
"2017-10-08",22.5225
"2017-10-09",22.0104
"2017-10-10",22.7301
"2017-10-11",21.7288
"2017-10-12",21.9681
"2017-10-13",22.4874
"2017-10-14",21.7731
"2017-10-15",22.1365
"2017-10-16",22.2962
"2017-10-17",21.8077
"2017-10-18",21.9367
"2017-10-19",22.098
"2017-10-20",22.1156
"2017-10-21",21.7592
"2017-10-22",22.5275
"2017-10-23",22.5246
"2017-10-24",21.87
"2017-10-25",22.0234
"2017-10-26",22.1282
"2017-10-27",21.8593
"2017-10-28",22.3177
"2017-10-29",22.0655
"2017-10-30",22.3816
"2017-10-31",22.1754
"2017-11-01",22.3233
"2017-11-02",22.3614
"2017-11-03",22.1958
"2017-11-04",22.2237
"2017-11-05",22.0659
"2017-11-06",22.0441
"2017-11-07",21.8061
"2017-11-08",21.6073
"2017-11-09",21.7511
"2017-11-10",21.9883
"2017-11-11",22.2632
"2017-11-12",20.972
"2017-11-13",21.6261
"2017-11-14",20.7383
"2017-11-15",19.879
"2017-11-16",20.0886
"2017-11-17",20.7539
"2017-11-18",22.5435
"2017-11-19",22.0117
"2017-11-20",21.7604
"2017-11-21",21.9415
"2017-11-22",21.7529
"2017-11-23",21.7618
"2017-11-24",21.3219
"2017-11-25",20.7904
"2017-11-26",21.689
"2017-11-27",21.8859
"2017-11-28",22.3452
"2017-11-29",21.9203
"2017-11-30",21.3419
"2017-12-01",20.8246
"2017-12-02",20.7843
"2017-12-03",21.5001
"2017-12-04",22.0307
"2017-12-05",21.4589
"2017-12-06",21.6388
"2017-12-07",21.5392
"2017-12-08",20.2776
"2017-12-09",19.6418
"2017-12-10",21.3028
"2017-12-11",22.1779
"2017-12-12",22.2649
"2017-12-13",22.0424
"2017-12-14",21.672
"2017-12-15",21.7616
"2017-12-16",21.4549
"2017-12-17",20.66
"2017-12-18",19.6493
"2017-12-19",21.0619
"2017-12-20",21.4411
"2017-12-21",21.0241
"2017-12-22",20.9549
"2017-12-23",20.7126
"2017-12-24",20.8162
"2017-12-25",21.0032
"2017-12-26",21.8035
"2017-12-27",21.7837
"2017-12-28",20.5211
"2017-12-29",20.7527
"2017-12-30",21.1673
"2017-12-31",21.2791
"2018-01-01",20.8405
"2018-01-02",20.9661
"2018-01-03",20.3594
"2018-01-04",18.7544
"2018-01-05",18.1546
"2018-01-06",17.2996
"2018-01-07",15.8704
"2018-01-08",17.6399
"2018-01-09",19.615
"2018-01-10",21.0713
"2018-01-11",21.4611
"2018-01-12",21.1728
"2018-01-13",21.6816
"2018-01-14",20.7835
"2018-01-15",18.673
"2018-01-16",18.6017
"2018-01-17",17.894
"2018-01-18",17.8082
"2018-01-19",19.3154
"2018-01-20",19.4969
"2018-01-21",19.9076
"2018-01-22",20.3489
"2018-01-23",19.9455
"2018-01-24",18.8528
"2018-01-25",18.5578
"2018-01-26",19.4734
"2018-01-27",20.0824
"2018-01-28",19.3094
"2018-01-29",21.0388
"2018-01-30",22.0413
"2018-01-31",21.6632
"2018-02-01",21.4304
"2018-02-02",21.5098
"2018-02-03",21.2399
"2018-02-04",22.0309
"2018-02-05",21.5001
"2018-02-06",21.768
"2018-02-07",21.7492
"2018-02-08",21.249
"2018-02-09",21.59
"2018-02-10",20.7747
"2018-02-11",20.7124
"2018-02-12",21.3563
"2018-02-13",20.9035
"2018-02-14",20.406
"2018-02-15",21.1957
"2018-02-16",20.8524
"2018-02-17",19.4484
"2018-02-18",20.3849
"2018-02-19",19.9692
"2018-02-20",19.1978
"2018-02-21",19.4596
"2018-02-22",19.8857
"2018-02-23",20.1789
"2018-02-24",21.5441
"2018-02-25",21.8137
"2018-02-26",21.5538
"2018-02-27",21.6043
"2018-02-28",21.3276
"2018-03-01",21.7773
"2018-03-02",21.742
"2018-03-03",21.8507
"2018-03-04",21.7725
"2018-03-05",22.0664
"2018-03-06",21.66
"2018-03-07",21.3612
"2018-03-08",21.5135
"2018-03-09",21.4246
"2018-03-10",21.5378
"2018-03-11",21.4819
"2018-03-12",21.6435
"2018-03-13",21.7801
"2018-03-14",21.3651
"2018-03-15",21.5757
"2018-03-16",22.5431
"2018-03-17",22.1833
"2018-03-18",22.2073
"2018-03-19",21.8394
"2018-03-20",22.3642
"2018-03-21",22.488
"2018-03-22",21.2419
"2018-03-23",21.8662
"2018-03-24",20.7339
"2018-03-25",20.7659
"2018-03-26",22.2482
"2018-03-27",22.0745
"2018-03-28",21.6315
"2018-03-29",21.9907
"2018-03-30",22.8249
"2018-03-31",22.4884
"2018-04-01",22.0196
"2018-04-02",21.8276
"2018-04-03",21.8157
"2018-04-04",21.7331
"2018-04-05",21.9789
"2018-04-06",21.8991
"2018-04-07",21.3946
"2018-04-08",21.8943
"2018-04-09",21.8247
"2018-04-10",22.0384
"2018-04-11",22.1704
"2018-04-12",22.543
"2018-04-13",22.2314
"2018-04-14",22.1679
"2018-04-15",22.5331
"2018-04-16",22.3718
"2018-04-17",22.3579
"2018-04-18",22.0338
"2018-04-19",22.7384
"2018-04-20",22.8842
"2018-04-21",22.3561
"2018-04-22",22.4868
"2018-04-23",22.5318
"2018-04-24",22.4539
"2018-04-25",22.4085
"2018-04-26",21.9348
"2018-04-27",22.6866
"2018-04-28",22.3269
"2018-04-29",22.5594
"2018-04-30",23.6337
"2018-05-01",23.8681
"2018-05-02",23.3375
"2018-05-03",22.6781
"2018-05-04",22.3223
"2018-05-05",22.4291
"2018-05-06",22.8664
"2018-05-07",22.7061
"2018-05-08",22.7863
"2018-05-09",22.713
"2018-05-10",22.4669
"2018-05-11",23.0168
"2018-05-12",22.5568
"2018-05-13",22.9633
"2018-05-14",22.5864
"2018-05-15",22.9583
"2018-05-16",22.4535
"2018-05-17",22.4383
"2018-05-18",21.824
"2018-05-19",22.6399
"2018-05-20",22.3298
"2018-05-21",21.6146
"2018-05-22",22.8984
"2018-05-23",21.8898
"2018-05-24",22.3408
"2018-05-25",22.132
"2018-05-26",22.4658
"2018-05-27",22.842
"2018-05-28",22.8946
"2018-05-29",22.5211
"2018-05-30",22.7945
"2018-05-31",22.7772
"2018-06-01",22.8729
"2018-06-02",22.9025
"2018-06-03",22.9391
"2018-06-04",22.9433
"2018-06-05",23.1457
"2018-06-06",23.1372
"2018-06-07",22.5223
"2018-06-08",22.6804
"2018-06-09",22.5436
"2018-06-10",22.6496
"2018-06-11",22.4777
"2018-06-12",22.205
"2018-06-13",22.3621
"2018-06-14",22.5199
"2018-06-15",22.8801
"2018-06-16",22.236
"2018-06-17",22.5199
"2018-06-18",22.5218
"2018-06-19",22.0946
"2018-06-20",21.5056
"2018-06-21",21.7962
"2018-06-22",22.2144
"2018-06-23",22.4585
"2018-06-24",22.638
"2018-06-25",22.2204
"2018-06-26",22.1641
"2018-06-27",21.855
"2018-06-28",22.0789
"2018-06-29",21.6942
"2018-06-30",22.1656
"2018-07-01",22.0548
"2018-07-02",22.321
"2018-07-03",21.9396
"2018-07-04",22.0031
"2018-07-05",21.9953
"2018-07-06",22.1011
"2018-07-07",21.5934
"2018-07-08",22.309
"2018-07-09",21.7434
"2018-07-10",21.397
"2018-07-11",21.213
"2018-07-12",21.6869
"2018-07-13",21.9038
"2018-07-14",22.2127
"2018-07-15",21.8863
"2018-07-16",20.9761
"2018-07-17",21.0403
"2018-07-18",21.1482
"2018-07-19",21.5386
"2018-07-20",20.5895
"2018-07-21",21.2942
"2018-07-22",21.8794
"2018-07-23",22.2783
"2018-07-24",22.0162
"2018-07-25",21.868
"2018-07-26",21.9784
"2018-07-27",21.3692
"2018-07-28",21.2337
"2018-07-29",21.5388
"2018-07-30",22.1247
"2018-07-31",21.8881
"2018-08-01",21.6605
"2018-08-02",22.3608
"2018-08-03",22.1439
"2018-08-04",22.0557
"2018-08-05",21.9214
"2018-08-06",21.8334
"2018-08-07",21.3961
"2018-08-08",20.9085
"2018-08-09",21.3293
"2018-08-10",21.7299
"2018-08-11",22.2517
"2018-08-12",22.0496
"2018-08-13",22.3581
"2018-08-14",21.9678
"2018-08-15",21.2785
"2018-08-16",21.3625
"2018-08-17",21.3745
"2018-08-18",21.059
"2018-08-19",21.5345
"2018-08-20",21.3682
"2018-08-21",20.5811
"2018-08-22",21.0413
"2018-08-23",21.5318
"2018-08-24",21.3968
"2018-08-25",21.4569
"2018-08-26",21.2334
"2018-08-27",21.3078
"2018-08-28",21.4366
"2018-08-29",21.02
"2018-08-30",21.1333
"2018-08-31",21.2917
"2018-09-01",20.7037
"2018-09-02",20.8447
"2018-09-03",20.6046
"2018-09-04",20.2801
"2018-09-05",19.7193
"2018-09-06",20.1039
"2018-09-07",20.434
"2018-09-08",20.1612
"2018-09-09",21.2712
"2018-09-10",21.3819
"2018-09-11",21.0413
"2018-09-12",21.0178
"2018-09-13",20.7028
"2018-09-14",20.7692
"2018-09-15",20.2024
"2018-09-16",20.8091
"2018-09-17",21.8994
"2018-09-18",21.9716
"2018-09-19",22.2766
"2018-09-20",22.1373
"2018-09-21",21.4823
"2018-09-22",21.953
"2018-09-23",22.167
"2018-09-24",21.6142
"2018-09-25",21.8979
"2018-09-26",22.2318
"2018-09-27",22.0238
"2018-09-28",21.8161
"2018-09-29",22.481
"2018-09-30",22.4801
"2018-10-01",22.3208
"2018-10-02",22.4521
"2018-10-03",22.3249
"2018-10-04",22.5283
"2018-10-05",22.4262
"2018-10-06",22.1807
"2018-10-07",22.0753
"2018-10-08",21.8719
"2018-10-09",21.4991
"2018-10-10",22.0023
"2018-10-11",22.0972
"2018-10-12",21.6709
"2018-10-13",21.0551
"2018-10-14",21.2454
"2018-10-15",21.8537
"2018-10-16",21.3623
"2018-10-17",20.7608
"2018-10-18",21.5514
"2018-10-19",22.2801
"2018-10-20",21.813
"2018-10-21",22.1592
"2018-10-22",22.1487
"2018-10-23",22.1391
"2018-10-24",22.0763
"2018-10-25",21.9698
"2018-10-26",21.8013
"2018-10-27",22.3086
"2018-10-28",22.1486
"2018-10-29",22.0827
